season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576149,1,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,,4.0,,4.0,,1.0,,,,,,,,2.0,5.0,1.0,,,1.0,,1.0,,,,,,90.0,2.0,,,,,,8.0,,7.0,,,1.0,,,2.0,,,,,7.0,,7.0,3,,19.0,1.0,,,
2021-22,9576149,1,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,,7.0,1.0,8.0,11.0,6.0,4.0,1.0,,,1.0,,,4.0,19.0,14.0,,,3.0,1.0,,,,,,1.0,90.0,,,,,,,18.0,,7.2,,,,,3.0,2.0,,,1.0,,18.0,1.0,19.0,0,3.0,40.0,2.0,4.0,1.0,2.0
2021-22,9576149,1,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,False,1.0,,,16.0,1.0,16.0,1.0,,1.0,,,,,,,,8.0,10.0,,,2.0,,,,,,,,90.0,,,,,,,18.0,,6.7,,,,,2.0,9.0,1.0,,2.0,,25.0,3.0,27.0,0,4.0,56.0,2.0,2.0,4.0,1.0
2021-22,9576149,1,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,10.0,,,,,,,6.0,,6.2,,,,,,1.0,,,,,3.0,2.0,5.0,0,,9.0,2.0,,,
2021-22,9576076,2,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576076,2,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,,8.0,2.0,10.0,2.0,,2.0,,1.0,,2.0,,,,7.0,1.0,,,,,,,,,,1.0,90.0,1.0,,,,,,10.0,,6.2,,,1.0,,,3.0,2.0,,,,14.0,2.0,14.0,2,1.0,24.0,1.0,,,
2021-22,9576076,2,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,,6.0,4.0,10.0,7.0,5.0,5.0,1.0,,,,,,3.0,13.0,12.0,,,4.0,,,,,,1.0,2.0,90.0,,,,,,,17.0,,7.5,,,2.0,,1.0,,,,1.0,,18.0,4.0,22.0,2,2.0,41.0,2.0,5.0,,1.0
2021-22,9576076,2,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,False,,,,9.0,2.0,11.0,2.0,,3.0,,,1.0,,,,3.0,10.0,3.0,,,2.0,,,,,,1.0,1.0,70.0,,,,,,,16.0,,5.9,,,,,1.0,5.0,,,,,12.0,5.0,17.0,1,1.0,37.0,3.0,,2.0,
2021-22,9576076,2,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576383,3,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,2.0,15.0,10.0,25.0,2.0,,2.0,,,3.0,,,,1.0,5.0,3.0,,,,,,,,,,1.0,90.0,,,,,,1.0,13.0,,7.4,,,2.0,,,3.0,4.0,,2.0,,22.0,10.0,28.0,5,1.0,47.0,3.0,1.0,1.0,1.0
2021-22,9576383,3,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,,9.0,,9.0,2.0,3.0,2.0,,,1.0,,,,2.0,5.0,4.0,,,1.0,,,,,,,1.0,71.0,1.0,,,,,,10.0,,6.8,,,,,,,,,1.0,,14.0,,14.0,2,,28.0,3.0,1.0,,
2021-22,9576383,3,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,False,,,,12.0,6.0,18.0,2.0,,6.0,,1.0,1.0,,,,2.0,7.0,3.0,,,1.0,,,,,,1.0,1.0,58.0,,,,,,,9.0,,6.1,,,2.0,,,5.0,1.0,,,,14.0,6.0,19.0,3,,37.0,2.0,1.0,2.0,
2021-22,9576383,3,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576383,3,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,True,,,,3.0,2.0,5.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,19.0,,,,,,,,,6.5,,,,,,,,,,,3.0,2.0,5.0,0,,5.0,,,,
2021-22,9576173,4,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,,8.0,4.0,12.0,1.0,,2.0,,,,,,,,2.0,2.0,,,1.0,,,,,,,1.0,74.0,1.0,,,,,,4.0,,7.0,,,1.0,,,1.0,,,,,10.0,5.0,15.0,2,,20.0,1.0,1.0,1.0,
2021-22,9576173,4,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576173,4,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,False,,,,13.0,8.0,21.0,2.0,1.0,8.0,,,1.0,2.0,,,2.0,7.0,3.0,,,,,,,,,,1.0,90.0,,1.0,,,,,18.0,,6.4,,,1.0,,2.0,1.0,,,3.0,,21.0,10.0,31.0,2,,48.0,4.0,3.0,,
2021-22,9576173,4,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576173,4,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,,,,2.0,1.0,1.0,,,,1.0,,,,3.0,2.0,,,,,,,,1.0,,,16.0,1.0,,,,,,3.0,,6.9,,,1.0,,,1.0,,,,,1.0,,1.0,2,,6.0,2.0,,1.0,
2021-22,9576080,5,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,,6.0,4.0,10.0,2.0,1.0,4.0,,,3.0,1.0,,,3.0,7.0,5.0,,,1.0,,,,,,,,90.0,1.0,1.0,,,,,12.0,,6.9,,,,,1.0,2.0,1.0,,,,11.0,4.0,14.0,4,2.0,35.0,4.0,,2.0,
2021-22,9576080,5,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,,3.0,2.0,5.0,8.0,2.0,3.0,,,,,,,1.0,9.0,4.0,,,1.0,,,,,,,1.0,68.0,,,,,,,9.0,,6.8,,,1.0,,,,,,,,9.0,2.0,11.0,1,1.0,20.0,2.0,1.0,,1.0
2021-22,9576080,5,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576080,5,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576080,5,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,True,,,,,1.0,1.0,4.0,4.0,,,,1.0,,,,1.0,5.0,5.0,,,,,,,,,,,22.0,,,,,,,7.0,,6.6,,,,,1.0,,1.0,,,,5.0,1.0,5.0,1,,11.0,1.0,1.0,,
2021-22,9576116,6,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,1.0,,1.0,,1.0,2.0,,,1.0,,,,,1.0,3.0,,,,,,,,,,,16.0,,,,,,,3.0,,6.7,,,,,1.0,1.0,1.0,,,,3.0,,2.0,1,2.0,8.0,,,,1.0
2021-22,9576116,6,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,,9.0,3.0,12.0,,,,,,,,,,,3.0,1.0,,,1.0,,,,,,,3.0,90.0,1.0,,,,,,10.0,,7.0,,,2.0,,,3.0,1.0,,1.0,,15.0,3.0,17.0,3,,28.0,2.0,,1.0,
2021-22,9576116,6,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,,8.0,3.0,11.0,,,,,,,,,,,4.0,,,,3.0,,,,,,,2.0,64.0,2.0,1.0,,,,,4.0,,6.9,,,,,,1.0,,,,2.0,10.0,3.0,13.0,2,,20.0,1.0,,,
2021-22,9576116,6,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,9.0,1.0,10.0,1.0,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,,26.0,,,,,,,7.0,,6.8,,,1.0,,,1.0,2.0,,,,12.0,1.0,11.0,1,,22.0,4.0,1.0,1.0,
2021-22,9576116,6,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576116,6,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,3.0,2.0,5.0,5.0,1.0,1.0,,,,,,,,6.0,2.0,,,1.0,,,,,,,,26.0,,,,,,,3.0,,6.4,,,,,,1.0,,,,,5.0,2.0,7.0,0,1.0,11.0,,,,
2021-22,9576127,7,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576127,7,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,,4.0,5.0,9.0,2.0,1.0,3.0,,,1.0,,,,,4.0,3.0,,,1.0,,,,,,,,90.0,1.0,,,,,,12.0,,6.5,,,,,,2.0,,,,,6.0,8.0,14.0,2,1.0,28.0,6.0,,1.0,1.0
2021-22,9576127,7,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576127,7,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,2.0,,2.0,1.0,,3.0,,,,1.0,,,,4.0,5.0,,1.0,1.0,,,,,,,,17.0,,,,,,,5.0,,6.5,,,,,,3.0,,,,,3.0,,3.0,0,2.0,13.0,3.0,1.0,2.0,1.0
2021-22,9576127,7,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,False,,,,6.0,,6.0,2.0,,6.0,,,,3.0,,,4.0,11.0,4.0,,,,,,,,,,,73.0,,,,,,,21.0,,6.0,,,,,,2.0,1.0,,1.0,,16.0,1.0,16.0,0,2.0,34.0,4.0,2.0,,2.0
2021-22,9576136,8,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576136,8,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576136,8,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,False,1.0,,,11.0,3.0,13.0,,1.0,4.0,,,,3.0,,,,7.0,4.0,,,1.0,,,,,,,2.0,59.0,1.0,,,,,,8.0,,6.9,,,1.0,,,3.0,1.0,,,,13.0,3.0,15.0,2,2.0,32.0,3.0,1.0,,1.0
2021-22,9576136,8,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576136,8,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,False,,,,10.0,1.0,11.0,3.0,6.0,6.0,,,,,,,3.0,10.0,9.0,,,3.0,,1.0,,,,1.0,1.0,81.0,3.0,,,,,,18.0,,7.8,,,2.0,,,4.0,1.0,,,1.0,20.0,1.0,20.0,5,1.0,39.0,3.0,,2.0,
2021-22,9576115,9,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,2.0,,2.0,0,,3.0,1.0,,,
2021-22,9576115,9,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,True,,,,6.0,,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,6.7,,,1.0,,,,,,,,6.0,,6.0,1,,8.0,,,,
2021-22,9576115,9,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576115,9,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576115,9,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,False,,,,6.0,2.0,8.0,7.0,3.0,2.0,,,1.0,1.0,,,,10.0,4.0,,,1.0,,1.0,,,,,,79.0,1.0,,,,,,6.0,,7.0,,,,,1.0,1.0,,,,,11.0,2.0,13.0,2,,22.0,,1.0,,
2021-22,9576183,10,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576183,10,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,1.0,10.0,3.0,13.0,2.0,,1.0,1.0,1.0,1.0,,,,,5.0,1.0,,,1.0,1.0,,,,,,2.0,90.0,,,,,,,11.0,,7.0,,,5.0,,,3.0,1.0,,1.0,,17.0,5.0,21.0,6,,32.0,,,1.0,
2021-22,9576183,10,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,,6.0,4.0,10.0,2.0,2.0,2.0,,1.0,,1.0,,,1.0,5.0,4.0,,,1.0,,1.0,,,,,1.0,90.0,1.0,,,,,,13.0,,6.9,,,1.0,,,,1.0,,,,14.0,6.0,19.0,2,,35.0,1.0,2.0,,
2021-22,9576183,10,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576130,11,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576130,11,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,1.0,6.0,7.0,13.0,1.0,1.0,4.0,,,1.0,1.0,,,3.0,7.0,7.0,,,1.0,,1.0,,,,1.0,,81.0,1.0,,,,,,11.0,,7.3,,,,,,4.0,1.0,,1.0,,9.0,7.0,15.0,2,2.0,33.0,4.0,1.0,3.0,1.0
2021-22,9576130,11,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,,13.0,5.0,18.0,6.0,2.0,5.0,,,,,,,,6.0,7.0,,,,,,,,,1.0,1.0,90.0,1.0,,,,,,5.0,,7.3,,,1.0,,3.0,3.0,,,,,13.0,6.0,19.0,2,,39.0,3.0,2.0,3.0,
2021-22,9576130,11,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576130,11,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576130,11,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,1.0,,1.0,3.0,,,,,,,,,2.0,6.0,1.0,,,1.0,,,,,,,,9.0,,,,,,,3.0,,6.3,,,,,,,,,,,2.0,,2.0,0,1.0,6.0,,,,1.0
2021-22,9576067,12,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576067,12,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,,14.0,3.0,17.0,1.0,2.0,4.0,,,3.0,,,,1.0,5.0,3.0,,,,1.0,,,,,,2.0,90.0,1.0,,,,,,11.0,,7.0,,,,,1.0,4.0,2.0,,,,19.0,3.0,20.0,4,,40.0,2.0,,1.0,
2021-22,9576067,12,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,,3.0,,3.0,4.0,1.0,5.0,,,,,,,1.0,6.0,3.0,,,,,1.0,,,,,1.0,62.0,2.0,,,,,,12.0,,7.4,,,,,,3.0,1.0,,,,8.0,3.0,10.0,2,,24.0,2.0,,2.0,
2021-22,9576067,12,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576067,12,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,True,,,,,,,2.0,1.0,1.0,,,,,,,,3.0,3.0,,,1.0,,,,,,,,33.0,,,,,,,1.0,,6.6,,,,,1.0,1.0,,,,,1.0,,1.0,0,,6.0,,1.0,1.0,
2021-22,9576204,13,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576204,13,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,1.0,6.0,6.0,12.0,,,,,2.0,2.0,,,,,2.0,2.0,,,1.0,,,,,,1.0,,90.0,2.0,,,,,,10.0,,6.0,,,,,1.0,1.0,,,1.0,,13.0,6.0,19.0,4,1.0,31.0,2.0,1.0,,
2021-22,9576204,13,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,1.0,7.0,3.0,10.0,2.0,1.0,3.0,,,,,,,,3.0,2.0,,,,,,,,,,,45.0,,,,,,,6.0,,6.5,,,,,2.0,1.0,,,1.0,,10.0,3.0,13.0,0,,21.0,1.0,1.0,,
2021-22,9576204,13,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,1.0,,1.0,4.0,2.0,5.0,1.0,,4.0,1.0,,,,,,,3.0,2.0,,,,,,,,,2.0,2.0,45.0,,,,,,,8.0,,6.9,,,,,1.0,2.0,1.0,,2.0,1.0,5.0,3.0,7.0,0,1.0,24.0,3.0,1.0,,
2021-22,9576204,13,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,9.0,3.0,12.0,7.0,7.0,5.0,,1.0,,,,,1.0,12.0,11.0,,,1.0,,,,,,,,90.0,1.0,,,,,,17.0,,6.4,,,,,1.0,5.0,,,,1.0,19.0,3.0,22.0,1,,38.0,3.0,2.0,2.0,
2021-22,9576402,14,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576402,14,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,,6.0,5.0,11.0,2.0,1.0,3.0,,,,,,,,4.0,4.0,,,2.0,,,,,,,3.0,73.0,1.0,,,,,,11.0,,7.1,,,,,1.0,2.0,2.0,,2.0,,13.0,6.0,17.0,1,1.0,28.0,3.0,,2.0,
2021-22,9576402,14,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,,7.0,,7.0,6.0,5.0,3.0,,,1.0,1.0,,,1.0,8.0,8.0,,,,,1.0,,,,1.0,,90.0,3.0,,,,,,16.0,,7.5,,,,,,1.0,,,1.0,1.0,17.0,2.0,19.0,4,,31.0,3.0,2.0,1.0,
2021-22,9576402,14,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576402,14,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,False,1.0,,,9.0,3.0,11.0,3.0,,4.0,,1.0,1.0,,,,1.0,7.0,3.0,,,2.0,,,,,,,1.0,65.0,1.0,,,,,,13.0,,6.4,,,1.0,,,2.0,2.0,,,,18.0,3.0,19.0,3,2.0,32.0,1.0,,1.0,2.0
2021-22,9576402,14,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,4.0,,4.0,8.0,1.0,,,,,,,,2.0,11.0,2.0,,,,,,,,,,,25.0,,,,,,,7.0,,6.2,,,,,,1.0,,,,,6.0,,6.0,0,,12.0,2.0,1.0,,
2021-22,9576079,15,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576079,15,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,9.0,,,,,,,2.0,,6.3,,,,,,1.0,,,,,1.0,1.0,2.0,0,,4.0,,,,
2021-22,9576079,15,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,,10.0,5.0,15.0,1.0,2.0,4.0,1.0,,,,,,,3.0,6.0,,,1.0,,,,,,,1.0,90.0,1.0,1.0,,,,,9.0,,7.4,,,2.0,,,2.0,,,,,13.0,6.0,19.0,3,,34.0,4.0,3.0,1.0,
2021-22,9576079,15,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,False,1.0,,,10.0,,9.0,1.0,,7.0,,,,1.0,,,3.0,10.0,5.0,,,4.0,,,,,,,,84.0,,,,,,,18.0,,6.3,,,1.0,,1.0,2.0,3.0,,2.0,,20.0,1.0,18.0,1,1.0,41.0,3.0,3.0,1.0,1.0
2021-22,9576079,15,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,False,,,,7.0,3.0,10.0,8.0,4.0,5.0,,1.0,,,,,6.0,16.0,8.0,,,,,1.0,,,,1.0,,81.0,3.0,,,,,,16.0,,7.1,,,1.0,,,5.0,,,,,11.0,3.0,14.0,4,,39.0,4.0,1.0,3.0,
2021-22,9576086,16,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
