season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827869,1,20,Southampton,Home,53816,61548,Manolo Gabbiadini,manolo-gabbiadini,F,True,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,18.0,,,,,,,,,4.0,,6.5,,,,,,,,,,,4.0,1.0,5.0,0,,6.0,,,,
2018-19,7827869,1,20,Southampton,Home,97905,78356,Charlie Austin,charlie-austin,F,False,,,1.0,4.0,3.0,7.0,5.0,2.0,2.0,,,1.0,,,,1.0,8.0,6.0,,,2.0,,,,,,2.0,,72.0,,,,,,,,,5.0,,6.8,,,,,,,,,2.0,,7.0,3.0,10.0,1,2.0,18.0,1.0,2.0,,1.0
2018-19,7827869,1,20,Southampton,Home,130181,84939,Danny Ings,danny-ings,F,True,,,1.0,11.0,3.0,14.0,1.0,3.0,1.0,1.0,,,,,,,2.0,6.0,,,1.0,,,,,,4.0,,34.0,,,,,,,,,9.0,,7.5,,,3.0,,,2.0,1.0,,1.0,1.0,15.0,4.0,18.0,3,1.0,29.0,4.0,,2.0,1.0
2018-19,7827895,2,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,5.0,2.0,7.0,2.0,6.0,1.0,,,,,,,,3.0,7.0,,,1.0,,,,,,1.0,,32.0,,,,,,,,,5.0,,6.8,,,,,1.0,,,,,,7.0,4.0,11.0,0,1.0,15.0,1.0,,,
2018-19,7827895,2,20,Southampton,Away,53816,61548,Manolo Gabbiadini,manolo-gabbiadini,F,True,,,,1.0,2.0,3.0,1.0,,2.0,,,,,,,,2.0,,,,1.0,,,,,,,,18.0,,,,,,,,,,,6.5,,,,,,,,,,,1.0,2.0,3.0,0,,5.0,,,,
2018-19,7827895,2,20,Southampton,Away,97905,78356,Charlie Austin,charlie-austin,F,False,,,,2.0,5.0,7.0,5.0,8.0,1.0,,,2.0,3.0,,,,9.0,9.0,,,1.0,,,,,,,,58.0,,,,,,,,,7.0,,6.7,,,1.0,,4.0,,,,,3.0,7.0,6.0,13.0,3,,24.0,1.0,1.0,,
2018-19,7827895,2,20,Southampton,Away,130181,84939,Danny Ings,danny-ings,F,False,,,,8.0,4.0,12.0,4.0,1.0,1.0,,1.0,2.0,,,,2.0,8.0,3.0,,,2.0,,1.0,,1.0,,1.0,,90.0,2.0,,,,,,,,10.0,,7.2,,,2.0,,,,1.0,,1.0,,12.0,4.0,15.0,6,1.0,30.0,3.0,1.0,,
2018-19,7827912,3,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,False,,,,6.0,,6.0,4.0,4.0,,,,,,,,1.0,7.0,9.0,,,2.0,,,,,,,,86.0,,,,,,,,,9.0,,6.8,,,,,2.0,1.0,,,1.0,,10.0,,10.0,0,3.0,24.0,4.0,1.0,1.0,2.0
2018-19,7827912,3,20,Southampton,Home,97905,78356,Charlie Austin,charlie-austin,F,True,,,,,1.0,1.0,5.0,1.0,,,,,,,,,5.0,3.0,,,,,,,,,,,21.0,,,,,,,,,2.0,,6.5,,,,,1.0,,,,,,1.0,1.0,2.0,0,1.0,7.0,1.0,1.0,,
2018-19,7827912,3,20,Southampton,Home,130181,84939,Danny Ings,danny-ings,F,False,,,,5.0,1.0,6.0,2.0,,1.0,,,,1.0,,,,6.0,4.0,,,1.0,,,,,1.0,,,69.0,2.0,,,,,,,,11.0,,6.8,,,,,,4.0,2.0,,,,11.0,2.0,11.0,2,1.0,27.0,1.0,1.0,2.0,
2018-19,7827916,4,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,False,,,,7.0,,7.0,8.0,2.0,1.0,,1.0,1.0,1.0,,,1.0,12.0,3.0,,,2.0,,,,,,1.0,,62.0,1.0,,,,,,,,6.0,,6.4,,,1.0,,,,,,,1.0,11.0,,11.0,3,,18.0,1.0,1.0,,
2018-19,7827916,4,20,Southampton,Away,97905,78356,Charlie Austin,charlie-austin,F,True,,,,3.0,1.0,4.0,3.0,,,,2.0,1.0,,,,2.0,5.0,1.0,,,,,,,,,,,28.0,1.0,,,,,1.0,,,3.0,,5.8,,,1.0,,1.0,,,,,,4.0,1.0,5.0,3,,13.0,,1.0,,
2018-19,7827916,4,20,Southampton,Away,130181,84939,Danny Ings,danny-ings,F,False,,,3.0,11.0,3.0,14.0,1.0,1.0,4.0,,,,2.0,,,,5.0,6.0,,,1.0,,1.0,,,1.0,2.0,,78.0,1.0,1.0,,,,,,,14.0,,7.8,,,1.0,,,2.0,1.0,,4.0,,20.0,4.0,23.0,2,4.0,38.0,2.0,,1.0,2.0
2018-19,7827924,5,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,False,,,,7.0,4.0,11.0,3.0,2.0,2.0,,,1.0,,,,2.0,5.0,6.0,,,1.0,,,,,1.0,1.0,,76.0,,,,,,,,,8.0,,6.8,,,,,1.0,,,,,1.0,10.0,4.0,14.0,1,3.0,26.0,3.0,1.0,,1.0
