season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768062,6,20,Southampton,Home,11601,17784,Graziano Pellè,graziano-pelle,F,False,1.0,,,16.0,6.0,21.0,3.0,5.0,1.0,,,1.0,1.0,,,4.0,9.0,11.0,,,1.0,,2.0,,1.0,,,,90.0,2.0,,,,,,8.8,,,3.0,,1.0,2.0,1.0,,,,26.0,6.0,31.0,6,3.0,55.0,5.0,1.0,2.0
2015-16,6768062,6,20,Southampton,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768062,6,20,Southampton,Home,38560,62399,Dušan Tadić,dusan-tadic,F,False,4.0,,,17.0,1.0,14.0,1.0,1.0,2.0,,,,,,,3.0,7.0,5.0,,,,,,,,2.0,3.0,,90.0,,,,,,,6.7,,,2.0,,,4.0,8.0,,,1.0,26.0,2.0,20.0,2,1.0,43.0,,2.0,1.0
2015-16,6768062,6,20,Southampton,Home,96369,80287,Juanmi,juanmi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768071,7,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768071,7,20,Southampton,Home,11601,17784,Graziano Pellè,graziano-pelle,F,False,,,1.0,18.0,5.0,23.0,4.0,4.0,1.0,,,1.0,,,,1.0,6.0,6.0,,,,,,,,,1.0,,90.0,1.0,,,,,,7.2,,,3.0,,1.0,1.0,1.0,,1.0,2.0,33.0,6.0,38.0,5,,51.0,2.0,2.0,
2015-16,6768071,7,20,Southampton,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,2.0,2.0,4.0,1.0,,2.0,,,1.0,1.0,,,,2.0,,,,,,,,,,,,16.0,,,,,,,6.5,,,,,,,,,,,2.0,2.0,4.0,1,,7.0,,,
2015-16,6768071,7,20,Southampton,Home,38560,62399,Dušan Tadić,dusan-tadic,F,False,5.0,,1.0,19.0,3.0,17.0,,,5.0,,,,1.0,,,3.0,6.0,2.0,,,2.0,,,,,,4.0,,74.0,,,,,,,7.0,,,,,1.0,1.0,11.0,,1.0,1.0,31.0,3.0,23.0,0,1.0,41.0,,,1.0
2015-16,6768071,7,20,Southampton,Home,96369,80287,Juanmi,juanmi,F,True,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,6.6,,,,,,,1.0,,,,2.0,2.0,3.0,0,,4.0,,,
2015-16,6768074,8,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768074,8,20,Southampton,Away,11601,17784,Graziano Pellè,graziano-pelle,F,False,,,,12.0,9.0,21.0,5.0,6.0,5.0,1.0,,,,,,4.0,10.0,8.0,,,1.0,2.0,1.0,,,1.0,2.0,,90.0,1.0,,,,,,8.4,,,,,4.0,,,,3.0,,24.0,10.0,34.0,1,,51.0,2.0,2.0,
2015-16,6768074,8,20,Southampton,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,,1.0,1.0,,,,,,,2.0,,,,2.0,1.0,,,,,,,,,,,12.0,,,,,,,6.4,,,,,1.0,,,,1.0,1.0,1.0,1.0,2.0,0,1.0,7.0,1.0,,
2015-16,6768074,8,20,Southampton,Away,38560,62399,Dušan Tadić,dusan-tadic,F,False,,,,13.0,3.0,16.0,3.0,1.0,5.0,1.0,,1.0,,,,2.0,6.0,4.0,,,,,,,,1.0,3.0,,78.0,,1.0,,,,,6.8,,,1.0,,,2.0,5.0,,1.0,1.0,26.0,4.0,25.0,2,1.0,47.0,4.0,2.0,1.0
2015-16,6768074,8,20,Southampton,Away,96369,80287,Juanmi,juanmi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768090,9,20,Southampton,Home,11601,17784,Graziano Pellè,graziano-pelle,F,False,,,1.0,9.0,9.0,18.0,2.0,4.0,4.0,,,,,,,5.0,7.0,5.0,,,,,,,1.0,,,,90.0,,,,,,,6.8,,,4.0,,2.0,,,,2.0,1.0,21.0,10.0,31.0,4,,49.0,4.0,1.0,
2015-16,6768090,9,20,Southampton,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,3.0,2.0,5.0,,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,15.0,1.0,,,,,,6.7,,,,,1.0,1.0,,,,,3.0,3.0,6.0,1,1.0,11.0,,,
2015-16,6768090,9,20,Southampton,Home,38560,62399,Dušan Tadić,dusan-tadic,F,False,2.0,,,11.0,1.0,10.0,2.0,1.0,2.0,,,,1.0,,,1.0,4.0,3.0,,,,1.0,,,,,1.0,,75.0,1.0,,,,,,6.8,,,,,,2.0,8.0,,1.0,,22.0,1.0,15.0,1,,31.0,1.0,,2.0
2015-16,6768090,9,20,Southampton,Home,96369,80287,Juanmi,juanmi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768103,10,20,Southampton,Away,11601,17784,Graziano Pellè,graziano-pelle,F,False,,,,16.0,3.0,19.0,5.0,5.0,1.0,,,2.0,,,,2.0,9.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,6.7,,,1.0,,2.0,2.0,,,1.0,,28.0,5.0,33.0,3,,49.0,3.0,1.0,
2015-16,6768103,10,20,Southampton,Away,38560,62399,Dušan Tadić,dusan-tadic,F,False,3.0,,,15.0,5.0,17.0,,,6.0,,,,1.0,,,3.0,4.0,2.0,,,,,,,,2.0,2.0,,64.0,,,,,,,7.2,,,,,3.0,,6.0,,,,25.0,5.0,24.0,0,2.0,44.0,,,
2015-16,6768103,10,20,Southampton,Away,96369,80287,Juanmi,juanmi,F,True,,,,1.0,,1.0,,,,,,,,,,2.0,3.0,,,,,,,,,,,,14.0,,,,,,,6.1,,,,,,1.0,,,,,1.0,,1.0,0,,4.0,,,
2015-16,6768115,11,20,Southampton,Home,11601,17784,Graziano Pellè,graziano-pelle,F,False,,,3.0,17.0,5.0,22.0,5.0,9.0,1.0,,,1.0,,,,5.0,11.0,11.0,,,,,1.0,,,1.0,3.0,,90.0,1.0,,,,,,7.7,,,1.0,,,1.0,,,4.0,,30.0,5.0,35.0,3,2.0,49.0,1.0,,
2015-16,6768115,11,20,Southampton,Home,38560,62399,Dušan Tadić,dusan-tadic,F,False,2.0,,,19.0,4.0,21.0,1.0,,3.0,,,2.0,2.0,,,1.0,4.0,3.0,,,,1.0,,,,1.0,3.0,,80.0,,,,,,,7.2,,,1.0,,,1.0,8.0,,,1.0,29.0,4.0,25.0,3,,46.0,2.0,2.0,1.0
2015-16,6768115,11,20,Southampton,Home,96369,80287,Juanmi,juanmi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768123,12,20,Southampton,Away,11601,17784,Graziano Pellè,graziano-pelle,F,False,,,,17.0,9.0,26.0,3.0,2.0,2.0,1.0,,1.0,,,,2.0,8.0,3.0,,,3.0,,,,,,2.0,,90.0,,,,,,,6.9,,,,,,,2.0,,,1.0,34.0,9.0,41.0,1,1.0,52.0,3.0,,
2015-16,6768123,12,20,Southampton,Away,38560,62399,Dušan Tadić,dusan-tadic,F,False,2.0,,,27.0,3.0,28.0,1.0,1.0,2.0,,1.0,,2.0,,,1.0,4.0,3.0,,,,,1.0,,,,2.0,,89.0,2.0,,,,,,6.7,,,,,,,14.0,,2.0,1.0,54.0,4.0,44.0,2,1.0,64.0,,1.0,
2015-16,6768123,12,20,Southampton,Away,96369,80287,Juanmi,juanmi,F,True,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,6.5,,,,,,,,,,,,2.0,2.0,0,,2.0,,,
2015-16,6768123,12,20,Southampton,Away,785448,158545,Ryan Seager,ryan-seager,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768132,13,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,False,,,,17.0,1.0,18.0,1.0,5.0,1.0,,,1.0,2.0,,,4.0,8.0,5.0,,,1.0,,,,,,1.0,,90.0,,,,,,,5.7,,,,,,,8.0,,,,33.0,1.0,26.0,1,,43.0,2.0,,
2015-16,6768132,13,20,Southampton,Home,11601,17784,Graziano Pellè,graziano-pelle,F,False,,,1.0,23.0,7.0,30.0,2.0,5.0,2.0,,,,,,,,4.0,6.0,,,2.0,,,,,,2.0,,90.0,,,,,,,6.9,,,1.0,,1.0,1.0,,,1.0,,35.0,7.0,42.0,1,1.0,53.0,3.0,,
2015-16,6768132,13,20,Southampton,Home,38560,62399,Dušan Tadić,dusan-tadic,F,False,2.0,,3.0,30.0,4.0,32.0,3.0,1.0,6.0,,,,,,,3.0,8.0,7.0,,,1.0,,,,,,1.0,,90.0,,,,,,,6.7,,,3.0,,,3.0,16.0,,4.0,,53.0,5.0,42.0,3,1.0,80.0,2.0,3.0,2.0
2015-16,6768132,13,20,Southampton,Home,96369,80287,Juanmi,juanmi,F,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,
2015-16,6768140,14,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,False,1.0,,,14.0,,13.0,5.0,1.0,1.0,,,1.0,1.0,,,,9.0,3.0,,,3.0,,1.0,,,1.0,,,90.0,2.0,,,,,,7.3,,,,,2.0,,1.0,,,1.0,16.0,2.0,17.0,3,,30.0,2.0,2.0,
2015-16,6768140,14,20,Southampton,Away,38560,62399,Dušan Tadić,dusan-tadic,F,True,,,,8.0,3.0,11.0,,,1.0,,1.0,,,,,4.0,6.0,4.0,,,,,,,,,3.0,,45.0,2.0,,,,,,6.5,,,,,,5.0,1.0,,1.0,1.0,13.0,3.0,15.0,2,1.0,35.0,1.0,,3.0
2015-16,6768140,14,20,Southampton,Away,96369,80287,Juanmi,juanmi,F,True,,,,4.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,6.5,,,,,,,,,,,4.0,1.0,5.0,0,,5.0,,,
2015-16,6768147,15,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,4.0,,4.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,7.0,,,,,,,6.9,,,2.0,,,,1.0,,,,6.0,,5.0,2,2.0,10.0,,,
2015-16,6768147,15,20,Southampton,Home,11601,17784,Graziano Pellè,graziano-pelle,F,False,,,,14.0,2.0,16.0,1.0,1.0,3.0,,1.0,,,,,2.0,4.0,2.0,,,1.0,,,,,1.0,2.0,,90.0,1.0,,,,,,6.5,,,2.0,,,,3.0,,2.0,2.0,26.0,3.0,26.0,3,,40.0,3.0,1.0,
2015-16,6768147,15,20,Southampton,Home,38560,62399,Dušan Tadić,dusan-tadic,F,False,5.0,,,15.0,,10.0,,,2.0,1.0,,1.0,,,,2.0,3.0,,,,1.0,,,,,,4.0,,63.0,,,,,,,7.2,,,1.0,,2.0,,9.0,,2.0,,29.0,1.0,21.0,2,,43.0,2.0,,
2015-16,6768147,15,20,Southampton,Home,96369,80287,Juanmi,juanmi,F,True,,,,5.0,2.0,7.0,,,1.0,,,1.0,,,,,,3.0,,,,,,,,,1.0,,27.0,1.0,,,,,,7.2,,,1.0,,,1.0,,,,,7.0,2.0,9.0,3,,17.0,2.0,2.0,1.0
2015-16,6768160,16,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,False,,,,9.0,2.0,11.0,5.0,1.0,2.0,,1.0,1.0,,,,,6.0,4.0,,,2.0,,,,,,1.0,,90.0,1.0,,,,,,6.8,,,3.0,,1.0,,2.0,,2.0,,22.0,2.0,22.0,5,,35.0,2.0,3.0,
2015-16,6768160,16,20,Southampton,Away,11601,17784,Graziano Pellè,graziano-pelle,F,True,,,,5.0,2.0,7.0,,2.0,2.0,1.0,,,1.0,,,1.0,3.0,2.0,,,1.0,,,,,,2.0,,23.0,,,,,,,6.8,,,,,,,,,1.0,,10.0,3.0,13.0,0,,16.0,,,
2015-16,6768160,16,20,Southampton,Away,38560,62399,Dušan Tadić,dusan-tadic,F,True,1.0,,,7.0,2.0,8.0,,,1.0,,,,,,,,,1.0,,,,,,,,,2.0,,23.0,,,,,,,6.9,,,,,,,2.0,,1.0,,11.0,3.0,12.0,0,1.0,17.0,1.0,,
2015-16,6768160,16,20,Southampton,Away,96369,80287,Juanmi,juanmi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768176,17,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,3.0,2.0,5.0,,,1.0,,,,,,,1.0,2.0,,,,1.0,,,,,,,,26.0,1.0,,,,,,6.6,,,,,,,1.0,,,,7.0,3.0,9.0,1,,14.0,1.0,,
2015-16,6768176,17,20,Southampton,Home,11601,17784,Graziano Pellè,graziano-pelle,F,False,,,1.0,14.0,7.0,21.0,4.0,6.0,2.0,,1.0,1.0,,,,1.0,6.0,7.0,,,2.0,,,,,,1.0,,90.0,1.0,,,,,,6.8,,,1.0,,1.0,1.0,,,5.0,1.0,30.0,9.0,39.0,3,,51.0,4.0,,1.0
2015-16,6768176,17,20,Southampton,Home,38560,62399,Dušan Tadić,dusan-tadic,F,False,1.0,,1.0,17.0,3.0,19.0,2.0,,5.0,,,,2.0,,,,4.0,3.0,,,,,,,,2.0,4.0,,64.0,,,,,,,6.6,,,,,,,8.0,,4.0,1.0,29.0,6.0,27.0,0,2.0,45.0,3.0,1.0,
2015-16,6768176,17,20,Southampton,Home,96369,80287,Juanmi,juanmi,F,True,,,,2.0,2.0,4.0,,,1.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,,,,26.0,,1.0,,,,,6.5,,,,,,,,,,,4.0,2.0,6.0,0,,8.0,,1.0,
2015-16,6768185,18,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,False,,,,11.0,2.0,13.0,8.0,4.0,2.0,,1.0,,,,,1.0,12.0,5.0,,,3.0,,2.0,,1.0,1.0,,,90.0,2.0,,,,,,7.9,,,2.0,,,,,,,4.0,18.0,2.0,20.0,4,,31.0,2.0,1.0,
2015-16,6768185,18,20,Southampton,Home,38560,62399,Dušan Tadić,dusan-tadic,F,True,1.0,,,6.0,,5.0,,,2.0,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,3.0,,19.0,1.0,,,,,,7.9,,,,,1.0,,2.0,,,,7.0,,5.0,2,,13.0,,,
2015-16,6768185,18,20,Southampton,Home,96369,80287,Juanmi,juanmi,F,True,,,,2.0,1.0,3.0,1.0,,2.0,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,9.0,,,,,,,6.6,,,,,,,,,,,2.0,1.0,3.0,1,,5.0,,1.0,
2015-16,6768372,19,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,False,1.0,,,23.0,1.0,23.0,5.0,4.0,1.0,1.0,,,,,,1.0,8.0,6.0,,,2.0,,,,,1.0,2.0,,90.0,,,,,,,7.1,,,1.0,,1.0,1.0,3.0,,,1.0,32.0,2.0,31.0,1,1.0,41.0,1.0,,1.0
2015-16,6768372,19,20,Southampton,Away,38560,62399,Dušan Tadić,dusan-tadic,F,False,,,1.0,18.0,3.0,21.0,,,3.0,,1.0,1.0,,,,3.0,5.0,5.0,,,2.0,,,,,2.0,1.0,,75.0,1.0,,,,,,6.9,,,1.0,,,2.0,1.0,,1.0,,25.0,3.0,27.0,3,1.0,46.0,1.0,2.0,2.0
2015-16,6768372,19,20,Southampton,Away,96369,80287,Juanmi,juanmi,F,True,,,,4.0,1.0,5.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,15.0,,,,,,,6.5,,,,,,,,,,1.0,4.0,1.0,5.0,0,,5.0,,,
2015-16,6768333,20,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,False,,,1.0,13.0,1.0,14.0,9.0,4.0,,,1.0,,,,,1.0,10.0,7.0,,,,,,,,,2.0,,90.0,2.0,,,,,,6.9,,,1.0,,,,,,1.0,2.0,18.0,2.0,20.0,3,,28.0,1.0,3.0,
2015-16,6768333,20,20,Southampton,Away,38560,62399,Dušan Tadić,dusan-tadic,F,False,,,2.0,23.0,1.0,24.0,,,3.0,,,,,,,1.0,1.0,5.0,,,,,,,,,,,80.0,,,,,,,7.1,,,1.0,,,1.0,2.0,,2.0,,30.0,1.0,29.0,1,3.0,44.0,2.0,1.0,1.0
2015-16,6768333,20,20,Southampton,Away,785448,158545,Ryan Seager,ryan-seager,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768196,21,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,False,1.0,,,16.0,5.0,20.0,3.0,4.0,4.0,,1.0,,,,,,4.0,5.0,,,,,1.0,,,2.0,2.0,,90.0,3.0,,,,,,7.6,,,1.0,,1.0,1.0,2.0,,1.0,2.0,25.0,7.0,30.0,4,,46.0,2.0,1.0,
2015-16,6768196,21,20,Southampton,Home,11601,17784,Graziano Pellè,graziano-pelle,F,True,,,,3.0,4.0,7.0,1.0,1.0,3.0,,,,,,,,2.0,1.0,,,1.0,,,,,,,,9.0,,,,,,,6.6,,,,,,,,,,,5.0,4.0,9.0,0,,9.0,,,
2015-16,6768196,21,20,Southampton,Home,38560,62399,Dušan Tadić,dusan-tadic,F,True,,,1.0,11.0,1.0,12.0,,,4.0,,,,,,,,,,,,,,1.0,,,,,,19.0,1.0,,,,,,7.3,,,1.0,,1.0,,6.0,,2.0,,20.0,2.0,16.0,2,,26.0,,,
2015-16,6768196,21,20,Southampton,Home,96369,80287,Juanmi,juanmi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
