season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767935,1,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,6.0,2.0,8.0,2.0,1.0,1.0,,,,,,,,2.0,2.0,,,,,1.0,,,,,,25.0,1.0,,,,,,7.3,,,1.0,,,,,,,,7.0,2.0,9.0,2,,16.0,2.0,1.0,
2015-16,6767935,1,20,Southampton,Away,11601,17784,Graziano Pellè,graziano-pelle,F,False,,,2.0,24.0,2.0,26.0,3.0,5.0,1.0,,,,,,,1.0,5.0,5.0,,,1.0,,1.0,,,3.0,,,90.0,1.0,,,,,,7.3,,,1.0,,2.0,,1.0,,2.0,1.0,37.0,3.0,39.0,2,,51.0,1.0,,
2015-16,6767935,1,20,Southampton,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,1.0,8.0,5.0,13.0,2.0,2.0,2.0,,,,,,,,5.0,3.0,,,1.0,,,,,2.0,1.0,,65.0,,,,,,,6.6,,,1.0,,,2.0,1.0,,1.0,,11.0,5.0,15.0,1,,25.0,,1.0,
2015-16,6767935,1,20,Southampton,Away,38560,62399,Dušan Tadić,dusan-tadic,F,False,3.0,,2.0,19.0,4.0,20.0,1.0,,5.0,,,2.0,1.0,,,3.0,7.0,7.0,,,2.0,1.0,,,,3.0,6.0,,90.0,,,,,,,8.0,,,1.0,,1.0,1.0,6.0,,4.0,,27.0,4.0,25.0,3,5.0,58.0,4.0,1.0,1.0
2015-16,6767935,1,20,Southampton,Away,96369,80287,Juanmi,juanmi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767949,2,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,False,,,,11.0,2.0,13.0,1.0,2.0,3.0,,,,1.0,,,,2.0,6.0,,,,,,,,1.0,1.0,,72.0,,,,,,,6.6,,,,,1.0,,3.0,,1.0,,21.0,2.0,20.0,0,2.0,33.0,3.0,2.0,
2015-16,6767949,2,20,Southampton,Home,11601,17784,Graziano Pellè,graziano-pelle,F,False,,,3.0,18.0,2.0,20.0,3.0,4.0,4.0,,,2.0,,,,2.0,8.0,7.0,,,3.0,,,,,,1.0,,90.0,1.0,1.0,,,,,7.4,,,4.0,,2.0,1.0,1.0,,3.0,1.0,26.0,2.0,27.0,7,,46.0,2.0,2.0,1.0
2015-16,6767949,2,20,Southampton,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,3.0,,3.0,1.0,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,18.0,,,,,,,6.5,,,1.0,,,,1.0,,,,5.0,,4.0,1,,7.0,,,
2015-16,6767949,2,20,Southampton,Home,38560,62399,Dušan Tadić,dusan-tadic,F,False,2.0,,1.0,10.0,3.0,11.0,1.0,1.0,2.0,,,1.0,,,,,3.0,3.0,,,1.0,,,,,,2.0,,45.0,,,,,,,6.8,,,,,,1.0,6.0,,1.0,,19.0,3.0,16.0,1,2.0,29.0,2.0,1.0,
2015-16,6767949,2,20,Southampton,Home,96369,80287,Juanmi,juanmi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767956,3,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,1.0,,,7.0,5.0,11.0,2.0,2.0,1.0,,,,1.0,,,6.0,11.0,4.0,,,2.0,,,,,,1.0,,65.0,,,,,,,6.7,,,4.0,,,1.0,3.0,,,,14.0,5.0,16.0,4,1.0,37.0,2.0,,1.0
2015-16,6767956,3,20,Southampton,Away,11601,17784,Graziano Pellè,graziano-pelle,F,False,,,2.0,22.0,5.0,27.0,5.0,1.0,3.0,,,,,,,2.0,8.0,2.0,,,1.0,,,,,1.0,2.0,,79.0,1.0,,,,,,7.0,,,2.0,,,,,,5.0,1.0,33.0,5.0,38.0,3,,48.0,3.0,1.0,
2015-16,6767956,3,20,Southampton,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,1.0,,,2.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,,6.7,,,1.0,,,,1.0,,,,2.0,,1.0,1,,3.0,,,
2015-16,6767956,3,20,Southampton,Away,38560,62399,Dušan Tadić,dusan-tadic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767956,3,20,Southampton,Away,96369,80287,Juanmi,juanmi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768036,4,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768036,4,20,Southampton,Home,11601,17784,Graziano Pellè,graziano-pelle,F,False,,,2.0,19.0,3.0,22.0,5.0,8.0,3.0,,1.0,,,,,2.0,8.0,8.0,,,,,1.0,,,,2.0,,90.0,2.0,,,,,,7.8,,,6.0,,,1.0,,,2.0,1.0,28.0,4.0,32.0,8,,45.0,,1.0,
2015-16,6768036,4,20,Southampton,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,1.0,,,6.0,1.0,6.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,1.0,,45.0,1.0,,,,,,7.1,,,3.0,,,,1.0,,,1.0,8.0,2.0,9.0,5,,17.0,2.0,,
2015-16,6768036,4,20,Southampton,Home,38560,62399,Dušan Tadić,dusan-tadic,F,False,4.0,,,25.0,4.0,25.0,,,4.0,,,,1.0,,,1.0,4.0,6.0,,,,,2.0,,,,3.0,,90.0,2.0,,,,,,8.6,,,1.0,,1.0,4.0,10.0,,,,36.0,4.0,30.0,3,1.0,62.0,1.0,3.0,2.0
2015-16,6768036,4,20,Southampton,Home,96369,80287,Juanmi,juanmi,F,True,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,6.5,,,,,,,1.0,,1.0,,4.0,,3.0,0,,5.0,,,
2015-16,6768040,5,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768040,5,20,Southampton,Away,11601,17784,Graziano Pellè,graziano-pelle,F,False,1.0,,1.0,26.0,3.0,28.0,3.0,2.0,1.0,,,,,,,2.0,5.0,2.0,,,,,,,,,1.0,,90.0,2.0,,,,,,6.9,,,1.0,,1.0,,2.0,,4.0,2.0,40.0,3.0,41.0,3,,53.0,2.0,,
2015-16,6768040,5,20,Southampton,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,,11.0,3.0,14.0,1.0,2.0,2.0,,1.0,,,,,2.0,7.0,3.0,,,2.0,,,,,,1.0,,67.0,2.0,,,,,,6.3,,,1.0,,,3.0,,,,,12.0,5.0,17.0,3,,31.0,3.0,,1.0
2015-16,6768040,5,20,Southampton,Away,38560,62399,Dušan Tadić,dusan-tadic,F,False,1.0,,1.0,28.0,12.0,39.0,2.0,,4.0,1.0,,1.0,,,,2.0,7.0,2.0,,,,,,,,1.0,4.0,,90.0,,,,,,,6.5,,,,,,4.0,15.0,,2.0,,48.0,12.0,45.0,1,,75.0,3.0,1.0,1.0
2015-16,6768040,5,20,Southampton,Away,96369,80287,Juanmi,juanmi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768062,6,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,1.0,,,5.0,,4.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,14.0,,,,,,,6.7,,,,,,,1.0,,,,6.0,,5.0,0,,9.0,1.0,,
