season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385518,1,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,,4.0,6.0,10.0,1.0,,,,,,1.0,,,1.0,4.0,,,,0.00175521,0.0405,0.0,1.0,,,,,,,,,45.0,,,,,,,,,2.0,,6.4,,,1.0,,,,,,,,4.0,6.0,10.0,1,,14.0,1.0,,,
2022-23,10385518,1,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385518,1,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,False,,,,8.0,10.0,18.0,,,8.0,,,,1.0,,,,5.0,4.0,,,0.0919587,0.0249,0.0,2.0,1.0,,,,,1.0,1.0,,72.0,,1.0,,,,,,,10.0,,6.2,,,1.0,,1.0,4.0,,,3.0,,11.0,14.0,25.0,1,,38.0,1.0,2.0,2.0,
2022-23,10385737,2,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,5.0,3.0,8.0,,,2.0,1.0,,,,,,1.0,1.0,,,,0.133356,0.0,0.0,,1.0,,,,,,1.0,,29.0,,,,,,,,,6.0,,6.9,,,,,,,,,1.0,,8.0,4.0,12.0,0,,15.0,,,,
2022-23,10385737,2,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,,6.0,1.0,7.0,10.0,3.0,2.0,,,,,,,2.0,12.0,7.0,,,0.0118344,0.1198,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,,,12.0,,6.7,,,1.0,,1.0,,1.0,,1.0,1.0,12.0,2.0,13.0,1,2.0,27.0,3.0,2.0,,2.0
2022-23,10385737,2,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,False,2.0,,,12.0,13.0,23.0,,1.0,7.0,,,,1.0,,,1.0,3.0,10.0,,,0.0666606,0.0,0.0,,,,,,,3.0,2.0,,89.0,,,,,,,,,18.0,,7.1,,,,,,6.0,3.0,,2.0,,19.0,17.0,33.0,0,1.0,62.0,2.0,3.0,5.0,
2022-23,10385737,2,20,Southampton,Home,1047484,476888,Sékou Mara,sekou-mara,F,True,,,,2.0,,2.0,2.0,,,1.0,,,,,,,5.0,3.0,,,0.158094,0.0307,0.281,2.0,1.0,,,,,,1.0,,20.0,1.0,,,,,,,,2.0,,7.5,,,,,,3.0,,,,,2.0,,2.0,1,1.0,10.0,1.0,,2.0,
2022-23,10385738,3,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,3.0,7.0,5.0,12.0,1.0,1.0,2.0,,,,,,,2.0,3.0,3.0,,,0.0096546,0.0,0.0,,,,,,,,,,70.0,,,,,,,,,11.0,,6.4,,,,,1.0,1.0,,,3.0,,14.0,6.0,20.0,0,,28.0,1.0,1.0,1.0,
2022-23,10385738,3,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,True,,,1.0,2.0,3.0,5.0,5.0,1.0,1.0,,,,,,,,5.0,1.0,,,0.00098569,0.4738,0.3554,,,2.0,,,1.0,,,,31.0,2.0,,,,,,,,1.0,,8.4,,,1.0,,,,,,1.0,,2.0,3.0,5.0,3,,12.0,1.0,,,
2022-23,10385738,3,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,False,1.0,,3.0,13.0,9.0,21.0,1.0,1.0,10.0,,,,2.0,,,,3.0,9.0,,,0.0302151,0.0,0.0,,,,,,,3.0,,,90.0,,,,,,,,,15.0,,7.2,,,,,1.0,2.0,2.0,,6.0,,19.0,12.0,29.0,0,4.0,57.0,2.0,2.0,2.0,3.0
2022-23,10385738,3,20,Southampton,Away,1047484,476888,Sékou Mara,sekou-mara,F,False,,,,4.0,1.0,5.0,5.0,2.0,3.0,,,,2.0,,,1.0,12.0,7.0,,,0.00545662,0.0243,0.0,1.0,,,,,,,,,59.0,,,,,,,,,10.0,,6.6,,,1.0,,,7.0,,,1.0,1.0,9.0,2.0,11.0,1,1.0,22.0,,,4.0,
