season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437784,3,57,Watford,Home,73951,73426,Andre Gray,andre-gray,F,False,,,,4.0,3.0,7.0,1.0,1.0,2.0,,,,1.0,,,1.0,4.0,1.0,,,1.0,,,,,,,,83.0,,,,,,,,9.0,,6.5,,,1.0,,,,,,,10.0,3.0,13.0,1,,17.0,2.0,,,
2017-18,7437784,3,57,Watford,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,4.0,21.0,24.0,45.0,2.0,2.0,7.0,,,,1.0,,,1.0,5.0,5.0,,,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,14.0,,7.0,,,,3.0,1.0,1.0,,10.0,,30.0,28.0,57.0,0,1.0,69.0,,1.0,1.0,
2017-18,7437784,3,57,Watford,Home,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,False,,,3.0,19.0,14.0,33.0,4.0,3.0,4.0,,,1.0,,,,,5.0,8.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,13.0,,7.1,,,1.0,4.0,2.0,1.0,,7.0,,30.0,14.0,43.0,2,,62.0,,5.0,1.0,
2017-18,7437784,3,57,Watford,Home,115182,100412,André Carrillo,andre-carrillo,M,True,,,,9.0,2.0,11.0,1.0,1.0,2.0,,,,,,,1.0,4.0,3.0,,,1.0,,,,,,,,43.0,,,,,,,,7.0,,6.7,,,1.0,,2.0,2.0,,1.0,,11.0,3.0,12.0,1,1.0,21.0,2.0,,1.0,
2017-18,7437784,3,57,Watford,Home,359640,173514,Isaac Success,isaac-success,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437784,3,57,Watford,Home,840217,212319,Richarlison,richarlison,F,False,1.0,,,12.0,4.0,15.0,5.0,3.0,6.0,,,2.0,,,,2.0,8.0,14.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,17.0,,7.5,,,1.0,1.0,4.0,1.0,,,,22.0,5.0,26.0,3,2.0,54.0,2.0,6.0,3.0,
2017-18,7437760,4,57,Watford,Away,642,16045,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437760,4,57,Watford,Away,1018,37742,Younès Kaboul,younes-kaboul,D,False,,,2.0,9.0,12.0,21.0,,2.0,1.0,,,,,,,,,2.0,,,,,,,,1.0,,,61.0,,1.0,,,,,,4.0,,7.0,,,,5.0,,,,4.0,,12.0,13.0,25.0,0,,32.0,,,,
2017-18,7437760,4,57,Watford,Away,2490,18656,Heurelho Gomes,heurelho-gomes,G,False,,1.0,9.0,9.0,4.0,13.0,,2.0,16.0,,,,,,,,,2.0,,,,,,2.0,,,,,90.0,,,,,,,,17.0,3.0,7.4,,1.0,,4.0,,,1.0,23.0,,19.0,8.0,27.0,0,,45.0,,,,
2017-18,7437760,4,57,Watford,Away,10597,20145,Adrian Mariappa,adrian-mariappa,D,True,,,,,5.0,5.0,,1.0,1.0,,,,,,,,1.0,2.0,,,1.0,,,,,2.0,,,29.0,,,,,,,,1.0,,6.7,,,,3.0,,,,,,,6.0,6.0,0,,12.0,,1.0,,
2017-18,7437760,4,57,Watford,Away,16701,38439,Étienne Capoue,etienne-capoue,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437760,4,57,Watford,Away,16779,40868,José Holebas,jose-holebas,D,False,2.0,,2.0,14.0,6.0,18.0,,1.0,4.0,,,,,,,1.0,3.0,2.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,,32.0,,7.2,,,1.0,3.0,,6.0,,7.0,,29.0,10.0,33.0,1,1.0,69.0,1.0,,,
2017-18,7437760,4,57,Watford,Away,17438,48332,Orestis Karnezis,orestis-karnezis,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437760,4,57,Watford,Away,22109,41725,Troy Deeney,troy-deeney,F,True,,,,1.0,,1.0,1.0,1.0,,,,,,,,,3.0,1.0,,,2.0,,,,,,,,6.0,,1.0,,,,,,4.0,,6.6,,,,,,,,,,4.0,1.0,5.0,0,,7.0,,,,
2017-18,7437760,4,57,Watford,Away,32213,52940,Daryl Janmaat,daryl-janmaat,D,True,1.0,,3.0,3.0,3.0,5.0,,,1.0,,,,,,,,2.0,1.0,,,,,1.0,,,3.0,,,28.0,1.0,,,,,,,5.0,,7.8,,,,3.0,2.0,1.0,,3.0,,4.0,3.0,6.0,1,1.0,21.0,1.0,,,
2017-18,7437760,4,57,Watford,Away,46432,43250,Tom Cleverley,tom-cleverley,M,False,,,2.0,28.0,8.0,36.0,4.0,2.0,4.0,,,1.0,1.0,,,,8.0,4.0,,,3.0,1.0,,,,3.0,1.0,,90.0,,,,,,,,8.0,,7.0,,,,3.0,,,,3.0,,33.0,11.0,44.0,1,2.0,54.0,,,,
2017-18,7437760,4,57,Watford,Away,53739,54484,Kiko Femenía,kiko-femenia,D,False,,,1.0,10.0,7.0,17.0,2.0,3.0,4.0,,,,1.0,,,1.0,4.0,4.0,,,,1.0,,,,1.0,1.0,,62.0,,,,,,,,9.0,,6.7,,,,1.0,,,,5.0,,14.0,9.0,23.0,0,,35.0,,1.0,,
2017-18,7437760,4,57,Watford,Away,58351,85624,Christian Kabasele,christian-kabasele,D,False,,,2.0,8.0,15.0,23.0,,5.0,3.0,,,,,,,,,6.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,7.0,,7.4,,,,7.0,1.0,,,5.0,,12.0,18.0,30.0,0,,46.0,,,1.0,
2017-18,7437760,4,57,Watford,Away,73951,73426,Andre Gray,andre-gray,F,False,,,,9.0,1.0,10.0,5.0,1.0,2.0,,,,,,,,5.0,1.0,,,,,,,,,3.0,,84.0,,,,,,,,10.0,,6.7,,,,,,,,,1.0,14.0,2.0,16.0,0,,23.0,3.0,,,
2017-18,7437760,4,57,Watford,Away,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,,25.0,29.0,54.0,,1.0,6.0,,,,1.0,,,,3.0,1.0,,,,,1.0,,,3.0,1.0,,90.0,1.0,,,,,,,9.0,,7.4,,,1.0,1.0,2.0,,,1.0,,29.0,31.0,60.0,2,,71.0,1.0,,,
2017-18,7437760,4,57,Watford,Away,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,False,,,2.0,25.0,12.0,37.0,1.0,1.0,14.0,,,,1.0,,,1.0,6.0,7.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,2.0,,,,,,18.0,,7.2,,,1.0,1.0,3.0,,,8.0,,38.0,14.0,52.0,2,3.0,69.0,,2.0,1.0,
2017-18,7437760,4,57,Watford,Away,115182,100412,André Carrillo,andre-carrillo,M,False,,,,10.0,8.0,18.0,4.0,2.0,3.0,,,1.0,,,,1.0,8.0,12.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,13.0,,7.7,,,2.0,2.0,7.0,2.0,,,,14.0,12.0,24.0,3,4.0,50.0,3.0,,6.0,
2017-18,7437760,4,57,Watford,Away,359640,173514,Isaac Success,isaac-success,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437760,4,57,Watford,Away,840217,212319,Richarlison,richarlison,F,False,,,1.0,9.0,9.0,18.0,2.0,1.0,4.0,,,2.0,2.0,,,4.0,12.0,15.0,,,,,,,,,1.0,,90.0,,,,,,,,28.0,,6.8,,,,1.0,6.0,,,1.0,,22.0,11.0,33.0,2,8.0,67.0,5.0,4.0,2.0,
2017-18,7437799,5,57,Watford,Home,2490,18656,Heurelho Gomes,heurelho-gomes,G,False,,,12.0,10.0,4.0,14.0,,,5.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,1.0,,,10.0,,5.7,2.0,4.0,,2.0,,,,22.0,,17.0,7.0,24.0,0,,33.0,,,,
2017-18,7437799,5,57,Watford,Home,10597,20145,Adrian Mariappa,adrian-mariappa,D,False,,,3.0,6.0,17.0,23.0,2.0,,1.0,,,,,,,,2.0,,,,,,,,,3.0,,,90.0,,3.0,,,,,,2.0,,6.3,,,,5.0,,,,4.0,,7.0,18.0,25.0,0,,36.0,,,,
2017-18,7437799,5,57,Watford,Home,16701,38439,Étienne Capoue,etienne-capoue,M,True,,,,2.0,8.0,10.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,20.0,,,,,,,,4.0,,6.1,,,1.0,1.0,,,,2.0,,5.0,8.0,13.0,1,1.0,17.0,,,,
2017-18,7437799,5,57,Watford,Home,16779,40868,José Holebas,jose-holebas,D,False,3.0,,1.0,9.0,8.0,14.0,1.0,,6.0,1.0,,,4.0,,,,7.0,3.0,,,1.0,,,,,1.0,3.0,,90.0,,1.0,,,,,,24.0,,6.0,,,,3.0,2.0,6.0,,2.0,,23.0,10.0,27.0,0,1.0,57.0,1.0,1.0,1.0,
2017-18,7437799,5,57,Watford,Home,17438,48332,Orestis Karnezis,orestis-karnezis,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437799,5,57,Watford,Home,22109,41725,Troy Deeney,troy-deeney,F,True,,,,4.0,2.0,6.0,1.0,4.0,1.0,,,,,,,,2.0,5.0,,,,,,,,,,,16.0,,,,,,,,2.0,,6.6,,,,,1.0,,,,,5.0,2.0,7.0,0,1.0,10.0,,1.0,,
2017-18,7437799,5,57,Watford,Home,32213,52940,Daryl Janmaat,daryl-janmaat,D,False,,,,4.0,13.0,17.0,3.0,1.0,1.0,,,,1.0,,,,5.0,3.0,,,,,,,,4.0,1.0,,90.0,,2.0,,,,,,7.0,,6.0,,,,1.0,1.0,,,1.0,,6.0,16.0,22.0,0,2.0,41.0,,,,
2017-18,7437799,5,57,Watford,Home,46432,43250,Tom Cleverley,tom-cleverley,M,False,,,1.0,8.0,12.0,20.0,2.0,,4.0,,,,1.0,,,,6.0,,,,3.0,,,,,1.0,,,64.0,,,,,,,,7.0,,6.0,,,,,,1.0,,2.0,,12.0,14.0,25.0,0,,28.0,1.0,,,
2017-18,7437799,5,57,Watford,Home,58351,85624,Christian Kabasele,christian-kabasele,D,False,,,2.0,7.0,14.0,21.0,1.0,,1.0,,,,,,,,2.0,,,,1.0,,,,,3.0,,,90.0,,1.0,,1.0,,,,8.0,,5.5,,,,4.0,,,,5.0,,12.0,16.0,28.0,0,,40.0,,,,
2017-18,7437799,5,57,Watford,Home,73951,73426,Andre Gray,andre-gray,F,False,,,,6.0,2.0,8.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,74.0,,,,,,,,6.0,,6.4,,,,,,,,,1.0,8.0,3.0,11.0,0,,17.0,3.0,,,
