season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437084,1,57,Watford,Home,642,16045,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437084,1,57,Watford,Home,1018,37742,Younès Kaboul,younes-kaboul,D,False,,,8.0,8.0,23.0,31.0,3.0,6.0,6.0,,,,,,,,5.0,9.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,21.0,,6.9,,,,10.0,1.0,,,18.0,,23.0,28.0,51.0,0,3.0,70.0,,,,
2017-18,7437084,1,57,Watford,Home,2490,18656,Heurelho Gomes,heurelho-gomes,G,False,,3.0,12.0,10.0,9.0,19.0,,,14.0,,,,,,,,1.0,,,,1.0,,,,,,,,90.0,,,,1.0,1.0,,,20.0,,5.7,1.0,2.0,,1.0,,,3.0,30.0,,27.0,10.0,37.0,0,,48.0,,,,
2017-18,7437084,1,57,Watford,Home,13148,20046,Stefano Okaka,stefano-okaka,F,False,,,,10.0,2.0,12.0,10.0,3.0,1.0,,,,1.0,,,4.0,18.0,7.0,,,3.0,,1.0,,,,1.0,,63.0,1.0,,,,,,,12.0,,7.3,,,,,3.0,,,,1.0,11.0,4.0,15.0,1,,30.0,4.0,1.0,3.0,
2017-18,7437084,1,57,Watford,Home,15038,41945,Sebastian Prödl,sebastian-prodl,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437084,1,57,Watford,Home,16701,38439,Étienne Capoue,etienne-capoue,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437084,1,57,Watford,Home,16779,40868,José Holebas,jose-holebas,D,False,1.0,,1.0,8.0,10.0,17.0,1.0,1.0,4.0,1.0,,,2.0,,,2.0,7.0,9.0,,1.0,,1.0,,,,3.0,1.0,,90.0,,,,,,,,20.0,,7.0,,,1.0,8.0,4.0,5.0,,3.0,,20.0,10.0,25.0,1,5.0,69.0,,1.0,2.0,
2017-18,7437084,1,57,Watford,Home,27714,44604,Nordin Amrabat,nordin-amrabat,M,False,1.0,,,12.0,5.0,16.0,4.0,2.0,3.0,,,,,,,4.0,14.0,7.0,,,6.0,,,,,,1.0,,90.0,,,,,,,,25.0,,6.5,,,,1.0,2.0,4.0,,2.0,1.0,27.0,8.0,31.0,0,3.0,51.0,1.0,1.0,1.0,
2017-18,7437084,1,57,Watford,Home,32213,52940,Daryl Janmaat,daryl-janmaat,D,False,,,,1.0,5.0,6.0,,,2.0,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,18.0,,,,,,,,3.0,,6.8,,,,,,1.0,,,,4.0,5.0,8.0,0,1.0,15.0,,,,
2017-18,7437084,1,57,Watford,Home,33302,52153,Miguel Britos,miguel-britos,D,False,,,3.0,6.0,23.0,29.0,2.0,3.0,1.0,,,,,,,,2.0,4.0,,,,,1.0,,,,,,90.0,2.0,,,,,,,11.0,,7.0,,,,5.0,,,,12.0,,15.0,25.0,40.0,2,1.0,51.0,,,,
2017-18,7437084,1,57,Watford,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437084,1,57,Watford,Home,46432,43250,Tom Cleverley,tom-cleverley,M,False,,,3.0,21.0,10.0,31.0,2.0,,5.0,,,,,,,,3.0,,,,,,,,,1.0,,,90.0,,,,,,,,16.0,,6.3,,,,,1.0,1.0,,6.0,,31.0,13.0,43.0,0,,53.0,1.0,,,
2017-18,7437084,1,57,Watford,Home,53739,54484,Kiko Femenía,kiko-femenia,D,True,,,1.0,14.0,11.0,25.0,,,1.0,,,,1.0,,,,2.0,3.0,,,,,,,,2.0,,,72.0,,,,,,,,12.0,,6.3,,,,1.0,2.0,4.0,,4.0,,24.0,12.0,32.0,0,1.0,55.0,,1.0,1.0,
2017-18,7437084,1,57,Watford,Home,73951,73426,Andre Gray,andre-gray,F,True,,,,4.0,1.0,5.0,,1.0,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,27.0,,,,,,,,2.0,,6.6,,,,,,,,,,4.0,1.0,5.0,0,1.0,9.0,,,,
2017-18,7437084,1,57,Watford,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,5.0,25.0,35.0,60.0,,3.0,11.0,,,,1.0,,,1.0,4.0,7.0,,,2.0,,1.0,,,1.0,2.0,,90.0,1.0,,,,,,,16.0,,7.8,,,,2.0,3.0,,,5.0,,34.0,39.0,73.0,1,1.0,86.0,2.0,,3.0,
2017-18,7437084,1,57,Watford,Home,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,False,,,,9.0,10.0,19.0,,2.0,6.0,,,,,,,,,4.0,,,,,,,,1.0,,,90.0,,,,,,,,7.0,,6.7,,,1.0,,,,,2.0,,15.0,11.0,26.0,1,2.0,31.0,,,,
2017-18,7437084,1,57,Watford,Home,122701,61566,Roberto Pereyra,roberto-pereyra,M,False,,,2.0,1.0,2.0,3.0,1.0,,2.0,,,1.0,,,,,1.0,3.0,,,,,,,,,,,49.0,,,,,,,,1.0,,6.8,,,,,1.0,,,2.0,,1.0,2.0,3.0,1,,10.0,1.0,2.0,1.0,
2017-18,7437084,1,57,Watford,Home,840217,212319,Richarlison,richarlison,F,True,,,,1.0,3.0,4.0,2.0,1.0,3.0,,,,1.0,,,2.0,5.0,4.0,,,,,,,,1.0,,,41.0,,,,,,,,7.0,,6.7,,,2.0,,,1.0,,,1.0,4.0,3.0,6.0,2,1.0,17.0,2.0,2.0,,
2017-18,7437730,2,57,Watford,Away,642,16045,Ben Watson,ben-watson,M,True,,,,2.0,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,2.0,,,,,,1.0,,1.0,,,,4.0,,3.0,0,,6.0,,,,
2017-18,7437730,2,57,Watford,Away,2490,18656,Heurelho Gomes,heurelho-gomes,G,False,,1.0,10.0,8.0,6.0,14.0,,1.0,12.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,18.0,2.0,7.6,2.0,2.0,,4.0,,,1.0,23.0,,18.0,9.0,27.0,0,,45.0,,1.0,,
2017-18,7437730,2,57,Watford,Away,13148,20046,Stefano Okaka,stefano-okaka,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437730,2,57,Watford,Away,15038,41945,Sebastian Prödl,sebastian-prodl,D,False,,,1.0,5.0,13.0,18.0,,,4.0,,,,,,,,1.0,1.0,,,1.0,,,,,4.0,,,90.0,,,,,,,,8.0,,7.1,,,,7.0,,,,6.0,,11.0,14.0,25.0,0,1.0,41.0,,,,1.0
2017-18,7437730,2,57,Watford,Away,16701,38439,Étienne Capoue,etienne-capoue,M,True,,,,2.0,2.0,4.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,10.0,1.0,,,,,,,,,7.4,,,,1.0,,,,,,2.0,2.0,4.0,1,,6.0,,,,
2017-18,7437730,2,57,Watford,Away,16779,40868,José Holebas,jose-holebas,D,False,1.0,,3.0,12.0,7.0,18.0,2.0,1.0,5.0,,,,1.0,,,1.0,6.0,3.0,,,2.0,,,,,3.0,3.0,,90.0,1.0,,,,,,,15.0,,7.8,,,,3.0,,5.0,,4.0,,17.0,9.0,21.0,1,2.0,56.0,3.0,,,
2017-18,7437730,2,57,Watford,Away,22109,41725,Troy Deeney,troy-deeney,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437730,2,57,Watford,Away,27714,44604,Nordin Amrabat,nordin-amrabat,M,False,1.0,,1.0,15.0,4.0,18.0,2.0,1.0,4.0,,,,2.0,,,,5.0,4.0,,,,,,,,,2.0,,82.0,,,,,,,,13.0,,7.0,,,1.0,1.0,1.0,5.0,,2.0,1.0,22.0,5.0,22.0,1,3.0,39.0,3.0,,,2.0
2017-18,7437730,2,57,Watford,Away,33302,52153,Miguel Britos,miguel-britos,D,False,,,2.0,9.0,16.0,25.0,3.0,2.0,4.0,,,,,,,,5.0,5.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,10.0,,7.0,,,,6.0,2.0,,,5.0,,13.0,17.0,30.0,0,,48.0,2.0,2.0,1.0,
2017-18,7437730,2,57,Watford,Away,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437730,2,57,Watford,Away,46432,43250,Tom Cleverley,tom-cleverley,M,False,2.0,,5.0,29.0,17.0,44.0,1.0,,12.0,,,2.0,,,,,4.0,3.0,,,3.0,,,,,1.0,2.0,,90.0,,,,,,,,9.0,,7.2,,,,,,4.0,,6.0,,34.0,18.0,48.0,2,2.0,67.0,2.0,1.0,,2.0
2017-18,7437730,2,57,Watford,Away,53739,54484,Kiko Femenía,kiko-femenia,D,False,,,2.0,17.0,11.0,28.0,,,9.0,,,,1.0,,,,1.0,6.0,,,1.0,,,,,6.0,,,90.0,,,,,,,,10.0,,7.6,,,,1.0,3.0,2.0,,5.0,,22.0,14.0,34.0,0,2.0,63.0,2.0,1.0,3.0,1.0
2017-18,7437730,2,57,Watford,Away,58351,85624,Christian Kabasele,christian-kabasele,D,True,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,,,,,6.7,,,,1.0,,,,,,1.0,,1.0,0,1.0,3.0,,,,
2017-18,7437730,2,57,Watford,Away,73951,73426,Andre Gray,andre-gray,F,False,,,1.0,7.0,5.0,12.0,2.0,,1.0,,1.0,,,,,2.0,6.0,1.0,,,,,,,,,,,90.0,1.0,,,,,,,13.0,,6.1,,,1.0,,2.0,1.0,,1.0,4.0,13.0,6.0,18.0,2,1.0,28.0,2.0,,,
2017-18,7437730,2,57,Watford,Away,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,5.0,24.0,22.0,46.0,1.0,1.0,5.0,,,1.0,,,,,2.0,3.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,11.0,,7.1,,,,1.0,,,,7.0,,29.0,25.0,54.0,1,2.0,63.0,2.0,,,2.0
2017-18,7437730,2,57,Watford,Away,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,False,,,2.0,11.0,9.0,20.0,,5.0,7.0,,1.0,,,,,3.0,5.0,12.0,,,2.0,,,,,,,,89.0,2.0,1.0,,,,,,16.0,,7.5,,,3.0,1.0,3.0,,,5.0,1.0,20.0,11.0,31.0,5,4.0,52.0,1.0,,3.0,3.0
2017-18,7437730,2,57,Watford,Away,193554,108413,Will Hughes,will-hughes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437730,2,57,Watford,Away,840217,212319,Richarlison,richarlison,F,False,,,,11.0,4.0,15.0,5.0,6.0,1.0,1.0,,2.0,1.0,,,,8.0,11.0,,,2.0,,1.0,,,,4.0,,80.0,2.0,,,,,,,11.0,,8.1,,,2.0,1.0,3.0,2.0,,,1.0,16.0,6.0,20.0,6,2.0,41.0,3.0,1.0,2.0,2.0
2017-18,7437784,3,57,Watford,Home,642,16045,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437784,3,57,Watford,Home,2490,18656,Heurelho Gomes,heurelho-gomes,G,False,,,9.0,7.0,5.0,12.0,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,90.0,,,,,,,,13.0,5.0,7.5,1.0,2.0,,5.0,,,,22.0,,20.0,5.0,25.0,0,,33.0,,,,
2017-18,7437784,3,57,Watford,Home,15038,41945,Sebastian Prödl,sebastian-prodl,D,False,,,5.0,9.0,14.0,23.0,1.0,2.0,2.0,,,,,,,,3.0,3.0,,,2.0,,,,,1.0,1.0,,90.0,,2.0,,,,,,3.0,,7.5,,,,9.0,,,,8.0,,12.0,14.0,26.0,0,,43.0,,1.0,,
2017-18,7437784,3,57,Watford,Home,16701,38439,Étienne Capoue,etienne-capoue,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437784,3,57,Watford,Home,22109,41725,Troy Deeney,troy-deeney,F,True,,,,2.0,,2.0,1.0,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,7.0,,,,,,,,,,6.5,,,,,,,,,,2.0,,2.0,0,,4.0,,2.0,,
2017-18,7437784,3,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,True,,,2.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,19.0,,,,,,,,1.0,,6.6,,,,2.0,,,,2.0,,2.0,2.0,4.0,0,,6.0,,,,
2017-18,7437784,3,57,Watford,Home,27714,44604,Nordin Amrabat,nordin-amrabat,M,False,,,,5.0,1.0,6.0,,,1.0,,,,,,,3.0,3.0,2.0,,,,,,,,,,,28.0,,,,,,,,10.0,,6.6,,,,,1.0,,,2.0,,11.0,2.0,13.0,0,,20.0,,1.0,1.0,
2017-18,7437784,3,57,Watford,Home,33302,52153,Miguel Britos,miguel-britos,D,False,,,,8.0,7.0,15.0,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,24.0,,,,,,,,2.0,,4.3,,,,1.0,,,,,,8.0,8.0,16.0,0,,21.0,1.0,,,
2017-18,7437784,3,57,Watford,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437784,3,57,Watford,Home,46432,43250,Tom Cleverley,tom-cleverley,M,False,1.0,,1.0,14.0,7.0,20.0,1.0,1.0,4.0,,,,1.0,,,,2.0,2.0,,,,,,,,,1.0,,90.0,,,,,,,,15.0,,6.7,,,,1.0,,4.0,,7.0,,26.0,10.0,32.0,0,1.0,44.0,,,,
2017-18,7437784,3,57,Watford,Home,53739,54484,Kiko Femenía,kiko-femenia,D,False,1.0,,3.0,17.0,13.0,29.0,2.0,,2.0,,,,,,,1.0,3.0,4.0,,,1.0,,,,,2.0,2.0,,90.0,,1.0,,,,,,14.0,,7.5,,,1.0,4.0,1.0,2.0,,8.0,,23.0,15.0,36.0,1,1.0,77.0,1.0,2.0,1.0,
2017-18,7437784,3,57,Watford,Home,58351,85624,Christian Kabasele,christian-kabasele,D,False,,,2.0,7.0,16.0,23.0,1.0,4.0,4.0,,,,1.0,,,,2.0,8.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,6.0,,7.5,,,,6.0,,,,4.0,,10.0,19.0,29.0,0,4.0,43.0,,,,
