season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6767936,1,57,Watford,Away,80008,73698,Miguel Layún,miguel-layun,D,False,,,,7.0,5.0,12.0,,,3.0,,,,2.0,,,2.0,5.0,4.0,,,1.0,,1.0,,,2.0,1.0,,59.0,1.0,,,,,,,,,7.3,,,1.0,2.0,1.0,1.0,,,,10.0,6.0,15.0,2,2.0,31.0,2.0,1.0,1.0,
2015-16,6767936,1,57,Watford,Away,128637,67527,Allan Nyom,allan-nyom,D,False,,,,8.0,5.0,13.0,1.0,1.0,11.0,,,,,,,,3.0,9.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,,,7.1,,,,5.0,2.0,3.0,,6.0,,19.0,5.0,21.0,0,5.0,52.0,,2.0,1.0,
2015-16,6767948,2,57,Watford,Home,642,16045,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767948,2,57,Watford,Home,2490,18656,Heurelho Gomes,heurelho-gomes,G,False,,1.0,6.0,6.0,6.0,12.0,,,8.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,1.0,7.0,,,,1.0,,,1.0,14.0,,13.0,7.0,20.0,0,,27.0,,,,
2015-16,6767948,2,57,Watford,Home,4366,41926,Almen Abdi,almen-abdi,M,True,1.0,,,17.0,12.0,28.0,,1.0,3.0,,,,1.0,,,,1.0,3.0,,,,,,,,,1.0,,35.0,1.0,,,,,,,,,7.0,,,,1.0,,1.0,,1.0,,19.0,12.0,30.0,1,2.0,38.0,1.0,,,
2015-16,6767948,2,57,Watford,Home,11654,21123,Valon Behrami,valon-behrami,M,False,,,1.0,23.0,15.0,38.0,4.0,4.0,9.0,,,,3.0,,,1.0,11.0,9.0,,,3.0,,,,,6.0,,,90.0,,,,,,,,,,6.9,,,,2.0,1.0,,,7.0,,29.0,20.0,49.0,0,4.0,68.0,2.0,1.0,,
2015-16,6767948,2,57,Watford,Home,13990,17441,José Jurado,jose-jurado,M,False,2.0,,4.0,28.0,9.0,35.0,,,4.0,,,,,,,2.0,2.0,5.0,,,,,,,,1.0,3.0,,84.0,,,,,,,,,,7.5,,,3.0,,3.0,8.0,,6.0,,41.0,10.0,43.0,3,,71.0,3.0,2.0,3.0,
2015-16,6767948,2,57,Watford,Home,15038,41945,Sebastian Prödl,sebastian-prodl,D,False,1.0,,4.0,13.0,24.0,36.0,2.0,2.0,2.0,,,,,,,,4.0,2.0,,,2.0,,,,,4.0,,,90.0,,1.0,,,,,,,,7.1,,,,4.0,,1.0,,7.0,,16.0,24.0,39.0,0,,49.0,,,,
2015-16,6767948,2,57,Watford,Home,16701,38439,Étienne Capoue,etienne-capoue,M,False,1.0,,11.0,51.0,22.0,72.0,3.0,3.0,6.0,,,1.0,,,,4.0,10.0,13.0,,,3.0,,,,,2.0,2.0,,90.0,,,,,,,,,,7.8,,,,1.0,6.0,1.0,,16.0,,59.0,25.0,83.0,1,3.0,107.0,1.0,2.0,5.0,
2015-16,6767948,2,57,Watford,Home,16779,40868,José Holebas,jose-holebas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767948,2,57,Watford,Home,20286,26719,Rene Gilmartin,rene-gilmartin,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767948,2,57,Watford,Home,20364,19342,Ikechi Anya,ikechi-anya,M,False,2.0,,2.0,34.0,16.0,48.0,1.0,1.0,8.0,,,,,,,,1.0,4.0,,,,,,,,4.0,3.0,,90.0,,,,,,,,,,7.7,,,,2.0,,4.0,,5.0,,44.0,18.0,58.0,0,2.0,95.0,1.0,1.0,,
2015-16,6767948,2,57,Watford,Home,22109,41725,Troy Deeney,troy-deeney,F,False,1.0,,2.0,14.0,2.0,15.0,5.0,5.0,1.0,,,1.0,,,,1.0,7.0,6.0,,,1.0,,,,,,4.0,,90.0,1.0,,,,,,,,,7.4,,,2.0,2.0,,4.0,,3.0,,22.0,2.0,20.0,4,,36.0,3.0,1.0,,
2015-16,6767948,2,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,8.0,15.0,29.0,44.0,,2.0,5.0,,,,,,,,,2.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,,,7.4,,,,5.0,,,,15.0,,21.0,32.0,53.0,0,,62.0,,,,
2015-16,6767948,2,57,Watford,Home,29774,58498,Odion Ighalo,odion-ighalo,F,False,,,1.0,11.0,5.0,16.0,9.0,,4.0,,,1.0,,,,4.0,15.0,5.0,,,2.0,,,,,,,,90.0,2.0,,,,,,,,,6.7,,,3.0,1.0,1.0,,,1.0,,13.0,5.0,18.0,6,2.0,38.0,1.0,3.0,,
2015-16,6767948,2,57,Watford,Home,43938,52800,Gabriele Angella,gabriele-angella,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767948,2,57,Watford,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767948,2,57,Watford,Home,80008,73698,Miguel Layún,miguel-layun,D,False,1.0,,1.0,13.0,6.0,18.0,1.0,,,,,,,,,3.0,4.0,,,,,,,,,,1.0,,55.0,,,,,,,,,,6.2,,,,,,5.0,,2.0,,23.0,6.0,24.0,0,,34.0,,,,
2015-16,6767948,2,57,Watford,Home,100386,88935,Steven Berghuis,steven-berghuis,F,True,,,1.0,4.0,,4.0,1.0,,,,,,,,,1.0,3.0,,,,1.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,1.0,,5.0,,5.0,0,,6.0,,,,
2015-16,6767948,2,57,Watford,Home,128637,67527,Allan Nyom,allan-nyom,D,False,1.0,,4.0,32.0,21.0,52.0,,,6.0,,,,,,,1.0,6.0,3.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,,,,6.7,,,,1.0,5.0,9.0,,7.0,,44.0,21.0,56.0,1,2.0,90.0,,,1.0,
2015-16,6767956,3,57,Watford,Home,642,16045,Ben Watson,ben-watson,M,True,,,,3.0,2.0,5.0,1.0,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,4.0,2.0,6.0,1,,7.0,,,,
2015-16,6767956,3,57,Watford,Home,2490,18656,Heurelho Gomes,heurelho-gomes,G,False,,,13.0,12.0,2.0,14.0,,2.0,16.0,,,,,,,,,2.0,,,,,,2.0,,,,,90.0,,,,,,,,,1.0,7.7,3.0,4.0,,1.0,,,,24.0,,22.0,3.0,25.0,0,,48.0,,,,
2015-16,6767956,3,57,Watford,Home,4366,41926,Almen Abdi,almen-abdi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767956,3,57,Watford,Home,11654,21123,Valon Behrami,valon-behrami,M,False,,,1.0,10.0,22.0,32.0,,1.0,3.0,,,,,,,,4.0,6.0,,,4.0,,,,,2.0,,,86.0,,,,,,,,,,7.1,,,,,,,,3.0,,14.0,24.0,38.0,0,3.0,49.0,,2.0,,
2015-16,6767956,3,57,Watford,Home,13990,17441,José Jurado,jose-jurado,M,False,2.0,,2.0,34.0,13.0,45.0,3.0,,5.0,,,,1.0,,,2.0,6.0,6.0,,,,,,,,1.0,3.0,,90.0,,,,,,,,,,7.1,,,,,4.0,7.0,,4.0,1.0,45.0,15.0,53.0,0,,76.0,2.0,2.0,4.0,
2015-16,6767956,3,57,Watford,Home,15038,41945,Sebastian Prödl,sebastian-prodl,D,False,,,2.0,4.0,11.0,15.0,,2.0,3.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,,6.7,,,,4.0,,,,6.0,,10.0,12.0,22.0,0,,27.0,,,,
2015-16,6767956,3,57,Watford,Home,16701,38439,Étienne Capoue,etienne-capoue,M,False,,,5.0,30.0,15.0,45.0,1.0,2.0,13.0,,1.0,1.0,1.0,,,2.0,9.0,9.0,,,2.0,,,,,2.0,1.0,,90.0,,,,,,,,,,6.8,,,1.0,,6.0,,,9.0,1.0,37.0,18.0,55.0,2,2.0,74.0,3.0,2.0,3.0,
2015-16,6767956,3,57,Watford,Home,16779,40868,José Holebas,jose-holebas,D,False,,,,9.0,8.0,17.0,,1.0,6.0,,,2.0,,,,1.0,2.0,2.0,,,,,,,,3.0,,,45.0,,,,,,,,,,6.9,,,,1.0,1.0,1.0,,5.0,,16.0,11.0,26.0,2,1.0,48.0,1.0,,,
2015-16,6767956,3,57,Watford,Home,20364,19342,Ikechi Anya,ikechi-anya,M,False,,,,27.0,9.0,36.0,,,4.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,,90.0,,,,,,,,,,6.5,,,,,,9.0,,4.0,,43.0,11.0,45.0,0,,69.0,1.0,,,
2015-16,6767956,3,57,Watford,Home,22109,41725,Troy Deeney,troy-deeney,F,False,,,,11.0,2.0,13.0,7.0,11.0,3.0,,,4.0,,,,1.0,9.0,14.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,,,7.5,,,,,2.0,,,,2.0,32.0,3.0,35.0,4,,48.0,1.0,1.0,2.0,
2015-16,6767956,3,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,4.0,7.0,13.0,20.0,3.0,5.0,3.0,,,,1.0,,,,4.0,6.0,,,,,,,,1.0,,,90.0,,,,,,,,,,7.1,,,,8.0,,,,10.0,,12.0,15.0,27.0,0,1.0,40.0,,,,
2015-16,6767956,3,57,Watford,Home,27803,45129,Alessandro Diamanti,alessandro-diamanti,M,True,2.0,,4.0,22.0,3.0,23.0,1.0,,3.0,,,,1.0,,,,3.0,5.0,,,,,,,,1.0,2.0,,45.0,,,,,,,,,,7.1,,,1.0,,1.0,7.0,,6.0,,32.0,4.0,29.0,1,3.0,46.0,2.0,2.0,,
2015-16,6767956,3,57,Watford,Home,29774,58498,Odion Ighalo,odion-ighalo,F,False,,,,10.0,5.0,15.0,6.0,1.0,3.0,,1.0,,,,,2.0,9.0,1.0,,,,,,,,,2.0,,90.0,,,,,,,,,,6.1,,,2.0,,1.0,,,1.0,,17.0,7.0,24.0,2,,33.0,2.0,,,
2015-16,6767956,3,57,Watford,Home,33302,52153,Miguel Britos,miguel-britos,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767956,3,57,Watford,Home,42058,57187,Giedrius Arlauskis,giedrius-arlauskis,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767956,3,57,Watford,Home,80008,73698,Miguel Layún,miguel-layun,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767956,3,57,Watford,Home,128637,67527,Allan Nyom,allan-nyom,D,False,,,2.0,26.0,10.0,36.0,1.0,,12.0,,,,,,,,1.0,9.0,,,,,,,,,1.0,,90.0,,,,,,,,,,7.7,,,1.0,1.0,2.0,6.0,,8.0,,39.0,13.0,46.0,1,5.0,74.0,,2.0,2.0,
2015-16,6767956,3,57,Watford,Home,1864973,,Fernando  Forestieri,fernando-forestieri,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768032,4,57,Watford,Away,642,16045,Ben Watson,ben-watson,M,True,,,4.0,8.0,7.0,15.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,14.0,,,,,,,,,,6.8,,,,,,,,6.0,,10.0,7.0,17.0,0,1.0,18.0,,,,
2015-16,6768032,4,57,Watford,Away,2490,18656,Heurelho Gomes,heurelho-gomes,G,False,,,7.0,5.0,5.0,10.0,,,5.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,1.0,6.6,2.0,3.0,,3.0,,,,18.0,,14.0,7.0,21.0,0,,31.0,,,,
2015-16,6768032,4,57,Watford,Away,4366,41926,Almen Abdi,almen-abdi,M,False,,,2.0,15.0,22.0,37.0,1.0,,4.0,,,,1.0,,,3.0,5.0,5.0,,1.0,,,,,,2.0,,,63.0,,,,,,,,,,6.6,,,,1.0,,,,2.0,,15.0,23.0,38.0,0,4.0,51.0,,1.0,,
2015-16,6768032,4,57,Watford,Away,11654,21123,Valon Behrami,valon-behrami,M,False,,,,16.0,22.0,38.0,,,3.0,,,,3.0,,,,6.0,6.0,,,2.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,,,6.7,,,,1.0,1.0,,,,,18.0,24.0,42.0,0,4.0,55.0,,2.0,,
2015-16,6768032,4,57,Watford,Away,13990,17441,José Jurado,jose-jurado,M,False,1.0,,3.0,37.0,19.0,55.0,,,2.0,,,,2.0,,,2.0,5.0,3.0,,1.0,1.0,,,,,,2.0,,90.0,,,,,,,,,,6.2,,,,,1.0,4.0,,3.0,,43.0,20.0,59.0,0,,72.0,1.0,2.0,1.0,
2015-16,6768032,4,57,Watford,Away,15038,41945,Sebastian Prödl,sebastian-prodl,D,False,,,,7.0,21.0,28.0,,,3.0,,,1.0,,,,,2.0,3.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,,,6.7,,,,3.0,,,,2.0,,11.0,22.0,33.0,1,3.0,42.0,,,,
2015-16,6768032,4,57,Watford,Away,16701,38439,Étienne Capoue,etienne-capoue,M,False,,,4.0,20.0,22.0,42.0,,,5.0,,,,3.0,,,1.0,5.0,5.0,,,1.0,,,,,4.0,,,76.0,,,,,,,,,,6.8,,,1.0,2.0,,1.0,,6.0,,25.0,26.0,50.0,1,4.0,65.0,1.0,1.0,,
2015-16,6768032,4,57,Watford,Away,16779,40868,José Holebas,jose-holebas,D,False,,,1.0,25.0,14.0,39.0,,,4.0,,,,1.0,,,1.0,2.0,6.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,,,6.7,,,,3.0,3.0,2.0,,1.0,,27.0,18.0,43.0,0,2.0,67.0,3.0,1.0,3.0,
2015-16,6768032,4,57,Watford,Away,20364,19342,Ikechi Anya,ikechi-anya,M,True,,,,9.0,2.0,11.0,,,1.0,,,2.0,1.0,,,,2.0,2.0,,,,,,,,,,,27.0,,,,,,,,,,6.8,,,,,3.0,2.0,,,,15.0,2.0,15.0,2,,25.0,1.0,,2.0,
2015-16,6768032,4,57,Watford,Away,22109,41725,Troy Deeney,troy-deeney,F,False,,,,14.0,10.0,24.0,5.0,3.0,6.0,,,,1.0,,,,8.0,6.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,,,6.5,,,,1.0,2.0,,,2.0,,19.0,11.0,30.0,0,2.0,40.0,,,1.0,
2015-16,6768032,4,57,Watford,Away,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,3.0,10.0,14.0,24.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,2.0,,,90.0,,4.0,,,,,,,,6.8,,,,7.0,,,,5.0,,10.0,17.0,27.0,1,1.0,44.0,2.0,,,
2015-16,6768032,4,57,Watford,Away,27803,45129,Alessandro Diamanti,alessandro-diamanti,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768032,4,57,Watford,Away,29774,58498,Odion Ighalo,odion-ighalo,F,False,,,2.0,15.0,10.0,25.0,2.0,,8.0,,,,,,,2.0,5.0,5.0,,,1.0,,,,,,,,72.0,,,,,,,,,,6.7,,,,,1.0,,,2.0,1.0,16.0,11.0,27.0,0,3.0,36.0,2.0,1.0,1.0,
2015-16,6768032,4,57,Watford,Away,42058,57187,Giedrius Arlauskis,giedrius-arlauskis,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768032,4,57,Watford,Away,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768032,4,57,Watford,Away,80008,73698,Miguel Layún,miguel-layun,D,True,,,1.0,8.0,4.0,12.0,,,2.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,,18.0,,,,,,,,,,6.5,,,1.0,,1.0,1.0,,1.0,,9.0,5.0,13.0,2,,18.0,,,,
2015-16,6768032,4,57,Watford,Away,128637,67527,Allan Nyom,allan-nyom,D,False,,,,20.0,13.0,33.0,,,6.0,,,,1.0,,,1.0,5.0,7.0,,,3.0,,,,,5.0,,,90.0,,,,,,,,,,6.9,,,,2.0,,3.0,,4.0,,28.0,18.0,43.0,0,6.0,70.0,,1.0,,
2015-16,6768032,4,57,Watford,Away,136372,97296,Tommie Hoban,tommie-hoban,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768044,5,57,Watford,Home,642,16045,Ben Watson,ben-watson,M,True,,,,3.0,3.0,6.0,1.0,,3.0,,,,,,,,1.0,1.0,,,,,,,,3.0,,,24.0,,,,,,,,,,6.9,,,,1.0,,,,2.0,,6.0,3.0,9.0,0,1.0,14.0,,,,
2015-16,6768044,5,57,Watford,Home,1037,,Lloyd Dyer,lloyd-dyer,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768044,5,57,Watford,Home,2490,18656,Heurelho Gomes,heurelho-gomes,G,False,,1.0,14.0,10.0,5.0,15.0,,1.0,9.0,,,,,,,,,2.0,,,,,,1.0,,,,,90.0,,,,,,,,,3.0,7.4,1.0,3.0,,3.0,,,1.0,32.0,,28.0,5.0,33.0,0,,43.0,,1.0,,
2015-16,6768044,5,57,Watford,Home,4366,41926,Almen Abdi,almen-abdi,M,False,,,,12.0,5.0,17.0,1.0,1.0,4.0,,,1.0,,,,1.0,3.0,4.0,,,1.0,,,,,1.0,1.0,,66.0,1.0,,,,,,,,,7.3,,,1.0,,,2.0,,1.0,,16.0,5.0,19.0,3,3.0,37.0,1.0,,,
2015-16,6768044,5,57,Watford,Home,11654,21123,Valon Behrami,valon-behrami,M,False,,,1.0,8.0,7.0,15.0,2.0,1.0,3.0,,,,,,,,6.0,6.0,,,4.0,,,,,1.0,,,64.0,,,,,,,,,,6.5,,,,,,,,1.0,,9.0,8.0,17.0,0,4.0,24.0,,1.0,,
2015-16,6768044,5,57,Watford,Home,13990,17441,José Jurado,jose-jurado,M,False,,,,20.0,8.0,28.0,1.0,,4.0,1.0,,1.0,1.0,,,2.0,5.0,4.0,,,,,,,,2.0,2.0,,90.0,,,,,,,,,,6.8,,,1.0,,2.0,5.0,,,,30.0,9.0,34.0,2,1.0,56.0,2.0,2.0,1.0,
2015-16,6768044,5,57,Watford,Home,15038,41945,Sebastian Prödl,sebastian-prodl,D,False,,,6.0,7.0,9.0,16.0,1.0,,7.0,,,,,,,,2.0,1.0,,,1.0,,,,,4.0,,,90.0,,,,,,,,,,7.4,,,1.0,8.0,,,,12.0,,15.0,10.0,25.0,1,1.0,40.0,,,,
2015-16,6768044,5,57,Watford,Home,16701,38439,Étienne Capoue,etienne-capoue,M,False,,,1.0,16.0,14.0,30.0,1.0,1.0,7.0,,,1.0,1.0,,,,6.0,5.0,,,4.0,,,,,5.0,1.0,,90.0,1.0,,,,,,,,,7.4,,,1.0,1.0,1.0,1.0,,7.0,,26.0,16.0,41.0,3,3.0,63.0,3.0,,1.0,
2015-16,6768044,5,57,Watford,Home,16779,40868,José Holebas,jose-holebas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768044,5,57,Watford,Home,20364,19342,Ikechi Anya,ikechi-anya,M,False,,,3.0,15.0,10.0,25.0,2.0,2.0,5.0,,,,,,,,3.0,7.0,,1.0,,,,,,3.0,1.0,,90.0,,,,,,,,,,7.2,,,,4.0,2.0,3.0,,7.0,,22.0,12.0,31.0,0,1.0,65.0,1.0,3.0,1.0,
2015-16,6768044,5,57,Watford,Home,22109,41725,Troy Deeney,troy-deeney,F,False,,,,13.0,9.0,22.0,6.0,3.0,1.0,1.0,,1.0,2.0,,,1.0,9.0,5.0,,,,1.0,,,,2.0,2.0,,84.0,,,,,,,,,,7.3,,,2.0,,,1.0,,2.0,,25.0,10.0,34.0,3,2.0,47.0,3.0,,,
2015-16,6768044,5,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,5.0,6.0,12.0,18.0,1.0,1.0,4.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,,,7.0,,,,5.0,,,,12.0,,12.0,14.0,26.0,0,,33.0,,,,
