season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,10114688,18,57,Watford,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,1.0,,1.0,16.0,11.0,26.0,2.0,2.0,3.0,,,,2.0,,,1.0,9.0,6.0,,,2.0,,1.0,,,,,1.0,,90.0,1.0,,,,,,,,7.0,,6.9,,,,,2.0,1.0,,1.0,,18.0,12.0,29.0,1,2.0,45.0,1.0,2.0,,1.0
2021-22,10114688,18,57,Watford,Home,46432,43250,Tom Cleverley,tom-cleverley,M,False,,,,10.0,9.0,19.0,3.0,2.0,,,,,,,,,4.0,5.0,,,1.0,,,,,,1.0,1.0,,73.0,,,,,,,,,3.0,,6.7,,,,,,1.0,,1.0,,13.0,9.0,21.0,0,2.0,29.0,,1.0,,
2021-22,10114688,18,57,Watford,Home,53739,54484,Kiko Femenía,kiko-femenia,D,False,2.0,,1.0,14.0,22.0,34.0,,,7.0,1.0,,,1.0,,,1.0,4.0,1.0,,,1.0,1.0,,,,,2.0,2.0,,90.0,,,,,,,,,30.0,,6.2,,,,1.0,1.0,7.0,,9.0,,34.0,28.0,55.0,0,1.0,80.0,2.0,,,1.0
2021-22,10114688,18,57,Watford,Home,58351,85624,Christian Kabasele,christian-kabasele,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114688,18,57,Watford,Home,100621,78007,Joshua King,joshua-king,F,False,,,,3.0,4.0,7.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,51.0,,,,,,,,,7.0,,6.4,,,,1.0,,,,,1.0,6.0,4.0,10.0,0,,18.0,3.0,,,
2021-22,10114688,18,57,Watford,Home,259995,155651,Adam Masina,adam-masina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114688,18,57,Watford,Home,288019,154506,Daniel Bachmann,daniel-bachmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114688,18,57,Watford,Home,319847,157775,Ken Sema,ken-sema,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114688,18,57,Watford,Home,331405,162651,Samir Caetano,samir-caetano,D,False,,,3.0,12.0,49.0,61.0,3.0,2.0,10.0,,,1.0,,,,,4.0,4.0,,,1.0,,,,,,1.0,,,90.0,,,,,,,,,7.0,,6.3,,,,5.0,,,,5.0,,16.0,52.0,68.0,1,1.0,77.0,,1.0,,
2021-22,10114688,18,57,Watford,Home,338991,131304,William Troost-Ekong,william-troost-ekong,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114688,18,57,Watford,Home,351434,171099,Hassane Kamara,hassane-kamara,M,False,,,1.0,14.0,20.0,34.0,,1.0,11.0,1.0,,,,,,,5.0,4.0,,,3.0,,,,,,4.0,2.0,,90.0,,,,,,,,,24.0,,6.5,,,,3.0,2.0,2.0,,9.0,,23.0,29.0,50.0,0,2.0,82.0,1.0,1.0,,2.0
2021-22,10114688,18,57,Watford,Home,833030,225702,Samuel Kalu,samuel-kalu,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114688,18,57,Watford,Home,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,1.0,,1.0,6.0,2.0,7.0,2.0,1.0,3.0,,2.0,1.0,1.0,,,4.0,13.0,2.0,,,2.0,,,,,,,1.0,,90.0,,,,,,,,,14.0,,5.4,,,3.0,,5.0,1.0,,1.0,1.0,7.0,3.0,9.0,4,,31.0,4.0,,1.0,
2021-22,10114688,18,57,Watford,Home,845286,232185,Ismaïla Sarr,ismaila-sarr,F,False,,,1.0,13.0,10.0,23.0,,1.0,5.0,,,1.0,1.0,,,2.0,8.0,6.0,,,1.0,,,,,,,,,90.0,,,,,,,,,14.0,,6.4,,,,1.0,7.0,2.0,,1.0,,18.0,11.0,27.0,1,,48.0,2.0,2.0,3.0,
2021-22,10114688,18,57,Watford,Home,887055,244716,Cucho Hernández,cucho-hernandez,F,True,,,3.0,7.0,4.0,11.0,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,39.0,,,,,,,,,7.0,,6.6,,,1.0,,2.0,1.0,,5.0,,12.0,4.0,15.0,1,,22.0,1.0,,1.0,
2021-22,10114688,18,57,Watford,Home,917305,442335,Edo Kayembe,edo-kayembe,M,True,,,1.0,6.0,6.0,12.0,,,1.0,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,3.0,,6.4,,,,,,1.0,,1.0,,7.0,6.0,12.0,0,,17.0,2.0,,,
2021-22,10114688,18,57,Watford,Home,965943,471471,Imrân Louza,imran-louza,M,False,,,5.0,17.0,21.0,38.0,,,7.0,,,,2.0,,,,3.0,3.0,,,1.0,,,,,,,,,90.0,,,,,,,,,15.0,,6.3,,,,,2.0,,,9.0,,27.0,26.0,53.0,0,,59.0,,1.0,2.0,
2021-22,10114688,18,57,Watford,Home,991595,232391,Jeremy Ngakia,jeremy-ngakia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144893,19,57,Watford,Away,10599,9089,Ben Foster,ben-foster,G,False,,2.0,4.0,4.0,2.0,6.0,,,10.0,,,,,,,,,,1.0,1.0,,,,-2.1716,,,,,,90.0,,,,,,,,,27.0,,4.8,1.0,2.0,,,,,2.0,29.0,,23.0,9.0,32.0,0,,42.0,,,,
2021-22,10144893,19,57,Watford,Away,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,5.0,9.0,29.0,38.0,,1.0,2.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,90.0,,,,,,,,,4.0,,6.2,,,,8.0,,,,6.0,,11.0,30.0,41.0,0,,52.0,1.0,,,
2021-22,10144893,19,57,Watford,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,1.0,19.0,13.0,32.0,,2.0,6.0,,,,,,,1.0,1.0,3.0,,,,,,,,,,3.0,,90.0,,,,,,,,,6.0,,6.8,,,,,,,,2.0,,20.0,15.0,35.0,0,,40.0,2.0,1.0,,
2021-22,10144893,19,57,Watford,Away,46432,43250,Tom Cleverley,tom-cleverley,M,False,,,,8.0,14.0,22.0,1.0,,5.0,,,,,,,,3.0,5.0,,,2.0,,,,,,,,,73.0,,,,,,,,,10.0,,6.6,,,,2.0,1.0,,,2.0,,14.0,16.0,30.0,0,3.0,40.0,2.0,1.0,1.0,
2021-22,10144893,19,57,Watford,Away,48563,69143,Juraj Kucka,juraj-kucka,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144893,19,57,Watford,Away,53739,54484,Kiko Femenía,kiko-femenia,D,False,,,,5.0,4.0,9.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,30.0,,,,,,,,,4.0,,6.1,,,,1.0,1.0,,,,1.0,6.0,5.0,11.0,0,,17.0,1.0,,1.0,
2021-22,10144893,19,57,Watford,Away,58351,85624,Christian Kabasele,christian-kabasele,D,True,1.0,,1.0,7.0,11.0,17.0,1.0,1.0,2.0,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,60.0,,,,,,,,,6.0,,6.5,,,2.0,2.0,,1.0,,4.0,,10.0,13.0,22.0,2,1.0,34.0,1.0,,,1.0
2021-22,10144893,19,57,Watford,Away,100621,78007,Joshua King,joshua-king,F,False,,,,2.0,5.0,7.0,2.0,2.0,3.0,,,,,,,1.0,5.0,5.0,,,1.0,,,,,,,1.0,,45.0,,,,,,,,,3.0,,6.7,,,1.0,,1.0,,,,,2.0,5.0,7.0,1,2.0,15.0,,1.0,,2.0
2021-22,10144893,19,57,Watford,Away,259995,155651,Adam Masina,adam-masina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144893,19,57,Watford,Away,288019,154506,Daniel Bachmann,daniel-bachmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144893,19,57,Watford,Away,319847,157775,Ken Sema,ken-sema,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144893,19,57,Watford,Away,331405,162651,Samir Caetano,samir-caetano,D,False,,,,7.0,20.0,27.0,,2.0,4.0,,,1.0,1.0,,,,4.0,3.0,,,3.0,,,,,,2.0,,,90.0,,1.0,,,,,,,6.0,,5.9,,,,2.0,1.0,,,3.0,,10.0,22.0,32.0,1,,40.0,,,1.0,
2021-22,10144893,19,57,Watford,Away,351434,171099,Hassane Kamara,hassane-kamara,M,False,,,1.0,12.0,20.0,32.0,1.0,2.0,9.0,,,,1.0,,,,4.0,9.0,,,1.0,,,,,,3.0,,,90.0,,,,,,,,,9.0,,6.6,,,,1.0,2.0,,,1.0,,16.0,23.0,39.0,0,5.0,63.0,,1.0,1.0,3.0
2021-22,10144893,19,57,Watford,Away,805096,208973,Francisco Sierralta,francisco-sierralta,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144893,19,57,Watford,Away,833030,225702,Samuel Kalu,samuel-kalu,M,True,,,,1.0,1.0,2.0,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,45.0,,,,,,,,,,,6.5,,,,,,,,,1.0,1.0,1.0,2.0,0,,4.0,,,,
2021-22,10144893,19,57,Watford,Away,839110,227560,Peter Etebo,peter-etebo,M,True,,,,5.0,1.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,1.0,,6.4,,,,,,,,1.0,,6.0,1.0,7.0,0,,8.0,,,,
2021-22,10144893,19,57,Watford,Away,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,,,,12.0,3.0,15.0,2.0,1.0,4.0,,,1.0,,,,2.0,6.0,13.0,,,,,,,,,1.0,,,90.0,,,,,,,,,11.0,,7.0,,,,,8.0,,,,2.0,16.0,3.0,19.0,1,,44.0,3.0,6.0,6.0,
2021-22,10144893,19,57,Watford,Away,887055,244716,Cucho Hernández,cucho-hernandez,F,False,1.0,,,8.0,8.0,15.0,7.0,1.0,3.0,,,1.0,1.0,,,1.0,9.0,1.0,,,1.0,,,,,,,,,90.0,,,1.0,,,,,,10.0,,6.3,,,1.0,1.0,,5.0,,,,15.0,9.0,19.0,2,,32.0,1.0,,,
2021-22,10144893,19,57,Watford,Away,917305,442335,Edo Kayembe,edo-kayembe,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144893,19,57,Watford,Away,965943,471471,Imrân Louza,imran-louza,M,False,1.0,,6.0,17.0,25.0,41.0,1.0,,5.0,,,1.0,1.0,,,,5.0,3.0,,,2.0,,,,,,1.0,1.0,,90.0,,,,,,,,,11.0,,6.5,,,1.0,,2.0,3.0,,9.0,,24.0,26.0,47.0,2,2.0,60.0,2.0,,1.0,1.0
2021-22,9576225,20,57,Watford,Home,19343,40387,Dan Gosling,dan-gosling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576225,20,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,2.0,7.0,16.0,23.0,2.0,,5.0,,,,,,,,2.0,1.0,,,,,,,,,1.0,,,90.0,,2.0,,,,,,,4.0,,6.4,,,,4.0,,,,5.0,,10.0,17.0,27.0,0,1.0,36.0,,,,1.0
2021-22,9576225,20,57,Watford,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,2.0,5.0,12.0,17.0,1.0,2.0,8.0,,,,1.0,,,2.0,6.0,4.0,,,1.0,,,,,,2.0,1.0,,90.0,1.0,,,,,,,,12.0,,6.5,,,,3.0,2.0,,,2.0,,12.0,13.0,25.0,1,1.0,47.0,1.0,,1.0,
2021-22,9576225,20,57,Watford,Home,48563,69143,Juraj Kucka,juraj-kucka,M,False,1.0,,1.0,21.0,14.0,34.0,2.0,4.0,12.0,,,1.0,3.0,,,,7.0,12.0,,,2.0,,,,,,2.0,1.0,,90.0,,,,,,,,,17.0,,7.1,,,1.0,2.0,1.0,2.0,,2.0,,27.0,20.0,45.0,2,4.0,78.0,2.0,3.0,1.0,4.0
2021-22,9576225,20,57,Watford,Home,53739,54484,Kiko Femenía,kiko-femenia,D,False,,,2.0,6.0,3.0,9.0,,,4.0,,,,,,,,,1.0,,,,,,,,,1.0,,,40.0,,,,,,,,,12.0,,6.3,,,,1.0,,,,6.0,,9.0,6.0,15.0,0,,29.0,3.0,1.0,,
2021-22,9576225,20,57,Watford,Home,100621,78007,Joshua King,joshua-king,F,False,1.0,,,13.0,4.0,16.0,3.0,5.0,6.0,,1.0,,1.0,,,1.0,8.0,12.0,,,1.0,1.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,,17.0,,6.9,,,1.0,,5.0,2.0,,,,21.0,5.0,24.0,2,3.0,48.0,4.0,1.0,3.0,2.0
2021-22,9576225,20,57,Watford,Home,251907,,Ozan Tufan,ozan-tufan,M,False,,,,4.0,7.0,11.0,,1.0,3.0,,,,,,,,2.0,2.0,,,2.0,,,,,,,,,62.0,,,,,,,,,5.0,,6.3,,,,1.0,1.0,,,1.0,,7.0,9.0,16.0,0,,21.0,,,1.0,
2021-22,9576225,20,57,Watford,Home,259995,155651,Adam Masina,adam-masina,D,False,1.0,,2.0,8.0,6.0,13.0,2.0,2.0,3.0,,,1.0,2.0,,,,5.0,3.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,,17.0,,5.9,,,1.0,,,3.0,,9.0,,17.0,12.0,26.0,2,1.0,42.0,1.0,,,1.0
2021-22,9576225,20,57,Watford,Home,288019,154506,Daniel Bachmann,daniel-bachmann,G,False,,,7.0,6.0,7.0,13.0,,,6.0,,,,,,,,1.0,,,,1.0,,,,,,,,,90.0,,,,1.0,1.0,,,,10.0,1.0,5.4,2.0,2.0,,1.0,,,,17.0,,16.0,7.0,23.0,0,,27.0,,,,
2021-22,9576225,20,57,Watford,Home,319847,157775,Ken Sema,ken-sema,M,True,,,,1.0,,1.0,,,3.0,,,,1.0,,,1.0,4.0,,,,1.0,,,,,,,,,28.0,,,,,,,,,5.0,,6.0,,,,,1.0,1.0,,,,3.0,,2.0,0,,9.0,1.0,,,
2021-22,9576225,20,57,Watford,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576225,20,57,Watford,Home,805096,208973,Francisco Sierralta,francisco-sierralta,D,False,,,2.0,6.0,8.0,14.0,1.0,9.0,2.0,,,,1.0,,,,4.0,13.0,,,2.0,,,,,,3.0,,,90.0,1.0,1.0,,,,,,,18.0,,6.6,,,,8.0,,,,10.0,,20.0,12.0,32.0,1,2.0,55.0,,2.0,,1.0
2021-22,9576225,20,57,Watford,Home,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,1.0,,,11.0,1.0,11.0,2.0,,5.0,,1.0,,,,,4.0,8.0,5.0,,,,,1.0,,,,,,,90.0,2.0,,,,,,,,21.0,,6.8,,,,,3.0,4.0,,,,19.0,2.0,17.0,2,2.0,45.0,5.0,2.0,1.0,2.0
2021-22,9576225,20,57,Watford,Home,887055,244716,Cucho Hernández,cucho-hernandez,F,False,,,1.0,9.0,2.0,11.0,4.0,2.0,3.0,,,,,,,,4.0,4.0,,,,,,,,,,,,45.0,,,,,,,,,10.0,,6.5,,,1.0,,,,,4.0,,17.0,3.0,20.0,1,1.0,27.0,1.0,1.0,,1.0
2021-22,9576225,20,57,Watford,Home,965943,471471,Imrân Louza,imran-louza,M,True,2.0,,4.0,20.0,9.0,27.0,1.0,,8.0,,,,,,,,2.0,1.0,,,,,,,,,2.0,2.0,,50.0,,,,,,,,,11.0,,7.1,,,,,1.0,6.0,,5.0,,27.0,12.0,33.0,0,1.0,46.0,,,,
2021-22,9576225,20,57,Watford,Home,975079,475168,João Pedro,joao-pedro,F,True,,,1.0,7.0,2.0,9.0,1.0,,2.0,2.0,,2.0,,,,,2.0,5.0,,,1.0,,,,,,,3.0,,45.0,,,,,,,,,6.0,,7.7,,,1.0,,4.0,1.0,,1.0,,9.0,3.0,11.0,3,,26.0,3.0,1.0,4.0,
2021-22,9576225,20,57,Watford,Home,1004344,242183,James Morris,james-morris,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576225,20,57,Watford,Home,1167601,563883,Vincent Angelini,vincent-angelini,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576225,20,57,Watford,Home,1170160,468243,Kamil Conteh,kamil-conteh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576171,21,57,Watford,Home,19343,40387,Dan Gosling,dan-gosling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576171,21,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,1.0,4.0,13.0,17.0,2.0,,3.0,,,,,,,1.0,4.0,2.0,,,1.0,,,,,,,,,90.0,,3.0,,,,,,,9.0,,6.9,,,,4.0,,1.0,,4.0,,10.0,14.0,23.0,0,2.0,43.0,,,,
2021-22,9576171,21,57,Watford,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,,2.0,14.0,16.0,3.0,1.0,15.0,,,,,,,,4.0,2.0,,,,,,,,,,,,90.0,,1.0,,,,,,,9.0,,6.7,,,,4.0,2.0,,,1.0,,6.0,16.0,22.0,0,,36.0,2.0,,1.0,
2021-22,9576171,21,57,Watford,Home,46432,43250,Tom Cleverley,tom-cleverley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,6.4,,,,,,,,,,,,,0,,,,,,
2021-22,9576171,21,57,Watford,Home,48563,69143,Juraj Kucka,juraj-kucka,M,False,,,1.0,6.0,13.0,19.0,3.0,7.0,11.0,,,,,,,,5.0,13.0,,,1.0,,,,,,3.0,,,90.0,,,,,,,,,19.0,,7.0,,,,8.0,1.0,,,7.0,1.0,15.0,18.0,33.0,0,3.0,58.0,4.0,3.0,,2.0
2021-22,9576171,21,57,Watford,Home,100621,78007,Joshua King,joshua-king,F,False,,,,5.0,5.0,10.0,4.0,4.0,2.0,,,,,,,4.0,10.0,7.0,,,1.0,,,,,,,2.0,,90.0,1.0,,,,,,,,11.0,,7.0,,,1.0,2.0,2.0,1.0,,,,8.0,6.0,13.0,2,,29.0,1.0,2.0,1.0,
2021-22,9576171,21,57,Watford,Home,251907,,Ozan Tufan,ozan-tufan,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576171,21,57,Watford,Home,259995,155651,Adam Masina,adam-masina,D,False,,,2.0,5.0,14.0,19.0,2.0,1.0,6.0,,,,4.0,,,,7.0,3.0,,,1.0,,,,,,1.0,,,90.0,,,,,,,,,12.0,,6.0,,,,4.0,1.0,,,9.0,,11.0,17.0,28.0,0,1.0,44.0,1.0,,1.0,
2021-22,9576171,21,57,Watford,Home,288019,154506,Daniel Bachmann,daniel-bachmann,G,False,,,13.0,11.0,9.0,20.0,,,12.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,15.0,,8.2,3.0,9.0,,1.0,,,,28.0,,25.0,10.0,35.0,0,,50.0,,,,
2021-22,9576171,21,57,Watford,Home,319847,157775,Ken Sema,ken-sema,M,False,,,1.0,2.0,2.0,4.0,1.0,2.0,7.0,,,,2.0,,,,6.0,7.0,,,2.0,,,,,,2.0,1.0,,89.0,1.0,,,,,,,,11.0,,6.9,,,,,3.0,1.0,,3.0,,8.0,2.0,9.0,1,3.0,26.0,4.0,,2.0,1.0
2021-22,9576171,21,57,Watford,Home,338991,131304,William Troost-Ekong,william-troost-ekong,D,False,,,4.0,4.0,14.0,18.0,2.0,1.0,5.0,,,,1.0,,,,3.0,2.0,,,,,,,,,,,,90.0,,1.0,,,,,,,6.0,,6.6,,,,5.0,,,,9.0,,9.0,15.0,24.0,0,1.0,35.0,,,,
2021-22,9576171,21,57,Watford,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576171,21,57,Watford,Home,805096,208973,Francisco Sierralta,francisco-sierralta,D,False,,,,1.0,14.0,15.0,,4.0,1.0,,,,1.0,,,,1.0,6.0,,,,,,,,,2.0,,,90.0,,1.0,,,,,,,8.0,,7.2,,,,8.0,,,,3.0,,4.0,18.0,22.0,0,2.0,38.0,,,,1.0
2021-22,9576171,21,57,Watford,Home,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,,,,3.0,2.0,5.0,1.0,1.0,,,,,2.0,,,2.0,8.0,2.0,,,,,,,,,,,,45.0,1.0,,,,,,,,12.0,,6.2,,,,,4.0,,,,,6.0,4.0,10.0,1,,21.0,2.0,,1.0,
2021-22,9576171,21,57,Watford,Home,887055,244716,Cucho Hernández,cucho-hernandez,F,True,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576171,21,57,Watford,Home,965943,471471,Imrân Louza,imran-louza,M,False,1.0,,3.0,8.0,14.0,21.0,1.0,,5.0,,,,2.0,,,,3.0,9.0,,1.0,,,,,,,,1.0,,89.0,,,,,,,,,11.0,,7.3,,,,4.0,3.0,5.0,,5.0,,16.0,14.0,25.0,0,4.0,48.0,2.0,2.0,3.0,4.0
2021-22,9576171,21,57,Watford,Home,975079,475168,João Pedro,joao-pedro,F,True,,,,2.0,2.0,4.0,2.0,3.0,,,,,1.0,,,,5.0,6.0,,,,,,,,,,,,45.0,1.0,,,,,,,,9.0,,6.6,,,1.0,,3.0,1.0,,1.0,,6.0,2.0,7.0,2,,18.0,3.0,2.0,1.0,
2021-22,9576171,21,57,Watford,Home,991595,232391,Jeremy Ngakia,jeremy-ngakia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576171,21,57,Watford,Home,1004344,242183,James Morris,james-morris,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576171,21,57,Watford,Home,1167601,563883,Vincent Angelini,vincent-angelini,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576349,22,57,Watford,Away,10599,9089,Ben Foster,ben-foster,G,False,,1.0,9.0,5.0,10.0,15.0,,,4.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,12.0,1.0,6.4,,,,1.0,,,1.0,21.0,,11.0,16.0,27.0,0,,31.0,,,,
2021-22,9576349,22,57,Watford,Away,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,3.0,10.0,31.0,41.0,2.0,4.0,4.0,,,,,,,,3.0,7.0,,,1.0,,,,,,,1.0,,90.0,,,,,,,,,4.0,,7.2,,,,7.0,,,,5.0,,12.0,32.0,44.0,0,3.0,59.0,1.0,,,2.0
2021-22,9576349,22,57,Watford,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,,6.0,11.0,17.0,2.0,3.0,1.0,,1.0,,,,,2.0,5.0,5.0,,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,,11.0,,6.4,,,1.0,3.0,1.0,1.0,,1.0,,11.0,13.0,23.0,1,1.0,38.0,2.0,,1.0,
2021-22,9576349,22,57,Watford,Away,46432,43250,Tom Cleverley,tom-cleverley,M,True,,,,1.0,4.0,5.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,13.0,,,,,,,,,1.0,,6.5,,,,,,1.0,,,,2.0,4.0,5.0,0,,7.0,,,,
2021-22,9576349,22,57,Watford,Away,48563,69143,Juraj Kucka,juraj-kucka,M,False,,,2.0,13.0,12.0,25.0,3.0,1.0,7.0,,,1.0,3.0,,,,9.0,3.0,,,2.0,,,,,,2.0,1.0,,77.0,,,,,,,,,9.0,,6.4,,,,2.0,1.0,,,2.0,,15.0,14.0,29.0,1,,45.0,4.0,2.0,,
2021-22,9576349,22,57,Watford,Away,53739,54484,Kiko Femenía,kiko-femenia,D,True,1.0,,2.0,10.0,8.0,17.0,,,3.0,,,1.0,,,,,,2.0,,,,1.0,,,,,,1.0,,24.0,,,,,,,,,4.0,,7.2,,,,,,3.0,,3.0,,14.0,8.0,19.0,1,2.0,30.0,,,,1.0
2021-22,9576349,22,57,Watford,Away,58351,85624,Christian Kabasele,christian-kabasele,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576349,22,57,Watford,Away,100621,78007,Joshua King,joshua-king,F,False,1.0,,,11.0,8.0,18.0,10.0,3.0,4.0,,1.0,,1.0,,,4.0,18.0,7.0,,,3.0,,,,,,,3.0,,90.0,1.0,,,,,,,,13.0,,6.7,,,3.0,1.0,1.0,2.0,,,,14.0,9.0,21.0,4,1.0,42.0,3.0,3.0,,1.0
2021-22,9576349,22,57,Watford,Away,251907,,Ozan Tufan,ozan-tufan,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576349,22,57,Watford,Away,288019,154506,Daniel Bachmann,daniel-bachmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576349,22,57,Watford,Away,319847,157775,Ken Sema,ken-sema,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
