playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,substituteOn,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,setPiecesGoals,goalAssists,foulWonPenalty,oboxBlocked,cornersTakenInclShortCorners,cleanSheets,shotsOnTargetOutsideBox,goalsConcededOutsideBox,oboxTarget,tacklesLost,leftFootGoals,headedGoals,freekickTotal,attemptsFromSetPieces,throwInsToOwnPlayer,shotsBlockedOutsideBox,throwInsToOppositionPlayer,penaltiesConceded,clearancesOffTheLine,penaltiesTaken,penaltyGoals,ownGoalScored,otherGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,savesMade,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeFromInsideBox,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,goalkeeperSmother,drops,crossesNotClaimed,savesMadeParried
42996,Angel Rangel,Defender,Swansea,80,Spain,2015-16,79.0,11.0,1.3338,0.0,3.0,,,43.0,11.0,,176.0,23.0,4.0,20.0,257.0,36.0,1278.0,,2.0,3.0,61.0,11.0,,1821.0,,,25.0,106.0,40.0,70.0,956.0,28.4293,12.0,18.0,72.0,29.0,2.0,54.0,27.0,17.0,185.0,13.0,549.0,120.0,23.0,,4.0,538.0,26.0,36.0,2.0,124.0,36.0,0.0,1257.0,11.0,8.0,382.0,36.0,13.0,7.0,545.0,19.0,59.0,65.0,157.0,1890.0,4.0,1.0,36.0,494.0,10.0,1.0,0.841,6.0,81.0,66.0,,,,,1.0,,4.0,,3.0,,7.0,,,,,219.0,1.0,36.0,,,,,,,,,,,,,,,,,,,,,
19159,Ashley Williams,Defender,Swansea,80,Wales,2015-16,99.0,1.0,0.5762,0.0,2.0,6.0,1.7911,68.0,14.0,2.0,119.0,36.0,,36.0,282.0,2.0,1883.0,2.0,2.0,,126.0,1.0,2.0,3240.0,2.0,1.0,53.0,160.0,25.0,87.0,1426.0,47.1657,10.0,32.0,314.0,50.0,1.0,46.0,691.0,15.0,259.0,18.0,757.0,195.0,36.0,1.0,,554.0,46.0,2.0,1.0,133.0,73.0,0.0,1828.0,8.0,2.0,363.0,52.0,6.0,43.0,358.0,30.0,99.0,175.0,77.0,2511.0,,,104.0,1048.0,16.0,1.0,1.8924,8.0,163.0,83.0,,,1.0,,1.0,,9.0,2.0,4.0,2.0,16.0,,1.0,,,6.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
57145,Federico Fernández,Defender,Swansea,80,Argentina,2015-16,119.0,,0.723,0.0,2.0,2.0,0.5813,58.0,15.0,2.0,144.0,32.0,,32.0,258.0,2.0,1697.0,1.0,2.0,,147.0,,1.0,2880.0,1.0,,60.0,166.0,29.0,79.0,1356.0,41.8363,7.0,18.0,217.0,44.0,2.0,59.0,334.0,22.0,285.0,20.0,781.0,170.0,32.0,,,503.0,40.0,2.0,2.0,138.0,87.0,0.0,1660.0,13.0,,318.0,47.0,4.0,23.0,492.0,31.0,80.0,83.0,90.0,2187.0,,1.0,63.0,936.0,16.0,,1.6195,3.0,114.0,79.0,,,1.0,,,,8.0,,4.0,,11.0,,,,,6.0,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,
55313,Franck Tabanou,Defender,Swansea,80,France,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40145,Jack Cork,Defender,Swansea,80,England,2015-16,162.0,2.0,1.8126,0.0,7.0,6.0,1.7586,77.0,12.0,3.0,228.0,35.0,60.0,28.0,278.0,22.0,1712.0,1.0,2.0,7.0,114.0,2.0,2.0,2544.0,2.0,2.0,56.0,209.0,65.0,151.0,1355.0,32.3168,28.0,1.0,67.0,31.0,2.0,106.0,434.0,45.0,371.0,37.0,546.0,199.0,35.0,1.0,10.0,753.0,30.0,22.0,2.0,257.0,58.0,0.0,1674.0,6.0,11.0,399.0,56.0,32.0,12.0,444.0,29.0,83.0,79.0,288.0,2236.0,4.0,,21.0,683.0,16.0,2.0,0.9186,3.0,50.0,72.0,,,2.0,,5.0,,7.0,3.0,1.0,3.0,21.0,,,,,5.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,
80789,Jordi Amat,Defender,Swansea,80,Indonesia,2015-16,13.0,,0.1483,0.0,,,,7.0,1.0,,25.0,8.0,,5.0,39.0,,193.0,,,3.0,15.0,,,461.0,,,8.0,20.0,6.0,13.0,142.0,7.0733,1.0,2.0,28.0,5.0,,5.0,60.0,4.0,33.0,4.0,90.0,22.0,8.0,,,48.0,5.0,,,18.0,7.0,0.0,181.0,1.0,,52.0,7.0,2.0,3.0,37.0,4.0,16.0,12.0,6.0,270.0,1.0,,9.0,106.0,3.0,,0.5347,0.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59940,Kyle Bartley,Defender,Swansea,80,England,2015-16,8.0,,0.0078,0.0,,,,9.0,2.0,,14.0,5.0,,3.0,27.0,1.0,127.0,,,2.0,14.0,,,284.0,,,3.0,24.0,6.0,13.0,95.0,6.067,1.0,2.0,29.0,6.0,,5.0,26.0,4.0,32.0,2.0,58.0,13.0,5.0,,,26.0,6.0,1.0,,18.0,11.0,0.0,123.0,2.0,1.0,39.0,6.0,1.0,7.0,29.0,4.0,6.0,5.0,14.0,195.0,,,7.0,74.0,2.0,,0.1021,2.0,13.0,11.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49539,Kyle Naughton,Defender,Swansea,80,England,2015-16,103.0,12.0,1.6921,1.0,3.0,2.0,0.307,40.0,5.0,,149.0,27.0,5.0,19.0,228.0,52.0,1081.0,,,8.0,59.0,12.0,,1763.0,,,28.0,105.0,49.0,74.0,812.0,25.2189,17.0,14.0,65.0,26.0,2.0,75.0,80.0,21.0,208.0,21.0,444.0,105.0,27.0,,13.0,494.0,24.0,52.0,2.0,149.0,31.0,1.0,1068.0,3.0,7.0,391.0,26.0,13.0,2.0,393.0,23.0,48.0,41.0,164.0,1672.0,1.0,,49.0,371.0,10.0,2.0,0.2964,2.0,79.0,64.0,,,3.0,,1.0,1.0,4.0,2.0,2.0,2.0,14.0,,,,,197.0,1.0,35.0,,,,,,,,,,,,,,,,,,,,,
47390,Neil Taylor,Defender,Swansea,80,Wales,2015-16,124.0,15.0,1.174,0.0,6.0,,,41.0,3.0,,195.0,34.0,2.0,33.0,280.0,56.0,1284.0,,,1.0,58.0,17.0,,2947.0,,1.0,30.0,107.0,69.0,79.0,935.0,42.9044,15.0,17.0,69.0,46.0,1.0,94.0,458.0,27.0,231.0,25.0,533.0,158.0,34.0,,12.0,597.0,43.0,56.0,1.0,173.0,28.0,0.0,1258.0,3.0,12.0,460.0,32.0,12.0,11.0,61.0,38.0,63.0,69.0,232.0,2028.0,1.0,,48.0,424.0,18.0,2.0,0.2513,4.0,85.0,83.0,,,1.0,1.0,5.0,,8.0,,3.0,,9.0,,,,,260.0,5.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,
96306,Stephen Kingsley,Defender,Swansea,80,Scotland,2015-16,11.0,3.0,0.5365,0.0,,,,5.0,1.0,,14.0,4.0,1.0,4.0,26.0,8.0,110.0,,,,7.0,7.0,,356.0,,,4.0,17.0,6.0,14.0,78.0,5.1276,1.0,4.0,20.0,3.0,,7.0,31.0,3.0,28.0,3.0,48.0,11.0,4.0,,1.0,56.0,3.0,10.0,,21.0,3.0,0.0,106.0,1.0,,47.0,2.0,6.0,4.0,2.0,2.0,1.0,6.0,29.0,208.0,1.0,,9.0,35.0,,,0.0269,0.0,12.0,10.0,,,1.0,,,4.0,,,,,3.0,,,,,24.0,,1.0,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,
