season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089878,1,80,Swansea_City,Away,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2016-17,7089878,1,80,Swansea_City,Away,32821,49539,Kyle Naughton,kyle-naughton,D,False,2.0,,4.0,24.0,13.0,35.0,1.0,3.0,5.0,,,,1.0,,,2.0,4.0,11.0,,,,,,,,4.0,1.0,90.0,,,,,,,,15.0,,8.0,,,,,4.0,2.0,4.0,,6.0,,29.0,20.0,45.0,0,6.0,79.0,,,2.0,4.0
2016-17,7089878,1,80,Swansea_City,Away,38393,57145,Federico Fernández,federico-fernandez,D,False,,,3.0,10.0,15.0,25.0,1.0,5.0,4.0,,1.0,,1.0,,,,4.0,7.0,,,2.0,,,,,5.0,,90.0,,,,,,,,8.0,,7.4,,,1.0,,12.0,,,,3.0,,14.0,18.0,32.0,1,2.0,53.0,1.0,,,2.0
2016-17,7089878,1,80,Swansea_City,Away,106273,80789,Jordi Amat,jordi-amat,D,False,,,4.0,2.0,22.0,24.0,3.0,3.0,3.0,,,,,,,1.0,7.0,3.0,,,3.0,,,,,3.0,,90.0,1.0,,,,,,,7.0,,7.2,,,,,11.0,,,,8.0,,7.0,23.0,30.0,1,,47.0,,,,
2016-17,7089878,1,80,Swansea_City,Away,151118,96306,Stephen Kingsley,stephen-kingsley,D,False,,,4.0,14.0,13.0,27.0,2.0,1.0,8.0,,,,,,,,2.0,5.0,,,,,,,,2.0,,90.0,1.0,,,,,,,12.0,,7.9,,,1.0,,8.0,,2.0,,8.0,,21.0,15.0,34.0,2,4.0,62.0,1.0,,,3.0
2016-17,7089878,1,80,Swansea_City,Away,152414,97615,Mike Van der Hoorn,mike-van-der-hoorn,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090015,2,80,Swansea_City,Home,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090015,2,80,Swansea_City,Home,32821,49539,Kyle Naughton,kyle-naughton,D,False,3.0,,2.0,52.0,15.0,64.0,1.0,3.0,6.0,,,3.0,1.0,,,2.0,4.0,8.0,,,,,,,,1.0,3.0,90.0,,1.0,,,,,,17.0,,7.4,,,2.0,,3.0,1.0,7.0,,4.0,,63.0,16.0,72.0,5,4.0,109.0,2.0,,1.0,3.0
2016-17,7090015,2,80,Swansea_City,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,2.0,29.0,27.0,56.0,1.0,3.0,11.0,,,,,,,1.0,4.0,3.0,,,2.0,,,,,2.0,,90.0,,1.0,,,,,,9.0,,6.7,,,1.0,,4.0,,,,3.0,,37.0,27.0,64.0,1,,74.0,,,,
2016-17,7090015,2,80,Swansea_City,Home,106273,80789,Jordi Amat,jordi-amat,D,False,,,5.0,22.0,39.0,61.0,4.0,5.0,5.0,,,,,,,,4.0,8.0,,,,,,,,3.0,,90.0,1.0,2.0,,,,,,5.0,,7.7,,,,,7.0,,,,5.0,,26.0,39.0,65.0,1,2.0,85.0,1.0,1.0,,2.0
2016-17,7090015,2,80,Swansea_City,Home,151118,96306,Stephen Kingsley,stephen-kingsley,D,False,1.0,,1.0,25.0,12.0,36.0,,2.0,5.0,,,,,,,,1.0,5.0,,,,,,,,,,90.0,,1.0,,,,,,15.0,,6.9,,,1.0,,1.0,3.0,4.0,,5.0,,36.0,14.0,46.0,1,1.0,63.0,,,2.0,1.0
2016-17,7090015,2,80,Swansea_City,Home,152414,97615,Mike Van der Hoorn,mike-van-der-hoorn,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090023,3,80,Swansea_City,Away,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090023,3,80,Swansea_City,Away,32821,49539,Kyle Naughton,kyle-naughton,D,False,,,3.0,17.0,19.0,36.0,1.0,3.0,7.0,,,,2.0,,,2.0,6.0,5.0,,,1.0,,,,,3.0,,90.0,,2.0,,,,,,15.0,,6.9,,,,,8.0,,1.0,,8.0,,25.0,21.0,45.0,0,2.0,81.0,,,,2.0
