season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767930,1,80,Swansea_City,Away,20204,19159,Ashley Williams,ashley-williams,D,False,,,1.0,5.0,25.0,30.0,1.0,2.0,3.0,,,,1.0,,,,3.0,6.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,6.6,,,,,3.0,,,,8.0,,12.0,27.0,39.0,0,4.0,52.0,,1.0,
2015-16,6767930,1,80,Swansea_City,Away,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767930,1,80,Swansea_City,Away,32821,49539,Kyle Naughton,kyle-naughton,D,False,,,1.0,15.0,15.0,30.0,1.0,3.0,,,,,1.0,,,2.0,5.0,8.0,,,1.0,,,,,,,,90.0,,,,,,,6.3,,,,,2.0,2.0,3.0,,2.0,,21.0,19.0,37.0,0,4.0,67.0,3.0,,1.0
2015-16,6767930,1,80,Swansea_City,Away,38393,57145,Federico Fernández,federico-fernandez,D,False,,,2.0,6.0,18.0,24.0,1.0,4.0,5.0,,,,2.0,,,,4.0,7.0,,,1.0,,,,,2.0,,,90.0,,,1.0,,,,6.6,,,1.0,,8.0,,,,5.0,,9.0,19.0,28.0,1,3.0,46.0,1.0,,
2015-16,6767930,1,80,Swansea_City,Away,39068,55313,Franck Tabanou,franck-tabanou,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767930,1,80,Swansea_City,Away,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767943,2,80,Swansea_City,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,5.0,44.0,58.0,102.0,,1.0,8.0,,,,1.0,,,,1.0,4.0,,,,,,,,2.0,,,90.0,,,,,,,7.6,,,,,5.0,,,,7.0,,47.0,58.0,105.0,0,3.0,116.0,,,
2015-16,6767943,2,80,Swansea_City,Home,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767943,2,80,Swansea_City,Home,32821,49539,Kyle Naughton,kyle-naughton,D,False,,,3.0,29.0,25.0,54.0,1.0,2.0,2.0,,,,,,,,4.0,9.0,,,1.0,,,,,1.0,2.0,,90.0,1.0,,,,,,7.6,,,,,4.0,4.0,3.0,,5.0,,38.0,25.0,60.0,1,3.0,91.0,1.0,2.0,2.0
2015-16,6767943,2,80,Swansea_City,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,5.0,45.0,52.0,97.0,1.0,2.0,3.0,,,,,,,,1.0,2.0,,,,,,,,1.0,1.0,,90.0,,,,,,,7.4,,,,,5.0,,,,5.0,,49.0,52.0,101.0,0,,109.0,,,
2015-16,6767943,2,80,Swansea_City,Home,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767959,3,80,Swansea_City,Away,20204,19159,Ashley Williams,ashley-williams,D,False,,,4.0,19.0,27.0,46.0,3.0,4.0,7.0,,,,,,,,3.0,5.0,,,,,,,,4.0,,,90.0,,2.0,,,,,7.3,,,,,13.0,,,,9.0,,24.0,28.0,52.0,0,1.0,73.0,,,
2015-16,6767959,3,80,Swansea_City,Away,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767959,3,80,Swansea_City,Away,32821,49539,Kyle Naughton,kyle-naughton,D,False,3.0,,,39.0,15.0,51.0,1.0,,9.0,,,,4.0,,,,8.0,5.0,,,1.0,1.0,,,,1.0,5.0,,90.0,,,,,,,6.9,,,,,,3.0,4.0,,3.0,,46.0,15.0,57.0,0,2.0,85.0,2.0,2.0,1.0
2015-16,6767959,3,80,Swansea_City,Away,38393,57145,Federico Fernández,federico-fernandez,D,False,,,,11.0,32.0,43.0,2.0,5.0,6.0,,,,,,,,3.0,7.0,1.0,,1.0,,,,,5.0,,,90.0,,,,,,,6.6,,,1.0,,5.0,1.0,,,9.0,,21.0,34.0,55.0,1,1.0,69.0,1.0,,1.0
2015-16,6767959,3,80,Swansea_City,Away,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768037,4,80,Swansea_City,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,3.0,7.0,14.0,21.0,2.0,5.0,4.0,,,,,,,,3.0,8.0,,,1.0,,,,,5.0,,2.0,90.0,,,,,,,7.7,,,,,15.0,,,,7.0,,12.0,15.0,27.0,0,2.0,50.0,,1.0,
2015-16,6768037,4,80,Swansea_City,Home,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768037,4,80,Swansea_City,Home,32821,49539,Kyle Naughton,kyle-naughton,D,False,,,1.0,12.0,19.0,31.0,2.0,2.0,9.0,,,,2.0,,,,7.0,5.0,,,3.0,,,,,3.0,,,90.0,,,,,,,6.5,,,,,5.0,,,,4.0,,18.0,21.0,39.0,0,1.0,62.0,,2.0,
2015-16,6768037,4,80,Swansea_City,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,5.0,8.0,28.0,36.0,3.0,3.0,5.0,,,,1.0,,,,4.0,5.0,,,,,,,,2.0,,,90.0,,,,,,,6.7,,,,,6.0,,,,13.0,,18.0,32.0,50.0,0,1.0,62.0,1.0,1.0,
2015-16,6768037,4,80,Swansea_City,Home,39068,55313,Franck Tabanou,franck-tabanou,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768037,4,80,Swansea_City,Home,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,
2015-16,6768044,5,80,Swansea_City,Away,20204,19159,Ashley Williams,ashley-williams,D,False,,,4.0,18.0,36.0,54.0,2.0,2.0,5.0,,,,1.0,,,,3.0,3.0,,2.0,1.0,,,,,1.0,,,90.0,,3.0,,,,,6.5,,,,,10.0,,,,6.0,,20.0,37.0,57.0,0,1.0,75.0,1.0,,
2015-16,6768044,5,80,Swansea_City,Away,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768044,5,80,Swansea_City,Away,32821,49539,Kyle Naughton,kyle-naughton,D,False,,,3.0,25.0,20.0,45.0,1.0,,3.0,,,,,,,,3.0,3.0,,,2.0,,,,,2.0,1.0,,90.0,,,,,,,7.0,,,,,5.0,1.0,3.0,,5.0,,35.0,24.0,56.0,0,2.0,80.0,1.0,,1.0
2015-16,6768044,5,80,Swansea_City,Away,38393,57145,Federico Fernández,federico-fernandez,D,False,,,3.0,19.0,26.0,45.0,1.0,4.0,3.0,,1.0,,1.0,,,,3.0,4.0,,,1.0,,,,,2.0,,,90.0,,,,,,,6.7,,,2.0,,8.0,,,,7.0,,25.0,27.0,52.0,2,,70.0,2.0,,
2015-16,6768044,5,80,Swansea_City,Away,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768066,6,80,Swansea_City,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,,9.0,22.0,31.0,,1.0,2.0,,,,,1.0,,,1.0,5.0,,,1.0,,,,,2.0,,,90.0,,4.0,,,,,7.7,,,,,9.0,,,,3.0,,13.0,22.0,35.0,0,4.0,54.0,,,
2015-16,6768066,6,80,Swansea_City,Home,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768066,6,80,Swansea_City,Home,32821,49539,Kyle Naughton,kyle-naughton,D,False,1.0,,3.0,25.0,27.0,51.0,2.0,2.0,15.0,,,,3.0,,,1.0,7.0,7.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,7.2,,,,,3.0,,3.0,,12.0,,40.0,34.0,71.0,0,3.0,106.0,1.0,2.0,
2015-16,6768066,6,80,Swansea_City,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,,13.0,27.0,40.0,,2.0,4.0,,,,1.0,,,,2.0,7.0,,,1.0,,,,,3.0,,,90.0,,,,,,,7.5,,,1.0,,2.0,,,,2.0,,18.0,28.0,46.0,1,5.0,58.0,,,
2015-16,6768066,6,80,Swansea_City,Home,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768071,7,80,Swansea_City,Away,20204,19159,Ashley Williams,ashley-williams,D,False,,,5.0,20.0,25.0,45.0,2.0,2.0,8.0,,,,,,,,2.0,2.0,,,1.0,,,,,3.0,1.0,,90.0,,3.0,,,,,6.6,,,,,5.0,,,,8.0,1.0,27.0,27.0,54.0,0,,65.0,,,
2015-16,6768071,7,80,Swansea_City,Away,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768071,7,80,Swansea_City,Away,32821,49539,Kyle Naughton,kyle-naughton,D,False,,,1.0,21.0,16.0,37.0,2.0,2.0,4.0,,,,1.0,,,1.0,4.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,5.7,,,,,1.0,,8.0,,5.0,,39.0,23.0,54.0,0,,81.0,,2.0,
2015-16,6768071,7,80,Swansea_City,Away,38393,57145,Federico Fernández,federico-fernandez,D,False,,,1.0,15.0,29.0,44.0,3.0,2.0,4.0,,,,,,,,5.0,4.0,,,3.0,,,,,1.0,,,90.0,,,,,,,6.5,,,,,6.0,,,,1.0,1.0,17.0,31.0,48.0,0,2.0,59.0,,,
2015-16,6768071,7,80,Swansea_City,Away,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768092,8,80,Swansea_City,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,6.0,8.0,26.0,34.0,1.0,2.0,5.0,,,,,,,1.0,3.0,4.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,7.0,,,,,10.0,1.0,,,8.0,1.0,10.0,29.0,39.0,0,1.0,56.0,,,1.0
2015-16,6768092,8,80,Swansea_City,Home,27463,42996,Àngel Rangel,angel-rangel,D,False,,,6.0,20.0,27.0,47.0,1.0,1.0,6.0,,,,1.0,,,,3.0,3.0,,,,,,,,3.0,,,90.0,,,,,,,6.6,,,,,3.0,1.0,3.0,,13.0,,35.0,32.0,64.0,0,2.0,88.0,,,
2015-16,6768092,8,80,Swansea_City,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,3.0,3.0,28.0,31.0,,1.0,6.0,,,,2.0,,,,3.0,5.0,,,1.0,,,,1.0,2.0,,,90.0,1.0,2.0,,,,,6.6,,,,,2.0,,1.0,,6.0,,7.0,33.0,39.0,1,2.0,53.0,,2.0,
2015-16,6768092,8,80,Swansea_City,Home,39068,55313,Franck Tabanou,franck-tabanou,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768092,8,80,Swansea_City,Home,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768104,9,80,Swansea_City,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,4.0,41.0,40.0,81.0,1.0,1.0,4.0,,,,1.0,,,,3.0,3.0,,,2.0,,,,,3.0,,,90.0,,1.0,,1.0,,,6.6,,,,,5.0,,,,5.0,,43.0,40.0,83.0,0,2.0,97.0,1.0,,
2015-16,6768104,9,80,Swansea_City,Home,27463,42996,Àngel Rangel,angel-rangel,D,False,,,4.0,21.0,32.0,53.0,3.0,1.0,8.0,,,,,,,3.0,6.0,3.0,,,,,,,,3.0,,,90.0,,,,,,,6.8,,,,,4.0,,1.0,,7.0,,26.0,33.0,58.0,0,2.0,92.0,3.0,,
2015-16,6768104,9,80,Swansea_City,Home,32821,49539,Kyle Naughton,kyle-naughton,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768104,9,80,Swansea_City,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,,30.0,44.0,74.0,1.0,6.0,6.0,,,,1.0,,,,3.0,9.0,,,1.0,,,,,,,,90.0,,,,,,,6.8,,,,,4.0,1.0,,,2.0,,41.0,44.0,85.0,0,1.0,95.0,,3.0,1.0
2015-16,6768104,9,80,Swansea_City,Home,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768098,10,80,Swansea_City,Away,20204,19159,Ashley Williams,ashley-williams,D,False,,,2.0,8.0,18.0,26.0,1.0,,6.0,,,,,,,,1.0,2.0,,,,,,,,4.0,,,90.0,,1.0,,,,,6.9,,,,,5.0,,,,7.0,,14.0,22.0,36.0,0,2.0,48.0,,,
2015-16,6768098,10,80,Swansea_City,Away,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768098,10,80,Swansea_City,Away,32821,49539,Kyle Naughton,kyle-naughton,D,False,1.0,,3.0,25.0,19.0,43.0,2.0,6.0,3.0,1.0,,,,,,2.0,5.0,7.0,,,1.0,1.0,,,,3.0,1.0,,90.0,,,,,,,7.1,,,,,3.0,,4.0,,6.0,,41.0,20.0,57.0,0,1.0,88.0,3.0,,
2015-16,6768098,10,80,Swansea_City,Away,38393,57145,Federico Fernández,federico-fernandez,D,False,,,3.0,9.0,21.0,30.0,3.0,3.0,4.0,,1.0,,,,,,3.0,4.0,,,,,,,,3.0,,,90.0,,,,,,,6.8,,,1.0,,7.0,,,,7.0,,17.0,21.0,38.0,1,,50.0,,1.0,
2015-16,6768098,10,80,Swansea_City,Away,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768110,11,80,Swansea_City,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,6.0,14.0,62.0,76.0,2.0,1.0,5.0,,,,,,,,3.0,2.0,,,1.0,,,,,1.0,,,90.0,1.0,1.0,,,,,6.6,,,,,2.0,,,,8.0,,15.0,64.0,79.0,1,,88.0,1.0,1.0,
2015-16,6768110,11,80,Swansea_City,Home,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768110,11,80,Swansea_City,Home,32821,49539,Kyle Naughton,kyle-naughton,D,False,,,2.0,25.0,21.0,46.0,1.0,2.0,2.0,,,,,,,,3.0,5.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,6.4,,,,,1.0,2.0,5.0,,7.0,,40.0,28.0,63.0,0,1.0,92.0,1.0,1.0,1.0
2015-16,6768110,11,80,Swansea_City,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,4.0,16.0,43.0,59.0,,2.0,6.0,,,,,,,,2.0,3.0,,,2.0,,,,,2.0,,,90.0,,,,,,,6.4,,,,,1.0,,1.0,,8.0,,23.0,46.0,68.0,0,1.0,76.0,,,
2015-16,6768110,11,80,Swansea_City,Home,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768125,12,80,Swansea_City,Away,20204,19159,Ashley Williams,ashley-williams,D,False,,,10.0,31.0,57.0,88.0,2.0,2.0,4.0,,,,,,,,2.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,7.3,,,,,5.0,1.0,,,11.0,,35.0,58.0,93.0,0,1.0,101.0,,,1.0
2015-16,6768125,12,80,Swansea_City,Away,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768125,12,80,Swansea_City,Away,32821,49539,Kyle Naughton,kyle-naughton,D,False,,,2.0,27.0,24.0,51.0,1.0,4.0,4.0,,,,,,,2.0,6.0,8.0,,,2.0,,,,,1.0,,,90.0,,,,,,,6.6,,,,,2.0,2.0,,,5.0,,35.0,26.0,61.0,0,2.0,86.0,1.0,1.0,1.0
2015-16,6768125,12,80,Swansea_City,Away,38393,57145,Federico Fernández,federico-fernandez,D,False,,,2.0,41.0,49.0,90.0,3.0,4.0,8.0,,,,1.0,,,1.0,5.0,7.0,,,,,,,,4.0,,,90.0,,,,,,,6.9,,,,,4.0,,,,9.0,,49.0,54.0,103.0,0,2.0,117.0,1.0,1.0,
2015-16,6768125,12,80,Swansea_City,Away,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768131,13,80,Swansea_City,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,5.0,19.0,25.0,44.0,1.0,1.0,6.0,,,,3.0,,,,4.0,3.0,,,,,,,,7.0,,,90.0,,2.0,,,,,6.9,,,,,10.0,,,,12.0,,28.0,27.0,55.0,0,1.0,78.0,1.0,1.0,
2015-16,6768131,13,80,Swansea_City,Home,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768131,13,80,Swansea_City,Home,32821,49539,Kyle Naughton,kyle-naughton,D,False,1.0,,4.0,19.0,13.0,31.0,1.0,1.0,3.0,,,,4.0,,,1.0,8.0,4.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,6.3,,,,,5.0,1.0,2.0,,8.0,,32.0,16.0,46.0,0,3.0,79.0,3.0,,
2015-16,6768131,13,80,Swansea_City,Home,38393,57145,Federico Fernández,federico-fernandez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
