season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768131,13,80,Swansea_City,Home,40671,59940,Kyle Bartley,kyle-bartley,D,False,,,1.0,8.0,17.0,25.0,,2.0,5.0,,,,,,,,2.0,8.0,,,2.0,,,,,3.0,1.0,,90.0,,2.0,,,,,7.7,,,1.0,,15.0,1.0,,,4.0,,12.0,22.0,34.0,1,4.0,63.0,1.0,1.0,1.0
2015-16,6768148,14,80,Swansea_City,Away,20204,19159,Ashley Williams,ashley-williams,D,False,,,11.0,11.0,28.0,39.0,,5.0,4.0,,,,,,,,,6.0,,,,,,,,,1.0,,90.0,,1.0,,,,,7.4,,,1.0,,9.0,,,,14.0,,13.0,36.0,49.0,1,1.0,63.0,,,
2015-16,6768148,14,80,Swansea_City,Away,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768148,14,80,Swansea_City,Away,32821,49539,Kyle Naughton,kyle-naughton,D,False,1.0,,1.0,33.0,22.0,54.0,1.0,,3.0,,,,,,,2.0,4.0,8.0,,,1.0,,,,,8.0,1.0,,90.0,,1.0,,,,,7.7,,,,,4.0,,5.0,,6.0,,49.0,24.0,68.0,0,5.0,112.0,,3.0,
2015-16,6768148,14,80,Swansea_City,Away,38393,57145,Federico Fernández,federico-fernandez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768148,14,80,Swansea_City,Away,40671,59940,Kyle Bartley,kyle-bartley,D,False,,,2.0,6.0,21.0,27.0,1.0,2.0,3.0,,,,1.0,,,,4.0,3.0,,,2.0,,,,1.0,1.0,,,90.0,,1.0,,,,,6.6,,,1.0,,4.0,,1.0,,6.0,,12.0,22.0,33.0,1,1.0,47.0,1.0,1.0,
2015-16,6768159,15,80,Swansea_City,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,6.0,18.0,47.0,65.0,2.0,5.0,9.0,,,,,,,,2.0,6.0,,,,,,,,5.0,,,90.0,,3.0,,,,,7.1,,,1.0,,9.0,,,,11.0,,26.0,48.0,74.0,1,,97.0,1.0,1.0,
2015-16,6768159,15,80,Swansea_City,Home,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768159,15,80,Swansea_City,Home,32821,49539,Kyle Naughton,kyle-naughton,D,False,,,2.0,29.0,24.0,53.0,2.0,1.0,9.0,,,,1.0,,,2.0,6.0,6.0,,,,,,,,7.0,,,90.0,,,,,,,6.7,,,1.0,,5.0,1.0,3.0,,8.0,,49.0,26.0,72.0,1,4.0,112.0,,1.0,
2015-16,6768159,15,80,Swansea_City,Home,38393,57145,Federico Fernández,federico-fernandez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768159,15,80,Swansea_City,Home,40671,59940,Kyle Bartley,kyle-bartley,D,False,,,2.0,11.0,34.0,45.0,2.0,5.0,4.0,,,,,,,,2.0,11.0,,1.0,,,,,,2.0,,,90.0,,3.0,,,,,6.9,,,,,8.0,,,,5.0,,15.0,38.0,53.0,0,4.0,75.0,2.0,2.0,
2015-16,6768153,16,80,Swansea_City,Away,20204,19159,Ashley Williams,ashley-williams,D,False,,,6.0,9.0,35.0,44.0,2.0,2.0,4.0,,,,1.0,,,,3.0,2.0,,,,,,,,2.0,1.0,,90.0,,1.0,,,,,6.6,,,,,4.0,,,,10.0,,16.0,38.0,54.0,0,,62.0,,,
2015-16,6768153,16,80,Swansea_City,Away,27463,42996,Àngel Rangel,angel-rangel,D,False,1.0,,10.0,31.0,35.0,65.0,,2.0,6.0,,,1.0,,,,2.0,3.0,4.0,,,1.0,,,,,,,,90.0,,,,,,,6.7,,,,,3.0,,3.0,,12.0,1.0,40.0,38.0,75.0,1,1.0,102.0,,1.0,
2015-16,6768153,16,80,Swansea_City,Away,32821,49539,Kyle Naughton,kyle-naughton,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768153,16,80,Swansea_City,Away,38393,57145,Federico Fernández,federico-fernandez,D,False,,,6.0,10.0,53.0,63.0,1.0,2.0,3.0,,,,,,,1.0,3.0,3.0,,,1.0,1.0,,,,2.0,1.0,,90.0,,,,,,,7.2,,,1.0,,5.0,,,,8.0,,15.0,53.0,68.0,1,1.0,79.0,,,
2015-16,6768153,16,80,Swansea_City,Away,106273,80789,Jordi Amat,jordi-amat,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768169,17,80,Swansea_City,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,2.0,28.0,50.0,78.0,3.0,3.0,6.0,,,,,,,,3.0,9.0,,,,,,,,2.0,1.0,,90.0,,2.0,,,,,7.9,,,1.0,,6.0,2.0,,,9.0,,34.0,56.0,90.0,1,4.0,108.0,,,2.0
2015-16,6768169,17,80,Swansea_City,Home,27463,42996,Àngel Rangel,angel-rangel,D,False,,,4.0,38.0,28.0,66.0,,1.0,5.0,,,,,,,1.0,1.0,4.0,,1.0,,,,,,,1.0,,69.0,,,,,,,7.0,,,,,1.0,,1.0,,6.0,,46.0,29.0,74.0,0,3.0,94.0,1.0,,
2015-16,6768169,17,80,Swansea_City,Home,32821,49539,Kyle Naughton,kyle-naughton,D,True,1.0,,,6.0,7.0,12.0,1.0,,3.0,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,21.0,,,,,,,6.7,,,1.0,,3.0,,2.0,,1.0,,10.0,10.0,18.0,1,,34.0,,,
2015-16,6768169,17,80,Swansea_City,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,4.0,43.0,43.0,86.0,2.0,6.0,11.0,,,1.0,1.0,,,,4.0,9.0,,,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,7.7,,,1.0,,6.0,,,,8.0,,50.0,47.0,97.0,2,2.0,112.0,,1.0,
2015-16,6768169,17,80,Swansea_City,Home,106273,80789,Jordi Amat,jordi-amat,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768182,18,80,Swansea_City,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,4.0,11.0,26.0,37.0,1.0,1.0,7.0,,,,,,,,3.0,5.0,,,2.0,,,,,4.0,,,90.0,,1.0,,,,,7.7,,,,,12.0,,,,7.0,,18.0,28.0,46.0,0,2.0,67.0,,2.0,
