season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896967,1,3,Arsenal,Away,31417,47431,Willian,willian,M,False,1.0,,4.0,19.0,7.0,25.0,1.0,,5.0,1.0,1.0,,,,,1.0,2.0,,,1.0,2.0,,,1.0,,3.0,,75.0,1.0,,,,,,,5.0,,8.1,,,1.0,,1.0,,4.0,,5.0,,23.0,7.0,26.0,2,,37.0,1.0,2.0,,
2020-21,8896967,1,3,Arsenal,Away,117777,84450,Granit Xhaka,granit-xhaka,M,False,,,3.0,29.0,26.0,55.0,,,3.0,,,2.0,,,1.0,1.0,3.0,,,,,,,,1.0,1.0,,78.0,,,,,,,,6.0,,7.3,,,2.0,,,,1.0,,5.0,,34.0,26.0,59.0,4,2.0,70.0,,1.0,,1.0
2020-21,8896967,1,3,Arsenal,Away,159675,153256,Mohamed Elneny,mohamed-elneny,M,False,,,5.0,28.0,32.0,60.0,1.0,,4.0,,,1.0,1.0,,,2.0,1.0,,,,,,,,5.0,,,90.0,,,,,,,,3.0,,7.0,,,,,,,,,7.0,,30.0,33.0,63.0,1,,70.0,,1.0,,
2020-21,8896967,1,3,Arsenal,Away,547838,182539,Dani Ceballos,dani-ceballos,M,True,,,1.0,7.0,7.0,14.0,,,2.0,,,,,,,,2.0,,,,,,,,1.0,,,12.0,,,,,,,,4.0,,6.9,,,,,,1.0,,,1.0,,10.0,8.0,18.0,0,1.0,22.0,,,1.0,1.0
2020-21,8896967,1,3,Arsenal,Away,888550,200089,Joe Willock,joe-willock,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896947,2,3,Arsenal,Home,31417,47431,Willian,willian,M,False,,,1.0,23.0,10.0,33.0,1.0,1.0,3.0,,,,,,,1.0,3.0,,,,,,,,,1.0,,64.0,,,,,,,,15.0,,7.0,,,,,1.0,1.0,2.0,,3.0,,32.0,13.0,43.0,0,1.0,56.0,2.0,,1.0,
2020-21,8896947,2,3,Arsenal,Home,117777,84450,Granit Xhaka,granit-xhaka,M,False,,,15.0,58.0,48.0,106.0,2.0,2.0,4.0,,,,,,1.0,4.0,7.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,15.0,,7.1,,,,,2.0,1.0,,,20.0,,67.0,51.0,118.0,0,,132.0,,5.0,,
2020-21,8896947,2,3,Arsenal,Home,159675,153256,Mohamed Elneny,mohamed-elneny,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896947,2,3,Arsenal,Home,547838,182539,Dani Ceballos,dani-ceballos,M,False,1.0,,4.0,57.0,37.0,93.0,1.0,3.0,8.0,1.0,,1.0,,,,4.0,9.0,,,2.0,1.0,,,,4.0,1.0,,90.0,,2.0,,,,,,13.0,,8.4,,,,,3.0,3.0,1.0,,5.0,,66.0,38.0,103.0,1,3.0,127.0,2.0,1.0,2.0,1.0
2020-21,8896947,2,3,Arsenal,Home,888550,200089,Joe Willock,joe-willock,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896930,3,3,Arsenal,Away,31417,47431,Willian,willian,M,False,,,2.0,5.0,4.0,9.0,,1.0,1.0,1.0,,,,,2.0,3.0,2.0,,,1.0,,,,,,1.0,,68.0,,,,,,,,5.0,,6.9,,,,,,,1.0,,2.0,1.0,7.0,5.0,11.0,0,,18.0,,1.0,,
2020-21,8896930,3,3,Arsenal,Away,117777,84450,Granit Xhaka,granit-xhaka,M,False,,,1.0,6.0,17.0,23.0,,,6.0,,,,,,,1.0,3.0,,,1.0,,,,,1.0,,,60.0,,,,,,,,12.0,,6.6,,,,,3.0,,,,3.0,,13.0,21.0,34.0,0,1.0,43.0,1.0,2.0,,1.0
2020-21,8896930,3,3,Arsenal,Away,159675,153256,Mohamed Elneny,mohamed-elneny,M,False,,,1.0,3.0,27.0,30.0,2.0,,7.0,,,,1.0,,1.0,4.0,3.0,,,,,,,,2.0,,,90.0,,,,,,,,4.0,,6.5,,,,,1.0,1.0,,,1.0,,4.0,28.0,32.0,0,1.0,42.0,,1.0,1.0,1.0
2020-21,8896930,3,3,Arsenal,Away,547838,182539,Dani Ceballos,dani-ceballos,M,True,,,,3.0,10.0,13.0,,,5.0,1.0,,,1.0,,1.0,3.0,4.0,,,1.0,,,,,,1.0,,30.0,,,,,,,,8.0,,6.9,,,,,,1.0,1.0,,1.0,,7.0,12.0,18.0,0,1.0,27.0,1.0,2.0,1.0,1.0
2020-21,8896901,4,3,Arsenal,Home,31417,47431,Willian,willian,M,False,,,4.0,36.0,16.0,52.0,,1.0,2.0,,,,,,,,2.0,,,,,,,,1.0,,,90.0,,,,,,,,15.0,,7.0,,,,,1.0,1.0,4.0,,5.0,,46.0,17.0,59.0,0,,72.0,4.0,,1.0,
2020-21,8896901,4,3,Arsenal,Home,117777,84450,Granit Xhaka,granit-xhaka,M,True,,,1.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,1.0,,6.4,,,,,1.0,,,,2.0,,1.0,5.0,6.0,0,,7.0,,,,
2020-21,8896901,4,3,Arsenal,Home,159675,153256,Mohamed Elneny,mohamed-elneny,M,False,,,2.0,42.0,38.0,80.0,2.0,1.0,6.0,,,,,,,2.0,2.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,4.0,,7.1,,,,,3.0,,,,4.0,,44.0,39.0,83.0,0,1.0,93.0,1.0,,,1.0
2020-21,8896901,4,3,Arsenal,Home,547838,182539,Dani Ceballos,dani-ceballos,M,False,,,4.0,35.0,46.0,81.0,1.0,,9.0,,,,3.0,,,5.0,4.0,,,,,,,,2.0,2.0,,81.0,,,,,,,,10.0,,7.1,,,,,,4.0,,,7.0,,42.0,46.0,88.0,0,,97.0,2.0,1.0,3.0,
2020-21,8896901,4,3,Arsenal,Home,888550,200089,Joe Willock,joe-willock,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896916,5,3,Arsenal,Away,31417,47431,Willian,willian,M,False,2.0,,,12.0,10.0,20.0,1.0,,3.0,,,,,,,2.0,1.0,,,1.0,,,,,,2.0,,69.0,,,,,,,,8.0,,6.9,,,,,,,7.0,,,,18.0,10.0,21.0,0,,32.0,2.0,1.0,,
2020-21,8896916,5,3,Arsenal,Away,117777,84450,Granit Xhaka,granit-xhaka,M,False,,,4.0,15.0,22.0,37.0,,1.0,5.0,,,,,,2.0,4.0,2.0,,,2.0,,,,,,,,83.0,,1.0,,,,,,3.0,,6.6,,,,,1.0,,,,4.0,,15.0,23.0,38.0,0,,44.0,,1.0,,
2020-21,8896916,5,3,Arsenal,Away,159675,153256,Mohamed Elneny,mohamed-elneny,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896916,5,3,Arsenal,Away,316148,167199,Thomas Partey,thomas-partey,M,True,,,1.0,3.0,5.0,8.0,,,2.0,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,12.0,,,,,,,,2.0,,6.8,,,,,1.0,,,,1.0,,4.0,5.0,9.0,0,1.0,13.0,1.0,,,1.0
