season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385741,1,3,Arsenal,Away,44760,58822,Cédric Soares,cedric-soares,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385741,1,3,Arsenal,Away,117777,84450,Granit Xhaka,granit-xhaka,M,False,,,1.0,25.0,15.0,40.0,,4.0,5.0,,,,1.0,,1.0,2.0,9.0,,,0.0632469,0.0,0.0,1.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,,9.0,,7.1,,,,,3.0,,,,3.0,,30.0,17.0,47.0,0,1.0,66.0,1.0,4.0,,1.0
2022-23,10385741,1,3,Arsenal,Away,159675,153256,Mohamed Elneny,mohamed-elneny,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385741,1,3,Arsenal,Away,316148,167199,Thomas Partey,thomas-partey,M,False,,,3.0,16.0,22.0,38.0,1.0,,8.0,,,1.0,4.0,,1.0,8.0,7.0,,,0.0165031,0.0957,0.0,2.0,,,,,,1.0,1.0,,90.0,,1.0,,,,,,13.0,,7.0,,,,,1.0,,,,5.0,,25.0,22.0,47.0,1,6.0,66.0,3.0,1.0,,5.0
2022-23,10385741,1,3,Arsenal,Away,547410,184029,Martin Ødegaard,martin-degaard,M,False,1.0,,1.0,15.0,14.0,28.0,,1.0,7.0,,,1.0,,,,1.0,3.0,,,0.0563182,0.0893,0.0,,,,,,,,,,89.0,,,,,,,,13.0,,7.1,,,1.0,,1.0,1.0,1.0,,1.0,,20.0,20.0,39.0,2,2.0,51.0,,,,1.0
2022-23,10385741,1,3,Arsenal,Away,826139,200641,Reiss Nelson,reiss-nelson,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385741,1,3,Arsenal,Away,901892,437742,Albert Sambi Lokonga,albert-sambi-lokonga,M,True,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,7.82e-06,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,2.0,,1.0,,
2022-23,10385500,2,3,Arsenal,Home,117777,84450,Granit Xhaka,granit-xhaka,M,False,,,2.0,29.0,9.0,38.0,,1.0,2.0,,1.0,,,,2.0,3.0,3.0,,,0.10245,0.3838,0.4186,1.0,1.0,1.0,,,1.0,,2.0,,90.0,1.0,,,,,,,9.0,,7.7,,,1.0,,1.0,,2.0,,2.0,,35.0,10.0,43.0,2,,57.0,,2.0,,
2022-23,10385500,2,3,Arsenal,Home,159675,153256,Mohamed Elneny,mohamed-elneny,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385500,2,3,Arsenal,Home,316148,167199,Thomas Partey,thomas-partey,M,False,,,3.0,15.0,16.0,31.0,3.0,3.0,5.0,,,2.0,1.0,,,6.0,6.0,,,0.0151957,0.3852,0.0,2.0,,,,,1.0,2.0,,,90.0,,,,,,,,15.0,,6.9,,,1.0,,,2.0,,,8.0,,27.0,18.0,45.0,3,1.0,57.0,1.0,,2.0,1.0
