season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436872,1,3,Arsenal,Home,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436872,1,3,Arsenal,Home,316148,167199,Thomas Partey,thomas-partey,M,False,,,,17.0,16.0,33.0,,,,3.0,,,,,,1.0,4.0,6.0,,,0.0551985,0.0572,,3.0,0.0,,,,,,4.0,,90.0,,,,,,6.0,,,7.3,,,1.0,,,3.0,,,,,,18.0,19.0,37.0,,,1,3.0,50.0,1.0,3.0,,2.0
2024-25,12436872,1,3,Arsenal,Home,547410,184029,Martin Ødegaard,martin-degaard,M,False,,,1.0,19.0,9.0,28.0,,,,5.0,,,,2.0,,3.0,7.0,5.0,,,0.0597476,0.0151,0.3293,,0.0,,,,,,2.0,,90.0,1.0,,,,,10.0,,,7.2,,,,,,,5.0,1.0,,1.0,,24.0,9.0,32.0,,,1,1.0,52.0,,1.0,3.0,1.0
2024-25,12436872,1,3,Arsenal,Home,826139,200641,Reiss Nelson,reiss-nelson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436872,1,3,Arsenal,Home,856714,204480,Declan Rice,declan-rice,M,False,,,2.0,20.0,6.0,26.0,2.0,1.0,,3.0,,,,,,1.0,3.0,3.0,,,0.050452,0.0853,,,0.0,,,,,2.0,1.0,,85.0,,,,,,6.0,,,7.3,,,1.0,,,1.0,,5.0,,2.0,,25.0,6.0,26.0,,,1,,41.0,,2.0,,
2024-25,12436872,1,3,Arsenal,Home,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436886,2,3,Arsenal,Away,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436886,2,3,Arsenal,Away,316148,167199,Thomas Partey,thomas-partey,M,False,,,2.0,32.0,22.0,54.0,,,,4.0,,,,3.0,,1.0,7.0,2.0,,,0.0790681,0.1017,0.2311,3.0,0.0,1.0,,,,1.0,,,90.0,1.0,,,,,8.0,,,7.4,,,1.0,,,2.0,,,,5.0,,38.0,23.0,61.0,,,2,2.0,70.0,,,,1.0
2024-25,12436886,2,3,Arsenal,Away,547410,184029,Martin Ødegaard,martin-degaard,M,False,,,,32.0,12.0,44.0,,,,2.0,,1.0,,,,,3.0,4.0,,,0.602147,0.2571,,1.0,0.0,,,,,1.0,2.0,,90.0,,,,,,13.0,,,6.9,,,1.0,,,,3.0,3.0,,1.0,,40.0,12.0,49.0,,,1,2.0,64.0,2.0,1.0,1.0,1.0
2024-25,12436886,2,3,Arsenal,Away,826139,200641,Reiss Nelson,reiss-nelson,M,True,,,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,1.0,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,1.0,3.0,,1.0,,
2024-25,12436886,2,3,Arsenal,Away,856714,204480,Declan Rice,declan-rice,M,False,,,5.0,19.0,9.0,28.0,1.0,2.0,,6.0,1.0,,,2.0,,1.0,7.0,4.0,,,0.105959,0.0682,0.1507,1.0,0.0,,,,,1.0,1.0,,90.0,1.0,1.0,,,,8.0,,,7.3,,,,,,2.0,3.0,3.0,,5.0,,24.0,9.0,30.0,,,1,1.0,44.0,,,1.0,1.0
2024-25,12436886,2,3,Arsenal,Away,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436906,3,3,Arsenal,Home,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436906,3,3,Arsenal,Home,316148,167199,Thomas Partey,thomas-partey,M,False,,,3.0,7.0,12.0,19.0,,1.0,,5.0,,,,2.0,,1.0,5.0,4.0,,,0.00264663,,,2.0,0.0,,,,,5.0,,,90.0,,2.0,,,,7.0,,,6.9,,,,,,,1.0,,,5.0,,11.0,14.0,25.0,,,0,1.0,39.0,,1.0,1.0,1.0
2024-25,12436906,3,3,Arsenal,Home,547410,184029,Martin Ødegaard,martin-degaard,M,False,,,,4.0,5.0,9.0,,1.0,,3.0,1.0,1.0,,1.0,,3.0,4.0,5.0,,,0.0812251,0.1758,0.0999,,0.0,,,,,,1.0,,73.0,1.0,,,,,13.0,,,6.7,,,,,,,1.0,,,1.0,,13.0,6.0,19.0,,,1,2.0,29.0,,1.0,1.0,1.0
2024-25,12436906,3,3,Arsenal,Home,856714,204480,Declan Rice,declan-rice,M,False,,,,8.0,5.0,13.0,,1.0,,1.0,,,,,,1.0,3.0,2.0,,,0.0280726,0.0279,,2.0,0.0,,,,,,,,49.0,,,,,,4.0,,,5.8,,,1.0,,,,1.0,2.0,,,1.0,10.0,5.0,13.0,,,1,,21.0,1.0,,1.0,
2024-25,12436906,3,3,Arsenal,Home,1067114,498046,Salah Oulad M'Hand,salah-oulad-mhand,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436906,3,3,Arsenal,Home,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436951,4,3,Arsenal,Away,132874,85955,Jorginho,jorginho,M,False,,,1.0,8.0,11.0,19.0,,1.0,,5.0,,,,,,3.0,5.0,3.0,,1.0,0.00479811,,,2.0,0.0,,,,,,,,90.0,,,,,,9.0,,,6.1,,,,,,,,,,2.0,,10.0,14.0,24.0,,,0,1.0,31.0,1.0,1.0,,
2024-25,12436951,4,3,Arsenal,Away,316148,167199,Thomas Partey,thomas-partey,M,False,,,1.0,5.0,12.0,17.0,,2.0,,3.0,,,,,,,,7.0,,,0.0741802,,,,0.0,,,,,2.0,,,90.0,,1.0,,,,5.0,,,7.2,,,,,,4.0,,,,2.0,,7.0,14.0,21.0,,,0,3.0,35.0,1.0,2.0,,1.0
2024-25,12436951,4,3,Arsenal,Away,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,3.0,,3.0,,,,1.0,,,,,,,,1.0,,,0.00073806,,,,0.0,,,,,,,,10.0,,1.0,,,,2.0,,,6.8,,,,,,1.0,1.0,,,,,4.0,,4.0,,,0,,8.0,,,1.0,
2024-25,12436971,5,3,Arsenal,Away,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
