season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436971,5,3,Arsenal,Away,316148,167199,Thomas Partey,thomas-partey,M,False,,,1.0,7.0,18.0,25.0,1.0,1.0,,6.0,,,,1.0,,1.0,4.0,7.0,,1.0,0.0159631,,,1.0,0.0,,,,,1.0,,,90.0,,1.0,,,,8.0,,,6.5,,,,,,3.0,,,,3.0,,12.0,19.0,31.0,,,0,3.0,44.0,1.0,3.0,,
2024-25,12436971,5,3,Arsenal,Away,856714,204480,Declan Rice,declan-rice,M,False,,,1.0,4.0,13.0,17.0,1.0,,,3.0,,,,1.0,,2.0,6.0,,,,0.0113773,,,1.0,0.0,,,,,,,,90.0,,3.0,,,,12.0,,,6.3,,,,,,2.0,1.0,1.0,,3.0,,9.0,16.0,24.0,,,0,,36.0,1.0,,,
2024-25,12436971,5,3,Arsenal,Away,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436985,6,3,Arsenal,Home,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436985,6,3,Arsenal,Home,316148,167199,Thomas Partey,thomas-partey,M,False,,,1.0,65.0,22.0,87.0,1.0,,23.0,6.0,,,,,,2.0,4.0,4.0,,,0.088797,,,1.0,0.0,,,,,,1.0,,85.0,,,,,,11.0,1.0,,7.4,,,,,166.1830470626,,,,,1.0,,73.0,23.0,96.0,81.481278242314,25.022256093326,0,4.0,107.0,,,,4.0
2024-25,12436985,6,3,Arsenal,Home,856714,204480,Declan Rice,declan-rice,M,False,,,3.0,51.0,24.0,75.0,,,37.0,11.0,1.0,,1.0,,,,,2.0,,,0.220771,0.0636,0.0087,,0.0,,,,,1.0,2.0,,90.0,1.0,,,,,25.0,7.0,,8.0,,,1.0,,282.15992578687,,,16.0,,5.0,,74.0,24.0,82.0,149.96256105507,98.026375840144,3,1.0,107.0,2.0,1.0,,
2024-25,12436985,6,3,Arsenal,Home,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,1.0,5.0,1.0,6.0,,,2.0,1.0,,,,,,1.0,1.0,1.0,,,0.161565,0.0212,0.0528,,0.0,,,,,,1.0,,17.0,1.0,,,,,2.0,2.0,,7.0,,,,,44.092145837101,,1.0,,,1.0,,5.0,1.0,6.0,38.987684369307,44.092145837101,1,,10.0,1.0,,1.0,
2024-25,12437004,7,3,Arsenal,Home,132874,85955,Jorginho,jorginho,M,False,,,,27.0,11.0,38.0,1.0,,,6.0,,,,2.0,,1.0,4.0,3.0,,,0.138698,0.0405,,,0.0,,,,,,1.0,,61.0,,,,,,6.0,,,6.8,,,1.0,,,,,,,1.0,,31.0,11.0,42.0,,,1,1.0,49.0,1.0,2.0,,1.0
2024-25,12437004,7,3,Arsenal,Home,316148,167199,Thomas Partey,thomas-partey,M,False,1.0,,3.0,48.0,23.0,70.0,1.0,1.0,,1.0,,,1.0,,,1.0,2.0,6.0,,,0.045436,0.1136,0.2285,,0.0,,,,,2.0,,,84.0,1.0,,,,,9.0,,,7.7,,,,,,2.0,1.0,2.0,,5.0,,51.0,25.0,74.0,,,2,4.0,96.0,,,1.0,4.0
2024-25,12437004,7,3,Arsenal,Home,592010,195384,Mikel Merino,mikel-merino,M,True,,,1.0,6.0,4.0,10.0,1.0,,,1.0,,,,,,,1.0,4.0,,,0.0272979,,,1.0,0.0,,,,,2.0,1.0,,29.0,,2.0,,,,4.0,,,7.2,,,,,,,,1.0,,1.0,,10.0,4.0,13.0,,,0,3.0,22.0,,1.0,,2.0
2024-25,12437004,7,3,Arsenal,Home,856714,204480,Declan Rice,declan-rice,M,False,2.0,,2.0,31.0,12.0,41.0,1.0,,,6.0,,,1.0,,,2.0,5.0,2.0,,,0.195056,0.1381,,2.0,0.0,,,,,1.0,4.0,,90.0,,,,,,10.0,,,7.3,,,1.0,,,3.0,,7.0,,2.0,,38.0,13.0,44.0,,,2,2.0,63.0,,,,1.0
2024-25,12437004,7,3,Arsenal,Home,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437026,8,3,Arsenal,Away,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437026,8,3,Arsenal,Away,316148,167199,Thomas Partey,thomas-partey,M,False,,,,26.0,29.0,55.0,1.0,3.0,,5.0,,,,4.0,,,8.0,8.0,,1.0,0.0309763,0.0472,,2.0,0.0,,,,,,,,90.0,,,,,,11.0,,,6.4,,,1.0,,,,2.0,,,1.0,,32.0,31.0,63.0,,,1,2.0,74.0,2.0,2.0,1.0,1.0
2024-25,12437026,8,3,Arsenal,Away,592010,195384,Mikel Merino,mikel-merino,M,False,,,2.0,12.0,11.0,23.0,2.0,3.0,,8.0,1.0,,,4.0,,2.0,8.0,7.0,,,0.109589,0.1511,,,0.0,,,,,2.0,1.0,,81.0,,1.0,,,,16.0,,,7.2,,,1.0,,,2.0,,,,2.0,,21.0,13.0,34.0,,,1,4.0,51.0,3.0,,,3.0
2024-25,12437026,8,3,Arsenal,Away,856714,204480,Declan Rice,declan-rice,M,False,3.0,,,19.0,23.0,39.0,,1.0,,7.0,,,,,,1.0,1.0,10.0,,,0.153415,,,,0.0,,,,,,2.0,,90.0,,1.0,,,,9.0,,,7.3,,,,,,1.0,3.0,4.0,,1.0,,22.0,27.0,45.0,,,0,3.0,68.0,1.0,3.0,3.0,1.0
2024-25,12437026,8,3,Arsenal,Away,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,1.0,6.0,2.0,8.0,,,,2.0,,,,,,,1.0,,,,0.00150664,,,1.0,0.0,,,,,,,,9.0,,,,,,3.0,,,6.6,,,,,,,,2.0,,1.0,1.0,8.0,2.0,8.0,,,0,,12.0,1.0,,,
2024-25,12437040,9,3,Arsenal,Home,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437040,9,3,Arsenal,Home,316148,167199,Thomas Partey,thomas-partey,M,False,,,1.0,20.0,19.0,39.0,1.0,4.0,,3.0,,,,2.0,,2.0,8.0,13.0,,,0.0194948,,,2.0,0.0,,,,,1.0,,,90.0,,1.0,,,,17.0,,,7.2,,,,,,3.0,1.0,,,3.0,,24.0,21.0,45.0,,,0,5.0,79.0,2.0,4.0,,4.0
2024-25,12437040,9,3,Arsenal,Home,592010,195384,Mikel Merino,mikel-merino,M,False,,,,20.0,7.0,27.0,3.0,4.0,,4.0,,,1.0,1.0,,2.0,10.0,7.0,,1.0,0.0379894,0.3995,0.8751,4.0,0.0,1.0,,,,1.0,1.0,,90.0,1.0,,,,,12.0,,,7.1,,,,,,,,,,2.0,1.0,26.0,8.0,34.0,,,2,3.0,47.0,3.0,,,2.0
2024-25,12437040,9,3,Arsenal,Home,856714,204480,Declan Rice,declan-rice,M,False,2.0,,4.0,31.0,14.0,43.0,1.0,1.0,,5.0,1.0,,,,,1.0,4.0,3.0,,,0.200894,,,2.0,1.0,,,,,2.0,2.0,,90.0,,1.0,,,,12.0,,,7.8,,,,,,1.0,,3.0,,5.0,,40.0,15.0,52.0,,,0,2.0,63.0,,,,1.0
2024-25,12437040,9,3,Arsenal,Home,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,2.0,,2.0,,,,,,,,,,,,1.0,,,0.00328198,,,,0.0,,,,,,,,13.0,,,,,,2.0,,,6.6,,,,,,,,1.0,,,,3.0,,2.0,,,0,,6.0,1.0,1.0,,
2024-25,12437056,10,3,Arsenal,Away,132874,85955,Jorginho,jorginho,M,True,,,,1.0,4.0,5.0,,,,1.0,,,,,,,1.0,,,,0.0128104,,,1.0,0.0,,,,,,,,11.0,,,,,,2.0,,,6.4,,,,,,,,,,1.0,,3.0,4.0,7.0,,,0,,7.0,,,,
2024-25,12437056,10,3,Arsenal,Away,316148,167199,Thomas Partey,thomas-partey,M,False,,,3.0,37.0,21.0,58.0,,1.0,,4.0,,,,1.0,,,4.0,6.0,,,0.0608945,,,3.0,0.0,,,,,,2.0,,86.0,,,,,,9.0,,,7.4,,,,,,3.0,1.0,1.0,,3.0,,44.0,21.0,64.0,,,0,3.0,82.0,1.0,1.0,1.0,2.0
2024-25,12437056,10,3,Arsenal,Away,592010,195384,Mikel Merino,mikel-merino,M,False,,,,13.0,4.0,17.0,2.0,2.0,,2.0,,,,,,,4.0,4.0,,,0.127533,0.3737,,2.0,0.0,,,,,,,,61.0,1.0,1.0,,,,6.0,,,7.2,,,1.0,,,2.0,,1.0,,,,18.0,5.0,22.0,,,2,1.0,30.0,,1.0,,1.0
2024-25,12437056,10,3,Arsenal,Away,856714,204480,Declan Rice,declan-rice,M,False,4.0,,3.0,25.0,29.0,50.0,,1.0,,3.0,,1.0,1.0,1.0,,1.0,4.0,3.0,,,0.191335,0.3486,,1.0,0.0,,,,,2.0,2.0,,90.0,,1.0,,,,14.0,,,7.0,,,1.0,,,1.0,1.0,10.0,,5.0,,34.0,32.0,56.0,,,2,2.0,77.0,,,,
2024-25,12437056,10,3,Arsenal,Away,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,6.0,,6.0,,,,1.0,,,,,,1.0,1.0,2.0,,,0.00736608,0.0341,,,0.0,,,,,,,,29.0,,,,,,1.0,,,6.7,,,1.0,,,,,,,,,6.0,,6.0,,,1,1.0,11.0,,1.0,,
2024-25,12436890,11,3,Arsenal,Away,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436890,11,3,Arsenal,Away,316148,167199,Thomas Partey,thomas-partey,M,False,,,4.0,26.0,31.0,57.0,,,,2.0,,,,1.0,,,3.0,2.0,,,0.0163052,0.2366,,2.0,0.0,,,,,1.0,,,90.0,,,,,,8.0,,,6.9,,,1.0,,,2.0,,,,5.0,,30.0,33.0,63.0,,,1,2.0,72.0,1.0,,,
2024-25,12436890,11,3,Arsenal,Away,547410,184029,Martin Ødegaard,martin-degaard,M,False,1.0,,,25.0,11.0,35.0,,,,4.0,2.0,,1.0,,,4.0,7.0,3.0,,,0.238022,0.112,,2.0,1.0,,,,,,4.0,,90.0,,,,,,10.0,,,7.6,,,1.0,,,,1.0,1.0,,1.0,,28.0,11.0,38.0,,,2,2.0,52.0,1.0,1.0,,1.0
2024-25,12436890,11,3,Arsenal,Away,592010,195384,Mikel Merino,mikel-merino,M,True,,,1.0,8.0,8.0,16.0,,1.0,,2.0,,1.0,,,,,1.0,5.0,,,0.00298431,0.1009,0.2203,1.0,0.0,,,,,1.0,,,19.0,1.0,1.0,,,,3.0,,,7.1,,,,,,,2.0,,,1.0,,11.0,8.0,19.0,,,1,,28.0,,2.0,2.0,
2024-25,12436890,11,3,Arsenal,Away,856714,204480,Declan Rice,declan-rice,M,False,1.0,,,12.0,21.0,32.0,2.0,1.0,,2.0,,,,1.0,,2.0,6.0,5.0,,,0.073135,,,1.0,0.0,,,,,,,,71.0,,,,,,12.0,,,6.5,,,,,,2.0,1.0,4.0,,3.0,,20.0,21.0,37.0,,,0,3.0,51.0,1.0,,1.0,1.0
2024-25,12436890,11,3,Arsenal,Away,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436489,12,3,Arsenal,Home,132874,85955,Jorginho,jorginho,M,False,,,2.0,21.0,8.0,29.0,,,,1.0,,,,,,1.0,3.0,1.0,,,0.0920402,,,2.0,0.0,,,,,,1.0,,45.0,,,,,,6.0,,,6.6,,,,,,,,,,4.0,,25.0,8.0,33.0,,,0,,36.0,1.0,1.0,,
2024-25,12436489,12,3,Arsenal,Home,316148,167199,Thomas Partey,thomas-partey,M,True,,,,9.0,24.0,33.0,1.0,,,2.0,,,,1.0,,,2.0,4.0,,,0.00969835,0.0608,0.2848,,0.0,1.0,,,,1.0,,,45.0,1.0,,,,,4.0,,,7.8,,,1.0,,,,,,,,,10.0,24.0,34.0,,,2,4.0,44.0,3.0,,,4.0
2024-25,12436489,12,3,Arsenal,Home,547410,184029,Martin Ødegaard,martin-degaard,M,False,,,3.0,42.0,18.0,60.0,,,,2.0,,,1.0,1.0,,1.0,3.0,4.0,,,0.149305,0.2592,,,1.0,,,,,,6.0,,82.0,1.0,,,,,12.0,,,8.1,,,,,,1.0,4.0,1.0,,4.0,,50.0,18.0,67.0,,,2,,83.0,1.0,1.0,3.0,
2024-25,12436489,12,3,Arsenal,Home,592010,195384,Mikel Merino,mikel-merino,M,False,,,,12.0,17.0,29.0,2.0,2.0,,6.0,,,,1.0,,1.0,8.0,6.0,,,0.00458416,0.044,,4.0,0.0,,,,,2.0,,,90.0,,,,,,9.0,,,7.0,,,1.0,,,1.0,,1.0,,,1.0,17.0,18.0,34.0,,,1,3.0,50.0,1.0,1.0,,2.0
2024-25,12436489,12,3,Arsenal,Home,856714,204480,Declan Rice,declan-rice,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436489,12,3,Arsenal,Home,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,1.0,,1.0,7.0,5.0,11.0,,,,1.0,,,,,,,,1.0,,,0.017741,0.1035,0.1749,,0.0,1.0,,,,,1.0,,8.0,1.0,,,,,1.0,,,8.0,,,1.0,,,,1.0,1.0,,1.0,,7.0,5.0,11.0,,,2,,16.0,1.0,,1.0,
2024-25,12436914,13,3,Arsenal,Away,132874,85955,Jorginho,jorginho,M,False,,,2.0,21.0,23.0,44.0,2.0,,,6.0,,,,,,,4.0,4.0,,,0.00962189,,,2.0,0.0,,,,,3.0,,,90.0,,,,,,9.0,,,6.9,,,,,,1.0,,,,3.0,,24.0,29.0,53.0,,,0,3.0,62.0,,1.0,,2.0
2024-25,12436914,13,3,Arsenal,Away,547410,184029,Martin Ødegaard,martin-degaard,M,False,,,2.0,34.0,8.0,42.0,,,,4.0,,,,1.0,,3.0,4.0,4.0,,,0.326094,0.8158,0.9129,,0.0,1.0,,,,,2.0,,74.0,2.0,,,,,9.0,,,7.8,,,,,,,1.0,1.0,,3.0,,37.0,10.0,46.0,,,2,2.0,59.0,1.0,1.0,1.0,1.0
2024-25,12436914,13,3,Arsenal,Away,856714,204480,Declan Rice,declan-rice,M,False,1.0,,5.0,28.0,24.0,51.0,1.0,3.0,,4.0,,,,,,,4.0,6.0,,,0.120408,,,1.0,0.0,,,,,,3.0,,90.0,,,,,,14.0,,,7.0,,,,,,1.0,2.0,7.0,,5.0,,36.0,25.0,54.0,,,0,3.0,72.0,3.0,,,1.0
2024-25,12436914,13,3,Arsenal,Away,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,,2.0,2.0,,,,2.0,,,,1.0,,,1.0,,,,8.197e-05,,,,0.0,,,,,,,,11.0,,,,,,,,,6.4,,,,,,,,,,,,,2.0,2.0,,,0,,2.0,,,,
2024-25,12436935,14,3,Arsenal,Home,132874,85955,Jorginho,jorginho,M,True,,,,3.0,5.0,8.0,,,,1.0,,,,,,,,,,,0.00062776,,,,0.0,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,3.0,6.0,9.0,,,0,,10.0,1.0,,,
2024-25,12436935,14,3,Arsenal,Home,316148,167199,Thomas Partey,thomas-partey,M,False,,,5.0,25.0,31.0,56.0,,1.0,,2.0,1.0,,,,,,1.0,2.0,,,0.352204,0.3721,0.3597,1.0,1.0,,,,,1.0,1.0,,90.0,1.0,,,,,7.0,,,7.8,,,1.0,,,,,,,6.0,,31.0,31.0,62.0,,,2,1.0,70.0,1.0,,,1.0
2024-25,12436935,14,3,Arsenal,Home,547410,184029,Martin Ødegaard,martin-degaard,M,False,,,2.0,26.0,14.0,40.0,,1.0,,6.0,1.0,,1.0,2.0,,1.0,4.0,6.0,,,0.315848,0.1169,,,0.0,,,,,,3.0,,89.0,,,,,,11.0,,,7.7,,,,,,,5.0,1.0,,3.0,,32.0,14.0,45.0,,,1,,58.0,3.0,1.0,4.0,
2024-25,12436935,14,3,Arsenal,Home,592010,195384,Mikel Merino,mikel-merino,M,True,,,,4.0,4.0,8.0,,,,2.0,,1.0,,,,1.0,2.0,,,,0.012318,0.072,,1.0,0.0,,,,,,,,19.0,,,,,,2.0,,,6.2,,,1.0,,,,,,,,1.0,5.0,4.0,9.0,,,1,,12.0,,,,
2024-25,12436935,14,3,Arsenal,Home,856714,204480,Declan Rice,declan-rice,M,False,3.0,,2.0,17.0,21.0,35.0,1.0,4.0,,8.0,1.0,,2.0,,,,1.0,7.0,,,0.405915,0.0842,,,1.0,,,,,,3.0,,90.0,,,,,,9.0,,,8.0,,,,,,1.0,,7.0,,2.0,,25.0,22.0,40.0,,,2,3.0,56.0,,,,3.0
2024-25,12436935,14,3,Arsenal,Home,1401702,499175,Ethan Nwaneri,ethan-nwaneri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436459,15,3,Arsenal,Away,132874,85955,Jorginho,jorginho,M,False,,,1.0,33.0,19.0,52.0,,,,9.0,,,,1.0,,1.0,2.0,6.0,,,0.0422608,,,,0.0,,,,,2.0,,,74.0,,,,,,7.0,,,7.1,,,,,,,1.0,,,3.0,,38.0,20.0,58.0,,,0,2.0,67.0,,3.0,1.0,
2024-25,12436459,15,3,Arsenal,Away,316148,167199,Thomas Partey,thomas-partey,M,False,,,5.0,45.0,33.0,78.0,,,,5.0,,1.0,,1.0,,1.0,6.0,2.0,,,0.0658319,0.2502,,3.0,0.0,,,,,,,,90.0,,,,,,9.0,,,6.6,,,1.0,,,1.0,1.0,,,7.0,,51.0,33.0,84.0,,,1,2.0,106.0,,,,2.0
