season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437077,1,3,Arsenal,Home,10501,20467,Theo Walcott,theo-walcott,M,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,15.0,,,,,,,,1.0,,6.6,,,,,,,,,,1.0,2.0,,2.0,0,,3.0,,,,
2017-18,7437077,1,3,Arsenal,Home,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,False,1.0,,6.0,29.0,12.0,40.0,2.0,3.0,10.0,,,2.0,,,,1.0,5.0,15.0,,,1.0,,,,,3.0,2.0,,90.0,2.0,,,,,,,22.0,,8.6,,,2.0,,4.0,9.0,7.0,,9.0,,42.0,16.0,51.0,6,3.0,97.0,1.0,1.0,8.0,3.0
2017-18,7437077,1,3,Arsenal,Home,16176,37605,Mesut Özil,mesut-ozil,M,False,,,3.0,58.0,12.0,70.0,,,2.0,1.0,,1.0,1.0,,,3.0,4.0,5.0,,,,,,,,,6.0,,90.0,,,,,,,,22.0,,7.8,,,2.0,,1.0,2.0,3.0,,4.0,1.0,69.0,15.0,81.0,3,1.0,102.0,3.0,2.0,2.0,
2017-18,7437077,1,3,Arsenal,Home,23571,41792,Aaron Ramsey,aaron-ramsey,M,True,,,,5.0,3.0,8.0,,2.0,2.0,,1.0,,,,,,,4.0,,,,,1.0,,,,1.0,,23.0,1.0,,,,,,,4.0,,7.5,,,3.0,,,,,,,,8.0,3.0,11.0,4,,20.0,1.0,2.0,,
2017-18,7437077,1,3,Arsenal,Home,40672,56864,Francis Coquelin,francis-coquelin,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437077,1,3,Arsenal,Home,117777,84450,Granit Xhaka,granit-xhaka,M,False,4.0,,12.0,71.0,14.0,81.0,2.0,,8.0,,,2.0,1.0,,,,4.0,2.0,1.0,,1.0,2.0,,,,1.0,5.0,,90.0,1.0,,,,,,,21.0,,8.5,,,1.0,,1.0,1.0,6.0,,15.0,,86.0,19.0,99.0,4,1.0,117.0,1.0,,1.0,
2017-18,7437077,1,3,Arsenal,Home,159675,153256,Mohamed Elneny,mohamed-elneny,M,False,,,1.0,41.0,24.0,65.0,1.0,,3.0,,,,,,,2.0,3.0,4.0,,,,1.0,,,,,2.0,,67.0,,,,,,,,10.0,,7.2,,,1.0,,1.0,,,,1.0,,44.0,28.0,72.0,1,4.0,87.0,1.0,,,2.0
2017-18,7437077,1,3,Arsenal,Home,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437725,2,3,Arsenal,Away,10501,20467,Theo Walcott,theo-walcott,M,True,,,,3.0,,3.0,,,,,,,,,,1.0,2.0,,,,1.0,,,,,,,,12.0,,,,,,,,1.0,,6.4,,,,,,,,,,,3.0,,3.0,0,,4.0,,,,
2017-18,7437725,2,3,Arsenal,Away,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,False,3.0,,1.0,30.0,17.0,44.0,3.0,1.0,9.0,1.0,,2.0,1.0,,,2.0,7.0,10.0,,,,,,,,3.0,3.0,,90.0,,2.0,,,,,,17.0,,8.3,,,1.0,,1.0,8.0,8.0,,3.0,1.0,39.0,18.0,49.0,3,2.0,91.0,3.0,,7.0,
2017-18,7437725,2,3,Arsenal,Away,16176,37605,Mesut Özil,mesut-ozil,M,False,1.0,,1.0,82.0,11.0,92.0,1.0,,2.0,1.0,,1.0,,,,1.0,3.0,4.0,,,,,,,,,4.0,,90.0,,,,,,,,11.0,,8.0,,,1.0,,,4.0,2.0,,2.0,,89.0,12.0,99.0,2,,111.0,,1.0,3.0,
2017-18,7437725,2,3,Arsenal,Away,23571,41792,Aaron Ramsey,aaron-ramsey,M,False,1.0,,3.0,52.0,21.0,72.0,,,8.0,,1.0,2.0,,,,2.0,6.0,9.0,,,3.0,,,,,,,,90.0,2.0,,,,,,,17.0,,7.1,,,,,,5.0,2.0,,4.0,,60.0,24.0,82.0,4,3.0,105.0,3.0,2.0,4.0,3.0
2017-18,7437725,2,3,Arsenal,Away,40672,56864,Francis Coquelin,francis-coquelin,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437725,2,3,Arsenal,Away,117777,84450,Granit Xhaka,granit-xhaka,M,False,,,5.0,58.0,28.0,86.0,,,6.0,,,1.0,1.0,,,2.0,4.0,1.0,,,1.0,,,,,3.0,1.0,,79.0,1.0,,,,,,,24.0,,6.9,,,,,,1.0,5.0,,12.0,,75.0,31.0,101.0,2,,117.0,2.0,,1.0,
2017-18,7437725,2,3,Arsenal,Away,159675,153256,Mohamed Elneny,mohamed-elneny,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437725,2,3,Arsenal,Away,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,1.0,22.0,,22.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,,,2.0,,6.9,,,,,,,,,1.0,,24.0,,24.0,0,1.0,25.0,,,,1.0
2017-18,7437766,3,3,Arsenal,Away,10501,20467,Theo Walcott,theo-walcott,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437766,3,3,Arsenal,Away,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,False,,,3.0,13.0,7.0,20.0,1.0,,3.0,,,,,,,1.0,4.0,2.0,,,,,,,,,,,62.0,,,,,,,,9.0,,6.3,,,,,1.0,4.0,1.0,,4.0,,15.0,9.0,23.0,0,,41.0,1.0,,2.0,
2017-18,7437766,3,3,Arsenal,Away,16176,37605,Mesut Özil,mesut-ozil,M,False,1.0,,,26.0,15.0,40.0,1.0,,4.0,,,,,,,2.0,4.0,1.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,,18.0,,6.9,,,2.0,,,,3.0,,,,36.0,19.0,52.0,2,1.0,66.0,1.0,,,
2017-18,7437766,3,3,Arsenal,Away,23571,41792,Aaron Ramsey,aaron-ramsey,M,False,,,1.0,9.0,14.0,23.0,,1.0,2.0,,,,3.0,,,2.0,5.0,5.0,,,,,,,,,,,45.0,,,,,,,,4.0,,6.2,,,,,,1.0,,,1.0,,10.0,15.0,25.0,0,2.0,32.0,,1.0,1.0,
2017-18,7437766,3,3,Arsenal,Away,40672,56864,Francis Coquelin,francis-coquelin,M,True,,,4.0,15.0,14.0,29.0,,,4.0,,,,,,,2.0,3.0,,,,1.0,,,,,1.0,,,45.0,,,,,,,,2.0,,6.4,,,,,,,,,4.0,,15.0,14.0,29.0,0,,33.0,,,,
2017-18,7437766,3,3,Arsenal,Away,117777,84450,Granit Xhaka,granit-xhaka,M,False,,,2.0,33.0,39.0,72.0,1.0,,8.0,,,,2.0,,,,4.0,1.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,14.0,,6.1,,,1.0,,,,,,6.0,,41.0,42.0,83.0,1,,90.0,1.0,1.0,,
2017-18,7437773,4,3,Arsenal,Home,10501,20467,Theo Walcott,theo-walcott,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437773,4,3,Arsenal,Home,16176,37605,Mesut Özil,mesut-ozil,M,False,,,4.0,34.0,10.0,44.0,,,6.0,1.0,,,,,,1.0,3.0,2.0,,,2.0,,,,,1.0,3.0,,90.0,1.0,,,,,,,16.0,,7.9,,,1.0,,,1.0,2.0,,4.0,2.0,47.0,11.0,56.0,2,1.0,67.0,1.0,,1.0,
2017-18,7437773,4,3,Arsenal,Home,23571,41792,Aaron Ramsey,aaron-ramsey,M,False,,,2.0,25.0,12.0,37.0,1.0,,7.0,,1.0,,,,,1.0,5.0,1.0,,,2.0,1.0,,,,2.0,2.0,,67.0,1.0,,,,,,,12.0,,7.1,,,,,,2.0,,,4.0,,34.0,13.0,47.0,1,,53.0,,,1.0,
2017-18,7437773,4,3,Arsenal,Home,40672,56864,Francis Coquelin,francis-coquelin,M,True,,,,10.0,1.0,11.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,6.6,,,,,,,,,,,10.0,1.0,11.0,1,,13.0,,,,
2017-18,7437773,4,3,Arsenal,Home,117777,84450,Granit Xhaka,granit-xhaka,M,False,1.0,,2.0,31.0,23.0,53.0,1.0,,10.0,,,,1.0,,,,2.0,6.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,26.0,,7.5,,,1.0,,1.0,2.0,4.0,,3.0,,52.0,25.0,73.0,2,2.0,91.0,2.0,2.0,2.0,
2017-18,7437773,4,3,Arsenal,Home,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437763,5,3,Arsenal,Away,10501,20467,Theo Walcott,theo-walcott,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437763,5,3,Arsenal,Away,23571,41792,Aaron Ramsey,aaron-ramsey,M,False,,,1.0,23.0,19.0,42.0,1.0,,4.0,,,1.0,3.0,,,3.0,8.0,9.0,,,1.0,,,,1.0,3.0,,,90.0,,2.0,,,,,,15.0,,7.4,,,1.0,,,4.0,2.0,,1.0,,32.0,21.0,51.0,2,3.0,73.0,1.0,2.0,4.0,
