season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827866,1,3,Arsenal,Home,16176,37605,Mesut Özil,mesut-ozil,M,False,,,,18.0,11.0,29.0,,1.0,7.0,,,,,,,,1.0,5.0,,,,,,,,,2.0,,90.0,,,,,,,,19.0,,6.9,,,,,,2.0,2.0,,2.0,2.0,27.0,13.0,38.0,0,1.0,55.0,5.0,2.0,1.0,
2018-19,7827866,1,3,Arsenal,Home,23571,41792,Aaron Ramsey,aaron-ramsey,M,False,,,,4.0,4.0,8.0,1.0,2.0,1.0,,,,1.0,,,,2.0,5.0,,,,,,,,,1.0,,54.0,1.0,,,,,,,4.0,,6.9,,,,,,1.0,,,,2.0,7.0,5.0,12.0,1,2.0,19.0,,,1.0,2.0
2018-19,7827866,1,3,Arsenal,Home,37151,57249,Henrikh Mkhitaryan,henrikh-mkhitaryan,M,False,,,2.0,15.0,9.0,24.0,,3.0,5.0,,,2.0,2.0,,,1.0,4.0,8.0,,,,,,,,,2.0,,90.0,,,,,,,,11.0,,6.6,,,,,,1.0,1.0,,2.0,,22.0,10.0,31.0,2,5.0,44.0,1.0,,,3.0
2018-19,7827866,1,3,Arsenal,Home,117777,84450,Granit Xhaka,granit-xhaka,M,False,,,5.0,13.0,22.0,35.0,1.0,1.0,5.0,,,,,,,,2.0,3.0,,,1.0,,,,,,,,70.0,,1.0,,,,,,12.0,,6.8,,,,,1.0,,1.0,,7.0,,17.0,27.0,43.0,0,1.0,55.0,1.0,1.0,,1.0
2018-19,7827866,1,3,Arsenal,Home,159675,153256,Mohamed Elneny,mohamed-elneny,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827866,1,3,Arsenal,Home,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827866,1,3,Arsenal,Home,754794,198849,Lucas Torreira,lucas-torreira,M,True,,,2.0,8.0,6.0,14.0,,,4.0,,,,1.0,,,,1.0,1.0,,,,,,,,2.0,,,20.0,,,,,,,,2.0,,6.7,,,,,,,,,2.0,,8.0,7.0,15.0,0,,19.0,,1.0,,
2018-19,7827866,1,3,Arsenal,Home,852404,242166,Mattéo Guendouzi,matteo-guendouzi,M,False,,,3.0,14.0,24.0,38.0,,,6.0,,,,2.0,,,1.0,4.0,7.0,,1.0,1.0,,,,,4.0,,,90.0,,,,,,,,15.0,,6.9,,,1.0,,1.0,,,,5.0,,19.0,28.0,47.0,1,4.0,71.0,5.0,3.0,,3.0
2018-19,7827900,2,3,Arsenal,Away,16176,37605,Mesut Özil,mesut-ozil,M,False,,,2.0,11.0,4.0,15.0,1.0,,2.0,,,1.0,,,,1.0,3.0,2.0,,,,,,,,,,,68.0,,,,,,,,7.0,,6.4,,,1.0,,1.0,1.0,,,2.0,,13.0,5.0,18.0,2,1.0,29.0,1.0,1.0,,
2018-19,7827900,2,3,Arsenal,Away,23571,41792,Aaron Ramsey,aaron-ramsey,M,True,,,,3.0,3.0,6.0,,1.0,2.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,22.0,1.0,,,,,,,3.0,,6.6,,,1.0,,,,,,1.0,,5.0,4.0,9.0,2,,11.0,,,,
2018-19,7827900,2,3,Arsenal,Away,37151,57249,Henrikh Mkhitaryan,henrikh-mkhitaryan,M,False,1.0,,,19.0,7.0,25.0,1.0,3.0,9.0,2.0,1.0,1.0,1.0,,,1.0,4.0,5.0,,,,1.0,1.0,,,2.0,5.0,,90.0,1.0,,,,,,,17.0,,7.9,,,1.0,,,3.0,3.0,,3.0,1.0,27.0,11.0,35.0,3,,55.0,2.0,,2.0,
2018-19,7827900,2,3,Arsenal,Away,117777,84450,Granit Xhaka,granit-xhaka,M,False,,,2.0,11.0,18.0,29.0,,,1.0,,,,2.0,,,,3.0,2.0,,,1.0,,,,,,1.0,,45.0,,,,,,,,6.0,,6.2,,,,,,,,,4.0,,14.0,21.0,35.0,0,1.0,38.0,,1.0,,
2018-19,7827900,2,3,Arsenal,Away,159675,153256,Mohamed Elneny,mohamed-elneny,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827900,2,3,Arsenal,Away,352770,153133,Alex Iwobi,alex-iwobi,M,False,1.0,,,5.0,5.0,9.0,1.0,,4.0,2.0,1.0,,,,,3.0,7.0,2.0,,,,,1.0,,,1.0,2.0,,75.0,1.0,,,,,,,17.0,,7.2,,,1.0,,2.0,4.0,2.0,,2.0,,11.0,7.0,16.0,2,,36.0,3.0,1.0,1.0,
