season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437083,1,1,Manchester_United,Home,21764,41184,Marouane Fellaini,marouane-fellaini,F,True,,,,6.0,4.0,10.0,1.0,2.0,1.0,,,,1.0,,,,3.0,3.0,,,1.0,,,,,,,14.0,,,,,,,,1.0,,6.5,,,,,,,,,,,7.0,4.0,11.0,0,1.0,12.0,,,,
2017-18,7437083,1,1,Manchester_United,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,14.0,2.0,16.0,6.0,5.0,1.0,,,2.0,,,,4.0,11.0,6.0,,,,,2.0,,,,3.0,90.0,2.0,,,,,,,17.0,,8.4,,,1.0,,1.0,2.0,1.0,,,,22.0,4.0,25.0,5,,43.0,2.0,,1.0,
2017-18,7437083,1,1,Manchester_United,Home,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,3.0,1.0,4.0,0,,5.0,1.0,,,
2017-18,7437083,1,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,,14.0,1.0,15.0,,,3.0,1.0,,1.0,,,,1.0,5.0,5.0,,,2.0,1.0,,,1.0,,1.0,80.0,,,,,,,,9.0,,7.6,,,3.0,,1.0,4.0,1.0,,,1.0,19.0,1.0,19.0,4,1.0,35.0,1.0,2.0,2.0,
2017-18,7437724,2,1,Manchester_United,Away,21764,41184,Marouane Fellaini,marouane-fellaini,F,True,,,1.0,2.0,10.0,12.0,1.0,1.0,,,,,,,,,2.0,2.0,,,1.0,,,,,1.0,,15.0,,,,,,,,3.0,,6.6,,,,,1.0,,,,1.0,,3.0,11.0,14.0,0,,18.0,1.0,1.0,,
2017-18,7437724,2,1,Manchester_United,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,8.0,3.0,11.0,8.0,2.0,1.0,,,1.0,,,,1.0,10.0,3.0,,,,,1.0,,,,1.0,90.0,1.0,,,,,,,10.0,,7.3,,,1.0,,,2.0,,,,,15.0,3.0,18.0,3,,27.0,1.0,,1.0,
2017-18,7437724,2,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437724,2,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,,14.0,1.0,15.0,,,1.0,,1.0,,,,,1.0,6.0,7.0,,,2.0,,,,,,1.0,75.0,3.0,,,,,,,9.0,,6.9,,,1.0,,,8.0,,,,,15.0,1.0,16.0,4,1.0,38.0,3.0,1.0,5.0,
2017-18,7437750,3,1,Manchester_United,Home,21764,41184,Marouane Fellaini,marouane-fellaini,F,True,,,1.0,8.0,8.0,16.0,2.0,1.0,2.0,,,,1.0,,,,3.0,1.0,,,,,1.0,,,,1.0,16.0,1.0,,,,,,,1.0,,7.3,,,,,,,,,2.0,,9.0,8.0,17.0,1,,20.0,,,,
2017-18,7437750,3,1,Manchester_United,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,17.0,2.0,19.0,6.0,7.0,1.0,,1.0,1.0,,,,,7.0,9.0,,,2.0,,,,,,2.0,90.0,3.0,1.0,,,,1.0,,8.0,,7.3,,,2.0,,,1.0,,,,,22.0,2.0,24.0,6,,37.0,2.0,1.0,1.0,
