season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,9258868,1,1,Manchester_United,Away,21521,40720,Edinson Cavani,edinson-cavani,F,False,,,1.0,11.0,4.0,15.0,1.0,,2.0,1.0,,1.0,,,3.0,3.0,,,2.0,,,,,1.0,2.0,,90.0,1.0,,,,,,,4.0,,7.3,,,1.0,,,1.0,,,1.0,,12.0,4.0,16.0,3,,30.0,3.0,2.0,1.0,
2020-21,9258868,1,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,2.0,32.0,11.0,43.0,2.0,,4.0,,,,,,4.0,4.0,,,,1.0,,,,,1.0,,80.0,,,,,,,,15.0,,7.1,,,,,,6.0,4.0,,3.0,,40.0,12.0,48.0,0,,68.0,4.0,,4.0,
2020-21,9258868,1,1,Manchester_United,Away,942116,220688,Mason Greenwood,mason-greenwood,F,True,,,,3.0,,3.0,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,10.0,,,,,,,,,,6.5,,,,,,,,,,,3.0,,3.0,0,,4.0,,,,
2020-21,8896928,2,1,Manchester_United,Home,29774,58498,Odion Ighalo,odion-ighalo,F,True,,,,1.0,1.0,2.0,2.0,,,,,,1.0,2.0,5.0,,,,,,,,,,,,9.0,,,,,,,,3.0,,6.1,,,,,,,,,,,1.0,1.0,2.0,0,,6.0,1.0,,,
2020-21,8896928,2,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,2.0,38.0,7.0,45.0,2.0,,4.0,,,1.0,2.0,1.0,8.0,4.0,,,1.0,,,,,,2.0,,90.0,,,,,,,,12.0,,6.3,,,,,1.0,4.0,,,2.0,,45.0,8.0,53.0,1,,65.0,1.0,2.0,2.0,
2020-21,8896928,2,1,Manchester_United,Home,942116,220688,Mason Greenwood,mason-greenwood,F,True,,,2.0,17.0,3.0,20.0,1.0,,1.0,,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,45.0,,,,,,,,4.0,,6.2,,,1.0,,,,1.0,,2.0,,20.0,3.0,22.0,3,,29.0,,1.0,,
2020-21,8896929,3,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896929,3,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,2.0,20.0,5.0,25.0,,,2.0,,,1.0,1.0,,3.0,3.0,,,1.0,,1.0,,,,1.0,,90.0,1.0,,,,,,,6.0,,7.1,,,,,,2.0,,,2.0,3.0,22.0,6.0,28.0,2,,36.0,2.0,2.0,1.0,
2020-21,8896929,3,1,Manchester_United,Away,942116,220688,Mason Greenwood,mason-greenwood,F,False,,,1.0,14.0,7.0,21.0,,,5.0,,,,2.0,1.0,5.0,5.0,,,,,,,,1.0,1.0,,83.0,,,,,,,,12.0,,6.6,,,1.0,,,5.0,,,2.0,,17.0,7.0,24.0,1,1.0,44.0,4.0,1.0,3.0,1.0
2020-21,8896904,4,1,Manchester_United,Home,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896904,4,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,,13.0,9.0,22.0,1.0,,2.0,,,,2.0,3.0,7.0,2.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,11.0,,5.7,,,,,,3.0,,,,1.0,18.0,9.0,27.0,0,,38.0,1.0,,2.0,
2020-21,8896904,4,1,Manchester_United,Home,942116,220688,Mason Greenwood,mason-greenwood,F,False,,,,11.0,4.0,15.0,,,5.0,,,1.0,1.0,,2.0,3.0,,,,,,,,1.0,,,67.0,1.0,,,,,,,7.0,,6.4,,,1.0,,,3.0,,,,,14.0,6.0,20.0,3,,31.0,1.0,1.0,2.0,
2020-21,8897001,5,1,Manchester_United,Away,29774,58498,Odion Ighalo,odion-ighalo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897001,5,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,,21.0,7.0,28.0,1.0,,4.0,,,2.0,1.0,1.0,6.0,3.0,,,,2.0,1.0,,,,3.0,,90.0,4.0,,,,,,1.0,13.0,,9.0,,,1.0,,,5.0,1.0,,,1.0,26.0,8.0,33.0,7,,52.0,2.0,1.0,2.0,
2020-21,8897003,6,1,Manchester_United,Home,21521,40720,Edinson Cavani,edinson-cavani,F,True,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,32.0,,,,,,,,3.0,,6.7,,,1.0,,1.0,,1.0,,,,2.0,,1.0,2,,7.0,1.0,,,
2020-21,8897003,6,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,1.0,16.0,8.0,24.0,,2.0,,,,1.0,,4.0,7.0,4.0,,,1.0,,,,,,1.0,,90.0,2.0,,,,,,,18.0,,6.7,,,,,,3.0,,,1.0,,21.0,11.0,32.0,3,,49.0,4.0,1.0,1.0,
2020-21,8897003,6,1,Manchester_United,Home,942116,220688,Mason Greenwood,mason-greenwood,F,True,1.0,,,6.0,1.0,6.0,1.0,,1.0,,,,,,4.0,2.0,,,1.0,,,,,,1.0,,12.0,,,,,,,,3.0,,6.7,,,,,,4.0,2.0,,,,7.0,1.0,6.0,0,,12.0,,,2.0,
2020-21,8896859,7,1,Manchester_United,Home,21521,40720,Edinson Cavani,edinson-cavani,F,True,,,,2.0,,2.0,,,2.0,,,,,,1.0,,,,1.0,,,,,,,,15.0,,,,,,,,2.0,,6.6,,,,,,,,,,,3.0,1.0,4.0,0,,4.0,,,,
2020-21,8896859,7,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,1.0,16.0,6.0,22.0,1.0,1.0,3.0,,,1.0,,2.0,4.0,5.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,12.0,,6.8,,,,,,1.0,1.0,,1.0,,19.0,8.0,26.0,1,1.0,42.0,3.0,3.0,,
2020-21,8896859,7,1,Manchester_United,Home,942116,220688,Mason Greenwood,mason-greenwood,F,False,,,2.0,13.0,7.0,20.0,,,4.0,,,,1.0,2.0,4.0,2.0,,,1.0,,,,,,,,75.0,1.0,,,,,,,12.0,,6.6,,,,,,1.0,,,3.0,1.0,16.0,11.0,27.0,1,,37.0,2.0,1.0,1.0,
2020-21,8896866,8,1,Manchester_United,Away,21521,40720,Edinson Cavani,edinson-cavani,F,True,,,,1.0,,1.0,,,,,,,1.0,,2.0,,,,,,1.0,,,1.0,,,8.0,1.0,,,,,,,2.0,,7.2,,,,,,1.0,,,,,2.0,,2.0,1,,6.0,,,,
2020-21,8896866,8,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,,19.0,5.0,24.0,,2.0,4.0,,1.0,,,4.0,7.0,8.0,,,1.0,1.0,,,,,4.0,,90.0,1.0,,,,,,,20.0,,6.8,,,2.0,,1.0,5.0,,,1.0,,29.0,6.0,35.0,3,1.0,61.0,3.0,2.0,3.0,
2020-21,8896854,9,1,Manchester_United,Home,21521,40720,Edinson Cavani,edinson-cavani,F,True,,,,3.0,3.0,6.0,,2.0,2.0,,,2.0,1.0,,2.0,4.0,,,1.0,,,,,1.0,,,28.0,,,,,,,,7.0,,6.8,,,,,,1.0,1.0,,,1.0,9.0,3.0,11.0,2,,18.0,1.0,1.0,1.0,
2020-21,8896854,9,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,1.0,23.0,7.0,30.0,1.0,2.0,1.0,,1.0,,,2.0,7.0,9.0,,,2.0,,,,,,,,79.0,2.0,,,,,,,13.0,,6.7,,,,,,5.0,2.0,,3.0,,29.0,7.0,34.0,2,1.0,55.0,2.0,3.0,3.0,1.0
