season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243394,1,1,Manchester_United,Home,205508,109322,Jesse Lingard,jesse-lingard,F,False,,,,10.0,13.0,23.0,,,3.0,,,,2.0,2.0,8.0,5.0,,,4.0,,,,,,1.0,,86.0,,,,,,,,5.0,,6.3,,,,,,4.0,,,2.0,,10.0,16.0,26.0,0,,36.0,,1.0,4.0,
2019-20,8243394,1,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,1.0,9.0,4.0,13.0,,,5.0,,,2.0,1.0,3.0,5.0,6.0,,,1.0,,2.0,,,,,,86.0,2.0,,,,,,1.0,17.0,,8.1,,,,,1.0,,1.0,,3.0,1.0,18.0,5.0,22.0,4,3.0,44.0,3.0,3.0,,
2019-20,8243394,1,1,Manchester_United,Home,942116,220688,Mason Greenwood,mason-greenwood,F,True,,,1.0,2.0,1.0,3.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,9.0,,,,,,,,2.0,,6.5,,,,,,,,,1.0,,4.0,1.0,5.0,1,,6.0,,,,
2019-20,8243418,2,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,False,,,,25.0,13.0,38.0,1.0,1.0,6.0,,,,2.0,2.0,6.0,3.0,,,1.0,,,,,1.0,,,81.0,,,,,,,,10.0,,6.2,,,,,,,,,1.0,,30.0,13.0,43.0,0,2.0,52.0,3.0,,,1.0
2019-20,8243418,2,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,2.0,,1.0,25.0,9.0,32.0,,,5.0,,,1.0,,,,3.0,,,,1.0,,,,,1.0,,89.0,,,,,,,,10.0,,7.2,,,1.0,,,,4.0,,3.0,,32.0,10.0,38.0,2,1.0,51.0,1.0,2.0,,1.0
2019-20,8243418,2,1,Manchester_United,Away,942116,220688,Mason Greenwood,mason-greenwood,F,True,,,,4.0,,4.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,5.0,,5.0,0,1.0,6.0,,,,1.0
2019-20,8243419,3,1,Manchester_United,Home,205508,109322,Jesse Lingard,jesse-lingard,F,False,,,,9.0,6.0,15.0,,,1.0,,,,,2.0,3.0,5.0,,,1.0,,,,,,1.0,,56.0,,,,,,,,9.0,,6.6,,,,,,,3.0,,1.0,,14.0,6.0,17.0,0,2.0,30.0,2.0,3.0,,1.0
2019-20,8243419,3,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,1.0,19.0,6.0,25.0,,,1.0,,2.0,,,,1.0,5.0,,,,,,,1.0,1.0,1.0,,90.0,1.0,,,,,1.0,,20.0,,6.4,,,3.0,,,4.0,4.0,,2.0,,33.0,6.0,35.0,4,,56.0,5.0,2.0,3.0,
2019-20,8243419,3,1,Manchester_United,Home,942116,220688,Mason Greenwood,mason-greenwood,F,True,,,,5.0,2.0,7.0,1.0,,3.0,,,,1.0,2.0,4.0,1.0,,,,,,,,,,,34.0,,,,,,,,2.0,,6.5,,,,,,1.0,,,,,5.0,2.0,7.0,0,,11.0,,,1.0,
2019-20,8243437,4,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,1.0,12.0,1.0,13.0,1.0,,2.0,,,1.0,,,1.0,,,,1.0,,,,,,1.0,,22.0,,,,,,,,3.0,,6.7,,,1.0,,,,,,1.0,,14.0,1.0,15.0,2,,19.0,1.0,,,
2019-20,8243437,4,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,,9.0,5.0,14.0,4.0,3.0,3.0,,1.0,2.0,,1.0,8.0,8.0,,,1.0,,,,,,2.0,,90.0,2.0,,,,,,,17.0,,6.9,,,2.0,,,4.0,1.0,,,,17.0,6.0,22.0,6,,42.0,4.0,3.0,2.0,
2019-20,8243437,4,1,Manchester_United,Away,942116,220688,Mason Greenwood,mason-greenwood,F,True,,,,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,8.0,1.0,,,,,,,4.0,,6.7,,,,,,,2.0,,,,3.0,1.0,2.0,1,,7.0,1.0,,,
2019-20,8243444,5,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,1.0,9.0,2.0,11.0,5.0,,2.0,,,,1.0,1.0,9.0,5.0,,,1.0,,1.0,,1.0,,1.0,,90.0,1.0,,,,,,1.0,10.0,,7.7,,,1.0,,2.0,3.0,,,1.0,,14.0,3.0,17.0,2,,34.0,1.0,3.0,2.0,
2019-20,8243444,5,1,Manchester_United,Home,942116,220688,Mason Greenwood,mason-greenwood,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243464,6,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,,4.0,1.0,5.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,29.0,,,,,,,,1.0,,6.4,,,,,,,,,,,5.0,1.0,6.0,1,,7.0,,,,
2019-20,8243464,6,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,,11.0,3.0,14.0,1.0,1.0,3.0,,,,,2.0,4.0,2.0,,,,,,,,,1.0,,61.0,,,,,,,,7.0,,6.5,,,,,1.0,2.0,1.0,,,1.0,14.0,4.0,17.0,0,,24.0,,,1.0,
