season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827861,1,1,Manchester_United,Home,21764,41184,Marouane Fellaini,marouane-fellaini,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,1.0,,,,,,2.0,,6.5,,,,,1.0,,,,,,,,,0,,5.0,1.0,,,
2018-19,7827861,1,1,Manchester_United,Home,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,2.0,12.0,12.0,24.0,4.0,,7.0,1.0,,1.0,1.0,,,2.0,9.0,5.0,,,1.0,,,,,1.0,4.0,,90.0,,,,,,,,23.0,,7.1,,,,,,1.0,3.0,,2.0,2.0,27.0,13.0,37.0,1,2.0,59.0,2.0,3.0,,2.0
2018-19,7827861,1,1,Manchester_United,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,,2.0,2.0,4.0,2.0,1.0,,,1.0,,,,,,3.0,2.0,,,1.0,,,,,,,,23.0,1.0,,,,,,,2.0,,6.3,,,,,,,,,,1.0,3.0,2.0,5.0,1,1.0,8.0,1.0,,,
2018-19,7827861,1,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,1.0,14.0,3.0,17.0,2.0,1.0,3.0,,,,,,,,3.0,4.0,,,,,,,,,,,67.0,,,,,,,,12.0,,6.9,,,,,4.0,1.0,1.0,,1.0,1.0,17.0,4.0,20.0,0,3.0,38.0,5.0,1.0,,3.0
2018-19,7827896,2,1,Manchester_United,Away,21764,41184,Marouane Fellaini,marouane-fellaini,F,True,,,,12.0,,12.0,1.0,5.0,1.0,,,,1.0,,,,2.0,7.0,,,,,,,,,,,30.0,,,,,,,1.0,7.0,,6.9,,,,,,,,,1.0,,16.0,,16.0,0,1.0,22.0,3.0,1.0,,
2018-19,7827896,2,1,Manchester_United,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,6.0,4.0,10.0,2.0,2.0,,,,,,,,1.0,3.0,4.0,,,,,1.0,,,,,,90.0,1.0,,,,,,,12.0,,7.3,,,1.0,,,,1.0,,,1.0,15.0,4.0,18.0,2,2.0,27.0,2.0,,,1.0
2018-19,7827896,2,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,,14.0,5.0,19.0,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,1.0,,45.0,,,,,,,,7.0,,6.5,,,,,,2.0,,,,,16.0,5.0,21.0,0,,32.0,3.0,1.0,,
2018-19,7827896,2,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,True,,,,6.0,5.0,11.0,,1.0,1.0,,,,,,,,4.0,4.0,,,1.0,,,,,,,,45.0,,,,,,,,12.0,,6.3,,,,,,4.0,2.0,,,,12.0,5.0,15.0,0,1.0,30.0,2.0,1.0,1.0,
2018-19,7827907,3,1,Manchester_United,Home,21764,41184,Marouane Fellaini,marouane-fellaini,F,True,1.0,,,10.0,6.0,15.0,1.0,4.0,5.0,,,,,,,,2.0,5.0,,,1.0,,,,,,1.0,,29.0,,,,,,,,9.0,,6.6,,,,,,,1.0,,1.0,,15.0,7.0,21.0,0,,27.0,3.0,1.0,,
2018-19,7827907,3,1,Manchester_United,Home,34120,37265,Alexis Sánchez,alexis-sanchez,F,True,,,1.0,6.0,2.0,8.0,1.0,,1.0,,,,,,,1.0,2.0,2.0,,,,,,,,,,,35.0,1.0,,,,,,,9.0,,7.0,,,2.0,,,,2.0,,1.0,,11.0,2.0,11.0,3,1.0,22.0,2.0,1.0,,
2018-19,7827907,3,1,Manchester_United,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,1.0,12.0,6.0,18.0,2.0,2.0,1.0,,1.0,1.0,,,,3.0,8.0,3.0,,,1.0,,,,,,2.0,,90.0,2.0,,,,,,,15.0,,6.6,,,2.0,,,3.0,2.0,,1.0,1.0,20.0,6.0,24.0,5,,40.0,2.0,,1.0,
2018-19,7827907,3,1,Manchester_United,Home,205508,109322,Jesse Lingard,jesse-lingard,F,False,,,5.0,16.0,5.0,21.0,4.0,2.0,3.0,,,2.0,,,,2.0,6.0,6.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,,14.0,,7.1,,,1.0,,,1.0,2.0,,5.0,1.0,22.0,6.0,26.0,4,,51.0,5.0,3.0,1.0,
2018-19,7827907,3,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827917,4,1,Manchester_United,Away,21764,41184,Marouane Fellaini,marouane-fellaini,F,False,,,,20.0,29.0,49.0,1.0,7.0,7.0,,,,,,,2.0,4.0,8.0,,,1.0,,,,,,,,90.0,,,,,,,,6.0,,7.0,,,,,7.0,,,,1.0,,22.0,31.0,53.0,0,1.0,67.0,,,,1.0
2018-19,7827917,4,1,Manchester_United,Away,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,1.0,,3.0,25.0,6.0,30.0,1.0,,4.0,2.0,,2.0,,,,2.0,6.0,4.0,,,2.0,1.0,,,,,4.0,,61.0,1.0,,,,,,,14.0,,7.9,,,,,,2.0,3.0,,4.0,,36.0,6.0,39.0,3,2.0,54.0,,1.0,1.0,1.0
2018-19,7827917,4,1,Manchester_United,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,2.0,,3.0,19.0,2.0,19.0,5.0,3.0,1.0,,2.0,1.0,,,,,10.0,5.0,,,4.0,,2.0,,,,4.0,,90.0,4.0,,,,,,,8.0,,8.5,,,,,,3.0,2.0,,3.0,1.0,23.0,2.0,23.0,5,,38.0,3.0,,2.0,
2018-19,7827917,4,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,False,,,,33.0,6.0,39.0,,,3.0,,,2.0,,,,1.0,2.0,3.0,,,,,,,,,1.0,,76.0,,,,,,,,11.0,,7.0,,,2.0,,,3.0,3.0,,,,40.0,6.0,43.0,4,,58.0,1.0,1.0,2.0,
2018-19,7827917,4,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,True,1.0,,,3.0,1.0,3.0,,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,10.0,,,,,,,1.0,6.0,,6.3,,,,,,,3.0,,,,5.0,1.0,3.0,0,,11.0,2.0,1.0,,
2018-19,7827943,5,1,Manchester_United,Away,21764,41184,Marouane Fellaini,marouane-fellaini,F,False,,,2.0,25.0,28.0,53.0,2.0,7.0,10.0,,,,1.0,,,2.0,6.0,11.0,,1.0,1.0,1.0,,,,1.0,1.0,,90.0,,1.0,,,,,,15.0,,6.9,,,,,5.0,,,,2.0,,33.0,32.0,65.0,0,3.0,82.0,1.0,1.0,,2.0
2018-19,7827943,5,1,Manchester_United,Away,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,2.0,18.0,8.0,26.0,2.0,,5.0,,,,1.0,,,4.0,9.0,2.0,,,,,,,,,1.0,,84.0,1.0,,,,,,,14.0,,6.7,,,,,1.0,3.0,2.0,,3.0,2.0,24.0,10.0,32.0,1,1.0,46.0,,,1.0,
2018-19,7827943,5,1,Manchester_United,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,2.0,15.0,2.0,17.0,3.0,3.0,,,,1.0,,,,4.0,8.0,4.0,,,,,1.0,,,1.0,,,90.0,1.0,,,,,,,15.0,,7.1,,,,,1.0,2.0,,,3.0,2.0,21.0,4.0,25.0,2,,40.0,2.0,1.0,1.0,
2018-19,7827943,5,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,False,1.0,,1.0,20.0,15.0,34.0,,,6.0,1.0,,,,,,3.0,7.0,1.0,,,2.0,,,,,1.0,1.0,,71.0,,1.0,,,,,,13.0,,6.7,,,,,,2.0,3.0,,2.0,,25.0,16.0,38.0,0,,52.0,1.0,1.0,,
2018-19,7827963,6,1,Manchester_United,Home,21764,41184,Marouane Fellaini,marouane-fellaini,F,False,,,,36.0,31.0,67.0,8.0,6.0,9.0,,,1.0,1.0,,,1.0,11.0,9.0,,,2.0,,,,,,,,90.0,1.0,,,,,,,12.0,,6.9,,,,,6.0,,1.0,,2.0,1.0,46.0,32.0,77.0,2,3.0,93.0,,,,2.0
2018-19,7827963,6,1,Manchester_United,Home,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,,22.0,1.0,23.0,,1.0,,,,,,,,,2.0,8.0,,,,,,,,2.0,2.0,,63.0,1.0,,,,,,,16.0,,7.4,,,,,,5.0,3.0,,1.0,,34.0,2.0,33.0,1,1.0,51.0,1.0,3.0,3.0,1.0
2018-19,7827963,6,1,Manchester_United,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,8.0,3.0,11.0,5.0,2.0,,,,1.0,,,,3.0,8.0,2.0,,,,,,,,,,,90.0,,,,,,,,9.0,,6.4,,,,,,,2.0,,,2.0,14.0,3.0,15.0,1,,22.0,,,,
2018-19,7827963,6,1,Manchester_United,Home,205508,109322,Jesse Lingard,jesse-lingard,F,False,,,,27.0,9.0,36.0,2.0,,,,,,,,,2.0,5.0,4.0,,,1.0,,,,,,,,75.0,1.0,,,,,,,10.0,,7.0,,,1.0,,,1.0,1.0,,1.0,,33.0,9.0,41.0,2,1.0,53.0,1.0,2.0,1.0,1.0
2018-19,7827983,7,1,Manchester_United,Away,21764,41184,Marouane Fellaini,marouane-fellaini,F,False,,,,22.0,6.0,28.0,2.0,3.0,4.0,,1.0,,,,,1.0,5.0,5.0,,,1.0,,,,,2.0,,,90.0,1.0,1.0,,,,,,9.0,,6.4,,,,,2.0,1.0,1.0,,1.0,,28.0,6.0,33.0,1,1.0,51.0,,1.0,,1.0
2018-19,7827983,7,1,Manchester_United,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,10.0,3.0,13.0,2.0,4.0,1.0,,,1.0,,,,,6.0,5.0,,,,,,,1.0,,,,90.0,,,,,,,,11.0,,6.4,,,1.0,,,5.0,3.0,,,2.0,17.0,3.0,17.0,2,,28.0,,,1.0,
