season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576081,1,1,Manchester_United,Home,942116,220688,Mason Greenwood,mason-greenwood,F,False,,,1.0,13.0,9.0,22.0,2.0,,,5.0,1.0,,,,,,2.0,9.0,6.0,,,2.0,,1.0,,,,,1.0,,90.0,2.0,,,,,,,,14.0,,,7.9,,,1.0,,,,9.0,2.0,,2.0,,18.0,9.0,25.0,,,3,,46.0,3.0,1.0,5.0,
2021-22,9576076,2,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,,5.0,1.0,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,6.6,,,,,,,,,,,,5.0,1.0,6.0,,,0,,6.0,,,,
2021-22,9576076,2,1,Manchester_United,Away,942116,220688,Mason Greenwood,mason-greenwood,F,False,,,,16.0,3.0,19.0,,1.0,,3.0,,,,1.0,,,2.0,3.0,5.0,,,,,1.0,,,,,1.0,,90.0,1.0,,,,,,,,14.0,,,7.6,,,4.0,,,1.0,1.0,4.0,,1.0,,26.0,3.0,25.0,,,5,2.0,45.0,1.0,1.0,1.0,1.0
2021-22,9576382,3,1,Manchester_United,Away,21521,40720,Edinson Cavani,edinson-cavani,F,True,,,,7.0,,7.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,37.0,,,,,,,,,2.0,,,6.6,,,,,,,,,,,,7.0,1.0,8.0,,,0,,9.0,1.0,,,
2021-22,9576382,3,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576382,3,1,Manchester_United,Away,942116,220688,Mason Greenwood,mason-greenwood,F,False,1.0,,1.0,13.0,9.0,21.0,,1.0,,1.0,,1.0,,,,,2.0,4.0,4.0,,,,,1.0,,,,,2.0,,89.0,1.0,,,,,,,,14.0,,,7.2,,,2.0,,,,3.0,5.0,,1.0,,20.0,9.0,24.0,,,3,1.0,44.0,2.0,1.0,1.0,1.0
2021-22,9576135,4,1,Manchester_United,Home,750,14937,Cristiano Ronaldo,cristiano-ronaldo,F,False,,,,32.0,7.0,39.0,1.0,,,2.0,,,2.0,,,,3.0,4.0,,,,,,2.0,,,,1.0,1.0,,90.0,2.0,,,,,,,,11.0,,,8.6,,,2.0,,,,,,,,,38.0,7.0,45.0,,,6,,63.0,2.0,,,
2021-22,9576135,4,1,Manchester_United,Home,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,,7.0,2.0,9.0,,,,2.0,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,24.0,1.0,,,,,,,,3.0,,,7.2,,,,,,,1.0,1.0,,,1.0,9.0,2.0,10.0,,,1,,16.0,,,1.0,
2021-22,9576135,4,1,Manchester_United,Home,942116,220688,Mason Greenwood,mason-greenwood,F,False,1.0,,3.0,25.0,3.0,27.0,,,,4.0,,,,3.0,,,1.0,7.0,2.0,,,1.0,,,,,,,2.0,,85.0,2.0,,,,,,,,13.0,,,6.6,,,,,,,3.0,3.0,,3.0,,32.0,4.0,33.0,,,2,1.0,48.0,2.0,,1.0,
2021-22,9576251,5,1,Manchester_United,Away,750,14937,Cristiano Ronaldo,cristiano-ronaldo,F,False,,,,17.0,6.0,23.0,2.0,1.0,,1.0,,2.0,1.0,1.0,,,1.0,4.0,2.0,,,,,1.0,,,,,,,90.0,5.0,,,,,,,,11.0,,,6.9,,,1.0,,,1.0,,,,,,21.0,7.0,28.0,,,7,,44.0,3.0,1.0,,
