season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436870,1,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,1.0,18.0,4.0,22.0,,1.0,,4.0,1.0,,,,,1.0,7.0,2.0,,,0.114362,,,1.0,0.0,,,,,1.0,1.0,,90.0,,,,,,,,16.0,,,6.7,,,,,,1.0,5.0,1.0,,2.0,1.0,23.0,7.0,29.0,,,0,,44.0,2.0,1.0,,
2024-25,12436870,1,1,Manchester_United,Home,836694,184341,Mason Mount,mason-mount,F,False,,,,8.0,3.0,11.0,,1.0,,1.0,,1.0,,,,3.0,6.0,5.0,,,0.0291336,0.2952,0.2957,1.0,0.0,,,,,,2.0,,61.0,1.0,,,,,,,10.0,,,6.4,,,,,,,2.0,,,,,12.0,3.0,15.0,,,1,3.0,27.0,1.0,1.0,,1.0
2024-25,12436870,1,1,Manchester_United,Home,917007,458249,Joshua Zirkzee,joshua-zirkzee,F,True,,,,4.0,4.0,8.0,,,,3.0,,,,,,,,,,,0.00400749,0.0729,0.8608,,0.0,1.0,,,,,,,29.0,1.0,,,,,,,2.0,,,7.2,,,,,,,,,,,,4.0,5.0,9.0,,,1,,12.0,1.0,,,
2024-25,12436870,1,1,Manchester_United,Home,1135873,493105,Alejandro Garnacho,alejandro-garnacho,F,True,1.0,,,5.0,5.0,9.0,1.0,1.0,,2.0,,1.0,,1.0,,1.0,4.0,3.0,,,0.0932299,0.6804,,,1.0,,,,,,2.0,,29.0,,,,,,,,5.0,,,6.7,,,2.0,,,1.0,1.0,1.0,,,,6.0,5.0,10.0,,,2,1.0,20.0,2.0,1.0,,1.0
2024-25,12436888,2,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,1.0,7.0,6.0,13.0,,,,4.0,,,,,,,3.0,2.0,,,0.00706792,,,1.0,0.0,,,,,,,,65.0,,,,,,,,7.0,,,6.5,,,,,,,3.0,,,1.0,2.0,10.0,8.0,18.0,,,0,,23.0,,1.0,1.0,
2024-25,12436888,2,1,Manchester_United,Away,836694,184341,Mason Mount,mason-mount,F,False,,,,6.0,9.0,15.0,,,,1.0,,,,1.0,,1.0,3.0,,,,0.00475477,0.085,0.0562,1.0,0.0,,,,,,,,45.0,1.0,,,,,,,5.0,,,6.5,,,,,,,,2.0,,,,9.0,9.0,16.0,,,1,,22.0,1.0,,,
2024-25,12436888,2,1,Manchester_United,Away,917007,458249,Joshua Zirkzee,joshua-zirkzee,F,True,,,,5.0,2.0,7.0,1.0,,,3.0,,,,,,,2.0,3.0,,,0.0345692,,,,0.0,,,,,,1.0,,45.0,,1.0,,,,,,4.0,,,6.9,,,,,,,3.0,,,,1.0,6.0,3.0,9.0,,,0,1.0,19.0,,,2.0,
2024-25,12436888,2,1,Manchester_United,Away,1135873,493105,Alejandro Garnacho,alejandro-garnacho,F,True,,,1.0,8.0,3.0,11.0,1.0,,,1.0,,1.0,,,,2.0,5.0,1.0,,,0.0635087,0.7111,,,0.0,,,,,,1.0,,25.0,1.0,,,,,,,10.0,,,6.2,,,,,,,3.0,1.0,,2.0,,10.0,5.0,14.0,,,1,,23.0,1.0,,1.0,
2024-25,12436920,3,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,2.0,,1.0,15.0,3.0,16.0,1.0,1.0,,3.0,2.0,,,,,,4.0,4.0,,,0.589636,,,,0.0,,,,,,2.0,,90.0,,,,,,,,12.0,,,7.0,,,,,,,5.0,4.0,,2.0,,23.0,3.0,22.0,,,0,1.0,33.0,1.0,,2.0,1.0
2024-25,12436920,3,1,Manchester_United,Home,917007,458249,Joshua Zirkzee,joshua-zirkzee,F,False,,,,9.0,6.0,15.0,4.0,,,2.0,,2.0,,,,1.0,10.0,,,,0.0178742,0.8832,0.6152,2.0,0.0,,,,,,,,86.0,2.0,,,,,,,12.0,,,5.6,,,1.0,,,,3.0,,,,,12.0,9.0,21.0,,,3,,32.0,2.0,,,
