playerId,playerName,position,team_name,team_id,nationality,season,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,savesMadeCaught,cleanSheets,aerialDuelsLost,groundDuelsLost,timesTackled,successfulCrossesOpenPlay,blockedShots,overruns,totalTackles,totalShots,goalAssists,unsuccessfulCrossesOpenPlay,oboxBlocked,substituteOn,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,shotsBlockedInBox,putthroughBlockedDistributionWon,tacklesLost,unsuccessfulDribbles,redCards2ndYellow,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,offsides,awayGoals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,homeGoals,oboxTarget,headedGoals,unsuccessfulCornersIntoBox,hitWoodwork,successfulLayoffs,lastPlayerTackle,clearancesOffTheLine,crossesNotClaimed,unsuccessfulLayoffs,leftFootGoals,handballsConceded,rightFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesConceded,foulWonPenalty,penaltiesTaken,penaltyGoals
112520,Alex Palmer,Goalkeeper,Ipswich,40,England,2024-25,0.0205,0.0,18.0,13.0,1.0,13.0,13.0,124.0,368.0,94.0,5.0,1.0,1170.0,9.0,2.0,1.0,4.0,162.0,9.0,1.0,25.814,1.0,26.0,21.0,30.0,70.0,45.0,4.0,0.0,9.0,6.0,224.0,119.0,13.0,2.0,64.0,28.0,4.0,5.0,0.0,111.0,207.0,126.0,38.0,16.0,74.0,1.0,82.0,524.0,54.0,180.0,30.0,2.0,123.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232917,Arijanet Muric,Goalkeeper,Ipswich,40,Kosovo,2024-25,0.0297,0.0,34.0,19.0,9.0,18.0,18.0,170.0,534.0,94.0,12.0,3.0,1620.0,15.0,3.0,,4.0,271.0,10.0,3.0,31.9081,,34.0,20.0,33.0,120.0,69.0,4.0,0.0,19.0,1.0,313.0,176.0,18.0,5.0,66.0,30.0,7.0,11.0,0.0,134.0,382.0,183.0,54.0,10.0,101.0,,93.0,773.0,83.0,298.0,48.0,1.0,161.0,39.0,4.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180804,Axel Tuanzebe,Defender,Ipswich,40,DR Congo,2024-25,0.2795,1.0,,,72.0,22.0,20.0,93.0,671.0,,41.0,,1717.0,69.0,4.0,25.0,46.0,563.0,,2.0,33.2552,4.0,1.0,54.0,37.0,66.0,,12.0,0.0,120.0,,284.0,49.0,22.0,,261.0,33.0,79.0,23.0,0.0,,641.0,152.0,,,235.0,17.0,15.0,1011.0,11.0,319.0,,3.0,21.0,41.0,51.0,,1.0,18.0,33.0,7.0,2.0,2.0,1.0,31.0,2.0,1.0,8.0,1.0,2.0,2.0,8.0,31.0,1.0,1.0,11.0,12.0,6.0,1.0,8.0,1.0,2.0,3.0,19.0,4.0,10.0,23.0,86.0,102.0,7.0,1.0,10.0,0.2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198826,Ben Godfrey,Defender,Ipswich,40,England,2024-25,0.0172,0.0,,,8.0,3.0,2.0,9.0,50.0,,3.0,,159.0,4.0,1.0,3.0,1.0,41.0,,1.0,7.2962,,,3.0,10.0,2.0,,,0.0,6.0,,24.0,2.0,3.0,,20.0,9.0,3.0,3.0,0.0,,49.0,13.0,,,13.0,1.0,,69.0,1.0,21.0,,1.0,1.0,5.0,2.0,,,,2.0,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,2.0,11.0,6.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222018,Ben Johnson,Defender,Ipswich,40,England,2024-25,0.8553,1.0,,,55.0,23.0,14.0,71.0,320.0,,37.0,,1348.0,71.0,3.0,40.0,52.0,236.0,,2.0,35.9041,10.0,5.0,53.0,36.0,19.0,,6.0,0.0,167.0,,131.0,57.0,23.0,,132.0,33.0,130.0,19.0,0.0,,311.0,177.0,,,107.0,27.0,13.0,660.0,10.0,125.0,,3.0,16.0,26.0,96.0,,,18.0,78.0,31.0,2.0,2.0,5.0,38.0,5.0,2.0,20.0,1.0,9.0,8.0,12.0,17.0,,1.0,17.0,16.0,14.0,1.0,29.0,1.0,2.0,8.0,22.0,8.0,5.0,13.0,63.0,41.0,3.0,1.0,10.0,1.0591,3.0,1.0469,2.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,6.0,1.0,,,,,,,,,,,,,,,
122411,Cameron Burgess,Defender,Ipswich,40,Australia,2024-25,0.353,0.0,,,73.0,18.0,16.0,144.0,770.0,32.0,66.0,,1540.0,65.0,3.0,12.0,21.0,575.0,,3.0,33.227,5.0,10.0,125.0,37.0,256.0,,4.0,0.0,95.0,,365.0,44.0,18.0,,173.0,34.0,29.0,44.0,0.0,32.0,710.0,151.0,,,98.0,6.0,51.0,994.0,41.0,453.0,,0.0,71.0,47.0,30.0,,,22.0,8.0,,,2.0,,17.0,8.0,2.0,,,2.0,,24.0,,,2.0,5.0,5.0,,,,2.0,5.0,1.0,12.0,,15.0,14.0,51.0,,,,4.0,1.1251,3.0,0.4438,1.0,,1.0,,,,3.0,3.0,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,
229164,Chiedozie Ogbene,Forward,Ipswich,40,Ireland,2024-25,0.0465,0.0,,,7.0,5.0,3.0,8.0,39.0,,7.0,,240.0,16.0,,6.0,15.0,31.0,,,2.813,2.0,,3.0,3.0,4.0,,7.0,0.0,31.0,,2.0,6.0,5.0,,29.0,3.0,24.0,1.0,0.0,,39.0,22.0,,,18.0,2.0,,79.0,1.0,3.0,,0.0,1.0,4.0,15.0,,,6.0,9.0,5.0,1.0,,2.0,7.0,,,3.0,,2.0,1.0,5.0,,,,1.0,4.0,3.0,,3.0,,,2.0,3.0,1.0,,1.0,15.0,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
108813,Christian Walton,Goalkeeper,Ipswich,40,England,2024-25,0.0075,0.0,10.0,5.0,2.0,7.0,7.0,78.0,220.0,51.0,2.0,2.0,630.0,3.0,3.0,,1.0,96.0,2.0,2.0,17.3163,1.0,22.0,4.0,19.0,43.0,20.0,1.0,0.0,4.0,3.0,144.0,62.0,7.0,2.0,27.0,16.0,2.0,2.0,0.0,70.0,142.0,78.0,16.0,3.0,33.0,,46.0,296.0,45.0,115.0,15.0,0.0,76.0,14.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
434044,Cieran Slicker,Goalkeeper,Ipswich,40,Scotland,2024-25,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196411,Conor Chaplin,Forward,Ipswich,40,England,2024-25,0.6226,0.0,,,65.0,22.0,10.0,77.0,306.0,,13.0,,854.0,29.0,2.0,12.0,26.0,221.0,,2.0,17.3854,7.0,1.0,3.0,19.0,44.0,,7.0,0.0,65.0,,85.0,27.0,22.0,,122.0,17.0,52.0,3.0,0.0,,273.0,105.0,,,90.0,11.0,8.0,411.0,2.0,109.0,,2.0,12.0,19.0,36.0,,,10.0,26.0,9.0,2.0,6.0,,15.0,10.0,1.0,7.0,3.0,12.0,2.0,18.0,,,3.0,7.0,10.0,4.0,,7.0,3.0,6.0,2.0,5.0,4.0,1.0,4.0,87.0,4.0,9.0,3.0,9.0,1.5198,4.0,1.235,10.0,1.0,,0.0,,,3.0,3.0,,1.0,,,,,11.0,,,,4.0,1.0,1.0,,,,,,,,
