playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,expectedAssists,totalClearances,goalsConceded,totalRedCards,groundDuelsLost,rightsidePasses,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,groundDuels,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,aerialDuels,leftsidePasses,backwardPasses,timePlayed,touches,aerialDuelsLost,throwInsToOwnPlayer,goalsConcededOutsideBox,putthroughBlockedDistribution,successfulPassesOwnHalf,successfulShortPasses,yellowCards,successfulCrossesOpenPlay,overruns,totalTackles,totalShots,throughBalls,goalAssists,starts,unsuccessfulCrossesOpenPlay,offsides,cornersTakenInclShortCorners,successfulCrossesAndCorners,unsuccessfulLayoffs,duelsWon,groundDuelsWon,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,totalFoulsWon,tacklesLost,unsuccessfulDribbles,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,substituteOff,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,goals,awayGoals,homeGoals,rightFootGoals,iboxTarget,shotsOnTargetInBox,blocks,throwInsToOppositionPlayer,successfulLaunches,unsuccessfulLaunches,blockedShots,shotsBlockedInBox,iboxBlocked,goalKicks,gkSuccessfulDistribution,clearancesOffTheLine,oboxBlocked,shotsBlockedOutsideBox,penaltiesConceded,ownGoalScored,shotsOnTargetOutsideBox,oboxTarget,catches,savesMadeFromOutsideBox,penaltiesFaced,punches,savesMade,goalkeeperSmother,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,leftFootGoals
216055,Florentino,Midfielder,Ipswich,40,Portugal,2026-27,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219924,Issa Diop,Defender,Ipswich,40,Morocco,2026-27,8.0,6.9874,1.0,0.023,15.0,8.0,0.0,6.0,32.0,0.0,15.0,1.0,53.0,12.0,3.0,7.0,3.0,,25.0,15.0,135.0,11.0,0.0,130.0,,16.0,4.0,37.0,13.0,270.0,170.0,2.0,,2.0,2.0,95.0,116.0,0.0,,,3.0,,,,3.0,,,,,,7.0,5.0,,1.0,1.0,,,,6.0,,1.0,2.0,,,3.0,2.0,3.0,5.0,,4.0,,2.0,,8.0,7.0,,,,,,,,,5.0,,,5.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
443261,Jack Clarke,Forward,Ipswich,40,England,2026-27,3.0,0.0358,1.0,0.0178,,,0.0,3.0,6.0,1.0,4.0,1.0,10.0,2.0,2.0,5.0,2.0,,12.0,6.0,25.0,4.0,0.0,25.0,2.0,7.0,,2.0,7.0,43.0,32.0,,,,3.0,7.0,17.0,0.0,,,1.0,2.0,,,,,,,,,1.0,1.0,,2.0,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,2.0,,,0.15,1.0,1.0,1.0,0.6268,1.0,0.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
449429,Jacob Greaves,Defender,Ipswich,40,England,2026-27,6.0,6.9874,1.0,0.0493,15.0,8.0,0.0,1.0,66.0,0.0,21.0,3.0,42.0,8.0,3.0,12.0,3.0,,34.0,16.0,140.0,11.0,0.0,118.0,,17.0,10.0,23.0,9.0,270.0,176.0,5.0,,2.0,4.0,90.0,122.0,1.0,,,5.0,,,,3.0,,1.0,,,,15.0,10.0,,2.0,1.0,5.0,2.0,,6.0,,,5.0,,,3.0,,2.0,,,2.0,,1.0,,4.0,4.0,,,,,,,,,4.0,,1.0,2.0,,,,14.0,14.0,,,,1.0,1.0,,,,,,,,,,,,
474120,Julio Enciso,Midfielder,Ipswich,40,Paraguay,2026-27,19.0,6.9516,2.0,0.6433,1.0,8.0,0.0,18.0,21.0,0.0,34.0,1.0,15.0,15.0,3.0,7.0,3.0,2.0,45.0,10.0,83.0,33.0,0.0,74.0,,34.0,1.0,27.0,20.0,251.0,147.0,1.0,1.0,2.0,2.0,28.0,69.0,1.0,,,2.0,9.0,,2.0,3.0,,1.0,,,,15.0,15.0,,9.0,1.0,6.0,,9.0,6.0,,16.0,,6.0,1.0,2.0,7.0,1.0,3.0,,4.0,1.0,1.0,0.8711,3.0,4.0,3.0,0.9551,,,,,1.0,1.0,,,,,3.0,1.0,1.0,,,,2.0,2.0,,,2.0,2.0,,,,,,,,,,
461587,Kasey McAteer,Midfielder,Ipswich,40,Ireland,2026-27,4.0,0.3368,,0.0074,,,0.0,2.0,,0.0,5.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,7.0,1.0,12.0,3.0,0.0,12.0,3.0,3.0,2.0,6.0,4.0,42.0,19.0,2.0,,,1.0,4.0,11.0,0.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,0.0471,,1.0,1.0,0.1289,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
240514,Kjell Scherpen,Goalkeeper,Ipswich,40,Netherlands,2026-27,,6.9874,,0.0093,4.0,8.0,0.0,,22.0,0.0,2.0,,60.0,30.0,3.0,1.0,3.0,,12.0,36.0,95.0,1.0,0.0,84.0,,39.0,1.0,13.0,,270.0,140.0,,,2.0,,47.0,37.0,0.0,,,,,,,3.0,,,,,,2.0,1.0,,,1.0,1.0,,,6.0,,,1.0,,,,,,1.0,,22.0,,,,35.0,9.0,,,,,,,,,,,6.0,21.0,,,,2.0,18.0,,,,,,,,4.0,7.0,1.0,3.0,13.0,1.0,4.0,5.0,6.0,
455084,Leif Davis,Defender,Ipswich,40,England,2026-27,4.0,6.9874,3.0,0.2547,10.0,8.0,0.0,4.0,26.0,0.0,9.0,,25.0,8.0,3.0,17.0,3.0,,28.0,21.0,88.0,7.0,0.0,85.0,,39.0,2.0,5.0,32.0,270.0,148.0,,17.0,2.0,7.0,39.0,61.0,0.0,,,2.0,3.0,1.0,,3.0,6.0,1.0,,,,5.0,3.0,,9.0,1.0,1.0,1.0,1.0,6.0,7.0,4.0,2.0,1.0,4.0,1.0,,,2.0,,6.0,,,0.6509,4.0,6.0,2.0,0.9485,1.0,1.0,0.0,,1.0,1.0,3.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0
501390,Marcelino Núñez,Midfielder,Ipswich,40,Chile,2026-27,7.0,2.7164,1.0,0.0557,4.0,4.0,0.0,7.0,27.0,0.0,12.0,,16.0,10.0,2.0,8.0,2.0,1.0,35.0,9.0,70.0,12.0,0.0,70.0,,14.0,,23.0,4.0,142.0,93.0,,1.0,1.0,1.0,27.0,58.0,0.0,,1.0,3.0,1.0,,,2.0,1.0,,1.0,1.0,,5.0,5.0,1.0,2.0,1.0,,2.0,,3.0,1.0,,,1.0,,1.0,2.0,1.0,1.0,,3.0,2.0,1.0,0.0327,1.0,3.0,,,,,,,,,3.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
212314,Sasa Lukic,Midfielder,Ipswich,40,Serbia,2026-27,15.0,5.9309,2.0,0.0545,6.0,7.0,0.0,12.0,41.0,0.0,22.0,1.0,29.0,6.0,3.0,13.0,3.0,3.0,61.0,17.0,150.0,18.0,0.0,141.0,,26.0,4.0,61.0,19.0,253.0,181.0,3.0,,1.0,4.0,72.0,130.0,1.0,,,5.0,,,1.0,3.0,,,6.0,,,7.0,6.0,,1.0,1.0,1.0,2.0,1.0,6.0,7.0,2.0,1.0,,,3.0,,5.0,3.0,6.0,3.0,1.0,3.0,0.0167,4.0,4.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
557012,Sindre Egeli,Forward,Ipswich,40,Norway,2026-27,1.0,0.0358,,0.0001,,,0.0,1.0,,0.0,2.0,,,,1.0,,1.0,,,,1.0,2.0,0.0,1.0,1.0,,,,1.0,10.0,2.0,,,,,1.0,1.0,0.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431639,Zian Flemming,Forward,Ipswich,40,Netherlands,2026-27,1.0,,,0.0075,,,0.0,1.0,,0.0,2.0,,3.0,1.0,1.0,2.0,1.0,,2.0,3.0,5.0,2.0,0.0,5.0,1.0,4.0,,,2.0,24.0,8.0,,,,,,2.0,0.0,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,0.019,1.0,,1.0,0.0098,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
