playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,expectedAssists,totalClearances,goalsConceded,totalRedCards,groundDuelsLost,rightsidePasses,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,groundDuels,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,aerialDuels,leftsidePasses,backwardPasses,timePlayed,touches,aerialDuelsLost,throwInsToOwnPlayer,goalsConcededOutsideBox,putthroughBlockedDistribution,successfulPassesOwnHalf,successfulShortPasses,yellowCards,successfulCrossesOpenPlay,overruns,totalTackles,totalShots,throughBalls,goalAssists,starts,unsuccessfulCrossesOpenPlay,offsides,cornersTakenInclShortCorners,successfulCrossesAndCorners,unsuccessfulLayoffs,duelsWon,groundDuelsWon,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,totalFoulsWon,tacklesLost,unsuccessfulDribbles,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,substituteOff,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,goals,awayGoals,homeGoals,rightFootGoals,iboxTarget,shotsOnTargetInBox,blocks,throwInsToOppositionPlayer,successfulLaunches,unsuccessfulLaunches,blockedShots,shotsBlockedInBox,iboxBlocked,goalKicks,gkSuccessfulDistribution,clearancesOffTheLine,oboxBlocked,shotsBlockedOutsideBox,penaltiesConceded,ownGoalScored,shotsOnTargetOutsideBox,oboxTarget,catches,savesMadeFromOutsideBox,penaltiesFaced,punches,savesMade,goalkeeperSmother,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,leftFootGoals
572584,Abdoul Ouattara,Defender,Ipswich,40,Cote d’Ivoire,2026-27,2.0,1.0923,2.0,0.019,2.0,1.0,0.0,1.0,14.0,0.0,2.0,1.0,6.0,3.0,3.0,1.0,3.0,2.0,17.0,1.0,39.0,1.0,0.0,39.0,3.0,3.0,1.0,8.0,11.0,39.0,46.0,1.0,1.0,1.0,1.0,21.0,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531442,Abdul Fatawu,Forward,Ipswich,40,Ghana,2026-27,23.0,6.6506,6.0,0.7752,2.0,8.0,0.0,21.0,1.0,0.0,44.0,2.0,17.0,6.0,3.0,12.0,3.0,,21.0,16.0,41.0,40.0,0.0,39.0,,51.0,4.0,11.0,12.0,228.0,114.0,2.0,1.0,2.0,7.0,11.0,24.0,1.0,5.0,2.0,7.0,2.0,1.0,1.0,3.0,6.0,1.0,4.0,7.0,3.0,21.0,19.0,2.0,6.0,1.0,5.0,2.0,8.0,6.0,9.0,14.0,2.0,2.0,2.0,5.0,7.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0306,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108813,Christian Walton,Goalkeeper,Ipswich,40,England,2026-27,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147675,Chuba Akpom,Forward,Ipswich,40,England,2026-27,10.0,3.4234,,0.0037,,4.0,0.0,4.0,4.0,0.0,15.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,5.0,4.0,10.0,7.0,0.0,10.0,2.0,7.0,8.0,4.0,2.0,69.0,20.0,6.0,,1.0,2.0,1.0,6.0,0.0,,,1.0,1.0,,,,,,,,,5.0,3.0,,2.0,1.0,2.0,1.0,1.0,3.0,,2.0,2.0,,,,,1.0,,,,,1.0,0.9651,,1.0,1.0,0.9953,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183015,Cédric Kipré,Defender,Ipswich,40,Cote d’Ivoire,2026-27,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442967,Daizen Maeda,Forward,Ipswich,40,Japan,2026-27,19.0,5.8951,,0.0107,7.0,7.0,0.0,15.0,15.0,0.0,27.0,6.0,3.0,4.0,3.0,6.0,3.0,,15.0,6.0,30.0,22.0,0.0,30.0,,15.0,5.0,1.0,11.0,219.0,70.0,4.0,,1.0,8.0,9.0,24.0,0.0,,1.0,7.0,3.0,,,3.0,3.0,,,,,8.0,7.0,,4.0,1.0,,2.0,4.0,6.0,3.0,5.0,1.0,1.0,2.0,5.0,,4.0,,,,3.0,4.0,0.7163,,2.0,2.0,0.2184,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
216616,Dara O'Shea,Defender,Ipswich,40,Ireland,2026-27,9.0,6.9874,2.0,0.1704,20.0,8.0,0.0,5.0,5.0,0.0,24.0,1.0,47.0,11.0,3.0,18.0,3.0,,27.0,27.0,99.0,13.0,0.0,92.0,,39.0,11.0,35.0,12.0,270.0,177.0,4.0,23.0,2.0,7.0,47.0,71.0,0.0,2.0,,5.0,1.0,,,3.0,1.0,,,2.0,,15.0,8.0,,5.0,1.0,3.0,3.0,1.0,6.0,1.0,2.0,7.0,1.0,,2.0,,3.0,3.0,,1.0,,1.0,0.0749,9.0,10.0,,,,,,,,,2.0,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,
176420,Darnell Furlong,Defender,Ipswich,40,England,2026-27,2.0,1.0565,,0.0013,1.0,1.0,0.0,1.0,1.0,0.0,5.0,,4.0,,1.0,3.0,1.0,,3.0,4.0,13.0,2.0,0.0,13.0,1.0,5.0,3.0,7.0,1.0,17.0,19.0,1.0,2.0,1.0,,6.0,9.0,0.0,,,1.0,,,,,,,,,,3.0,1.0,,,,,1.0,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
543968,Emersonn,Forward,Ipswich,40,Brazil,2026-27,18.0,3.564,3.0,0.0628,3.0,4.0,0.0,7.0,4.0,0.0,30.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,10.0,3.0,17.0,15.0,0.0,17.0,,18.0,15.0,2.0,8.0,177.0,52.0,11.0,,1.0,2.0,5.0,14.0,0.0,1.0,,2.0,3.0,,,3.0,,2.0,,1.0,,12.0,8.0,,6.0,,4.0,,2.0,3.0,,4.0,4.0,1.0,2.0,2.0,2.0,1.0,,,,3.0,1.0,1.0357,1.0,,2.0,1.002,1.0,0.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
218543,Exequiel Palacios,Midfielder,Ipswich,40,Argentina,2026-27,4.0,4.2353,3.0,0.0385,,4.0,0.0,4.0,25.0,0.0,15.0,,27.0,15.0,2.0,9.0,2.0,,34.0,11.0,77.0,14.0,0.0,76.0,1.0,15.0,1.0,18.0,7.0,106.0,96.0,,,1.0,2.0,32.0,64.0,0.0,,,5.0,,,,1.0,,,,,,11.0,10.0,,1.0,,5.0,2.0,1.0,3.0,,1.0,1.0,,,3.0,,2.0,4.0,,2.0,1.0,1.0,,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
