season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767928,1,7,Aston_Villa,Away,9329,15405,Alan Hutton,alan-hutton,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767928,1,7,Aston_Villa,Away,9680,20492,Micah Richards,micah-richards,D,False,,,,5.0,16.0,21.0,1.0,2.0,5.0,,,,,,,,2.0,8.0,,1.0,,,,,,7.0,1.0,,90.0,,1.0,,,,,,7.7,,,,,9.0,2.0,,,2.0,,8.0,17.0,25.0,0,3.0,50.0,,2.0,1.0
2015-16,6767928,1,7,Aston_Villa,Away,26995,42824,Carlos Sánchez,carlos-sanchez,D,True,,,1.0,3.0,4.0,7.0,1.0,1.0,3.0,,,,,,,,2.0,1.0,,,1.0,,,,,,,,19.0,,,,,,,,6.5,,,,,2.0,,,,2.0,,4.0,5.0,9.0,0,,11.0,,,
2015-16,6767928,1,7,Aston_Villa,Away,40699,52477,Nathan Baker,nathan-baker,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767928,1,7,Aston_Villa,Away,45680,58845,Ciaran Clark,ciaran-clark,D,False,,,4.0,8.0,23.0,31.0,2.0,4.0,5.0,,,,,,,,4.0,6.0,,,3.0,,,,,4.0,,,90.0,,1.0,,,,,,7.7,,,,,14.0,,,,6.0,,13.0,23.0,36.0,0,2.0,58.0,,,
2015-16,6767928,1,7,Aston_Villa,Away,342915,115380,Jordan Amavi,jordan-amavi,D,False,,,3.0,14.0,17.0,31.0,1.0,,8.0,,,,,,,,4.0,10.0,,,2.0,,,,,5.0,,,90.0,,,,,,,,7.9,,,,,4.0,5.0,3.0,,11.0,,20.0,25.0,42.0,0,5.0,76.0,1.0,1.0,4.0
2015-16,6767951,2,7,Aston_Villa,Home,9329,15405,Alan Hutton,alan-hutton,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767951,2,7,Aston_Villa,Home,9680,20492,Micah Richards,micah-richards,D,False,,,,11.0,41.0,52.0,,,7.0,,,,1.0,,,,2.0,5.0,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,,7.0,,,1.0,,2.0,3.0,,,4.0,,22.0,41.0,63.0,1,1.0,78.0,,1.0,3.0
2015-16,6767951,2,7,Aston_Villa,Home,26995,42824,Carlos Sánchez,carlos-sanchez,D,True,,,1.0,7.0,5.0,12.0,,,4.0,,,,,,,,1.0,2.0,,,,,,,,1.0,,,12.0,,,,,,,,6.9,,,,,,1.0,,,1.0,,10.0,5.0,15.0,0,2.0,23.0,1.0,,
2015-16,6767951,2,7,Aston_Villa,Home,40699,52477,Nathan Baker,nathan-baker,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767951,2,7,Aston_Villa,Home,45680,58845,Ciaran Clark,ciaran-clark,D,False,,,3.0,10.0,34.0,44.0,,3.0,6.0,,,,,,,,,3.0,,,,,,,,1.0,,,90.0,,,,,,,,6.8,,,,,4.0,,,,9.0,,21.0,35.0,56.0,0,,62.0,,1.0,
2015-16,6767951,2,7,Aston_Villa,Home,342915,115380,Jordan Amavi,jordan-amavi,D,False,,,6.0,14.0,18.0,32.0,,,9.0,,,,,,,,4.0,10.0,,,,,,,,5.0,,,90.0,,,,,,,,7.4,,,,,2.0,9.0,3.0,,7.0,,25.0,18.0,40.0,0,3.0,80.0,,2.0,5.0
2015-16,6767961,3,7,Aston_Villa,Away,9329,15405,Alan Hutton,alan-hutton,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767961,3,7,Aston_Villa,Away,9680,20492,Micah Richards,micah-richards,D,False,,,4.0,8.0,15.0,23.0,3.0,2.0,8.0,,,,,,,1.0,6.0,5.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,6.8,,,,,5.0,2.0,,,7.0,,11.0,15.0,26.0,0,1.0,40.0,,1.0,1.0
2015-16,6767961,3,7,Aston_Villa,Away,26995,42824,Carlos Sánchez,carlos-sanchez,D,False,,,3.0,12.0,12.0,24.0,,1.0,5.0,,,,1.0,,,,1.0,5.0,,,,,,,,3.0,1.0,,69.0,,,,,,,,7.5,,,1.0,,,2.0,,,6.0,,16.0,14.0,30.0,1,2.0,41.0,,,2.0
2015-16,6767961,3,7,Aston_Villa,Away,40699,52477,Nathan Baker,nathan-baker,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767961,3,7,Aston_Villa,Away,45680,58845,Ciaran Clark,ciaran-clark,D,False,,,3.0,4.0,19.0,23.0,3.0,5.0,2.0,,,,,,,,5.0,8.0,,,1.0,,,,,4.0,,,90.0,,2.0,,,,,,6.9,,,,,8.0,1.0,,,5.0,,9.0,21.0,30.0,0,1.0,49.0,,2.0,
