season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352255,1,7,Aston_Villa,Away,96538,101188,Lucas Digne,lucas-digne,D,False,3.0,,,20.0,12.0,29.0,,1.0,3.0,,,,1.0,,,1.0,6.0,,,0.153836,0.0,0.0,1.0,,,,,,1.0,3.0,,90.0,,,,,,,,13.0,,6.5,,,,,2.0,,8.0,,,,27.0,18.0,37.0,0,2.0,61.0,,3.0,,2.0
2023-24,11352255,1,7,Aston_Villa,Away,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352255,1,7,Aston_Villa,Away,303638,149484,Tyrone Mings,tyrone-mings,D,False,,,1.0,1.0,4.0,5.0,,1.0,2.0,,,1.0,,,,,1.0,,,0.158618,0.0075,0.0,,,,,,,1.0,1.0,,31.0,,,,,,,,1.0,,6.6,,,,,1.0,,,,1.0,,1.0,4.0,5.0,1,,9.0,1.0,,,
2023-24,11352255,1,7,Aston_Villa,Away,604232,165659,Diego Carlos,diego-carlos,D,True,,,,7.0,8.0,15.0,,1.0,2.0,,,,,,,,3.0,,,0.00305872,0.2704,0.2448,,,,,,,,,,26.0,1.0,,,,,,,,,6.8,,,1.0,,1.0,,,,,,7.0,8.0,15.0,2,2.0,20.0,,,,2.0
2023-24,11352255,1,7,Aston_Villa,Away,827679,199798,Ezri Konsa,ezri-konsa,D,False,,,2.0,19.0,24.0,43.0,,,3.0,,,,,,,2.0,7.0,1.0,,0.00679614,0.0,0.0,2.0,,,,,,,,1.0,90.0,,,,,,,,7.0,,6.0,,,,,2.0,1.0,,,3.0,,21.0,26.0,47.0,0,5.0,60.0,3.0,1.0,1.0,4.0
2023-24,11352255,1,7,Aston_Villa,Away,833956,199796,Matty Cash,matty-cash,D,False,,,1.0,14.0,16.0,30.0,,,7.0,,1.0,,1.0,,1.0,7.0,4.0,,,0.0046603,0.7231,0.5733,5.0,,,,,,1.0,,,87.0,1.0,1.0,,,,,,11.0,,6.1,,,1.0,,1.0,1.0,1.0,,4.0,,18.0,18.0,35.0,2,,66.0,2.0,3.0,1.0,
2023-24,11352255,1,7,Aston_Villa,Away,864169,244954,Pau Torres,pau-torres,D,True,,,1.0,18.0,22.0,40.0,,1.0,3.0,,,,1.0,,,3.0,3.0,,,0.0182451,0.0,0.0,2.0,,,,,,,1.0,,59.0,,1.0,,,,,,4.0,,6.6,,,,,3.0,1.0,,,1.0,,22.0,22.0,44.0,0,1.0,52.0,,,1.0,
2023-24,11352337,2,7,Aston_Villa,Home,96538,101188,Lucas Digne,lucas-digne,D,False,1.0,,,23.0,31.0,53.0,1.0,2.0,6.0,,,1.0,1.0,,,5.0,6.0,,,0.0517421,0.0201,0.0,2.0,,,,,,1.0,1.0,,90.0,,,,,,,,20.0,,7.3,,,,,2.0,2.0,10.0,,1.0,,36.0,33.0,59.0,1,2.0,92.0,2.0,1.0,1.0,
2023-24,11352337,2,7,Aston_Villa,Home,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352337,2,7,Aston_Villa,Home,604232,165659,Diego Carlos,diego-carlos,D,True,,,,2.0,21.0,23.0,,1.0,3.0,,,,,,,1.0,3.0,,,0.00090949,0.0,0.0,,,,,,,,,,26.0,,1.0,,,,,,4.0,,6.9,,,,,2.0,1.0,,,1.0,,4.0,22.0,26.0,0,2.0,33.0,,,,2.0
2023-24,11352337,2,7,Aston_Villa,Home,827679,199798,Ezri Konsa,ezri-konsa,D,False,,,,7.0,58.0,65.0,1.0,,3.0,,,,,,,1.0,1.0,,,0.00302266,0.0,0.0,,,,,,,,,,90.0,,,,,,,,4.0,,7.0,,,,,3.0,,,,1.0,,10.0,58.0,68.0,0,1.0,77.0,1.0,,,1.0
2023-24,11352337,2,7,Aston_Villa,Home,833956,199796,Matty Cash,matty-cash,D,False,1.0,,1.0,19.0,22.0,40.0,1.0,2.0,4.0,,,,2.0,,,4.0,5.0,,,0.2737,0.0,0.0,,,,,,,,1.0,,90.0,,2.0,,,,,,8.0,,7.3,,,,,3.0,2.0,1.0,,5.0,,23.0,24.0,46.0,0,,64.0,,2.0,1.0,
2023-24,11352337,2,7,Aston_Villa,Home,864169,244954,Pau Torres,pau-torres,D,False,,,3.0,19.0,52.0,71.0,,2.0,2.0,,,,1.0,,,1.0,2.0,,,0.00331742,0.0,0.0,,,,,,,,,,90.0,,,,,,,,8.0,,6.9,,,,,3.0,,,,8.0,1.0,24.0,55.0,79.0,0,,82.0,,,,
2023-24,11352475,3,7,Aston_Villa,Away,96538,101188,Lucas Digne,lucas-digne,D,False,,,1.0,12.0,7.0,19.0,1.0,1.0,4.0,,,,,,,4.0,3.0,,,0.0783352,0.0,0.0,2.0,1.0,,,,,2.0,2.0,,81.0,,,,,,,,9.0,,7.1,,,,,2.0,1.0,3.0,,1.0,,17.0,9.0,23.0,0,,38.0,1.0,2.0,,
2023-24,11352475,3,7,Aston_Villa,Away,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352475,3,7,Aston_Villa,Away,604232,165659,Diego Carlos,diego-carlos,D,False,,,4.0,17.0,36.0,53.0,5.0,2.0,4.0,,,,,,,6.0,5.0,,,0.00907308,0.1025,0.0,1.0,,,,,,2.0,,,90.0,,,,,,,,17.0,,6.6,,,1.0,,4.0,2.0,,,13.0,,24.0,45.0,69.0,1,2.0,81.0,,,1.0,
2023-24,11352475,3,7,Aston_Villa,Away,827679,199798,Ezri Konsa,ezri-konsa,D,False,,,1.0,11.0,31.0,42.0,,1.0,3.0,,,,,,,,6.0,,,0.00521135,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,,7.0,,7.0,,,,,2.0,1.0,,,1.0,,12.0,35.0,47.0,0,4.0,66.0,1.0,,1.0,2.0
2023-24,11352475,3,7,Aston_Villa,Away,833956,199796,Matty Cash,matty-cash,D,False,,,,14.0,14.0,28.0,,1.0,5.0,,,3.0,2.0,,1.0,3.0,7.0,,,0.022605,1.2932,1.7015,1.0,,2.0,,,,,,,90.0,3.0,,,,,,,11.0,,8.8,,,,,2.0,2.0,,,1.0,,15.0,19.0,34.0,6,3.0,55.0,3.0,1.0,2.0,3.0
