season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576160,1,7,Aston_Villa,Away,10589,18892,Ashley Young,ashley-young,D,False,,,4.0,24.0,21.0,45.0,1.0,1.0,7.0,,,,,,,,2.0,3.0,,,1.0,,,,,,2.0,2.0,,90.0,,,,,,,,9.0,,7.0,,,1.0,,1.0,,2.0,,7.0,,30.0,23.0,51.0,1,,65.0,,2.0,,
2021-22,9576160,1,7,Aston_Villa,Away,255189,123354,Kortney Hause,kortney-hause,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576160,1,7,Aston_Villa,Away,303638,149484,Tyrone Mings,tyrone-mings,D,False,,,6.0,19.0,60.0,79.0,2.0,4.0,6.0,,,,,,,,4.0,6.0,,,2.0,,,,,,1.0,,,90.0,,1.0,,,,,,9.0,,6.8,,,,,1.0,2.0,1.0,,7.0,,26.0,60.0,85.0,0,,97.0,1.0,,2.0,
2021-22,9576160,1,7,Aston_Villa,Away,368134,169359,Matt Targett,matt-targett,D,False,1.0,,1.0,10.0,10.0,19.0,2.0,,2.0,,,,1.0,,,,4.0,,,,1.0,,,,,,,1.0,,45.0,,,,,,,,7.0,,6.1,,,,,,,3.0,,2.0,,16.0,11.0,24.0,0,,31.0,,,,
2021-22,9576160,1,7,Aston_Villa,Away,817979,180804,Axel Tuanzebe,axel-tuanzebe,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576160,1,7,Aston_Villa,Away,827679,199798,Ezri Konsa,ezri-konsa,D,False,,,4.0,16.0,55.0,71.0,2.0,3.0,4.0,,,,1.0,,,,4.0,8.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,11.0,,6.6,,,,,2.0,1.0,1.0,,8.0,,25.0,56.0,80.0,0,1.0,93.0,1.0,3.0,1.0,1.0
2021-22,9576160,1,7,Aston_Villa,Away,833956,199796,Matty Cash,matty-cash,D,False,,,3.0,25.0,27.0,52.0,1.0,4.0,6.0,,,,,,,,2.0,10.0,,,1.0,,,,,,4.0,1.0,,90.0,,,,,,,,26.0,,7.1,,,1.0,,,,6.0,,9.0,,38.0,32.0,64.0,1,4.0,97.0,4.0,2.0,,4.0
2021-22,9576209,2,7,Aston_Villa,Home,10589,18892,Ashley Young,ashley-young,D,False,,,3.0,20.0,11.0,31.0,1.0,,2.0,,,,,,,,3.0,4.0,,,1.0,,,,,,,,,90.0,,,,,,,,17.0,,7.0,,,,,2.0,1.0,4.0,,5.0,,32.0,12.0,40.0,0,1.0,64.0,1.0,3.0,,
2021-22,9576209,2,7,Aston_Villa,Home,255189,123354,Kortney Hause,kortney-hause,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576209,2,7,Aston_Villa,Home,303638,149484,Tyrone Mings,tyrone-mings,D,False,,,1.0,10.0,23.0,33.0,1.0,1.0,6.0,,,1.0,,,,,2.0,5.0,,,1.0,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,8.0,,7.6,,,,,5.0,,,,7.0,,16.0,25.0,41.0,1,1.0,55.0,,3.0,,1.0
2021-22,9576209,2,7,Aston_Villa,Home,368134,169359,Matt Targett,matt-targett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576209,2,7,Aston_Villa,Home,817979,180804,Axel Tuanzebe,axel-tuanzebe,D,True,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,6.5,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2021-22,9576209,2,7,Aston_Villa,Home,827679,199798,Ezri Konsa,ezri-konsa,D,False,,,1.0,5.0,17.0,22.0,3.0,4.0,3.0,,,,,,,,3.0,5.0,,,,,,,,,,1.0,,90.0,,,,,,,,4.0,,7.1,,,,,6.0,,,,1.0,,6.0,20.0,26.0,0,,35.0,,1.0,,
2021-22,9576209,2,7,Aston_Villa,Home,833956,199796,Matty Cash,matty-cash,D,False,,,1.0,11.0,10.0,21.0,3.0,2.0,3.0,,,,,,,3.0,6.0,5.0,,,,,,,,,1.0,1.0,,90.0,,,,,,,,19.0,,6.9,,,1.0,,3.0,,,,7.0,,22.0,10.0,32.0,1,3.0,53.0,2.0,,,3.0
