playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,penaltiesSaved,expectedAssists,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,successfulLayoffs,oboxBlocked,substituteOn,shotsOnTargetOutsideBox,unsuccessfulLayoffs,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,interceptions,backwardPasses,substituteOff,shotsBlockedOutsideBox,expectedGoals,overruns,goalAssists,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,cornersTakenInclShortCorners,iboxTarget,shotsOnTargetInBox,homeGoals,rightFootGoals,headedGoals,unsuccessfulCrossesAndCorners,throwInsToOwnPlayer,setPiecesGoals,successfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,handballsConceded,expectedGoalsFreekick,successfulCrossesAndCorners,penaltiesTaken,penaltyGoals,unsuccessfulCornersIntoBox,successfulCrossesOpenPlay,clearancesOffTheLine,secondGoalAssists,foulWonPenalty,lastPlayerTackle
535301,Carlos Baleba,Midfielder,Brighton,36,Cameroon,2025-26,0.0,0.0,5.0,102.0,,0.7559,,37.0,,78.0,31.0,23.0,104.0,748.0,,,50.0,2.0,,1662.0,21.0,102.0,2.0,1.0,24.0,73.0,610.0,,,1.0,22.7207,,9.0,1.0,32.0,19.0,81.0,175.0,,24.0,0.0,204.0,,152.0,105.0,31.0,276.0,17.0,154.0,29.0,,741.0,172.0,20.0,12.0,,,228.0,31.0,34.0,1045.0,1.0,13.0,368.0,20.0,,26.0,26.0,8.0,2.0,0.1706,12.0,2.0,22.0,6.0,8.0,2.0,1.0,4.0,1.0,2.0,14.0,2.0,17.0,13.0,32.0,2.0,10.0,4.0,6.0,29.0,193.0,20.0,6.0,0.7485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514254,Diego Gómez,Midfielder,Brighton,36,Paraguay,2025-26,0.0,0.0,9.0,163.0,,1.7124,,78.0,,142.0,32.0,26.0,166.0,753.0,,,92.0,,,2136.0,37.0,162.0,2.0,1.0,69.0,107.0,570.0,,,4.0,29.5264,,20.0,1.0,28.0,29.0,126.0,152.0,,11.0,1.0,325.0,,176.0,112.0,32.0,341.0,27.0,233.0,55.0,,738.0,302.0,50.0,19.0,,,220.0,48.0,17.0,1207.0,1.0,6.0,252.0,29.0,,24.0,37.0,11.0,14.0,4.3356,31.0,2.0,21.0,6.0,6.0,3.0,6.0,80.0,,5.0,49.0,3.0,28.0,22.0,51.0,5.0,17.0,8.0,3.0,18.0,205.0,24.0,6.0,6.2938,7.0,1.0,14.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,4.0,,15.0,5.0,,,1.0,2.0,2.0,1.0,0.1417,6.0,,,1.0,6.0,,,,
597320,Harry Howell,Midfielder,Brighton,36,England,2025-26,0.0,0.0,0.0,9.0,,0.0312,,1.0,,3.0,3.0,1.0,5.0,34.0,,,6.0,,,93.0,4.0,5.0,,,3.0,3.0,27.0,,,,0.7041,,,,3.0,2.0,5.0,6.0,,,0.0,14.0,,6.0,3.0,3.0,18.0,2.0,8.0,2.0,,34.0,14.0,1.0,2.0,,,12.0,,2.0,56.0,,2.0,11.0,,,2.0,2.0,,,,,,1.0,,2.0,,,1.0,,,3.0,,1.0,1.0,3.0,,,1.0,,,10.0,1.0,,,,,4.0,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,
532529,Jack Hinshelwood,Midfielder,Brighton,36,England,2025-26,0.0,0.0,0.0,82.0,,2.3431,,19.0,,95.0,27.0,20.0,110.0,632.0,,,35.0,1.0,,1750.0,23.0,46.0,3.0,,21.0,34.0,513.0,,,2.0,23.2769,1.0,12.0,1.0,25.0,23.0,59.0,166.0,,12.0,2.0,128.0,,171.0,61.0,27.0,284.0,20.0,93.0,12.0,,620.0,163.0,14.0,3.0,,,184.0,33.0,9.0,842.0,2.0,5.0,238.0,18.0,,15.0,28.0,8.0,15.0,4.4872,29.0,4.0,20.0,2.0,7.0,1.0,1.0,64.0,3.0,6.0,4.0,1.0,5.0,6.0,15.0,6.0,14.0,8.0,5.0,5.0,111.0,16.0,2.0,4.9153,,3.0,7.0,4.0,2.0,1.0,1.0,10.0,10.0,3.0,2.0,1.0,7.0,10.0,,,1.0,,,2.0,,,,,,,1.0,,,
15157,James Milner,Midfielder,Brighton,36,England,2025-26,0.0,0.0,2.0,37.0,,0.6331,,15.0,,37.0,20.0,7.0,64.0,487.0,,,16.0,1.0,,778.0,10.0,25.0,3.0,,9.0,19.0,403.0,,,2.0,12.9959,,7.0,1.0,19.0,17.0,27.0,122.0,,3.0,0.0,62.0,,153.0,40.0,20.0,225.0,14.0,46.0,6.0,,464.0,84.0,9.0,1.0,,,113.0,15.0,20.0,592.0,,11.0,204.0,11.0,,27.0,13.0,2.0,2.0,0.9227,6.0,1.0,15.0,2.0,13.0,,,8.0,,,5.0,,6.0,1.0,4.0,,4.0,2.0,1.0,6.0,99.0,6.0,2.0,1.0195,,1.0,6.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,,8.0,7.0,,2.0,,,,,,6.0,1.0,1.0,2.0,3.0,,,,
451340,Kaoru Mitoma,Midfielder,Brighton,36,Japan,2025-26,0.0,0.0,5.0,123.0,,2.8396,,18.0,,94.0,25.0,19.0,101.0,574.0,,,36.0,1.0,,1721.0,21.0,82.0,4.0,,42.0,67.0,461.0,,,3.0,20.6801,,29.0,1.0,17.0,20.0,102.0,238.0,,21.0,0.0,205.0,,122.0,62.0,25.0,362.0,16.0,169.0,15.0,,573.0,249.0,12.0,28.0,,,38.0,31.0,12.0,925.0,2.0,5.0,119.0,14.0,,7.0,25.0,8.0,13.0,3.621,24.0,,17.0,4.0,6.0,2.0,3.0,91.0,,4.0,16.0,2.0,6.0,35.0,58.0,4.0,11.0,20.0,1.0,9.0,176.0,10.0,4.0,4.0614,5.0,1.0,38.0,3.0,4.0,3.0,,8.0,8.0,0.0,1.0,1.0,38.0,6.0,,,1.0,,,4.0,,8.0,,,,8.0,,1.0,,
467779,Mats Wieffer,Midfielder,Brighton,36,Netherlands,2025-26,0.0,0.0,8.0,144.0,,1.8672,,66.0,,114.0,26.0,23.0,148.0,881.0,,,90.0,5.0,,1908.0,46.0,140.0,5.0,,34.0,96.0,693.0,,,1.0,25.8826,,17.0,4.0,71.0,26.0,98.0,43.0,,22.0,1.0,284.0,,277.0,103.0,26.0,380.0,21.0,194.0,44.0,,850.0,248.0,42.0,9.0,,,391.0,30.0,40.0,1434.0,1.0,17.0,356.0,19.0,,34.0,50.0,5.0,6.0,1.9119,13.0,3.0,8.0,3.0,3.0,1.0,,52.0,23.0,2.0,18.0,1.0,24.0,11.0,33.0,2.0,7.0,7.0,7.0,25.0,170.0,9.0,3.0,1.9257,,3.0,13.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,,13.0,165.0,,,1.0,,,,,3.0,,,1.0,3.0,,,,
219249,Matt O'Riley,Midfielder,Brighton,36,Denmark,2025-26,0.0,0.0,0.0,12.0,,0.1719,,5.0,,7.0,6.0,2.0,9.0,70.0,,,7.0,,,203.0,5.0,8.0,2.0,,5.0,6.0,60.0,,,,2.6086,,4.0,,2.0,3.0,7.0,11.0,,1.0,0.0,20.0,,16.0,2.0,6.0,34.0,1.0,13.0,2.0,,66.0,22.0,2.0,,,,20.0,2.0,1.0,108.0,,2.0,31.0,1.0,,2.0,4.0,,2.0,1.4302,4.0,,6.0,,4.0,,,7.0,,,3.0,,3.0,1.0,2.0,,2.0,,1.0,,23.0,1.0,,1.2045,,,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,,,3.0,,,2.0,1.0,,,,,4.0,1.0,1.0,,2.0,,,,
556637,Nehemiah Oriola,Midfielder,Brighton,36,England,2025-26,0.0,0.0,0.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60307,Pascal Groß,Midfielder,Brighton,36,Germany,2025-26,0.0,0.0,2.0,70.0,,3.8311,,29.0,,111.0,19.0,18.0,151.0,1073.0,,,30.0,5.0,,1636.0,17.0,61.0,2.0,,27.0,48.0,886.0,,,2.0,18.4038,,36.0,3.0,24.0,17.0,53.0,308.0,,12.0,0.0,131.0,,297.0,76.0,19.0,525.0,15.0,101.0,13.0,,1019.0,272.0,18.0,7.0,,,252.0,17.0,36.0,1394.0,1.0,18.0,437.0,10.0,,40.0,30.0,6.0,9.0,2.6342,12.0,2.0,33.0,3.0,1.0,4.0,1.0,46.0,,3.0,13.0,4.0,11.0,9.0,19.0,3.0,3.0,13.0,4.0,12.0,216.0,2.0,3.0,1.4518,,3.0,35.0,1.0,4.0,0.0,57.0,4.0,4.0,1.0,1.0,,79.0,16.0,,15.0,,1.0,1.0,,0.0609,40.0,,,37.0,21.0,,,,
