playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,offsides,oboxBlocked,cleanSheets,goalsConcededOutsideBox,throwInsToOppositionPlayer,ownGoalScored,successfulLaunches,shotsBlockedInBox,lastPlayerTackle,iboxBlocked,blocks,shotsBlockedOutsideBox,throughBalls,setPiecesGoals,successfulCornersIntoBox,otherGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,expectedGoalsFreekick,overruns,shotsOnTargetOutsideBox,penaltiesTaken,oboxTarget,penaltyGoals,foulWonPenalty,leftFootGoals,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,secondGoalAssists,savesMadeCaught,drops
39155,Adam Lallana,Midfielder,Brighton,36,England,2022-23,36.0,2.0,1.219,10.0,0.0,5.0,1.0625,9.0,8.0,50.0,16.0,1.0,9.0,7.0,12.0,52.0,1.0,310.0,2.0,2.0,4.0,1.0,17.0,2.0,3.0,728.0,3.0,3.0,9.0,28.0,11.0,20.0,256.0,36.0,3.0,9.6929,13.0,1.0,10.0,27.0,74.0,7.0,0.0,64.0,6.0,0.0,67.0,25.0,16.0,1.0,5.0,3.0,166.0,10.0,1.0,1.0,14.0,47.0,8.0,0.0,301.0,3.0,2.0,84.0,4.0,4.0,87.0,2.0,2.0,2.0,82.0,395.0,2.0,12.0,1.0,94.0,2.0,0.8746,0.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243016,Alexis Mac Allister,Midfielder,Brighton,36,Argentina,2022-23,146.0,3.0,4.3765,83.0,0.0,34.0,10.6989,70.0,66.0,199.0,35.0,2.0,55.0,39.0,31.0,230.0,15.0,1803.0,10.0,3.0,4.0,12.0,41.0,8.0,9.0,2886.0,9.0,2.0,16.0,196.0,67.0,171.0,1508.0,66.0,6.0,35.6573,45.0,10.0,45.0,130.0,565.0,57.0,3.0,342.0,24.0,7.0,454.0,213.0,35.0,8.0,31.0,21.0,919.0,40.0,1.0,21.0,57.0,301.0,25.0,0.0,1767.0,32.0,16.0,364.0,39.0,44.0,479.0,35.0,22.0,65.0,305.0,2323.0,5.0,4.0,6.0,662.0,24.0,12.0236,8.0,31.0,54.0,20.0,,13.0,7.0,5.0,,1.0,2.0,7.0,,7.0,2.0,13.0,15.0,1.0,5.0,1.0,8.0,8.0,6.0,1.0,1.0,0.4268,2.0,15.0,6.0,15.0,6.0,,,,,,,,,,,,,,,,,,,,
513834,Andrew Moran,Midfielder,Brighton,36,Ireland,2022-23,,,,,0.0,,,,,1.0,1.0,,,,,1.0,,2.0,,,1.0,,,,,11.0,,,,,1.0,,1.0,,1.0,0.9654,,,1.0,,1.0,,0.0,,1.0,,,,1.0,,,,,1.0,,,,,,0.0,1.0,,,3.0,,,,,,,1.0,6.0,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243568,Billy Gilmour,Midfielder,Brighton,36,Scotland,2022-23,25.0,,0.8159,12.0,0.0,1.0,0.1585,5.0,3.0,29.0,14.0,1.0,6.0,8.0,7.0,39.0,2.0,403.0,,,7.0,,10.0,,1.0,508.0,1.0,,5.0,15.0,6.0,10.0,347.0,4.0,,7.5221,1.0,5.0,8.0,20.0,110.0,3.0,0.0,40.0,3.0,,99.0,35.0,14.0,,3.0,2.0,174.0,8.0,,2.0,7.0,30.0,5.0,0.0,401.0,2.0,1.0,57.0,2.0,2.0,105.0,8.0,6.0,17.0,89.0,462.0,,5.0,3.0,190.0,5.0,0.5234,1.0,10.0,14.0,3.0,,2.0,1.0,,,,,1.0,,1.0,2.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
491598,Cameron Peupion,Midfielder,Brighton,36,Australia,2022-23,,,0.0006,1.0,0.0,,,,,1.0,1.0,,,,,1.0,,4.0,,,1.0,,1.0,,,5.0,,,,1.0,,,3.0,1.0,,1.7304,,,2.0,,,,0.0,1.0,,,1.0,,1.0,,,,3.0,2.0,,,,,1.0,0.0,4.0,,,2.0,,,1.0,,,,2.0,6.0,,,,,,0.0603,0.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536916,Facundo Buonanotte,Midfielder,Brighton,36,Argentina,2022-23,45.0,2.0,0.3945,3.0,0.0,3.0,0.7356,2.0,7.0,31.0,13.0,1.0,4.0,1.0,6.0,34.0,2.0,186.0,1.0,1.0,7.0,2.0,6.0,4.0,2.0,563.0,2.0,,4.0,18.0,8.0,16.0,142.0,19.0,,9.3164,5.0,2.0,12.0,41.0,13.0,7.0,0.0,63.0,3.0,0.0,34.0,25.0,13.0,,1.0,9.0,112.0,12.0,,3.0,11.0,57.0,2.0,0.0,186.0,4.0,2.0,61.0,1.0,7.0,72.0,9.0,4.0,10.0,67.0,271.0,1.0,5.0,,44.0,4.0,1.3907,2.0,3.0,12.0,4.0,3.0,1.0,,,,,,3.0,,3.0,2.0,1.0,,,1.0,,,,1.0,1.0,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
532529,Jack Hinshelwood,Midfielder,Brighton,36,England,2022-23,,,,,0.0,,,1.0,,2.0,1.0,,,,,2.0,,3.0,,,1.0,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,0.1732,,,,,2.0,,0.0,1.0,,,,,1.0,,1.0,,,,,,,1.0,,0.0,3.0,,,2.0,,,1.0,,,,,5.0,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441192,Jeremy Sarmiento,Midfielder,Brighton,36,Ecuador,2022-23,21.0,2.0,0.2664,11.0,0.0,2.0,0.1394,6.0,4.0,11.0,9.0,1.0,4.0,3.0,1.0,13.0,1.0,64.0,,,8.0,,4.0,2.0,,169.0,,,4.0,16.0,3.0,16.0,51.0,12.0,,2.2813,1.0,,2.0,17.0,24.0,4.0,0.0,37.0,2.0,,16.0,4.0,9.0,,3.0,4.0,37.0,2.0,,1.0,11.0,33.0,,0.0,64.0,2.0,1.0,31.0,3.0,6.0,12.0,4.0,1.0,,12.0,116.0,,1.0,1.0,16.0,2.0,0.3227,1.0,2.0,3.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,
474120,Julio Enciso,Midfielder,Brighton,36,Paraguay,2022-23,72.0,,1.3544,25.0,0.0,18.0,4.5955,13.0,30.0,63.0,20.0,2.0,11.0,12.0,7.0,66.0,12.0,242.0,4.0,3.0,13.0,,14.0,,8.0,800.0,8.0,1.0,8.0,67.0,14.0,61.0,175.0,54.0,2.0,11.8809,11.0,1.0,12.0,64.0,76.0,15.0,2.0,139.0,9.0,1.0,57.0,36.0,20.0,3.0,9.0,25.0,133.0,12.0,1.0,12.0,45.0,125.0,6.0,0.0,237.0,12.0,8.0,144.0,4.0,33.0,54.0,13.0,4.0,1.0,55.0,456.0,3.0,7.0,,43.0,7.0,3.9352,1.0,3.0,14.0,8.0,3.0,4.0,1.0,,,,,4.0,,4.0,,4.0,3.0,,,,,,,2.0,,,1.0,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,
451340,Kaoru Mitoma,Midfielder,Brighton,36,Japan,2022-23,155.0,3.0,4.9463,51.0,0.0,21.0,7.0761,44.0,42.0,140.0,33.0,5.0,19.0,20.0,24.0,153.0,38.0,914.0,7.0,3.0,9.0,3.0,37.0,3.0,12.0,2315.0,12.0,2.0,19.0,149.0,58.0,131.0,740.0,197.0,3.0,29.7482,36.0,5.0,35.0,136.0,359.0,27.0,1.0,304.0,25.0,4.0,171.0,120.0,33.0,5.0,17.0,55.0,551.0,32.0,2.0,38.0,88.0,267.0,18.0,0.0,911.0,21.0,31.0,353.0,27.0,60.0,73.0,29.0,17.0,21.0,311.0,1422.0,16.0,8.0,7.0,213.0,11.0,8.1725,0.0,13.0,31.0,10.0,6.0,2.0,3.0,3.0,,,,8.0,,8.0,,2.0,4.0,,,,,,,2.0,6.0,,8.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
