playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,punches,successfulLaunches,expectedAssists,totalClearances,catches,winningGoal,forwardPasses,recoveries,appearances,gamesPlayed,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,gkSuccessfulDistribution,openPlayPasses,substituteOn,totalLossesOfPossession,gkUnsuccessfulDistribution,successfulLongPasses,timePlayed,touches,unsuccessfulLaunches,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,successfulCrossesOpenPlay,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,oboxTarget,tacklesLost,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,leftFootGoals,headedGoals,clearancesOffTheLine,secondGoalAssists,penaltiesConceded,penaltiesTaken,penaltyGoals,lastPlayerTackle,savesMade,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,savesMadeFromOutsideBox,savesMadeCaught,savesFromPenalty,goalkeeperSmother,drops,setPiecesGoals,foulWonPenalty,ownGoalScored
536682,Aaron Bott,Goalkeeper,Nott'm Forest,17,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107265,Angus Gunn,Goalkeeper,Nott'm Forest,17,Scotland,2025-26,0.0,0.0,0.0,1.0,2.0,0.0014,1.0,1.0,0.0,19.0,4.0,1.0,1.0,6.0,13.0,19.0,8.0,4.0,6.0,1.0,13.0,4.0,6.0,45.0,21.0,7.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568159,Archie Whitehall,Midfielder,Nott'm Forest,17,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209046,Callum Hudson-Odoi,Forward,Nott'm Forest,17,England,2025-26,0.0,0.0,0.0,,,2.9843,14.0,,1.0,109.0,68.0,30.0,30.0,484.0,71.0,657.0,,,650.0,9.0,248.0,,24.0,1844.0,1005.0,5.0,13.0,15.0,78.0,10.0,10.0,2.6981,14.0,1.0,3.0,3.0,1.0,3.0,6.0,6.0,9.0,5.0,56.0,1.0,5.0,25.6528,40.0,7.0,12.0,3.0,28.0,78.0,50.0,1.0,10.0,7.0,1.0,72.0,12.0,3.0,230.0,8.0,1.0,115.0,2.0,12.0,0.0305,8.0,20.0,58.0,4.0,17.0,21.0,75.0,7.0,12.0,1.0,1.0,13.0,1.0,59.0,27.0,562.0,66.0,1.0,26.0,69.0,246.0,137.0,8.0,2.0,1.0,7.0,21.0,7.0,125.0,3.0,21.0,30.0,2.0,8.0,17.0,3.0,4.0,2.803,,,,,,,,,,,,,,,,,,,,,
60689,Chris Wood,Forward,Nott'm Forest,17,New Zealand,2025-26,0.0,0.0,0.0,,,0.3206,9.0,,0.0,39.0,14.0,15.0,15.0,66.0,49.0,160.0,,,158.0,4.0,75.0,,2.0,906.0,241.0,,1.0,11.0,53.0,,9.0,2.5952,1.0,1.0,3.0,4.0,1.0,,5.0,5.0,39.0,2.0,8.0,,1.0,13.9114,5.0,,6.0,1.0,1.0,1.0,3.0,,14.0,1.0,,35.0,6.0,,46.0,,2.0,45.0,,,,,23.0,48.0,,22.0,11.0,1.0,,65.0,,1.0,,4.0,34.0,6.0,109.0,37.0,,14.0,14.0,40.0,87.0,,2.0,1.0,,12.0,,22.0,26.0,3.0,1.0,4.0,1.0,11.0,,2.0,4.2481,2.0,,,,,,,,,,,,,,,,,,,,
456512,Dan Ndoye,Forward,Nott'm Forest,17,Switzerland,2025-26,0.0,0.0,1.0,,,1.5374,12.0,,1.0,60.0,50.0,24.0,24.0,169.0,61.0,282.0,,,280.0,10.0,179.0,,7.0,1176.0,555.0,1.0,6.0,19.0,80.0,4.0,4.0,0.9376,23.0,1.0,1.0,9.0,0.0,,2.0,2.0,14.0,5.0,58.0,1.0,1.0,15.4967,13.0,4.0,22.0,,20.0,33.0,39.0,,7.0,13.0,,46.0,16.0,3.0,101.0,4.0,,61.0,1.0,8.0,,4.0,11.0,55.0,1.0,6.0,14.0,30.0,5.0,25.0,,1.0,9.0,3.0,69.0,29.0,214.0,52.0,1.0,17.0,66.0,75.0,149.0,14.0,1.0,1.0,10.0,12.0,4.0,124.0,11.0,13.0,13.0,2.0,10.0,11.0,,3.0,1.0617,,1.0,,,,,,,,,,,,,,,,,,,
476887,Dilane Bakwa,Forward,Nott'm Forest,17,France,2025-26,0.0,0.0,1.0,,,1.0138,2.0,,0.0,48.0,28.0,14.0,14.0,111.0,41.0,196.0,,,190.0,8.0,107.0,,2.0,552.0,333.0,3.0,6.0,11.0,37.0,2.0,3.0,0.1808,4.0,2.0,,,,1.0,2.0,2.0,4.0,1.0,26.0,2.0,1.0,11.2332,9.0,1.0,14.0,,13.0,30.0,18.0,,4.0,3.0,,68.0,9.0,7.0,65.0,5.0,,52.0,,6.0,,1.0,7.0,35.0,2.0,9.0,6.0,22.0,12.0,5.0,,1.0,8.0,3.0,27.0,10.0,153.0,22.0,2.0,10.0,33.0,15.0,64.0,1.0,,1.0,1.0,9.0,1.0,59.0,1.0,6.0,8.0,1.0,,7.0,1.0,4.0,0.5493,,,,,,,,,,,,,,,,,,,,,
215379,Elliot Anderson,Midfielder,Nott'm Forest,17,England,2025-26,0.0,0.0,8.0,,11.0,4.7863,49.0,,0.0,810.0,306.0,38.0,38.0,1157.0,345.0,2383.0,,,2247.0,1.0,656.0,,119.0,3334.0,3300.0,34.0,104.0,88.0,245.0,18.0,10.0,2.4148,104.0,9.0,4.0,2.0,2.0,11.0,2.0,2.0,46.0,9.0,231.0,23.0,5.0,46.7149,50.0,7.0,80.0,3.0,42.0,125.0,104.0,2.0,16.0,63.0,2.0,549.0,57.0,53.0,416.0,12.0,,932.0,,24.0,0.0903,3.0,26.0,241.0,4.0,40.0,37.0,50.0,87.0,112.0,7.0,4.0,51.0,,297.0,83.0,1919.0,62.0,,50.0,199.0,608.0,542.0,50.0,2.0,4.0,41.0,41.0,7.0,430.0,66.0,21.0,50.0,16.0,41.0,4.0,11.0,36.0,2.8989,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
569014,Eric da Silva Moreira,Forward,Nott'm Forest,17,Germany,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210462,Ibrahim Sangaré,Midfielder,Nott'm Forest,17,Cote d’Ivoire,2025-26,0.0,0.0,5.0,,5.0,1.7954,50.0,,0.0,294.0,114.0,28.0,28.0,430.0,126.0,956.0,1.0,1.0,922.0,3.0,191.0,,38.0,2080.0,1294.0,17.0,30.0,37.0,119.0,2.0,5.0,1.9742,59.0,3.0,2.0,,0.0,2.0,2.0,2.0,27.0,3.0,87.0,,3.0,27.3749,10.0,,18.0,2.0,12.0,8.0,27.0,,9.0,30.0,,281.0,42.0,,148.0,7.0,1.0,400.0,1.0,,,2.0,14.0,96.0,2.0,27.0,25.0,8.0,,51.0,7.0,1.0,,2.0,111.0,35.0,792.0,18.0,,26.0,92.0,233.0,230.0,24.0,2.0,1.0,29.0,23.0,,179.0,24.0,5.0,11.0,19.0,25.0,9.0,2.0,29.0,1.1464,,,,,2.0,,,,,,,,,,,,,,,,
