playerId,playerName,position,team_name,team_id,nationality,season,appearances,timePlayed,straightRedCards,substituteOn,gamesPlayed,totalRedCards,winningGoal,yellowCards,duelsLost,expectedAssists,groundDuelsLost,duels,forwardPasses,unsuccessfulDribbles,successfulPassesOppositionHalf,totalPasses,timesTackled,groundDuels,openPlayPasses,totalLossesOfPossession,totalFoulsConceded,backwardPasses,touches,successfulPassesOwnHalf,successfulShortPasses,expectedGoalsOnTargetConceded,goalsConceded,rightsidePasses,totalFoulsWon,recoveries,totalShots,unsuccessfulShortPasses,successfulLayoffs,totalUnsuccessfulPassesExclCrossesAndCorners,offsides,aerialDuelsWon,shotsOffTargetIncWoodwork,aerialDuels,leftsidePasses,successfulLongPasses,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,expectedGoals,totalTouchesInOppositionBox,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,starts,goals,awayGoals,putthroughBlockedDistribution,keyPassesAttemptAssists,totalClearances,putthroughBlockedDistributionWon,homeGoals,rightFootGoals,tacklesLost,goalsConcededInsideBox,successfulDribbles,interceptions,substituteOff,unsuccessfulLaunches,unsuccessfulLongPasses,blockedShots,unsuccessfulCrossesOpenPlay,oboxBlocked,iboxTarget,shotsOnTargetInBox,throwInsToOppositionPlayer,unsuccessfulCrossesAndCorners,tacklesWon,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,unsuccessfulLayoffs,successfulLaunches,cornersWon,blocks,shotsBlockedInBox,iboxBlocked,hitWoodwork,cleanSheets,successfulCrossesOpenPlay,throughBalls,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,successfulCornersIntoBox,oboxTarget,unsuccessfulCornersIntoBox,savesMadeFromOutsideBox,goalKicks,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,expectedGoalsFreekick,overruns,goalAssists,penaltiesTaken,freekickTotal,attemptsFromSetPieces,penaltyGoals,foulWonPenalty,lastPlayerTackle,handballsConceded
465680,Arnaud Kalimuendo,Forward,Forest,17,France,2026-27,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209046,Callum Hudson-Odoi,Forward,Forest,17,England,2026-27,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0027,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60689,Chris Wood,Forward,Forest,17,New Zealand,2026-27,2.0,44.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0108,1.0,10.0,1.0,1.0,3.0,8.0,1.0,2.0,8.0,3.0,,3.0,12.0,3.0,5.0,0.5078,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,8.0,2.0,1.0,5.0,4.0,1.0,1.0,0.1196,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456512,Dan Ndoye,Forward,Forest,17,Switzerland,2026-27,3.0,187.0,0.0,,3.0,0.0,0.0,0.0,17.0,0.6373,15.0,28.0,11.0,5.0,15.0,32.0,8.0,24.0,32.0,25.0,5.0,10.0,69.0,7.0,22.0,1.0403,1.0,6.0,4.0,13.0,3.0,8.0,3.0,10.0,,2.0,2.0,4.0,5.0,,2.0,11.0,,9.0,0.3513,7.0,3.0,1.0,0.2865,2.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247348,Daniel Muñoz,Defender,Forest,17,Colombia,2026-27,2.0,86.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0123,3.0,9.0,8.0,,13.0,37.0,,6.0,36.0,14.0,2.0,14.0,64.0,17.0,29.0,1.429,2.0,1.0,1.0,1.0,2.0,5.0,,7.0,,2.0,1.0,3.0,14.0,1.0,1.0,5.0,,3.0,0.2605,3.0,1.0,1.0,0.1572,2.0,1.0,,,3.0,,2.0,2.0,,,,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210462,Ibrahim Sangaré,Midfielder,Forest,17,Cote d’Ivoire,2026-27,1.0,90.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0084,2.0,7.0,22.0,,14.0,53.0,,4.0,48.0,12.0,2.0,12.0,61.0,28.0,39.0,0.5328,1.0,11.0,1.0,3.0,1.0,7.0,1.0,11.0,,3.0,1.0,3.0,8.0,3.0,,5.0,1.0,2.0,0.026,1.0,3.0,,,,1.0,,,,1.0,,,,,,,1.0,,,1.0,4.0,,,,,,,,,,,2.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482973,Igor Jesus,Forward,Forest,17,Brazil,2026-27,3.0,210.0,0.0,1.0,3.0,0.0,0.0,1.0,28.0,0.0603,15.0,52.0,15.0,2.0,27.0,58.0,7.0,22.0,58.0,29.0,6.0,17.0,102.0,17.0,41.0,2.5537,3.0,18.0,5.0,2.0,3.0,14.0,6.0,14.0,1.0,17.0,1.0,30.0,8.0,3.0,13.0,24.0,1.0,7.0,0.9588,11.0,3.0,2.0,0.4823,2.0,2.0,,,,1.0,5.0,,,,1.0,2.0,1.0,,1.0,,,3.0,,,2.0,2.0,,,1.0,,,1.0,3.0,,3.0,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575458,Jair Cunha,Defender,Forest,17,Brazil,2026-27,3.0,270.0,0.0,,3.0,0.0,0.0,1.0,10.0,0.0181,6.0,24.0,43.0,1.0,28.0,92.0,1.0,17.0,92.0,20.0,3.0,6.0,142.0,48.0,71.0,2.5537,3.0,13.0,6.0,5.0,1.0,7.0,,16.0,,3.0,1.0,7.0,30.0,5.0,4.0,14.0,1.0,11.0,0.0254,1.0,6.0,,,5.0,3.0,,,7.0,,18.0,5.0,,,4.0,2.0,,3.0,,5.0,9.0,,1.0,,,,,1.0,1.0,,,1.0,,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432714,James McAtee,Midfielder,Forest,17,England,2026-27,3.0,253.0,0.0,,3.0,0.0,0.0,1.0,11.0,0.6333,10.0,30.0,32.0,2.0,45.0,106.0,4.0,23.0,99.0,41.0,4.0,25.0,155.0,39.0,74.0,2.4774,2.0,27.0,6.0,14.0,2.0,18.0,3.0,25.0,,6.0,1.0,7.0,22.0,7.0,1.0,19.0,,13.0,0.1258,,11.0,1.0,0.0149,5.0,3.0,,,3.0,9.0,4.0,2.0,,,,2.0,2.0,1.0,2.0,3.0,7.0,1.0,1.0,1.0,,,,7.0,5.0,,1.0,4.0,,,,,,,,1.0,1.0,3.0,7.0,1.0,3.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,
221389,John Victor,Goalkeeper,Forest,17,Brazil,2026-27,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
