playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,groundDuelsLost,totalFoulsWon,winningGoal,duels,appearances,gamesPlayed,unsuccessfulDribbles,successfulPassesOppositionHalf,totalPasses,timesTackled,groundDuels,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,leftsidePasses,timePlayed,touches,duelsWon,groundDuelsWon,successfulShortPasses,yellowCards,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,cornersTakenInclShortCorners,aerialDuels,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,rightsidePasses,putthroughBlockedDistributionWon,forwardPasses,recoveries,penaltiesTaken,tacklesLost,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,aerialDuelsWon,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,backwardPasses,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,penaltyGoalsConceded,successfulLaunches,shotsBlockedInBox,rightFootGoals,leftFootGoals,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,hitWoodwork,secondGoalAssists,successfulCrossesOpenPlay,overruns,goalAssists,foulWonPenalty,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,homeGoals,oboxTarget,iboxBlocked,cornersWon,interceptions,penaltyGoals,headedGoals,handballsConceded,throughBalls,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,throwInsToOppositionPlayer,lastPlayerTackle,clearancesOffTheLine,successfulCornersIntoBox
58771,Jack Colback,Midfielder,Nott'm Forest,17,England,2022-23,22.0,0.1546,0.0,14.0,8.0,0.0,55.0,11.0,11.0,,63.0,141.0,1.0,43.0,0.0,138.0,7.0,30.0,33.0,494.0,199.0,33.0,29.0,112.0,0.0,8.0,,,,18.0,,17.0,1.0,5.0,4.0,24.0,,,,,12.0,,,8.0,3.0,6.0,1.0,8.5999,2.0,7.0,11.0,34.0,3.0,47.0,24.0,,5.0,8.0,,4.0,,13.0,3.0,,9.0,27.0,2.0,,6.0,55.0,3.0,,7.0,11.0,,,1.0,,,,,,5.0,1.0,,,1.0,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
109322,Jesse Lingard,Midfielder,Nott'm Forest,17,England,2022-23,31.0,0.478,0.0,28.0,9.0,0.0,51.0,17.0,17.0,4.0,165.0,282.0,14.0,47.0,0.0,267.0,5.0,92.0,62.0,927.0,395.0,20.0,19.0,220.0,1.0,26.0,6.0,2.0,0.2958,4.0,4.0,41.0,7.0,10.0,12.0,53.0,3.0,2.0,2.0,,4.0,,,3.0,7.0,16.0,16.0,17.5332,11.0,4.0,17.0,86.0,11.0,72.0,39.0,,,10.0,4.0,1.0,2.0,4.0,6.0,,8.0,62.0,10.0,2.0,5.0,65.0,4.0,1.0397,12.0,15.0,,,1.0,1.0,4.0,,,,9.0,6.0,,,1.0,1.0,,,1.0,2.0,1.0,2.0,,2.0,4.0,1.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,
208912,Joe Worrall,Defender,Nott'm Forest,17,England,2022-23,75.0,0.5691,0.0,42.0,4.0,0.0,190.0,30.0,30.0,1.0,235.0,1094.0,5.0,102.0,0.0,1055.0,9.0,277.0,353.0,2216.0,1429.0,115.0,60.0,774.0,6.0,47.0,,2.0,0.8168,53.0,7.0,130.0,,27.0,21.0,235.0,3.0,,,,88.0,1.0,1.0,33.0,8.0,19.0,29.0,39.6679,5.0,108.0,44.0,175.0,10.0,492.0,123.0,,28.0,36.0,3.0,55.0,5.0,25.0,3.0,23.0,27.0,74.0,1.0,,37.0,624.0,19.0,0.7728,105.0,72.0,1.0,1.0,3.0,6.0,,,,,85.0,32.0,,,,,,,5.0,,,,0.0,,,,26.0,,1.0,,,,,,6.0,,,2.0,,,,,,2.0,4.0,,,,,,26.0,1.0,2.0,
50232,Jonjo Shelvey,Midfielder,Nott'm Forest,17,England,2022-23,24.0,0.0042,0.0,23.0,1.0,0.0,36.0,11.0,11.0,,114.0,314.0,4.0,31.0,0.0,289.0,5.0,95.0,55.0,575.0,383.0,12.0,8.0,196.0,2.0,10.0,3.0,,,3.0,3.0,32.0,6.0,4.0,6.0,79.0,3.0,,,,5.0,,,1.0,1.0,7.0,1.0,1.3032,6.0,10.0,11.0,66.0,6.0,133.0,36.0,,2.0,10.0,9.0,4.0,3.0,1.0,4.0,2.0,10.0,60.0,4.0,,9.0,125.0,10.0,,47.0,9.0,,,3.0,1.0,,,,,39.0,1.0,,,2.0,,,,,,4.0,1.0,,,,5.0,5.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,
184193,Jordan Smith,Goalkeeper,Nott'm Forest,17,England,2022-23,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28411,Keylor Navas,Goalkeeper,Nott'm Forest,17,Costa Rica,2022-23,,0.0183,0.0,,,0.0,7.0,17.0,17.0,,76.0,464.0,,1.0,0.0,188.0,,229.0,44.0,1529.0,633.0,7.0,1.0,122.0,2.0,,,,,,,3.0,,,17.0,223.0,,,,,6.0,,,,3.0,,,30.6455,,24.0,32.0,65.0,,355.0,149.0,,,29.0,,6.0,,,1.0,,,,1.0,,56.0,165.0,,,220.0,41.0,,,4.0,17.0,,,,,119.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,13.0,16.0,151.0,2.0,4.0,,,13.0,51.0,5.0,1.0,144.0,72.0,9.0,35.0,,,,,,,
243345,Lewis O'Brien,Midfielder,Nott'm Forest,17,England,2022-23,27.0,0.195,0.0,21.0,15.0,0.0,67.0,13.0,13.0,3.0,99.0,207.0,10.0,59.0,0.0,203.0,7.0,70.0,58.0,580.0,318.0,40.0,38.0,161.0,2.0,21.0,2.0,2.0,0.4159,16.0,5.0,34.0,,8.0,6.0,44.0,4.0,,2.0,,8.0,,,6.0,8.0,15.0,3.0,15.7635,4.0,8.0,14.0,56.0,11.0,64.0,51.0,,7.0,6.0,4.0,2.0,3.0,9.0,7.0,2.0,5.0,29.0,3.0,2.0,5.0,64.0,2.0,0.3368,10.0,6.0,1.0,0.0,,,,1.0,,,2.0,3.0,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
242885,Loïc Mbe Soh,Defender,Nott'm Forest,17,France,2022-23,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57647,Lyle Taylor,Forward,Nott'm Forest,17,Montserrat,2022-23,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222531,Morgan Gibbs-White,Midfielder,Nott'm Forest,17,England,2022-23,265.0,0.1799,0.0,150.0,31.0,0.0,434.0,37.0,37.0,47.0,523.0,982.0,92.0,260.0,0.0,938.0,1.0,641.0,189.0,3157.0,1700.0,169.0,110.0,648.0,6.0,99.0,17.0,23.0,0.0509,29.0,45.0,244.0,28.0,38.0,36.0,292.0,36.0,6.0,,98.0,174.0,,,115.0,13.0,53.0,87.0,1.6675,59.0,11.0,61.0,217.0,21.0,368.0,161.0,2.0,14.0,48.0,131.0,59.0,22.0,15.0,51.0,4.0,35.0,208.0,8.0,,18.0,205.0,14.0,0.8122,48.0,69.0,5.0,1.0,6.0,2.0,,5.0,,70.0,42.0,6.0,1.0,2.0,5.0,16.0,8.0,,6.0,1.0,38.0,6.0,4.0,1.0,,20.0,15.0,2.0,,1.0,16.0,,,,,,,,,,,,,,,,,,,3.0,,,,21.0
199170,Moussa Niakhaté,Defender,Nott'm Forest,17,Senegal,2022-23,42.0,0.1566,0.0,27.0,6.0,0.0,85.0,14.0,14.0,4.0,66.0,299.0,5.0,51.0,0.0,291.0,,136.0,46.0,1162.0,542.0,43.0,24.0,212.0,1.0,27.0,,3.0,0.7752,18.0,6.0,40.0,,14.0,14.0,71.0,2.0,,,,34.0,3.0,3.0,15.0,2.0,18.0,7.0,21.5397,1.0,54.0,21.0,76.0,10.0,147.0,71.0,,9.0,19.0,2.0,19.0,3.0,9.0,,8.0,12.0,30.0,3.0,,16.0,162.0,6.0,0.6144,31.0,32.0,,,2.0,3.0,,,,,16.0,37.0,,,,,,,1.0,,,,,,,2.0,19.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,53.0,1.0,,
215136,Neco Williams,Defender,Nott'm Forest,17,Wales,2022-23,140.0,1.2346,0.0,113.0,27.0,0.0,275.0,31.0,31.0,31.0,186.0,603.0,48.0,231.0,0.0,576.0,11.0,391.0,176.0,1874.0,1234.0,135.0,118.0,364.0,7.0,42.0,5.0,7.0,1.5755,72.0,20.0,122.0,,23.0,20.0,200.0,63.0,2.0,2.0,13.0,44.0,3.0,3.0,27.0,11.0,63.0,27.0,39.5218,15.0,37.0,41.0,44.0,25.0,271.0,127.0,,25.0,30.0,71.0,17.0,13.0,47.0,19.0,8.0,33.0,112.0,5.0,2.0,22.0,235.0,18.0,1.2473,78.0,70.0,1.0,1.0,3.0,7.0,3.0,1.0,,8.0,39.0,112.0,,,12.0,5.0,,1.0,2.0,3.0,18.0,1.0,0.0,3.0,3.0,15.0,33.0,,,2.0,3.0,,,,,,,,,,,,,,,,,0.0702,2.0,2.0,29.0,1.0,3.0,5.0
475492,Oli Hammond,Midfielder,Nott'm Forest,17,Wales,2022-23,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179519,Orel Mangala,Midfielder,Nott'm Forest,17,Belgium,2022-23,69.0,0.4846,0.0,60.0,23.0,0.0,150.0,27.0,27.0,12.0,182.0,506.0,21.0,130.0,0.0,502.0,7.0,136.0,114.0,1555.0,708.0,81.0,70.0,397.0,3.0,39.0,2.0,3.0,0.4608,28.0,7.0,80.0,1.0,22.0,20.0,96.0,5.0,,2.0,,20.0,1.0,1.0,9.0,,25.0,8.0,25.3702,2.0,14.0,24.0,129.0,14.0,169.0,88.0,,8.0,24.0,5.0,11.0,4.0,20.0,19.0,7.0,22.0,94.0,15.0,2.0,5.0,229.0,10.0,0.5905,16.0,31.0,1.0,1.0,2.0,2.0,,1.0,,,13.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,1.0,,1.0,23.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
89076,Remo Freuler,Midfielder,Nott'm Forest,17,Switzerland,2022-23,81.0,0.7155,0.0,61.0,12.0,0.0,171.0,28.0,28.0,4.0,287.0,828.0,11.0,125.0,0.0,807.0,4.0,203.0,216.0,2166.0,1097.0,90.0,64.0,637.0,4.0,52.0,3.0,1.0,0.0957,43.0,5.0,132.0,3.0,30.0,24.0,169.0,2.0,,1.0,,46.0,,,20.0,7.0,44.0,13.0,40.1059,12.0,41.0,47.0,203.0,27.0,307.0,137.0,,20.0,40.0,2.0,26.0,4.0,23.0,9.0,9.0,24.0,102.0,8.0,1.0,16.0,375.0,12.0,0.4111,37.0,66.0,,,5.0,7.0,2.0,,,,22.0,2.0,,,3.0,,,,6.0,1.0,3.0,,,1.0,2.0,1.0,29.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
233420,Renan Lodi,Defender,Nott'm Forest,17,Brazil,2022-23,112.0,1.3184,0.0,93.0,42.0,0.0,241.0,28.0,28.0,14.0,184.0,668.0,27.0,204.0,0.0,631.0,2.0,340.0,25.0,2221.0,1217.0,129.0,111.0,438.0,7.0,43.0,7.0,,,52.0,8.0,101.0,1.0,20.0,26.0,192.0,44.0,2.0,5.0,15.0,37.0,,,19.0,9.0,48.0,21.0,40.247,12.0,60.0,48.0,205.0,19.0,264.0,153.0,,13.0,39.0,63.0,18.0,8.0,39.0,17.0,6.0,29.0,174.0,10.0,5.0,40.0,304.0,22.0,0.9589,91.0,83.0,,,3.0,7.0,2.0,,,12.0,38.0,95.0,,,9.0,1.0,1.0,,3.0,,12.0,,,,2.0,15.0,33.0,,,,,,,,,,,,,,,,,,,,,0.1302,2.0,2.0,35.0,,1.0,2.0
204968,Ryan Yates,Midfielder,Nott'm Forest,17,England,2022-23,96.0,0.4352,0.0,75.0,53.0,0.0,220.0,26.0,26.0,3.0,193.0,577.0,18.0,168.0,0.0,518.0,5.0,173.0,119.0,1839.0,860.0,124.0,93.0,426.0,5.0,46.0,7.0,5.0,1.5662,38.0,19.0,95.0,2.0,29.0,21.0,126.0,7.0,1.0,2.0,,52.0,1.0,1.0,21.0,9.0,35.0,37.0,28.917,5.0,44.0,36.0,129.0,18.0,177.0,111.0,,19.0,27.0,7.0,31.0,14.0,19.0,4.0,8.0,50.0,152.0,7.0,2.0,16.0,259.0,16.0,2.265,31.0,42.0,,,2.0,7.0,5.0,,,,25.0,3.0,,,1.0,,2.0,1.0,5.0,4.0,1.0,,,4.0,5.0,7.0,10.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
217331,Sam Surridge,Forward,Nott'm Forest,17,England,2022-23,35.0,0.0281,0.0,18.0,10.0,0.0,65.0,20.0,20.0,2.0,21.0,77.0,6.0,35.0,0.0,74.0,19.0,60.0,13.0,307.0,149.0,30.0,17.0,39.0,2.0,10.0,2.0,2.0,1.0366,5.0,7.0,35.0,2.0,5.0,1.0,37.0,3.0,3.0,,,30.0,1.0,1.0,17.0,1.0,6.0,15.0,6.98,1.0,7.0,5.0,22.0,3.0,27.0,17.0,,5.0,4.0,3.0,13.0,5.0,,2.0,2.0,12.0,15.0,1.0,,2.0,19.0,2.0,1.7893,2.0,8.0,1.0,1.0,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,2.0,0.0,,2.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
