season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576149,1,20,Southampton,Away,10501,20467,Theo Walcott,theo-walcott,M,False,,,,7.0,5.0,12.0,2.0,1.0,1.0,,,,1.0,,,,3.0,2.0,,,,,,,,,,,80.0,,,,,,,10.0,,6.3,,,,,,1.0,,1.0,,12.0,8.0,19.0,0,1.0,23.0,2.0,,,1.0
2021-22,9576149,1,20,Southampton,Away,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576149,1,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,,5.0,5.0,6.0,11.0,,,10.0,,,,,,,,,,,,,,,,3.0,,,,90.0,,,,,,,12.0,2.0,6.2,2.0,3.0,,2.0,,,,17.0,,17.0,6.0,23.0,0,,37.0,,,,
2021-22,9576149,1,20,Southampton,Away,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,1.0,14.0,16.0,30.0,1.0,2.0,5.0,,,1.0,,,,2.0,5.0,5.0,,,2.0,,,,,,1.0,,79.0,,,,,,,18.0,,6.5,,,,1.0,,2.0,,4.0,,26.0,19.0,43.0,1,3.0,56.0,1.0,,,2.0
2021-22,9576149,1,20,Southampton,Away,115346,83283,Nathan Redmond,nathan-redmond,M,True,,,,7.0,,7.0,,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,,11.0,,,,,,,3.0,,6.6,,,,,3.0,1.0,,1.0,,8.0,1.0,8.0,0,,13.0,,,2.0,
2021-22,9576149,1,20,Southampton,Away,117083,91047,Stuart Armstrong,stuart-armstrong,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576149,1,20,Southampton,Away,119151,96787,Mohamed Elyounoussi,mohamed-elyounoussi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576149,1,20,Southampton,Away,134361,88900,Jack Stephens,jack-stephens,D,False,,,,11.0,19.0,30.0,2.0,2.0,2.0,,,,,,,,3.0,5.0,,,1.0,,,,,,1.0,,90.0,,,,,,,14.0,,6.1,,,,1.0,,,,9.0,,20.0,24.0,44.0,0,2.0,50.0,,1.0,,1.0
2021-22,9576149,1,20,Southampton,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,2.0,,2.0,22.0,28.0,48.0,1.0,,8.0,,,,2.0,,,1.0,6.0,5.0,,,3.0,,,,,,1.0,2.0,90.0,,1.0,,,,,18.0,,7.0,,,,1.0,1.0,11.0,,3.0,,38.0,29.0,56.0,0,3.0,78.0,,1.0,1.0,3.0
2021-22,9576149,1,20,Southampton,Away,286085,171771,Jan Bednarek,jan-bednarek,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576149,1,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,,4.0,,4.0,,1.0,,,,,,,,2.0,5.0,1.0,,,1.0,,1.0,,,,,,90.0,2.0,,,,,,8.0,,7.0,,,1.0,,2.0,,,,,7.0,,7.0,3,,19.0,1.0,,,
2021-22,9576149,1,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,,7.0,1.0,8.0,11.0,6.0,4.0,1.0,,,1.0,,,4.0,19.0,14.0,,,3.0,1.0,,,,,,1.0,90.0,,,,,,,18.0,,7.2,,,,3.0,2.0,,,1.0,,18.0,1.0,19.0,0,3.0,40.0,2.0,4.0,1.0,2.0
2021-22,9576149,1,20,Southampton,Away,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576149,1,20,Southampton,Away,826202,213482,Yan Valery,yan-valery,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576149,1,20,Southampton,Away,827519,244560,Romain Perraud,romain-perraud,D,False,,,,10.0,2.0,12.0,3.0,1.0,1.0,,,,,,,,6.0,2.0,,,2.0,,,,,,2.0,1.0,83.0,,,,,,,23.0,,6.1,,,,2.0,1.0,3.0,,2.0,,20.0,4.0,21.0,0,1.0,50.0,4.0,,,1.0
2021-22,9576149,1,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,False,1.0,,,16.0,1.0,16.0,1.0,,1.0,,,,,,,,8.0,10.0,,,2.0,,,,,,,,90.0,,,,,,,18.0,,6.7,,,,2.0,9.0,1.0,,2.0,,25.0,3.0,27.0,0,4.0,56.0,2.0,2.0,4.0,1.0
2021-22,9576149,1,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,10.0,,,,,,,6.0,,6.2,,,,,1.0,,,,,3.0,2.0,5.0,0,,9.0,2.0,,,
2021-22,9576149,1,20,Southampton,Away,946158,450527,Mohammed Salisu,mohammed-salisu,D,False,,,1.0,19.0,17.0,36.0,3.0,3.0,4.0,,,,,,,,4.0,4.0,,,1.0,,,,,,,,90.0,1.0,1.0,,,,,11.0,,6.5,,,,6.0,1.0,,,7.0,,27.0,20.0,47.0,1,,60.0,,,1.0,
