season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243456,5,20,Southampton,Away,44760,58822.0,Cédric Soares,cedric-soares,M,False,,,1.0,14.0,13.0,27.0,2.0,,2.0,,1.0,,5.0,,,7.0,4.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,,14.0,,6.4,,,1.0,3.0,,,,5.0,,20.0,17.0,37.0,1,4.0,64.0,3.0,,,3.0
2019-20,8243456,5,20,Southampton,Away,45502,58376.0,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243456,5,20,Southampton,Away,69416,78056.0,Oriol Romeu,oriol-romeu,M,False,,,3.0,26.0,34.0,60.0,,3.0,9.0,,,,,,,,5.0,,,,,,,,,,,90.0,,,,,,,,,9.0,,7.1,,,,2.0,,1.0,,5.0,,34.0,35.0,68.0,0,2.0,78.0,,,,2.0
2019-20,8243456,5,20,Southampton,Away,117083,91047.0,Stuart Armstrong,stuart-armstrong,M,True,,,,1.0,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,12.0,,,,,,,,,2.0,,6.4,,,,,,,,,,1.0,1.0,2.0,0,,5.0,,1.0,,
2019-20,8243456,5,20,Southampton,Away,120538,93100.0,Jannik Vestergaard,jannik-vestergaard,D,False,,,2.0,13.0,28.0,41.0,1.0,6.0,7.0,,,,2.0,,,4.0,8.0,,,1.0,,,,,1.0,,,90.0,2.0,,,,,,,,18.0,,7.3,,,,5.0,,,,6.0,,19.0,35.0,54.0,2,1.0,73.0,1.0,1.0,,1.0
2019-20,8243456,5,20,Southampton,Away,130181,84939.0,Danny Ings,danny-ings,F,True,,,,4.0,1.0,5.0,1.0,,3.0,,,,2.0,,1.0,4.0,4.0,,,,,,,,,,,16.0,,,,,,,,,4.0,,6.6,,,,,1.0,1.0,,1.0,,7.0,1.0,7.0,0,3.0,14.0,,,1.0,
2019-20,8243456,5,20,Southampton,Away,134361,88900.0,Jack Stephens,jack-stephens,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243456,5,20,Southampton,Away,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,1.0,,1.0,30.0,20.0,49.0,2.0,1.0,10.0,,,,1.0,,4.0,8.0,7.0,,,1.0,,,,,2.0,3.0,,90.0,,1.0,,,,,,,28.0,,6.9,,,,2.0,2.0,2.0,,7.0,,45.0,26.0,69.0,0,2.0,93.0,1.0,2.0,2.0,1.0
2019-20,8243456,5,20,Southampton,Away,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,2.0,,2.0,17.0,10.0,25.0,1.0,1.0,5.0,1.0,,,3.0,,,4.0,2.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,,17.0,,7.1,,,,1.0,,10.0,,6.0,,32.0,12.0,34.0,0,1.0,54.0,,1.0,,
2019-20,8243456,5,20,Southampton,Away,227946,107265.0,Angus Gunn,angus-gunn,G,False,,,6.0,5.0,11.0,16.0,,1.0,6.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,,12.0,1.0,7.7,2.0,4.0,,1.0,,,,18.0,,17.0,11.0,28.0,0,,37.0,,,,
2019-20,8243456,5,20,Southampton,Away,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,False,,,1.0,23.0,6.0,29.0,2.0,1.0,4.0,1.0,1.0,,,,7.0,14.0,13.0,,,1.0,1.0,,,,,2.0,,85.0,1.0,,,,,,,,19.0,,7.3,,,1.0,,14.0,3.0,,1.0,,29.0,7.0,33.0,2,,67.0,1.0,2.0,10.0,
2019-20,8243456,5,20,Southampton,Away,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,2.0,9.0,28.0,37.0,,2.0,1.0,,,,1.0,,,1.0,4.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,,15.0,,7.1,,,,9.0,,,,7.0,,14.0,34.0,48.0,0,2.0,66.0,1.0,,,
2019-20,8243456,5,20,Southampton,Away,773409,200439.0,Che Adams,che-adams,F,False,,,,10.0,3.0,13.0,3.0,3.0,2.0,1.0,1.0,1.0,,,1.0,5.0,4.0,,,2.0,,,,1.0,,1.0,,89.0,2.0,,,,,,,,8.0,,6.9,,,1.0,,1.0,2.0,,,1.0,15.0,4.0,17.0,4,,30.0,1.0,,1.0,
2019-20,8243456,5,20,Southampton,Away,826202,213482.0,Yan Valery,yan-valery,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243456,5,20,Southampton,Away,869910,431131.0,Moussa Djenepo,moussa-djenepo,F,False,,,,8.0,5.0,13.0,1.0,,6.0,1.0,,,1.0,,,5.0,10.0,,,1.0,,1.0,,,1.0,1.0,,74.0,2.0,,,,,,,,10.0,,8.3,,,,2.0,8.0,1.0,,,,10.0,6.0,15.0,2,2.0,46.0,5.0,2.0,6.0,2.0
2019-20,8243465,6,20,Southampton,Home,10486,20452.0,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243465,6,20,Southampton,Home,20756,40146.0,Ryan Bertrand,ryan-bertrand,D,True,1.0,,,17.0,4.0,20.0,2.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,2.0,,45.0,,,,,,,,,4.0,,6.7,,,,1.0,,2.0,,,,20.0,5.0,23.0,0,,32.0,,1.0,,
2019-20,8243465,6,20,Southampton,Home,24248,80447.0,Maya Yoshida,maya-yoshida,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243465,6,20,Southampton,Home,44760,58822.0,Cédric Soares,cedric-soares,M,False,3.0,,2.0,24.0,16.0,37.0,2.0,1.0,5.0,,,,,,,2.0,5.0,,,,,,,,,3.0,,90.0,,,,,,,,,22.0,,6.9,,,,4.0,,8.0,,10.0,,37.0,23.0,52.0,0,4.0,90.0,1.0,,,2.0
2019-20,8243465,6,20,Southampton,Home,45502,58376.0,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243465,6,20,Southampton,Home,69416,78056.0,Oriol Romeu,oriol-romeu,M,False,,,4.0,32.0,22.0,54.0,,4.0,11.0,,,,4.0,,,6.0,18.0,,,2.0,,,,,2.0,3.0,,90.0,,,,,,,,,16.0,,7.6,,,,,1.0,,,10.0,,40.0,29.0,69.0,0,10.0,89.0,1.0,3.0,1.0,8.0
2019-20,8243465,6,20,Southampton,Home,115346,83283.0,Nathan Redmond,nathan-redmond,M,False,1.0,,1.0,23.0,7.0,29.0,,2.0,6.0,,,1.0,2.0,,2.0,7.0,6.0,,,2.0,,,,,,3.0,,88.0,1.0,,,,,,,,20.0,,7.0,,,1.0,,2.0,1.0,,4.0,,35.0,7.0,41.0,3,3.0,61.0,5.0,,1.0,1.0
2019-20,8243465,6,20,Southampton,Home,117083,91047.0,Stuart Armstrong,stuart-armstrong,M,True,,,,4.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,1.0,,6.4,,,,,,1.0,,,1.0,5.0,1.0,5.0,0,,6.0,,,,
2019-20,8243465,6,20,Southampton,Home,120538,93100.0,Jannik Vestergaard,jannik-vestergaard,D,False,,,3.0,20.0,31.0,51.0,2.0,2.0,5.0,,,,1.0,,1.0,4.0,5.0,,,,,,,,,,,90.0,,1.0,,,,,,,13.0,,6.4,,,2.0,3.0,2.0,,,8.0,,29.0,33.0,62.0,2,1.0,78.0,,,2.0,1.0
2019-20,8243465,6,20,Southampton,Home,130181,84939.0,Danny Ings,danny-ings,F,True,,,,1.0,,1.0,2.0,2.0,,,,3.0,,,,2.0,3.0,,,,,,,,,1.0,,13.0,,,,,,,,,2.0,,6.8,,,1.0,,1.0,,,,,3.0,,3.0,4,,10.0,,,1.0,
2019-20,8243465,6,20,Southampton,Home,134361,88900.0,Jack Stephens,jack-stephens,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243465,6,20,Southampton,Home,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,7.0,48.0,28.0,76.0,2.0,,13.0,,1.0,1.0,2.0,,1.0,6.0,5.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,,18.0,,6.7,,,1.0,2.0,,2.0,,9.0,,60.0,29.0,87.0,3,5.0,110.0,4.0,,,2.0
2019-20,8243465,6,20,Southampton,Home,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,1.0,,1.0,23.0,16.0,38.0,2.0,,5.0,,,,,,,2.0,1.0,,,,,1.0,,,1.0,3.0,,90.0,1.0,1.0,,,,,,,9.0,,8.0,,,6.0,,,5.0,,2.0,,31.0,17.0,43.0,7,1.0,61.0,,,,1.0
2019-20,8243465,6,20,Southampton,Home,227946,107265.0,Angus Gunn,angus-gunn,G,False,,,3.0,1.0,10.0,11.0,,,3.0,,,,1.0,,,1.0,,,,,,,,,,,,90.0,,,,,,,,,8.0,1.0,5.6,,,,1.0,,,,11.0,,8.0,11.0,19.0,0,,22.0,,,,
2019-20,8243465,6,20,Southampton,Home,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,False,,,1.0,24.0,5.0,29.0,,1.0,3.0,,,2.0,,,,4.0,7.0,,,2.0,,,,,1.0,1.0,,90.0,3.0,,,,,,,,18.0,,7.2,,,,,4.0,3.0,,1.0,,33.0,5.0,35.0,5,2.0,65.0,6.0,2.0,2.0,2.0
2019-20,8243465,6,20,Southampton,Home,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,2.0,17.0,33.0,50.0,4.0,7.0,7.0,,,,2.0,,,7.0,10.0,1.0,,1.0,,,,,5.0,,,90.0,,,,,,,,,17.0,,5.9,,,,2.0,,,,5.0,,27.0,38.0,65.0,0,2.0,86.0,,1.0,,2.0
2019-20,8243465,6,20,Southampton,Home,773409,200439.0,Che Adams,che-adams,F,False,,,,8.0,1.0,9.0,5.0,2.0,2.0,,,1.0,,,1.0,6.0,4.0,,,,,,,,,2.0,,77.0,,,,,,,,1.0,11.0,,7.0,,,,,1.0,1.0,,1.0,,16.0,2.0,17.0,1,,25.0,1.0,1.0,1.0,
2019-20,8243465,6,20,Southampton,Home,794953,135720.0,Kevin Danso,kevin-danso,D,False,,,2.0,8.0,11.0,19.0,5.0,,2.0,,,,,,,5.0,2.0,,,,,,,,,,,45.0,,,,,,,,,19.0,,6.2,,,,,,1.0,,9.0,,15.0,19.0,33.0,0,2.0,48.0,,,,1.0
2019-20,8243472,7,20,Southampton,Away,10486,20452.0,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2019-20,8243472,7,20,Southampton,Away,20756,40146.0,Ryan Bertrand,ryan-bertrand,D,False,4.0,,1.0,41.0,9.0,46.0,2.0,2.0,5.0,,,,,,1.0,4.0,5.0,,,,,,,,3.0,3.0,,90.0,,,,,,,,,23.0,,7.2,,,,1.0,1.0,10.0,,5.0,,55.0,10.0,55.0,0,2.0,91.0,4.0,1.0,,1.0
2019-20,8243472,7,20,Southampton,Away,24248,80447.0,Maya Yoshida,maya-yoshida,D,False,,,2.0,22.0,28.0,50.0,1.0,8.0,4.0,,,,,,,2.0,11.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,,,7.0,,7.1,,,1.0,4.0,,,,5.0,,27.0,29.0,56.0,2,3.0,71.0,1.0,,,2.0
2019-20,8243472,7,20,Southampton,Away,69416,78056.0,Oriol Romeu,oriol-romeu,M,False,,,5.0,41.0,29.0,70.0,2.0,,7.0,,,,2.0,,1.0,7.0,4.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,,10.0,,6.4,,,,1.0,2.0,1.0,,7.0,,49.0,29.0,77.0,0,2.0,89.0,1.0,,2.0,1.0
2019-20,8243472,7,20,Southampton,Away,115346,83283.0,Nathan Redmond,nathan-redmond,M,False,,,4.0,32.0,7.0,39.0,3.0,1.0,8.0,,,2.0,,,4.0,8.0,3.0,,,,,,,,,1.0,,90.0,,,,,,,,,18.0,,6.7,,,2.0,,1.0,3.0,,8.0,,43.0,7.0,47.0,4,1.0,68.0,2.0,1.0,,
2019-20,8243472,7,20,Southampton,Away,117083,91047.0,Stuart Armstrong,stuart-armstrong,M,True,,,,4.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,,,,,,,,2.0,,6.7,,,,,,,,,,4.0,3.0,7.0,1,,11.0,2.0,,,
2019-20,8243472,7,20,Southampton,Away,120538,93100.0,Jannik Vestergaard,jannik-vestergaard,D,False,,,3.0,32.0,16.0,48.0,1.0,,3.0,,,,,,,1.0,3.0,,,,,,,,,2.0,,79.0,,,,,,,,,7.0,,6.7,,,,,,,,7.0,,37.0,17.0,54.0,0,2.0,60.0,,1.0,,1.0
2019-20,8243472,7,20,Southampton,Away,130181,84939.0,Danny Ings,danny-ings,F,False,,,,7.0,1.0,8.0,4.0,,2.0,,,,2.0,,1.0,7.0,4.0,,,,,1.0,,,1.0,1.0,,83.0,1.0,,,,,,,,6.0,,7.4,,,1.0,,,,,1.0,,9.0,2.0,11.0,2,4.0,23.0,2.0,,,3.0
2019-20,8243472,7,20,Southampton,Away,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,2.0,52.0,22.0,74.0,,3.0,10.0,,,,1.0,,,5.0,5.0,,,3.0,,,,,,,,90.0,1.0,1.0,,,,,,,9.0,,6.9,,,2.0,,2.0,,,2.0,1.0,59.0,22.0,81.0,3,1.0,90.0,1.0,,1.0,
2019-20,8243472,7,20,Southampton,Away,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,1.0,,2.0,33.0,10.0,42.0,4.0,1.0,2.0,,,,2.0,,,9.0,4.0,,,3.0,,,,,,1.0,,90.0,1.0,,,,,,,,11.0,,6.8,,,,3.0,,7.0,,2.0,,41.0,12.0,46.0,1,3.0,66.0,1.0,,,2.0
2019-20,8243472,7,20,Southampton,Away,227946,107265.0,Angus Gunn,angus-gunn,G,False,,,3.0,1.0,9.0,10.0,,,3.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,3.0,,6.3,2.0,2.0,,,,,,6.0,,4.0,9.0,13.0,0,,18.0,,,,
2019-20,8243472,7,20,Southampton,Away,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,False,,,1.0,19.0,4.0,23.0,,,8.0,,,,3.0,,7.0,19.0,5.0,,,4.0,,,,,,2.0,,88.0,1.0,,,,,,,,31.0,,6.3,,,,,8.0,4.0,,2.0,,30.0,6.0,32.0,1,,70.0,6.0,2.0,3.0,
2019-20,8243472,7,20,Southampton,Away,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,2.0,8.0,22.0,30.0,1.0,2.0,5.0,,,,1.0,,,5.0,8.0,,,3.0,,,,,4.0,,1.0,90.0,,,,,,,,,10.0,,6.8,,,,3.0,,,,4.0,,12.0,26.0,38.0,0,6.0,58.0,,,,2.0
2019-20,8243472,7,20,Southampton,Away,794953,135720.0,Kevin Danso,kevin-danso,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243472,7,20,Southampton,Away,815927,198044.0,Harry Lewis,harry-lewis,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243472,7,20,Southampton,Away,826202,213482.0,Yan Valery,yan-valery,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243472,7,20,Southampton,Away,921216,220598.0,Michael Obafemi,michael-obafemi,F,True,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,12.0,,,,,,,,,1.0,,6.4,,,,,,,,,,,,,0,,1.0,,,,
2019-20,8243480,8,20,Southampton,Home,10486,20452.0,Shane Long,shane-long,F,False,,,,7.0,,7.0,6.0,5.0,4.0,,,,,,,6.0,11.0,,,,,,,,,,,73.0,,,,,,,,,10.0,,6.9,,,,1.0,1.0,1.0,,,1.0,13.0,3.0,15.0,0,2.0,26.0,1.0,4.0,1.0,
2019-20,8243480,8,20,Southampton,Home,20756,40146.0,Ryan Bertrand,ryan-bertrand,D,False,,,2.0,5.0,13.0,18.0,2.0,3.0,3.0,,,,,,2.0,4.0,8.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,,25.0,,5.8,,,,,1.0,3.0,,5.0,,18.0,16.0,31.0,0,2.0,53.0,2.0,2.0,1.0,1.0
2019-20,8243480,8,20,Southampton,Home,24248,80447.0,Maya Yoshida,maya-yoshida,D,False,,,3.0,8.0,32.0,40.0,1.0,,5.0,,,,,,,2.0,2.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,,15.0,,6.1,,,,4.0,,,,10.0,,19.0,36.0,55.0,1,1.0,67.0,,1.0,,
2019-20,8243480,8,20,Southampton,Home,45502,58376.0,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243480,8,20,Southampton,Home,69416,78056.0,Oriol Romeu,oriol-romeu,M,False,,,,19.0,23.0,42.0,2.0,,12.0,,,1.0,,,,4.0,6.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,,17.0,,6.5,,,,,2.0,,,5.0,,30.0,26.0,56.0,1,5.0,72.0,2.0,,1.0,1.0
2019-20,8243480,8,20,Southampton,Home,115346,83283.0,Nathan Redmond,nathan-redmond,M,False,,,,6.0,2.0,8.0,4.0,,5.0,,,,,,1.0,7.0,5.0,,,,,,,,1.0,,,81.0,,,,,,,,,12.0,,6.7,,,2.0,,4.0,2.0,,4.0,,13.0,3.0,14.0,2,1.0,30.0,1.0,2.0,2.0,1.0
2019-20,8243480,8,20,Southampton,Home,117083,91047.0,Stuart Armstrong,stuart-armstrong,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243480,8,20,Southampton,Home,130181,84939.0,Danny Ings,danny-ings,F,False,,,,6.0,1.0,7.0,3.0,,3.0,,1.0,,,,,5.0,3.0,,,1.0,,1.0,,,,1.0,,81.0,2.0,,,,,,,,6.0,,7.1,,,1.0,,2.0,,,,,8.0,1.0,9.0,3,2.0,20.0,3.0,,1.0,1.0
2019-20,8243480,8,20,Southampton,Home,134361,88900.0,Jack Stephens,jack-stephens,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243480,8,20,Southampton,Home,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,5.0,29.0,28.0,57.0,,,11.0,,,,2.0,,2.0,7.0,3.0,,,3.0,,,,,1.0,2.0,,90.0,,,,,,,,,8.0,,6.7,,,1.0,,,,,6.0,,34.0,28.0,62.0,1,1.0,75.0,,2.0,,
2019-20,8243480,8,20,Southampton,Home,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,1.0,,,8.0,11.0,18.0,,2.0,2.0,,,,,,,1.0,5.0,,,,,,,,,2.0,,90.0,,1.0,,,,,,,13.0,,6.9,,,1.0,,2.0,3.0,,1.0,,15.0,13.0,25.0,1,2.0,43.0,2.0,,1.0,1.0
2019-20,8243480,8,20,Southampton,Home,227946,107265.0,Angus Gunn,angus-gunn,G,False,,,3.0,3.0,5.0,8.0,,,8.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,22.0,,5.8,1.0,3.0,,,,,1.0,25.0,,19.0,11.0,30.0,0,,35.0,,,,
2019-20,8243480,8,20,Southampton,Home,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,True,,,,1.0,,1.0,1.0,,1.0,,,,,,1.0,5.0,2.0,,,1.0,,,,,,,,9.0,,,,,,,,,5.0,,6.0,,,,,2.0,,,,,1.0,,1.0,0,1.0,10.0,,1.0,,1.0
2019-20,8243480,8,20,Southampton,Home,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,3.0,10.0,36.0,46.0,2.0,5.0,11.0,,,,1.0,,,3.0,8.0,1.0,,,,,,,1.0,,,90.0,,,,,,,,,15.0,,5.9,,,,6.0,,,,10.0,,18.0,43.0,61.0,0,2.0,73.0,,2.0,,2.0
2019-20,8243480,8,20,Southampton,Home,773409,200439.0,Che Adams,che-adams,F,True,,,,,,,,,2.0,,,,,,1.0,2.0,,,,,,,,,,,,9.0,,,,,,,,,2.0,,6.4,,,1.0,,1.0,,,,,,,,1,,4.0,,,,
2019-20,8243480,8,20,Southampton,Home,794953,135720.0,Kevin Danso,kevin-danso,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243480,8,20,Southampton,Home,826202,213482.0,Yan Valery,yan-valery,D,False,,,1.0,9.0,12.0,21.0,1.0,2.0,7.0,,,,,,,3.0,10.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,,24.0,,6.6,,,,1.0,5.0,2.0,,7.0,,21.0,19.0,38.0,0,4.0,69.0,1.0,1.0,3.0,1.0
2019-20,8243480,8,20,Southampton,Home,921216,220598.0,Michael Obafemi,michael-obafemi,F,True,,,,1.0,1.0,2.0,,,2.0,,,,,,1.0,2.0,1.0,,,,,,,,1.0,,,17.0,,,,,,,,,3.0,,6.3,,,,,2.0,,,,,2.0,1.0,3.0,0,,8.0,,,1.0,
2019-20,8243493,9,20,Southampton,Away,10486,20452.0,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243493,9,20,Southampton,Away,20756,40146.0,Ryan Bertrand,ryan-bertrand,D,False,,,1.0,21.0,17.0,38.0,4.0,3.0,5.0,,,,,,,6.0,4.0,,,2.0,,,,,2.0,2.0,,90.0,,,,,,,,,13.0,,7.1,,,1.0,1.0,1.0,4.0,,3.0,,27.0,19.0,42.0,1,,69.0,3.0,1.0,,
2019-20,8243493,9,20,Southampton,Away,24248,80447.0,Maya Yoshida,maya-yoshida,D,False,,,,2.0,27.0,29.0,2.0,1.0,5.0,,,,1.0,,,4.0,2.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,5.0,,6.4,,,,6.0,,,,4.0,,5.0,29.0,34.0,0,,47.0,,2.0,,
2019-20,8243493,9,20,Southampton,Away,45502,58376.0,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243493,9,20,Southampton,Away,69416,78056.0,Oriol Romeu,oriol-romeu,M,False,,,,21.0,16.0,37.0,2.0,2.0,8.0,,,,3.0,,1.0,9.0,4.0,,,2.0,,,,,1.0,1.0,,82.0,,,,,,,,,13.0,,6.1,,,,1.0,1.0,,,4.0,1.0,29.0,17.0,46.0,0,2.0,55.0,2.0,,,2.0
2019-20,8243493,9,20,Southampton,Away,115346,83283.0,Nathan Redmond,nathan-redmond,M,False,,,,20.0,10.0,30.0,1.0,,7.0,,,2.0,,,2.0,5.0,4.0,,,1.0,,,,,,,,90.0,,,,,,,,,14.0,,6.7,,,,,6.0,1.0,,1.0,,26.0,12.0,37.0,2,,52.0,1.0,,4.0,
2019-20,8243493,9,20,Southampton,Away,117083,91047.0,Stuart Armstrong,stuart-armstrong,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243493,9,20,Southampton,Away,120538,93100.0,Jannik Vestergaard,jannik-vestergaard,D,False,,,4.0,11.0,24.0,35.0,1.0,3.0,6.0,,,1.0,1.0,,,3.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,11.0,,6.4,,,,4.0,,,,7.0,,15.0,27.0,42.0,1,,54.0,2.0,,,
2019-20,8243493,9,20,Southampton,Away,130181,84939.0,Danny Ings,danny-ings,F,False,,,,5.0,2.0,7.0,8.0,1.0,6.0,,,1.0,2.0,,1.0,14.0,4.0,,,3.0,,1.0,,,,1.0,,90.0,3.0,,,,,,,,17.0,,7.5,,,2.0,,1.0,,,3.0,,17.0,2.0,19.0,6,,36.0,2.0,3.0,,
2019-20,8243493,9,20,Southampton,Away,134361,88900.0,Jack Stephens,jack-stephens,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243493,9,20,Southampton,Away,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,2.0,20.0,19.0,39.0,1.0,3.0,6.0,,,,2.0,,,6.0,8.0,,,3.0,,,,,,3.0,,90.0,,,,1.0,,,,,18.0,,6.8,,,1.0,1.0,2.0,,,5.0,,32.0,20.0,52.0,1,2.0,67.0,5.0,1.0,2.0,1.0
2019-20,8243493,9,20,Southampton,Away,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,3.0,,,16.0,7.0,20.0,1.0,1.0,2.0,,,,2.0,,,4.0,4.0,,,1.0,,,,,1.0,3.0,,90.0,2.0,,,,,,,,8.0,,7.4,,,,1.0,,4.0,,1.0,,21.0,8.0,25.0,2,2.0,43.0,1.0,1.0,,
2019-20,8243493,9,20,Southampton,Away,227946,107265.0,Angus Gunn,angus-gunn,G,False,,1.0,2.0,2.0,3.0,5.0,,,9.0,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,1.0,,,,18.0,,6.3,,,,,,,1.0,20.0,,16.0,7.0,23.0,0,,29.0,,,,
2019-20,8243493,9,20,Southampton,Away,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,True,,,,5.0,1.0,6.0,1.0,,2.0,,,,,,1.0,2.0,4.0,,,,,,,,,,,14.0,,,,,,,,,4.0,,6.8,,,,,3.0,,,1.0,,6.0,2.0,8.0,0,,16.0,,1.0,3.0,
2019-20,8243493,9,20,Southampton,Away,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,2.0,8.0,24.0,32.0,1.0,2.0,6.0,,,,1.0,,,3.0,5.0,,,1.0,,,,,4.0,,,90.0,,,,,,,,,12.0,,6.9,,,,1.0,,,,7.0,,16.0,25.0,41.0,0,3.0,57.0,1.0,,,1.0
