season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243631,23,20,Southampton,Home,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,7.0,22.0,31.0,53.0,2.0,2.0,12.0,,,,4.0,,,7.0,7.0,,,,,,,,2.0,,,90.0,,,,,,,,,18.0,,6.5,,,,3.0,2.0,2.0,,12.0,,33.0,34.0,65.0,0,1.0,87.0,3.0,3.0,1.0,
2019-20,8243631,23,20,Southampton,Home,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,1.0,,3.0,27.0,14.0,40.0,,2.0,9.0,,,,1.0,,,5.0,5.0,,,3.0,,,,,,2.0,,90.0,,,,,,,,,14.0,,6.9,,,,2.0,1.0,7.0,,5.0,,38.0,16.0,47.0,0,3.0,61.0,,,,1.0
2019-20,8243631,23,20,Southampton,Home,227946,107265.0,Angus Gunn,angus-gunn,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243631,23,20,Southampton,Home,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,True,,,,5.0,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,12.0,,,,,,,,,3.0,,6.8,,,1.0,,1.0,,,,,7.0,1.0,8.0,1,,13.0,,1.0,1.0,
2019-20,8243631,23,20,Southampton,Home,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,2.0,11.0,18.0,29.0,2.0,1.0,5.0,,,,1.0,,,5.0,1.0,,,2.0,,1.0,,,2.0,,,90.0,1.0,,,,,,,,17.0,,6.4,,,,3.0,,1.0,,11.0,,22.0,22.0,43.0,1,,56.0,1.0,,,
2019-20,8243631,23,20,Southampton,Home,773409,200439.0,Che Adams,che-adams,F,True,,,,4.0,1.0,5.0,3.0,1.0,1.0,,,,,,,4.0,1.0,,,1.0,,,,,,,,19.0,,,,,,,,,1.0,,6.5,,,,,,,,,1.0,5.0,1.0,6.0,0,,8.0,,,,
2019-20,8243631,23,20,Southampton,Home,869910,431131.0,Moussa Djenepo,moussa-djenepo,F,True,,,,5.0,3.0,8.0,,,,,,,,,,1.0,4.0,,,1.0,,,,,,,,19.0,1.0,,,,,,,,5.0,,6.9,,,,,2.0,3.0,,1.0,,9.0,3.0,9.0,1,1.0,18.0,1.0,1.0,2.0,1.0
2019-20,8243631,23,20,Southampton,Home,921216,220598.0,Michael Obafemi,michael-obafemi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243643,24,20,Southampton,Away,10486,20452.0,Shane Long,shane-long,F,False,,,,10.0,1.0,11.0,10.0,2.0,2.0,,2.0,,1.0,,2.0,13.0,3.0,,,,,,,,,1.0,,70.0,1.0,,,,,,,,17.0,,5.9,,,1.0,,,2.0,,1.0,,19.0,1.0,18.0,2,1.0,35.0,4.0,,,1.0
2019-20,8243643,24,20,Southampton,Away,20756,40146.0,Ryan Bertrand,ryan-bertrand,D,False,1.0,,2.0,24.0,9.0,32.0,1.0,3.0,2.0,,,,1.0,,,3.0,10.0,,,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,,22.0,,7.5,,,1.0,,,6.0,,5.0,,36.0,11.0,41.0,1,5.0,81.0,5.0,3.0,,3.0
2019-20,8243643,24,20,Southampton,Away,24248,80447.0,Maya Yoshida,maya-yoshida,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243643,24,20,Southampton,Away,44760,58822.0,Cédric Soares,cedric-soares,M,False,,,,1.0,3.0,4.0,,2.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,21.0,,,,,,,,,4.0,,6.4,,,,,,1.0,,,,4.0,3.0,6.0,0,,14.0,,,,
2019-20,8243643,24,20,Southampton,Away,45502,58376.0,Alex McCarthy,alex-mccarthy,G,False,,,5.0,3.0,4.0,7.0,,,6.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,15.0,,6.8,,,,,,,,20.0,,17.0,5.0,22.0,0,,26.0,,,,
2019-20,8243643,24,20,Southampton,Away,69416,78056.0,Oriol Romeu,oriol-romeu,M,True,,,1.0,19.0,14.0,33.0,1.0,8.0,3.0,,,,5.0,,,8.0,15.0,,,2.0,,,,,2.0,2.0,,69.0,,,,,,,,,13.0,,6.9,,,,1.0,2.0,,,2.0,,25.0,20.0,45.0,0,2.0,59.0,1.0,3.0,2.0,1.0
2019-20,8243643,24,20,Southampton,Away,115346,83283.0,Nathan Redmond,nathan-redmond,M,False,1.0,,3.0,27.0,9.0,35.0,2.0,,11.0,1.0,,,1.0,,2.0,5.0,7.0,,,,1.0,1.0,,,,4.0,,90.0,2.0,,,,,,,,20.0,,8.6,,,,,5.0,1.0,,6.0,,39.0,13.0,51.0,2,2.0,67.0,1.0,,5.0,1.0
2019-20,8243643,24,20,Southampton,Away,117083,91047.0,Stuart Armstrong,stuart-armstrong,M,False,,,3.0,24.0,5.0,29.0,1.0,1.0,8.0,,,2.0,1.0,,2.0,7.0,3.0,,,,,1.0,,,,1.0,,90.0,3.0,,,,,,,,18.0,,7.2,,,1.0,,4.0,,,3.0,,28.0,12.0,40.0,6,1.0,62.0,2.0,,1.0,
2019-20,8243643,24,20,Southampton,Away,120538,93100.0,Jannik Vestergaard,jannik-vestergaard,D,False,,,2.0,18.0,13.0,31.0,2.0,6.0,3.0,,,,1.0,,,5.0,7.0,,1.0,1.0,,,,,2.0,,,90.0,,,,,,,,,12.0,,6.8,,,1.0,7.0,1.0,,,7.0,,22.0,20.0,42.0,1,,55.0,,1.0,,
2019-20,8243643,24,20,Southampton,Away,130181,84939.0,Danny Ings,danny-ings,F,True,,,,,1.0,1.0,2.0,,,,,,,,1.0,4.0,,,,1.0,,,,,,,,20.0,,,,,,,,,3.0,,6.4,,,,,,,,1.0,1.0,2.0,1.0,3.0,0,,5.0,,,,
2019-20,8243643,24,20,Southampton,Away,134361,88900.0,Jack Stephens,jack-stephens,D,False,,,9.0,18.0,19.0,37.0,3.0,,10.0,,,,1.0,,,4.0,3.0,,,,1.0,,,,,1.0,,90.0,,,,,,,,,15.0,,7.2,,,,3.0,1.0,,,18.0,,26.0,26.0,52.0,0,1.0,59.0,,1.0,1.0,1.0
2019-20,8243643,24,20,Southampton,Away,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,4.0,28.0,22.0,50.0,,2.0,10.0,,,,1.0,,,6.0,6.0,,,3.0,,,,,,1.0,,90.0,,,,,,,,,25.0,,6.9,,,2.0,2.0,3.0,1.0,,11.0,,45.0,24.0,68.0,2,3.0,86.0,4.0,,1.0,2.0
2019-20,8243643,24,20,Southampton,Away,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,3.0,,4.0,15.0,10.0,22.0,3.0,4.0,6.0,,,,4.0,,,11.0,11.0,,,4.0,,,,,5.0,1.0,,90.0,,,,,,,,,25.0,,7.2,,,,3.0,1.0,7.0,,7.0,,27.0,15.0,35.0,0,5.0,76.0,1.0,2.0,,4.0
2019-20,8243643,24,20,Southampton,Away,227946,107265.0,Angus Gunn,angus-gunn,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243643,24,20,Southampton,Away,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243643,24,20,Southampton,Away,773409,200439.0,Che Adams,che-adams,F,True,,,,1.0,1.0,2.0,2.0,,1.0,,,,,,,3.0,,,,1.0,,,,,,1.0,,11.0,,,,,,,,,1.0,,6.6,,,,,,,,,,2.0,1.0,3.0,0,,5.0,,,,
2019-20,8243643,24,20,Southampton,Away,869910,431131.0,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243643,24,20,Southampton,Away,921216,220598.0,Michael Obafemi,michael-obafemi,F,False,,,,22.0,1.0,23.0,4.0,,5.0,1.0,,1.0,,,2.0,9.0,8.0,,,,,,,,1.0,3.0,,84.0,,,,,,,,,14.0,,7.5,,,,,7.0,1.0,,,,25.0,1.0,25.0,1,2.0,51.0,6.0,2.0,4.0,1.0
2019-20,8243655,25,20,Southampton,Away,10486,20452.0,Shane Long,shane-long,F,False,,,,9.0,1.0,10.0,7.0,3.0,4.0,,,,,,1.0,13.0,3.0,,,6.0,,,,,,3.0,,70.0,1.0,,,,,,,,12.0,,6.8,,,1.0,1.0,,1.0,,,1.0,17.0,2.0,18.0,2,,31.0,2.0,,,
2019-20,8243655,25,20,Southampton,Away,20756,40146.0,Ryan Bertrand,ryan-bertrand,D,False,2.0,,6.0,18.0,12.0,28.0,,,10.0,,,,,,1.0,1.0,4.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,,13.0,,6.9,,,,1.0,1.0,5.0,,8.0,,25.0,13.0,33.0,0,2.0,60.0,2.0,1.0,1.0,2.0
2019-20,8243655,25,20,Southampton,Away,45502,58376.0,Alex McCarthy,alex-mccarthy,G,False,,,5.0,5.0,1.0,6.0,,1.0,11.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,,17.0,,6.4,4.0,5.0,,,,,,22.0,,21.0,2.0,23.0,0,,33.0,,,,
2019-20,8243655,25,20,Southampton,Away,69416,78056.0,Oriol Romeu,oriol-romeu,M,False,,,,8.0,7.0,15.0,2.0,4.0,2.0,,,,2.0,,,6.0,6.0,,,3.0,,,,,1.0,,,90.0,,,,,,,,,4.0,,6.2,,,,1.0,,,,,,12.0,7.0,19.0,0,1.0,26.0,,1.0,,
2019-20,8243655,25,20,Southampton,Away,115346,83283.0,Nathan Redmond,nathan-redmond,M,False,,,1.0,14.0,5.0,19.0,,,5.0,,,1.0,2.0,,2.0,5.0,1.0,,,,,,,,,1.0,,90.0,,,,,,,,,21.0,,6.1,,,2.0,,2.0,,,5.0,,25.0,8.0,33.0,3,,49.0,4.0,,1.0,
2019-20,8243655,25,20,Southampton,Away,120538,93100.0,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243655,25,20,Southampton,Away,130181,84939.0,Danny Ings,danny-ings,F,False,,,1.0,7.0,,7.0,2.0,1.0,,,,3.0,,,2.0,6.0,7.0,,,1.0,,,,,,3.0,,70.0,1.0,,,,,,,,10.0,,7.0,,,,2.0,5.0,,,1.0,1.0,11.0,,11.0,4,2.0,33.0,1.0,1.0,3.0,1.0
2019-20,8243655,25,20,Southampton,Away,134361,88900.0,Jack Stephens,jack-stephens,D,False,,,4.0,9.0,11.0,20.0,1.0,1.0,1.0,,,,1.0,,,3.0,4.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,12.0,,6.0,,,,3.0,,,,12.0,,17.0,14.0,31.0,0,3.0,40.0,,,,1.0
2019-20,8243655,25,20,Southampton,Away,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,1.0,16.0,22.0,38.0,1.0,1.0,12.0,,,1.0,1.0,,,2.0,3.0,,,,,,,,2.0,,,90.0,1.0,,,,,,,,15.0,,6.8,,,1.0,2.0,1.0,,,6.0,,24.0,26.0,50.0,3,1.0,69.0,3.0,,1.0,1.0
2019-20,8243655,25,20,Southampton,Away,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,3.0,,2.0,15.0,16.0,28.0,1.0,2.0,15.0,,,,1.0,,,3.0,8.0,,,1.0,,,,,,4.0,,90.0,,1.0,,,,,,,23.0,,7.2,,,1.0,5.0,1.0,10.0,,6.0,,31.0,21.0,42.0,1,4.0,75.0,,1.0,1.0,2.0
2019-20,8243655,25,20,Southampton,Away,227946,107265.0,Angus Gunn,angus-gunn,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243655,25,20,Southampton,Away,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,True,,,,3.0,2.0,5.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,8.0,,,,,,,,,5.0,,6.6,,,1.0,,2.0,1.0,,,,6.0,2.0,7.0,1,,13.0,1.0,1.0,1.0,
2019-20,8243655,25,20,Southampton,Away,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,2.0,3.0,11.0,14.0,,4.0,6.0,,,,1.0,,,2.0,8.0,,,1.0,,,,,,,,90.0,,3.0,,,,,,,21.0,,6.7,,,,9.0,,,,7.0,,17.0,17.0,34.0,0,4.0,55.0,,,,3.0
2019-20,8243655,25,20,Southampton,Away,773409,200439.0,Che Adams,che-adams,F,True,,,,3.0,1.0,4.0,,,3.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,20.0,,,,,,,,,3.0,,6.4,,,,1.0,,,,,1.0,4.0,1.0,5.0,1,,11.0,1.0,,,
2019-20,8243655,25,20,Southampton,Away,794953,135720.0,Kevin Danso,kevin-danso,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243655,25,20,Southampton,Away,869910,431131.0,Moussa Djenepo,moussa-djenepo,F,False,1.0,,,6.0,3.0,8.0,1.0,,4.0,,,,,,3.0,6.0,5.0,,,2.0,,,,,1.0,,,82.0,1.0,,,,,,,,13.0,,6.5,,,1.0,1.0,2.0,2.0,,1.0,2.0,11.0,3.0,12.0,2,1.0,38.0,3.0,2.0,2.0,1.0
2019-20,8243655,25,20,Southampton,Away,921216,220598.0,Michael Obafemi,michael-obafemi,F,True,,,,3.0,,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,20.0,,,,,,,,,3.0,,6.4,,,,,,,,,,3.0,,3.0,0,,6.0,3.0,,,
2019-20,8243655,25,20,Southampton,Away,970435,214466.0,Will Smallbone,will-smallbone,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243652,26,20,Southampton,Home,10486,20452.0,Shane Long,shane-long,F,False,1.0,,,9.0,2.0,10.0,3.0,5.0,1.0,,,1.0,1.0,,,7.0,6.0,,,2.0,,,,,,1.0,,86.0,,,,,,,,,13.0,,6.8,,,1.0,,1.0,3.0,,,1.0,17.0,4.0,18.0,2,,27.0,2.0,1.0,,
2019-20,8243652,26,20,Southampton,Home,20756,40146.0,Ryan Bertrand,ryan-bertrand,D,False,2.0,,,30.0,17.0,45.0,,3.0,3.0,1.0,,,1.0,,,3.0,6.0,,,2.0,,,,,1.0,3.0,,90.0,,,,,,,,,18.0,,6.8,,,1.0,1.0,1.0,4.0,,2.0,,41.0,19.0,56.0,1,2.0,83.0,3.0,1.0,,2.0
2019-20,8243652,26,20,Southampton,Home,45502,58376.0,Alex McCarthy,alex-mccarthy,G,False,,1.0,6.0,5.0,16.0,21.0,,1.0,12.0,,,,,,,,1.0,1.0,,,,,,,,,,90.0,,,,,,,,,15.0,1.0,6.2,3.0,4.0,,1.0,,,1.0,21.0,,16.0,20.0,36.0,0,,44.0,,,,
2019-20,8243652,26,20,Southampton,Home,69416,78056.0,Oriol Romeu,oriol-romeu,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243652,26,20,Southampton,Home,117083,91047.0,Stuart Armstrong,stuart-armstrong,M,False,,,1.0,24.0,5.0,29.0,2.0,3.0,4.0,,,2.0,1.0,,1.0,6.0,6.0,,,,,,,,,,,90.0,,,,,,,,,20.0,,6.6,,,1.0,,2.0,3.0,,1.0,,33.0,9.0,39.0,3,1.0,63.0,3.0,2.0,,1.0
2019-20,8243652,26,20,Southampton,Home,120538,93100.0,Jannik Vestergaard,jannik-vestergaard,D,False,,,7.0,15.0,33.0,48.0,2.0,4.0,8.0,,,,1.0,,,3.0,5.0,,,,,,,,,,,90.0,,,,,,,,,23.0,,6.4,,,,2.0,,,,13.0,,27.0,42.0,69.0,0,1.0,76.0,1.0,,,
2019-20,8243652,26,20,Southampton,Home,130181,84939.0,Danny Ings,danny-ings,F,False,1.0,,1.0,18.0,2.0,19.0,1.0,,,,,,,,2.0,5.0,5.0,1.0,,1.0,,1.0,,,,,,90.0,1.0,,,,,,,,20.0,,6.7,,,,,4.0,2.0,,1.0,,27.0,4.0,29.0,1,1.0,54.0,6.0,1.0,3.0,
2019-20,8243652,26,20,Southampton,Home,134361,88900.0,Jack Stephens,jack-stephens,D,False,,,3.0,20.0,29.0,49.0,4.0,2.0,6.0,,,,1.0,,,6.0,5.0,,,,,,,1.0,3.0,,,90.0,,,,,,,,,24.0,,6.5,,,1.0,3.0,2.0,2.0,,12.0,,34.0,36.0,68.0,1,1.0,89.0,1.0,1.0,1.0,1.0
2019-20,8243652,26,20,Southampton,Home,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,3.0,33.0,15.0,48.0,2.0,1.0,9.0,,1.0,,,,1.0,3.0,3.0,,,,,,,,1.0,,,90.0,1.0,,,,,,,,14.0,,6.9,,,1.0,1.0,1.0,2.0,,6.0,,41.0,18.0,57.0,2,1.0,73.0,2.0,,1.0,1.0
2019-20,8243652,26,20,Southampton,Home,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,,,3.0,33.0,27.0,60.0,1.0,6.0,9.0,,,,1.0,,2.0,5.0,8.0,,,2.0,,,,,,1.0,,90.0,,,,,,,,,12.0,,6.7,,,,,1.0,4.0,,4.0,,41.0,29.0,66.0,0,,80.0,,1.0,1.0,
2019-20,8243652,26,20,Southampton,Home,227946,107265.0,Angus Gunn,angus-gunn,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243652,26,20,Southampton,Home,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,False,2.0,,1.0,11.0,,9.0,1.0,,1.0,,,,,,1.0,3.0,2.0,,,,,,,,,1.0,,39.0,,,,,,,,,8.0,,6.5,,,,,1.0,3.0,,1.0,,16.0,,13.0,0,,22.0,1.0,2.0,,
2019-20,8243652,26,20,Southampton,Home,286085,171771.0,Jan Bednarek,jan-bednarek,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243652,26,20,Southampton,Home,773409,200439.0,Che Adams,che-adams,F,True,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,,,,,,6.6,,,,,1.0,,,,,,1.0,1.0,0,,2.0,,,1.0,
2019-20,8243652,26,20,Southampton,Home,823085,158534.0,Kyle Walker-Peters,kyle-walker-peters,D,False,,,1.0,12.0,7.0,19.0,,1.0,5.0,,,,2.0,,1.0,3.0,7.0,,,,,,,,1.0,,,73.0,,,,,,,,,23.0,,6.2,,,,2.0,3.0,2.0,,5.0,,20.0,16.0,34.0,0,2.0,71.0,1.0,1.0,3.0,
2019-20,8243652,26,20,Southampton,Home,869910,431131.0,Moussa Djenepo,moussa-djenepo,F,True,,,2.0,18.0,6.0,24.0,5.0,,,,,,1.0,,2.0,9.0,4.0,,,,,,,,1.0,1.0,,51.0,,,,,,,,,9.0,,6.4,,,,,2.0,1.0,,2.0,,23.0,6.0,28.0,0,2.0,40.0,,1.0,1.0,2.0
2019-20,8243652,26,20,Southampton,Home,921216,220598.0,Michael Obafemi,michael-obafemi,F,True,,,,3.0,1.0,4.0,2.0,,,,,,,,,2.0,,,,1.0,,,,,,,,17.0,,,,,,,,,3.0,,6.4,,,,,,,,,,3.0,1.0,4.0,0,,7.0,3.0,,,
2019-20,8243652,26,20,Southampton,Home,970435,214466.0,Will Smallbone,will-smallbone,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243731,27,20,Southampton,Home,10486,20452.0,Shane Long,shane-long,F,False,1.0,,,8.0,2.0,9.0,5.0,7.0,,,,,,,,7.0,9.0,,,2.0,,1.0,,,,3.0,,73.0,1.0,,,,,,,,15.0,,7.7,,,1.0,,1.0,2.0,,,,18.0,3.0,19.0,2,,32.0,3.0,2.0,1.0,
2019-20,8243731,27,20,Southampton,Home,20756,40146.0,Ryan Bertrand,ryan-bertrand,D,False,1.0,,2.0,21.0,6.0,26.0,1.0,3.0,3.0,,,,1.0,,1.0,5.0,7.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,,,19.0,,7.2,,,2.0,,2.0,6.0,,6.0,,33.0,7.0,34.0,3,1.0,67.0,1.0,2.0,1.0,1.0
2019-20,8243731,27,20,Southampton,Home,45502,58376.0,Alex McCarthy,alex-mccarthy,G,False,,,10.0,10.0,1.0,11.0,,4.0,10.0,,,,,,,,5.0,,,,,,2.0,,,,,90.0,,,,,,,,,14.0,2.0,7.5,1.0,1.0,,2.0,,,,24.0,,22.0,3.0,25.0,0,,34.0,,1.0,,
2019-20,8243731,27,20,Southampton,Home,69416,78056.0,Oriol Romeu,oriol-romeu,M,True,,,,6.0,1.0,7.0,,1.0,2.0,,,,1.0,,,1.0,3.0,,,,,,,,,2.0,,10.0,,1.0,,,,,,,3.0,,7.0,,,,,1.0,,,1.0,,7.0,3.0,10.0,0,1.0,13.0,,,1.0,1.0
2019-20,8243731,27,20,Southampton,Home,117083,91047.0,Stuart Armstrong,stuart-armstrong,M,False,,,1.0,21.0,2.0,23.0,3.0,,7.0,,,2.0,1.0,,,7.0,5.0,,,2.0,,1.0,,,,5.0,,90.0,2.0,,,,,,,,9.0,,8.1,,,3.0,,4.0,1.0,,1.0,,27.0,4.0,30.0,7,2.0,45.0,,,3.0,2.0
2019-20,8243731,27,20,Southampton,Home,120538,93100.0,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243731,27,20,Southampton,Home,130181,84939.0,Danny Ings,danny-ings,F,False,,,,4.0,3.0,7.0,1.0,,6.0,1.0,1.0,2.0,1.0,,,4.0,4.0,,,1.0,,,,,,1.0,,73.0,1.0,,,,,,,,3.0,,6.8,,,,1.0,2.0,,,1.0,,6.0,3.0,9.0,3,3.0,20.0,,,1.0,3.0
2019-20,8243731,27,20,Southampton,Home,134361,88900.0,Jack Stephens,jack-stephens,D,False,,,5.0,6.0,12.0,18.0,,1.0,5.0,,,,,,,1.0,3.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,,10.0,,7.3,,,1.0,5.0,,,,12.0,,13.0,15.0,28.0,1,1.0,42.0,,1.0,,
2019-20,8243731,27,20,Southampton,Home,149593,132015.0,Pierre-Emile Højbjerg,pierre-emile-hjbjerg,M,False,,,1.0,11.0,15.0,26.0,2.0,3.0,9.0,,,,1.0,,,5.0,7.0,,,2.0,,,,,1.0,,,90.0,1.0,,,,,,,,17.0,,7.0,,,1.0,2.0,,1.0,,5.0,,24.0,17.0,40.0,2,3.0,53.0,2.0,1.0,,1.0
2019-20,8243731,27,20,Southampton,Home,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,1.0,,2.0,15.0,8.0,22.0,2.0,2.0,4.0,,,1.0,2.0,,,5.0,5.0,,,1.0,,,,,5.0,1.0,,90.0,,,,,,,,,16.0,,7.2,,,,1.0,,6.0,,8.0,,29.0,8.0,31.0,1,2.0,64.0,,1.0,,1.0
2019-20,8243731,27,20,Southampton,Home,227946,107265.0,Angus Gunn,angus-gunn,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243731,27,20,Southampton,Home,257205,128198.0,Sofiane Boufal,sofiane-boufal,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243731,27,20,Southampton,Home,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,2.0,12.0,12.0,24.0,2.0,8.0,2.0,,,,,,,3.0,9.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,,,13.0,,7.3,,,,4.0,,,,5.0,,20.0,17.0,37.0,0,1.0,47.0,,,,1.0
2019-20,8243731,27,20,Southampton,Home,773409,200439.0,Che Adams,che-adams,F,True,,,1.0,10.0,1.0,11.0,2.0,2.0,3.0,1.0,1.0,2.0,,,1.0,4.0,4.0,,,1.0,1.0,,,,,1.0,,17.0,,,,,,,,,3.0,,7.4,,,1.0,,,,,1.0,,11.0,1.0,12.0,3,1.0,20.0,1.0,1.0,,
2019-20,8243731,27,20,Southampton,Home,826202,213482.0,Yan Valery,yan-valery,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243731,27,20,Southampton,Home,869910,431131.0,Moussa Djenepo,moussa-djenepo,F,False,1.0,,3.0,15.0,3.0,17.0,1.0,,2.0,1.0,1.0,,,,3.0,8.0,12.0,,,1.0,1.0,,,,,4.0,,90.0,1.0,,,,,,,,18.0,,7.7,,,2.0,,9.0,2.0,,6.0,,22.0,3.0,23.0,3,2.0,55.0,4.0,4.0,6.0,2.0
2019-20,8243731,27,20,Southampton,Home,921216,220598.0,Michael Obafemi,michael-obafemi,F,True,,,,6.0,1.0,7.0,,,,,,,,,2.0,2.0,3.0,,,,,,,,,,,17.0,2.0,,,,,,,,2.0,,7.0,,,,,1.0,,,,,6.0,1.0,7.0,2,,14.0,,2.0,1.0,
2019-20,8243731,27,20,Southampton,Home,970435,214466.0,Will Smallbone,will-smallbone,M,False,,,4.0,18.0,8.0,26.0,4.0,1.0,6.0,,,1.0,1.0,,,5.0,3.0,,,,,,,1.0,1.0,,,80.0,,1.0,,,,,,,11.0,,6.9,,,,,,1.0,,4.0,,27.0,10.0,36.0,1,,46.0,,2.0,,
2019-20,8243680,28,20,Southampton,Away,10486,20452.0,Shane Long,shane-long,F,False,,,,8.0,3.0,11.0,9.0,6.0,1.0,,,1.0,1.0,,1.0,14.0,10.0,,,2.0,,,,,,,,90.0,,,,,,,,,17.0,,6.5,,,,1.0,2.0,2.0,,1.0,1.0,21.0,3.0,22.0,1,1.0,37.0,2.0,2.0,1.0,1.0
