season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385518,1,20,Southampton,Away,45502,58376.0,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385518,1,20,Southampton,Away,69416,78056.0,Oriol Romeu,oriol-romeu,M,False,,,,19.0,9.0,28.0,,2.0,8.0,,,,,,,,1.0,6.0,,,0.19922,0.0,0.0,1.0,,,,,,1.0,,,75.0,,,,,,,,,3.0,,6.8,,,,1.0,1.0,1.0,,,,20.0,10.0,29.0,0,1.0,40.0,1.0,2.0,1.0,
2022-23,10385518,1,20,Southampton,Away,115346,83283.0,Nathan Redmond,nathan-redmond,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,0,,1.0,,,,
2022-23,10385518,1,20,Southampton,Away,117083,91047.0,Stuart Armstrong,stuart-armstrong,M,True,,,,12.0,1.0,13.0,1.0,,3.0,,,,2.0,,,3.0,6.0,2.0,,,0.0107415,0.0,0.0,1.0,,,,,,,,,45.0,,,,,,,,,6.0,,6.0,,,,,,,,1.0,,13.0,2.0,15.0,0,2.0,21.0,1.0,,,1.0
2022-23,10385518,1,20,Southampton,Away,119151,96787.0,Mohamed Elyounoussi,mohamed-elyounoussi,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385518,1,20,Southampton,Away,134361,88900.0,Jack Stephens,jack-stephens,D,True,,,1.0,19.0,4.0,23.0,,1.0,,,,,,,,1.0,2.0,2.0,,,0.0169807,0.0,0.0,1.0,,,,,,1.0,,,45.0,,1.0,,,,,,,5.0,,6.5,,,,2.0,,,,1.0,,20.0,5.0,25.0,0,1.0,33.0,,,,1.0
2022-23,10385518,1,20,Southampton,Away,161717,101178.0,James Ward-Prowse,james-ward-prowse,M,False,2.0,,1.0,29.0,5.0,32.0,1.0,,1.0,,,,,,,,1.0,2.0,,,0.137824,0.1175,0.3575,,,1.0,,,,1.0,4.0,,90.0,1.0,,,,,,,,11.0,,7.9,,,1.0,,,7.0,,1.0,,40.0,5.0,38.0,2,2.0,52.0,,,,1.0
2022-23,10385518,1,20,Southampton,Away,286085,171771.0,Jan Bednarek,jan-bednarek,D,False,,,2.0,15.0,32.0,47.0,3.0,2.0,7.0,,,,,,,,3.0,2.0,,,0.0768464,0.0,0.0,,,,,,,2.0,2.0,,90.0,,,,,,,,,5.0,,6.4,,,,3.0,,,,4.0,,19.0,33.0,52.0,0,,60.0,,,,
2022-23,10385518,1,20,Southampton,Away,361352,155511.0,Adam Armstrong,adam-armstrong,F,False,,,,4.0,6.0,10.0,1.0,,,,,,1.0,,,1.0,4.0,,,,0.00175521,0.0405,0.0,1.0,,,,,,,,,45.0,,,,,,,,,2.0,,6.4,,,1.0,,,,,,,4.0,6.0,10.0,1,,14.0,1.0,,,
2022-23,10385518,1,20,Southampton,Away,773409,200439.0,Che Adams,che-adams,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
