season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896988,1,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,12.0,,,,,,,,,2.0,,6.5,,,,,1.0,,,,,1.0,,1.0,0,1.0,4.0,,,,1.0
2020-21,8896988,1,20,Southampton,Away,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896988,1,20,Southampton,Away,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,1.0,,3.0,23.0,26.0,48.0,3.0,3.0,4.0,,,,1.0,,,4.0,9.0,,,,,,,,,1.0,,90.0,,,,,,,,,17.0,,7.2,,,,3.0,1.0,4.0,,6.0,,37.0,26.0,59.0,0,4.0,86.0,1.0,1.0,1.0,1.0
2020-21,8896988,1,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,1.0,4.0,3.0,29.0,32.0,,,15.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,,10.0,,6.7,2.0,2.0,,1.0,,,1.0,14.0,,12.0,30.0,42.0,0,,56.0,,,,
2020-21,8896988,1,20,Southampton,Away,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,8.0,36.0,23.0,59.0,4.0,5.0,3.0,,,,1.0,,1.0,7.0,10.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,,19.0,,7.2,,,,,1.0,,,13.0,,51.0,26.0,77.0,0,4.0,91.0,,,1.0,3.0
2020-21,8896988,1,20,Southampton,Away,115346,83283,Nathan Redmond,nathan-redmond,M,False,,,2.0,18.0,12.0,30.0,1.0,,3.0,,,,1.0,,3.0,8.0,4.0,,,2.0,,,,,,,,90.0,1.0,,,,,,,,18.0,,6.5,,,1.0,,2.0,2.0,,3.0,,28.0,15.0,41.0,2,3.0,57.0,1.0,,1.0,2.0
2020-21,8896988,1,20,Southampton,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,True,,,3.0,9.0,26.0,35.0,,4.0,4.0,1.0,,,,,,,7.0,,,1.0,,,,,1.0,1.0,,45.0,,,,,,,,,8.0,,7.5,,,,5.0,1.0,,,5.0,,13.0,29.0,42.0,0,2.0,52.0,1.0,,1.0,2.0
2020-21,8896988,1,20,Southampton,Away,130181,84939,Danny Ings,danny-ings,F,False,,,,6.0,2.0,8.0,5.0,1.0,1.0,,1.0,1.0,,,2.0,8.0,5.0,,,,,,,,,1.0,,90.0,2.0,,,,,,,,12.0,,6.5,,,,,1.0,,,1.0,,11.0,2.0,13.0,3,,29.0,4.0,4.0,,
2020-21,8896988,1,20,Southampton,Away,134361,88900,Jack Stephens,jack-stephens,D,False,,,5.0,22.0,46.0,68.0,1.0,4.0,5.0,,,,1.0,,,3.0,6.0,,,1.0,,,,,2.0,,,90.0,1.0,,,,,,,,24.0,,6.9,,,,2.0,,,,16.0,,40.0,50.0,90.0,1,1.0,100.0,1.0,1.0,,1.0
2020-21,8896988,1,20,Southampton,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,1.0,,3.0,31.0,23.0,53.0,4.0,4.0,7.0,,,,2.0,,,8.0,10.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,,16.0,,7.1,,,2.0,,1.0,5.0,,4.0,,41.0,26.0,62.0,2,3.0,81.0,2.0,3.0,,3.0
2020-21,8896988,1,20,Southampton,Away,286085,171771,Jan Bednarek,jan-bednarek,D,False,,,3.0,19.0,27.0,46.0,,2.0,2.0,,,,1.0,,,1.0,5.0,,,,,,,,1.0,,,45.0,,,,,,,,,5.0,,6.7,,,,1.0,1.0,,,6.0,,22.0,29.0,51.0,0,1.0,58.0,,1.0,1.0,
2020-21,8896988,1,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,,12.0,3.0,15.0,5.0,3.0,2.0,,1.0,,,,,6.0,3.0,,,1.0,,,,,,1.0,,85.0,1.0,,,,,,,,8.0,,6.5,,,,,,,,,,14.0,4.0,18.0,1,,27.0,4.0,1.0,,
2020-21,8896988,1,20,Southampton,Away,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,False,1.0,,1.0,27.0,18.0,44.0,4.0,2.0,3.0,1.0,,,1.0,,3.0,11.0,9.0,,,2.0,,,,,2.0,1.0,,90.0,,,,,,,,,26.0,,6.8,,,,3.0,1.0,3.0,,4.0,,39.0,23.0,59.0,0,6.0,104.0,3.0,1.0,,4.0
2020-21,8896988,1,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,3.0,2.0,5.0,1.0,1.0,1.0,,,,,,,1.0,4.0,,,,,,,,,,,13.0,,,,,,,,,3.0,,6.9,,,,,1.0,,,,,4.0,3.0,7.0,0,1.0,12.0,1.0,1.0,1.0,
2020-21,8896988,1,20,Southampton,Away,879898,214470,Jake Vokins,jake-vokins,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896988,1,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896988,1,20,Southampton,Away,921216,220598,Michael Obafemi,michael-obafemi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
