season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896988,1,20,Southampton,Away,970435,214466,Will Smallbone,will-smallbone,M,False,,,1.0,10.0,5.0,15.0,1.0,,4.0,,,,2.0,,1.0,6.0,3.0,,,2.0,,,,,1.0,,,77.0,,,,,,,,,9.0,,6.4,,,,,,4.0,,2.0,,15.0,7.0,18.0,0,2.0,30.0,1.0,1.0,,1.0
2020-21,8896924,2,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,2.0,,2.0,,1.0,,,,,1.0,,,2.0,1.0,,,1.0,,,,,1.0,,,10.0,,,,,,,,,4.0,,6.6,,,1.0,,,,,,,5.0,,5.0,1,,8.0,1.0,,,
2020-21,8896924,2,20,Southampton,Home,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896924,2,20,Southampton,Home,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,,,1.0,24.0,14.0,38.0,3.0,5.0,3.0,,,,1.0,,,5.0,8.0,,,2.0,,,,,,,,90.0,,,,,,,,,22.0,,5.8,,,,2.0,,3.0,,5.0,,40.0,16.0,53.0,0,1.0,72.0,,2.0,,1.0
2020-21,8896924,2,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,2.0,6.0,2.0,19.0,21.0,,,5.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,7.0,,5.3,1.0,1.0,,1.0,,,2.0,13.0,,8.0,20.0,28.0,0,,32.0,,,,
2020-21,8896924,2,20,Southampton,Home,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,1.0,10.0,10.0,20.0,2.0,,,,,,1.0,,,5.0,2.0,,,2.0,,,,,1.0,1.0,,55.0,,,,,,,,,8.0,,6.4,,,,,,,,2.0,,13.0,12.0,25.0,0,1.0,34.0,3.0,1.0,,1.0
2020-21,8896924,2,20,Southampton,Home,117083,91047,Stuart Armstrong,stuart-armstrong,M,False,,,1.0,18.0,14.0,32.0,,,3.0,,,,,,,2.0,4.0,,,2.0,,,,,,1.0,,68.0,,,,,,,,,7.0,,6.8,,,1.0,1.0,2.0,1.0,,2.0,,23.0,14.0,36.0,1,1.0,47.0,2.0,1.0,2.0,
2020-21,8896924,2,20,Southampton,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896924,2,20,Southampton,Home,130181,84939,Danny Ings,danny-ings,F,False,,,1.0,10.0,1.0,11.0,9.0,,4.0,,,,,,,12.0,1.0,,,3.0,,2.0,,,,,,90.0,2.0,,,,,,,,11.0,,7.8,,,,,1.0,1.0,,3.0,1.0,18.0,2.0,19.0,2,,29.0,1.0,1.0,,
2020-21,8896924,2,20,Southampton,Home,134361,88900,Jack Stephens,jack-stephens,D,False,,,3.0,15.0,28.0,43.0,1.0,1.0,7.0,,,,1.0,,,3.0,4.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,18.0,,5.7,,,,2.0,,,,13.0,,29.0,31.0,60.0,0,2.0,67.0,1.0,1.0,,2.0
2020-21,8896924,2,20,Southampton,Home,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,,,,24.0,21.0,45.0,3.0,2.0,4.0,,,,2.0,,,6.0,2.0,,,1.0,,,,,1.0,2.0,,90.0,3.0,,,,,,,,22.0,,6.4,,,,,,7.0,,5.0,,40.0,25.0,58.0,3,,74.0,2.0,,,
2020-21,8896924,2,20,Southampton,Home,286085,171771,Jan Bednarek,jan-bednarek,D,False,,,2.0,17.0,36.0,53.0,,1.0,7.0,,,,,,,,1.0,,,,,,,,,,,90.0,,1.0,,,,,,,11.0,,5.9,,,,1.0,,,,5.0,,23.0,41.0,64.0,0,,68.0,,,,
2020-21,8896924,2,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,1.0,7.0,2.0,9.0,10.0,3.0,2.0,,2.0,1.0,1.0,,3.0,15.0,7.0,,,2.0,,,,,,2.0,,80.0,2.0,,,,,,,,11.0,,6.1,,,1.0,,2.0,,,2.0,1.0,14.0,2.0,16.0,4,,30.0,1.0,2.0,2.0,
2020-21,8896924,2,20,Southampton,Home,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,False,,,1.0,17.0,24.0,41.0,1.0,1.0,9.0,,,,,,1.0,2.0,7.0,,,,1.0,,,,2.0,1.0,1.0,90.0,,1.0,,,,,,,12.0,,6.8,,,,,2.0,,,3.0,,21.0,28.0,49.0,0,2.0,66.0,1.0,2.0,2.0,2.0
2020-21,8896924,2,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,False,,,,14.0,1.0,15.0,2.0,2.0,3.0,,,1.0,1.0,,1.0,9.0,9.0,,,3.0,,,,1.0,1.0,,,90.0,,,,,,,,,14.0,,6.4,,,1.0,,6.0,,,1.0,,18.0,2.0,20.0,2,,49.0,3.0,3.0,4.0,
2020-21,8896924,2,20,Southampton,Home,879898,214470,Jake Vokins,jake-vokins,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896924,2,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,2.0,2.0,,,,,,,,,,,5.0,,,,,,,,,,,22.0,,,,,,,,,1.0,,6.8,,,1.0,,1.0,,,,,1.0,2.0,3.0,1,,9.0,,4.0,1.0,
2020-21,8896924,2,20,Southampton,Home,921216,220598,Michael Obafemi,michael-obafemi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896924,2,20,Southampton,Home,970435,214466,Will Smallbone,will-smallbone,M,True,,,2.0,12.0,10.0,22.0,,,3.0,,,,,,,,1.0,,,,,,,,1.0,,,35.0,,,,,,,,,2.0,,6.5,,,,,,,,4.0,,13.0,11.0,24.0,0,1.0,26.0,,,,
2020-21,8896923,3,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896923,3,20,Southampton,Away,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896923,3,20,Southampton,Away,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,2.0,,1.0,31.0,15.0,44.0,4.0,1.0,3.0,,,,,,,4.0,2.0,,,,,,,,2.0,2.0,,90.0,,1.0,,,,,,,12.0,,7.3,,,,1.0,,3.0,,5.0,,37.0,18.0,52.0,0,,78.0,,1.0,,
2020-21,8896923,3,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,1.0,4.0,2.0,7.0,9.0,,,8.0,,,,,,,,2.0,,,,,,,,,,,90.0,,,,,,,,,22.0,2.0,7.6,1.0,2.0,,2.0,1.0,,1.0,26.0,,21.0,10.0,31.0,0,,40.0,,1.0,1.0,
2020-21,8896923,3,20,Southampton,Away,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,1.0,23.0,36.0,59.0,2.0,3.0,12.0,,,,,,,3.0,6.0,,,1.0,,,,,,,,90.0,,2.0,,,,,,,27.0,,7.1,,,,1.0,,,,4.0,,37.0,47.0,84.0,0,3.0,94.0,2.0,,,1.0
2020-21,8896923,3,20,Southampton,Away,117083,91047,Stuart Armstrong,stuart-armstrong,M,False,,,1.0,18.0,10.0,28.0,1.0,,7.0,,,1.0,1.0,,4.0,9.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,23.0,,6.1,,,,1.0,2.0,2.0,,2.0,,26.0,11.0,35.0,1,3.0,62.0,6.0,,,2.0
2020-21,8896923,3,20,Southampton,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,4.0,19.0,22.0,41.0,3.0,9.0,6.0,,,,,,,3.0,9.0,,,,,,,,,,,90.0,,1.0,,,,,,,16.0,,7.5,,,,13.0,,,,6.0,,29.0,28.0,57.0,0,,71.0,,,,
2020-21,8896923,3,20,Southampton,Away,130181,84939,Danny Ings,danny-ings,F,False,,,,9.0,7.0,16.0,3.0,1.0,6.0,,,,,,,3.0,4.0,,,,,1.0,,,,,,90.0,1.0,,,,,,,,21.0,,7.5,,,,2.0,2.0,,,2.0,1.0,23.0,10.0,33.0,1,,52.0,3.0,1.0,2.0,
2020-21,8896923,3,20,Southampton,Away,134361,88900,Jack Stephens,jack-stephens,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896923,3,20,Southampton,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,,,,25.0,30.0,55.0,3.0,4.0,7.0,,,,,,,5.0,6.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,,3.0,,7.1,,,,1.0,,,,,,28.0,30.0,58.0,0,1.0,69.0,,1.0,,1.0
2020-21,8896923,3,20,Southampton,Away,286085,171771,Jan Bednarek,jan-bednarek,D,False,,,2.0,6.0,19.0,25.0,4.0,8.0,6.0,,,,,,,5.0,9.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,,14.0,,7.4,,,1.0,13.0,,,,11.0,,14.0,25.0,39.0,1,1.0,58.0,,1.0,,1.0
2020-21,8896923,3,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,,6.0,3.0,9.0,4.0,2.0,,1.0,,,1.0,,2.0,8.0,5.0,,,1.0,1.0,,,,,1.0,,77.0,,,,,,,,,13.0,,7.1,,,1.0,2.0,,,,,,13.0,3.0,16.0,1,3.0,33.0,3.0,,,2.0
2020-21,8896923,3,20,Southampton,Away,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,False,,,2.0,11.0,17.0,28.0,,,2.0,,,,,,,3.0,,,,1.0,,,,,,2.0,,90.0,,,,,,,,,19.0,,6.7,,,,1.0,2.0,1.0,,2.0,,21.0,20.0,40.0,0,,62.0,,,,
2020-21,8896923,3,20,Southampton,Away,826202,213482,Yan Valery,yan-valery,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896923,3,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,False,,,,17.0,5.0,22.0,4.0,2.0,2.0,,,1.0,1.0,,1.0,10.0,4.0,,,3.0,,,,,,,,77.0,,,,,,,,,12.0,,6.3,,,,,2.0,,,,,22.0,7.0,29.0,1,,45.0,3.0,1.0,1.0,
2020-21,8896923,3,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,,,,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,13.0,,,,,,,,,4.0,,6.5,,,,,,,,,,2.0,1.0,3.0,0,1.0,8.0,2.0,,,1.0
2020-21,8896923,3,20,Southampton,Away,921216,220598,Michael Obafemi,michael-obafemi,F,True,,,,1.0,2.0,3.0,2.0,,3.0,,,,,,2.0,4.0,1.0,,,,,,,,,,,13.0,,,,,,,,,2.0,,6.4,,,,,,,,,,1.0,2.0,3.0,0,,7.0,,1.0,,
2020-21,8896923,3,20,Southampton,Away,970435,214466,Will Smallbone,will-smallbone,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896905,4,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,,,,1.0,2.0,,,,,,,2.0,4.0,2.0,,,1.0,,,,,,,,10.0,,,,,,,,,7.0,,6.4,,,,,,,,,,5.0,,5.0,0,,8.0,,,,
2020-21,8896905,4,20,Southampton,Home,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896905,4,20,Southampton,Home,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,,,1.0,18.0,17.0,35.0,3.0,1.0,2.0,,,,1.0,,,6.0,7.0,,,4.0,,,,,3.0,1.0,,90.0,1.0,,,,,,,,18.0,,7.4,,,,,,2.0,,5.0,,28.0,21.0,47.0,1,3.0,80.0,,3.0,,1.0
2020-21,8896905,4,20,Southampton,Home,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,1.0,9.0,5.0,23.0,28.0,,,14.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,13.0,,7.4,1.0,3.0,,1.0,,,1.0,22.0,,16.0,25.0,41.0,0,,53.0,,,,
2020-21,8896905,4,20,Southampton,Home,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,,19.0,37.0,56.0,1.0,1.0,8.0,,,1.0,1.0,,1.0,5.0,6.0,,,2.0,,1.0,,,3.0,1.0,,90.0,1.0,1.0,,,,,,,15.0,,7.8,,,,1.0,,1.0,,4.0,,26.0,42.0,67.0,2,5.0,85.0,2.0,,,2.0
2020-21,8896905,4,20,Southampton,Home,115346,83283,Nathan Redmond,nathan-redmond,M,True,,,,8.0,2.0,10.0,1.0,,2.0,,,,,,1.0,4.0,5.0,,,1.0,,,,,,,,35.0,,,,,,,,,4.0,,6.7,,,,,1.0,,,,,8.0,3.0,11.0,0,3.0,21.0,1.0,2.0,,3.0
2020-21,8896905,4,20,Southampton,Home,117083,91047,Stuart Armstrong,stuart-armstrong,M,False,1.0,,1.0,19.0,12.0,30.0,,,6.0,,,,1.0,,3.0,7.0,3.0,,,2.0,1.0,,,,2.0,2.0,,90.0,,,,,,,,,18.0,,7.1,,,2.0,,1.0,1.0,,2.0,,26.0,15.0,40.0,2,3.0,56.0,3.0,,,2.0
2020-21,8896905,4,20,Southampton,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,5.0,19.0,33.0,52.0,,2.0,7.0,,,,,,,1.0,3.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,,10.0,,7.1,,,,2.0,,,,9.0,,24.0,37.0,61.0,0,1.0,68.0,1.0,,,1.0
2020-21,8896905,4,20,Southampton,Home,130181,84939,Danny Ings,danny-ings,F,False,,,1.0,14.0,3.0,17.0,3.0,2.0,3.0,,,,2.0,,,6.0,4.0,,,1.0,,,,,,2.0,,90.0,1.0,,,,,,,,17.0,,7.1,,,1.0,,,1.0,,1.0,,27.0,3.0,29.0,2,1.0,42.0,2.0,1.0,,1.0
2020-21,8896905,4,20,Southampton,Home,134361,88900,Jack Stephens,jack-stephens,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896905,4,20,Southampton,Home,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,2.0,,2.0,25.0,24.0,47.0,2.0,1.0,8.0,,,,2.0,,,5.0,4.0,,,2.0,,,,,1.0,3.0,,90.0,,,,,,,,,21.0,,7.0,,,,,,6.0,,10.0,,44.0,25.0,63.0,0,2.0,76.0,1.0,1.0,,2.0
2020-21,8896905,4,20,Southampton,Home,286085,171771,Jan Bednarek,jan-bednarek,D,False,,,2.0,18.0,35.0,53.0,,3.0,10.0,,,,,,,1.0,4.0,,,1.0,,,,,2.0,,,90.0,1.0,,,,,,,,7.0,,7.3,,,,,,,,5.0,,22.0,38.0,60.0,1,,67.0,,1.0,,
2020-21,8896905,4,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,,14.0,1.0,15.0,1.0,1.0,4.0,,1.0,,,,2.0,4.0,5.0,,,1.0,,,,,,,,84.0,1.0,1.0,,,,,,,14.0,,6.6,,,1.0,,2.0,,,,1.0,20.0,2.0,22.0,2,1.0,37.0,3.0,2.0,1.0,1.0
2020-21,8896905,4,20,Southampton,Home,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,False,,,2.0,25.0,22.0,47.0,,,10.0,,,,2.0,,3.0,8.0,6.0,,,1.0,,,,,2.0,,,90.0,1.0,,,,,,,,24.0,,6.8,,,1.0,,7.0,2.0,,6.0,,33.0,31.0,62.0,2,1.0,93.0,,,5.0,1.0
2020-21,8896905,4,20,Southampton,Home,826202,213482,Yan Valery,yan-valery,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896905,4,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,False,,,,3.0,7.0,10.0,,,,,,,,,,3.0,1.0,,,2.0,,1.0,,,,,,55.0,1.0,,,,,,,,8.0,,6.9,,,,,1.0,,,1.0,,7.0,7.0,14.0,1,1.0,20.0,3.0,,,
2020-21,8896905,4,20,Southampton,Home,921216,220598,Michael Obafemi,michael-obafemi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896905,4,20,Southampton,Home,970435,214466,Will Smallbone,will-smallbone,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896911,5,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,1.0,,1.0,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,9.0,,,,,,,,,1.0,,6.5,,,,,,,,,,1.0,,1.0,0,,4.0,,1.0,,
2020-21,8896911,5,20,Southampton,Away,10501,20467,Theo Walcott,theo-walcott,M,False,,,2.0,13.0,6.0,19.0,2.0,,6.0,,,,1.0,,1.0,6.0,4.0,,,1.0,1.0,,,,1.0,5.0,,90.0,,,,,,,,,15.0,,7.2,,,2.0,,3.0,4.0,,3.0,,23.0,7.0,26.0,2,1.0,44.0,1.0,1.0,2.0,1.0
2020-21,8896911,5,20,Southampton,Away,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896911,5,20,Southampton,Away,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,,,2.0,18.0,17.0,35.0,2.0,2.0,2.0,,,,,,1.0,5.0,5.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,23.0,,6.3,,,,,1.0,3.0,,3.0,,32.0,18.0,47.0,0,2.0,78.0,1.0,1.0,,1.0
2020-21,8896911,5,20,Southampton,Away,45502,58376,Alex McCarthy,alex-mccarthy,G,False,,,6.0,3.0,18.0,21.0,,,2.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,90.0,,,,,,,,,17.0,,5.9,2.0,2.0,,,,,,21.0,,13.0,24.0,37.0,0,,42.0,,,,
2020-21,8896911,5,20,Southampton,Away,69416,78056,Oriol Romeu,oriol-romeu,M,False,,,3.0,22.0,21.0,43.0,1.0,3.0,12.0,,,,2.0,,,4.0,9.0,,,2.0,,,,,1.0,,,87.0,,,,,,,,,14.0,,7.1,,,1.0,,1.0,,,6.0,,30.0,26.0,56.0,1,5.0,70.0,1.0,,1.0,1.0
2020-21,8896911,5,20,Southampton,Away,115346,83283,Nathan Redmond,nathan-redmond,M,False,,,1.0,15.0,3.0,18.0,,,5.0,,,1.0,,,1.0,3.0,3.0,,,,,,,,,,,77.0,,,,,,,,,17.0,,6.2,,,,,3.0,1.0,,5.0,,27.0,5.0,31.0,1,,42.0,,2.0,1.0,
2020-21,8896911,5,20,Southampton,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,5.0,18.0,34.0,52.0,5.0,1.0,9.0,,,,1.0,,,7.0,1.0,,,1.0,,1.0,,,1.0,,,90.0,1.0,1.0,,,,,,,15.0,,6.8,,,,3.0,,,,11.0,,27.0,40.0,67.0,1,,75.0,,,,
2020-21,8896911,5,20,Southampton,Away,130181,84939,Danny Ings,danny-ings,F,False,,,,3.0,4.0,7.0,2.0,,1.0,,,1.0,,,,5.0,2.0,,,,,1.0,,,,,,90.0,2.0,,,,,,,,12.0,,7.1,,,1.0,,5.0,1.0,,,1.0,8.0,5.0,12.0,4,,29.0,3.0,,2.0,
2020-21,8896911,5,20,Southampton,Away,134361,88900,Jack Stephens,jack-stephens,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
