matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855285,12,2016-11-20 16:00:00,8,Chelsea,Away,207.0,21.0,1.0,5.0,4.0,3.0,,325.0,7.0,1.0,3.0,1.0,10.0,37.0,527.0,1.0,2.0,23.0,13.0,12.0,9.0,1.0,2.0,,,1.0,,,1.0,,,,,10.0,,,1.0,,,,7.0,6.0,6.0,10.0,3.0,92.0,49.0,2.0,2.0,,5.0,18.0,4.0,15.0,,,3.0,13.0,3.0,,10.0,1.0,54.0,46.0,5.0,20.0,12.0,,,83.0,10.0,12.0,1.0,,1.0,,1.0,189.0,,,,,,,11.0,,1.0,,12.0,1.0,11.0,11.0,,3.0,172.0,64.0,35.0,2.0,,4.0,6.0,3.0,596.0,4.0,1.0,,79.0,100.0,34.0,,,,,139.0,139.0,3.0,18.0,25.0,57.6,1.0,,,1.0,18.0,0.0,167.0,1.0,,1.0,1.0,,6.0,1.0,3.0,161.0,510.0,5.0,10.0,230.0,40.0,20.0,20.0,3.0,19.0,16.0,,210.0,8.0,409.0,1.0,1.0,9.0,11.0,71.0,1.0,620.0,1.0,0.0,13.0,9.0,4.0,25.0,3.0,802.0,33.0,12.0,14.0,3.0,6.0,0.0
855294,13,2016-11-26 17:30:00,8,Chelsea,Home,168.0,18.0,1.0,2.0,1.0,7.0,,130.0,6.0,2.0,8.0,6.0,4.0,37.0,296.0,1.0,,17.0,21.0,12.0,5.0,,,,,,,1.0,1.0,,,,,8.0,,,,,,,7.0,4.0,8.0,5.0,4.0,62.0,67.0,2.0,1.0,1.0,4.0,16.0,1.0,18.0,,,3.0,6.0,2.0,,15.0,2.0,72.0,58.0,4.0,34.0,22.0,,,54.0,13.0,16.0,1.0,,4.0,3.0,1.0,157.0,2.0,,1.0,2.0,,,10.0,2.0,1.0,,22.0,,17.0,17.0,1.0,8.0,87.0,62.0,28.0,8.0,1.0,3.0,4.0,5.0,355.0,1.0,3.0,,56.0,33.0,24.0,,,,,140.0,140.0,2.0,19.0,34.0,45.9,,,3.0,1.0,16.0,0.0,80.0,4.0,1.0,5.0,1.0,,3.0,,3.0,80.0,276.0,10.0,7.0,197.0,35.0,34.0,14.0,3.0,14.0,11.0,,117.0,10.0,203.0,1.0,2.0,24.0,7.0,75.0,3.0,386.0,1.0,0.0,9.0,23.0,,21.0,2.0,599.0,20.0,6.0,7.0,3.0,12.0,0.0
855305,14,2016-12-03 12:30:00,8,Chelsea,Away,145.0,20.0,,2.0,2.0,2.0,,127.0,2.0,1.0,3.0,6.0,6.0,28.0,270.0,,2.0,16.0,13.0,6.0,6.0,,1.0,2.0,,,,,,1.0,,,,9.0,,,,,,,4.0,12.0,3.0,7.0,3.0,38.0,67.0,2.0,,2.0,9.0,27.0,1.0,11.0,1.0,,2.0,4.0,3.0,,7.0,3.0,42.0,54.0,9.0,22.0,10.0,,1.0,50.0,9.0,13.0,2.0,,2.0,1.0,,163.0,3.0,,3.0,3.0,,2.0,9.0,3.0,,1.0,10.0,,13.0,13.0,4.0,3.0,79.0,71.0,36.0,9.0,,4.0,5.0,4.0,336.0,3.0,3.0,1.0,52.0,38.0,20.0,,,,,134.0,134.0,4.0,35.0,21.0,39.3,,,3.0,,27.0,0.0,84.0,3.0,2.0,4.0,1.0,2.0,5.0,,3.0,69.0,252.0,14.0,9.0,171.0,37.0,22.0,22.0,1.0,9.0,8.0,4.0,110.0,6.0,202.0,,1.0,21.0,6.0,60.0,1.0,364.0,2.0,0.0,10.0,18.0,3.0,21.0,3.0,565.0,19.0,13.0,18.0,2.0,15.0,0.0
855314,15,2016-12-11 12:00:00,8,Chelsea,Home,186.0,22.0,,,,4.0,,302.0,9.0,1.0,5.0,6.0,11.0,41.0,488.0,1.0,,26.0,19.0,18.0,7.0,,,,,1.0,,1.0,3.0,,,,,9.0,,,,,,,3.0,4.0,2.0,3.0,9.0,79.0,67.0,,,,3.0,14.0,2.0,5.0,,,3.0,10.0,6.0,,22.0,,56.0,58.0,3.0,31.0,20.0,,1.0,78.0,6.0,10.0,1.0,1.0,5.0,1.0,3.0,179.0,,,,,,,10.0,1.0,1.0,,20.0,,13.0,13.0,1.0,5.0,173.0,56.0,33.0,1.0,,6.0,1.0,2.0,557.0,,1.0,,92.0,82.0,25.0,,,,,156.0,156.0,4.0,24.0,34.0,66.9,,,,,14.0,0.0,146.0,1.0,,1.0,,,8.0,,3.0,164.0,472.0,6.0,7.0,212.0,43.0,31.0,20.0,1.0,18.0,17.0,,208.0,8.0,383.0,1.0,1.0,20.0,11.0,71.0,2.0,577.0,2.0,0.0,12.0,14.0,1.0,26.0,2.0,788.0,15.0,19.0,16.0,3.0,13.0,0.0
855325,16,2016-12-14 19:45:00,8,Chelsea,Away,191.0,22.0,2.0,4.0,2.0,1.0,,349.0,2.0,,3.0,3.0,23.0,30.0,536.0,,1.0,21.0,18.0,16.0,13.0,,2.0,,,1.0,,1.0,2.0,,,,,15.0,,,,,,,4.0,5.0,3.0,10.0,9.0,93.0,48.0,1.0,1.0,,,15.0,3.0,7.0,,,5.0,17.0,2.0,,8.0,2.0,47.0,59.0,,18.0,12.0,,,97.0,10.0,14.0,,,4.0,,2.0,204.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,1.0,12.0,1.0,12.0,12.0,1.0,3.0,167.0,86.0,55.0,5.0,1.0,8.0,6.0,6.0,598.0,1.0,4.0,,72.0,58.0,42.0,,,,,132.0,132.0,2.0,19.0,22.0,66.1,,,,,15.0,0.0,155.0,2.0,1.0,3.0,,,10.0,,3.0,193.0,521.0,11.0,15.0,203.0,45.0,18.0,21.0,5.0,24.0,19.0,,247.0,6.0,440.0,2.0,,11.0,25.0,55.0,3.0,619.0,,0.0,19.0,16.0,1.0,23.0,2.0,815.0,23.0,5.0,14.0,5.0,13.0,0.0
855333,17,2016-12-17 12:30:00,8,Chelsea,Away,125.0,18.0,,1.0,1.0,2.0,,198.0,5.0,,6.0,2.0,7.0,32.0,322.0,1.0,,19.0,21.0,17.0,7.0,1.0,,,,,1.0,,2.0,,,,,9.0,,,1.0,,,2.0,7.0,3.0,3.0,8.0,5.0,60.0,67.0,,,,4.0,24.0,4.0,5.0,,,3.0,8.0,3.0,,10.0,1.0,51.0,65.0,4.0,35.0,20.0,,,63.0,15.0,12.0,1.0,,4.0,1.0,2.0,152.0,1.0,,1.0,1.0,,,7.0,1.0,2.0,1.0,20.0,1.0,13.0,13.0,1.0,6.0,112.0,64.0,32.0,5.0,,1.0,8.0,6.0,395.0,,1.0,,65.0,51.0,26.0,,,,,142.0,142.0,4.0,29.0,25.0,46.5,1.0,,,,24.0,0.0,94.0,1.0,1.0,2.0,,,3.0,,3.0,106.0,305.0,16.0,9.0,154.0,33.0,35.0,15.0,1.0,13.0,12.0,,148.0,10.0,277.0,2.0,,17.0,7.0,65.0,2.0,418.0,1.0,0.0,13.0,23.0,,21.0,3.0,631.0,25.0,17.0,13.0,3.0,14.0,0.0
855344,18,2016-12-26 15:00:00,8,Chelsea,Home,152.0,24.0,1.0,1.0,,3.0,,249.0,2.0,,2.0,,12.0,38.0,400.0,,1.0,12.0,10.0,7.0,9.0,,1.0,1.0,,1.0,,,1.0,,,,,11.0,1.0,,,,,,10.0,5.0,2.0,8.0,6.0,87.0,57.0,,,1.0,3.0,19.0,3.0,9.0,,,5.0,7.0,2.0,,5.0,2.0,42.0,59.0,3.0,13.0,6.0,,1.0,57.0,13.0,14.0,2.0,,3.0,,1.0,168.0,1.0,,,1.0,,,3.0,1.0,1.0,,6.0,,25.0,25.0,4.0,2.0,108.0,71.0,39.0,5.0,,5.0,5.0,4.0,453.0,3.0,,,80.0,61.0,32.0,,,,1.0,105.0,105.0,5.0,21.0,27.0,44.4,,,,,19.0,0.0,111.0,2.0,1.0,3.0,,1.0,7.0,,3.0,149.0,383.0,12.0,10.0,166.0,42.0,13.0,32.0,3.0,12.0,9.0,1.0,189.0,5.0,320.0,1.0,,17.0,13.0,74.0,1.0,474.0,,0.0,14.0,12.0,2.0,14.0,1.0,657.0,34.0,7.0,27.0,5.0,9.0,0.0
855354,19,2016-12-31 15:00:00,8,Chelsea,Home,175.0,23.0,2.0,3.0,1.0,,,229.0,4.0,1.0,4.0,1.0,11.0,34.0,401.0,,1.0,19.0,22.0,11.0,10.0,1.0,5.0,1.0,,1.0,,,1.0,,,,,12.0,,,,,,,6.0,4.0,1.0,10.0,8.0,83.0,52.0,1.0,1.0,1.0,,13.0,3.0,4.0,,,8.0,7.0,1.0,1.0,10.0,,54.0,43.0,,21.0,12.0,,,60.0,12.0,9.0,3.0,1.0,4.0,2.0,1.0,161.0,3.0,1.0,3.0,2.0,1.0,,5.0,3.0,,,12.0,,10.0,10.0,1.0,4.0,121.0,64.0,40.0,3.0,,6.0,8.0,7.0,452.0,,,,49.0,52.0,33.0,,,,,123.0,123.0,4.0,19.0,24.0,59.6,,,,,13.0,0.0,108.0,,,,,1.0,8.0,,3.0,124.0,384.0,7.0,14.0,193.0,35.0,21.0,18.0,4.0,14.0,10.0,1.0,165.0,4.0,294.0,,1.0,16.0,14.0,60.0,2.0,473.0,,0.0,18.0,12.0,4.0,23.0,3.0,647.0,30.0,16.0,11.0,8.0,9.0,0.0
855369,20,2017-01-04 20:00:00,8,Chelsea,Away,228.0,14.0,1.0,3.0,2.0,4.0,,204.0,5.0,1.0,4.0,6.0,15.0,40.0,429.0,,1.0,22.0,20.0,16.0,8.0,,,,,1.0,,,1.0,,,,,10.0,,,,,,,5.0,3.0,6.0,6.0,5.0,75.0,69.0,2.0,2.0,,3.0,20.0,3.0,11.0,,,6.0,11.0,2.0,,19.0,,63.0,54.0,3.0,21.0,10.0,,2.0,74.0,8.0,8.0,,,1.0,,1.0,201.0,,,,,,,7.0,,,,10.0,,15.0,15.0,1.0,4.0,121.0,80.0,48.0,1.0,,5.0,3.0,2.0,504.0,1.0,2.0,,74.0,53.0,29.0,,,,,158.0,158.0,5.0,30.0,29.0,54.5,,,,,20.0,0.0,129.0,,,,,,6.0,1.0,3.0,102.0,412.0,11.0,8.0,256.0,29.0,21.0,16.0,4.0,17.0,13.0,,144.0,8.0,287.0,,1.0,21.0,17.0,74.0,4.0,526.0,,0.0,11.0,19.0,3.0,24.0,2.0,731.0,19.0,15.0,11.0,6.0,14.0,0.0
855375,21,2017-01-14 17:30:00,8,Chelsea,Away,269.0,24.0,,1.0,1.0,7.0,,275.0,5.0,2.0,6.0,2.0,22.0,33.0,543.0,,,28.0,14.0,19.0,4.0,,1.0,,,,,,,,,,,5.0,,,,,,2.0,6.0,3.0,4.0,5.0,3.0,101.0,59.0,,,1.0,2.0,19.0,3.0,6.0,,,5.0,4.0,2.0,,12.0,,42.0,46.0,2.0,38.0,20.0,,,72.0,9.0,8.0,1.0,,3.0,2.0,,213.0,1.0,,1.0,1.0,,,8.0,2.0,3.0,,20.0,,16.0,16.0,2.0,7.0,167.0,84.0,50.0,3.0,2.0,2.0,3.0,3.0,623.0,,6.0,,101.0,65.0,24.0,,,,,148.0,148.0,1.0,30.0,21.0,64.8,,,,2.0,19.0,0.0,159.0,2.0,,2.0,,,2.0,,3.0,138.0,531.0,8.0,5.0,295.0,35.0,38.0,14.0,5.0,13.0,8.0,,186.0,9.0,358.0,3.0,2.0,22.0,24.0,63.0,1.0,640.0,1.0,0.0,8.0,6.0,,31.0,0.0,836.0,16.0,15.0,13.0,5.0,5.0,0.0
855384,22,2017-01-22 16:30:00,8,Chelsea,Home,201.0,22.0,,2.0,2.0,3.0,1.0,270.0,3.0,,5.0,5.0,14.0,49.0,469.0,,1.0,16.0,24.0,8.0,3.0,,3.0,,,,,,,,,,1.0,5.0,,,,,,1.0,2.0,3.0,6.0,4.0,5.0,80.0,57.0,2.0,1.0,1.0,3.0,21.0,3.0,9.0,,1.0,9.0,20.0,3.0,1.0,11.0,4.0,63.0,38.0,3.0,18.0,11.0,,,58.0,12.0,9.0,1.0,1.0,3.0,3.0,,190.0,2.0,1.0,2.0,1.0,1.0,,7.0,1.0,,,11.0,,13.0,13.0,1.0,5.0,142.0,74.0,42.0,7.0,,,5.0,5.0,539.0,1.0,,,81.0,78.0,45.0,,,,,152.0,152.0,2.0,24.0,25.0,52.8,,,,,21.0,0.0,147.0,2.0,2.0,4.0,,,1.0,,3.0,180.0,455.0,7.0,5.0,218.0,30.0,18.0,19.0,6.0,32.0,26.0,,226.0,5.0,373.0,,,16.0,14.0,73.0,1.0,559.0,,0.0,9.0,10.0,2.0,16.0,1.0,740.0,32.0,11.0,11.0,9.0,8.0,0.0
855400,23,2017-01-31 20:00:00,8,Chelsea,Away,152.0,14.0,,,,1.0,,115.0,5.0,,4.0,11.0,7.0,24.0,267.0,,,22.0,22.0,28.0,4.0,,,,1.0,,,,1.0,,,,,6.0,,1.0,,,1.0,,3.0,4.0,3.0,4.0,4.0,50.0,77.0,,1.0,,2.0,25.0,2.0,4.0,,,3.0,4.0,,1.0,13.0,1.0,47.0,73.0,2.0,38.0,19.0,,,59.0,8.0,12.0,,,4.0,2.0,1.0,188.0,,,,,,,13.0,,1.0,2.0,19.0,1.0,18.0,18.0,1.0,4.0,73.0,87.0,36.0,3.0,,2.0,2.0,2.0,354.0,1.0,4.0,,52.0,54.0,14.0,,,,1.0,172.0,172.0,7.0,26.0,35.0,37.6,1.0,2.0,,1.0,25.0,0.0,75.0,1.0,1.0,2.0,1.0,,4.0,,3.0,51.0,250.0,15.0,4.0,189.0,28.0,38.0,12.0,2.0,8.0,6.0,,96.0,12.0,205.0,1.0,,37.0,7.0,71.0,3.0,386.0,,0.0,8.0,23.0,3.0,28.0,1.0,602.0,12.0,17.0,10.0,3.0,13.0,0.0
855402,24,2017-02-04 12:30:00,8,Chelsea,Home,138.0,21.0,,3.0,3.0,3.0,1.0,191.0,2.0,,4.0,8.0,4.0,32.0,326.0,1.0,,21.0,11.0,17.0,8.0,1.0,1.0,,,,,,,,,,,11.0,,,1.0,,,1.0,9.0,6.0,3.0,8.0,5.0,73.0,70.0,,,3.0,5.0,16.0,2.0,15.0,,,10.0,9.0,4.0,,21.0,3.0,65.0,60.0,5.0,26.0,15.0,,1.0,59.0,14.0,8.0,1.0,,3.0,2.0,,148.0,,,,,,,3.0,3.0,3.0,,15.0,1.0,17.0,17.0,1.0,5.0,97.0,64.0,33.0,13.0,1.0,4.0,5.0,6.0,386.0,2.0,,,75.0,51.0,30.0,,,,,141.0,141.0,7.0,27.0,25.0,41.7,1.0,,,,16.0,0.0,92.0,4.0,,4.0,2.0,,5.0,,3.0,108.0,310.0,9.0,9.0,151.0,34.0,26.0,21.0,4.0,19.0,15.0,,157.0,8.0,278.0,3.0,,29.0,4.0,68.0,4.0,410.0,1.0,0.0,13.0,19.0,5.0,21.0,1.0,631.0,24.0,11.0,17.0,10.0,15.0,0.0
855414,25,2017-02-12 13:30:00,8,Chelsea,Away,270.0,20.0,,2.0,2.0,6.0,,347.0,4.0,2.0,9.0,6.0,23.0,31.0,615.0,,1.0,19.0,16.0,14.0,9.0,,1.0,1.0,,1.0,,,1.0,,,,,11.0,,,,,,,3.0,3.0,4.0,7.0,6.0,94.0,76.0,,,,,17.0,6.0,4.0,,,1.0,13.0,6.0,,7.0,2.0,38.0,61.0,,25.0,15.0,,1.0,97.0,11.0,11.0,1.0,,1.0,2.0,1.0,224.0,,,,,,1.0,4.0,1.0,2.0,1.0,15.0,,17.0,17.0,,9.0,207.0,88.0,59.0,1.0,,3.0,6.0,2.0,710.0,2.0,4.0,,86.0,103.0,35.0,,,,,163.0,163.0,5.0,31.0,31.0,71.7,,2.0,,,17.0,0.0,204.0,2.0,1.0,3.0,,1.0,5.0,,3.0,181.0,597.0,6.0,9.0,299.0,43.0,25.0,25.0,,21.0,21.0,1.0,237.0,13.0,451.0,2.0,2.0,22.0,24.0,64.0,,729.0,,0.0,13.0,14.0,2.0,21.0,2.0,937.0,25.0,14.0,22.0,1.0,13.0,0.0
855422,26,2017-02-25 15:00:00,8,Chelsea,Home,292.0,26.0,,4.0,4.0,3.0,1.0,348.0,5.0,,2.0,1.0,9.0,42.0,636.0,1.0,,19.0,11.0,13.0,10.0,1.0,1.0,,,,,,,,,,,14.0,,,1.0,,,1.0,8.0,2.0,1.0,10.0,6.0,107.0,65.0,1.0,,1.0,5.0,27.0,5.0,7.0,,1.0,8.0,11.0,2.0,,7.0,,42.0,53.0,5.0,10.0,8.0,,,80.0,11.0,11.0,2.0,,4.0,3.0,,234.0,3.0,,2.0,3.0,,,5.0,3.0,,,8.0,1.0,7.0,7.0,,2.0,203.0,96.0,70.0,1.0,1.0,5.0,9.0,5.0,711.0,,1.0,,121.0,58.0,34.0,,,,,146.0,146.0,2.0,26.0,34.0,65.6,1.0,,,,27.0,0.0,190.0,,1.0,1.0,,,6.0,,3.0,185.0,614.0,13.0,14.0,311.0,47.0,10.0,25.0,4.0,20.0,16.0,,236.0,8.0,443.0,,,10.0,11.0,66.0,1.0,734.0,1.0,0.0,16.0,11.0,4.0,20.0,1.0,905.0,38.0,16.0,19.0,8.0,10.0,0.0
855441,27,2017-03-06 20:00:00,8,Chelsea,Away,254.0,18.0,,1.0,1.0,3.0,,192.0,5.0,1.0,9.0,5.0,9.0,25.0,445.0,,2.0,13.0,19.0,18.0,5.0,,2.0,1.0,,,,,,,,,1.0,7.0,,,,,,,5.0,5.0,6.0,8.0,1.0,76.0,66.0,2.0,1.0,2.0,5.0,15.0,2.0,7.0,1.0,,4.0,6.0,2.0,,12.0,,52.0,49.0,5.0,29.0,21.0,1.0,,51.0,8.0,8.0,2.0,,1.0,1.0,,179.0,1.0,,1.0,1.0,,1.0,6.0,1.0,2.0,,21.0,,14.0,14.0,2.0,9.0,141.0,60.0,44.0,6.0,,2.0,4.0,4.0,512.0,4.0,1.0,,46.0,41.0,20.0,,,,,133.0,133.0,2.0,28.0,27.0,48.2,,,,2.0,15.0,0.0,134.0,1.0,,,,1.0,3.0,1.0,3.0,90.0,430.0,6.0,7.0,290.0,36.0,29.0,14.0,2.0,11.0,9.0,2.0,121.0,8.0,251.0,2.0,1.0,17.0,9.0,51.0,1.0,530.0,,0.0,9.0,15.0,3.0,13.0,1.0,714.0,25.0,18.0,8.0,4.0,11.0,0.0
855445,28,2017-05-15 20:00:00,8,Chelsea,Home,190.0,17.0,3.0,4.0,1.0,3.0,,195.0,3.0,,6.0,3.0,13.0,29.0,381.0,,3.0,14.0,6.0,12.0,14.0,3.0,8.0,1.0,,,,,,,,,,16.0,,,,,,,4.0,4.0,5.0,17.0,7.0,80.0,64.0,2.0,,2.0,1.0,22.0,8.0,9.0,,,8.0,6.0,,1.0,10.0,,33.0,72.0,1.0,14.0,8.0,2.0,,44.0,7.0,12.0,1.0,,2.0,1.0,,147.0,3.0,,2.0,1.0,2.0,,5.0,1.0,,1.0,8.0,,12.0,12.0,,6.0,121.0,55.0,36.0,3.0,1.0,6.0,14.0,9.0,430.0,1.0,1.0,,59.0,56.0,25.0,,,,,120.0,120.0,11.0,20.0,27.0,47.1,,,,,22.0,0.0,108.0,,,,,1.0,7.0,,3.0,105.0,359.0,11.0,20.0,215.0,30.0,14.0,19.0,4.0,11.0,7.0,1.0,141.0,5.0,252.0,,,8.0,14.0,52.0,4.0,456.0,,0.0,24.0,32.0,5.0,17.0,2.0,662.0,38.0,17.0,16.0,8.0,20.0,0.0
855457,29,2017-03-18 15:00:00,8,Chelsea,Away,241.0,25.0,4.0,3.0,1.0,6.0,,201.0,3.0,,3.0,2.0,19.0,38.0,439.0,,2.0,22.0,13.0,16.0,12.0,3.0,6.0,1.0,1.0,,1.0,1.0,3.0,,1.0,1.0,,7.0,,,1.0,,1.0,4.0,2.0,5.0,,13.0,7.0,99.0,66.0,1.0,1.0,1.0,2.0,17.0,8.0,7.0,,,11.0,5.0,,1.0,16.0,,49.0,64.0,2.0,29.0,10.0,,,52.0,11.0,15.0,1.0,,6.0,1.0,3.0,182.0,,,,,,,3.0,,,1.0,10.0,2.0,15.0,15.0,3.0,3.0,122.0,62.0,44.0,5.0,,3.0,12.0,7.0,495.0,2.0,6.0,,45.0,65.0,23.0,1.0,1.0,1.0,,136.0,136.0,7.0,27.0,29.0,63.8,2.0,,,,17.0,0.0,119.0,,,,,1.0,5.0,2.0,3.0,113.0,413.0,7.0,15.0,266.0,43.0,29.0,16.0,6.0,10.0,6.0,1.0,152.0,10.0,266.0,,,8.0,20.0,60.0,2.0,522.0,1.0,0.0,20.0,23.0,9.0,23.0,2.0,740.0,27.0,16.0,11.0,11.0,18.0,0.0
855464,30,2017-04-01 15:00:00,8,Chelsea,Home,151.0,29.0,,10.0,10.0,1.0,1.0,387.0,9.0,,2.0,1.0,20.0,37.0,528.0,,,25.0,15.0,11.0,16.0,1.0,1.0,,,1.0,,2.0,3.0,,,,,18.0,,,,,,1.0,6.0,6.0,2.0,16.0,8.0,69.0,57.0,4.0,3.0,1.0,,14.0,8.0,13.0,,1.0,9.0,31.0,3.0,,11.0,1.0,56.0,54.0,,15.0,8.0,,1.0,70.0,12.0,14.0,,,7.0,2.0,3.0,202.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,,8.0,,6.0,6.0,1.0,2.0,161.0,59.0,38.0,3.0,1.0,3.0,15.0,11.0,582.0,,3.0,,80.0,91.0,59.0,,,,,143.0,143.0,8.0,33.0,14.0,72.9,,3.0,,,14.0,0.0,176.0,1.0,,1.0,,,5.0,3.0,3.0,272.0,502.0,4.0,18.0,168.0,45.0,15.0,14.0,5.0,41.0,36.0,,320.0,4.0,481.0,1.0,,7.0,21.0,56.0,4.0,608.0,1.0,0.0,24.0,20.0,1.0,27.0,3.0,814.0,61.0,7.0,9.0,9.0,15.0,0.0
855479,31,2017-04-05 20:00:00,8,Chelsea,Home,184.0,23.0,2.0,5.0,3.0,2.0,,128.0,6.0,,7.0,5.0,4.0,36.0,307.0,1.0,,15.0,11.0,15.0,5.0,1.0,1.0,,,,,,1.0,,,,,6.0,,1.0,,,,1.0,4.0,11.0,6.0,6.0,4.0,51.0,52.0,,1.0,1.0,3.0,17.0,3.0,13.0,,,2.0,8.0,,,8.0,4.0,45.0,53.0,3.0,24.0,12.0,,1.0,48.0,10.0,13.0,2.0,2.0,5.0,2.0,1.0,150.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,12.0,1.0,16.0,16.0,1.0,7.0,94.0,65.0,27.0,9.0,,3.0,4.0,4.0,375.0,4.0,,,59.0,32.0,16.0,,,,1.0,129.0,129.0,3.0,23.0,17.0,39.3,,,,,17.0,0.0,104.0,4.0,2.0,6.0,1.0,,3.0,,3.0,55.0,288.0,8.0,7.0,208.0,35.0,24.0,11.0,2.0,12.0,10.0,,94.0,6.0,203.0,1.0,,28.0,5.0,77.0,1.0,399.0,1.0,0.0,10.0,17.0,1.0,17.0,1.0,581.0,19.0,14.0,8.0,2.0,10.0,0.0
855482,32,2017-04-08 17:30:00,8,Chelsea,Away,190.0,29.0,1.0,,,2.0,,267.0,5.0,,3.0,,14.0,45.0,457.0,1.0,3.0,18.0,6.0,12.0,10.0,1.0,1.0,2.0,1.0,,,,1.0,,,,1.0,13.0,,,,,,,4.0,2.0,9.0,10.0,5.0,78.0,69.0,1.0,,1.0,2.0,23.0,3.0,5.0,,1.0,4.0,10.0,,,12.0,1.0,44.0,46.0,2.0,24.0,14.0,,,60.0,11.0,7.0,1.0,,1.0,,1.0,158.0,1.0,,1.0,1.0,,1.0,8.0,1.0,1.0,2.0,14.0,1.0,14.0,14.0,2.0,3.0,150.0,72.0,53.0,4.0,1.0,6.0,6.0,5.0,505.0,5.0,,,74.0,69.0,25.0,,,,,118.0,118.0,9.0,26.0,28.0,48.9,,,,1.0,23.0,0.0,138.0,,,1.0,,2.0,7.0,,3.0,141.0,441.0,13.0,12.0,209.0,44.0,24.0,21.0,2.0,11.0,10.0,3.0,172.0,5.0,326.0,1.0,,11.0,15.0,70.0,1.0,524.0,1.0,0.0,15.0,19.0,5.0,20.0,3.0,716.0,32.0,13.0,9.0,4.0,14.0,0.0
855494,33,2017-04-16 16:00:00,8,Chelsea,Away,183.0,22.0,1.0,1.0,,1.0,,197.0,9.0,,3.0,5.0,14.0,29.0,379.0,,,19.0,14.0,9.0,3.0,,2.0,,,,,,,,,,,3.0,,,,,,,10.0,4.0,5.0,3.0,2.0,54.0,75.0,,,,1.0,19.0,1.0,8.0,,1.0,3.0,7.0,1.0,,25.0,1.0,69.0,54.0,1.0,8.0,3.0,,,60.0,20.0,15.0,,1.0,3.0,3.0,,194.0,,,,,,,11.0,,,,3.0,,21.0,21.0,1.0,3.0,113.0,79.0,44.0,1.0,,2.0,1.0,,450.0,,2.0,,91.0,40.0,25.0,,,,,167.0,167.0,2.0,27.0,42.0,53.8,,,,,19.0,0.0,118.0,1.0,,1.0,,,4.0,,3.0,102.0,354.0,8.0,3.0,213.0,37.0,8.0,11.0,3.0,14.0,11.0,,140.0,4.0,280.0,,,19.0,14.0,54.0,1.0,479.0,,0.0,5.0,23.0,1.0,21.0,3.0,671.0,11.0,20.0,8.0,3.0,12.0,0.0
