matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561902,1,2025-08-17 14:00:00,8,Chelsea,Home,256.0,16.0,4.0,6.0,2.0,1.0,,260.0,6.0,1.0,2.0,6.0,7.0,21.0,510.0,1.0,1.0,20.0,16.0,17.0,7.0,3.0,6.0,,0.0,,,,1.0,,,,12.0,0.0,,,,,,6.0,4.0,7.0,11.0,8.0,54.0,39.0,1.0,2.0,,,6.0,9.0,5.0,,,11.0,13.0,4.0,0.0,4.0,2.0,47.0,52.0,,19.0,10.0,,1.0,1.3362,1.6046,0.0498,0.6538,0.2606,62.0,10.0,10.0,,3.0,2.0,1.0,129.0,,,,,,,7.0,0.0,,,10.0,,11.0,11.0,1.0,0.0,2.0,197.0,70.0,47.0,2.0,0.0,4.0,6.0,3.0,548.0,4.0,,0.0,72.0,60.0,34.0,,,,,117.0,117.0,8.0,13.0,13.0,71.5,,,,1.0,13.0,0.0,188.0,1.0,3.0,4.0,,1.0,,7.0,1.0,0.0,4.0,119.0,492.0,6.0,10.0,269.0,29.0,19.0,24.0,10.0,29.0,19.0,101102.05,,151.0,2.0,328.0,,1.0,19.0,7.0,49.0,,568.0,1.0,0.0,19.0,13.0,4.0,21.0,2.0,763.0,31.0,19.0,0.0,12.0,11.0,6.0,0.0
2561914,2,2025-08-22 20:00:00,8,Chelsea,Away,263.0,10.0,1.0,3.0,2.0,1.0,,245.0,7.0,,5.0,5.0,19.0,17.0,505.0,,1.0,12.0,14.0,15.0,3.0,,4.0,1.0,0.0,,,,,,,,8.0,0.0,,,,,,7.0,9.0,3.0,10.0,2.0,85.0,36.0,6.0,2.0,5.0,,4.0,1.0,5.0,,,5.0,6.0,4.0,1.0,7.0,,39.0,45.0,,17.0,10.0,,,1.47202,2.7427,,5.1386,0.3267,63.0,10.0,7.0,,1.0,,,147.0,4.0,,3.0,2.0,2.0,,7.0,2.0,1.0,1.0,10.0,,4.0,4.0,1.0,0.0,5.0,176.0,62.0,40.0,7.0,4.0,1.0,6.0,7.0,557.0,3.0,,0.0,72.0,55.0,18.0,,,,,103.0,103.0,2.0,12.0,17.0,59.2,,,3.0,,10.0,0.0,169.0,2.0,1.0,3.0,,2.0,1.0,4.0,,0.0,5.0,83.0,485.0,4.0,7.0,279.0,25.0,17.0,8.0,5.0,15.0,10.0,105029.72,1.0,123.0,7.0,313.0,1.0,,18.0,19.0,43.0,2.0,577.0,,0.0,12.0,19.0,1.0,14.0,1.0,714.0,26.0,4.0,0.0,4.0,5.0,13.0,0.0
2561917,3,2025-08-30 12:30:00,8,Chelsea,Home,232.0,15.0,3.0,4.0,1.0,2.0,,201.0,6.0,1.0,3.0,2.0,8.0,17.0,429.0,,1.0,17.0,13.0,17.0,8.0,2.0,5.0,1.0,0.0,,,,,,,,6.0,1.0,,,,,,5.0,8.0,3.0,10.0,3.0,79.0,48.0,1.0,1.0,2.0,1.0,3.0,6.0,3.0,1.0,1.0,6.0,4.0,4.0,0.0,18.0,,56.0,60.0,1.0,20.0,16.0,,1.0,0.832111,2.3502,,3.1877,0.1025,64.0,11.0,16.0,,3.0,1.0,,138.0,1.0,1.0,1.0,,1.0,,7.0,0.0,,,16.0,,18.0,18.0,1.0,0.0,3.0,147.0,66.0,39.0,4.0,2.0,1.0,10.0,6.0,468.0,3.0,2.0,0.0,64.0,60.0,26.0,,,,1.0,127.0,127.0,4.0,17.0,22.0,53.8,,,,,8.0,0.0,130.0,2.0,1.0,1.0,,,1.0,1.0,1.0,0.0,4.0,111.0,406.0,3.0,11.0,247.0,33.0,20.0,19.0,4.0,13.0,9.0,107608.29,1.0,142.0,2.0,260.0,,1.0,16.0,8.0,47.0,3.0,494.0,,0.0,13.0,19.0,2.0,18.0,2.0,705.0,27.0,18.0,0.0,8.0,6.0,9.0,0.0
2561927,4,2025-09-13 20:00:00,8,Chelsea,Away,222.0,9.0,,3.0,3.0,,,297.0,2.0,1.0,5.0,3.0,13.0,23.0,516.0,2.0,1.0,19.0,7.0,14.0,12.0,,1.0,1.0,0.0,,,,1.0,,,,12.0,0.0,,,,,2.0,4.0,7.0,,10.0,6.0,88.0,42.0,2.0,1.0,1.0,1.0,2.0,7.0,11.0,,,6.0,8.0,7.0,0.0,11.0,2.0,44.0,46.0,1.0,33.0,16.0,,,1.0484,1.2524,0.0274,2.2305,2.2957,70.0,9.0,13.0,,4.0,1.0,1.0,141.0,1.0,,,1.0,,,2.0,2.0,3.0,,16.0,1.0,13.0,13.0,1.0,0.0,6.0,174.0,54.0,39.0,5.0,1.0,3.0,10.0,6.0,549.0,1.0,,0.0,54.0,73.0,28.0,,,,,113.0,113.0,3.0,11.0,20.0,65.7,,2.0,1.0,,7.0,0.0,167.0,2.0,,3.0,,1.0,1.0,3.0,,1.0,5.0,127.0,496.0,2.0,13.0,239.0,24.0,33.0,10.0,2.0,17.0,15.0,104450.02,1.0,158.0,1.0,348.0,3.0,1.0,11.0,14.0,41.0,4.0,570.0,4.0,0.0,16.0,15.0,2.0,20.0,2.0,779.0,38.0,22.0,0.0,4.0,6.0,9.0,0.0
2561941,5,2025-09-20 17:30:00,8,Chelsea,Away,259.0,13.0,1.0,2.0,1.0,,,209.0,4.0,2.0,1.0,3.0,16.0,21.0,466.0,,1.0,19.0,12.0,16.0,2.0,1.0,3.0,,0.0,,,,,,,,1.0,0.0,,,,,1.0,9.0,6.0,5.0,4.0,1.0,77.0,45.0,1.0,,1.0,2.0,8.0,2.0,5.0,,,5.0,11.0,1.0,1.0,11.0,1.0,51.0,53.0,2.0,29.0,16.0,1.0,1.0,0.326202,0.4251,,0.5938,1.8708,54.0,14.0,13.0,,2.0,,,155.0,1.0,,1.0,,1.0,,6.0,0.0,,,16.0,,8.0,8.0,1.0,0.0,1.0,158.0,60.0,37.0,5.0,0.0,2.0,2.0,1.0,523.0,3.0,1.0,0.0,46.0,65.0,19.0,,,,,135.0,135.0,,19.0,21.0,58.8,,,,1.0,19.0,0.0,160.0,1.0,1.0,2.0,,1.0,,2.0,,0.0,5.0,78.0,442.0,8.0,4.0,295.0,27.0,29.0,18.0,3.0,15.0,12.0,100879.23,,102.0,2.0,270.0,,3.0,11.0,18.0,45.0,2.0,550.0,,1.0,5.0,16.0,2.0,20.0,5.0,738.0,16.0,13.0,0.0,8.0,5.0,13.0,0.0
2561947,6,2025-09-27 15:00:00,8,Chelsea,Home,237.0,9.0,1.0,3.0,2.0,1.0,,162.0,5.0,,6.0,5.0,13.0,15.0,396.0,,,18.0,11.0,8.0,8.0,1.0,1.0,1.0,0.0,,,1.0,2.0,,1.0,,6.0,0.0,,,,,3.0,6.0,8.0,4.0,7.0,6.0,92.0,35.0,1.0,1.0,1.0,,11.0,6.0,7.0,,1.0,5.0,6.0,3.0,0.0,9.0,,48.0,54.0,,8.0,3.0,1.0,1.0,0.459438,1.81,0.1214,2.1236,1.7729,53.0,9.0,16.0,,5.0,2.0,2.0,140.0,,,,,,,11.0,1.0,4.0,,3.0,,10.0,10.0,1.0,0.0,6.0,130.0,64.0,33.0,7.0,1.0,3.0,6.0,3.0,437.0,2.0,3.0,0.0,41.0,52.0,23.0,,,,,126.0,126.0,2.0,16.0,7.0,59.5,,3.0,,,18.0,0.0,108.0,,,,,1.0,1.0,4.0,1.0,0.0,4.0,75.0,374.0,11.0,9.0,261.0,31.0,8.0,22.0,3.0,14.0,11.0,97357.59,1.0,110.0,4.0,223.0,5.0,,20.0,13.0,53.0,2.0,470.0,1.0,1.0,13.0,21.0,2.0,21.0,3.0,664.0,17.0,12.0,0.0,10.0,5.0,11.0,0.0
2561959,7,2025-10-04 17:30:00,8,Chelsea,Home,224.0,20.0,,3.0,3.0,2.0,,201.0,8.0,,8.0,2.0,8.0,29.0,422.0,,,16.0,6.0,7.0,7.0,,2.0,,0.0,,,,,,,,9.0,0.0,,,1.0,1.0,1.0,3.0,8.0,4.0,6.0,6.0,92.0,53.0,2.0,1.0,1.0,,7.0,2.0,2.0,,,7.0,9.0,6.0,0.0,8.0,,32.0,41.0,,12.0,3.0,,,1.08905,1.0039,,1.6621,0.956,56.0,9.0,8.0,,3.0,2.0,,170.0,2.0,,1.0,2.0,,,12.0,2.0,1.0,1.0,3.0,2.0,13.0,13.0,1.0,0.0,8.0,127.0,61.0,26.0,2.0,1.0,3.0,6.0,6.0,481.0,5.0,1.0,0.0,60.0,60.0,36.0,,,,,138.0,138.0,5.0,18.0,21.0,53.2,2.0,,,,13.0,0.0,119.0,,1.0,1.0,,2.0,,4.0,,1.0,5.0,114.0,401.0,7.0,9.0,249.0,45.0,12.0,14.0,3.0,20.0,17.0,113659.46,,156.0,5.0,279.0,1.0,,13.0,11.0,67.0,2.0,508.0,,0.0,12.0,21.0,1.0,17.0,0.0,688.0,22.0,15.0,0.0,6.0,7.0,12.0,0.0
2561971,8,2025-10-18 12:30:00,8,Chelsea,Away,235.0,15.0,,3.0,3.0,,,165.0,10.0,3.0,5.0,7.0,12.0,28.0,397.0,,2.0,12.0,5.0,13.0,10.0,,2.0,1.0,1.0,,,1.0,2.0,,,,12.0,0.0,,,,,1.0,7.0,8.0,4.0,11.0,6.0,82.0,52.0,3.0,2.0,2.0,3.0,7.0,5.0,8.0,,,2.0,4.0,3.0,2.0,11.0,1.0,47.0,53.0,3.0,19.0,5.0,,3.0,1.17264,1.6745,0.1521,2.1575,0.5539,52.0,16.0,13.0,,4.0,1.0,2.0,131.0,2.0,1.0,2.0,,2.0,,14.0,0.0,1.0,1.0,5.0,,13.0,13.0,2.0,0.0,6.0,115.0,65.0,40.0,5.0,1.0,5.0,7.0,6.0,435.0,2.0,2.0,0.0,43.0,44.0,21.0,,,,,111.0,111.0,5.0,15.0,23.0,50.3,,,,,12.0,0.0,135.0,2.0,,2.0,1.0,,1.0,6.0,,0.0,5.0,75.0,374.0,7.0,12.0,255.0,24.0,19.0,20.0,1.0,9.0,8.0,102633.35,1.0,101.0,2.0,217.0,1.0,3.0,22.0,14.0,57.0,2.0,463.0,1.0,1.0,17.0,15.0,4.0,12.0,2.0,648.0,20.0,15.0,0.0,12.0,2.0,8.0,0.0
2561979,9,2025-10-25 15:00:00,8,Chelsea,Home,262.0,14.0,2.0,4.0,2.0,3.0,,309.0,4.0,,4.0,2.0,13.0,19.0,567.0,,,14.0,17.0,10.0,13.0,,7.0,,0.0,,,,,,,,9.0,0.0,,,,,,8.0,7.0,3.0,10.0,6.0,82.0,47.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,,,9.0,13.0,8.0,0.0,8.0,1.0,48.0,40.0,1.0,18.0,11.0,,,1.17312,0.895,,0.9874,1.5775,61.0,15.0,13.0,,3.0,1.0,,140.0,1.0,,,1.0,,,4.0,1.0,1.0,,11.0,,3.0,3.0,,0.0,5.0,201.0,59.0,45.0,1.0,1.0,5.0,9.0,7.0,607.0,4.0,,0.0,66.0,81.0,40.0,,,,,118.0,118.0,2.0,24.0,15.0,68.4,,3.0,,,10.0,0.0,206.0,1.0,1.0,2.0,,,,5.0,1.0,0.0,5.0,157.0,546.0,4.0,14.0,281.0,29.0,18.0,15.0,7.0,29.0,22.0,108515.56,,187.0,4.0,377.0,1.0,,13.0,13.0,39.0,3.0,629.0,,0.0,16.0,8.0,1.0,15.0,1.0,802.0,26.0,12.0,0.0,9.0,9.0,8.0,0.0
2561993,10,2025-11-01 17:30:00,8,Chelsea,Away,159.0,16.0,,3.0,3.0,2.0,,187.0,4.0,1.0,6.0,8.0,10.0,26.0,343.0,1.0,,20.0,19.0,22.0,13.0,,1.0,2.0,0.0,,,,,,,4.0,14.0,0.0,,,,,,7.0,2.0,1.0,12.0,3.0,88.0,64.0,6.0,5.0,1.0,1.0,9.0,1.0,9.0,,,5.0,5.0,4.0,0.0,11.0,1.0,69.0,64.0,1.0,19.0,9.0,,1.0,1.78168,3.6847,,3.1654,0.1577,53.0,12.0,14.0,1.0,4.0,1.0,,149.0,1.0,,1.0,1.0,,,4.0,1.0,5.0,1.0,9.0,,17.0,17.0,1.0,0.0,6.0,89.0,62.0,38.0,6.0,0.0,5.0,9.0,9.0,401.0,1.0,2.0,0.0,63.0,57.0,20.0,,,,,151.0,151.0,7.0,16.0,31.0,52.1,,,,1.0,20.0,0.0,99.0,1.0,,1.0,,1.0,2.0,5.0,,0.0,4.0,94.0,324.0,9.0,14.0,184.0,32.0,19.0,27.0,3.0,13.0,10.0,104898.63,2.0,128.0,7.0,254.0,5.0,1.0,23.0,10.0,53.0,1.0,425.0,4.0,0.0,15.0,20.0,1.0,22.0,2.0,649.0,36.0,24.0,0.0,8.0,5.0,12.0,0.0
