matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360627,16.0,2011-12-17 17:30:00,8,Chelsea,Away,147.0,17.0,,1.0,1.0,,,250.0,10.0,1.0,4.0,5.0,21.0,47.0,396.0,1.0,1.0,18.0,4.0,6.0,9.0,,,,,,,,,,,,,,,,9.0,5.0,,80.0,54.0,,,,1.0,3.0,12.0,1.0,5.0,8.0,7.0,,11.0,2.0,37.0,43.0,1.0,11.0,4.0,1.0,,71.0,6.0,9.0,1.0,,,,,156.0,1.0,,1.0,1.0,,,12.0,,,,1.0,,,,,10.0,,26.0,21.0,3.0,5.0,109.0,77.0,55.0,7.0,,5.0,5.0,2.0,,,3.0,4.0,,89.0,61.0,16.0,,,,,139.0,126.0,2.0,24.0,20.0,49.2,,,0.0,,,,124.0,3.0,2.0,,,1.0,,7.0,,3.0,109.0,10.0,162.0,27.0,24.0,16.0,4.0,19.0,15.0,,147.0,7.0,326.0,1.0,1.0,13.0,24.0,67.0,1.0,469.0,1.0,0.0,12.0,16.0,3.0,21.0,0.0,667.0,9.0,12.0,5.0,11.0,0.0
360630,17.0,2011-12-22 20:00:00,8,Chelsea,Away,175.0,7.0,2.0,8.0,6.0,,2.0,156.0,2.0,2.0,2.0,4.0,16.0,19.0,323.0,1.0,1.0,11.0,6.0,3.0,9.0,4.0,,,,,1.0,,,16.0,,,,1.0,,1.0,12.0,4.0,,78.0,52.0,4.0,4.0,1.0,3.0,4.0,15.0,1.0,4.0,7.0,6.0,,10.0,1.0,42.0,46.0,3.0,19.0,8.0,,,62.0,8.0,14.0,1.0,,3.0,2.0,1.0,138.0,1.0,,1.0,1.0,,,10.0,,,1.0,,,,,,13.0,1.0,12.0,8.0,,3.0,84.0,78.0,42.0,7.0,,8.0,6.0,7.0,,,8.0,,,57.0,42.0,20.0,,,,,130.0,110.0,3.0,25.0,16.0,45.2,1.0,,0.0,,,,86.0,2.0,1.0,,,,,11.0,,3.0,55.0,14.0,187.0,18.0,39.0,5.0,4.0,19.0,15.0,,96.0,4.0,218.0,,2.0,16.0,18.0,42.0,4.0,386.0,1.0,0.0,22.0,27.0,1.0,11.0,2.0,582.0,10.0,2.0,4.0,23.0,0.0
360641,18.0,2011-12-26 13:00:00,8,Chelsea,Home,162.0,13.0,5.0,13.0,8.0,1.0,,295.0,7.0,,6.0,2.0,7.0,27.0,444.0,,,12.0,6.0,10.0,18.0,3.0,,,,1.0,1.0,,,19.0,,,,,,,6.0,3.0,,59.0,62.0,1.0,1.0,,1.0,3.0,14.0,,9.0,17.0,9.0,,13.0,2.0,51.0,56.0,1.0,3.0,1.0,,,83.0,10.0,12.0,1.0,,3.0,2.0,1.0,168.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,5.0,,23.0,19.0,,6.0,140.0,49.0,42.0,3.0,,9.0,13.0,12.0,,,1.0,3.0,,62.0,65.0,33.0,,,,,138.0,131.0,6.0,24.0,29.0,52.5,,2.0,0.0,,,,146.0,2.0,2.0,,,,,10.0,1.0,3.0,143.0,22.0,168.0,34.0,10.0,19.0,8.0,36.0,28.0,,193.0,5.0,381.0,,,9.0,7.0,45.0,1.0,513.0,,0.0,25.0,23.0,,13.0,1.0,713.0,13.0,11.0,9.0,19.0,0.0
360651,19.0,2011-12-31 15:00:00,8,Chelsea,Home,167.0,21.0,1.0,4.0,3.0,1.0,1.0,266.0,1.0,1.0,6.0,3.0,14.0,43.0,429.0,,1.0,28.0,9.0,10.0,6.0,2.0,,2.0,,,3.0,,1.0,11.0,1.0,,1.0,,,,8.0,2.0,,61.0,62.0,,,1.0,1.0,3.0,12.0,1.0,9.0,16.0,13.0,,15.0,2.0,49.0,40.0,1.0,6.0,5.0,1.0,,90.0,7.0,13.0,1.0,,7.0,2.0,3.0,180.0,,,,,,,5.0,,,,1.0,,,,,9.0,1.0,29.0,21.0,,6.0,133.0,76.0,50.0,2.0,,6.0,2.0,2.0,,,2.0,2.0,,86.0,67.0,31.0,,,,1.0,173.0,167.0,3.0,28.0,24.0,62.0,1.0,,0.0,,,,141.0,2.0,2.0,,,1.0,,13.0,1.0,3.0,127.0,8.0,174.0,40.0,12.0,11.0,9.0,40.0,31.0,,181.0,8.0,381.0,1.0,1.0,7.0,14.0,54.0,,515.0,,0.0,18.0,12.0,3.0,30.0,1.0,724.0,16.0,5.0,9.0,10.0,0.0
360668,20.0,2012-01-02 15:00:00,8,Chelsea,Away,224.0,17.0,2.0,6.0,4.0,1.0,,276.0,5.0,,6.0,2.0,17.0,44.0,494.0,,2.0,19.0,1.0,7.0,10.0,1.0,,1.0,,,2.0,,1.0,12.0,,,,,,,7.0,2.0,,107.0,67.0,2.0,1.0,1.0,2.0,4.0,1.0,,5.0,12.0,7.0,,11.0,2.0,25.0,41.0,2.0,14.0,9.0,,,87.0,9.0,11.0,,,2.0,,2.0,212.0,2.0,,1.0,2.0,,,10.0,,,1.0,2.0,,,,1.0,17.0,,13.0,11.0,,6.0,130.0,95.0,60.0,,2.0,4.0,9.0,7.0,,,1.0,2.0,,76.0,100.0,26.0,,,,,161.0,151.0,3.0,21.0,36.0,64.7,,,0.0,,,,140.0,2.0,1.0,,,3.0,,6.0,,1.0,120.0,13.0,246.0,27.0,24.0,9.0,5.0,24.0,19.0,,175.0,4.0,367.0,2.0,,14.0,19.0,62.0,2.0,589.0,1.0,0.0,17.0,18.0,6.0,21.0,2.0,778.0,12.0,5.0,5.0,14.0,0.0
360671,21.0,2012-01-14 15:00:00,8,Chelsea,Home,195.0,8.0,3.0,8.0,5.0,4.0,,291.0,4.0,,5.0,2.0,10.0,30.0,478.0,,2.0,15.0,6.0,13.0,13.0,2.0,,2.0,,1.0,3.0,,,16.0,,,1.0,,,,6.0,3.0,,87.0,69.0,,,1.0,,6.0,9.0,,8.0,11.0,5.0,,16.0,,45.0,50.0,,14.0,10.0,,,85.0,11.0,9.0,,,2.0,,3.0,184.0,,,,,,,7.0,,,1.0,4.0,,,,1.0,17.0,1.0,19.0,14.0,,5.0,138.0,67.0,47.0,2.0,1.0,7.0,8.0,7.0,,,1.0,6.0,,87.0,61.0,19.0,,,,,145.0,131.0,3.0,30.0,27.0,60.2,1.0,,0.0,,,,141.0,2.0,1.0,,,,,12.0,2.0,2.0,142.0,15.0,213.0,21.0,28.0,16.0,8.0,24.0,16.0,,180.0,6.0,361.0,4.0,,6.0,11.0,43.0,2.0,550.0,,0.0,25.0,17.0,6.0,17.0,3.0,757.0,9.0,11.0,8.0,15.0,0.0
360684,22.0,2012-01-21 12:45:00,8,Chelsea,Away,204.0,17.0,2.0,4.0,2.0,,,272.0,3.0,1.0,8.0,,18.0,45.0,472.0,,2.0,20.0,3.0,3.0,10.0,2.0,,,,,,,,,,,,,,,3.0,3.0,,79.0,68.0,,1.0,,,3.0,3.0,,11.0,22.0,8.0,,11.0,1.0,29.0,39.0,,11.0,3.0,,,88.0,6.0,5.0,,,,,,185.0,,,,,,,8.0,,,,3.0,,,,1.0,5.0,,17.0,13.0,,8.0,130.0,75.0,48.0,1.0,,6.0,6.0,6.0,,,1.0,2.0,,77.0,85.0,28.0,,,,,163.0,158.0,2.0,31.0,23.0,58.2,,,0.0,,,,164.0,1.0,1.0,,,,,11.0,,3.0,140.0,12.0,226.0,29.0,16.0,20.0,9.0,39.0,30.0,,193.0,6.0,371.0,3.0,1.0,15.0,19.0,70.0,,558.0,1.0,0.0,20.0,18.0,5.0,22.0,0.0,768.0,10.0,13.0,11.0,15.0,0.0
360692,23.0,2012-01-31 19:45:00,8,Chelsea,Away,128.0,19.0,4.0,10.0,6.0,1.0,,295.0,3.0,1.0,2.0,3.0,13.0,31.0,413.0,,,22.0,5.0,5.0,12.0,3.0,,,,,,,,,,,,,,,5.0,3.0,,89.0,54.0,,,,1.0,6.0,11.0,2.0,11.0,24.0,6.0,,17.0,2.0,66.0,44.0,1.0,5.0,3.0,,,90.0,22.0,10.0,,,,,,177.0,,,,,,,7.0,,,,1.0,,,,,5.0,,16.0,13.0,,2.0,108.0,69.0,48.0,1.0,,6.0,9.0,4.0,,,3.0,2.0,,108.0,81.0,17.0,,,,,162.0,158.0,5.0,23.0,23.0,53.8,,,0.0,,,,117.0,1.0,3.0,,1.0,1.0,,9.0,,2.0,140.0,15.0,149.0,31.0,9.0,16.0,10.0,43.0,33.0,,181.0,5.0,385.0,2.0,1.0,15.0,15.0,45.0,,491.0,1.0,1.0,19.0,24.0,1.0,23.0,2.0,700.0,12.0,5.0,11.0,19.0,0.0
360700,24.0,2012-02-05 16:00:00,8,Chelsea,Home,101.0,19.0,3.0,7.0,4.0,2.0,1.0,181.0,2.0,,5.0,6.0,8.0,29.0,275.0,,1.0,17.0,9.0,12.0,15.0,,,,,1.0,1.0,,,16.0,,,,,,1.0,7.0,9.0,,57.0,62.0,,1.0,,5.0,3.0,9.0,,6.0,5.0,6.0,1.0,19.0,5.0,63.0,40.0,5.0,17.0,8.0,,,67.0,16.0,14.0,1.0,,3.0,3.0,1.0,138.0,2.0,1.0,2.0,1.0,1.0,,6.0,,,1.0,2.0,,,,,15.0,,28.0,23.0,3.0,5.0,74.0,72.0,40.0,6.0,,8.0,9.0,8.0,,,3.0,,,60.0,45.0,20.0,2.0,2.0,2.0,,152.0,136.0,3.0,31.0,18.0,44.2,,1.0,0.0,,,,77.0,2.0,4.0,,,1.0,,9.0,,1.0,94.0,17.0,115.0,29.0,33.0,16.0,6.0,20.0,14.0,,131.0,5.0,251.0,2.0,,20.0,9.0,50.0,,346.0,1.0,0.0,20.0,8.0,2.0,22.0,2.0,572.0,14.0,6.0,6.0,7.0,0.0
360712,25.0,2012-02-11 15:00:00,8,Chelsea,Away,244.0,19.0,,4.0,4.0,1.0,,262.0,4.0,2.0,4.0,4.0,23.0,48.0,502.0,1.0,,20.0,6.0,4.0,6.0,,,,,,1.0,,,11.0,,,,,,1.0,4.0,5.0,,102.0,54.0,,,,3.0,9.0,9.0,,4.0,15.0,13.0,,15.0,1.0,48.0,33.0,3.0,9.0,5.0,,2.0,87.0,13.0,13.0,,,4.0,1.0,1.0,170.0,,,,,,,6.0,,,,1.0,,,,1.0,12.0,,15.0,9.0,2.0,4.0,141.0,78.0,58.0,2.0,,1.0,5.0,4.0,,,3.0,2.0,,70.0,57.0,27.0,,,,,149.0,136.0,1.0,28.0,18.0,66.9,,,0.0,,,,157.0,,2.0,,,1.0,,1.0,1.0,3.0,130.0,6.0,258.0,34.0,22.0,12.0,4.0,33.0,29.0,,171.0,5.0,345.0,1.0,2.0,16.0,24.0,69.0,1.0,570.0,1.0,0.0,14.0,10.0,2.0,22.0,3.0,757.0,11.0,6.0,4.0,7.0,0.0
360720,26.0,2012-02-25 15:00:00,8,Chelsea,Home,200.0,16.0,6.0,9.0,3.0,3.0,,188.0,7.0,,3.0,4.0,20.0,24.0,379.0,,4.0,21.0,11.0,11.0,14.0,4.0,3.0,,,,,,,,,,1.0,1.0,,1.0,4.0,7.0,,63.0,57.0,,,,2.0,4.0,6.0,,14.0,14.0,3.0,1.0,8.0,,40.0,51.0,2.0,21.0,10.0,,,71.0,8.0,12.0,1.0,2.0,,,,171.0,2.0,1.0,2.0,1.0,1.0,,9.0,,,,1.0,,,,1.0,18.0,2.0,26.0,23.0,1.0,3.0,108.0,67.0,42.0,7.0,1.0,7.0,13.0,13.0,,,4.0,3.0,,42.0,54.0,22.0,,,,,155.0,144.0,1.0,29.0,24.0,59.1,2.0,,0.0,,,,116.0,1.0,,,,,3.0,9.0,,3.0,77.0,20.0,216.0,30.0,32.0,14.0,12.0,29.0,17.0,,121.0,8.0,271.0,1.0,,12.0,21.0,35.0,4.0,458.0,,0.0,26.0,22.0,5.0,22.0,0.0,688.0,17.0,6.0,14.0,16.0,0.0
360737,27.0,2012-03-03 15:00:00,8,Chelsea,Away,176.0,17.0,1.0,5.0,4.0,2.0,1.0,203.0,5.0,,5.0,2.0,13.0,32.0,374.0,,1.0,15.0,5.0,7.0,8.0,1.0,,,,,,,,9.0,,,,,,,13.0,12.0,,56.0,59.0,3.0,3.0,,2.0,5.0,9.0,,4.0,8.0,10.0,,16.0,1.0,46.0,40.0,2.0,13.0,7.0,,,84.0,10.0,9.0,,,4.0,4.0,,160.0,,,,,,,10.0,,,,2.0,,,,,20.0,1.0,17.0,12.0,2.0,6.0,105.0,71.0,40.0,14.0,,6.0,3.0,2.0,,,6.0,,,53.0,63.0,26.0,,,,,159.0,132.0,4.0,23.0,22.0,54.3,,,0.0,,,,119.0,1.0,5.0,,,1.0,,6.0,1.0,3.0,94.0,9.0,185.0,38.0,40.0,11.0,4.0,26.0,22.0,,139.0,3.0,281.0,2.0,,9.0,13.0,57.0,1.0,440.0,1.0,0.0,13.0,19.0,2.0,16.0,1.0,658.0,15.0,5.0,5.0,16.0,0.0
360742,28.0,2012-03-10 15:00:00,8,Chelsea,Home,163.0,10.0,4.0,6.0,2.0,,,312.0,6.0,2.0,1.0,4.0,25.0,29.0,469.0,,2.0,27.0,10.0,14.0,15.0,2.0,,,1.0,1.0,2.0,,,17.0,,,2.0,,1.0,,3.0,5.0,,75.0,45.0,1.0,,1.0,,5.0,4.0,,14.0,11.0,9.0,,11.0,,38.0,56.0,,18.0,14.0,,,78.0,12.0,15.0,1.0,,7.0,2.0,2.0,180.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,,24.0,3.0,7.0,6.0,,1.0,135.0,72.0,50.0,1.0,,7.0,11.0,8.0,,,3.0,1.0,,75.0,65.0,23.0,,,,,148.0,133.0,2.0,25.0,15.0,71.4,3.0,,0.0,,,,148.0,,,,,,,10.0,,3.0,152.0,18.0,175.0,23.0,33.0,9.0,13.0,35.0,22.0,,197.0,5.0,398.0,1.0,2.0,16.0,27.0,52.0,2.0,538.0,,0.0,23.0,19.0,3.0,29.0,1.0,741.0,17.0,8.0,14.0,15.0,0.0
360753,29.0,2012-03-21 19:45:00,8,Chelsea,Away,151.0,11.0,,,,2.0,,139.0,6.0,,3.0,9.0,20.0,30.0,290.0,,2.0,12.0,6.0,13.0,6.0,,1.0,,,,,,,6.0,,,,,,,11.0,10.0,,59.0,52.0,,,,5.0,3.0,16.0,,4.0,9.0,5.0,1.0,11.0,1.0,47.0,47.0,4.0,31.0,11.0,,1.0,51.0,9.0,8.0,,1.0,1.0,1.0,,148.0,,,,,,,13.0,,,,3.0,,,,2.0,20.0,,20.0,17.0,2.0,3.0,78.0,73.0,47.0,11.0,,2.0,4.0,2.0,,,6.0,4.0,,33.0,63.0,10.0,1.0,1.0,1.0,,155.0,139.0,2.0,22.0,16.0,39.6,,4.0,0.0,,,,78.0,,3.0,,,2.0,1.0,2.0,,3.0,57.0,6.0,182.0,18.0,46.0,14.0,4.0,19.0,15.0,1.0,80.0,6.0,200.0,3.0,,14.0,23.0,45.0,,363.0,,0.0,7.0,19.0,2.0,14.0,2.0,580.0,15.0,7.0,4.0,15.0,0.0
360761,30.0,2012-03-24 12:45:00,8,Chelsea,Home,156.0,18.0,3.0,5.0,2.0,2.0,,152.0,6.0,1.0,2.0,2.0,8.0,32.0,303.0,,1.0,16.0,9.0,12.0,6.0,1.0,,,1.0,,2.0,,1.0,5.0,,,,,1.0,,12.0,8.0,,45.0,45.0,,,,2.0,4.0,10.0,1.0,6.0,11.0,11.0,,16.0,2.0,46.0,47.0,2.0,8.0,4.0,,,84.0,11.0,10.0,,,4.0,2.0,2.0,129.0,,,,,,,14.0,,,,1.0,,,,1.0,15.0,1.0,11.0,9.0,2.0,2.0,99.0,69.0,39.0,5.0,,2.0,5.0,2.0,,,6.0,2.0,,53.0,57.0,32.0,,,,,157.0,144.0,1.0,20.0,20.0,45.4,1.0,,0.0,,,,110.0,3.0,1.0,,,,,3.0,,3.0,69.0,7.0,167.0,39.0,21.0,6.0,6.0,30.0,24.0,,124.0,6.0,246.0,1.0,2.0,10.0,11.0,54.0,2.0,383.0,1.0,0.0,9.0,20.0,3.0,16.0,1.0,570.0,10.0,5.0,6.0,16.0,0.0
360769,31.0,2012-03-31 15:00:00,8,Chelsea,Away,207.0,6.0,2.0,4.0,2.0,3.0,,148.0,3.0,1.0,3.0,9.0,17.0,36.0,351.0,,2.0,27.0,11.0,9.0,6.0,,2.0,1.0,,,1.0,,,10.0,,,,,1.0,,8.0,1.0,,75.0,56.0,3.0,1.0,3.0,2.0,3.0,2.0,,4.0,3.0,3.0,2.0,10.0,2.0,32.0,39.0,2.0,24.0,13.0,1.0,,53.0,6.0,15.0,2.0,,1.0,1.0,1.0,192.0,3.0,1.0,3.0,1.0,2.0,1.0,9.0,,,2.0,3.0,,,,,26.0,1.0,10.0,7.0,3.0,4.0,85.0,92.0,56.0,6.0,,2.0,7.0,7.0,,,,2.0,,86.0,25.0,20.0,,,,,159.0,140.0,,18.0,27.0,55.6,1.0,,0.0,,,,92.0,2.0,1.0,,,,2.0,3.0,1.0,3.0,54.0,9.0,232.0,20.0,43.0,11.0,4.0,11.0,7.0,3.0,95.0,9.0,223.0,3.0,1.0,23.0,18.0,62.0,3.0,444.0,,0.0,13.0,7.0,5.0,28.0,0.0,625.0,14.0,8.0,4.0,6.0,0.0
360781,32.0,2012-04-07 15:00:00,8,Chelsea,Home,169.0,18.0,1.0,9.0,8.0,3.0,1.0,206.0,5.0,2.0,6.0,9.0,10.0,32.0,366.0,,3.0,15.0,,9.0,13.0,1.0,,,,,,,,17.0,,,,1.0,,2.0,4.0,7.0,,65.0,71.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,5.0,11.0,8.0,1.0,20.0,,44.0,48.0,2.0,10.0,5.0,,,78.0,14.0,11.0,1.0,,4.0,2.0,,179.0,1.0,,1.0,,1.0,,11.0,,,1.0,2.0,,,,,8.0,1.0,13.0,10.0,3.0,6.0,85.0,92.0,60.0,3.0,,6.0,9.0,8.0,,,2.0,3.0,,67.0,39.0,24.0,,,,,143.0,137.0,2.0,28.0,30.0,54.7,1.0,,0.0,,,,105.0,1.0,2.0,,,1.0,,9.0,1.0,3.0,110.0,15.0,175.0,35.0,16.0,14.0,3.0,24.0,21.0,,153.0,5.0,283.0,2.0,2.0,18.0,10.0,56.0,3.0,434.0,,0.0,20.0,20.0,4.0,18.0,2.0,636.0,13.0,8.0,5.0,17.0,0.0
360792,33.0,2012-04-09 20:00:00,8,Chelsea,Away,245.0,14.0,4.0,9.0,5.0,3.0,,222.0,3.0,,6.0,7.0,25.0,38.0,458.0,,1.0,15.0,7.0,6.0,9.0,1.0,,,,,1.0,,,10.0,1.0,,,,,1.0,6.0,4.0,,87.0,58.0,1.0,1.0,1.0,1.0,4.0,4.0,,11.0,9.0,5.0,,22.0,4.0,52.0,30.0,1.0,13.0,6.0,,,75.0,16.0,5.0,,,2.0,,1.0,189.0,,,,,,,6.0,,,,3.0,,,,,8.0,,16.0,13.0,3.0,6.0,129.0,80.0,51.0,7.0,1.0,7.0,3.0,3.0,,,2.0,,,89.0,28.0,18.0,,,,1.0,141.0,136.0,1.0,31.0,17.0,53.4,,,0.0,,,,134.0,4.0,2.0,,,,,8.0,,2.0,86.0,10.0,264.0,34.0,18.0,6.0,11.0,25.0,14.0,,134.0,6.0,300.0,3.0,,18.0,27.0,59.0,2.0,539.0,,0.0,15.0,16.0,1.0,17.0,3.0,718.0,7.0,3.0,11.0,12.0,0.0
360801,34.0,2012-05-02 19:45:00,8,Chelsea,Home,208.0,15.0,3.0,7.0,4.0,3.0,,259.0,6.0,2.0,4.0,1.0,25.0,27.0,460.0,,,16.0,10.0,14.0,11.0,2.0,,1.0,,2.0,3.0,,,,,,,,,,5.0,8.0,,83.0,65.0,,,,3.0,4.0,10.0,,4.0,10.0,11.0,,15.0,3.0,50.0,44.0,3.0,14.0,10.0,,,94.0,10.0,5.0,,,,,3.0,193.0,,,,,,,9.0,,,,,,,,1.0,15.0,,17.0,15.0,,4.0,123.0,102.0,70.0,4.0,,8.0,5.0,3.0,,,1.0,2.0,,96.0,64.0,31.0,,,,,159.0,150.0,2.0,24.0,34.0,63.4,,,0.0,,,,150.0,1.0,1.0,,,,,11.0,,3.0,120.0,13.0,220.0,31.0,23.0,13.0,4.0,27.0,23.0,,173.0,5.0,356.0,,2.0,14.0,25.0,47.0,3.0,549.0,,0.0,18.0,18.0,2.0,16.0,0.0,745.0,12.0,7.0,4.0,13.0,0.0
360809,35.0,2012-04-21 12:45:00,8,Chelsea,Away,152.0,10.0,4.0,6.0,2.0,,,165.0,2.0,,5.0,3.0,6.0,21.0,311.0,,2.0,10.0,11.0,4.0,5.0,5.0,,,,,,,1.0,6.0,,,,,,1.0,9.0,4.0,,52.0,67.0,1.0,1.0,,2.0,7.0,7.0,,7.0,9.0,5.0,,22.0,1.0,53.0,44.0,2.0,16.0,10.0,,,64.0,11.0,12.0,,,,,,155.0,,,,,,,8.0,,,,3.0,,,,,17.0,,14.0,14.0,6.0,6.0,76.0,79.0,46.0,7.0,,3.0,7.0,2.0,,,3.0,1.0,,65.0,45.0,20.0,,,,,147.0,135.0,2.0,29.0,25.0,43.3,,1.0,0.0,,,,98.0,3.0,1.0,,,,,5.0,,3.0,60.0,10.0,165.0,24.0,28.0,8.0,7.0,21.0,14.0,,102.0,1.0,237.0,3.0,,16.0,8.0,41.0,4.0,381.0,,0.0,14.0,22.0,7.0,14.0,4.0,576.0,10.0,6.0,7.0,17.0,0.0
360819,36.0,2012-04-29 13:30:00,8,Chelsea,Home,253.0,11.0,3.0,6.0,3.0,1.0,,227.0,2.0,1.0,3.0,6.0,16.0,24.0,474.0,1.0,2.0,10.0,1.0,1.0,17.0,2.0,1.0,1.0,,,1.0,,,23.0,,,,,,,4.0,9.0,,86.0,69.0,3.0,,5.0,4.0,10.0,4.0,,8.0,10.0,2.0,1.0,13.0,1.0,34.0,29.0,4.0,7.0,3.0,,,49.0,9.0,8.0,4.0,,2.0,1.0,1.0,192.0,3.0,1.0,3.0,2.0,1.0,,5.0,,,5.0,1.0,,,,,7.0,,21.0,19.0,4.0,3.0,134.0,85.0,65.0,5.0,1.0,3.0,19.0,13.0,,,5.0,2.0,,55.0,57.0,22.0,,,,,107.0,101.0,1.0,42.0,22.0,56.7,,,0.0,,,,112.0,,1.0,,,,1.0,7.0,1.0,3.0,107.0,22.0,259.0,19.0,13.0,16.0,6.0,19.0,13.0,1.0,137.0,4.0,284.0,1.0,1.0,15.0,17.0,39.0,3.0,524.0,1.0,0.0,30.0,11.0,4.0,14.0,0.0,698.0,6.0,9.0,8.0,11.0,0.0
360834,37.0,2012-05-08 20:00:00,8,Chelsea,Away,173.0,10.0,3.0,5.0,2.0,8.0,1.0,149.0,8.0,,2.0,14.0,12.0,29.0,317.0,,,25.0,16.0,6.0,3.0,3.0,1.0,1.0,,,2.0,1.0,,5.0,,,1.0,,1.0,1.0,13.0,11.0,,75.0,41.0,1.0,1.0,,2.0,4.0,7.0,,4.0,6.0,3.0,,17.0,2.0,57.0,44.0,2.0,11.0,4.0,2.0,1.0,70.0,14.0,16.0,,,5.0,2.0,2.0,163.0,1.0,1.0,1.0,,1.0,,15.0,,,,1.0,,,,1.0,5.0,2.0,15.0,11.0,4.0,2.0,76.0,80.0,48.0,7.0,1.0,3.0,4.0,2.0,,,6.0,1.0,1.0,64.0,45.0,10.0,,1.0,1.0,,140.0,134.0,2.0,18.0,15.0,46.8,2.0,1.0,0.0,,,,80.0,3.0,,,,1.0,1.0,5.0,,1.0,63.0,7.0,185.0,14.0,17.0,6.0,4.0,15.0,11.0,1.0,105.0,13.0,224.0,1.0,,33.0,13.0,49.0,,394.0,,0.0,11.0,20.0,,29.0,4.0,578.0,14.0,2.0,4.0,12.0,0.0
360839,38.0,2012-05-13 15:00:00,8,Chelsea,Home,236.0,17.0,2.0,11.0,9.0,,,275.0,3.0,,7.0,,36.0,34.0,500.0,,2.0,16.0,,4.0,15.0,,,,,,,,,17.0,,,1.0,,,,3.0,7.0,,91.0,61.0,2.0,2.0,,1.0,2.0,4.0,,8.0,19.0,8.0,1.0,12.0,1.0,39.0,28.0,1.0,4.0,3.0,,1.0,78.0,14.0,4.0,,,,,,198.0,2.0,,1.0,2.0,,,4.0,,,2.0,1.0,,,,1.0,8.0,1.0,9.0,8.0,,7.0,145.0,76.0,60.0,2.0,1.0,11.0,6.0,4.0,,,2.0,2.0,,96.0,66.0,14.0,,,,,127.0,122.0,3.0,32.0,18.0,58.4,1.0,1.0,0.0,,,,126.0,,3.0,,,1.0,,13.0,,3.0,110.0,17.0,245.0,25.0,9.0,16.0,6.0,33.0,27.0,,142.0,2.0,348.0,1.0,,2.0,38.0,43.0,3.0,560.0,,0.0,19.0,14.0,2.0,18.0,1.0,736.0,10.0,6.0,8.0,10.0,0.0
