matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360475,1.0,2011-08-14 13:30:00,8,Chelsea,Away,140.0,21.0,2.0,4.0,2.0,3.0,1.0,226.0,2.0,2.0,9.0,7.0,33.0,31.0,362.0,,,18.0,14.0,13.0,7.0,2.0,1.0,,,1.0,2.0,,1.0,15.0,,,,,,1.0,1.0,5.0,,49.0,75.0,1.0,1.0,,3.0,4.0,6.0,,6.0,13.0,5.0,,15.0,,64.0,57.0,3.0,14.0,8.0,,,62.0,12.0,13.0,,,3.0,3.0,2.0,182.0,,,,,,,5.0,,,,4.0,,,,,18.0,1.0,20.0,18.0,,10.0,108.0,74.0,42.0,4.0,,3.0,6.0,7.0,,,2.0,6.0,,78.0,54.0,23.0,,,,,187.0,175.0,7.0,25.0,29.0,65.6,,1.0,0.0,,,,115.0,,1.0,,,,1.0,8.0,,3.0,108.0,9.0,163.0,34.0,26.0,32.0,6.0,27.0,21.0,1.0,156.0,9.0,318.0,5.0,2.0,27.0,34.0,54.0,5.0,454.0,,0.0,19.0,16.0,6.0,21.0,2.0,686.0,10.0,15.0,6.0,14.0,0.0
360482,2.0,2011-08-20 17:30:00,8,Chelsea,Home,217.0,13.0,3.0,11.0,8.0,2.0,,307.0,6.0,2.0,11.0,2.0,21.0,34.0,513.0,,3.0,24.0,12.0,13.0,14.0,3.0,2.0,,,,1.0,,,19.0,,,,,,1.0,4.0,2.0,,64.0,56.0,2.0,2.0,,,8.0,4.0,,7.0,16.0,16.0,,11.0,3.0,51.0,65.0,,6.0,3.0,1.0,,81.0,15.0,9.0,1.0,,2.0,1.0,1.0,195.0,2.0,,1.0,2.0,,,6.0,,,2.0,3.0,,,,1.0,9.0,,11.0,7.0,1.0,11.0,157.0,75.0,59.0,4.0,1.0,7.0,12.0,8.0,,,,1.0,,80.0,86.0,25.0,,,,,140.0,131.0,3.0,23.0,17.0,65.7,,,0.0,,,,166.0,2.0,1.0,,,,2.0,8.0,3.0,3.0,148.0,19.0,230.0,23.0,15.0,26.0,7.0,40.0,33.0,2.0,193.0,7.0,392.0,3.0,2.0,7.0,23.0,44.0,1.0,582.0,,0.0,24.0,27.0,3.0,27.0,2.0,801.0,7.0,16.0,7.0,16.0,0.0
360491,3.0,2011-08-27 15:00:00,8,Chelsea,Home,184.0,19.0,2.0,9.0,7.0,1.0,,271.0,4.0,2.0,10.0,2.0,28.0,32.0,446.0,,4.0,17.0,7.0,13.0,9.0,2.0,1.0,3.0,,,3.0,,,12.0,1.0,,,,,,6.0,5.0,,81.0,53.0,1.0,1.0,2.0,,3.0,1.0,,8.0,23.0,6.0,1.0,12.0,2.0,47.0,45.0,,11.0,7.0,1.0,,79.0,17.0,15.0,1.0,,5.0,1.0,3.0,185.0,1.0,,,1.0,,,7.0,,,2.0,2.0,,,,,15.0,,14.0,13.0,1.0,10.0,118.0,76.0,56.0,6.0,1.0,4.0,8.0,7.0,,,1.0,2.0,,86.0,101.0,17.0,,,,1.0,157.0,146.0,2.0,21.0,18.0,69.6,,,0.0,,,,138.0,2.0,3.0,,,,1.0,8.0,1.0,3.0,143.0,12.0,206.0,29.0,22.0,17.0,7.0,37.0,30.0,1.0,181.0,4.0,353.0,2.0,2.0,12.0,28.0,48.0,2.0,522.0,,0.0,18.0,10.0,12.0,21.0,2.0,715.0,9.0,7.0,8.0,8.0,0.0
360507,4.0,2011-09-10 15:00:00,8,Chelsea,Away,204.0,12.0,,3.0,3.0,2.0,,270.0,4.0,1.0,11.0,2.0,30.0,33.0,471.0,,3.0,20.0,7.0,10.0,14.0,,,,1.0,,1.0,,,15.0,,,,,1.0,,6.0,7.0,,111.0,68.0,,,,4.0,6.0,5.0,,7.0,11.0,3.0,1.0,18.0,1.0,41.0,38.0,4.0,17.0,7.0,,1.0,84.0,3.0,7.0,1.0,,1.0,,1.0,201.0,1.0,,1.0,1.0,,,12.0,,,2.0,1.0,,,,,19.0,1.0,22.0,17.0,3.0,11.0,118.0,101.0,61.0,4.0,,7.0,8.0,5.0,,,3.0,1.0,,96.0,54.0,28.0,,,,,170.0,152.0,3.0,24.0,30.0,59.9,1.0,,0.0,,,,128.0,2.0,,,,2.0,,8.0,,3.0,130.0,15.0,222.0,25.0,35.0,11.0,3.0,17.0,14.0,,175.0,7.0,353.0,1.0,1.0,17.0,31.0,56.0,3.0,558.0,1.0,0.0,19.0,18.0,6.0,23.0,1.0,774.0,10.0,3.0,7.0,14.0,0.0
360514,5.0,2011-09-18 16:00:00,8,Chelsea,Away,139.0,6.0,5.0,11.0,6.0,4.0,,198.0,5.0,,12.0,4.0,10.0,20.0,326.0,,3.0,14.0,4.0,9.0,11.0,4.0,,,,,,,,17.0,,,,,,,9.0,5.0,,49.0,60.0,4.0,5.0,1.0,5.0,3.0,11.0,1.0,10.0,11.0,7.0,,21.0,,55.0,53.0,5.0,7.0,2.0,1.0,,66.0,12.0,11.0,1.0,,2.0,1.0,,147.0,1.0,,1.0,1.0,,,7.0,,,1.0,2.0,,,,,3.0,,19.0,12.0,1.0,12.0,98.0,70.0,45.0,4.0,,6.0,10.0,8.0,,,4.0,2.0,,52.0,61.0,26.0,,1.0,1.0,,133.0,129.0,4.0,25.0,18.0,43.4,,1.0,0.0,,,,98.0,3.0,,,,2.0,,11.0,1.0,3.0,99.0,16.0,153.0,17.0,11.0,15.0,7.0,26.0,19.0,,136.0,6.0,265.0,2.0,,17.0,12.0,41.0,,392.0,,0.0,22.0,25.0,5.0,15.0,3.0,609.0,15.0,8.0,10.0,18.0,0.0
360520,6.0,2011-09-24 15:00:00,8,Chelsea,Home,158.0,18.0,,3.0,3.0,,1.0,283.0,5.0,3.0,3.0,5.0,19.0,29.0,438.0,1.0,2.0,17.0,3.0,5.0,6.0,1.0,,,,,,,,13.0,,,1.0,,,1.0,6.0,1.0,,76.0,56.0,1.0,,1.0,,1.0,1.0,,1.0,9.0,4.0,,13.0,,38.0,46.0,,10.0,5.0,,,86.0,15.0,11.0,2.0,,3.0,3.0,,185.0,4.0,,4.0,4.0,,,6.0,,,4.0,2.0,,,,,8.0,1.0,24.0,16.0,4.0,4.0,118.0,78.0,59.0,6.0,2.0,5.0,6.0,7.0,,,3.0,1.0,,72.0,73.0,23.0,,,,,117.0,110.0,4.0,26.0,21.0,49.6,1.0,,0.0,,,,123.0,,,,,2.0,,7.0,,3.0,104.0,11.0,167.0,38.0,17.0,16.0,1.0,17.0,16.0,,148.0,2.0,352.0,2.0,3.0,13.0,20.0,47.0,3.0,502.0,1.0,1.0,15.0,20.0,4.0,18.0,3.0,670.0,6.0,10.0,1.0,16.0,0.0
360531,7.0,2011-10-02 13:30:00,8,Chelsea,Away,348.0,16.0,1.0,3.0,2.0,1.0,,209.0,6.0,2.0,9.0,1.0,34.0,49.0,554.0,,5.0,13.0,6.0,8.0,13.0,,2.0,,,,,,,16.0,,,,,,,7.0,8.0,,93.0,61.0,3.0,1.0,3.0,,3.0,8.0,1.0,5.0,9.0,3.0,,14.0,1.0,41.0,34.0,,20.0,7.0,,1.0,63.0,11.0,9.0,2.0,,,,,205.0,4.0,1.0,3.0,3.0,1.0,,9.0,,,4.0,1.0,,,,,13.0,,11.0,10.0,,9.0,148.0,79.0,62.0,4.0,3.0,6.0,11.0,9.0,,,8.0,2.0,,64.0,44.0,23.0,,,,,115.0,108.0,2.0,30.0,20.0,59.1,,,0.0,,,,168.0,1.0,2.0,,,,2.0,7.0,,3.0,78.0,17.0,358.0,28.0,27.0,5.0,4.0,16.0,12.0,2.0,112.0,2.0,272.0,1.0,2.0,5.0,36.0,63.0,1.0,614.0,,0.0,19.0,14.0,10.0,16.0,2.0,781.0,10.0,3.0,5.0,13.0,0.0
360540,8.0,2011-10-15 17:30:00,8,Chelsea,Home,384.0,17.0,,6.0,6.0,,1.0,321.0,4.0,1.0,5.0,1.0,42.0,63.0,699.0,,3.0,22.0,7.0,2.0,3.0,,1.0,,,,,,,5.0,,,,,,2.0,4.0,5.0,,138.0,51.0,3.0,,3.0,,,2.0,,2.0,11.0,9.0,1.0,15.0,,41.0,41.0,,9.0,4.0,,,78.0,14.0,11.0,1.0,,1.0,1.0,,246.0,3.0,1.0,3.0,2.0,1.0,1.0,8.0,,,2.0,2.0,,,,,6.0,,12.0,9.0,1.0,5.0,190.0,85.0,69.0,2.0,1.0,2.0,4.0,5.0,,,3.0,2.0,,93.0,94.0,27.0,,,,,132.0,128.0,1.0,27.0,18.0,69.2,,1.0,0.0,,,,198.0,1.0,,1.0,,2.0,1.0,2.0,,3.0,123.0,6.0,402.0,31.0,13.0,8.0,2.0,23.0,21.0,2.0,165.0,,393.0,2.0,1.0,11.0,44.0,80.0,2.0,772.0,,0.0,7.0,24.0,8.0,22.0,2.0,933.0,11.0,4.0,2.0,18.0,0.0
360557,9.0,2011-10-23 16:00:00,8,Chelsea,Away,227.0,9.0,1.0,4.0,3.0,1.0,,145.0,10.0,2.0,12.0,5.0,22.0,26.0,368.0,,3.0,19.0,9.0,17.0,12.0,2.0,,,,,,,,11.0,,,,,,,5.0,5.0,,69.0,61.0,1.0,1.0,,1.0,6.0,7.0,,6.0,9.0,5.0,,21.0,,61.0,52.0,1.0,13.0,11.0,,,61.0,19.0,16.0,,,2.0,2.0,,160.0,,,,,,,11.0,,,,4.0,,,,1.0,18.0,,11.0,8.0,,12.0,106.0,80.0,47.0,,,6.0,8.0,2.0,,,3.0,2.0,,38.0,59.0,22.0,1.0,1.0,1.0,,160.0,148.0,1.0,29.0,16.0,58.3,,,0.0,,,,118.0,,1.0,,,1.0,,6.0,,3.0,73.0,14.0,248.0,31.0,25.0,13.0,5.0,21.0,16.0,,122.0,5.0,226.0,4.0,2.0,26.0,24.0,61.0,,453.0,,2.0,14.0,12.0,4.0,25.0,7.0,644.0,10.0,7.0,6.0,10.0,0.0
360559,10.0,2011-10-29 12:45:00,8,Chelsea,Home,219.0,12.0,1.0,5.0,4.0,1.0,1.0,209.0,4.0,2.0,5.0,3.0,15.0,34.0,423.0,,6.0,12.0,6.0,4.0,7.0,,,,,2.0,3.0,,,9.0,,,,,,1.0,12.0,1.0,,71.0,69.0,1.0,1.0,1.0,,2.0,14.0,,3.0,9.0,3.0,1.0,21.0,1.0,58.0,62.0,,6.0,3.0,2.0,,89.0,8.0,18.0,1.0,,5.0,2.0,3.0,196.0,3.0,1.0,2.0,2.0,1.0,,5.0,,,2.0,,,,,,10.0,,20.0,17.0,4.0,5.0,108.0,93.0,64.0,2.0,1.0,4.0,6.0,7.0,,,1.0,3.0,,55.0,67.0,24.0,,,,,146.0,135.0,1.0,27.0,35.0,52.1,,,0.0,,,,124.0,2.0,,,,,,5.0,,3.0,84.0,10.0,226.0,32.0,17.0,16.0,1.0,15.0,14.0,,141.0,3.0,288.0,,2.0,10.0,16.0,54.0,5.0,499.0,1.0,0.0,14.0,33.0,12.0,15.0,2.0,691.0,7.0,7.0,3.0,25.0,0.0
360571,11.0,2011-11-05 15:00:00,8,Chelsea,Away,215.0,26.0,3.0,7.0,4.0,1.0,,270.0,4.0,1.0,8.0,3.0,21.0,44.0,478.0,,,13.0,5.0,14.0,9.0,2.0,2.0,,,,1.0,,,10.0,,,,,,,4.0,8.0,,74.0,57.0,3.0,2.0,1.0,1.0,3.0,2.0,,8.0,11.0,9.0,,10.0,1.0,32.0,50.0,1.0,25.0,13.0,,,69.0,11.0,12.0,,,2.0,1.0,1.0,186.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,1.0,19.0,,8.0,7.0,1.0,8.0,134.0,80.0,56.0,5.0,1.0,4.0,8.0,5.0,,,2.0,2.0,,85.0,70.0,23.0,,,,,141.0,126.0,,23.0,22.0,62.3,,3.0,0.0,,,,155.0,2.0,3.0,,,,2.0,4.0,,3.0,122.0,12.0,234.0,39.0,40.0,11.0,8.0,29.0,21.0,2.0,161.0,4.0,344.0,2.0,1.0,9.0,21.0,58.0,3.0,549.0,,0.0,12.0,18.0,4.0,14.0,2.0,739.0,10.0,6.0,8.0,13.0,0.0
360579,12.0,2011-11-20 16:00:00,8,Chelsea,Home,239.0,19.0,4.0,8.0,4.0,1.0,1.0,234.0,6.0,2.0,6.0,1.0,33.0,40.0,465.0,,,23.0,5.0,10.0,11.0,3.0,,1.0,,,1.0,,1.0,14.0,,,,,,1.0,4.0,5.0,,78.0,54.0,1.0,,1.0,,2.0,13.0,,6.0,11.0,9.0,,28.0,1.0,62.0,51.0,,11.0,3.0,1.0,,83.0,13.0,10.0,1.0,,3.0,2.0,1.0,174.0,1.0,,,1.0,,,9.0,,,1.0,1.0,,,,,7.0,,25.0,17.0,2.0,6.0,153.0,65.0,40.0,5.0,,10.0,5.0,3.0,,,,,,79.0,59.0,29.0,,,,,145.0,135.0,1.0,20.0,27.0,57.5,,,0.0,,,,130.0,1.0,,,,1.0,,14.0,,3.0,111.0,15.0,252.0,37.0,21.0,11.0,5.0,27.0,22.0,,154.0,4.0,310.0,1.0,2.0,4.0,35.0,50.0,1.0,535.0,,0.0,19.0,23.0,2.0,25.0,3.0,746.0,9.0,8.0,6.0,16.0,0.0
360591,13.0,2011-11-26 15:00:00,8,Chelsea,Home,227.0,20.0,1.0,6.0,5.0,,,196.0,3.0,2.0,4.0,5.0,24.0,49.0,417.0,,,20.0,6.0,5.0,10.0,1.0,,1.0,,,1.0,,,16.0,,,,,,1.0,5.0,3.0,,82.0,52.0,1.0,1.0,1.0,2.0,4.0,1.0,,9.0,14.0,7.0,1.0,9.0,3.0,31.0,39.0,2.0,8.0,3.0,,,77.0,10.0,10.0,2.0,,3.0,,1.0,168.0,3.0,1.0,3.0,2.0,1.0,,8.0,,,2.0,2.0,,,,,10.0,,14.0,11.0,,4.0,116.0,76.0,48.0,2.0,,3.0,11.0,10.0,,,1.0,,,55.0,66.0,12.0,,,,,131.0,121.0,3.0,18.0,23.0,52.0,,,0.0,,,,116.0,1.0,1.0,,,1.0,,7.0,,3.0,92.0,14.0,239.0,34.0,18.0,14.0,7.0,28.0,21.0,,131.0,1.0,271.0,2.0,2.0,9.0,24.0,68.0,1.0,482.0,,0.0,21.0,15.0,3.0,27.0,1.0,664.0,7.0,9.0,9.0,10.0,0.0
360604,14.0,2011-12-03 12:45:00,8,Chelsea,Away,190.0,18.0,,2.0,2.0,3.0,,140.0,4.0,,3.0,3.0,14.0,29.0,328.0,,5.0,11.0,7.0,8.0,14.0,,2.0,,,,,,,18.0,,1.0,,,1.0,1.0,8.0,8.0,,64.0,78.0,3.0,4.0,,4.0,5.0,12.0,1.0,5.0,6.0,5.0,,19.0,1.0,51.0,50.0,4.0,16.0,9.0,,1.0,61.0,6.0,7.0,3.0,,2.0,1.0,,152.0,3.0,,2.0,2.0,1.0,,7.0,,,2.0,4.0,,,,,21.0,2.0,14.0,11.0,1.0,3.0,87.0,95.0,55.0,6.0,,6.0,11.0,9.0,,,7.0,1.0,,34.0,44.0,19.0,,,,1.0,144.0,127.0,2.0,35.0,27.0,47.3,1.0,1.0,0.0,,,,92.0,3.0,,,,1.0,2.0,8.0,,3.0,61.0,17.0,203.0,32.0,33.0,15.0,4.0,16.0,12.0,2.0,95.0,5.0,208.0,5.0,,21.0,16.0,61.0,2.0,395.0,,0.0,22.0,27.0,8.0,14.0,3.0,616.0,11.0,8.0,5.0,21.0,0.0
360611,15.0,2011-12-12 20:00:00,8,Chelsea,Home,170.0,17.0,,3.0,3.0,1.0,,216.0,5.0,,5.0,5.0,21.0,29.0,383.0,,,20.0,2.0,3.0,11.0,2.0,,1.0,,,1.0,,,12.0,1.0,,,,,1.0,3.0,4.0,,76.0,47.0,1.0,,2.0,3.0,6.0,9.0,,5.0,12.0,6.0,,13.0,2.0,39.0,55.0,3.0,1.0,,,,77.0,11.0,18.0,,,9.0,3.0,1.0,168.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,2.0,,18.0,14.0,2.0,5.0,111.0,81.0,53.0,1.0,2.0,5.0,9.0,4.0,,,1.0,1.0,,72.0,71.0,26.0,,,,1.0,138.0,134.0,2.0,18.0,20.0,49.7,,,0.0,,,,108.0,,1.0,,,1.0,,6.0,,3.0,107.0,14.0,182.0,33.0,5.0,22.0,1.0,22.0,21.0,,152.0,4.0,303.0,,,21.0,22.0,50.0,,463.0,,0.0,16.0,16.0,2.0,21.0,4.0,640.0,13.0,18.0,5.0,14.0,0.0
