matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292910,11.0,2022-10-16 14:00:00,8,Chelsea,Away,335.0,9.0,,2.0,2.0,,,135.0,8.0,1.0,5.0,1.0,2.0,19.0,468.0,1.0,,15.0,12.0,6.0,6.0,,,,1.0,,,1.0,,,1.0,7.0,,1.0,,,,4.0,13.0,5.0,6.0,2.0,,107.0,59.0,2.0,2.0,1.0,4.0,10.0,1.0,5.0,,,1.0,4.0,2.0,,18.0,4.0,51.0,35.0,4.0,22.0,9.0,,2.0,17.0,38.0,11.0,12.0,2.0,1.0,,1.0,168.0,,,,,,,11.0,,,1.0,,,,,,9.0,1.0,8.0,8.0,1.0,5.0,143.0,69.0,39.0,7.0,,3.0,3.0,4.0,522.0,,,4.0,,,72.0,39.0,11.0,,,,,127.0,127.0,2.0,23.0,28.0,58.9,1.0,,,2.0,10.0,0.0,,,,130.0,5.0,2.0,7.0,,3.0,,3.0,,,5.0,10.0,48.0,448.0,3.0,6.0,361.0,27.0,22.0,14.0,,6.0,6.0,,75.0,2.0,193.0,,1.0,9.0,3.0,48.0,1.0,548.0,1.0,0.0,8.0,9.0,2.0,20.0,3.0,720.0,15.0,13.0,8.0,1.0,6.0,0.0
2292922,12.0,2022-10-19 19:30:00,8,Chelsea,Away,192.0,24.0,,3.0,3.0,2.0,,370.0,2.0,,5.0,1.0,4.0,24.0,559.0,,,19.0,12.0,11.0,13.0,,,,,,,,,,,14.0,,,,,,1.0,7.0,1.0,4.0,10.0,,107.0,64.0,1.0,1.0,,1.0,8.0,6.0,4.0,,,2.0,8.0,5.0,,4.0,2.0,41.0,46.0,1.0,21.0,10.0,,,18.0,73.0,7.0,7.0,,,,,182.0,,,,,,,8.0,,,,,,,,1.0,10.0,,6.0,6.0,2.0,6.0,182.0,65.0,38.0,6.0,,3.0,10.0,5.0,637.0,,,1.0,4.0,,77.0,105.0,46.0,,,,,148.0,148.0,5.0,29.0,23.0,66.3,,,,1.0,12.0,0.0,,,,185.0,4.0,1.0,5.0,,3.0,,3.0,,,5.0,9.0,186.0,548.0,8.0,14.0,217.0,44.0,21.0,26.0,2.0,15.0,13.0,,239.0,7.0,454.0,,,19.0,4.0,60.0,,656.0,,0.0,14.0,17.0,6.0,21.0,0.0,850.0,37.0,13.0,11.0,2.0,8.0,0.0
2292931,13.0,2022-10-22 17:30:00,8,Chelsea,Home,184.0,18.0,1.0,4.0,3.0,,,143.0,8.0,1.0,4.0,,2.0,17.0,323.0,,,13.0,16.0,14.0,2.0,1.0,2.0,,,,,,,,,3.0,1.0,1.0,,,,5.0,6.0,7.0,4.0,2.0,,68.0,55.0,1.0,1.0,1.0,,7.0,1.0,6.0,,,6.0,11.0,5.0,,5.0,4.0,48.0,41.0,,18.0,5.0,,,22.0,50.0,8.0,10.0,,2.0,,,144.0,,,,,,,11.0,,,,,,,,,5.0,1.0,11.0,11.0,1.0,4.0,96.0,50.0,26.0,4.0,1.0,2.0,1.0,2.0,386.0,,,1.0,2.0,,47.0,61.0,28.0,,,,1.0,150.0,150.0,4.0,21.0,25.0,47.9,1.0,2.0,,,15.0,0.0,,,,106.0,2.0,3.0,5.0,,2.0,,3.0,,,4.0,14.0,74.0,300.0,7.0,3.0,211.0,42.0,18.0,20.0,4.0,20.0,16.0,,118.0,5.0,223.0,,1.0,12.0,4.0,50.0,2.0,414.0,,0.0,6.0,10.0,1.0,20.0,1.0,585.0,19.0,14.0,7.0,6.0,5.0,0.0
2292943,14.0,2022-10-29 15:00:00,8,Chelsea,Away,210.0,21.0,3.0,6.0,3.0,3.0,,237.0,8.0,2.0,5.0,1.0,6.0,20.0,441.0,,,21.0,11.0,12.0,10.0,,2.0,,,,,,2.0,,,13.0,,,,,,4.0,17.0,4.0,9.0,6.0,,79.0,54.0,1.0,,1.0,1.0,8.0,3.0,8.0,2.0,,7.0,7.0,3.0,,9.0,1.0,43.0,38.0,1.0,16.0,7.0,1.0,2.0,16.0,54.0,6.0,16.0,1.0,2.0,1.0,,174.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,,7.0,,7.0,7.0,1.0,5.0,131.0,60.0,43.0,8.0,,2.0,9.0,7.0,483.0,,,5.0,1.0,2.0,91.0,62.0,33.0,,,,,123.0,123.0,6.0,17.0,25.0,59.0,,,,,27.0,0.0,,,,129.0,5.0,2.0,5.0,,2.0,,5.0,,,5.0,8.0,111.0,414.0,8.0,11.0,229.0,34.0,16.0,11.0,7.0,18.0,11.0,,144.0,10.0,302.0,,2.0,6.0,6.0,36.0,,513.0,,0.0,15.0,8.0,1.0,23.0,2.0,708.0,33.0,18.0,2.0,7.0,4.0,0.0
2292951,15.0,2022-11-06 12:00:00,8,Chelsea,Home,165.0,17.0,1.0,1.0,,2.0,,99.0,10.0,1.0,5.0,2.0,4.0,19.0,263.0,,,14.0,13.0,17.0,2.0,1.0,2.0,,,,,,,,,3.0,,,,,,14.0,10.0,4.0,4.0,1.0,,62.0,60.0,,,,,10.0,3.0,11.0,,,4.0,8.0,1.0,,10.0,1.0,59.0,59.0,,19.0,14.0,,,20.0,51.0,19.0,13.0,,2.0,2.0,,145.0,,,,,,,15.0,,,,1.0,,,,1.0,14.0,,9.0,9.0,,5.0,77.0,59.0,27.0,6.0,,1.0,2.0,1.0,332.0,,,3.0,,,33.0,45.0,21.0,,,,,150.0,150.0,4.0,35.0,16.0,44.3,,,,1.0,18.0,0.0,,,,76.0,1.0,,1.0,,,,1.0,,,4.0,11.0,46.0,243.0,10.0,3.0,199.0,37.0,19.0,12.0,4.0,15.0,11.0,,87.0,7.0,176.0,1.0,1.0,16.0,4.0,59.0,3.0,360.0,1.0,0.0,5.0,24.0,,17.0,5.0,538.0,15.0,16.0,5.0,4.0,13.0,0.0
2292965,16.0,2022-11-12 17:30:00,8,Chelsea,Away,248.0,27.0,2.0,3.0,1.0,,1.0,151.0,5.0,,8.0,2.0,1.0,25.0,396.0,,,16.0,16.0,6.0,3.0,2.0,2.0,,,,,,,,,3.0,,,,,,8.0,8.0,2.0,4.0,1.0,,84.0,62.0,,,,1.0,2.0,1.0,3.0,,,3.0,8.0,4.0,,15.0,,52.0,49.0,1.0,20.0,10.0,,,22.0,45.0,11.0,13.0,,2.0,2.0,,163.0,,,,,,,6.0,,,,2.0,,,,1.0,10.0,,13.0,13.0,2.0,8.0,116.0,61.0,37.0,5.0,,2.0,3.0,2.0,447.0,,,4.0,2.0,,50.0,70.0,20.0,,,,,134.0,134.0,3.0,30.0,19.0,51.1,,,,,9.0,0.0,,,,108.0,2.0,,2.0,,,,2.0,,,5.0,9.0,66.0,376.0,2.0,5.0,277.0,46.0,20.0,15.0,3.0,17.0,14.0,,87.0,4.0,211.0,2.0,,16.0,2.0,53.0,,471.0,,0.0,5.0,23.0,,20.0,2.0,668.0,7.0,16.0,7.0,3.0,15.0,0.0
2292973,17.0,2022-12-27 17:30:00,8,Chelsea,Home,312.0,26.0,1.0,3.0,3.0,,1.0,188.0,5.0,,5.0,,6.0,31.0,497.0,1.0,,10.0,11.0,8.0,11.0,1.0,2.0,1.0,,,,,,,,12.0,,,,,1.0,6.0,4.0,5.0,11.0,4.0,,82.0,63.0,2.0,1.0,1.0,4.0,4.0,3.0,8.0,,1.0,6.0,11.0,1.0,,8.0,,44.0,41.0,4.0,24.0,12.0,,,19.0,38.0,8.0,10.0,1.0,3.0,1.0,,179.0,2.0,,2.0,2.0,,,6.0,,,2.0,,,,,,12.0,,6.0,6.0,,5.0,157.0,47.0,33.0,8.0,1.0,6.0,8.0,5.0,544.0,,,1.0,,,54.0,73.0,28.0,,,,,114.0,114.0,8.0,27.0,22.0,60.3,,,,,10.0,0.0,,,,145.0,1.0,3.0,4.0,,1.0,1.0,7.0,,,4.0,15.0,102.0,481.0,4.0,14.0,344.0,39.0,24.0,15.0,4.0,16.0,13.0,1.0,125.0,3.0,235.0,,,12.0,6.0,52.0,3.0,563.0,1.0,0.0,15.0,17.0,,11.0,0.0,740.0,29.0,14.0,6.0,6.0,10.0,0.0
2292986,18.0,2023-01-01 16:30:00,8,Chelsea,Away,344.0,15.0,,2.0,2.0,,,281.0,5.0,,7.0,4.0,5.0,20.0,623.0,,,20.0,6.0,7.0,5.0,,,,,,,,,,,6.0,,,,,1.0,8.0,8.0,4.0,6.0,1.0,,107.0,48.0,1.0,1.0,1.0,2.0,6.0,3.0,3.0,,,2.0,4.0,2.0,,7.0,3.0,41.0,46.0,2.0,18.0,8.0,,,21.0,56.0,14.0,16.0,1.0,3.0,2.0,,182.0,,,,,,,6.0,,,1.0,2.0,,,,,8.0,1.0,3.0,3.0,,7.0,192.0,67.0,47.0,1.0,,2.0,3.0,2.0,673.0,,,3.0,,,70.0,93.0,22.0,,,,,119.0,119.0,1.0,19.0,21.0,72.3,,2.0,,,13.0,0.0,,,,216.0,3.0,1.0,4.0,,1.0,,2.0,1.0,,5.0,12.0,79.0,600.0,6.0,5.0,365.0,31.0,18.0,18.0,2.0,10.0,8.0,,112.0,,342.0,2.0,,11.0,5.0,42.0,2.0,697.0,,0.0,7.0,16.0,2.0,20.0,2.0,867.0,17.0,17.0,7.0,2.0,9.0,0.0
2292993,19.0,2023-01-05 20:00:00,8,Chelsea,Home,292.0,14.0,,3.0,3.0,1.0,,182.0,6.0,,6.0,,3.0,14.0,471.0,1.0,,14.0,12.0,8.0,7.0,,1.0,2.0,,,,,,,,7.0,,,,,,4.0,7.0,5.0,6.0,2.0,,75.0,67.0,,,,,1.0,3.0,7.0,,,3.0,9.0,2.0,,12.0,1.0,47.0,55.0,,14.0,6.0,,1.0,25.0,38.0,9.0,9.0,,1.0,2.0,,168.0,,,,,,,7.0,,,,2.0,,,,,6.0,1.0,13.0,13.0,2.0,7.0,156.0,49.0,29.0,2.0,,3.0,4.0,2.0,535.0,,,3.0,1.0,,41.0,64.0,23.0,,,,,133.0,133.0,7.0,35.0,16.0,47.7,,,,,12.0,0.0,,,,154.0,,2.0,2.0,,1.0,2.0,3.0,,,5.0,11.0,98.0,458.0,1.0,7.0,327.0,27.0,14.0,17.0,3.0,16.0,13.0,2.0,129.0,6.0,242.0,2.0,,8.0,4.0,36.0,2.0,553.0,1.0,0.0,8.0,28.0,,16.0,2.0,730.0,13.0,13.0,10.0,3.0,11.0,0.0
2293003,20.0,2023-01-15 14:00:00,8,Chelsea,Home,242.0,15.0,2.0,8.0,6.0,1.0,,256.0,4.0,1.0,4.0,7.0,7.0,27.0,490.0,1.0,,13.0,16.0,31.0,6.0,1.0,4.0,,,,,,,,,9.0,,,,,2.0,7.0,5.0,5.0,13.0,2.0,,85.0,55.0,3.0,4.0,,2.0,14.0,5.0,12.0,,,11.0,18.0,3.0,,15.0,3.0,62.0,90.0,2.0,23.0,18.0,,,16.0,58.0,10.0,17.0,1.0,4.0,,,212.0,1.0,,1.0,,1.0,,7.0,,,,,,,,,18.0,,7.0,7.0,1.0,4.0,142.0,73.0,55.0,7.0,,3.0,5.0,5.0,549.0,,,3.0,,,85.0,85.0,40.0,,,,,155.0,155.0,6.0,28.0,17.0,62.5,,,,1.0,24.0,0.0,,,,140.0,3.0,2.0,5.0,,1.0,,5.0,,,4.0,7.0,124.0,463.0,14.0,8.0,269.0,25.0,23.0,18.0,7.0,28.0,21.0,,170.0,3.0,338.0,,1.0,16.0,8.0,46.0,3.0,579.0,2.0,0.0,15.0,33.0,1.0,14.0,2.0,816.0,34.0,18.0,9.0,11.0,18.0,0.0
2293016,21.0,2023-01-21 12:30:00,8,Chelsea,Away,310.0,25.0,1.0,5.0,4.0,,2.0,132.0,8.0,1.0,7.0,2.0,3.0,16.0,437.0,,1.0,16.0,12.0,18.0,8.0,2.0,1.0,,,,,,,,,8.0,,,1.0,,2.0,8.0,10.0,5.0,9.0,2.0,,67.0,67.0,4.0,4.0,,2.0,13.0,3.0,9.0,,1.0,5.0,5.0,5.0,,13.0,2.0,48.0,60.0,2.0,32.0,17.0,,1.0,19.0,46.0,9.0,16.0,,2.0,3.0,,182.0,,,,,,,9.0,,,,1.0,,,,,17.0,1.0,18.0,18.0,3.0,7.0,129.0,55.0,27.0,5.0,,6.0,4.0,2.0,509.0,,,6.0,1.0,,59.0,47.0,29.0,,,,,151.0,151.0,4.0,26.0,29.0,52.5,1.0,,,2.0,26.0,0.0,,,,162.0,2.0,1.0,3.0,,,,6.0,,,4.0,12.0,69.0,410.0,13.0,11.0,351.0,58.0,32.0,10.0,2.0,15.0,13.0,,108.0,,204.0,1.0,1.0,8.0,6.0,42.0,1.0,540.0,,0.0,11.0,21.0,1.0,20.0,1.0,776.0,25.0,14.0,5.0,5.0,8.0,0.0
2293023,22.0,2023-02-03 20:00:00,8,Chelsea,Home,370.0,21.0,2.0,2.0,,2.0,,200.0,6.0,,8.0,3.0,4.0,38.0,568.0,,1.0,18.0,12.0,13.0,7.0,2.0,2.0,2.0,,,,,,,,10.0,,,1.0,,,9.0,5.0,5.0,8.0,4.0,,85.0,75.0,1.0,2.0,,4.0,11.0,2.0,14.0,,,6.0,3.0,7.0,,12.0,2.0,60.0,56.0,4.0,14.0,8.0,,,30.0,69.0,16.0,12.0,,1.0,,,202.0,,,,,,,6.0,,,,,,,,1.0,8.0,1.0,9.0,9.0,,8.0,174.0,71.0,55.0,2.0,,4.0,5.0,3.0,643.0,,,3.0,,,57.0,86.0,26.0,,,,,153.0,153.0,4.0,30.0,33.0,66.9,1.0,,,,15.0,0.0,,,,201.0,2.0,2.0,4.0,,,2.0,7.0,,,5.0,13.0,98.0,549.0,11.0,9.0,406.0,33.0,14.0,14.0,6.0,16.0,10.0,2.0,134.0,4.0,272.0,,,9.0,5.0,54.0,3.0,662.0,,0.0,12.0,24.0,1.0,20.0,1.0,874.0,21.0,21.0,7.0,6.0,13.0,0.0
2293039,23.0,2023-02-11 12:30:00,8,Chelsea,Away,293.0,22.0,2.0,4.0,2.0,1.0,,308.0,5.0,1.0,4.0,2.0,4.0,21.0,597.0,1.0,1.0,15.0,15.0,18.0,4.0,2.0,2.0,,,,2.0,2.0,,,,8.0,,,,,,8.0,8.0,2.0,6.0,6.0,,93.0,46.0,1.0,,1.0,3.0,5.0,4.0,7.0,,1.0,6.0,11.0,3.0,,14.0,,56.0,61.0,3.0,17.0,13.0,,,13.0,56.0,11.0,9.0,,3.0,1.0,2.0,156.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,,13.0,,7.0,7.0,2.0,4.0,215.0,55.0,46.0,5.0,1.0,2.0,5.0,4.0,643.0,,,3.0,3.0,,45.0,107.0,33.0,,,,,123.0,123.0,4.0,23.0,15.0,71.8,,2.0,,1.0,14.0,0.0,,,,196.0,1.0,,1.0,,1.0,,4.0,,,4.0,8.0,132.0,581.0,5.0,7.0,318.0,31.0,17.0,22.0,6.0,21.0,15.0,,164.0,2.0,363.0,1.0,1.0,9.0,5.0,35.0,4.0,660.0,2.0,0.0,12.0,21.0,2.0,15.0,1.0,847.0,26.0,13.0,13.0,6.0,17.0,0.0
2293043,24.0,2023-02-18 15:00:00,8,Chelsea,Home,265.0,23.0,,2.0,2.0,2.0,,170.0,6.0,,5.0,2.0,4.0,27.0,433.0,,1.0,29.0,12.0,13.0,12.0,,4.0,,,,1.0,1.0,,1.0,,12.0,,,,,,9.0,4.0,4.0,10.0,7.0,,65.0,57.0,2.0,2.0,,,13.0,7.0,9.0,1.0,,8.0,7.0,4.0,,12.0,,67.0,72.0,,5.0,2.0,,1.0,19.0,49.0,16.0,25.0,,6.0,3.0,1.0,167.0,,,,,,,6.0,,,,,,,,,2.0,,8.0,8.0,,5.0,144.0,68.0,51.0,2.0,,4.0,8.0,5.0,472.0,,,1.0,3.0,,72.0,62.0,35.0,,,,,144.0,144.0,9.0,27.0,15.0,61.3,,,,,23.0,0.0,,,,128.0,3.0,1.0,3.0,,1.0,,5.0,1.0,,6.0,9.0,86.0,402.0,13.0,12.0,286.0,38.0,5.0,36.0,6.0,20.0,14.0,,120.0,3.0,238.0,,,6.0,5.0,40.0,3.0,504.0,,0.0,17.0,17.0,1.0,30.0,3.0,734.0,32.0,17.0,17.0,8.0,13.0,0.0
2293058,25.0,2023-02-26 13:30:00,8,Chelsea,Away,177.0,23.0,,,,1.0,,355.0,3.0,2.0,4.0,,7.0,27.0,532.0,,1.0,17.0,17.0,11.0,7.0,,1.0,,,,,,,,,9.0,,,,,,4.0,4.0,4.0,1.0,9.0,,88.0,61.0,,,,1.0,16.0,3.0,11.0,,1.0,4.0,6.0,5.0,,15.0,,65.0,50.0,1.0,23.0,8.0,,1.0,18.0,62.0,10.0,10.0,,1.0,1.0,,169.0,,,,,,,4.0,,,,,,,,,8.0,,12.0,12.0,1.0,4.0,182.0,46.0,40.0,4.0,,2.0,5.0,2.0,580.0,,,1.0,1.0,,137.0,87.0,26.0,,,,,124.0,124.0,4.0,27.0,25.0,58.8,,,,1.0,27.0,0.0,,,,157.0,1.0,,1.0,,,,5.0,,,5.0,8.0,159.0,517.0,16.0,7.0,194.0,39.0,23.0,23.0,4.0,16.0,12.0,,192.0,2.0,418.0,,2.0,5.0,7.0,42.0,2.0,596.0,,0.0,10.0,19.0,5.0,19.0,3.0,800.0,18.0,11.0,10.0,4.0,15.0,0.0
2293064,26.0,2023-03-04 15:00:00,8,Chelsea,Home,242.0,19.0,3.0,5.0,2.0,,,270.0,7.0,,4.0,2.0,7.0,26.0,507.0,,2.0,11.0,16.0,14.0,8.0,1.0,2.0,2.0,,1.0,,1.0,,,,10.0,,1.0,,,,9.0,9.0,2.0,9.0,4.0,,86.0,67.0,3.0,3.0,,2.0,13.0,2.0,11.0,,,5.0,9.0,4.0,1.0,7.0,1.0,61.0,58.0,2.0,13.0,7.0,,,22.0,70.0,11.0,7.0,,2.0,1.0,1.0,159.0,1.0,1.0,1.0,,1.0,,10.0,,,,,,,,,7.0,1.0,12.0,12.0,2.0,4.0,168.0,65.0,49.0,7.0,,6.0,4.0,3.0,561.0,,,3.0,2.0,,71.0,88.0,33.0,,,,,136.0,136.0,8.0,26.0,27.0,57.2,1.0,,,,22.0,0.0,,,,166.0,2.0,,2.0,,,2.0,8.0,,,5.0,14.0,112.0,494.0,13.0,10.0,260.0,41.0,13.0,27.0,5.0,19.0,14.0,2.0,145.0,1.0,338.0,,,10.0,8.0,46.0,2.0,579.0,,0.0,13.0,26.0,3.0,14.0,2.0,787.0,23.0,20.0,11.0,5.0,17.0,0.0
2293075,27.0,2023-03-11 15:00:00,8,Chelsea,Away,268.0,20.0,3.0,4.0,1.0,,,200.0,3.0,,6.0,1.0,3.0,21.0,464.0,,2.0,15.0,19.0,10.0,6.0,3.0,4.0,1.0,,,,,,,1.0,8.0,,,,1.0,,6.0,8.0,9.0,9.0,3.0,,109.0,70.0,2.0,1.0,1.0,1.0,17.0,3.0,18.0,1.0,2.0,5.0,5.0,,,5.0,2.0,62.0,52.0,1.0,18.0,6.0,1.0,,26.0,44.0,11.0,9.0,1.0,1.0,1.0,,175.0,3.0,,3.0,2.0,1.0,,5.0,,,2.0,,,,,1.0,6.0,1.0,9.0,9.0,,6.0,126.0,68.0,43.0,2.0,2.0,3.0,9.0,6.0,533.0,,,7.0,3.0,,46.0,80.0,17.0,,,,,129.0,129.0,6.0,30.0,24.0,51.6,1.0,,,1.0,28.0,0.0,,,,140.0,4.0,2.0,5.0,,3.0,1.0,3.0,,,5.0,12.0,71.0,453.0,17.0,12.0,307.0,40.0,18.0,19.0,5.0,11.0,6.0,1.0,96.0,3.0,254.0,1.0,,15.0,5.0,54.0,4.0,550.0,1.0,0.0,12.0,24.0,2.0,17.0,2.0,752.0,21.0,12.0,9.0,5.0,14.0,0.0
2293084,28.0,2023-03-18 17:30:00,8,Chelsea,Home,231.0,27.0,3.0,10.0,7.0,,1.0,234.0,6.0,,6.0,2.0,9.0,30.0,455.0,,,20.0,9.0,19.0,9.0,4.0,5.0,,,,,,,,,11.0,1.0,,,,3.0,6.0,7.0,5.0,16.0,4.0,,81.0,50.0,,,1.0,,6.0,10.0,6.0,,,8.0,14.0,6.0,,12.0,,43.0,57.0,,9.0,5.0,,,17.0,70.0,8.0,12.0,2.0,4.0,2.0,,172.0,,,,,,,8.0,,,1.0,,,,,,5.0,,8.0,8.0,,6.0,141.0,66.0,42.0,2.0,,2.0,11.0,7.0,520.0,,,4.0,4.0,,83.0,53.0,40.0,,,,1.0,144.0,144.0,4.0,23.0,16.0,68.9,,2.0,,,15.0,0.0,,,,148.0,,1.0,1.0,,2.0,,3.0,2.0,,4.0,6.0,109.0,438.0,6.0,13.0,259.0,47.0,9.0,19.0,7.0,29.0,22.0,,147.0,1.0,312.0,,,12.0,9.0,58.0,2.0,542.0,1.0,0.0,20.0,15.0,1.0,20.0,2.0,737.0,32.0,12.0,11.0,8.0,11.0,0.0
2293093,29.0,2023-04-01 17:30:00,8,Chelsea,Home,187.0,21.0,2.0,6.0,4.0,,,362.0,3.0,,5.0,3.0,8.0,38.0,543.0,,2.0,19.0,13.0,11.0,21.0,2.0,7.0,,,,,,,1.0,,19.0,,,1.0,,1.0,7.0,2.0,3.0,19.0,8.0,,99.0,62.0,2.0,3.0,,1.0,8.0,4.0,11.0,,1.0,13.0,12.0,10.0,,5.0,,62.0,63.0,1.0,4.0,1.0,1.0,,20.0,76.0,14.0,16.0,,5.0,5.0,,168.0,,,,,,,3.0,,,,,,,,,1.0,1.0,9.0,9.0,,5.0,152.0,67.0,52.0,2.0,,12.0,11.0,8.0,582.0,,,,1.0,,57.0,118.0,55.0,,,,,127.0,127.0,7.0,19.0,31.0,69.0,1.0,,,,16.0,0.0,,,,181.0,,,,,,,15.0,1.0,,4.0,10.0,180.0,526.0,8.0,23.0,198.0,41.0,4.0,37.0,12.0,39.0,27.0,,212.0,1.0,441.0,,,5.0,8.0,50.0,2.0,600.0,,0.0,27.0,18.0,2.0,20.0,3.0,815.0,51.0,9.0,18.0,13.0,13.0,0.0
2293109,30.0,2023-04-08 15:00:00,8,Chelsea,Away,191.0,25.0,1.0,6.0,5.0,,,258.0,6.0,,8.0,,4.0,14.0,443.0,1.0,,21.0,9.0,16.0,11.0,1.0,2.0,,,,,,,,,9.0,,,,,2.0,6.0,6.0,3.0,8.0,5.0,,75.0,60.0,,,,3.0,9.0,8.0,11.0,,,8.0,15.0,8.0,,13.0,,51.0,71.0,3.0,27.0,16.0,,,22.0,56.0,10.0,14.0,,3.0,1.0,,174.0,,,,,,,6.0,,,,,,,,1.0,16.0,,3.0,3.0,,8.0,148.0,45.0,33.0,8.0,,4.0,8.0,1.0,506.0,,,2.0,,,52.0,80.0,38.0,,,,,155.0,155.0,3.0,29.0,19.0,62.4,,,,1.0,29.0,0.0,,,,133.0,3.0,,3.0,,1.0,,4.0,1.0,,5.0,13.0,122.0,420.0,9.0,12.0,231.0,43.0,27.0,23.0,8.0,32.0,24.0,,157.0,3.0,331.0,,,6.0,5.0,34.0,1.0,530.0,2.0,0.0,13.0,27.0,,23.0,5.0,765.0,30.0,17.0,14.0,8.0,15.0,0.0
2293111,31.0,2023-04-15 15:00:00,8,Chelsea,Home,230.0,18.0,,3.0,3.0,1.0,,103.0,5.0,2.0,9.0,1.0,3.0,15.0,330.0,,1.0,14.0,8.0,9.0,3.0,,1.0,,,,,,,,,7.0,,,1.0,,,7.0,17.0,9.0,4.0,4.0,,61.0,57.0,,,,,10.0,1.0,16.0,,,2.0,8.0,2.0,,13.0,4.0,59.0,47.0,,18.0,10.0,,1.0,26.0,30.0,11.0,11.0,,2.0,1.0,,130.0,1.0,,,1.0,,,10.0,,,1.0,1.0,,,,,10.0,1.0,13.0,13.0,4.0,9.0,115.0,41.0,20.0,8.0,1.0,3.0,1.0,2.0,380.0,,,4.0,,,47.0,37.0,22.0,,,,,116.0,116.0,4.0,26.0,15.0,42.7,1.0,3.0,,,20.0,0.0,,,,99.0,5.0,3.0,9.0,,,,5.0,,,5.0,14.0,52.0,312.0,10.0,4.0,256.0,43.0,18.0,20.0,2.0,13.0,11.0,,78.0,5.0,162.0,1.0,2.0,9.0,4.0,44.0,1.0,405.0,2.0,0.0,8.0,18.0,1.0,14.0,2.0,601.0,19.0,6.0,9.0,2.0,13.0,0.0
