matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059710,1.0,2019-08-11 16:30:00,8,Chelsea,Away,208.0,8.0,2.0,4.0,2.0,1.0,,238.0,1.0,,2.0,3.0,3.0,15.0,442.0,,,21.0,13.0,9.0,12.0,3.0,3.0,,,,,,,,,,,14.0,,,2.0,,1.0,10.0,7.0,4.0,9.0,9.0,,88.0,61.0,,1.0,,3.0,23.0,4.0,14.0,,1.0,5.0,9.0,4.0,,5.0,1.0,55.0,58.0,3.0,11.0,4.0,,1.0,48.0,13.0,15.0,,,1.0,1.0,,129.0,,,,,,,2.0,,,,,,,,1.0,4.0,2.0,15.0,15.0,,2.0,161.0,51.0,40.0,3.0,,6.0,9.0,7.0,500.0,,,4.0,,,87.0,58.0,27.0,1.0,1.0,1.0,,133.0,133.0,7.0,21.0,31.0,53.8,2.0,,,1.0,23.0,0.0,,,,145.0,,1.0,1.0,,,7.0,1.0,3.0,109.0,421.0,12.0,15.0,237.0,29.0,11.0,24.0,5.0,19.0,14.0,,144.0,1.0,305.0,,,13.0,3.0,38.0,,523.0,,0.0,18.0,21.0,1.0,23.0,4.0,730.0,15.0,19.0,13.0,5.0,9.0,0.0
1059715,2.0,2019-08-18 16:30:00,8,Chelsea,Home,178.0,27.0,1.0,7.0,6.0,2.0,1.0,188.0,9.0,3.0,5.0,2.0,9.0,21.0,359.0,,,17.0,13.0,23.0,11.0,,1.0,,,1.0,,,1.0,,1.0,,,11.0,,,,,1.0,4.0,6.0,6.0,9.0,5.0,,71.0,71.0,1.0,1.0,,2.0,31.0,2.0,13.0,,,4.0,5.0,9.0,,20.0,1.0,64.0,72.0,2.0,23.0,9.0,,,47.0,9.0,14.0,,,2.0,2.0,1.0,152.0,,,,,,,9.0,,,1.0,1.0,,,,,9.0,,10.0,10.0,1.0,5.0,126.0,51.0,33.0,5.0,1.0,5.0,6.0,5.0,429.0,,,1.0,1.0,,76.0,58.0,32.0,,,,,167.0,167.0,3.0,27.0,36.0,50.2,,2.0,,,31.0,0.0,,,,105.0,2.0,,2.0,,,7.0,,3.0,89.0,337.0,13.0,11.0,217.0,45.0,23.0,19.0,4.0,20.0,16.0,,123.0,6.0,257.0,1.0,3.0,16.0,9.0,46.0,3.0,454.0,,0.0,14.0,25.0,1.0,25.0,1.0,692.0,19.0,18.0,10.0,4.0,14.0,0.0
1059727,3.0,2019-08-24 12:30:00,8,Chelsea,Away,208.0,27.0,2.0,5.0,4.0,2.0,,254.0,1.0,1.0,5.0,2.0,7.0,22.0,457.0,,1.0,21.0,12.0,17.0,16.0,1.0,2.0,1.0,,,,,,,,,,21.0,,,,,,5.0,5.0,1.0,12.0,11.0,,72.0,69.0,2.0,1.0,1.0,,23.0,10.0,5.0,,2.0,8.0,6.0,4.0,,13.0,2.0,39.0,72.0,,9.0,2.0,,,51.0,9.0,8.0,3.0,,2.0,2.0,,157.0,3.0,,2.0,3.0,,1.0,3.0,,,3.0,,,,,2.0,2.0,,11.0,11.0,,5.0,169.0,54.0,35.0,1.0,,5.0,15.0,8.0,528.0,,,,2.0,,81.0,59.0,37.0,,,,,142.0,142.0,6.0,24.0,33.0,53.4,,,,,23.0,0.0,,,,145.0,2.0,1.0,3.0,2.0,1.0,5.0,,3.0,135.0,445.0,7.0,20.0,238.0,43.0,9.0,24.0,7.0,18.0,12.0,2.0,175.0,3.0,323.0,,1.0,15.0,9.0,40.0,,543.0,,0.0,23.0,26.0,1.0,27.0,1.0,766.0,32.0,19.0,21.0,8.0,18.0,0.0
1059734,4.0,2019-08-31 15:00:00,8,Chelsea,Home,415.0,21.0,1.0,3.0,2.0,3.0,,215.0,8.0,,5.0,2.0,3.0,38.0,627.0,,1.0,19.0,23.0,20.0,8.0,1.0,1.0,,,,,,1.0,1.0,,,,10.0,,,,,1.0,5.0,4.0,5.0,8.0,5.0,,102.0,57.0,2.0,2.0,2.0,3.0,9.0,3.0,7.0,,,3.0,6.0,4.0,,10.0,1.0,51.0,62.0,3.0,15.0,8.0,,1.0,47.0,6.0,11.0,2.0,,2.0,1.0,1.0,195.0,,,,,,,8.0,,,2.0,,,,,,8.0,,14.0,14.0,1.0,6.0,209.0,77.0,45.0,4.0,,4.0,5.0,5.0,699.0,,,1.0,,1.0,64.0,77.0,17.0,,,,,133.0,133.0,2.0,30.0,20.0,62.3,,2.0,,,9.0,0.0,,,,213.0,,1.0,2.0,3.0,,5.0,,3.0,92.0,608.0,5.0,9.0,445.0,46.0,15.0,21.0,3.0,14.0,11.0,,121.0,4.0,288.0,,,14.0,5.0,69.0,2.0,719.0,,0.0,13.0,16.0,5.0,20.0,0.0,898.0,22.0,11.0,16.0,3.0,7.0,0.0
1059751,5.0,2019-09-14 15:00:00,8,Chelsea,Away,296.0,26.0,1.0,4.0,3.0,3.0,2.0,180.0,5.0,,6.0,6.0,7.0,27.0,472.0,,1.0,23.0,17.0,22.0,5.0,3.0,2.0,,,,,,,1.0,,,,11.0,,,,,2.0,6.0,9.0,3.0,14.0,1.0,,98.0,65.0,4.0,3.0,2.0,2.0,15.0,2.0,13.0,,,5.0,6.0,2.0,1.0,12.0,2.0,57.0,65.0,2.0,28.0,15.0,,,35.0,11.0,8.0,4.0,,2.0,2.0,,163.0,3.0,,2.0,3.0,,,7.0,,,4.0,1.0,,,,1.0,15.0,,17.0,17.0,1.0,6.0,136.0,62.0,38.0,7.0,,6.0,5.0,6.0,537.0,,,3.0,1.0,1.0,62.0,70.0,28.0,,,,,135.0,135.0,5.0,28.0,25.0,54.7,,,,,15.0,0.0,,,,158.0,2.0,1.0,3.0,2.0,,7.0,1.0,3.0,84.0,458.0,7.0,11.0,323.0,44.0,28.0,20.0,4.0,14.0,10.0,,111.0,7.0,246.0,1.0,,15.0,8.0,53.0,1.0,555.0,,0.0,15.0,20.0,1.0,26.0,2.0,781.0,26.0,20.0,15.0,5.0,14.0,0.0
1059754,6.0,2019-09-22 16:30:00,8,Chelsea,Home,210.0,35.0,1.0,6.0,5.0,3.0,,190.0,1.0,1.0,5.0,7.0,5.0,43.0,394.0,,1.0,32.0,18.0,20.0,9.0,1.0,3.0,,,,,,,,,,1.0,10.0,,,,,,4.0,4.0,2.0,7.0,6.0,,72.0,68.0,2.0,2.0,,,19.0,3.0,8.0,,1.0,6.0,13.0,7.0,,9.0,1.0,44.0,55.0,,10.0,3.0,,,55.0,8.0,13.0,,,2.0,1.0,,187.0,1.0,,,1.0,,,5.0,,,1.0,1.0,,,,1.0,3.0,,15.0,15.0,1.0,5.0,115.0,72.0,46.0,4.0,1.0,7.0,4.0,2.0,471.0,,,1.0,3.0,,70.0,61.0,44.0,,,,,162.0,162.0,5.0,31.0,26.0,55.0,,,,,19.0,0.0,,,,118.0,1.0,,1.0,2.0,,8.0,,3.0,108.0,380.0,10.0,11.0,242.0,59.0,10.0,9.0,5.0,26.0,21.0,,149.0,5.0,276.0,1.0,1.0,16.0,6.0,69.0,7.0,492.0,,0.0,13.0,15.0,4.0,34.0,3.0,713.0,18.0,21.0,7.0,6.0,8.0,0.0
1059764,7.0,2019-09-28 15:00:00,8,Chelsea,Home,271.0,29.0,1.0,3.0,2.0,1.0,,218.0,5.0,,2.0,,5.0,20.0,486.0,,1.0,17.0,10.0,9.0,16.0,,2.0,,,,,,,,,,2.0,21.0,1.0,,,,,1.0,5.0,3.0,16.0,8.0,,80.0,57.0,6.0,7.0,1.0,,8.0,10.0,7.0,,1.0,5.0,7.0,1.0,,12.0,,42.0,44.0,,15.0,8.0,,,47.0,5.0,11.0,1.0,,3.0,1.0,,166.0,1.0,,,1.0,,,9.0,,,1.0,1.0,,,,,8.0,1.0,13.0,13.0,,2.0,169.0,62.0,38.0,2.0,1.0,4.0,13.0,10.0,543.0,,,3.0,1.0,,56.0,67.0,27.0,,,,1.0,131.0,131.0,8.0,19.0,26.0,52.6,,,,,8.0,0.0,,,,153.0,,1.0,1.0,1.0,,4.0,,3.0,120.0,466.0,6.0,18.0,285.0,46.0,15.0,15.0,3.0,12.0,9.0,,158.0,4.0,295.0,1.0,,6.0,5.0,42.0,1.0,568.0,,0.0,24.0,18.0,2.0,19.0,2.0,760.0,34.0,15.0,6.0,5.0,9.0,0.0
1059779,8.0,2019-10-06 14:00:00,8,Chelsea,Away,209.0,22.0,1.0,2.0,1.0,3.0,,188.0,3.0,,3.0,5.0,4.0,24.0,395.0,,1.0,28.0,17.0,22.0,5.0,2.0,2.0,2.0,,,,,,,,,2.0,11.0,,,,,,7.0,6.0,4.0,7.0,6.0,,95.0,77.0,4.0,2.0,2.0,2.0,21.0,2.0,11.0,1.0,,4.0,5.0,1.0,,11.0,,64.0,51.0,2.0,19.0,12.0,,1.0,63.0,15.0,7.0,1.0,,2.0,2.0,,198.0,4.0,,3.0,4.0,,1.0,7.0,,,4.0,,,,,,12.0,,14.0,14.0,,3.0,110.0,85.0,40.0,3.0,2.0,3.0,8.0,7.0,507.0,,,2.0,3.0,,67.0,76.0,25.0,,,,,180.0,180.0,5.0,36.0,30.0,56.7,,,,,21.0,0.0,,,,125.0,1.0,1.0,1.0,,2.0,4.0,,3.0,78.0,382.0,9.0,11.0,249.0,45.0,19.0,15.0,1.0,9.0,8.0,3.0,123.0,6.0,288.0,,,26.0,5.0,64.0,,528.0,1.0,0.0,13.0,19.0,1.0,33.0,1.0,715.0,22.0,9.0,3.0,5.0,12.0,0.0
1059784,9.0,2019-10-19 15:00:00,8,Chelsea,Home,215.0,20.0,4.0,5.0,1.0,1.0,,342.0,4.0,,6.0,4.0,12.0,29.0,552.0,,,24.0,18.0,23.0,7.0,4.0,4.0,,,,,,1.0,,,,,10.0,,,,,1.0,6.0,3.0,2.0,15.0,1.0,,81.0,56.0,3.0,4.0,,,16.0,4.0,7.0,,,11.0,8.0,6.0,1.0,8.0,,45.0,71.0,,16.0,11.0,,,71.0,9.0,12.0,,,5.0,3.0,1.0,144.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,,11.0,1.0,8.0,8.0,,6.0,215.0,67.0,46.0,,,3.0,9.0,8.0,618.0,,,1.0,2.0,,124.0,104.0,43.0,,,,,143.0,143.0,7.0,17.0,26.0,71.1,,,,,16.0,0.0,,,,194.0,,,,,,4.0,1.0,3.0,151.0,537.0,7.0,12.0,232.0,35.0,16.0,18.0,10.0,27.0,17.0,,194.0,3.0,429.0,1.0,,11.0,13.0,46.0,1.0,634.0,,0.0,16.0,23.0,1.0,29.0,2.0,851.0,37.0,19.0,14.0,11.0,12.0,0.0
1059794,10.0,2019-10-26 17:30:00,8,Chelsea,Away,326.0,20.0,,4.0,4.0,1.0,,267.0,6.0,,4.0,4.0,12.0,33.0,589.0,,,19.0,21.0,16.0,9.0,,4.0,1.0,,,,,1.0,,,,,10.0,,,,,1.0,2.0,10.0,3.0,9.0,7.0,,131.0,68.0,,,,2.0,10.0,7.0,11.0,,1.0,6.0,9.0,3.0,,12.0,1.0,53.0,44.0,2.0,20.0,14.0,,,43.0,8.0,7.0,,,2.0,1.0,1.0,212.0,3.0,,1.0,2.0,1.0,1.0,11.0,,,3.0,,,,,,14.0,,11.0,11.0,1.0,5.0,177.0,78.0,45.0,5.0,4.0,2.0,10.0,7.0,667.0,,,3.0,3.0,,117.0,51.0,23.0,,,,,152.0,152.0,2.0,32.0,26.0,63.3,,,,,10.0,0.0,,,,171.0,2.0,1.0,3.0,,1.0,2.0,1.0,3.0,116.0,570.0,4.0,12.0,368.0,43.0,20.0,12.0,3.0,16.0,13.0,2.0,138.0,3.0,339.0,,,11.0,13.0,56.0,,691.0,1.0,0.0,16.0,13.0,,22.0,2.0,882.0,25.0,15.0,8.0,6.0,5.0,0.0
