matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2444478,1,2024-08-18 16:30:00,8,Chelsea,Home,215.0,18.0,1.0,6.0,5.0,1.0,,227.0,6.0,1.0,4.0,3.0,9.0,17.0,436.0,,,15.0,5.0,3.0,9.0,,1.0,1.0,,,,,,,9.0,,,,,,,6.0,6.0,5.0,6.0,4.0,71.0,47.0,1.0,1.0,,,7.0,4.0,15.0,,,4.0,7.0,8.0,,9.0,3.0,48.0,36.0,,13.0,5.0,,1.0,,,,,,47.0,12.0,9.0,,,,,,125.0,,,,,,,6.0,,1.0,,5.0,,10.0,10.0,4.0,4.0,149.0,46.0,29.0,3.0,,3.0,6.0,3.0,470.0,3.0,1.0,66.0,33.0,23.0,,,,,,97.0,97.0,7.0,24.0,12.0,48.2,,,,,10.0,0.0,145.0,2.0,1.0,3.0,,1.0,1.0,3.0,,,4.0,120.0,417.0,7.0,9.0,236.0,30.0,13.0,11.0,3.0,18.0,15.0,,1.0,144.0,3.0,272.0,1.0,1.0,11.0,9.0,35.0,2.0,490.0,2.0,0.0,10.0,20.0,2.0,17.0,1.0,658.0,26.0,10.0,4.0,4.0,14.0,0.0
2444489,2,2024-08-25 14:00:00,8,Chelsea,Away,261.0,15.0,,1.0,1.0,1.0,,166.0,9.0,1.0,5.0,1.0,9.0,23.0,426.0,,1.0,13.0,8.0,5.0,7.0,,1.0,3.0,,,,1.0,,,12.0,,,,,1.0,,6.0,8.0,4.0,10.0,4.0,76.0,45.0,4.0,1.0,4.0,2.0,9.0,3.0,8.0,,,5.0,4.0,3.0,,10.0,,48.0,41.0,2.0,18.0,8.0,,2.0,,,,,,41.0,13.0,13.0,1.0,,5.0,1.0,1.0,140.0,5.0,,4.0,5.0,,1.0,11.0,5.0,2.0,,8.0,1.0,9.0,9.0,,5.0,138.0,51.0,32.0,5.0,4.0,3.0,9.0,8.0,464.0,2.0,,69.0,33.0,18.0,,,,,,112.0,112.0,5.0,11.0,23.0,60.4,1.0,,,,19.0,0.0,141.0,,2.0,2.0,,,3.0,3.0,,1.0,5.0,86.0,399.0,9.0,12.0,280.0,27.0,18.0,18.0,3.0,11.0,8.0,,4.0,113.0,1.0,226.0,2.0,1.0,8.0,12.0,44.0,1.0,495.0,1.0,0.0,14.0,14.0,1.0,13.0,3.0,664.0,21.0,13.0,9.0,5.0,11.0,0.0
2444492,3,2024-09-01 13:30:00,8,Chelsea,Home,268.0,13.0,2.0,3.0,1.0,,1.0,267.0,1.0,2.0,4.0,2.0,4.0,26.0,532.0,,1.0,14.0,7.0,10.0,7.0,2.0,2.0,4.0,,,1.0,1.0,,,9.0,,,,,,1.0,6.0,4.0,5.0,8.0,5.0,80.0,51.0,4.0,4.0,1.0,1.0,8.0,1.0,6.0,,,4.0,11.0,2.0,,6.0,1.0,41.0,47.0,1.0,17.0,3.0,,,,,,,,76.0,9.0,13.0,1.0,,3.0,2.0,1.0,159.0,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,3.0,1.0,8.0,8.0,,5.0,184.0,65.0,51.0,5.0,,5.0,5.0,7.0,575.0,5.0,,84.0,73.0,32.0,,,,,,116.0,116.0,4.0,20.0,22.0,62.8,,2.0,,,15.0,0.0,167.0,,2.0,2.0,,,4.0,5.0,,,3.0,116.0,519.0,8.0,10.0,276.0,24.0,17.0,24.0,4.0,19.0,15.0,101508.2,5.0,157.0,,333.0,1.0,2.0,8.0,5.0,41.0,,590.0,1.0,0.0,13.0,13.0,3.0,14.0,4.0,781.0,20.0,22.0,11.0,4.0,7.0,0.0
2444500,4,2024-09-14 20:00:00,8,Chelsea,Away,293.0,13.0,,1.0,1.0,2.0,,202.0,9.0,1.0,6.0,1.0,13.0,19.0,494.0,,1.0,21.0,15.0,11.0,7.0,,2.0,,,,,,,,8.0,,,,,,,6.0,10.0,9.0,6.0,4.0,106.0,56.0,1.0,,1.0,,4.0,4.0,9.0,,,3.0,2.0,2.0,,8.0,4.0,47.0,51.0,,18.0,11.0,,,0.492805,0.772,,1.1734,2.4786,50.0,9.0,16.0,,,2.0,2.0,,194.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,11.0,,6.0,6.0,,6.0,123.0,64.0,37.0,6.0,,3.0,5.0,3.0,548.0,4.0,3.0,65.0,63.0,17.0,,1.0,1.0,1.0,,133.0,133.0,3.0,21.0,22.0,66.7,,,,1.0,10.0,0.0,156.0,5.0,2.0,7.0,,1.0,,3.0,,1.0,4.0,96.0,466.0,4.0,8.0,331.0,27.0,18.0,18.0,2.0,8.0,6.0,106013.66,,125.0,4.0,256.0,2.0,1.0,17.0,14.0,47.0,3.0,579.0,1.0,0.0,10.0,12.0,1.0,23.0,8.0,774.0,21.0,19.0,12.0,3.0,7.0,0.0
2444519,5,2024-09-21 12:30:00,8,Chelsea,Away,282.0,17.0,1.0,3.0,2.0,1.0,,114.0,6.0,2.0,8.0,4.0,12.0,23.0,393.0,,2.0,6.0,10.0,10.0,9.0,,,2.0,,,,,,2.0,12.0,,,,,,,6.0,8.0,7.0,11.0,1.0,85.0,49.0,5.0,2.0,3.0,3.0,4.0,3.0,9.0,,,5.0,3.0,2.0,,11.0,,43.0,52.0,3.0,34.0,21.0,,1.0,,,,,,37.0,9.0,17.0,2.0,,,,,164.0,3.0,,2.0,3.0,,1.0,7.0,3.0,3.0,,21.0,,8.0,8.0,,8.0,95.0,47.0,29.0,6.0,1.0,4.0,8.0,5.0,425.0,5.0,,37.0,42.0,15.0,,,,,,94.0,94.0,2.0,20.0,15.0,47.0,,,,2.0,10.0,0.0,110.0,5.0,2.0,7.0,,,2.0,4.0,,,5.0,68.0,367.0,4.0,12.0,304.0,25.0,34.0,11.0,3.0,8.0,5.0,101116.15,3.0,91.0,3.0,158.0,3.0,3.0,17.0,12.0,47.0,1.0,454.0,,0.0,12.0,19.0,6.0,8.0,2.0,638.0,32.0,9.0,6.0,5.0,9.0,0.0
2444523,6,2024-09-28 15:00:00,8,Chelsea,Home,226.0,12.0,2.0,3.0,1.0,1.0,,65.0,6.0,4.0,10.0,1.0,6.0,19.0,288.0,,5.0,11.0,12.0,7.0,10.0,,2.0,,1.0,,,1.0,,2.0,11.0,1.0,,,,1.0,,6.0,8.0,7.0,13.0,2.0,61.0,67.0,6.0,5.0,2.0,3.0,10.0,3.0,11.0,,,8.0,3.0,1.0,,4.0,2.0,49.0,51.0,3.0,17.0,7.0,2.0,,,,,,,38.0,11.0,8.0,,1.0,2.0,,1.0,139.0,2.0,,2.0,2.0,,,8.0,2.0,,,7.0,2.0,7.0,7.0,1.0,10.0,86.0,39.0,15.0,2.0,4.0,4.0,8.0,7.0,354.0,5.0,2.0,22.0,25.0,22.0,,,,,1.0,132.0,132.0,8.0,26.0,19.0,41.1,1.0,,3.0,,20.0,0.0,90.0,1.0,2.0,4.0,,,,5.0,,,5.0,39.0,272.0,10.0,12.0,268.0,28.0,17.0,27.0,7.0,11.0,4.0,108226.02,,72.0,2.0,119.0,,4.0,19.0,6.0,48.0,6.0,376.0,,0.0,15.0,22.0,6.0,11.0,3.0,572.0,27.0,11.0,15.0,8.0,13.0,0.0
2444534,7,2024-10-06 14:00:00,8,Chelsea,Home,195.0,14.0,,5.0,5.0,,,329.0,3.0,1.0,7.0,3.0,10.0,21.0,519.0,2.0,1.0,12.0,16.0,14.0,16.0,,4.0,1.0,,,,,,,18.0,,,,,,,6.0,9.0,7.0,14.0,8.0,83.0,48.0,3.0,3.0,,1.0,8.0,5.0,9.0,,,11.0,15.0,8.0,,8.0,3.0,47.0,48.0,1.0,17.0,8.0,,1.0,,,,,,70.0,12.0,10.0,,,1.0,,,175.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,1.0,8.0,1.0,8.0,8.0,,8.0,171.0,63.0,48.0,3.0,1.0,8.0,9.0,8.0,566.0,6.0,,59.0,88.0,45.0,,,,,,120.0,120.0,7.0,17.0,15.0,66.1,,,1.0,,21.0,0.0,162.0,5.0,3.0,8.0,,,1.0,9.0,,,5.0,189.0,496.0,8.0,17.0,211.0,24.0,17.0,15.0,6.0,29.0,23.0,105994.17,1.0,234.0,,409.0,1.0,1.0,13.0,11.0,42.0,1.0,591.0,3.0,0.0,22.0,14.0,3.0,12.0,6.0,782.0,51.0,10.0,11.0,11.0,10.0,0.0
2444543,8,2024-10-20 16:30:00,8,Chelsea,Away,259.0,18.0,,4.0,4.0,1.0,1.0,221.0,4.0,1.0,6.0,1.0,6.0,22.0,476.0,,2.0,13.0,6.0,10.0,6.0,1.0,,,,,,1.0,,1.0,10.0,,,,,1.0,1.0,6.0,7.0,2.0,9.0,3.0,97.0,48.0,2.0,2.0,1.0,1.0,7.0,4.0,5.0,,1.0,5.0,5.0,8.0,,8.0,,49.0,44.0,1.0,11.0,5.0,,,,,,,,56.0,13.0,12.0,1.0,,2.0,2.0,1.0,169.0,1.0,,1.0,1.0,,,4.0,1.0,,,5.0,1.0,8.0,8.0,1.0,6.0,135.0,62.0,42.0,1.0,,5.0,3.0,2.0,517.0,,1.0,71.0,67.0,29.0,1.0,1.0,1.0,,,118.0,118.0,3.0,22.0,14.0,57.5,1.0,,,,14.0,0.0,141.0,2.0,1.0,3.0,,1.0,,6.0,,,5.0,104.0,453.0,7.0,8.0,280.0,33.0,11.0,27.0,2.0,17.0,15.0,,,138.0,3.0,279.0,,1.0,10.0,7.0,44.0,,542.0,,0.0,12.0,12.0,2.0,14.0,3.0,710.0,26.0,12.0,10.0,6.0,10.0,0.0
2444554,9,2024-10-27 14:00:00,8,Chelsea,Home,177.0,14.0,1.0,5.0,4.0,1.0,,216.0,6.0,1.0,1.0,3.0,5.0,26.0,388.0,,1.0,10.0,14.0,13.0,12.0,,2.0,2.0,,,,,,,15.0,,,,1.0,,,7.0,9.0,2.0,12.0,5.0,62.0,52.0,1.0,,1.0,2.0,11.0,4.0,6.0,1.0,2.0,7.0,10.0,3.0,,6.0,,46.0,47.0,2.0,23.0,13.0,,,,,,,,65.0,13.0,15.0,1.0,,,,,133.0,2.0,,1.0,2.0,,1.0,8.0,2.0,1.0,,13.0,1.0,16.0,16.0,1.0,2.0,138.0,64.0,29.0,4.0,1.0,5.0,9.0,7.0,431.0,4.0,2.0,56.0,55.0,22.0,,,,,,117.0,117.0,10.0,15.0,20.0,50.4,1.0,,,,18.0,0.0,126.0,2.0,,1.0,,2.0,2.0,6.0,,,4.0,115.0,365.0,11.0,14.0,196.0,24.0,23.0,14.0,7.0,20.0,13.0,,3.0,146.0,4.0,283.0,1.0,1.0,22.0,5.0,62.0,2.0,459.0,,0.0,17.0,12.0,3.0,12.0,6.0,651.0,31.0,11.0,7.0,7.0,8.0,0.0
2444564,10,2024-11-03 16:30:00,8,Chelsea,Away,222.0,10.0,1.0,1.0,,,,176.0,2.0,1.0,5.0,2.0,6.0,16.0,397.0,1.0,1.0,11.0,8.0,17.0,7.0,1.0,4.0,1.0,,,,,,,7.0,,,,,1.0,1.0,6.0,8.0,3.0,8.0,4.0,66.0,46.0,1.0,1.0,,,9.0,5.0,10.0,,,8.0,9.0,3.0,,13.0,,53.0,71.0,,19.0,6.0,,1.0,,,,,,47.0,14.0,19.0,,,2.0,1.0,,145.0,,,,,,,3.0,,1.0,1.0,6.0,1.0,7.0,7.0,1.0,5.0,139.0,60.0,34.0,4.0,1.0,3.0,5.0,3.0,446.0,3.0,2.0,34.0,49.0,26.0,1.0,1.0,1.0,,,132.0,132.0,3.0,20.0,18.0,54.0,1.0,,1.0,2.0,23.0,0.0,125.0,2.0,1.0,3.0,,,1.0,4.0,,,3.0,83.0,369.0,9.0,8.0,245.0,25.0,19.0,24.0,6.0,19.0,13.0,,1.0,115.0,2.0,249.0,1.0,1.0,14.0,7.0,40.0,,475.0,1.0,0.0,12.0,20.0,2.0,13.0,2.0,669.0,30.0,10.0,15.0,8.0,11.0,0.0
2444572,11,2024-11-10 16:30:00,8,Chelsea,Home,200.0,14.0,,5.0,5.0,1.0,,163.0,8.0,1.0,4.0,3.0,8.0,24.0,358.0,,,9.0,10.0,9.0,12.0,,1.0,2.0,,1.0,,3.0,,,12.0,,,,,,1.0,6.0,8.0,5.0,5.0,12.0,58.0,43.0,1.0,1.0,,1.0,7.0,8.0,8.0,,,4.0,8.0,3.0,,8.0,,43.0,47.0,1.0,18.0,8.0,1.0,1.0,,,,,,44.0,12.0,12.0,,,3.0,,3.0,127.0,1.0,,,1.0,,,8.0,1.0,1.0,,8.0,,7.0,7.0,,4.0,124.0,45.0,27.0,3.0,1.0,5.0,8.0,3.0,392.0,6.0,,45.0,40.0,18.0,,,,,,95.0,95.0,2.0,18.0,18.0,49.3,,,1.0,1.0,13.0,0.0,110.0,2.0,,2.0,,,2.0,6.0,,,4.0,73.0,335.0,7.0,13.0,224.0,27.0,18.0,12.0,3.0,14.0,11.0,,2.0,98.0,2.0,209.0,1.0,1.0,19.0,9.0,50.0,1.0,419.0,2.0,0.0,17.0,19.0,,9.0,4.0,583.0,22.0,11.0,7.0,4.0,16.0,0.0
2444586,12,2024-11-23 12:30:00,8,Chelsea,Away,235.0,14.0,,2.0,2.0,2.0,,295.0,3.0,1.0,3.0,2.0,6.0,19.0,528.0,,,12.0,7.0,8.0,9.0,1.0,3.0,1.0,,,,,,,13.0,,,,,,,6.0,4.0,,11.0,5.0,88.0,47.0,2.0,2.0,2.0,1.0,7.0,3.0,6.0,,,9.0,5.0,4.0,,4.0,,42.0,51.0,1.0,11.0,3.0,,,,,,,,67.0,12.0,15.0,1.0,,2.0,,,191.0,1.0,,1.0,1.0,,,4.0,2.0,,1.0,3.0,,9.0,9.0,,3.0,165.0,69.0,47.0,2.0,1.0,3.0,8.0,7.0,582.0,1.0,1.0,69.0,63.0,30.0,1.0,1.0,1.0,,,133.0,133.0,4.0,13.0,27.0,63.3,,,,1.0,19.0,0.0,165.0,,,,,2.0,1.0,6.0,1.0,,4.0,121.0,506.0,7.0,11.0,257.0,21.0,11.0,24.0,6.0,15.0,9.0,,1.0,159.0,7.0,367.0,,1.0,17.0,7.0,40.0,1.0,609.0,1.0,0.0,16.0,18.0,2.0,17.0,3.0,786.0,38.0,14.0,10.0,9.0,11.0,0.0
2444592,13,2024-12-01 13:30:00,8,Chelsea,Home,280.0,13.0,1.0,2.0,1.0,1.0,,283.0,,4.0,9.0,2.0,13.0,17.0,561.0,,,7.0,7.0,5.0,7.0,1.0,,2.0,,,,,,2.0,14.0,,,,,,3.0,8.0,8.0,2.0,12.0,5.0,102.0,50.0,,2.0,,,9.0,3.0,5.0,1.0,,3.0,7.0,2.0,,9.0,1.0,47.0,34.0,,5.0,5.0,,1.0,,,,,,66.0,21.0,4.0,1.0,1.0,3.0,,,140.0,2.0,,1.0,1.0,1.0,,3.0,2.0,1.0,,5.0,,3.0,3.0,,9.0,206.0,66.0,48.0,4.0,2.0,4.0,6.0,8.0,610.0,4.0,1.0,84.0,41.0,18.0,,,,,,99.0,99.0,5.0,21.0,13.0,64.1,,,,,16.0,0.0,175.0,4.0,,3.0,,,2.0,6.0,,,5.0,108.0,552.0,9.0,10.0,298.0,26.0,5.0,15.0,3.0,12.0,9.0,,2.0,142.0,2.0,337.0,1.0,4.0,13.0,13.0,40.0,3.0,623.0,,0.0,17.0,17.0,4.0,9.0,2.0,768.0,32.0,4.0,8.0,3.0,10.0,0.0
