matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2444609,14,2024-12-04 19:30:00,8,Chelsea,Away,192.0,13.0,1.0,3.0,2.0,,,305.0,1.0,,3.0,,6.0,11.0,494.0,1.0,4.0,8.0,7.0,6.0,12.0,,5.0,3.0,,,,1.0,,1.0,20.0,,,1.0,,1.0,,8.0,6.0,,22.0,4.0,88.0,44.0,8.0,9.0,3.0,5.0,8.0,6.0,14.0,,,7.0,5.0,2.0,1.0,6.0,2.0,46.0,31.0,5.0,9.0,2.0,,1.0,,,,,,59.0,14.0,6.0,1.0,1.0,1.0,,1.0,155.0,5.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,8.0,8.0,,4.0,147.0,45.0,39.0,5.0,2.0,4.0,13.0,13.0,521.0,2.0,,36.0,100.0,31.0,,,,,,71.0,71.0,6.0,18.0,15.0,54.9,2.0,,,,9.0,0.0,145.0,3.0,,3.0,,,3.0,7.0,1.0,1.0,3.0,149.0,480.0,8.0,17.0,204.0,18.0,9.0,10.0,5.0,12.0,7.0,,4.0,172.0,2.0,343.0,1.0,,6.0,6.0,18.0,1.0,535.0,3.0,0.0,26.0,15.0,6.0,8.0,0.0,678.0,51.0,6.0,4.0,7.0,10.0,0.0
2444618,15,2024-12-08 16:30:00,8,Chelsea,Away,233.0,13.0,1.0,4.0,3.0,,,217.0,3.0,1.0,3.0,1.0,10.0,19.0,446.0,1.0,1.0,18.0,8.0,8.0,11.0,1.0,4.0,2.0,,,,,,,11.0,2.0,,,,,,7.0,11.0,2.0,12.0,5.0,107.0,46.0,1.0,1.0,2.0,2.0,8.0,5.0,8.0,,,10.0,5.0,3.0,,8.0,,46.0,52.0,2.0,7.0,3.0,2.0,2.0,1.73995,2.8274,,4.1897,2.0263,51.0,11.0,16.0,,,4.0,1.0,,168.0,1.0,,,1.0,,,6.0,2.0,,,3.0,,12.0,12.0,,3.0,117.0,54.0,30.0,5.0,4.0,4.0,9.0,8.0,487.0,3.0,,56.0,62.0,31.0,,,,,2.0,117.0,117.0,6.0,17.0,20.0,61.5,,,3.0,,16.0,0.0,125.0,2.0,,2.0,,,2.0,4.0,,,5.0,120.0,420.0,8.0,14.0,255.0,29.0,7.0,21.0,7.0,16.0,9.0,,2.0,153.0,,278.0,,1.0,19.0,10.0,50.0,2.0,517.0,2.0,0.0,17.0,18.0,1.0,18.0,3.0,696.0,47.0,13.0,10.0,10.0,13.0,0.0
2444623,16,2024-12-15 19:00:00,8,Chelsea,Home,175.0,13.0,1.0,10.0,9.0,1.0,1.0,278.0,3.0,2.0,11.0,3.0,5.0,25.0,443.0,,,19.0,19.0,20.0,15.0,2.0,4.0,4.0,,,,,,,21.0,,,,,,1.0,5.0,7.0,2.0,20.0,6.0,97.0,63.0,3.0,3.0,1.0,2.0,6.0,8.0,4.0,,,8.0,11.0,16.0,1.0,6.0,1.0,49.0,47.0,2.0,20.0,12.0,,,,,,,,69.0,11.0,7.0,1.0,,3.0,2.0,,165.0,2.0,,1.0,2.0,,1.0,3.0,2.0,6.0,2.0,12.0,,8.0,8.0,,11.0,124.0,53.0,29.0,5.0,,8.0,11.0,8.0,502.0,2.0,1.0,88.0,71.0,40.0,,,,,,137.0,137.0,12.0,21.0,17.0,61.7,,,,,17.0,0.0,132.0,2.0,1.0,3.0,1.0,3.0,4.0,10.0,2.0,,1.0,165.0,430.0,6.0,19.0,202.0,28.0,20.0,16.0,5.0,34.0,29.0,,5.0,195.0,2.0,350.0,6.0,2.0,19.0,5.0,51.0,1.0,518.0,2.0,1.0,26.0,15.0,,21.0,0.0,733.0,51.0,17.0,5.0,8.0,8.0,0.0
2444633,17,2024-12-22 14:00:00,8,Chelsea,Away,316.0,17.0,1.0,3.0,2.0,1.0,2.0,264.0,1.0,,5.0,1.0,16.0,29.0,577.0,,,20.0,9.0,9.0,6.0,1.0,2.0,,,,,2.0,1.0,,8.0,,,,,1.0,,4.0,2.0,3.0,6.0,6.0,98.0,40.0,2.0,3.0,,1.0,5.0,4.0,5.0,,,5.0,8.0,3.0,,12.0,2.0,55.0,68.0,1.0,12.0,6.0,,1.0,,,,,,64.0,12.0,19.0,,,6.0,3.0,2.0,164.0,,,,,,,1.0,,2.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,187.0,71.0,46.0,2.0,,2.0,5.0,5.0,620.0,1.0,,84.0,63.0,23.0,,,,,,120.0,120.0,2.0,18.0,15.0,75.0,1.0,,,,11.0,0.0,193.0,1.0,3.0,4.0,,,,3.0,,,2.0,121.0,555.0,5.0,7.0,331.0,33.0,12.0,35.0,4.0,18.0,14.0,95894.27,,155.0,2.0,329.0,2.0,,9.0,17.0,50.0,1.0,642.0,,0.0,12.0,23.0,1.0,20.0,1.0,839.0,23.0,9.0,17.0,5.0,14.0,0.0
2444643,18,2024-12-26 15:00:00,8,Chelsea,Home,229.0,10.0,,2.0,2.0,,,195.0,9.0,5.0,8.0,3.0,8.0,16.0,422.0,,,11.0,11.0,7.0,7.0,1.0,,1.0,,,,1.0,,,8.0,,,,,,3.0,7.0,10.0,4.0,7.0,5.0,83.0,50.0,2.0,3.0,,3.0,4.0,3.0,14.0,,,3.0,5.0,6.0,,4.0,1.0,46.0,40.0,3.0,16.0,8.0,,,,,,,,67.0,13.0,13.0,,,5.0,1.0,1.0,151.0,1.0,,,1.0,,,9.0,1.0,1.0,1.0,8.0,,6.0,6.0,1.0,8.0,130.0,68.0,38.0,1.0,1.0,1.0,8.0,8.0,481.0,,,68.0,50.0,20.0,,,,,,118.0,118.0,1.0,11.0,30.0,47.1,,3.0,,,12.0,0.0,142.0,4.0,1.0,5.0,,,1.0,1.0,,,1.0,85.0,399.0,4.0,9.0,243.0,29.0,16.0,13.0,2.0,14.0,12.0,,1.0,134.0,3.0,277.0,1.0,5.0,19.0,9.0,44.0,3.0,506.0,,0.0,12.0,12.0,4.0,12.0,1.0,661.0,24.0,9.0,8.0,3.0,7.0,0.0
2444655,19,2024-12-30 19:45:00,8,Chelsea,Away,255.0,15.0,1.0,2.0,1.0,,,402.0,6.0,,3.0,3.0,18.0,16.0,655.0,,1.0,19.0,15.0,16.0,17.0,,,1.0,,,,,,,18.0,,,,1.0,,2.0,2.0,8.0,1.0,13.0,7.0,85.0,47.0,3.0,4.0,,,3.0,8.0,3.0,,1.0,7.0,4.0,10.0,,10.0,3.0,39.0,38.0,,14.0,7.0,1.0,1.0,,,,,,80.0,5.0,7.0,,,4.0,,,205.0,,,,,,,6.0,,,,7.0,2.0,5.0,5.0,,3.0,211.0,70.0,47.0,4.0,,5.0,12.0,5.0,708.0,2.0,1.0,89.0,69.0,40.0,1.0,1.0,1.0,,,128.0,128.0,6.0,18.0,20.0,75.9,1.0,,,,13.0,0.0,228.0,4.0,,4.0,,,1.0,7.0,,,4.0,185.0,636.0,3.0,19.0,271.0,28.0,14.0,11.0,5.0,19.0,14.0,,1.0,219.0,1.0,477.0,,,11.0,18.0,33.0,2.0,729.0,,0.0,20.0,11.0,1.0,21.0,4.0,898.0,36.0,15.0,4.0,7.0,5.0,0.0
2444663,20,2025-01-04 15:00:00,8,Chelsea,Away,241.0,13.0,1.0,3.0,2.0,1.0,,249.0,2.0,1.0,9.0,5.0,7.0,39.0,487.0,,1.0,17.0,17.0,8.0,10.0,2.0,1.0,1.0,,,,,,,12.0,,,,,,2.0,8.0,10.0,3.0,11.0,4.0,115.0,64.0,2.0,1.0,1.0,3.0,7.0,4.0,4.0,,,6.0,4.0,3.0,,15.0,2.0,57.0,35.0,3.0,13.0,3.0,1.0,1.0,,,,,,62.0,12.0,9.0,,,4.0,1.0,,153.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,,3.0,,8.0,8.0,1.0,10.0,139.0,76.0,54.0,6.0,1.0,9.0,4.0,1.0,550.0,5.0,,74.0,84.0,32.0,,,,,,132.0,132.0,7.0,19.0,26.0,61.6,,2.0,,1.0,20.0,0.0,159.0,4.0,1.0,5.0,,,1.0,10.0,,,2.0,120.0,473.0,7.0,13.0,260.0,28.0,13.0,17.0,6.0,14.0,8.0,,1.0,163.0,4.0,320.0,1.0,1.0,18.0,7.0,67.0,,566.0,2.0,0.0,15.0,12.0,1.0,18.0,2.0,750.0,32.0,14.0,6.0,6.0,5.0,0.0
2444677,21,2025-01-14 19:30:00,8,Chelsea,Home,205.0,13.0,2.0,5.0,3.0,,,155.0,4.0,,4.0,2.0,10.0,33.0,355.0,1.0,1.0,18.0,12.0,15.0,16.0,2.0,5.0,2.0,1.0,,1.0,2.0,,1.0,16.0,,,,1.0,,1.0,10.0,6.0,1.0,16.0,10.0,77.0,45.0,4.0,4.0,1.0,2.0,5.0,9.0,5.0,,,9.0,7.0,3.0,,2.0,,47.0,56.0,2.0,8.0,3.0,,1.0,,,,,,49.0,15.0,16.0,,,3.0,,2.0,150.0,1.0,,1.0,1.0,,,4.0,1.0,3.0,,3.0,1.0,5.0,5.0,,4.0,99.0,52.0,29.0,3.0,1.0,4.0,15.0,10.0,400.0,1.0,1.0,52.0,32.0,23.0,1.0,1.0,1.0,,,121.0,121.0,4.0,22.0,13.0,56.9,1.0,2.0,1.0,,9.0,0.0,100.0,1.0,,1.0,,2.0,2.0,7.0,,1.0,4.0,85.0,329.0,5.0,20.0,230.0,23.0,8.0,28.0,6.0,16.0,10.0,106012.25,2.0,116.0,3.0,212.0,3.0,,12.0,10.0,53.0,2.0,426.0,2.0,0.0,26.0,11.0,4.0,22.0,2.0,608.0,33.0,16.0,14.0,9.0,7.0,0.0
2444682,22,2025-01-20 20:00:00,8,Chelsea,Home,279.0,18.0,1.0,6.0,5.0,2.0,1.0,231.0,6.0,,10.0,1.0,12.0,24.0,504.0,,,16.0,9.0,12.0,9.0,1.0,4.0,,,,,,,1.0,12.0,,,,,,3.0,7.0,6.0,3.0,15.0,4.0,86.0,43.0,3.0,1.0,3.0,1.0,5.0,6.0,5.0,,1.0,3.0,10.0,7.0,2.0,11.0,1.0,42.0,42.0,1.0,19.0,9.0,1.0,,,,,,,60.0,8.0,14.0,,1.0,4.0,3.0,,172.0,2.0,,1.0,1.0,1.0,,6.0,1.0,1.0,1.0,9.0,,7.0,7.0,1.0,10.0,148.0,63.0,47.0,6.0,1.0,5.0,7.0,7.0,546.0,3.0,2.0,62.0,71.0,24.0,,,,,,128.0,128.0,2.0,12.0,19.0,62.8,,,,1.0,10.0,0.0,161.0,2.0,1.0,3.0,,1.0,,6.0,1.0,,5.0,109.0,487.0,5.0,12.0,293.0,32.0,19.0,17.0,3.0,23.0,20.0,,,145.0,7.0,297.0,2.0,,15.0,13.0,48.0,5.0,567.0,1.0,0.0,19.0,9.0,1.0,19.0,4.0,775.0,52.0,16.0,7.0,3.0,8.0,0.0
2444696,23,2025-01-25 17:30:00,8,Chelsea,Away,219.0,11.0,,,,,,133.0,7.0,2.0,1.0,2.0,5.0,25.0,352.0,2.0,2.0,22.0,7.0,8.0,6.0,1.0,1.0,1.0,,,,,,,8.0,,,,,,1.0,4.0,9.0,6.0,7.0,3.0,78.0,35.0,2.0,2.0,1.0,,7.0,3.0,9.0,,,3.0,6.0,,,5.0,2.0,37.0,37.0,,12.0,1.0,1.0,1.0,1.17784,1.8002,,1.8173,2.3483,37.0,8.0,6.0,,,2.0,,,120.0,1.0,,1.0,1.0,,,7.0,1.0,,,1.0,,4.0,4.0,,2.0,108.0,60.0,31.0,2.0,1.0,2.0,6.0,4.0,403.0,3.0,2.0,53.0,31.0,12.0,,,,,,119.0,119.0,6.0,16.0,11.0,43.0,,3.0,,,14.0,0.0,119.0,2.0,1.0,3.0,,3.0,1.0,3.0,,,3.0,54.0,333.0,7.0,8.0,244.0,33.0,12.0,19.0,3.0,9.0,6.0,109643.25,1.0,82.0,3.0,190.0,,3.0,16.0,5.0,62.0,2.0,425.0,4.0,0.0,10.0,12.0,2.0,28.0,2.0,572.0,23.0,13.0,11.0,4.0,8.0,0.0
2444703,24,2025-02-03 20:00:00,8,Chelsea,Home,214.0,10.0,3.0,6.0,3.0,,,308.0,5.0,,5.0,2.0,8.0,14.0,516.0,1.0,,18.0,13.0,20.0,15.0,2.0,4.0,2.0,,,1.0,1.0,,,16.0,,,,,,1.0,4.0,9.0,5.0,15.0,7.0,86.0,43.0,1.0,1.0,1.0,1.0,7.0,10.0,5.0,,,4.0,10.0,7.0,,7.0,,43.0,57.0,1.0,14.0,8.0,1.0,1.0,1.19867,1.6667,0.0338,0.3226,0.4107,67.0,11.0,10.0,,,1.0,1.0,1.0,149.0,,,,,,,6.0,1.0,,,8.0,,3.0,3.0,,5.0,161.0,47.0,29.0,3.0,,8.0,9.0,3.0,580.0,3.0,,60.0,101.0,32.0,,,,,,122.0,122.0,6.0,9.0,21.0,67.9,,,3.0,,21.0,0.0,201.0,3.0,1.0,4.0,,,2.0,9.0,3.0,1.0,5.0,138.0,500.0,7.0,17.0,239.0,18.0,14.0,12.0,4.0,22.0,18.0,105617.18,2.0,180.0,2.0,380.0,1.0,,18.0,8.0,35.0,,597.0,1.0,0.0,22.0,23.0,1.0,19.0,3.0,779.0,34.0,10.0,5.0,4.0,18.0,0.0
2444711,25,2025-02-14 20:00:00,8,Chelsea,Away,379.0,20.0,,1.0,1.0,,,286.0,7.0,,3.0,,13.0,17.0,664.0,,1.0,17.0,13.0,13.0,6.0,,2.0,,,,,,,,6.0,,,,,,,9.0,8.0,5.0,6.0,2.0,125.0,39.0,1.0,1.0,,,6.0,2.0,7.0,,,9.0,10.0,3.0,,9.0,1.0,53.0,53.0,,9.0,4.0,,3.0,0.680506,0.5402,,,1.8313,62.0,15.0,12.0,,,1.0,,,189.0,,,,,,,7.0,,,2.0,4.0,,7.0,7.0,,3.0,215.0,67.0,47.0,2.0,,4.0,2.0,,708.0,2.0,2.0,65.0,72.0,28.0,,,,,,123.0,123.0,3.0,11.0,22.0,69.5,,,,,13.0,0.0,206.0,2.0,,3.0,,,,6.0,,,4.0,118.0,637.0,6.0,6.0,402.0,38.0,9.0,20.0,5.0,18.0,13.0,110394.15,,147.0,,351.0,,,6.0,16.0,36.0,3.0,735.0,3.0,0.0,8.0,19.0,1.0,17.0,2.0,899.0,26.0,10.0,9.0,9.0,4.0,0.0
2444722,26,2025-02-22 17:30:00,8,Chelsea,Away,221.0,17.0,1.0,3.0,2.0,2.0,,175.0,6.0,1.0,3.0,2.0,7.0,22.0,393.0,1.0,4.0,10.0,7.0,8.0,10.0,1.0,3.0,3.0,,,,,,,12.0,,,,,,,9.0,10.0,2.0,9.0,6.0,75.0,51.0,3.0,2.0,1.0,1.0,7.0,3.0,11.0,,,3.0,2.0,5.0,,8.0,1.0,50.0,45.0,1.0,25.0,13.0,2.0,3.0,1.62094,2.303,,1.9703,2.1245,50.0,16.0,15.0,,,,2.0,,128.0,1.0,,1.0,1.0,,1.0,6.0,1.0,,,13.0,,10.0,10.0,1.0,3.0,128.0,53.0,30.0,2.0,1.0,4.0,8.0,7.0,423.0,3.0,1.0,47.0,63.0,18.0,,,,,,101.0,101.0,4.0,27.0,17.0,47.8,,3.0,,,12.0,0.0,115.0,4.0,,4.0,,,3.0,5.0,,,2.0,76.0,372.0,7.0,12.0,236.0,28.0,25.0,16.0,3.0,12.0,9.0,110581.62,4.0,98.0,2.0,222.0,,1.0,21.0,7.0,49.0,1.0,446.0,1.0,0.0,15.0,16.0,6.0,13.0,3.0,626.0,26.0,17.0,7.0,3.0,7.0,0.0
2444737,27,2025-02-25 20:15:00,8,Chelsea,Home,248.0,12.0,2.0,5.0,3.0,,1.0,321.0,7.0,,1.0,2.0,18.0,23.0,564.0,1.0,1.0,15.0,8.0,12.0,11.0,2.0,4.0,,,,1.0,1.0,,1.0,13.0,,,,,,1.0,5.0,5.0,2.0,13.0,6.0,113.0,45.0,6.0,3.0,3.0,,2.0,2.0,4.0,,,4.0,4.0,2.0,2.0,11.0,1.0,33.0,42.0,,13.0,9.0,,,1.73833,2.5646,0.0477,3.0921,0.6621,67.0,6.0,9.0,1.0,,3.0,1.0,1.0,171.0,4.0,1.0,4.0,2.0,2.0,,8.0,2.0,,1.0,9.0,,7.0,7.0,1.0,1.0,165.0,55.0,38.0,2.0,1.0,7.0,10.0,10.0,603.0,3.0,1.0,84.0,73.0,27.0,,,,,,92.0,92.0,6.0,18.0,20.0,59.6,,,,,8.0,0.0,171.0,2.0,,2.0,,,,7.0,,,5.0,183.0,548.0,2.0,17.0,263.0,26.0,13.0,10.0,3.0,10.0,7.0,107875.42,,211.0,,367.0,,,8.0,20.0,43.0,2.0,620.0,1.0,0.0,19.0,17.0,2.0,15.0,1.0,773.0,39.0,12.0,5.0,4.0,9.0,0.0
2444742,28,2025-03-09 14:00:00,8,Chelsea,Home,192.0,16.0,3.0,6.0,3.0,1.0,,281.0,1.0,,6.0,3.0,10.0,23.0,467.0,2.0,1.0,9.0,13.0,21.0,14.0,3.0,5.0,2.0,,,,,,,14.0,,1.0,,,,,3.0,1.0,2.0,11.0,9.0,83.0,49.0,,1.0,,1.0,6.0,8.0,2.0,,,12.0,10.0,6.0,1.0,9.0,,44.0,58.0,1.0,21.0,14.0,,,1.26767,1.778,,1.5244,0.1508,75.0,12.0,13.0,,,2.0,1.0,,159.0,1.0,,,1.0,,,1.0,1.0,1.0,,14.0,,10.0,10.0,,6.0,140.0,69.0,36.0,2.0,,4.0,14.0,7.0,521.0,,1.0,54.0,92.0,39.0,,,,,1.0,128.0,128.0,8.0,14.0,18.0,56.6,,,,,12.0,0.0,159.0,1.0,2.0,3.0,,,2.0,5.0,,,3.0,150.0,450.0,6.0,18.0,203.0,33.0,21.0,22.0,9.0,26.0,17.0,104561.9,2.0,188.0,1.0,364.0,1.0,,15.0,11.0,48.0,,541.0,3.0,0.0,20.0,11.0,1.0,11.0,1.0,731.0,54.0,13.0,13.0,12.0,9.0,0.0
2444751,29,2025-03-16 13:30:00,8,Chelsea,Away,178.0,13.0,,4.0,4.0,1.0,1.0,272.0,8.0,,4.0,2.0,10.0,20.0,446.0,,,12.0,13.0,8.0,5.0,,,1.0,,,,,,,8.0,,,,,,,7.0,9.0,3.0,3.0,5.0,85.0,32.0,,,,3.0,9.0,3.0,6.0,,,4.0,5.0,3.0,,7.0,2.0,44.0,34.0,3.0,24.0,9.0,,2.0,0.36686,0.3589,,0.1957,0.6746,78.0,13.0,9.0,,,1.0,1.0,,152.0,,,,,,,9.0,,,,9.0,,5.0,5.0,1.0,4.0,123.0,55.0,26.0,5.0,,2.0,3.0,2.0,493.0,2.0,,104.0,41.0,15.0,,,,,,101.0,101.0,1.0,20.0,7.0,59.1,,,,,18.0,0.0,155.0,3.0,,4.0,,1.0,1.0,3.0,,,5.0,105.0,427.0,9.0,5.0,195.0,29.0,24.0,9.0,4.0,13.0,9.0,98810.72,1.0,140.0,4.0,333.0,,,17.0,11.0,49.0,1.0,515.0,,0.0,8.0,13.0,2.0,15.0,3.0,663.0,10.0,7.0,4.0,4.0,8.0,0.0
2444765,30,2025-04-03 20:00:00,8,Chelsea,Home,158.0,19.0,,5.0,5.0,2.0,1.0,221.0,3.0,,1.0,4.0,10.0,30.0,374.0,,,16.0,14.0,5.0,6.0,,,2.0,,,,,,1.0,11.0,,,,,,,3.0,5.0,3.0,8.0,3.0,87.0,45.0,4.0,3.0,1.0,3.0,6.0,2.0,7.0,,1.0,4.0,10.0,7.0,,8.0,1.0,44.0,43.0,3.0,25.0,12.0,,2.0,0.682797,1.0992,,1.7742,1.6978,71.0,7.0,16.0,,,5.0,2.0,,135.0,1.0,,1.0,1.0,,,6.0,1.0,,,12.0,1.0,2.0,2.0,,1.0,94.0,53.0,25.0,6.0,1.0,2.0,5.0,5.0,407.0,3.0,1.0,60.0,74.0,32.0,,,,,,120.0,120.0,7.0,17.0,16.0,50.0,,,,1.0,13.0,0.0,121.0,2.0,,2.0,,1.0,2.0,4.0,,,4.0,118.0,356.0,6.0,9.0,174.0,28.0,25.0,14.0,3.0,22.0,19.0,109358.31,2.0,154.0,2.0,285.0,,,20.0,10.0,60.0,5.0,437.0,,0.0,11.0,16.0,,21.0,5.0,621.0,34.0,13.0,6.0,4.0,15.0,0.0
2444771,31,2025-04-06 14:00:00,8,Chelsea,Away,183.0,16.0,2.0,5.0,3.0,1.0,2.0,231.0,7.0,3.0,5.0,9.0,6.0,27.0,409.0,,,6.0,8.0,15.0,14.0,4.0,4.0,1.0,,,,,,,15.0,,,,,,2.0,4.0,7.0,2.0,12.0,9.0,66.0,56.0,2.0,3.0,,1.0,6.0,7.0,6.0,,,6.0,7.0,3.0,,12.0,2.0,49.0,43.0,1.0,25.0,12.0,,1.0,0.69095,1.2319,,1.0881,0.4758,66.0,12.0,12.0,,,1.0,2.0,,158.0,,,,,,,9.0,,,,12.0,,11.0,11.0,1.0,5.0,109.0,66.0,37.0,3.0,,7.0,11.0,5.0,465.0,1.0,1.0,45.0,61.0,30.0,,,,,,129.0,129.0,5.0,21.0,23.0,59.1,,,,,13.0,0.0,155.0,2.0,,2.0,,1.0,1.0,9.0,,,4.0,104.0,392.0,6.0,18.0,203.0,35.0,25.0,16.0,6.0,18.0,12.0,104242.93,1.0,144.0,2.0,303.0,,3.0,30.0,6.0,59.0,1.0,488.0,,0.0,21.0,11.0,3.0,7.0,3.0,667.0,31.0,11.0,5.0,6.0,8.0,0.0
2444783,32,2025-04-13 14:00:00,8,Chelsea,Home,187.0,8.0,1.0,17.0,16.0,1.0,1.0,337.0,6.0,1.0,7.0,,7.0,12.0,507.0,2.0,1.0,19.0,24.0,15.0,28.0,1.0,8.0,,,,,,,,25.0,,,,,1.0,1.0,5.0,6.0,7.0,19.0,15.0,65.0,44.0,4.0,4.0,,2.0,4.0,10.0,8.0,,,15.0,23.0,15.0,,5.0,,54.0,39.0,2.0,6.0,4.0,,1.0,2.09527,2.2724,,3.2416,1.3355,70.0,11.0,7.0,,,2.0,1.0,,179.0,1.0,,1.0,,1.0,,7.0,,1.0,,4.0,2.0,5.0,5.0,,7.0,156.0,55.0,37.0,4.0,,12.0,18.0,9.0,555.0,1.0,1.0,69.0,96.0,56.0,,,,,,127.0,127.0,4.0,13.0,18.0,73.5,1.0,,1.0,,16.0,0.0,181.0,1.0,1.0,2.0,,,,15.0,,1.0,3.0,220.0,483.0,4.0,30.0,209.0,27.0,6.0,10.0,8.0,47.0,39.0,107120.74,,263.0,2.0,419.0,1.0,1.0,11.0,7.0,37.0,1.0,581.0,3.0,0.0,34.0,13.0,1.0,20.0,2.0,767.0,56.0,9.0,4.0,15.0,7.0,0.0
2444794,33,2025-04-20 14:00:00,8,Chelsea,Away,237.0,18.0,,6.0,6.0,1.0,1.0,234.0,7.0,,7.0,2.0,9.0,20.0,465.0,,,14.0,7.0,10.0,5.0,2.0,,,,,1.0,1.0,,,9.0,,,,,,3.0,5.0,3.0,3.0,9.0,4.0,71.0,62.0,1.0,1.0,,1.0,6.0,2.0,4.0,,,4.0,15.0,7.0,,10.0,,33.0,38.0,1.0,22.0,13.0,1.0,1.0,1.03476,0.9041,0.0312,1.1034,0.3582,70.0,9.0,12.0,,,3.0,2.0,1.0,162.0,1.0,,1.0,1.0,,,7.0,2.0,2.0,1.0,13.0,,6.0,6.0,1.0,8.0,146.0,76.0,49.0,6.0,1.0,3.0,5.0,8.0,506.0,3.0,1.0,76.0,74.0,40.0,,,,,,116.0,116.0,9.0,14.0,30.0,59.3,,,3.0,,16.0,0.0,149.0,,,,,,,3.0,2.0,1.0,4.0,116.0,444.0,6.0,9.0,243.0,37.0,22.0,11.0,2.0,26.0,24.0,107138.59,,162.0,3.0,311.0,2.0,,8.0,9.0,42.0,,528.0,3.0,0.0,13.0,9.0,1.0,16.0,3.0,705.0,31.0,15.0,7.0,4.0,5.0,0.0
2444803,34,2025-04-26 12:30:00,8,Chelsea,Home,226.0,12.0,2.0,4.0,2.0,1.0,,211.0,3.0,2.0,6.0,5.0,7.0,24.0,433.0,,,21.0,8.0,13.0,6.0,1.0,2.0,,,,,,,,7.0,,,,,,1.0,6.0,4.0,2.0,5.0,5.0,67.0,49.0,,1.0,,1.0,2.0,1.0,5.0,,,10.0,8.0,4.0,,8.0,2.0,41.0,62.0,1.0,20.0,7.0,,,0.268882,0.8812,,1.7349,0.9855,63.0,11.0,11.0,1.0,,1.0,1.0,,159.0,1.0,,,1.0,,,5.0,1.0,5.0,,7.0,,7.0,7.0,,6.0,144.0,73.0,46.0,2.0,,1.0,7.0,7.0,484.0,2.0,,67.0,61.0,24.0,,,,,,123.0,123.0,4.0,20.0,16.0,54.7,,,,1.0,10.0,0.0,136.0,1.0,2.0,3.0,,1.0,,2.0,,,4.0,84.0,419.0,2.0,8.0,241.0,26.0,20.0,26.0,8.0,20.0,13.0,105863.79,,126.0,1.0,285.0,6.0,2.0,20.0,7.0,56.0,1.0,506.0,,0.0,10.0,23.0,1.0,21.0,0.0,703.0,19.0,16.0,17.0,10.0,14.0,0.0
