matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803266,11,2015-10-31 12:45:00,8,Chelsea,Home,157.0,11.0,,2.0,2.0,,1.0,171.0,2.0,,6.0,7.0,10.0,23.0,326.0,,,12.0,13.0,14.0,4.0,,,,,,,,1.0,,,8.0,,,,,,5.0,10.0,6.0,61.0,73.0,,,,1.0,27.0,4.0,9.0,,2.0,1.0,5.0,1.0,,19.0,3.0,58.0,79.0,1.0,11.0,3.0,,2.0,80.0,9.0,21.0,,,5.0,5.0,,160.0,,,,,,,6.0,1.0,3.0,,5.0,,17.0,17.0,1.0,6.0,93.0,76.0,39.0,7.0,1.0,1.0,3.0,2.0,390.0,4.0,1.0,,72.0,47.0,22.0,,,,,,164.0,156.0,4.0,24.0,34.0,42.6,,1.0,27.0,0.0,104.0,4.0,,4.0,,1.0,,2.0,,3.0,83.0,308.0,14.0,4.0,173.0,23.0,19.0,19.0,1.0,12.0,11.0,,132.0,3.0,257.0,3.0,,26.0,11.0,57.0,3.0,418.0,,0.0,8.0,35.0,1.0,18.0,1.0,652.0,17.0,11.0,1.0,27.0,0.0
803272,12,2015-11-07 17:30:00,8,Chelsea,Away,136.0,17.0,,2.0,2.0,5.0,,265.0,1.0,,4.0,3.0,8.0,21.0,399.0,,,20.0,15.0,7.0,11.0,1.0,1.0,,,,,,,,,18.0,,,,1.0,,7.0,6.0,2.0,65.0,63.0,,,,,16.0,7.0,8.0,,1.0,9.0,10.0,,,8.0,1.0,47.0,51.0,,8.0,5.0,,,72.0,10.0,12.0,,1.0,3.0,2.0,,199.0,,,,,,,8.0,,1.0,,6.0,1.0,14.0,14.0,2.0,4.0,107.0,70.0,47.0,1.0,,6.0,6.0,4.0,461.0,1.0,3.0,,54.0,74.0,38.0,,,,,,146.0,142.0,7.0,22.0,28.0,63.2,1.0,,16.0,0.0,117.0,1.0,,1.0,,,1.0,8.0,1.0,3.0,152.0,383.0,8.0,12.0,150.0,33.0,12.0,22.0,6.0,18.0,12.0,1.0,209.0,9.0,356.0,1.0,,18.0,8.0,53.0,1.0,488.0,,0.0,19.0,19.0,1.0,23.0,1.0,676.0,14.0,15.0,9.0,15.0,0.0
803288,13,2015-11-21 15:00:00,8,Chelsea,Home,170.0,24.0,3.0,5.0,2.0,3.0,1.0,352.0,2.0,,1.0,3.0,14.0,36.0,517.0,2.0,2.0,23.0,13.0,25.0,14.0,3.0,1.0,,,1.0,1.0,,,,,15.0,,,1.0,,2.0,4.0,3.0,1.0,89.0,55.0,3.0,2.0,1.0,2.0,18.0,5.0,10.0,,1.0,6.0,15.0,5.0,,14.0,2.0,53.0,78.0,2.0,14.0,9.0,,1.0,89.0,4.0,12.0,1.0,,6.0,4.0,1.0,202.0,1.0,1.0,1.0,,1.0,,3.0,,,,13.0,1.0,13.0,13.0,1.0,1.0,154.0,65.0,41.0,5.0,,8.0,10.0,7.0,591.0,1.0,1.0,,114.0,92.0,56.0,,,,,,164.0,158.0,6.0,23.0,25.0,64.4,1.0,1.0,18.0,0.0,161.0,1.0,1.0,2.0,,1.0,1.0,9.0,,3.0,235.0,507.0,8.0,18.0,187.0,39.0,20.0,35.0,5.0,29.0,24.0,1.0,289.0,7.0,448.0,,,16.0,15.0,62.0,6.0,606.0,2.0,0.0,21.0,19.0,3.0,23.0,1.0,835.0,12.0,23.0,6.0,13.0,0.0
803293,14,2015-11-29 12:00:00,8,Chelsea,Away,78.0,17.0,,1.0,1.0,4.0,,175.0,1.0,1.0,3.0,10.0,8.0,34.0,252.0,,1.0,23.0,12.0,10.0,5.0,,,,,,,,,,,5.0,,,,,,5.0,2.0,7.0,53.0,53.0,,,,3.0,12.0,1.0,8.0,,,4.0,4.0,4.0,,10.0,2.0,44.0,49.0,3.0,11.0,5.0,,,77.0,9.0,14.0,,,4.0,3.0,,162.0,,,,,,,5.0,,,,10.0,,26.0,26.0,3.0,3.0,71.0,79.0,34.0,4.0,,3.0,2.0,1.0,342.0,3.0,2.0,,71.0,76.0,24.0,,,,,,175.0,165.0,4.0,24.0,18.0,42.3,,,12.0,0.0,74.0,2.0,2.0,4.0,,2.0,,3.0,,2.0,107.0,245.0,6.0,5.0,102.0,30.0,21.0,7.0,4.0,15.0,11.0,,158.0,12.0,273.0,,1.0,31.0,9.0,71.0,4.0,360.0,,0.0,5.0,23.0,1.0,30.0,2.0,563.0,15.0,2.0,4.0,14.0,0.0
803303,15,2015-12-05 17:30:00,8,Chelsea,Home,169.0,21.0,4.0,9.0,5.0,2.0,,285.0,7.0,,3.0,4.0,11.0,46.0,445.0,,2.0,22.0,11.0,11.0,14.0,3.0,,,,,,,,,,16.0,,,,,,7.0,10.0,5.0,68.0,63.0,,1.0,,1.0,22.0,4.0,16.0,,2.0,11.0,27.0,5.0,,10.0,4.0,55.0,64.0,1.0,17.0,6.0,,2.0,64.0,10.0,13.0,,,1.0,1.0,,191.0,,,,,,,8.0,,1.0,,6.0,,17.0,17.0,,4.0,145.0,77.0,50.0,4.0,,8.0,9.0,6.0,501.0,6.0,2.0,,99.0,86.0,50.0,,,,,,152.0,149.0,3.0,23.0,30.0,62.9,,1.0,22.0,0.0,120.0,4.0,,4.0,,,,9.0,1.0,3.0,172.0,424.0,11.0,17.0,188.0,32.0,20.0,28.0,11.0,44.0,33.0,,212.0,8.0,380.0,1.0,,12.0,12.0,68.0,2.0,524.0,1.0,0.0,19.0,21.0,4.0,24.0,2.0,771.0,9.0,19.0,11.0,19.0,0.0
803313,16,2015-12-14 20:00:00,8,Chelsea,Away,164.0,22.0,2.0,7.0,5.0,4.0,,263.0,2.0,4.0,3.0,6.0,6.0,43.0,420.0,,1.0,30.0,20.0,23.0,5.0,1.0,,,,,1.0,,,,1.0,6.0,,,1.0,,1.0,4.0,5.0,4.0,62.0,67.0,2.0,3.0,1.0,2.0,21.0,4.0,15.0,,,8.0,15.0,7.0,,18.0,2.0,69.0,62.0,2.0,26.0,16.0,,,76.0,8.0,14.0,,,3.0,2.0,1.0,192.0,1.0,,1.0,1.0,,,3.0,1.0,3.0,,16.0,1.0,18.0,18.0,2.0,3.0,135.0,89.0,52.0,1.0,,2.0,5.0,4.0,495.0,1.0,2.0,,98.0,77.0,42.0,,,,,,187.0,181.0,2.0,24.0,26.0,65.6,1.0,2.0,21.0,0.0,133.0,1.0,2.0,3.0,,,,3.0,,3.0,112.0,402.0,9.0,7.0,196.0,43.0,32.0,19.0,8.0,32.0,24.0,,157.0,7.0,358.0,4.0,4.0,17.0,6.0,80.0,2.0,522.0,,0.0,11.0,14.0,2.0,41.0,0.0,768.0,13.0,11.0,8.0,9.0,0.0
803329,17,2015-12-19 15:00:00,8,Chelsea,Home,227.0,16.0,2.0,7.0,5.0,1.0,,269.0,3.0,1.0,4.0,4.0,21.0,35.0,489.0,1.0,1.0,25.0,18.0,12.0,10.0,,1.0,,,2.0,2.0,,,,,12.0,1.0,,,,,8.0,7.0,4.0,102.0,57.0,4.0,4.0,1.0,,9.0,4.0,11.0,,,2.0,9.0,5.0,1.0,16.0,2.0,68.0,56.0,,17.0,11.0,,1.0,59.0,12.0,12.0,,,4.0,1.0,2.0,210.0,1.0,1.0,1.0,,1.0,,12.0,1.0,1.0,,11.0,,15.0,15.0,1.0,4.0,143.0,90.0,58.0,2.0,2.0,5.0,6.0,7.0,549.0,2.0,2.0,,66.0,63.0,39.0,,,,,1.0,139.0,136.0,2.0,25.0,23.0,67.2,,,9.0,0.0,122.0,1.0,1.0,2.0,,1.0,1.0,6.0,,3.0,150.0,473.0,3.0,11.0,243.0,20.0,20.0,27.0,2.0,17.0,15.0,1.0,189.0,4.0,351.0,1.0,1.0,19.0,25.0,69.0,,577.0,2.0,0.0,17.0,17.0,3.0,26.0,1.0,770.0,8.0,16.0,2.0,12.0,0.0
803339,18,2015-12-26 15:00:00,8,Chelsea,Home,202.0,12.0,1.0,3.0,2.0,2.0,,255.0,,1.0,2.0,5.0,16.0,38.0,454.0,1.0,1.0,25.0,13.0,17.0,8.0,1.0,,,2.0,,2.0,1.0,,,,11.0,,1.0,,,,3.0,8.0,5.0,77.0,47.0,1.0,1.0,1.0,2.0,12.0,7.0,7.0,,,9.0,14.0,4.0,,18.0,1.0,54.0,57.0,2.0,8.0,3.0,,,62.0,7.0,13.0,2.0,,5.0,1.0,2.0,196.0,2.0,,1.0,2.0,,,5.0,1.0,1.0,1.0,4.0,,5.0,5.0,,2.0,134.0,79.0,51.0,4.0,,4.0,7.0,2.0,522.0,5.0,3.0,1.0,88.0,83.0,44.0,1.0,1.0,1.0,,1.0,156.0,152.0,7.0,16.0,20.0,62.4,,1.0,12.0,0.0,137.0,,1.0,1.0,,2.0,,8.0,1.0,2.0,153.0,439.0,4.0,11.0,226.0,23.0,12.0,17.0,8.0,27.0,19.0,,202.0,4.0,345.0,1.0,1.0,21.0,17.0,66.0,2.0,544.0,2.0,0.0,17.0,21.0,5.0,26.0,1.0,730.0,3.0,6.0,9.0,15.0,0.0
803344,19,2015-12-28 17:30:00,8,Chelsea,Away,113.0,7.0,1.0,3.0,2.0,1.0,1.0,112.0,6.0,,1.0,8.0,5.0,23.0,222.0,,,16.0,6.0,10.0,5.0,2.0,1.0,,,,,,,,1.0,6.0,,,,,1.0,3.0,4.0,8.0,45.0,63.0,2.0,2.0,,4.0,13.0,,5.0,,1.0,3.0,4.0,,,16.0,2.0,38.0,61.0,4.0,27.0,16.0,,,42.0,6.0,16.0,,1.0,3.0,3.0,,138.0,,,,,,,12.0,,1.0,,16.0,,14.0,14.0,2.0,1.0,73.0,67.0,30.0,5.0,,5.0,2.0,3.0,283.0,5.0,2.0,,38.0,41.0,17.0,,,,,,137.0,135.0,1.0,34.0,23.0,33.2,,,13.0,0.0,56.0,1.0,1.0,2.0,,1.0,1.0,5.0,,2.0,34.0,205.0,7.0,7.0,137.0,19.0,29.0,15.0,3.0,10.0,7.0,1.0,66.0,7.0,185.0,1.0,,27.0,5.0,61.0,,312.0,,0.0,8.0,26.0,1.0,19.0,2.0,507.0,11.0,10.0,3.0,23.0,0.0
803354,20,2016-01-03 13:30:00,8,Chelsea,Away,206.0,21.0,2.0,3.0,1.0,2.0,1.0,285.0,4.0,1.0,7.0,5.0,15.0,35.0,488.0,1.0,1.0,15.0,13.0,13.0,6.0,1.0,,,,,,,,,,9.0,,,,,1.0,8.0,4.0,4.0,93.0,64.0,2.0,1.0,2.0,1.0,15.0,4.0,8.0,,,7.0,5.0,1.0,,10.0,1.0,51.0,58.0,1.0,14.0,6.0,,,65.0,15.0,12.0,1.0,,1.0,1.0,,211.0,2.0,,1.0,2.0,,,9.0,3.0,1.0,1.0,9.0,,14.0,14.0,,7.0,152.0,91.0,50.0,5.0,2.0,2.0,7.0,4.0,567.0,2.0,3.0,,101.0,55.0,19.0,,,,,,162.0,155.0,2.0,27.0,20.0,60.2,,,15.0,0.0,137.0,3.0,1.0,4.0,,,,2.0,,2.0,124.0,472.0,9.0,9.0,227.0,31.0,21.0,17.0,5.0,12.0,7.0,,171.0,9.0,378.0,2.0,1.0,27.0,16.0,70.0,,593.0,1.0,0.0,10.0,23.0,2.0,21.0,0.0,785.0,15.0,10.0,7.0,20.0,0.0
