matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803168,1,2015-08-08 17:30:00,8,Chelsea,Home,137.0,11.0,,3.0,3.0,5.0,1.0,213.0,1.0,,3.0,3.0,10.0,20.0,347.0,1.0,,20.0,21.0,14.0,7.0,1.0,1.0,1.0,,,1.0,,,1.0,,9.0,,,,,1.0,8.0,12.0,5.0,52.0,67.0,,,,3.0,11.0,3.0,13.0,1.0,,4.0,12.0,2.0,,9.0,5.0,70.0,59.0,3.0,10.0,8.0,,1.0,75.0,15.0,15.0,,,5.0,5.0,1.0,168.0,,,,,,,2.0,,2.0,,10.0,,13.0,13.0,1.0,3.0,107.0,65.0,39.0,8.0,1.0,4.0,4.0,3.0,409.0,5.0,2.0,,62.0,51.0,35.0,1.0,1.0,1.0,,,150.0,146.0,3.0,28.0,26.0,52.0,,1.0,11.0,0.0,106.0,5.0,3.0,7.0,,,1.0,5.0,,3.0,122.0,330.0,4.0,8.0,150.0,23.0,14.0,27.0,4.0,23.0,19.0,1.0,175.0,11.0,306.0,2.0,,17.0,11.0,47.0,2.0,433.0,1.0,1.0,11.0,16.0,2.0,24.0,1.0,635.0,10.0,14.0,4.0,12.0,0.0
803174,2,2015-08-16 16:00:00,8,Chelsea,Away,118.0,12.0,,2.0,2.0,3.0,1.0,251.0,5.0,2.0,4.0,4.0,15.0,29.0,367.0,,,16.0,15.0,18.0,6.0,1.0,1.0,,,,,,,,,8.0,,,,1.0,2.0,9.0,11.0,7.0,72.0,45.0,,,,4.0,24.0,3.0,14.0,,2.0,1.0,6.0,4.0,,7.0,4.0,59.0,68.0,4.0,19.0,8.0,1.0,1.0,74.0,13.0,19.0,,,6.0,5.0,,170.0,,,,,,,7.0,,,,9.0,1.0,15.0,15.0,,4.0,112.0,62.0,41.0,5.0,,2.0,5.0,3.0,416.0,4.0,4.0,,88.0,49.0,24.0,,,,,,131.0,125.0,4.0,18.0,17.0,50.8,1.0,,24.0,0.0,89.0,4.0,1.0,5.0,,1.0,1.0,4.0,,3.0,149.0,347.0,13.0,7.0,131.0,26.0,25.0,22.0,1.0,16.0,15.0,1.0,194.0,13.0,328.0,,2.0,13.0,16.0,49.0,3.0,443.0,,0.0,10.0,20.0,1.0,19.0,2.0,644.0,8.0,12.0,1.0,13.0,0.0
803184,3,2015-08-23 13:30:00,8,Chelsea,Away,163.0,14.0,,1.0,1.0,5.0,,242.0,3.0,,6.0,6.0,22.0,27.0,404.0,,1.0,12.0,16.0,19.0,11.0,,3.0,,,1.0,1.0,,,,,13.0,,,,,1.0,3.0,8.0,7.0,81.0,62.0,1.0,1.0,1.0,2.0,16.0,3.0,6.0,,,7.0,3.0,1.0,1.0,8.0,3.0,45.0,43.0,2.0,19.0,14.0,,1.0,80.0,12.0,8.0,1.0,,5.0,1.0,1.0,183.0,2.0,,1.0,2.0,,1.0,7.0,3.0,3.0,1.0,16.0,,9.0,9.0,,6.0,119.0,78.0,37.0,8.0,1.0,7.0,6.0,5.0,471.0,3.0,1.0,,80.0,54.0,27.0,,1.0,1.0,1.0,,134.0,129.0,5.0,23.0,22.0,56.1,,1.0,16.0,0.0,113.0,2.0,2.0,4.0,,1.0,3.0,7.0,,3.0,123.0,390.0,7.0,13.0,181.0,31.0,24.0,12.0,6.0,11.0,5.0,3.0,170.0,10.0,326.0,3.0,,24.0,25.0,70.0,1.0,496.0,,1.0,15.0,9.0,1.0,13.0,1.0,646.0,11.0,7.0,7.0,9.0,0.0
803193,4,2015-08-29 15:00:00,8,Chelsea,Home,202.0,16.0,3.0,5.0,2.0,2.0,,290.0,3.0,,3.0,5.0,14.0,42.0,487.0,,,12.0,15.0,21.0,15.0,3.0,,,,,,,,,,19.0,,,,,4.0,7.0,9.0,4.0,86.0,64.0,,,,4.0,17.0,8.0,4.0,,1.0,7.0,10.0,3.0,,13.0,2.0,45.0,65.0,4.0,13.0,8.0,,,80.0,9.0,15.0,,,6.0,4.0,,200.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,,10.0,,9.0,9.0,,3.0,152.0,73.0,44.0,7.0,,8.0,11.0,9.0,557.0,2.0,1.0,,71.0,90.0,48.0,,,,,,156.0,150.0,5.0,22.0,32.0,63.7,,1.0,17.0,0.0,144.0,2.0,1.0,3.0,,1.0,,9.0,,3.0,178.0,470.0,8.0,19.0,218.0,35.0,19.0,17.0,6.0,23.0,17.0,,232.0,7.0,387.0,1.0,,16.0,16.0,70.0,,582.0,1.0,0.0,26.0,16.0,,15.0,1.0,781.0,16.0,13.0,7.0,13.0,0.0
803204,5,2015-09-12 12:45:00,8,Chelsea,Away,223.0,18.0,2.0,7.0,5.0,2.0,,277.0,8.0,,2.0,3.0,8.0,33.0,493.0,,2.0,13.0,12.0,5.0,12.0,,,,,,,,,,,10.0,,,,,,7.0,9.0,5.0,69.0,54.0,,,,4.0,15.0,7.0,9.0,,,14.0,14.0,7.0,,5.0,3.0,56.0,44.0,4.0,11.0,5.0,,,71.0,12.0,12.0,,,2.0,,,179.0,1.0,,,1.0,,,10.0,1.0,1.0,,5.0,,11.0,11.0,,2.0,165.0,75.0,52.0,7.0,1.0,5.0,8.0,2.0,529.0,,2.0,,80.0,90.0,39.0,,,,,,131.0,130.0,4.0,27.0,18.0,61.2,,,15.0,0.0,148.0,4.0,2.0,6.0,,,,6.0,,3.0,158.0,469.0,8.0,13.0,232.0,31.0,12.0,25.0,11.0,32.0,21.0,,202.0,6.0,361.0,1.0,,9.0,9.0,61.0,2.0,561.0,3.0,0.0,15.0,21.0,4.0,15.0,2.0,749.0,8.0,7.0,14.0,15.0,0.0
803212,6,2015-09-19 12:45:00,8,Chelsea,Home,176.0,18.0,1.0,1.0,,,,372.0,5.0,,1.0,5.0,11.0,34.0,547.0,1.0,1.0,13.0,7.0,13.0,19.0,,,,,,1.0,,1.0,,,20.0,,,,,1.0,7.0,4.0,5.0,107.0,67.0,2.0,1.0,1.0,2.0,17.0,10.0,17.0,,1.0,5.0,8.0,2.0,1.0,12.0,1.0,56.0,61.0,2.0,14.0,10.0,,2.0,75.0,12.0,10.0,,,4.0,,1.0,197.0,1.0,1.0,1.0,,1.0,,6.0,,,1.0,11.0,,11.0,11.0,,1.0,171.0,72.0,51.0,5.0,,5.0,15.0,6.0,606.0,3.0,,,140.0,69.0,31.0,,,,,,133.0,131.0,6.0,25.0,34.0,62.9,,,17.0,0.0,153.0,2.0,,2.0,,,,6.0,,3.0,202.0,530.0,11.0,20.0,194.0,33.0,16.0,24.0,4.0,14.0,10.0,,245.0,5.0,448.0,,1.0,16.0,11.0,54.0,,628.0,1.0,0.0,22.0,23.0,1.0,14.0,3.0,816.0,15.0,15.0,5.0,21.0,0.0
803225,7,2015-09-26 17:30:00,8,Chelsea,Away,179.0,27.0,2.0,5.0,3.0,1.0,,255.0,3.0,,2.0,1.0,12.0,35.0,429.0,1.0,1.0,22.0,17.0,20.0,8.0,2.0,,1.0,1.0,,2.0,,,,1.0,11.0,,,,,1.0,6.0,6.0,5.0,72.0,64.0,2.0,2.0,,2.0,21.0,4.0,11.0,,,6.0,12.0,3.0,,10.0,1.0,72.0,69.0,2.0,11.0,9.0,,,80.0,15.0,12.0,,,4.0,,2.0,188.0,1.0,,,1.0,,,6.0,1.0,,,11.0,,13.0,13.0,2.0,2.0,130.0,70.0,46.0,4.0,,5.0,6.0,4.0,511.0,3.0,4.0,,86.0,71.0,34.0,,,,,,179.0,173.0,5.0,27.0,29.0,64.5,,,21.0,0.0,142.0,2.0,1.0,3.0,,1.0,,8.0,,3.0,142.0,413.0,8.0,11.0,198.0,50.0,17.0,30.0,6.0,21.0,15.0,,201.0,7.0,355.0,,,9.0,12.0,61.0,3.0,532.0,1.0,0.0,16.0,27.0,1.0,29.0,2.0,748.0,10.0,10.0,6.0,24.0,0.0
803236,8,2015-10-03 17:30:00,8,Chelsea,Home,188.0,18.0,,,,,,247.0,,,7.0,9.0,8.0,33.0,435.0,,,17.0,26.0,19.0,6.0,1.0,,1.0,,,3.0,,,,,7.0,,,,,,11.0,8.0,5.0,72.0,64.0,,,,1.0,21.0,3.0,8.0,,2.0,4.0,6.0,4.0,,7.0,2.0,65.0,59.0,1.0,9.0,4.0,,2.0,84.0,14.0,13.0,,,3.0,,3.0,212.0,,,,,,,6.0,,4.0,,6.0,,18.0,18.0,,7.0,137.0,83.0,49.0,6.0,1.0,4.0,3.0,3.0,523.0,4.0,1.0,,96.0,68.0,24.0,,,,,,166.0,163.0,2.0,25.0,26.0,60.2,,1.0,21.0,0.0,130.0,2.0,,2.0,,1.0,,4.0,,3.0,103.0,420.0,9.0,7.0,217.0,33.0,12.0,17.0,4.0,14.0,10.0,,162.0,6.0,348.0,4.0,,27.0,10.0,74.0,1.0,551.0,,0.0,10.0,22.0,1.0,21.0,2.0,734.0,8.0,5.0,4.0,13.0,0.0
803243,9,2015-10-17 15:00:00,8,Chelsea,Home,138.0,17.0,1.0,4.0,3.0,,1.0,172.0,2.0,,1.0,4.0,12.0,18.0,306.0,,,18.0,28.0,24.0,5.0,2.0,,,,1.0,1.0,,,1.0,,5.0,,,,,3.0,19.0,7.0,3.0,68.0,73.0,2.0,1.0,1.0,2.0,25.0,3.0,10.0,,,4.0,4.0,3.0,,14.0,,78.0,80.0,2.0,19.0,11.0,,,63.0,22.0,17.0,1.0,,5.0,2.0,1.0,173.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,1.0,14.0,,21.0,21.0,1.0,1.0,94.0,77.0,35.0,4.0,,3.0,5.0,3.0,387.0,3.0,3.0,,63.0,71.0,27.0,,,,,,171.0,166.0,10.0,26.0,31.0,49.0,,,25.0,0.0,80.0,1.0,,1.0,,,,3.0,,3.0,86.0,292.0,13.0,8.0,161.0,31.0,24.0,13.0,3.0,12.0,9.0,,142.0,8.0,266.0,1.0,,25.0,13.0,54.0,1.0,415.0,1.0,0.0,9.0,31.0,5.0,29.0,1.0,634.0,15.0,8.0,4.0,22.0,0.0
803252,10,2015-10-24 15:00:00,8,Chelsea,Away,188.0,5.0,3.0,4.0,1.0,3.0,,181.0,2.0,,5.0,4.0,17.0,19.0,365.0,,,18.0,13.0,15.0,4.0,3.0,1.0,,,1.0,1.0,,1.0,,,4.0,,,,,,9.0,6.0,6.0,62.0,48.0,1.0,,1.0,2.0,8.0,,11.0,,1.0,4.0,4.0,2.0,1.0,9.0,1.0,53.0,55.0,2.0,18.0,14.0,1.0,,67.0,12.0,10.0,,,3.0,1.0,1.0,180.0,1.0,,,,1.0,,6.0,,2.0,,18.0,,15.0,15.0,2.0,5.0,105.0,73.0,33.0,7.0,,5.0,3.0,4.0,433.0,3.0,2.0,,78.0,33.0,26.0,,,,,,141.0,132.0,3.0,18.0,18.0,54.5,,,8.0,0.0,110.0,1.0,2.0,3.0,1.0,,1.0,5.0,,3.0,86.0,353.0,4.0,8.0,205.0,24.0,27.0,21.0,4.0,11.0,7.0,1.0,133.0,10.0,263.0,2.0,,19.0,19.0,53.0,5.0,457.0,,1.0,9.0,18.0,1.0,22.0,5.0,634.0,5.0,13.0,4.0,16.0,0.0
