matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987746,16.0,2018-12-08 17:30:00,8,Chelsea,Home,248.0,21.0,1.0,3.0,2.0,3.0,,89.0,5.0,,4.0,1.0,5.0,19.0,334.0,,,22.0,7.0,18.0,5.0,,,,1.0,1.0,,6.0,,,,,,6.0,10.0,4.0,5.0,3.0,,60.0,52.0,,,,3.0,19.0,2.0,16.0,,,1.0,3.0,,1.0,15.0,2.0,53.0,67.0,3.0,31.0,17.0,,1.0,20.0,12.0,11.0,,,3.0,2.0,1.0,138.0,2.0,1.0,2.0,1.0,1.0,,7.0,,,1.0,,,,,1.0,17.0,,19.0,19.0,2.0,4.0,99.0,37.0,21.0,13.0,1.0,1.0,6.0,5.0,391.0,,,4.0,3.0,26.0,33.0,15.0,,,,,,112.0,112.0,,31.0,16.0,38.7,,,,,19.0,0.0,,,,113.0,2.0,2.0,4.0,,,1.0,,3.0,25.0,319.0,8.0,7.0,290.0,39.0,31.0,14.0,1.0,6.0,5.0,,43.0,3.0,126.0,,,8.0,5.0,39.0,1.0,410.0,,0.0,8.0,28.0,,22.0,2.0,616.0,12.0,10.0,10.0,1.0,14.0,0.0
987752,17.0,2018-12-16 13:30:00,8,Chelsea,Away,314.0,20.0,1.0,1.0,,2.0,,260.0,5.0,,4.0,2.0,14.0,21.0,573.0,,1.0,12.0,16.0,10.0,5.0,1.0,1.0,,1.0,2.0,1.0,7.0,,,,1.0,,1.0,3.0,3.0,5.0,5.0,,116.0,59.0,3.0,1.0,2.0,3.0,19.0,3.0,5.0,,1.0,1.0,4.0,2.0,,16.0,1.0,51.0,49.0,3.0,11.0,6.0,,1.0,50.0,6.0,14.0,2.0,,4.0,,2.0,188.0,2.0,,2.0,2.0,,1.0,6.0,,,2.0,,,,,,6.0,1.0,11.0,11.0,1.0,4.0,171.0,66.0,47.0,4.0,,4.0,4.0,3.0,628.0,,,1.0,3.0,74.0,90.0,15.0,,,,,,129.0,129.0,5.0,19.0,29.0,58.3,1.0,,,1.0,19.0,0.0,,,,179.0,,1.0,1.0,1.0,1.0,4.0,,3.0,132.0,550.0,11.0,9.0,334.0,36.0,11.0,18.0,1.0,7.0,6.0,2.0,170.0,2.0,327.0,,,8.0,15.0,42.0,4.0,654.0,,0.0,10.0,15.0,4.0,15.0,2.0,833.0,21.0,8.0,10.0,1.0,8.0,0.0
987765,18.0,2018-12-22 15:00:00,8,Chelsea,Home,205.0,27.0,3.0,3.0,,2.0,,407.0,5.0,,6.0,2.0,11.0,24.0,609.0,1.0,4.0,19.0,19.0,12.0,9.0,2.0,1.0,,,,1.0,13.0,,1.0,1.0,,,6.0,3.0,5.0,11.0,6.0,,107.0,74.0,4.0,5.0,,3.0,29.0,4.0,8.0,,,9.0,20.0,4.0,,14.0,2.0,59.0,52.0,3.0,13.0,9.0,,1.0,75.0,10.0,9.0,,,5.0,3.0,,206.0,,,,,,,5.0,,,,1.0,,,,1.0,9.0,2.0,9.0,9.0,1.0,6.0,201.0,57.0,47.0,5.0,,5.0,6.0,5.0,678.0,,,3.0,4.0,100.0,133.0,48.0,,,,,,165.0,165.0,2.0,33.0,33.0,72.1,2.0,,,1.0,29.0,0.0,,,,179.0,,2.0,2.0,,1.0,8.0,,3.0,222.0,594.0,7.0,12.0,218.0,48.0,13.0,22.0,9.0,36.0,27.0,1.0,277.0,4.0,511.0,1.0,,4.0,15.0,42.0,3.0,693.0,1.0,0.0,17.0,18.0,7.0,20.0,0.0,914.0,33.0,17.0,13.0,9.0,12.0,0.0
987781,19.0,2018-12-26 19:30:00,8,Chelsea,Away,304.0,25.0,,2.0,2.0,2.0,,344.0,5.0,,7.0,1.0,15.0,19.0,646.0,,3.0,10.0,20.0,15.0,7.0,,1.0,,,,2.0,8.0,1.0,,1.0,1.0,,1.0,8.0,3.0,8.0,2.0,,121.0,72.0,3.0,2.0,2.0,2.0,17.0,1.0,10.0,,1.0,4.0,7.0,,,9.0,1.0,53.0,59.0,2.0,13.0,9.0,,,69.0,5.0,14.0,2.0,,3.0,1.0,,230.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,9.0,2.0,3.0,3.0,,7.0,199.0,66.0,48.0,3.0,,4.0,4.0,4.0,706.0,,,3.0,2.0,117.0,102.0,23.0,,,,,1.0,139.0,139.0,5.0,33.0,27.0,65.0,2.0,,,,17.0,0.0,,,,179.0,1.0,,1.0,1.0,1.0,5.0,1.0,3.0,202.0,625.0,5.0,10.0,334.0,38.0,13.0,27.0,3.0,11.0,8.0,1.0,239.0,4.0,406.0,,,10.0,15.0,37.0,2.0,729.0,,0.0,10.0,12.0,5.0,14.0,0.0,906.0,29.0,21.0,18.0,4.0,4.0,0.0
987784,20.0,2018-12-30 12:00:00,8,Chelsea,Away,240.0,33.0,1.0,3.0,2.0,5.0,,453.0,5.0,1.0,2.0,1.0,14.0,34.0,690.0,,1.0,17.0,12.0,12.0,6.0,2.0,,,,1.0,,8.0,,,1.0,,1.0,5.0,4.0,,4.0,8.0,,105.0,70.0,1.0,,1.0,1.0,17.0,4.0,7.0,,,4.0,11.0,1.0,,9.0,,40.0,41.0,1.0,17.0,8.0,,,82.0,8.0,10.0,,,4.0,,1.0,217.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,,8.0,2.0,17.0,17.0,1.0,2.0,242.0,74.0,61.0,3.0,1.0,4.0,5.0,4.0,761.0,,,2.0,2.0,137.0,88.0,37.0,,,,,,139.0,139.0,6.0,24.0,38.0,65.8,1.0,,,,17.0,0.0,,,,217.0,,,,,,4.0,,3.0,228.0,671.0,9.0,9.0,252.0,51.0,17.0,11.0,4.0,16.0,12.0,,289.0,7.0,545.0,1.0,1.0,6.0,17.0,48.0,3.0,781.0,,0.0,12.0,13.0,3.0,18.0,1.0,950.0,18.0,16.0,7.0,4.0,5.0,0.0
987795,21.0,2019-01-02 19:45:00,8,Chelsea,Home,284.0,28.0,2.0,5.0,3.0,4.0,,355.0,7.0,1.0,7.0,3.0,18.0,28.0,634.0,,3.0,26.0,18.0,14.0,11.0,2.0,2.0,,,2.0,,12.0,,,,,1.0,3.0,1.0,5.0,10.0,7.0,,103.0,75.0,,,,1.0,30.0,9.0,7.0,,1.0,7.0,10.0,6.0,,10.0,1.0,52.0,65.0,1.0,20.0,12.0,,1.0,92.0,8.0,11.0,,,2.0,,2.0,226.0,,,,,,,9.0,,,,,,,,,12.0,,4.0,4.0,,7.0,236.0,68.0,55.0,2.0,,1.0,12.0,6.0,726.0,,,1.0,3.0,105.0,95.0,39.0,,,,,,179.0,179.0,5.0,25.0,38.0,71.6,,,,1.0,30.0,0.0,,,,183.0,,2.0,2.0,,2.0,2.0,,2.0,183.0,614.0,9.0,13.0,321.0,53.0,20.0,32.0,7.0,23.0,16.0,2.0,242.0,12.0,450.0,,1.0,11.0,19.0,51.0,5.0,748.0,,0.0,17.0,18.0,10.0,28.0,1.0,984.0,27.0,17.0,22.0,7.0,8.0,0.0
987805,22.0,2019-01-12 17:30:00,8,Chelsea,Home,293.0,18.0,1.0,3.0,2.0,2.0,1.0,306.0,6.0,,7.0,2.0,4.0,23.0,596.0,,3.0,16.0,11.0,20.0,6.0,1.0,,1.0,,1.0,2.0,8.0,,,,,1.0,2.0,7.0,2.0,8.0,2.0,,90.0,68.0,3.0,2.0,1.0,2.0,20.0,2.0,7.0,,,8.0,7.0,,,16.0,,46.0,65.0,2.0,15.0,10.0,,,46.0,6.0,13.0,2.0,,3.0,1.0,1.0,171.0,2.0,,1.0,2.0,,,6.0,,,2.0,1.0,,,,,10.0,,13.0,13.0,2.0,7.0,234.0,77.0,59.0,5.0,,1.0,8.0,6.0,677.0,,,1.0,1.0,112.0,82.0,33.0,,,,,,161.0,161.0,6.0,23.0,32.0,65.9,,,,,20.0,0.0,,,,203.0,,1.0,1.0,,,2.0,,3.0,142.0,575.0,5.0,9.0,320.0,35.0,15.0,20.0,7.0,15.0,8.0,,184.0,8.0,393.0,1.0,,8.0,7.0,40.0,5.0,698.0,,0.0,10.0,18.0,7.0,22.0,1.0,893.0,23.0,13.0,14.0,8.0,13.0,0.0
987813,23.0,2019-01-19 17:30:00,8,Chelsea,Away,259.0,42.0,2.0,3.0,1.0,3.0,,309.0,9.0,,4.0,2.0,15.0,53.0,565.0,,1.0,21.0,11.0,15.0,10.0,2.0,,,,,1.0,11.0,,,1.0,,,12.0,10.0,3.0,9.0,4.0,,97.0,71.0,1.0,1.0,,1.0,18.0,3.0,8.0,,,6.0,12.0,5.0,,21.0,1.0,69.0,54.0,1.0,9.0,2.0,,2.0,48.0,15.0,13.0,,,2.0,2.0,,196.0,,,,,,,9.0,,,,,,,,,2.0,1.0,14.0,14.0,2.0,4.0,193.0,54.0,37.0,5.0,,8.0,4.0,1.0,621.0,,,1.0,5.0,95.0,76.0,52.0,,,,,,156.0,156.0,11.0,25.0,31.0,64.3,1.0,,,2.0,18.0,0.0,,,,161.0,2.0,1.0,3.0,,,9.0,,3.0,190.0,539.0,10.0,12.0,284.0,60.0,9.0,27.0,5.0,24.0,19.0,,233.0,3.0,387.0,,,7.0,16.0,69.0,,647.0,,0.0,13.0,13.0,6.0,22.0,2.0,867.0,45.0,12.0,13.0,6.0,8.0,0.0
987822,24.0,2019-01-30 19:45:00,8,Chelsea,Away,235.0,23.0,,3.0,3.0,3.0,,412.0,2.0,,3.0,,7.0,31.0,644.0,1.0,1.0,18.0,12.0,9.0,11.0,,,,,,1.0,9.0,,,,,,2.0,9.0,3.0,7.0,4.0,,115.0,61.0,2.0,2.0,,1.0,20.0,2.0,4.0,,,7.0,20.0,6.0,,3.0,2.0,32.0,41.0,1.0,7.0,3.0,1.0,1.0,86.0,6.0,8.0,,,5.0,2.0,,187.0,,,,,,,2.0,,,,,,,,,3.0,1.0,9.0,9.0,1.0,3.0,200.0,54.0,39.0,3.0,,2.0,9.0,7.0,700.0,,,3.0,,92.0,140.0,49.0,,,,,,131.0,131.0,12.0,14.0,31.0,67.9,,,,,20.0,0.0,,,,214.0,2.0,1.0,3.0,,,2.0,,3.0,251.0,628.0,9.0,12.0,246.0,47.0,7.0,18.0,5.0,33.0,28.0,,303.0,5.0,503.0,,,2.0,7.0,48.0,6.0,716.0,1.0,0.0,11.0,13.0,5.0,20.0,0.0,901.0,29.0,11.0,11.0,7.0,6.0,0.0
987835,25.0,2019-02-02 15:00:00,8,Chelsea,Home,310.0,19.0,4.0,6.0,3.0,4.0,,347.0,5.0,,3.0,,23.0,23.0,651.0,,3.0,17.0,8.0,8.0,12.0,3.0,,,,,,18.0,1.0,,,,,5.0,4.0,1.0,16.0,7.0,,106.0,74.0,3.0,1.0,3.0,1.0,32.0,8.0,11.0,,,11.0,9.0,1.0,1.0,9.0,1.0,39.0,64.0,1.0,7.0,5.0,,,60.0,8.0,5.0,4.0,,1.0,,,218.0,4.0,1.0,4.0,3.0,1.0,,5.0,,,3.0,,,,,,5.0,,7.0,7.0,,3.0,208.0,66.0,52.0,2.0,,7.0,12.0,7.0,723.0,,,2.0,7.0,82.0,83.0,41.0,,,,,1.0,131.0,131.0,11.0,33.0,27.0,65.0,,,,,32.0,0.0,,,,205.0,1.0,1.0,2.0,1.0,,8.0,,3.0,185.0,637.0,12.0,19.0,330.0,26.0,7.0,28.0,9.0,18.0,10.0,,231.0,6.0,425.0,,,2.0,26.0,30.0,2.0,737.0,1.0,0.0,23.0,27.0,4.0,18.0,0.0,933.0,43.0,10.0,24.0,11.0,21.0,0.0
987847,26.0,2019-02-10 16:00:00,8,Chelsea,Away,249.0,25.0,,1.0,1.0,1.0,,225.0,6.0,,5.0,2.0,2.0,20.0,473.0,,,12.0,10.0,3.0,10.0,,,,1.0,1.0,,11.0,,,,,,6.0,10.0,5.0,6.0,6.0,,92.0,43.0,1.0,1.0,,,14.0,5.0,11.0,,,2.0,5.0,2.0,,9.0,2.0,45.0,49.0,,11.0,4.0,1.0,,50.0,13.0,9.0,,,2.0,1.0,1.0,140.0,,,,,,,6.0,,,,,,,,1.0,4.0,,6.0,6.0,1.0,5.0,156.0,38.0,28.0,2.0,,2.0,8.0,4.0,512.0,,,1.0,2.0,61.0,45.0,23.0,1.0,1.0,1.0,,,94.0,94.0,6.0,15.0,17.0,44.2,,,,,14.0,0.0,,,,147.0,1.0,2.0,3.0,1.0,,3.0,,3.0,130.0,451.0,5.0,10.0,274.0,40.0,11.0,18.0,2.0,10.0,8.0,,159.0,3.0,271.0,1.0,,5.0,2.0,34.0,1.0,535.0,,0.0,12.0,22.0,3.0,12.0,2.0,688.0,20.0,8.0,15.0,2.0,15.0,0.0
987856,27.0,2019-04-03 19:45:00,8,Chelsea,Home,228.0,38.0,2.0,7.0,5.0,3.0,,464.0,5.0,,3.0,,12.0,25.0,685.0,,,14.0,15.0,17.0,10.0,1.0,1.0,,,1.0,,15.0,,,,,,2.0,1.0,2.0,14.0,3.0,,111.0,59.0,4.0,3.0,1.0,,15.0,5.0,8.0,,,7.0,12.0,2.0,,12.0,1.0,45.0,55.0,,8.0,5.0,,,71.0,5.0,9.0,2.0,,2.0,,1.0,186.0,3.0,,1.0,3.0,,,5.0,,,3.0,,,,,,5.0,,8.0,8.0,2.0,3.0,240.0,55.0,47.0,1.0,1.0,6.0,8.0,4.0,735.0,,,,1.0,151.0,83.0,32.0,,,,,,120.0,120.0,11.0,18.0,27.0,68.3,,,,1.0,15.0,0.0,,,,216.0,,1.0,1.0,,1.0,8.0,1.0,3.0,249.0,668.0,5.0,14.0,240.0,52.0,8.0,15.0,6.0,20.0,14.0,1.0,296.0,7.0,533.0,,,2.0,14.0,34.0,,753.0,1.0,0.0,17.0,19.0,1.0,15.0,0.0,926.0,36.0,20.0,10.0,7.0,10.0,0.0
987867,28.0,2019-02-27 20:00:00,8,Chelsea,Home,185.0,21.0,,2.0,2.0,4.0,,208.0,5.0,,4.0,1.0,7.0,33.0,391.0,,,17.0,10.0,13.0,6.0,,,,,1.0,,9.0,,,,1.0,,,4.0,5.0,4.0,7.0,,79.0,75.0,1.0,,1.0,4.0,18.0,2.0,10.0,,,2.0,7.0,2.0,,18.0,,50.0,60.0,4.0,21.0,9.0,,,40.0,7.0,13.0,1.0,,3.0,1.0,1.0,150.0,1.0,,,1.0,,,8.0,,,1.0,1.0,,,,,9.0,1.0,13.0,13.0,1.0,4.0,132.0,59.0,36.0,2.0,,5.0,2.0,1.0,458.0,,,4.0,2.0,100.0,66.0,23.0,,,,,,142.0,142.0,10.0,35.0,26.0,46.5,1.0,,,1.0,18.0,0.0,,,,119.0,,,,,,8.0,,3.0,102.0,377.0,7.0,7.0,216.0,40.0,21.0,12.0,2.0,12.0,10.0,,141.0,7.0,276.0,1.0,,13.0,7.0,62.0,1.0,480.0,,0.0,11.0,27.0,3.0,18.0,1.0,680.0,16.0,16.0,7.0,2.0,17.0,0.0
987876,29.0,2019-03-03 14:05:00,8,Chelsea,Away,319.0,24.0,1.0,3.0,2.0,2.0,,312.0,5.0,,7.0,4.0,9.0,40.0,628.0,,2.0,12.0,3.0,9.0,15.0,,,,,,,18.0,,,,,2.0,5.0,5.0,7.0,15.0,5.0,,113.0,61.0,,,,3.0,15.0,8.0,10.0,,,4.0,5.0,1.0,,11.0,4.0,36.0,41.0,3.0,11.0,6.0,,,65.0,10.0,11.0,1.0,1.0,2.0,1.0,,179.0,2.0,,2.0,2.0,,,7.0,,,2.0,1.0,,,,1.0,6.0,,10.0,10.0,2.0,7.0,191.0,66.0,52.0,5.0,1.0,4.0,13.0,7.0,672.0,,,3.0,1.0,75.0,104.0,31.0,,,,,,108.0,108.0,4.0,19.0,28.0,64.0,,,,,15.0,0.0,,,,211.0,2.0,2.0,4.0,1.0,,5.0,,3.0,149.0,609.0,8.0,17.0,339.0,32.0,11.0,9.0,4.0,11.0,7.0,,179.0,4.0,366.0,2.0,,11.0,11.0,58.0,,694.0,,0.0,20.0,15.0,6.0,15.0,1.0,860.0,33.0,15.0,6.0,4.0,11.0,0.0
987884,30.0,2019-03-10 14:05:00,8,Chelsea,Home,233.0,23.0,2.0,7.0,5.0,1.0,,515.0,2.0,1.0,2.0,1.0,12.0,32.0,741.0,,,32.0,12.0,8.0,13.0,2.0,,,,2.0,,16.0,,,,,,5.0,1.0,1.0,10.0,12.0,,129.0,59.0,,1.0,,1.0,27.0,14.0,4.0,,,13.0,14.0,8.0,,19.0,,58.0,56.0,1.0,,,,,81.0,8.0,13.0,1.0,,6.0,4.0,2.0,196.0,1.0,,,,1.0,,2.0,,,,,,,,,,,5.0,5.0,,2.0,242.0,65.0,53.0,,,1.0,15.0,6.0,805.0,,,,4.0,187.0,126.0,51.0,,,,,,171.0,171.0,10.0,19.0,28.0,75.6,,,1.0,,27.0,0.0,,,,253.0,,,,,,2.0,,3.0,272.0,726.0,12.0,16.0,242.0,41.0,,36.0,12.0,38.0,26.0,,331.0,2.0,616.0,,1.0,2.0,13.0,41.0,1.0,820.0,,0.0,22.0,14.0,1.0,34.0,1.0,1049.0,27.0,20.0,21.0,13.0,11.0,0.0
987895,31.0,2019-03-17 16:30:00,8,Chelsea,Away,277.0,28.0,1.0,4.0,3.0,3.0,,285.0,5.0,,4.0,4.0,11.0,39.0,558.0,1.0,1.0,26.0,13.0,18.0,14.0,1.0,,,,1.0,,14.0,,,,,,2.0,12.0,3.0,10.0,7.0,,95.0,64.0,2.0,2.0,,1.0,20.0,7.0,6.0,,,4.0,6.0,1.0,,7.0,4.0,39.0,67.0,1.0,11.0,4.0,,1.0,72.0,9.0,17.0,,,3.0,,1.0,190.0,,,,,,,6.0,,,,,,,,1.0,4.0,1.0,11.0,11.0,,4.0,196.0,77.0,56.0,3.0,,4.0,11.0,5.0,641.0,,,2.0,3.0,92.0,86.0,28.0,,1.0,1.0,1.0,,152.0,152.0,3.0,28.0,29.0,67.3,,,,,20.0,0.0,,,,185.0,4.0,2.0,6.0,,,5.0,3.0,3.0,150.0,534.0,7.0,15.0,299.0,47.0,11.0,18.0,4.0,11.0,7.0,,215.0,7.0,378.0,,,13.0,11.0,62.0,3.0,666.0,1.0,0.0,17.0,21.0,2.0,30.0,2.0,866.0,33.0,14.0,12.0,4.0,11.0,0.0
987905,32.0,2019-03-31 14:05:00,8,Chelsea,Away,218.0,19.0,1.0,3.0,2.0,6.0,,278.0,7.0,,7.0,3.0,12.0,23.0,493.0,,,19.0,21.0,25.0,14.0,2.0,1.0,1.0,,1.0,,16.0,,,,,1.0,9.0,4.0,4.0,11.0,10.0,,84.0,66.0,3.0,1.0,2.0,1.0,12.0,9.0,10.0,,,7.0,6.0,2.0,1.0,19.0,,72.0,60.0,1.0,20.0,8.0,,,54.0,14.0,8.0,,,3.0,,1.0,201.0,2.0,,1.0,1.0,1.0,,9.0,,,1.0,,,,,,8.0,,9.0,9.0,1.0,8.0,157.0,59.0,43.0,2.0,,8.0,10.0,3.0,568.0,,,1.0,2.0,53.0,64.0,32.0,,,,,,151.0,151.0,2.0,23.0,32.0,71.1,,,3.0,,12.0,0.0,,,,150.0,,2.0,2.0,1.0,1.0,9.0,,3.0,132.0,472.0,4.0,18.0,257.0,37.0,20.0,25.0,5.0,13.0,8.0,1.0,174.0,10.0,348.0,,,15.0,13.0,46.0,1.0,592.0,,0.0,21.0,10.0,3.0,20.0,3.0,787.0,26.0,10.0,17.0,7.0,7.0,0.0
987913,33.0,2019-04-08 20:00:00,8,Chelsea,Home,154.0,25.0,1.0,2.0,1.0,4.0,,259.0,6.0,,4.0,1.0,7.0,18.0,411.0,,2.0,16.0,11.0,11.0,12.0,,1.0,1.0,,2.0,,14.0,,,,,,4.0,6.0,3.0,12.0,4.0,,68.0,62.0,3.0,2.0,1.0,4.0,21.0,3.0,7.0,,,7.0,7.0,,,11.0,2.0,50.0,48.0,4.0,9.0,7.0,,,44.0,8.0,7.0,2.0,,2.0,,2.0,175.0,2.0,,1.0,2.0,,,8.0,,,2.0,,,,,,7.0,1.0,12.0,12.0,,4.0,122.0,53.0,39.0,4.0,,5.0,9.0,7.0,469.0,,,4.0,2.0,70.0,72.0,36.0,,,,,,127.0,127.0,6.0,27.0,24.0,54.0,,,,,21.0,0.0,,,,120.0,1.0,1.0,2.0,,1.0,6.0,1.0,3.0,134.0,397.0,10.0,14.0,173.0,38.0,9.0,31.0,7.0,14.0,7.0,1.0,169.0,6.0,326.0,,,6.0,8.0,32.0,3.0,485.0,,0.0,16.0,12.0,4.0,16.0,2.0,685.0,36.0,12.0,18.0,7.0,8.0,0.0
987927,34.0,2019-04-14 16:30:00,8,Chelsea,Away,160.0,24.0,,1.0,1.0,2.0,,163.0,7.0,,7.0,2.0,5.0,26.0,322.0,,1.0,13.0,14.0,7.0,5.0,,1.0,,,,1.0,5.0,,,1.0,,,5.0,11.0,4.0,4.0,2.0,,60.0,70.0,2.0,2.0,,2.0,16.0,1.0,8.0,,,2.0,5.0,2.0,,13.0,3.0,49.0,59.0,2.0,32.0,17.0,,1.0,41.0,9.0,5.0,,,,,,145.0,,,,,,,10.0,,,,1.0,,,,,17.0,1.0,10.0,10.0,1.0,8.0,105.0,48.0,28.0,9.0,,2.0,3.0,3.0,379.0,,,5.0,3.0,73.0,24.0,21.0,,,,,,131.0,131.0,3.0,37.0,19.0,38.2,1.0,,,2.0,16.0,0.0,,,,91.0,5.0,,5.0,,1.0,2.0,,3.0,97.0,306.0,10.0,5.0,189.0,54.0,32.0,23.0,1.0,8.0,7.0,1.0,125.0,3.0,220.0,1.0,1.0,12.0,5.0,52.0,2.0,401.0,,0.0,6.0,30.0,2.0,17.0,1.0,618.0,19.0,16.0,17.0,2.0,15.0,0.0
987935,35.0,2019-04-22 20:00:00,8,Chelsea,Home,245.0,21.0,2.0,5.0,3.0,3.0,,357.0,5.0,1.0,5.0,3.0,9.0,21.0,597.0,1.0,1.0,24.0,18.0,25.0,14.0,,,,,,1.0,19.0,,,,,,4.0,4.0,2.0,12.0,10.0,,83.0,69.0,1.0,1.0,,1.0,25.0,5.0,5.0,,,10.0,28.0,5.0,,8.0,,45.0,56.0,1.0,12.0,9.0,,,53.0,9.0,4.0,1.0,,1.0,,,193.0,2.0,,2.0,2.0,,,5.0,,,2.0,1.0,,,,1.0,9.0,,3.0,3.0,,5.0,217.0,64.0,48.0,1.0,1.0,5.0,11.0,9.0,667.0,,,1.0,1.0,119.0,100.0,60.0,,,,,,153.0,153.0,7.0,31.0,26.0,76.4,,2.0,1.0,,25.0,0.0,,,,188.0,1.0,,1.0,1.0,,8.0,,3.0,232.0,583.0,11.0,16.0,263.0,36.0,12.0,19.0,10.0,43.0,33.0,,281.0,6.0,461.0,1.0,1.0,13.0,10.0,38.0,1.0,681.0,3.0,0.0,22.0,15.0,2.0,25.0,2.0,899.0,65.0,13.0,12.0,10.0,9.0,0.0
987948,36.0,2019-04-28 16:30:00,8,Chelsea,Away,153.0,21.0,2.0,4.0,3.0,1.0,,213.0,3.0,,9.0,4.0,7.0,27.0,362.0,1.0,1.0,13.0,12.0,11.0,9.0,2.0,,2.0,,2.0,1.0,11.0,,,,,,11.0,6.0,1.0,8.0,8.0,,70.0,61.0,1.0,1.0,1.0,2.0,24.0,6.0,9.0,1.0,,6.0,14.0,3.0,1.0,9.0,2.0,50.0,44.0,2.0,19.0,12.0,,,32.0,14.0,9.0,,,3.0,1.0,2.0,131.0,,,,,,,4.0,,,1.0,,,,,,12.0,,14.0,14.0,3.0,9.0,127.0,37.0,25.0,6.0,,5.0,6.0,3.0,402.0,,,1.0,1.0,78.0,57.0,27.0,,,,,,109.0,109.0,2.0,26.0,24.0,48.3,,,1.0,,24.0,0.0,,,,94.0,3.0,1.0,3.0,,,7.0,1.0,3.0,132.0,347.0,12.0,11.0,178.0,35.0,19.0,15.0,4.0,21.0,18.0,,151.0,2.0,265.0,,,16.0,7.0,48.0,5.0,422.0,1.0,0.0,16.0,15.0,2.0,13.0,2.0,617.0,25.0,11.0,9.0,6.0,9.0,0.0
987955,37.0,2019-05-05 14:00:00,8,Chelsea,Home,188.0,19.0,1.0,4.0,3.0,2.0,,270.0,6.0,,5.0,5.0,3.0,24.0,454.0,,3.0,8.0,17.0,18.0,13.0,,1.0,,,,1.0,15.0,,,,,1.0,4.0,11.0,5.0,16.0,3.0,,67.0,65.0,4.0,4.0,2.0,,20.0,4.0,11.0,,1.0,6.0,10.0,5.0,1.0,7.0,2.0,47.0,66.0,,26.0,13.0,,,44.0,6.0,12.0,1.0,,2.0,1.0,,179.0,3.0,1.0,3.0,1.0,2.0,,12.0,,,1.0,,,,,,13.0,,13.0,13.0,1.0,5.0,149.0,67.0,44.0,6.0,,4.0,12.0,9.0,508.0,,,2.0,1.0,81.0,73.0,37.0,,,,,,128.0,128.0,5.0,26.0,26.0,58.4,,,,,20.0,0.0,,,,142.0,2.0,1.0,3.0,1.0,1.0,6.0,,3.0,151.0,433.0,11.0,17.0,210.0,33.0,26.0,22.0,4.0,20.0,16.0,1.0,188.0,8.0,347.0,,,11.0,3.0,46.0,1.0,537.0,,0.0,19.0,22.0,8.0,9.0,0.0,747.0,42.0,12.0,15.0,6.0,13.0,0.0
