matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987595,1.0,2018-08-11 15:00:00,8,Chelsea,Away,259.0,18.0,2.0,5.0,3.0,5.0,,328.0,2.0,1.0,1.0,4.0,26.0,29.0,582.0,,,27.0,22.0,17.0,5.0,2.0,,1.0,,2.0,1.0,7.0,1.0,1.0,,,,5.0,4.0,2.0,10.0,3.0,,96.0,60.0,2.0,1.0,2.0,1.0,12.0,6.0,6.0,,,5.0,6.0,1.0,,21.0,,60.0,53.0,1.0,21.0,12.0,,,46.0,8.0,8.0,1.0,,3.0,,2.0,179.0,2.0,,2.0,2.0,,,6.0,,,2.0,1.0,,,,,12.0,1.0,9.0,9.0,1.0,1.0,211.0,74.0,59.0,2.0,2.0,2.0,7.0,4.0,642.0,,,1.0,8.0,71.0,73.0,18.0,,,,,1.0,134.0,134.0,3.0,28.0,24.0,62.8,1.0,,,,12.0,0.0,,,,172.0,,1.0,1.0,,,3.0,1.0,3.0,123.0,570.0,5.0,9.0,290.0,32.0,21.0,21.0,4.0,11.0,7.0,,149.0,8.0,379.0,1.0,1.0,15.0,27.0,52.0,1.0,658.0,,0.0,13.0,12.0,,30.0,1.0,856.0,18.0,15.0,17.0,5.0,6.0,0.0
987605,2.0,2018-08-18 17:30:00,8,Chelsea,Home,291.0,25.0,,1.0,1.0,3.0,,351.0,9.0,,3.0,2.0,29.0,33.0,641.0,1.0,2.0,20.0,12.0,15.0,16.0,,1.0,,1.0,1.0,,22.0,,,,,,8.0,9.0,6.0,12.0,12.0,,131.0,54.0,1.0,,1.0,,13.0,6.0,5.0,,,5.0,12.0,1.0,1.0,11.0,3.0,43.0,49.0,,11.0,6.0,,,70.0,12.0,9.0,2.0,,2.0,,1.0,190.0,3.0,,3.0,3.0,,,10.0,,,3.0,,,,,,6.0,,7.0,7.0,,3.0,203.0,64.0,45.0,1.0,,7.0,12.0,11.0,693.0,,,3.0,1.0,131.0,69.0,27.0,,,,,,123.0,123.0,5.0,14.0,30.0,62.3,,,,,13.0,0.0,,,,196.0,2.0,2.0,4.0,1.0,1.0,7.0,,3.0,155.0,615.0,6.0,19.0,318.0,41.0,11.0,12.0,2.0,15.0,13.0,1.0,188.0,5.0,417.0,1.0,,14.0,30.0,58.0,3.0,720.0,2.0,0.0,24.0,16.0,4.0,21.0,0.0,889.0,25.0,11.0,9.0,5.0,9.0,0.0
987618,3.0,2018-08-26 16:00:00,8,Chelsea,Away,202.0,13.0,3.0,3.0,,1.0,,640.0,5.0,,3.0,2.0,16.0,22.0,839.0,,,18.0,12.0,13.0,8.0,1.0,,,,,,11.0,1.0,1.0,,,1.0,5.0,2.0,4.0,10.0,5.0,,138.0,56.0,,,1.0,2.0,15.0,5.0,2.0,,1.0,5.0,11.0,5.0,,16.0,1.0,42.0,53.0,2.0,20.0,11.0,,,80.0,8.0,16.0,1.0,,6.0,3.0,,201.0,,,,,,,6.0,,,,,,,,,11.0,1.0,5.0,5.0,1.0,3.0,300.0,44.0,33.0,4.0,,4.0,5.0,3.0,890.0,,,2.0,1.0,170.0,125.0,41.0,,,,,1.0,130.0,130.0,4.0,22.0,27.0,81.1,1.0,,,,15.0,0.0,,,,274.0,,1.0,1.0,,,7.0,1.0,3.0,356.0,817.0,4.0,9.0,217.0,26.0,20.0,12.0,4.0,23.0,19.0,,402.0,6.0,719.0,,,9.0,16.0,33.0,2.0,913.0,,0.0,15.0,17.0,,20.0,1.0,1099.0,46.0,10.0,7.0,5.0,8.0,0.0
987625,4.0,2018-09-01 15:00:00,8,Chelsea,Home,253.0,19.0,2.0,3.0,1.0,2.0,,366.0,8.0,,4.0,5.0,18.0,24.0,616.0,,1.0,19.0,13.0,19.0,15.0,2.0,,,,1.0,,19.0,,,1.0,,1.0,3.0,5.0,3.0,10.0,14.0,,103.0,58.0,,,,2.0,16.0,12.0,3.0,,,7.0,17.0,3.0,,9.0,,39.0,46.0,2.0,23.0,17.0,,,58.0,10.0,7.0,1.0,,1.0,,1.0,210.0,2.0,,,2.0,,,12.0,,,2.0,,,,,,17.0,1.0,7.0,7.0,,4.0,192.0,69.0,47.0,6.0,,6.0,13.0,6.0,682.0,,,1.0,1.0,78.0,107.0,48.0,,,,,,143.0,143.0,4.0,31.0,19.0,72.6,1.0,,,,16.0,0.0,,,,199.0,1.0,,1.0,2.0,,6.0,,3.0,197.0,600.0,6.0,19.0,281.0,34.0,23.0,14.0,5.0,25.0,20.0,,238.0,11.0,448.0,,,16.0,18.0,50.0,2.0,704.0,,0.0,24.0,12.0,6.0,19.0,2.0,889.0,42.0,16.0,9.0,7.0,7.0,0.0
987633,5.0,2018-09-15 15:00:00,8,Chelsea,Home,258.0,28.0,1.0,4.0,3.0,5.0,,415.0,5.0,,5.0,4.0,22.0,52.0,669.0,,1.0,15.0,23.0,18.0,12.0,,,1.0,,1.0,1.0,15.0,1.0,,,,,3.0,5.0,1.0,15.0,3.0,,136.0,60.0,2.0,1.0,2.0,2.0,20.0,3.0,6.0,,,5.0,7.0,4.0,,10.0,1.0,50.0,48.0,2.0,17.0,11.0,,,80.0,8.0,10.0,3.0,,3.0,,1.0,226.0,2.0,,1.0,2.0,,,8.0,,,3.0,,,,,,11.0,,7.0,7.0,1.0,5.0,206.0,84.0,61.0,4.0,,7.0,7.0,7.0,747.0,,,,1.0,98.0,113.0,34.0,,,,,1.0,131.0,131.0,3.0,24.0,28.0,76.8,,,3.0,1.0,20.0,0.0,,,,198.0,1.0,,1.0,1.0,,8.0,1.0,3.0,171.0,655.0,7.0,14.0,286.0,41.0,17.0,13.0,4.0,15.0,11.0,,214.0,8.0,495.0,,,9.0,24.0,67.0,,766.0,,0.0,18.0,10.0,1.0,15.0,0.0,919.0,25.0,9.0,10.0,5.0,9.0,0.0
987651,6.0,2018-09-23 13:30:00,8,Chelsea,Away,207.0,24.0,2.0,6.0,4.0,5.0,,463.0,9.0,1.0,2.0,,15.0,26.0,664.0,,3.0,23.0,10.0,12.0,13.0,2.0,,,1.0,1.0,2.0,12.0,,,,,1.0,3.0,3.0,3.0,12.0,5.0,,112.0,59.0,4.0,4.0,,1.0,26.0,5.0,7.0,,,8.0,14.0,5.0,,11.0,,46.0,38.0,1.0,8.0,4.0,,,100.0,9.0,11.0,,,7.0,3.0,1.0,240.0,,,,,,,9.0,,,,,,,,2.0,4.0,,8.0,8.0,1.0,2.0,215.0,93.0,73.0,1.0,,6.0,9.0,6.0,737.0,,,1.0,1.0,93.0,132.0,48.0,,,,,,154.0,154.0,4.0,22.0,31.0,71.8,,,,,26.0,0.0,,,,191.0,1.0,,1.0,,,6.0,1.0,3.0,204.0,645.0,7.0,16.0,220.0,41.0,8.0,18.0,6.0,28.0,22.0,,260.0,6.0,566.0,,1.0,6.0,18.0,41.0,3.0,758.0,,0.0,17.0,8.0,3.0,23.0,1.0,933.0,32.0,12.0,7.0,8.0,3.0,0.0
987655,7.0,2018-09-29 17:30:00,8,Chelsea,Home,304.0,29.0,1.0,3.0,2.0,1.0,1.0,164.0,12.0,,1.0,2.0,10.0,31.0,465.0,,5.0,14.0,13.0,11.0,4.0,3.0,,,,,1.0,7.0,,,,,2.0,4.0,7.0,6.0,9.0,1.0,,93.0,63.0,4.0,4.0,,1.0,21.0,2.0,7.0,2.0,,4.0,4.0,3.0,,11.0,1.0,42.0,37.0,1.0,23.0,11.0,,1.0,37.0,7.0,9.0,1.0,,2.0,2.0,,183.0,1.0,,1.0,1.0,,,13.0,,,1.0,1.0,,,,,11.0,,12.0,12.0,,1.0,140.0,65.0,41.0,4.0,,4.0,4.0,4.0,532.0,,,3.0,2.0,70.0,50.0,19.0,,,,,,135.0,135.0,1.0,33.0,22.0,47.2,,2.0,,,21.0,0.0,,,,142.0,3.0,2.0,3.0,,,4.0,,3.0,79.0,440.0,10.0,8.0,340.0,46.0,23.0,8.0,3.0,12.0,9.0,,103.0,6.0,230.0,1.0,,13.0,12.0,51.0,2.0,558.0,,0.0,10.0,13.0,5.0,15.0,0.0,731.0,18.0,13.0,4.0,4.0,9.0,0.0
987669,8.0,2018-10-07 14:15:00,8,Chelsea,Away,219.0,33.0,5.0,6.0,1.0,3.0,,362.0,5.0,,3.0,,10.0,25.0,575.0,,2.0,23.0,12.0,17.0,10.0,3.0,1.0,,,,1.0,15.0,,,,,2.0,7.0,9.0,6.0,16.0,5.0,,109.0,46.0,5.0,2.0,3.0,2.0,25.0,12.0,2.0,,2.0,12.0,12.0,2.0,,12.0,1.0,46.0,47.0,2.0,18.0,14.0,,1.0,47.0,11.0,13.0,1.0,,3.0,1.0,,193.0,3.0,,2.0,2.0,1.0,,8.0,,,2.0,,,,,,14.0,1.0,2.0,2.0,,3.0,175.0,73.0,53.0,4.0,1.0,2.0,14.0,6.0,630.0,,,3.0,2.0,101.0,79.0,44.0,,,,,,133.0,133.0,4.0,19.0,18.0,65.3,,,,,25.0,0.0,,,,174.0,1.0,5.0,6.0,,1.0,3.0,,3.0,177.0,558.0,9.0,16.0,239.0,47.0,18.0,13.0,12.0,27.0,15.0,1.0,214.0,8.0,439.0,,,5.0,10.0,38.0,,651.0,,0.0,21.0,13.0,4.0,25.0,0.0,841.0,41.0,11.0,4.0,12.0,4.0,0.0
987675,9.0,2018-10-20 12:30:00,8,Chelsea,Home,218.0,17.0,1.0,5.0,4.0,2.0,1.0,330.0,5.0,,5.0,1.0,15.0,14.0,543.0,,2.0,21.0,15.0,13.0,14.0,2.0,,1.0,,1.0,,17.0,,,,1.0,2.0,5.0,6.0,1.0,14.0,7.0,,87.0,68.0,3.0,3.0,2.0,1.0,11.0,7.0,10.0,,,5.0,5.0,6.0,1.0,9.0,1.0,54.0,43.0,1.0,23.0,14.0,,,60.0,9.0,15.0,,1.0,5.0,2.0,1.0,188.0,1.0,1.0,1.0,,1.0,,5.0,,,1.0,1.0,,,,,14.0,1.0,9.0,9.0,2.0,5.0,186.0,72.0,62.0,3.0,,6.0,11.0,6.0,588.0,,,,2.0,117.0,44.0,34.0,,,,,,128.0,128.0,4.0,34.0,24.0,62.3,1.0,2.0,1.0,,11.0,0.0,,,,150.0,2.0,,2.0,,,8.0,,3.0,162.0,521.0,8.0,18.0,239.0,38.0,23.0,17.0,5.0,18.0,13.0,,196.0,9.0,390.0,1.0,,9.0,17.0,32.0,2.0,611.0,,0.0,21.0,12.0,3.0,23.0,2.0,817.0,33.0,19.0,5.0,5.0,8.0,0.0
987683,10.0,2018-10-28 13:30:00,8,Chelsea,Away,423.0,20.0,1.0,3.0,2.0,1.0,,300.0,4.0,,3.0,2.0,14.0,34.0,720.0,,2.0,15.0,11.0,18.0,15.0,,,,,,,21.0,,,,1.0,,3.0,4.0,3.0,17.0,7.0,,169.0,46.0,4.0,3.0,2.0,5.0,17.0,7.0,4.0,,,4.0,3.0,2.0,,8.0,,35.0,52.0,5.0,23.0,14.0,,1.0,50.0,10.0,14.0,2.0,,1.0,,,235.0,3.0,,1.0,3.0,,,6.0,,,3.0,1.0,,,,2.0,14.0,2.0,5.0,5.0,1.0,3.0,199.0,72.0,53.0,4.0,1.0,8.0,10.0,8.0,769.0,,,2.0,2.0,78.0,86.0,16.0,,,,,,105.0,105.0,2.0,21.0,20.0,69.8,1.0,,,,17.0,0.0,,,,193.0,1.0,,1.0,,,9.0,,3.0,103.0,696.0,2.0,18.0,453.0,36.0,23.0,16.0,3.0,8.0,5.0,,127.0,4.0,351.0,1.0,,9.0,15.0,52.0,,796.0,,0.0,24.0,9.0,3.0,17.0,2.0,960.0,26.0,7.0,11.0,4.0,5.0,0.0
987695,11.0,2018-11-04 16:00:00,8,Chelsea,Home,352.0,17.0,1.0,5.0,4.0,1.0,2.0,452.0,4.0,1.0,5.0,1.0,5.0,40.0,799.0,,3.0,22.0,12.0,13.0,10.0,2.0,1.0,,,,1.0,11.0,,,,,3.0,2.0,4.0,3.0,9.0,6.0,,147.0,74.0,3.0,2.0,1.0,,15.0,4.0,12.0,,,4.0,7.0,5.0,,14.0,,50.0,58.0,,11.0,4.0,,,74.0,6.0,13.0,3.0,,3.0,2.0,,213.0,3.0,1.0,3.0,2.0,1.0,,4.0,,,2.0,1.0,,,,1.0,4.0,,2.0,2.0,,5.0,271.0,92.0,83.0,2.0,,5.0,10.0,6.0,865.0,,,3.0,5.0,188.0,116.0,32.0,,,,,,136.0,136.0,8.0,38.0,23.0,73.7,,,,,15.0,0.0,,,,252.0,1.0,,1.0,1.0,1.0,5.0,,3.0,192.0,781.0,5.0,15.0,376.0,33.0,11.0,20.0,3.0,17.0,14.0,1.0,233.0,1.0,524.0,1.0,1.0,7.0,7.0,53.0,6.0,883.0,,0.0,15.0,21.0,6.0,22.0,0.0,1061.0,26.0,8.0,13.0,4.0,12.0,0.0
987704,12.0,2018-11-11 14:15:00,8,Chelsea,Home,312.0,27.0,1.0,3.0,2.0,2.0,,306.0,9.0,1.0,4.0,,10.0,22.0,615.0,,4.0,23.0,18.0,12.0,10.0,2.0,,1.0,,1.0,1.0,10.0,,,,1.0,2.0,3.0,2.0,4.0,7.0,8.0,,92.0,60.0,3.0,3.0,,2.0,7.0,4.0,8.0,,2.0,5.0,11.0,1.0,,16.0,,54.0,50.0,2.0,13.0,8.0,,,71.0,7.0,11.0,,,2.0,,1.0,189.0,,,,,,,9.0,,,,,,,,,8.0,1.0,4.0,4.0,,4.0,207.0,85.0,66.0,5.0,,5.0,7.0,4.0,660.0,,,2.0,,93.0,86.0,31.0,,,,,,128.0,128.0,4.0,20.0,32.0,68.7,1.0,,,,7.0,0.0,,,,200.0,,1.0,1.0,1.0,,7.0,,3.0,138.0,587.0,3.0,14.0,322.0,49.0,13.0,13.0,4.0,16.0,12.0,,180.0,5.0,382.0,,1.0,5.0,12.0,49.0,5.0,688.0,,0.0,15.0,19.0,6.0,23.0,4.0,876.0,18.0,16.0,8.0,5.0,11.0,0.0
987718,13.0,2018-11-24 17:30:00,8,Chelsea,Away,240.0,35.0,,5.0,5.0,,1.0,232.0,8.0,,5.0,5.0,9.0,37.0,467.0,,,19.0,19.0,13.0,10.0,,,,,,,12.0,,,,,1.0,6.0,12.0,6.0,8.0,5.0,,92.0,65.0,1.0,,1.0,,19.0,6.0,12.0,,4.0,4.0,12.0,3.0,,7.0,3.0,54.0,62.0,,8.0,3.0,,,44.0,12.0,19.0,,,3.0,2.0,,162.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,,3.0,,22.0,22.0,1.0,5.0,152.0,79.0,68.0,4.0,,4.0,7.0,2.0,516.0,,,3.0,1.0,94.0,51.0,35.0,,,,,,135.0,135.0,4.0,25.0,29.0,60.1,,,,,19.0,0.0,,,,143.0,5.0,1.0,6.0,,,5.0,,3.0,105.0,437.0,9.0,11.0,273.0,50.0,8.0,20.0,4.0,21.0,17.0,,140.0,2.0,297.0,,,11.0,13.0,51.0,5.0,549.0,,0.0,13.0,15.0,6.0,20.0,3.0,760.0,25.0,18.0,15.0,4.0,7.0,0.0
987724,14.0,2018-12-02 12:00:00,8,Chelsea,Home,375.0,26.0,,1.0,1.0,,,273.0,9.0,,1.0,1.0,12.0,47.0,647.0,,1.0,20.0,15.0,15.0,6.0,,1.0,,2.0,3.0,,13.0,,,,,,3.0,2.0,7.0,9.0,7.0,,118.0,52.0,2.0,1.0,2.0,,20.0,6.0,11.0,,,4.0,10.0,2.0,,16.0,3.0,56.0,58.0,,17.0,10.0,,,47.0,8.0,17.0,1.0,,4.0,,3.0,201.0,2.0,,2.0,2.0,,,9.0,,,2.0,,,,,,10.0,,11.0,11.0,1.0,1.0,218.0,81.0,60.0,6.0,,,8.0,9.0,698.0,,,1.0,2.0,99.0,74.0,30.0,,,,,,135.0,135.0,5.0,19.0,25.0,66.0,,,,,20.0,0.0,,,,188.0,2.0,2.0,4.0,,1.0,1.0,,3.0,120.0,621.0,8.0,8.0,396.0,45.0,17.0,15.0,2.0,14.0,12.0,1.0,160.0,2.0,343.0,,,7.0,13.0,63.0,,725.0,,0.0,16.0,18.0,3.0,23.0,2.0,922.0,27.0,16.0,8.0,4.0,12.0,0.0
987739,15.0,2018-12-05 19:45:00,8,Chelsea,Away,284.0,14.0,1.0,3.0,2.0,4.0,,316.0,6.0,,4.0,4.0,9.0,25.0,597.0,,4.0,23.0,16.0,19.0,11.0,1.0,,,1.0,1.0,,12.0,,,,,2.0,4.0,5.0,1.0,9.0,8.0,,92.0,60.0,2.0,2.0,,5.0,15.0,4.0,7.0,,,5.0,10.0,3.0,,10.0,,48.0,62.0,5.0,18.0,9.0,1.0,,57.0,10.0,18.0,,,4.0,1.0,1.0,197.0,1.0,,,1.0,,,6.0,,,1.0,,,,,,9.0,,11.0,11.0,1.0,4.0,188.0,85.0,64.0,1.0,1.0,7.0,6.0,3.0,650.0,,,1.0,3.0,97.0,79.0,26.0,,,,,,132.0,132.0,,26.0,30.0,70.1,,3.0,,1.0,15.0,0.0,,,,201.0,,,,,,10.0,,3.0,137.0,571.0,1.0,14.0,307.0,34.0,18.0,17.0,4.0,18.0,14.0,,174.0,5.0,389.0,,,8.0,10.0,41.0,,678.0,,0.0,17.0,14.0,6.0,24.0,4.0,875.0,18.0,16.0,11.0,5.0,10.0,0.0
