matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645204,1,2026-08-24 20:00:00,8,Chelsea,Away,127.0,16.0,,5.0,5.0,2.0,,200.0,1.0,2.0,4.0,3.0,24.0,322.0,1.0,1.0,10.0,14.0,10.0,13.0,,3.0,4.0,0.0,,,1.0,14.0,0.0,,,4.0,7.0,7.0,13.0,5.0,64.0,52.0,4.0,1.0,3.0,1.0,11.0,7.0,8.0,4.0,7.0,2.0,0.0,14.0,1.0,48.0,58.0,1.0,22.0,9.0,1.0,1.0,0.85109,2.2386,,2.0213,1.1713,57.0,7.0,11.0,3.0,1.0,1.0,1.0,,133.0,3.0,3.0,3.0,,1.0,5.0,3.0,3.0,9.0,,7.0,7.0,2.0,0.0,2.0,93.0,75.0,41.0,6.0,0.0,5.0,11.0,6.0,371.0,5.0,,0.0,43.0,58.0,21.0,130.0,130.0,5.0,16.0,26.0,38.1,,,1.0,17.0,0.0,104.0,2.0,2.0,4.0,1.0,4.0,5.0,,0.0,5.0,67.0,309.0,11.0,16.0,142.0,31.0,22.0,19.0,1.0,11.0,10.0,5.0,100.0,4.0,263.0,3.0,22.0,3.0,61.0,3.0,394.0,2.0,0.0,18.0,23.0,1.0,14.0,3.0,606.0,38.0,25.0,0.0,14.0,4.0,15.0,0.0
2645207,2,2026-08-30 14:00:00,8,Chelsea,Home,72.0,6.0,1.0,3.0,2.0,1.0,1.0,86.0,7.0,2.0,5.0,,18.0,155.0,1.0,,7.0,14.0,17.0,9.0,2.0,2.0,2.0,0.0,,1.0,,12.0,0.0,,1.0,1.0,14.0,2.0,15.0,2.0,27.0,37.0,5.0,3.0,3.0,4.0,6.0,6.0,7.0,4.0,2.0,2.0,0.0,5.0,4.0,36.0,46.0,4.0,38.0,21.0,,,1.62491,2.9314,,2.6004,2.607,43.0,6.0,11.0,2.0,,1.0,1.0,,110.0,3.0,2.0,1.0,2.0,1.0,16.0,1.0,1.0,21.0,,9.0,9.0,,0.0,3.0,49.0,53.0,23.0,7.0,2.0,4.0,10.0,6.0,188.0,1.0,1.0,1.0,24.0,30.0,26.0,102.0,102.0,1.0,15.0,8.0,25.9,,,1.0,12.0,0.0,41.0,3.0,1.0,4.0,1.0,2.0,5.0,,0.0,5.0,54.0,133.0,6.0,14.0,89.0,17.0,38.0,10.0,4.0,9.0,5.0,3.0,90.0,5.0,147.0,1.0,15.0,,49.0,,227.0,1.0,0.0,17.0,12.0,,13.0,1.0,396.0,29.0,8.0,0.0,6.0,4.0,8.0,0.0
2645215,3,2026-09-06 16:30:00,8,Chelsea,Away,123.0,12.0,,1.0,1.0,2.0,,192.0,1.0,3.0,4.0,7.0,18.0,314.0,,,8.0,13.0,16.0,9.0,,1.0,1.0,0.0,1.0,,,10.0,0.0,1.0,1.0,8.0,13.0,3.0,5.0,8.0,65.0,41.0,1.0,1.0,,2.0,7.0,2.0,3.0,3.0,8.0,3.0,0.0,6.0,3.0,42.0,43.0,2.0,23.0,15.0,,1.0,0.291188,0.3887,0.0388,0.349,1.9951,47.0,16.0,13.0,1.0,,1.0,,1.0,138.0,1.0,1.0,,1.0,,8.0,0.0,,15.0,1.0,7.0,7.0,1.0,0.0,3.0,80.0,56.0,32.0,5.0,0.0,6.0,4.0,5.0,355.0,6.0,,0.0,40.0,57.0,25.0,111.0,111.0,3.0,16.0,15.0,45.5,1.0,3.0,,14.0,0.0,101.0,7.0,,8.0,4.0,1.0,6.0,1.0,0.0,4.0,91.0,296.0,7.0,10.0,134.0,22.0,23.0,6.0,3.0,14.0,11.0,1.0,130.0,6.0,264.0,,17.0,7.0,49.0,,384.0,1.0,0.0,13.0,12.0,1.0,12.0,4.0,549.0,26.0,14.0,0.0,2.0,3.0,6.0,0.0
