matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442008,1,2012-08-19 13:30:00,8,Chelsea,Away,245.0,14.0,,2.0,2.0,3.0,1.0,146.0,4.0,,6.0,2.0,20.0,25.0,389.0,,2.0,13.0,10.0,9.0,2.0,1.0,,1.0,,,,,,,,,2.0,4.0,1.0,,,,1.0,11.0,4.0,,,77.0,56.0,2.0,1.0,2.0,2.0,,4.0,,,1.0,4.0,1.0,1.0,13.0,3.0,48.0,51.0,2.0,12.0,5.0,,1.0,42.0,11.0,16.0,,,3.0,1.0,,126.0,1.0,,1.0,1.0,,1.0,11.0,1.0,4.0,,17.0,,25.0,20.0,3.0,7.0,121.0,78.0,47.0,7.0,1.0,1.0,3.0,4.0,,1.0,2.0,,40.0,36.0,10.0,,,1.0,131.0,114.0,2.0,29.0,12.0,48.0,,,,0.0,132.0,1.0,3.0,,,1.0,1.0,2.0,,2.0,44.0,,4.0,263.0,21.0,29.0,19.0,1.0,7.0,6.0,3.0,72.0,5.0,200.0,4.0,,19.0,21.0,48.0,2.0,456.0,,0.0,6.0,17.0,3.0,18.0,2.0,639.0,,2.0,9.0,1.0,16.0,0.0
442010,2,2012-08-25 17:30:00,8,Chelsea,Home,204.0,16.0,,3.0,3.0,3.0,,239.0,8.0,,2.0,7.0,10.0,33.0,440.0,,,13.0,9.0,19.0,6.0,,,,,2.0,,,2.0,,,,,9.0,1.0,,,,,8.0,3.0,,,95.0,56.0,,,1.0,4.0,1.0,11.0,,,2.0,8.0,4.0,,12.0,1.0,46.0,53.0,4.0,17.0,13.0,,2.0,53.0,8.0,11.0,2.0,,5.0,,2.0,151.0,1.0,,1.0,1.0,,,11.0,1.0,,,17.0,,10.0,8.0,,2.0,127.0,76.0,49.0,3.0,,2.0,5.0,6.0,,2.0,4.0,,76.0,66.0,20.0,,,1.0,121.0,116.0,5.0,28.0,18.0,52.5,,,,0.0,140.0,3.0,,,,1.0,,5.0,,2.0,113.0,,7.0,214.0,31.0,22.0,12.0,1.0,13.0,12.0,,156.0,10.0,312.0,,,21.0,10.0,54.0,1.0,513.0,,0.0,12.0,17.0,1.0,13.0,1.0,667.0,,7.0,6.0,2.0,13.0,0.0
442019,3,2012-08-22 19:45:00,8,Chelsea,Home,258.0,26.0,,5.0,5.0,1.0,1.0,326.0,2.0,,6.0,6.0,18.0,44.0,579.0,,,25.0,12.0,28.0,18.0,1.0,,1.0,,,,,,,,,,24.0,1.0,,,,1.0,3.0,4.0,,,103.0,71.0,3.0,1.0,3.0,3.0,6.0,3.0,,,1.0,13.0,4.0,2.0,7.0,,37.0,66.0,3.0,17.0,11.0,1.0,,64.0,13.0,13.0,1.0,,4.0,2.0,,208.0,3.0,,2.0,3.0,,1.0,5.0,3.0,2.0,1.0,20.0,,22.0,18.0,1.0,6.0,165.0,88.0,65.0,5.0,1.0,12.0,10.0,6.0,,1.0,,,84.0,73.0,20.0,,,1.0,131.0,120.0,,33.0,28.0,71.6,,,1.0,0.0,175.0,1.0,1.0,,,2.0,1.0,15.0,,3.0,155.0,,22.0,274.0,39.0,28.0,15.0,1.0,20.0,19.0,3.0,192.0,4.0,397.0,2.0,,17.0,19.0,63.0,,651.0,,0.0,27.0,13.0,,27.0,0.0,856.0,,18.0,12.0,1.0,11.0,0.0
442035,4,2012-09-15 15:00:00,8,Chelsea,Away,134.0,23.0,1.0,3.0,2.0,2.0,,179.0,1.0,,3.0,4.0,7.0,35.0,310.0,,,25.0,15.0,11.0,6.0,2.0,,1.0,,,,1.0,2.0,,,,,7.0,,,,,,7.0,5.0,,,68.0,57.0,2.0,2.0,,1.0,4.0,4.0,,1.0,4.0,11.0,3.0,,19.0,1.0,69.0,55.0,1.0,11.0,8.0,,2.0,70.0,18.0,17.0,,,3.0,1.0,2.0,159.0,,,,,,,8.0,,,1.0,14.0,,12.0,8.0,,3.0,84.0,77.0,33.0,2.0,,4.0,4.0,4.0,,3.0,5.0,,54.0,62.0,16.0,,,,176.0,168.0,3.0,25.0,20.0,47.3,,,,0.0,90.0,3.0,,,,2.0,1.0,4.0,,2.0,100.0,,8.0,155.0,35.0,19.0,19.0,4.0,19.0,15.0,1.0,147.0,7.0,265.0,,,25.0,7.0,62.0,1.0,401.0,,0.0,12.0,22.0,,26.0,2.0,602.0,,14.0,5.0,4.0,18.0,0.0
442039,5,2012-09-22 15:00:00,8,Chelsea,Home,130.0,13.0,1.0,2.0,1.0,1.0,,259.0,4.0,,2.0,2.0,7.0,29.0,387.0,,1.0,16.0,17.0,11.0,15.0,1.0,,,,,,1.0,1.0,,,,,15.0,,,,,,7.0,6.0,,,57.0,59.0,2.0,1.0,1.0,,8.0,3.0,,,13.0,12.0,3.0,1.0,13.0,1.0,53.0,51.0,,11.0,8.0,,,67.0,14.0,16.0,,,5.0,3.0,1.0,168.0,1.0,,1.0,1.0,,,12.0,1.0,,,12.0,,12.0,10.0,1.0,2.0,108.0,65.0,36.0,3.0,,7.0,10.0,4.0,,4.0,3.0,,56.0,67.0,28.0,,,,157.0,152.0,6.0,20.0,29.0,59.7,,,,0.0,133.0,2.0,1.0,,,,,7.0,,3.0,171.0,,17.0,139.0,23.0,16.0,13.0,10.0,28.0,18.0,,222.0,4.0,355.0,,,20.0,8.0,52.0,2.0,466.0,,0.0,19.0,18.0,1.0,16.0,2.0,652.0,,14.0,6.0,13.0,16.0,0.0
442049,6,2012-09-29 12:45:00,8,Chelsea,Away,204.0,11.0,1.0,3.0,2.0,3.0,1.0,192.0,8.0,,4.0,12.0,6.0,31.0,393.0,,,13.0,15.0,16.0,4.0,,1.0,,1.0,,,1.0,3.0,,,,,5.0,,,,,1.0,8.0,8.0,3.0,7.0,79.0,59.0,,1.0,,6.0,2.0,14.0,,1.0,5.0,8.0,2.0,,23.0,,72.0,70.0,6.0,20.0,11.0,,1.0,51.0,14.0,14.0,2.0,,5.0,2.0,3.0,172.0,1.0,1.0,1.0,,1.0,,11.0,,1.0,,15.0,,11.0,9.0,2.0,4.0,90.0,76.0,48.0,6.0,,3.0,2.0,3.0,445.0,3.0,,,52.0,72.0,22.0,,,,137.0,137.0,5.0,26.0,21.0,48.6,,,,0.0,129.0,2.0,1.0,3.0,,1.0,,5.0,,3.0,102.0,375.0,5.0,226.0,28.0,28.0,21.0,3.0,15.0,12.0,,135.0,6.0,259.0,1.0,,23.0,6.0,64.0,3.0,470.0,,0.0,10.0,26.0,1.0,15.0,3.0,676.0,15.0,13.0,14.0,5.0,23.0,0.0
442059,7,2012-10-06 15:00:00,8,Chelsea,Home,284.0,29.0,,7.0,7.0,1.0,1.0,388.0,5.0,,7.0,,16.0,41.0,665.0,,3.0,15.0,11.0,9.0,16.0,,,1.0,,,,,,,,,1.0,21.0,,,,,1.0,6.0,2.0,,,126.0,59.0,5.0,3.0,2.0,1.0,9.0,7.0,,1.0,10.0,17.0,7.0,1.0,10.0,,42.0,28.0,1.0,9.0,3.0,,,71.0,7.0,2.0,2.0,,1.0,1.0,,203.0,3.0,,3.0,3.0,,1.0,6.0,4.0,1.0,,8.0,,7.0,5.0,,7.0,203.0,70.0,60.0,2.0,1.0,5.0,14.0,9.0,,1.0,,,103.0,79.0,23.0,,,,129.0,123.0,3.0,24.0,25.0,68.9,,,,0.0,199.0,1.0,,,,,1.0,5.0,1.0,3.0,201.0,,19.0,296.0,45.0,15.0,13.0,6.0,31.0,25.0,2.0,248.0,2.0,466.0,1.0,,3.0,17.0,50.0,2.0,731.0,,0.0,23.0,11.0,3.0,15.0,0.0,899.0,,13.0,6.0,10.0,10.0,0.0
442076,8,2012-10-20 12:45:00,8,Chelsea,Away,226.0,20.0,,3.0,3.0,1.0,,194.0,6.0,,6.0,3.0,9.0,35.0,417.0,,2.0,13.0,12.0,17.0,3.0,,,,,,,,,,,,,9.0,,,,,,14.0,12.0,,,77.0,65.0,2.0,1.0,2.0,2.0,,8.0,,,4.0,15.0,2.0,1.0,12.0,4.0,49.0,48.0,2.0,22.0,12.0,,,69.0,9.0,7.0,3.0,,,,,185.0,2.0,,2.0,2.0,,,9.0,3.0,,,21.0,,11.0,8.0,1.0,6.0,116.0,80.0,52.0,7.0,,1.0,4.0,7.0,,7.0,4.0,,56.0,71.0,19.0,,,,163.0,148.0,2.0,23.0,30.0,57.8,,,1.0,0.0,115.0,4.0,4.0,,,,,3.0,,2.0,97.0,,5.0,241.0,28.0,37.0,13.0,4.0,21.0,17.0,1.0,139.0,5.0,273.0,,,17.0,9.0,54.0,5.0,493.0,,0.0,10.0,20.0,4.0,20.0,2.0,709.0,,14.0,4.0,4.0,17.0,0.0
442081,9,2012-10-28 16:00:00,8,Chelsea,Home,149.0,19.0,2.0,7.0,5.0,1.0,,203.0,3.0,,10.0,3.0,4.0,21.0,345.0,,,23.0,9.0,10.0,9.0,2.0,,,1.0,,,1.0,3.0,1.0,,,,9.0,,,,,,12.0,4.0,,,61.0,45.0,4.0,4.0,,5.0,4.0,7.0,,2.0,8.0,13.0,3.0,,15.0,1.0,55.0,46.0,5.0,10.0,4.0,,1.0,68.0,14.0,11.0,1.0,,6.0,2.0,3.0,144.0,1.0,,1.0,1.0,,,7.0,1.0,3.0,,7.0,1.0,13.0,9.0,1.0,10.0,109.0,63.0,35.0,6.0,1.0,3.0,9.0,8.0,,2.0,1.0,1.0,52.0,66.0,22.0,,,,148.0,145.0,5.0,16.0,14.0,48.7,,,,0.0,107.0,1.0,2.0,,1.0,,,3.0,,3.0,91.0,,12.0,166.0,39.0,13.0,15.0,7.0,25.0,18.0,,138.0,3.0,280.0,3.0,,16.0,5.0,44.0,1.0,421.0,,2.0,15.0,21.0,1.0,29.0,1.0,618.0,,13.0,4.0,8.0,16.0,0.0
442095,10,2012-11-03 15:00:00,8,Chelsea,Away,165.0,12.0,2.0,3.0,1.0,2.0,,219.0,3.0,,6.0,8.0,8.0,31.0,381.0,,,15.0,5.0,10.0,3.0,2.0,,,,,,1.0,2.0,,,,,5.0,,,,,,4.0,6.0,,,64.0,46.0,,,,3.0,4.0,4.0,,1.0,6.0,11.0,1.0,,11.0,,37.0,47.0,3.0,13.0,6.0,,,55.0,10.0,12.0,1.0,,4.0,,2.0,155.0,1.0,,,,1.0,,6.0,,1.0,1.0,10.0,,11.0,9.0,3.0,6.0,107.0,62.0,43.0,8.0,,1.0,5.0,5.0,,4.0,2.0,,48.0,52.0,13.0,,,,127.0,119.0,4.0,14.0,20.0,47.8,,,1.0,0.0,116.0,,1.0,,,,,2.0,1.0,3.0,98.0,,6.0,180.0,22.0,21.0,11.0,6.0,18.0,12.0,,125.0,5.0,280.0,1.0,,17.0,8.0,46.0,2.0,442.0,,0.0,11.0,22.0,2.0,17.0,1.0,611.0,,15.0,3.0,6.0,12.0,0.0
