matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442101,11,2012-11-11 16:00:00,8,Chelsea,Home,117.0,8.0,2.0,7.0,5.0,,2.0,198.0,4.0,1.0,5.0,8.0,9.0,28.0,308.0,,,18.0,7.0,6.0,5.0,4.0,,,,1.0,,,1.0,,,,,10.0,,,,,2.0,4.0,5.0,,,56.0,61.0,2.0,2.0,,3.0,2.0,13.0,,1.0,4.0,12.0,3.0,1.0,22.0,1.0,63.0,67.0,3.0,16.0,4.0,,,61.0,12.0,13.0,,,6.0,3.0,1.0,150.0,1.0,1.0,1.0,,1.0,,5.0,,2.0,,7.0,,9.0,6.0,1.0,5.0,84.0,68.0,39.0,7.0,,7.0,3.0,3.0,,2.0,6.0,,58.0,67.0,16.0,,,,155.0,147.0,1.0,22.0,31.0,43.1,,,1.0,0.0,96.0,1.0,1.0,,,,,10.0,,3.0,100.0,,10.0,127.0,21.0,24.0,22.0,4.0,22.0,18.0,,144.0,4.0,281.0,2.0,1.0,22.0,9.0,46.0,1.0,386.0,,0.0,15.0,35.0,,22.0,1.0,607.0,,11.0,13.0,4.0,30.0,0.0
442117,12,2012-11-17 15:00:00,8,Chelsea,Away,196.0,28.0,1.0,7.0,6.0,,,357.0,3.0,1.0,12.0,1.0,10.0,51.0,546.0,1.0,1.0,20.0,4.0,11.0,12.0,,,,,,,,1.0,,,,1.0,17.0,,,,,,5.0,4.0,,,77.0,45.0,2.0,2.0,,,6.0,,,1.0,12.0,24.0,10.0,,10.0,2.0,40.0,37.0,,11.0,8.0,,1.0,64.0,13.0,7.0,1.0,,1.0,,1.0,188.0,1.0,,1.0,1.0,,,4.0,1.0,,,11.0,,11.0,9.0,,12.0,174.0,70.0,56.0,,,5.0,8.0,7.0,,2.0,2.0,,119.0,93.0,33.0,,,,148.0,141.0,3.0,19.0,11.0,64.7,,,,0.0,169.0,2.0,1.0,,,,,6.0,,3.0,212.0,,13.0,207.0,44.0,18.0,19.0,10.0,44.0,34.0,,252.0,2.0,445.0,,1.0,5.0,10.0,59.0,1.0,608.0,1.0,0.0,19.0,13.0,1.0,24.0,0.0,811.0,,11.0,6.0,12.0,7.0,0.0
442120,13,2012-11-25 16:00:00,8,Chelsea,Home,159.0,12.0,2.0,4.0,2.0,4.0,1.0,150.0,4.0,1.0,5.0,4.0,4.0,32.0,305.0,,1.0,26.0,16.0,13.0,3.0,2.0,,,,,,1.0,1.0,,,,,3.0,,,,,1.0,8.0,1.0,,,52.0,51.0,,,,9.0,1.0,6.0,,,6.0,10.0,3.0,,15.0,1.0,61.0,59.0,9.0,25.0,13.0,,,56.0,10.0,16.0,,,4.0,3.0,1.0,138.0,,,,,,,5.0,,,2.0,25.0,,17.0,10.0,4.0,5.0,97.0,69.0,33.0,11.0,,4.0,1.0,1.0,,1.0,2.0,,37.0,63.0,19.0,,,,165.0,148.0,1.0,25.0,18.0,42.3,,,,0.0,94.0,4.0,1.0,,,,,4.0,,2.0,67.0,,5.0,177.0,22.0,42.0,22.0,6.0,22.0,16.0,1.0,105.0,7.0,226.0,,1.0,21.0,5.0,53.0,3.0,381.0,,0.0,6.0,24.0,1.0,32.0,0.0,617.0,,11.0,6.0,6.0,19.0,0.0
442137,14,2012-11-28 19:45:00,8,Chelsea,Home,184.0,19.0,2.0,6.0,4.0,,1.0,312.0,3.0,,3.0,2.0,9.0,35.0,490.0,,,32.0,13.0,15.0,10.0,1.0,,,,1.0,,,2.0,,,1.0,,13.0,,,,,,4.0,5.0,,,96.0,54.0,,,,1.0,10.0,7.0,,,10.0,22.0,8.0,,11.0,1.0,56.0,42.0,1.0,3.0,1.0,,,60.0,10.0,11.0,,,7.0,3.0,2.0,177.0,,,,,,,3.0,,1.0,,5.0,,14.0,9.0,,3.0,166.0,71.0,52.0,2.0,,2.0,9.0,3.0,,3.0,,,100.0,92.0,34.0,,,,170.0,165.0,6.0,22.0,22.0,59.7,,,,0.0,143.0,,4.0,,,,,4.0,,2.0,173.0,,11.0,195.0,39.0,8.0,17.0,7.0,40.0,33.0,1.0,233.0,5.0,427.0,1.0,,11.0,9.0,52.0,4.0,582.0,,0.0,17.0,14.0,1.0,32.0,3.0,773.0,,9.0,2.0,10.0,11.0,0.0
442148,15,2012-12-01 12:45:00,8,Chelsea,Away,169.0,12.0,,1.0,1.0,2.0,,241.0,2.0,1.0,8.0,1.0,9.0,23.0,409.0,2.0,,18.0,18.0,15.0,9.0,,,1.0,,,1.0,,1.0,,,,,14.0,,,,1.0,,14.0,2.0,,,80.0,49.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,5.0,10.0,4.0,,10.0,3.0,53.0,49.0,4.0,30.0,11.0,1.0,,56.0,10.0,15.0,1.0,,2.0,2.0,1.0,159.0,1.0,,1.0,1.0,,,6.0,1.0,2.0,2.0,18.0,1.0,9.0,8.0,,8.0,129.0,77.0,46.0,14.0,,3.0,7.0,7.0,,6.0,,,62.0,81.0,20.0,,,,150.0,142.0,2.0,22.0,15.0,57.8,1.0,,3.0,0.0,126.0,6.0,,,,3.0,1.0,6.0,1.0,2.0,114.0,,10.0,185.0,26.0,38.0,17.0,2.0,18.0,16.0,1.0,158.0,3.0,327.0,2.0,1.0,19.0,10.0,45.0,3.0,494.0,2.0,0.0,15.0,15.0,2.0,19.0,2.0,690.0,,9.0,4.0,5.0,14.0,0.0
442155,16,2012-12-08 15:00:00,8,Chelsea,Away,176.0,15.0,,2.0,2.0,,,192.0,3.0,1.0,4.0,3.0,5.0,32.0,366.0,,3.0,15.0,14.0,14.0,6.0,,,,,1.0,,,1.0,,1.0,,,11.0,1.0,,1.0,,1.0,3.0,9.0,,,70.0,63.0,,,1.0,6.0,3.0,11.0,,,1.0,7.0,1.0,,8.0,3.0,59.0,62.0,6.0,29.0,14.0,1.0,,53.0,16.0,11.0,3.0,,4.0,,1.0,172.0,1.0,,1.0,1.0,,,8.0,2.0,2.0,1.0,26.0,1.0,11.0,6.0,,4.0,104.0,70.0,36.0,11.0,,2.0,5.0,5.0,,3.0,3.0,,62.0,49.0,20.0,,,1.0,161.0,145.0,3.0,32.0,23.0,54.7,1.0,,5.0,0.0,110.0,,4.0,,,,,6.0,,3.0,93.0,,7.0,200.0,29.0,45.0,22.0,1.0,9.0,8.0,,131.0,3.0,265.0,2.0,1.0,23.0,6.0,58.0,2.0,456.0,1.0,0.0,14.0,26.0,5.0,19.0,3.0,668.0,,15.0,11.0,1.0,21.0,0.0
442159,17,2013-01-16 19:45:00,8,Chelsea,Home,249.0,20.0,,3.0,3.0,5.0,,252.0,3.0,1.0,3.0,4.0,19.0,31.0,498.0,,1.0,19.0,7.0,13.0,8.0,1.0,,1.0,,1.0,,,2.0,,,,,16.0,,,,,,4.0,2.0,,,95.0,54.0,2.0,2.0,,1.0,6.0,5.0,,,4.0,8.0,4.0,,16.0,,43.0,43.0,1.0,15.0,7.0,,,75.0,11.0,11.0,2.0,,3.0,,2.0,209.0,,,,,,,7.0,2.0,2.0,1.0,13.0,1.0,16.0,9.0,,3.0,139.0,87.0,58.0,3.0,,5.0,4.0,3.0,,1.0,2.0,,46.0,93.0,29.0,,,,160.0,152.0,1.0,21.0,29.0,58.6,,,,0.0,150.0,,,,,1.0,1.0,9.0,,1.0,112.0,,9.0,267.0,44.0,23.0,11.0,3.0,15.0,12.0,1.0,168.0,9.0,341.0,2.0,1.0,14.0,21.0,47.0,3.0,593.0,,0.0,18.0,13.0,1.0,20.0,1.0,773.0,,14.0,6.0,4.0,7.0,0.0
442169,18,2012-12-23 16:00:00,8,Chelsea,Home,195.0,29.0,2.0,2.0,1.0,1.0,,294.0,6.0,,8.0,5.0,18.0,39.0,487.0,,2.0,17.0,10.0,11.0,10.0,2.0,,,1.0,,,,3.0,,,,,18.0,1.0,1.0,,,,2.0,5.0,,,91.0,58.0,2.0,2.0,3.0,3.0,5.0,4.0,,,8.0,8.0,5.0,2.0,11.0,,39.0,40.0,3.0,8.0,5.0,,,61.0,6.0,11.0,2.0,,6.0,,3.0,183.0,5.0,,3.0,5.0,,,7.0,5.0,,,12.0,,15.0,11.0,,8.0,147.0,63.0,44.0,4.0,4.0,4.0,13.0,15.0,,3.0,1.0,,74.0,83.0,25.0,,,2.0,133.0,123.0,1.0,30.0,19.0,56.6,,,,0.0,138.0,1.0,,,,,,6.0,,3.0,150.0,,17.0,209.0,44.0,18.0,12.0,7.0,19.0,13.0,,193.0,3.0,369.0,,,19.0,18.0,60.0,3.0,559.0,,0.0,26.0,14.0,2.0,17.0,0.0,737.0,,10.0,4.0,8.0,11.0,0.0
442184,19,2012-12-26 15:00:00,8,Chelsea,Away,255.0,13.0,1.0,7.0,6.0,,,300.0,5.0,,2.0,5.0,21.0,29.0,548.0,,2.0,20.0,13.0,11.0,13.0,,,,,,,1.0,1.0,,,,,15.0,,,,,1.0,5.0,4.0,,,95.0,54.0,1.0,1.0,,2.0,7.0,2.0,,,7.0,11.0,5.0,,10.0,,42.0,42.0,2.0,17.0,11.0,,,61.0,8.0,7.0,1.0,,3.0,2.0,1.0,177.0,1.0,,,1.0,,,7.0,1.0,,1.0,21.0,,10.0,8.0,1.0,2.0,178.0,93.0,54.0,5.0,,7.0,7.0,3.0,,4.0,1.0,,79.0,88.0,23.0,,,,165.0,151.0,3.0,21.0,28.0,63.1,,,,0.0,185.0,1.0,,,,2.0,,8.0,,3.0,123.0,,14.0,267.0,33.0,31.0,17.0,6.0,24.0,18.0,,176.0,3.0,392.0,,,29.0,21.0,57.0,1.0,635.0,,0.0,18.0,17.0,3.0,21.0,1.0,828.0,,22.0,7.0,7.0,13.0,0.0
442191,20,2012-12-30 13:30:00,8,Chelsea,Away,120.0,10.0,,1.0,1.0,3.0,,179.0,4.0,,4.0,8.0,14.0,15.0,298.0,,1.0,26.0,24.0,13.0,10.0,,,1.0,,,,,1.0,,1.0,,,14.0,,,,,1.0,9.0,5.0,,,62.0,39.0,1.0,2.0,1.0,2.0,8.0,6.0,,,7.0,6.0,2.0,,6.0,3.0,56.0,50.0,2.0,30.0,14.0,,,58.0,12.0,14.0,,,1.0,,1.0,168.0,1.0,,1.0,1.0,,,9.0,2.0,2.0,,25.0,,11.0,5.0,,5.0,93.0,79.0,38.0,7.0,2.0,4.0,7.0,5.0,,1.0,1.0,,56.0,55.0,24.0,,,,188.0,169.0,1.0,22.0,8.0,52.0,,,3.0,0.0,88.0,4.0,1.0,,,1.0,1.0,4.0,,3.0,112.0,,11.0,148.0,37.0,49.0,15.0,5.0,13.0,8.0,1.0,167.0,11.0,276.0,2.0,,26.0,16.0,41.0,4.0,411.0,,0.0,17.0,16.0,1.0,29.0,3.0,622.0,,16.0,7.0,7.0,13.0,0.0
442199,21,2013-01-02 19:45:00,8,Chelsea,Home,150.0,15.0,3.0,5.0,2.0,2.0,,307.0,3.0,,10.0,1.0,13.0,35.0,452.0,,,29.0,11.0,17.0,19.0,1.0,,,,,,,1.0,,,,,23.0,,,,,,1.0,6.0,,,64.0,51.0,1.0,1.0,,1.0,11.0,2.0,,1.0,14.0,17.0,6.0,,7.0,,44.0,43.0,1.0,13.0,12.0,,,72.0,13.0,8.0,,,3.0,2.0,1.0,176.0,,,,,,,3.0,,,1.0,18.0,,12.0,8.0,,10.0,138.0,59.0,43.0,2.0,,10.0,10.0,2.0,,1.0,3.0,,99.0,93.0,21.0,,,,156.0,148.0,7.0,15.0,19.0,63.9,,,,0.0,151.0,1.0,1.0,,,,,13.0,,3.0,163.0,,20.0,160.0,34.0,21.0,20.0,11.0,36.0,25.0,,216.0,5.0,405.0,,,3.0,13.0,48.0,1.0,529.0,,0.0,26.0,10.0,,30.0,1.0,741.0,,16.0,8.0,14.0,7.0,0.0
