matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367647,11.0,2023-11-06 20:00:00,8,Chelsea,Away,251.0,24.0,1.0,1.0,,,,186.0,3.0,,4.0,,2.0,35.0,436.0,1.0,4.0,11.0,4.0,7.0,10.0,1.0,1.0,,,,,,,,,,,1.0,13.0,1.0,,,,,2.0,14.0,5.0,3.0,13.0,4.0,,81.0,64.0,4.0,2.0,4.0,,4.0,2.0,7.0,,2.0,6.0,11.0,1.0,,9.0,2.0,55.0,53.0,,8.0,4.0,,,47.0,21.0,12.0,3.0,,4.0,1.0,,147.0,3.0,,3.0,3.0,,,3.0,,,3.0,,,,,1.0,4.0,,9.0,9.0,1.0,4.0,137.0,62.0,39.0,1.0,1.0,6.0,8.0,8.0,481.0,,,2.0,1.0,,68.0,60.0,25.0,,,,,1.0,122.0,122.0,10.0,25.0,24.0,61.3,,,3.0,,14.0,0.0,,,,137.0,2.0,2.0,4.0,,1.0,,7.0,1.0,,4.0,101.0,417.0,4.0,14.0,270.0,38.0,8.0,31.0,3.0,16.0,13.0,,137.0,,248.0,,,6.0,2.0,58.0,7.0,502.0,1.0,0.0,17.0,18.0,11.0,11.0,5.0,682.0,39.0,9.0,16.0,6.0,11.0,0.0
2367652,12.0,2023-11-12 16:30:00,8,Chelsea,Home,269.0,16.0,1.0,1.0,,,,109.0,6.0,,7.0,4.0,4.0,23.0,377.0,,,13.0,4.0,3.0,7.0,,1.0,,,,,1.0,1.0,,,,,1.0,14.0,1.0,,,,,,10.0,11.0,4.0,11.0,6.0,,67.0,51.0,2.0,2.0,3.0,2.0,10.0,5.0,14.0,,,3.0,3.0,1.0,1.0,5.0,4.0,48.0,46.0,2.0,18.0,8.0,,,32.0,13.0,13.0,1.0,,3.0,1.0,1.0,139.0,2.0,1.0,2.0,1.0,1.0,,8.0,,,2.0,1.0,,,,,8.0,,5.0,5.0,,7.0,124.0,44.0,27.0,3.0,2.0,1.0,8.0,9.0,418.0,,,2.0,3.0,,34.0,28.0,18.0,1.0,1.0,1.0,,1.0,109.0,109.0,6.0,20.0,16.0,45.2,,2.0,1.0,,19.0,0.0,,,,114.0,5.0,1.0,6.0,,,,3.0,,,4.0,56.0,353.0,10.0,9.0,298.0,27.0,18.0,21.0,2.0,7.0,5.0,,82.0,2.0,153.0,1.0,,16.0,5.0,44.0,1.0,444.0,,0.0,17.0,21.0,,14.0,5.0,626.0,21.0,14.0,9.0,3.0,13.0,0.0
2367664,13.0,2023-11-25 15:00:00,8,Chelsea,Away,239.0,12.0,1.0,1.0,,,,118.0,6.0,1.0,4.0,3.0,6.0,16.0,356.0,,,8.0,5.0,10.0,3.0,1.0,1.0,,1.0,1.0,,,2.0,,,,,,4.0,,,,,,,8.0,9.0,5.0,4.0,3.0,,57.0,47.0,1.0,2.0,,,10.0,,11.0,,,2.0,1.0,1.0,,12.0,1.0,53.0,57.0,,14.0,10.0,1.0,,26.0,19.0,13.0,,,3.0,1.0,2.0,131.0,,,,,,,8.0,,,,2.0,,,,2.0,10.0,,12.0,12.0,2.0,4.0,123.0,41.0,24.0,4.0,1.0,1.0,3.0,4.0,399.0,,,4.0,2.0,,27.0,37.0,10.0,,,,,,106.0,106.0,3.0,24.0,14.0,46.0,,,,,19.0,0.0,,,,112.0,,1.0,1.0,1.0,1.0,,3.0,,,5.0,63.0,337.0,10.0,4.0,268.0,19.0,14.0,17.0,2.0,5.0,3.0,,81.0,,160.0,2.0,1.0,14.0,6.0,36.0,,423.0,,1.0,7.0,26.0,3.0,9.0,4.0,593.0,14.0,12.0,9.0,2.0,15.0,0.0
2367672,14.0,2023-12-03 14:00:00,8,Chelsea,Home,155.0,14.0,2.0,3.0,1.0,,,94.0,5.0,,5.0,1.0,2.0,19.0,246.0,,,4.0,9.0,11.0,2.0,,2.0,,,,,,,,1.0,,,,5.0,1.0,,,,,,9.0,9.0,9.0,5.0,3.0,,41.0,49.0,1.0,1.0,2.0,2.0,5.0,,9.0,,1.0,5.0,7.0,,1.0,8.0,3.0,53.0,41.0,2.0,29.0,15.0,,,35.0,16.0,12.0,,,1.0,,,117.0,2.0,,2.0,,2.0,,10.0,,,,3.0,,,,,15.0,,13.0,13.0,3.0,5.0,80.0,45.0,23.0,8.0,2.0,2.0,2.0,5.0,271.0,,,4.0,1.0,,19.0,41.0,14.0,,,,,1.0,109.0,109.0,3.0,23.0,10.0,32.4,,,,,10.0,0.0,,,,68.0,4.0,3.0,7.0,1.0,2.0,,3.0,,,3.0,44.0,223.0,5.0,4.0,172.0,32.0,29.0,17.0,5.0,12.0,7.0,,70.0,1.0,146.0,3.0,,2.0,2.0,42.0,2.0,306.0,,1.0,8.0,13.0,3.0,8.0,3.0,490.0,20.0,13.0,5.0,5.0,7.0,0.0
2367687,15.0,2023-12-06 20:15:00,8,Chelsea,Away,294.0,12.0,1.0,3.0,2.0,4.0,,149.0,12.0,,9.0,2.0,5.0,26.0,440.0,,1.0,16.0,5.0,9.0,8.0,2.0,2.0,1.0,,,,,,,,,,,10.0,,,,2.0,,1.0,11.0,20.0,8.0,10.0,3.0,,71.0,48.0,4.0,5.0,,6.0,8.0,3.0,9.0,,,4.0,4.0,2.0,,6.0,3.0,42.0,42.0,6.0,13.0,9.0,,4.0,26.0,12.0,12.0,,,1.0,,,149.0,1.0,,,1.0,,,12.0,,,1.0,1.0,,,,,9.0,2.0,10.0,10.0,,9.0,144.0,51.0,38.0,12.0,1.0,5.0,6.0,3.0,480.0,,,7.0,4.0,,18.0,51.0,15.0,,1.0,1.0,1.0,,117.0,117.0,3.0,21.0,15.0,55.2,2.0,,,,20.0,0.0,,,,148.0,6.0,1.0,7.0,,,1.0,7.0,,,2.0,69.0,408.0,8.0,12.0,331.0,24.0,13.0,19.0,2.0,8.0,6.0,1.0,87.0,7.0,189.0,1.0,,10.0,5.0,43.0,1.0,512.0,,0.0,13.0,12.0,2.0,17.0,0.0,698.0,20.0,18.0,9.0,4.0,6.0,0.0
2367691,16.0,2023-12-10 14:00:00,8,Chelsea,Away,323.0,18.0,2.0,4.0,2.0,1.0,,291.0,6.0,3.0,6.0,3.0,11.0,21.0,610.0,1.0,1.0,18.0,15.0,17.0,11.0,2.0,3.0,1.0,,,,1.0,1.0,,,,,,12.0,,,,,,,12.0,6.0,3.0,7.0,9.0,,119.0,62.0,,,,2.0,9.0,6.0,7.0,,,8.0,8.0,3.0,,10.0,1.0,55.0,60.0,2.0,25.0,10.0,,,75.0,12.0,11.0,,,2.0,,1.0,195.0,,,,,,,6.0,,,,,,,,,10.0,,4.0,4.0,,6.0,197.0,75.0,49.0,4.0,,6.0,7.0,4.0,677.0,,,2.0,,,68.0,86.0,34.0,,,,,,141.0,141.0,6.0,24.0,25.0,72.1,,,,2.0,15.0,0.0,,,,192.0,2.0,1.0,3.0,,1.0,1.0,6.0,1.0,,5.0,153.0,585.0,9.0,13.0,346.0,36.0,25.0,25.0,4.0,15.0,11.0,1.0,206.0,4.0,372.0,1.0,3.0,18.0,11.0,49.0,1.0,703.0,3.0,0.0,16.0,20.0,3.0,18.0,2.0,908.0,32.0,13.0,12.0,8.0,14.0,0.0
2367702,17.0,2023-12-16 15:00:00,8,Chelsea,Home,357.0,21.0,,1.0,1.0,,,384.0,4.0,,1.0,,6.0,19.0,740.0,2.0,,19.0,12.0,10.0,8.0,,1.0,1.0,,,,1.0,1.0,,,,,,12.0,,,,,,1.0,9.0,3.0,3.0,7.0,8.0,,175.0,61.0,4.0,3.0,2.0,1.0,5.0,5.0,7.0,,,7.0,5.0,3.0,,15.0,1.0,56.0,52.0,1.0,11.0,7.0,,,76.0,9.0,14.0,1.0,,2.0,,1.0,234.0,2.0,,2.0,2.0,,,4.0,,,2.0,,,,,,7.0,,17.0,17.0,,1.0,210.0,79.0,61.0,6.0,1.0,4.0,6.0,6.0,793.0,,,4.0,1.0,,74.0,143.0,25.0,,,,,,140.0,140.0,9.0,18.0,33.0,77.7,,,,,12.0,0.0,,,,196.0,,1.0,1.0,,,1.0,4.0,,,4.0,162.0,718.0,5.0,10.0,377.0,35.0,11.0,25.0,4.0,12.0,8.0,1.0,196.0,1.0,450.0,,,5.0,7.0,37.0,3.0,815.0,5.0,0.0,15.0,16.0,2.0,20.0,1.0,1012.0,32.0,21.0,12.0,7.0,5.0,0.0
2367717,18.0,2023-12-24 13:00:00,8,Chelsea,Away,260.0,16.0,,4.0,4.0,2.0,,271.0,4.0,1.0,6.0,4.0,1.0,28.0,527.0,,,17.0,14.0,14.0,9.0,,1.0,,,1.0,,,1.0,,,,,1.0,14.0,,,,,,,8.0,8.0,6.0,8.0,8.0,,103.0,55.0,1.0,1.0,1.0,,5.0,7.0,7.0,,1.0,6.0,12.0,7.0,,11.0,2.0,51.0,51.0,,16.0,7.0,1.0,2.0,47.0,9.0,11.0,,,2.0,1.0,1.0,180.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,,7.0,,4.0,4.0,1.0,6.0,156.0,77.0,55.0,10.0,,3.0,7.0,5.0,576.0,,,4.0,1.0,,65.0,93.0,37.0,,,,,,135.0,135.0,5.0,27.0,17.0,68.4,,,,,6.0,0.0,,,,161.0,1.0,3.0,4.0,,1.0,,4.0,1.0,1.0,5.0,154.0,504.0,5.0,10.0,286.0,28.0,16.0,20.0,1.0,21.0,20.0,,182.0,4.0,335.0,,1.0,20.0,3.0,51.0,,600.0,,0.0,16.0,17.0,1.0,17.0,6.0,788.0,32.0,22.0,9.0,6.0,12.0,0.0
2367723,19.0,2023-12-27 19:30:00,8,Chelsea,Home,344.0,19.0,,1.0,1.0,1.0,1.0,229.0,4.0,1.0,4.0,7.0,14.0,23.0,572.0,,2.0,18.0,9.0,8.0,6.0,1.0,,,,,,,,,,,,2.0,7.0,1.0,,,,,1.0,12.0,9.0,4.0,9.0,,,140.0,47.0,5.0,4.0,2.0,2.0,11.0,2.0,12.0,,2.0,4.0,1.0,2.0,,14.0,3.0,58.0,51.0,2.0,22.0,12.0,,1.0,53.0,13.0,16.0,,,3.0,2.0,,176.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,1.0,12.0,,6.0,6.0,,4.0,176.0,62.0,42.0,3.0,1.0,3.0,5.0,4.0,615.0,,,5.0,2.0,,54.0,70.0,19.0,,,,,1.0,128.0,128.0,3.0,24.0,15.0,63.8,,,,,25.0,0.0,,,,152.0,3.0,1.0,4.0,,,,3.0,,1.0,5.0,109.0,547.0,11.0,9.0,370.0,37.0,22.0,18.0,3.0,8.0,5.0,,140.0,1.0,282.0,,1.0,18.0,14.0,50.0,3.0,644.0,,0.0,9.0,21.0,3.0,18.0,3.0,843.0,18.0,19.0,7.0,4.0,16.0,0.0
2367732,20.0,2023-12-30 12:30:00,8,Chelsea,Away,209.0,20.0,,,,,,137.0,7.0,3.0,3.0,6.0,7.0,39.0,346.0,,1.0,8.0,14.0,15.0,7.0,1.0,2.0,,,,,,,,,,,1.0,10.0,,,,,,,21.0,12.0,3.0,7.0,5.0,,83.0,54.0,1.0,,1.0,2.0,11.0,2.0,9.0,,,2.0,2.0,,,8.0,1.0,64.0,69.0,2.0,25.0,12.0,,,47.0,21.0,14.0,,1.0,1.0,,,158.0,2.0,,1.0,2.0,,,13.0,,,3.0,3.0,,,,1.0,12.0,,5.0,5.0,2.0,3.0,83.0,76.0,43.0,7.0,3.0,2.0,8.0,8.0,382.0,,,5.0,,,38.0,57.0,7.0,,,,,,116.0,116.0,6.0,25.0,11.0,48.6,,,,,18.0,0.0,,,,94.0,3.0,1.0,4.0,,1.0,,2.0,,,3.0,56.0,320.0,11.0,10.0,232.0,32.0,25.0,27.0,,2.0,2.0,,87.0,3.0,188.0,4.0,3.0,23.0,8.0,73.0,1.0,418.0,1.0,0.0,12.0,26.0,3.0,12.0,2.0,608.0,18.0,15.0,14.0,2.0,16.0,0.0
2367743,21.0,2024-01-13 12:30:00,8,Chelsea,Home,199.0,19.0,1.0,4.0,3.0,1.0,,247.0,4.0,,5.0,2.0,8.0,21.0,442.0,,1.0,16.0,15.0,14.0,12.0,1.0,1.0,,,,,,,,,,,,15.0,1.0,,,1.0,1.0,,13.0,8.0,6.0,12.0,5.0,,69.0,59.0,1.0,1.0,1.0,3.0,11.0,5.0,8.0,,,6.0,10.0,3.0,,11.0,3.0,61.0,55.0,3.0,37.0,11.0,,,62.0,13.0,8.0,,,3.0,1.0,,168.0,,,,,,,6.0,,,,2.0,,,,,11.0,2.0,7.0,7.0,,5.0,141.0,44.0,28.0,4.0,1.0,6.0,7.0,3.0,510.0,,,3.0,2.0,,63.0,69.0,35.0,,,,,1.0,145.0,145.0,10.0,22.0,21.0,55.1,2.0,,,,19.0,0.0,,,,146.0,3.0,1.0,4.0,,,,9.0,1.0,,4.0,144.0,431.0,11.0,13.0,225.0,27.0,37.0,27.0,5.0,19.0,14.0,,188.0,3.0,318.0,2.0,,12.0,8.0,40.0,4.0,524.0,1.0,0.0,17.0,20.0,4.0,19.0,5.0,757.0,46.0,14.0,13.0,6.0,8.0,0.0
2367756,22.0,2024-01-31 20:15:00,8,Chelsea,Away,314.0,14.0,,1.0,1.0,,,170.0,6.0,,9.0,,8.0,11.0,483.0,,,11.0,6.0,10.0,1.0,,,,,,,,,,,,,,4.0,,,,,,,15.0,15.0,13.0,2.0,2.0,,80.0,60.0,1.0,1.0,,1.0,6.0,,10.0,,,1.0,3.0,1.0,,8.0,4.0,53.0,47.0,1.0,33.0,20.0,,1.0,32.0,16.0,15.0,,,1.0,,,184.0,1.0,,,1.0,,,8.0,,,1.0,,,,,,20.0,,9.0,9.0,4.0,9.0,153.0,59.0,40.0,8.0,,1.0,1.0,3.0,530.0,,,9.0,2.0,,48.0,53.0,16.0,,1.0,1.0,,,134.0,134.0,2.0,31.0,17.0,49.5,,,,1.0,20.0,0.0,,,,144.0,5.0,4.0,9.0,,,,1.0,,1.0,5.0,56.0,454.0,6.0,2.0,352.0,31.0,33.0,22.0,1.0,5.0,4.0,,77.0,1.0,214.0,,,11.0,8.0,34.0,3.0,561.0,,0.0,4.0,14.0,3.0,11.0,4.0,761.0,9.0,25.0,8.0,1.0,7.0,0.0
2367763,23.0,2024-02-04 14:00:00,8,Chelsea,Home,257.0,19.0,2.0,4.0,2.0,2.0,,312.0,4.0,1.0,4.0,,5.0,25.0,565.0,,2.0,24.0,9.0,11.0,8.0,2.0,3.0,,,,,,,1.0,,,,,11.0,,,,,,1.0,14.0,12.0,3.0,11.0,4.0,,96.0,52.0,4.0,5.0,1.0,,9.0,2.0,8.0,,,10.0,7.0,8.0,1.0,7.0,2.0,50.0,47.0,,12.0,4.0,,2.0,70.0,15.0,11.0,,,1.0,1.0,,169.0,2.0,1.0,2.0,1.0,1.0,,4.0,,,1.0,,,,,,4.0,,7.0,7.0,,4.0,190.0,52.0,42.0,1.0,1.0,6.0,6.0,6.0,617.0,,,3.0,1.0,1.0,98.0,72.0,42.0,1.0,1.0,1.0,,,128.0,128.0,5.0,22.0,21.0,64.4,,3.0,,,30.0,0.0,,,,182.0,3.0,1.0,4.0,,,,7.0,,,5.0,172.0,545.0,9.0,12.0,279.0,27.0,12.0,23.0,9.0,25.0,16.0,,209.0,2.0,383.0,,1.0,3.0,5.0,35.0,3.0,637.0,2.0,0.0,15.0,13.0,5.0,24.0,3.0,826.0,37.0,13.0,12.0,10.0,7.0,0.0
2367769,24.0,2024-02-12 20:00:00,8,Chelsea,Away,356.0,24.0,1.0,6.0,5.0,3.0,,399.0,5.0,1.0,3.0,2.0,9.0,33.0,749.0,,1.0,26.0,15.0,12.0,8.0,1.0,1.0,1.0,,,,,,,,,,,11.0,,,,,,2.0,7.0,7.0,6.0,10.0,4.0,,158.0,60.0,2.0,,2.0,,12.0,5.0,2.0,,,7.0,16.0,7.0,,14.0,2.0,46.0,52.0,,7.0,2.0,,,79.0,7.0,14.0,,,4.0,2.0,,217.0,3.0,,3.0,3.0,,1.0,5.0,,,3.0,,,,,,2.0,,6.0,6.0,,3.0,216.0,89.0,72.0,1.0,3.0,3.0,9.0,5.0,808.0,,,5.0,,,91.0,160.0,36.0,,,,,,149.0,149.0,9.0,26.0,20.0,77.3,,,3.0,,27.0,0.0,,,,244.0,1.0,2.0,3.0,,,1.0,4.0,1.0,,4.0,171.0,725.0,12.0,12.0,368.0,38.0,7.0,18.0,4.0,29.0,25.0,2.0,226.0,3.0,496.0,,2.0,5.0,9.0,50.0,4.0,835.0,,0.0,14.0,16.0,2.0,26.0,2.0,1033.0,27.0,14.0,10.0,7.0,9.0,0.0
2367783,25.0,2024-02-17 17:30:00,8,Chelsea,Away,146.0,11.0,,2.0,2.0,1.0,,105.0,10.0,,6.0,5.0,,21.0,249.0,1.0,2.0,9.0,11.0,14.0,6.0,,,2.0,,,,,,,,,,2.0,9.0,,,,,,,9.0,23.0,8.0,8.0,1.0,,58.0,47.0,3.0,2.0,1.0,3.0,12.0,1.0,7.0,,,1.0,5.0,2.0,,11.0,1.0,44.0,52.0,3.0,53.0,27.0,,,30.0,12.0,7.0,,,,,,118.0,1.0,,1.0,1.0,,1.0,13.0,,,1.0,1.0,,,,,27.0,,8.0,8.0,2.0,6.0,72.0,45.0,27.0,12.0,1.0,1.0,6.0,6.0,284.0,,,14.0,3.0,,25.0,31.0,15.0,,,,,,101.0,101.0,3.0,25.0,11.0,29.6,,2.0,,2.0,19.0,0.0,,,,59.0,4.0,,4.0,,,2.0,2.0,,,3.0,46.0,232.0,12.0,7.0,169.0,21.0,53.0,7.0,1.0,8.0,7.0,3.0,66.0,9.0,146.0,1.0,,15.0,1.0,44.0,5.0,307.0,1.0,0.0,9.0,28.0,4.0,10.0,3.0,531.0,17.0,13.0,3.0,1.0,11.0,0.0
2367792,26.0,2024-05-02 19:30:00,8,Chelsea,Home,144.0,7.0,1.0,1.0,,1.0,,131.0,5.0,,,3.0,3.0,20.0,274.0,,,11.0,6.0,11.0,6.0,2.0,1.0,3.0,,,1.0,1.0,2.0,,,,,,9.0,,,1.0,,,4.0,8.0,12.0,7.0,11.0,5.0,,65.0,56.0,2.0,2.0,2.0,4.0,12.0,2.0,10.0,,,4.0,2.0,1.0,1.0,9.0,3.0,44.0,63.0,4.0,27.0,11.0,,,44.0,12.0,16.0,1.0,,6.0,1.0,2.0,133.0,1.0,1.0,1.0,,1.0,,12.0,,,,,,,,,11.0,1.0,10.0,10.0,1.0,,86.0,59.0,26.0,9.0,,6.0,3.0,5.0,326.0,,,9.0,1.0,,34.0,47.0,15.0,,,,,,118.0,118.0,4.0,32.0,15.0,37.4,1.0,,,,20.0,0.0,,,,73.0,1.0,2.0,4.0,,2.0,3.0,9.0,,,3.0,61.0,252.0,12.0,9.0,169.0,18.0,27.0,21.0,3.0,7.0,4.0,3.0,96.0,5.0,195.0,,,21.0,4.0,56.0,1.0,357.0,2.0,0.0,16.0,22.0,3.0,14.0,0.0,569.0,24.0,8.0,14.0,4.0,8.0,0.0
2367798,27.0,2024-03-02 15:00:00,8,Chelsea,Away,230.0,23.0,,5.0,5.0,1.0,,320.0,3.0,1.0,7.0,7.0,6.0,21.0,545.0,,3.0,23.0,18.0,13.0,13.0,,2.0,1.0,,,,,,,,,,,14.0,,,,,,1.0,8.0,9.0,5.0,9.0,8.0,,94.0,61.0,2.0,1.0,1.0,,6.0,5.0,2.0,,,6.0,10.0,5.0,1.0,10.0,1.0,48.0,59.0,,16.0,11.0,,,46.0,9.0,10.0,1.0,,1.0,,,191.0,2.0,,2.0,1.0,1.0,,7.0,,,1.0,,,,,2.0,11.0,,6.0,6.0,,7.0,180.0,102.0,63.0,,,5.0,10.0,6.0,616.0,,,2.0,3.0,,87.0,90.0,26.0,,,,,,160.0,160.0,4.0,19.0,26.0,68.1,,2.0,1.0,,18.0,0.0,,,,177.0,1.0,2.0,3.0,,,1.0,6.0,,,2.0,126.0,524.0,6.0,15.0,258.0,38.0,16.0,22.0,2.0,17.0,15.0,1.0,155.0,2.0,401.0,,1.0,30.0,6.0,55.0,4.0,642.0,,0.0,17.0,26.0,3.0,25.0,1.0,863.0,25.0,20.0,10.0,6.0,13.0,0.0
2367812,28.0,2024-03-11 20:00:00,8,Chelsea,Home,225.0,13.0,,1.0,1.0,2.0,,118.0,8.0,,4.0,5.0,5.0,20.0,342.0,,,14.0,11.0,7.0,7.0,,,2.0,,,,,,,,,,,12.0,,,,,,,11.0,8.0,3.0,6.0,6.0,,63.0,57.0,2.0,1.0,1.0,4.0,10.0,,11.0,,,,7.0,1.0,,12.0,,51.0,57.0,4.0,18.0,6.0,,,30.0,12.0,7.0,1.0,1.0,1.0,,,174.0,3.0,,,3.0,,,12.0,,,3.0,3.0,,,,,6.0,,14.0,14.0,6.0,5.0,94.0,58.0,29.0,4.0,1.0,2.0,8.0,8.0,407.0,,,3.0,1.0,,30.0,42.0,7.0,,,,,,132.0,132.0,4.0,25.0,22.0,45.0,,,,,22.0,0.0,,,,101.0,1.0,,1.0,,,2.0,4.0,,1.0,3.0,61.0,322.0,10.0,10.0,269.0,23.0,18.0,15.0,,8.0,8.0,2.0,82.0,7.0,171.0,3.0,1.0,29.0,6.0,57.0,2.0,432.0,,0.0,12.0,33.0,2.0,14.0,3.0,622.0,20.0,13.0,10.0,,22.0,0.0
2367818,29.0,2024-04-23 20:00:00,8,Chelsea,Away,308.0,17.0,1.0,2.0,1.0,1.0,,251.0,9.0,1.0,2.0,1.0,6.0,15.0,557.0,1.0,,6.0,12.0,12.0,5.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,1.0,4.0,,,,,,,5.0,19.0,8.0,6.0,1.0,,90.0,56.0,3.0,3.0,,1.0,4.0,2.0,6.0,,,2.0,12.0,1.0,,15.0,3.0,50.0,44.0,1.0,15.0,6.0,1.0,2.0,45.0,11.0,12.0,,,2.0,,1.0,175.0,,,,,,,9.0,,,,1.0,,,,1.0,6.0,1.0,7.0,7.0,1.0,2.0,185.0,52.0,31.0,4.0,,4.0,2.0,1.0,600.0,,,10.0,,,50.0,77.0,14.0,,,,,,119.0,119.0,2.0,34.0,17.0,55.8,,,,,7.0,0.0,,,,180.0,5.0,,6.0,,,1.0,4.0,1.0,,4.0,96.0,529.0,4.0,7.0,341.0,34.0,15.0,15.0,2.0,15.0,13.0,1.0,119.0,4.0,304.0,1.0,1.0,8.0,6.0,30.0,,630.0,3.0,0.0,7.0,13.0,,6.0,2.0,784.0,24.0,11.0,8.0,2.0,5.0,0.0
2367831,30.0,2024-03-30 15:00:00,8,Chelsea,Home,197.0,22.0,,5.0,5.0,1.0,,378.0,6.0,,2.0,,7.0,29.0,570.0,3.0,3.0,17.0,17.0,8.0,29.0,,3.0,2.0,,,,,,,,,,1.0,29.0,1.0,,,,,,12.0,14.0,4.0,22.0,11.0,,84.0,45.0,5.0,4.0,2.0,,4.0,10.0,6.0,1.0,1.0,12.0,11.0,5.0,,5.0,3.0,43.0,39.0,,10.0,2.0,1.0,,70.0,12.0,7.0,,,1.0,,,174.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,1.0,2.0,1.0,6.0,6.0,,2.0,199.0,61.0,48.0,4.0,2.0,9.0,21.0,13.0,610.0,,,6.0,,,76.0,98.0,43.0,,,,,1.0,111.0,111.0,9.0,20.0,14.0,69.1,,2.0,,,9.0,0.0,,,,173.0,3.0,2.0,4.0,,,2.0,10.0,2.0,,3.0,189.0,550.0,4.0,30.0,213.0,33.0,10.0,21.0,7.0,23.0,16.0,2.0,221.0,1.0,440.0,,,2.0,7.0,37.0,3.0,630.0,4.0,0.0,33.0,8.0,5.0,18.0,2.0,811.0,56.0,19.0,16.0,12.0,6.0,0.0
2367844,31.0,2024-04-04 20:15:00,8,Chelsea,Home,261.0,16.0,4.0,4.0,,1.0,,213.0,11.0,,9.0,3.0,2.0,24.0,470.0,,1.0,13.0,7.0,9.0,18.0,5.0,6.0,4.0,,,,1.0,1.0,,,,1.0,,18.0,2.0,,,,1.0,1.0,6.0,13.0,6.0,19.0,9.0,,90.0,62.0,2.0,2.0,2.0,1.0,11.0,9.0,9.0,,,12.0,4.0,1.0,,10.0,,41.0,39.0,1.0,6.0,3.0,1.0,1.0,51.0,7.0,12.0,,,5.0,2.0,1.0,173.0,1.0,1.0,1.0,,1.0,,11.0,,,1.0,,,,,,3.0,1.0,8.0,8.0,1.0,9.0,131.0,68.0,48.0,3.0,4.0,9.0,15.0,10.0,521.0,,,7.0,2.0,,48.0,63.0,37.0,,,,,2.0,129.0,129.0,5.0,21.0,27.0,56.6,1.0,,3.0,,23.0,0.0,,,,155.0,,2.0,2.0,,1.0,4.0,9.0,,,5.0,103.0,442.0,11.0,24.0,285.0,28.0,6.0,14.0,9.0,16.0,7.0,4.0,142.0,1.0,280.0,,,13.0,2.0,47.0,3.0,549.0,,0.0,28.0,12.0,3.0,14.0,3.0,745.0,42.0,14.0,6.0,12.0,6.0,0.0
