matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321763,11.0,2010-11-07 16:00:00,8,Chelsea,Away,247.0,20.0,,6.0,6.0,5.0,1.0,226.0,3.0,1.0,3.0,2.0,23.0,47.0,467.0,,,32.0,13.0,12.0,9.0,1.0,,,1.0,,1.0,,,,,10.0,,,,,,1.0,5.0,7.0,,71.0,57.0,2.0,2.0,,1.0,3.0,4.0,,5.0,17.0,3.0,,19.0,2.0,61.0,57.0,,8.0,4.0,,,78.0,18.0,15.0,,,2.0,2.0,1.0,204.0,,,,,,,5.0,,,,1.0,,,,,11.0,1.0,14.0,11.0,,4.0,142.0,99.0,63.0,2.0,,4.0,6.0,5.0,,,4.0,1.0,,81.0,60.0,19.0,,,,,,184.0,174.0,3.0,19.0,24.0,64.7,,,0.0,,,,150.0,2.0,2.0,,,5.0,,3.0,87.0,10.0,268.0,39.0,17.0,18.0,5.0,27.0,22.0,,141.0,6.0,326.0,1.0,1.0,15.0,26.0,77.0,3.0,567.0,,0.0,13.0,19.0,4.0,34.0,2.0,787.0,18.0,11.0,5.0,13.0,0.0
321773,12.0,2010-11-10 19:45:00,8,Chelsea,Home,166.0,7.0,1.0,4.0,3.0,2.0,,288.0,1.0,1.0,4.0,5.0,18.0,28.0,450.0,,1.0,16.0,9.0,15.0,13.0,1.0,2.0,,,2.0,2.0,,,,,13.0,,,,,,1.0,2.0,6.0,,71.0,80.0,5.0,6.0,1.0,3.0,3.0,9.0,,4.0,18.0,5.0,,12.0,1.0,58.0,64.0,2.0,12.0,9.0,,1.0,83.0,14.0,15.0,,,3.0,1.0,2.0,194.0,1.0,,1.0,,1.0,,3.0,,,,,,,,,16.0,,22.0,16.0,,4.0,126.0,86.0,63.0,4.0,1.0,9.0,6.0,9.0,,,3.0,4.0,,80.0,83.0,18.0,,,,,,164.0,153.0,4.0,25.0,43.0,57.3,,1.0,0.0,,,,144.0,,3.0,1.0,2.0,9.0,,3.0,137.0,15.0,179.0,24.0,22.0,30.0,4.0,28.0,24.0,2.0,191.0,6.0,384.0,,1.0,14.0,20.0,43.0,2.0,535.0,,1.0,21.0,18.0,7.0,17.0,2.0,754.0,9.0,16.0,4.0,17.0,0.0
321778,13.0,2010-11-14 16:10:00,8,Chelsea,Home,147.0,20.0,3.0,6.0,3.0,1.0,1.0,208.0,4.0,1.0,5.0,3.0,9.0,30.0,349.0,,1.0,27.0,15.0,15.0,6.0,3.0,1.0,,,1.0,2.0,,,,,8.0,,,,,,1.0,13.0,8.0,,52.0,53.0,,,,,5.0,10.0,,6.0,16.0,8.0,,23.0,5.0,68.0,56.0,,14.0,8.0,1.0,1.0,78.0,12.0,13.0,,,5.0,2.0,2.0,186.0,,,,,,,12.0,,,,1.0,,,,2.0,12.0,,12.0,9.0,3.0,5.0,94.0,96.0,59.0,3.0,,5.0,4.0,3.0,,,3.0,1.0,,62.0,59.0,25.0,,,,,,185.0,180.0,,23.0,19.0,58.3,,,0.0,,,,109.0,5.0,1.0,,1.0,6.0,,3.0,91.0,9.0,170.0,38.0,19.0,22.0,5.0,31.0,26.0,1.0,140.0,7.0,302.0,1.0,1.0,13.0,10.0,53.0,3.0,441.0,,0.0,14.0,16.0,4.0,29.0,1.0,679.0,16.0,12.0,6.0,9.0,0.0
321788,14.0,2010-11-20 15:00:00,8,Chelsea,Away,160.0,14.0,5.0,16.0,11.0,6.0,,268.0,5.0,1.0,5.0,7.0,21.0,39.0,412.0,,5.0,28.0,13.0,12.0,22.0,5.0,,,,2.0,2.0,,,,2.0,18.0,,,1.0,,,,2.0,1.0,,61.0,56.0,3.0,3.0,,7.0,8.0,,,16.0,20.0,10.0,,11.0,,32.0,41.0,2.0,9.0,5.0,,,84.0,3.0,9.0,,,5.0,2.0,2.0,195.0,,,,,,,6.0,,,,2.0,,,,1.0,6.0,1.0,12.0,12.0,,5.0,121.0,83.0,55.0,4.0,,13.0,14.0,9.0,,,1.0,2.0,,99.0,57.0,31.0,,,,,,157.0,148.0,2.0,30.0,16.0,61.8,1.0,,0.0,,,,125.0,,,3.0,,15.0,1.0,2.0,147.0,27.0,176.0,22.0,13.0,16.0,14.0,46.0,32.0,,202.0,14.0,372.0,2.0,1.0,24.0,22.0,65.0,,502.0,,0.0,32.0,10.0,10.0,30.0,0.0,713.0,6.0,10.0,16.0,5.0,0.0
321802,15.0,2010-11-28 13:30:00,8,Chelsea,Away,142.0,25.0,1.0,7.0,6.0,4.0,1.0,294.0,1.0,,8.0,3.0,20.0,36.0,429.0,,,15.0,15.0,13.0,12.0,2.0,,,,,,,,,,15.0,,,,,,1.0,4.0,1.0,,60.0,73.0,1.0,2.0,,3.0,7.0,8.0,1.0,7.0,19.0,11.0,,13.0,1.0,56.0,55.0,,20.0,14.0,1.0,,79.0,12.0,10.0,1.0,,,1.0,,182.0,1.0,,,1.0,,,8.0,,,1.0,4.0,,,,1.0,20.0,,20.0,17.0,,8.0,118.0,87.0,64.0,6.0,,3.0,12.0,7.0,,,1.0,4.0,,71.0,79.0,35.0,,,,,,162.0,148.0,3.0,19.0,39.0,57.0,,1.0,0.0,,,,144.0,2.0,,,,6.0,1.0,1.0,130.0,15.0,158.0,33.0,31.0,19.0,6.0,37.0,31.0,,170.0,8.0,383.0,4.0,,10.0,25.0,50.0,1.0,504.0,,0.0,20.0,22.0,4.0,16.0,1.0,731.0,8.0,10.0,7.0,18.0,0.0
321811,16.0,2010-12-04 15:00:00,8,Chelsea,Home,172.0,16.0,3.0,7.0,4.0,5.0,,232.0,7.0,1.0,6.0,10.0,21.0,36.0,397.0,,1.0,19.0,14.0,23.0,8.0,2.0,,,,,,,,,,8.0,1.0,,1.0,,,,6.0,12.0,,80.0,61.0,1.0,1.0,,4.0,6.0,3.0,,7.0,5.0,8.0,,18.0,2.0,50.0,67.0,4.0,13.0,12.0,,1.0,90.0,8.0,12.0,1.0,,1.0,,,195.0,,,,,,,11.0,,,,2.0,,,,2.0,23.0,1.0,21.0,15.0,,6.0,115.0,89.0,59.0,2.0,,4.0,6.0,3.0,,,4.0,2.0,,62.0,67.0,32.0,,,,,1.0,171.0,157.0,3.0,22.0,21.0,56.4,1.0,,0.0,,,,100.0,2.0,1.0,1.0,,5.0,1.0,3.0,107.0,10.0,194.0,27.0,27.0,20.0,7.0,20.0,13.0,,164.0,14.0,316.0,2.0,1.0,26.0,22.0,59.0,3.0,490.0,,0.0,14.0,21.0,5.0,20.0,1.0,734.0,14.0,11.0,7.0,14.0,0.0
321824,17.0,2010-12-12 16:00:00,8,Chelsea,Away,194.0,14.0,2.0,8.0,6.0,1.0,1.0,247.0,5.0,2.0,8.0,5.0,21.0,24.0,433.0,,2.0,25.0,17.0,13.0,8.0,2.0,,,1.0,,1.0,,,,,11.0,,1.0,,,,1.0,3.0,7.0,,68.0,74.0,1.0,2.0,,1.0,1.0,10.0,,7.0,12.0,10.0,,15.0,,66.0,55.0,,7.0,4.0,,,85.0,14.0,10.0,1.0,,3.0,2.0,1.0,183.0,1.0,,,1.0,,,9.0,,,1.0,2.0,,,,,9.0,,14.0,14.0,2.0,8.0,147.0,83.0,44.0,1.0,,4.0,7.0,8.0,,,2.0,2.0,,70.0,71.0,25.0,,,,,1.0,172.0,164.0,1.0,35.0,27.0,61.4,,,0.0,,,,132.0,,,1.0,,6.0,,3.0,110.0,11.0,212.0,28.0,14.0,18.0,5.0,29.0,24.0,,172.0,9.0,347.0,2.0,2.0,19.0,24.0,51.0,5.0,530.0,1.0,0.0,15.0,24.0,7.0,25.0,2.0,736.0,10.0,8.0,7.0,17.0,0.0
321831,18.0,2011-03-01 19:45:00,8,Chelsea,Home,88.0,15.0,3.0,6.0,3.0,3.0,,197.0,2.0,1.0,7.0,3.0,10.0,24.0,279.0,1.0,,14.0,12.0,9.0,9.0,3.0,1.0,,2.0,2.0,4.0,,,,,11.0,1.0,,,,,1.0,4.0,6.0,,31.0,68.0,,,1.0,3.0,5.0,11.0,,10.0,16.0,7.0,1.0,18.0,,59.0,58.0,2.0,13.0,6.0,,,55.0,10.0,14.0,,,8.0,,4.0,134.0,1.0,,1.0,1.0,,,6.0,,,1.0,4.0,,,,,11.0,1.0,20.0,19.0,1.0,8.0,81.0,65.0,34.0,2.0,1.0,5.0,8.0,8.0,,,3.0,2.0,,45.0,47.0,25.0,,,,,1.0,155.0,145.0,1.0,27.0,25.0,45.0,,1.0,0.0,,,,107.0,1.0,,,1.0,8.0,2.0,3.0,88.0,13.0,104.0,27.0,22.0,18.0,9.0,32.0,23.0,1.0,129.0,7.0,281.0,4.0,1.0,18.0,10.0,43.0,1.0,353.0,2.0,0.0,21.0,24.0,3.0,18.0,3.0,579.0,7.0,10.0,10.0,17.0,0.0
321837,19.0,2010-12-27 20:00:00,8,Chelsea,Away,216.0,13.0,,4.0,4.0,1.0,3.0,130.0,1.0,1.0,5.0,6.0,14.0,33.0,342.0,,,12.0,12.0,11.0,5.0,2.0,2.0,,1.0,,1.0,,,,,5.0,,,,,,3.0,6.0,4.0,,68.0,72.0,1.0,,1.0,2.0,4.0,13.0,,6.0,5.0,6.0,1.0,18.0,1.0,70.0,64.0,1.0,9.0,6.0,2.0,1.0,57.0,17.0,13.0,,,3.0,5.0,1.0,165.0,1.0,1.0,1.0,,1.0,,4.0,,,,3.0,,,,1.0,13.0,,14.0,8.0,2.0,5.0,90.0,72.0,44.0,4.0,,5.0,3.0,1.0,,,2.0,4.0,,42.0,36.0,21.0,,,,,,166.0,156.0,4.0,35.0,22.0,44.9,,1.0,0.0,,,,106.0,1.0,2.0,,2.0,7.0,,3.0,45.0,8.0,241.0,32.0,18.0,19.0,6.0,22.0,16.0,2.0,87.0,4.0,210.0,4.0,2.0,16.0,16.0,55.0,7.0,429.0,,0.0,12.0,32.0,3.0,13.0,3.0,631.0,7.0,8.0,6.0,22.0,0.0
321848,20.0,2010-12-29 19:45:00,8,Chelsea,Home,153.0,19.0,2.0,3.0,1.0,1.0,,192.0,,2.0,5.0,4.0,15.0,24.0,342.0,,2.0,19.0,14.0,23.0,5.0,2.0,,,2.0,,3.0,,,1.0,,9.0,,,,,,,8.0,2.0,,57.0,71.0,2.0,2.0,1.0,1.0,3.0,8.0,1.0,6.0,12.0,2.0,,15.0,,57.0,77.0,1.0,8.0,5.0,,2.0,77.0,12.0,24.0,,,5.0,3.0,3.0,197.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,9.0,1.0,18.0,14.0,2.0,6.0,87.0,99.0,60.0,3.0,1.0,2.0,6.0,7.0,,,4.0,4.0,,80.0,41.0,17.0,,,,,,171.0,164.0,3.0,24.0,33.0,57.8,,1.0,0.0,,,,88.0,3.0,,2.0,,6.0,,2.0,79.0,8.0,168.0,28.0,15.0,27.0,6.0,23.0,17.0,,133.0,8.0,284.0,3.0,2.0,17.0,17.0,44.0,10.0,429.0,,0.0,16.0,11.0,11.0,21.0,1.0,639.0,8.0,19.0,6.0,10.0,0.0
