matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321661,1.0,2010-08-14 17:30:00,8,Chelsea,Home,273.0,28.0,1.0,1.0,,2.0,,253.0,4.0,,4.0,1.0,30.0,45.0,525.0,,1.0,32.0,4.0,7.0,5.0,1.0,,1.0,1.0,2.0,4.0,,,,,9.0,,,,,,3.0,1.0,10.0,,90.0,49.0,2.0,1.0,4.0,,2.0,7.0,,3.0,6.0,2.0,,12.0,1.0,42.0,44.0,,6.0,5.0,,,65.0,12.0,10.0,3.0,,4.0,,4.0,182.0,2.0,,2.0,2.0,,,9.0,,,3.0,2.0,,,,1.0,8.0,,12.0,11.0,,4.0,169.0,91.0,67.0,2.0,3.0,3.0,5.0,12.0,,,4.0,1.0,,108.0,57.0,11.0,,,,,,124.0,120.0,2.0,21.0,20.0,59.5,,,0.0,,,,151.0,,1.0,,,5.0,1.0,3.0,97.0,8.0,278.0,42.0,10.0,19.0,3.0,11.0,8.0,,139.0,5.0,325.0,3.0,,3.0,32.0,58.0,3.0,592.0,,0.0,19.0,16.0,3.0,36.0,1.0,782.0,10.0,11.0,3.0,12.0,0.0
321676,2.0,2010-08-21 17:15:00,8,Chelsea,Away,189.0,23.0,,3.0,3.0,1.0,,161.0,4.0,1.0,6.0,4.0,18.0,21.0,347.0,1.0,2.0,16.0,7.0,8.0,3.0,,1.0,,,,1.0,,,,,10.0,,,,,,,6.0,9.0,,64.0,62.0,5.0,1.0,5.0,1.0,1.0,10.0,,,7.0,5.0,,15.0,1.0,44.0,64.0,1.0,16.0,11.0,,1.0,70.0,10.0,12.0,4.0,,1.0,,1.0,167.0,5.0,,5.0,5.0,,1.0,9.0,,,6.0,,,,,2.0,14.0,,13.0,9.0,,6.0,102.0,74.0,45.0,,2.0,1.0,7.0,8.0,,,6.0,1.0,,57.0,34.0,21.0,,,,,,147.0,142.0,2.0,25.0,24.0,48.8,,1.0,0.0,,,,97.0,1.0,4.0,2.0,1.0,2.0,,3.0,74.0,8.0,218.0,31.0,21.0,13.0,,12.0,12.0,2.0,113.0,3.0,224.0,,1.0,15.0,18.0,42.0,5.0,430.0,2.0,0.0,11.0,35.0,5.0,24.0,2.0,637.0,12.0,9.0,,24.0,0.0
321681,3.0,2010-08-28 15:00:00,8,Chelsea,Home,229.0,16.0,1.0,6.0,5.0,,,344.0,4.0,,6.0,2.0,30.0,33.0,567.0,1.0,6.0,16.0,11.0,14.0,14.0,1.0,2.0,,,1.0,2.0,,,,,14.0,1.0,1.0,1.0,,,1.0,7.0,3.0,,77.0,56.0,5.0,5.0,2.0,2.0,5.0,4.0,1.0,6.0,13.0,3.0,,11.0,1.0,40.0,42.0,2.0,16.0,8.0,,,92.0,6.0,10.0,1.0,,4.0,,2.0,218.0,1.0,,1.0,1.0,,1.0,9.0,,,1.0,2.0,,,,,13.0,1.0,11.0,10.0,,7.0,190.0,80.0,58.0,1.0,1.0,8.0,8.0,7.0,,,2.0,1.0,,91.0,52.0,19.0,,,,,2.0,145.0,137.0,2.0,27.0,18.0,73.0,1.0,2.0,0.0,,,,156.0,,1.0,1.0,2.0,9.0,,3.0,123.0,16.0,243.0,34.0,24.0,13.0,5.0,21.0,16.0,3.0,169.0,3.0,419.0,2.0,,8.0,32.0,51.0,2.0,641.0,1.0,0.0,21.0,13.0,11.0,20.0,0.0,828.0,16.0,5.0,6.0,11.0,0.0
321695,4.0,2010-09-11 15:00:00,8,Chelsea,Away,279.0,26.0,3.0,8.0,5.0,1.0,1.0,199.0,3.0,3.0,9.0,5.0,27.0,41.0,470.0,,1.0,14.0,10.0,12.0,11.0,1.0,2.0,,1.0,1.0,2.0,,,,,10.0,,,1.0,,,3.0,6.0,9.0,,98.0,65.0,3.0,1.0,2.0,2.0,3.0,2.0,,5.0,5.0,4.0,,13.0,,43.0,58.0,2.0,15.0,5.0,1.0,,69.0,11.0,13.0,1.0,,6.0,1.0,2.0,178.0,2.0,1.0,2.0,1.0,1.0,,8.0,,,1.0,3.0,,,,1.0,12.0,1.0,19.0,14.0,1.0,9.0,132.0,92.0,55.0,1.0,2.0,6.0,8.0,7.0,,,5.0,4.0,,65.0,49.0,16.0,,,,,,131.0,118.0,,33.0,15.0,57.4,1.0,2.0,0.0,,,,129.0,2.0,1.0,1.0,2.0,8.0,,3.0,74.0,14.0,290.0,37.0,28.0,23.0,5.0,15.0,10.0,2.0,114.0,9.0,262.0,3.0,3.0,17.0,31.0,62.0,,537.0,,0.0,18.0,18.0,5.0,17.0,2.0,751.0,11.0,15.0,5.0,14.0,0.0
321699,5.0,2010-09-19 16:00:00,8,Chelsea,Home,252.0,26.0,5.0,9.0,4.0,3.0,,232.0,9.0,,4.0,2.0,20.0,41.0,475.0,,4.0,22.0,10.0,10.0,17.0,3.0,3.0,,,,1.0,,,,,23.0,,,,,,,6.0,5.0,,69.0,61.0,4.0,3.0,2.0,2.0,7.0,4.0,1.0,9.0,17.0,4.0,,9.0,1.0,40.0,42.0,2.0,7.0,4.0,,1.0,76.0,8.0,4.0,1.0,,1.0,,1.0,173.0,3.0,,3.0,2.0,1.0,,14.0,,,2.0,5.0,,,,1.0,6.0,,25.0,22.0,1.0,4.0,137.0,87.0,63.0,6.0,2.0,11.0,12.0,8.0,,,4.0,,,65.0,52.0,20.0,,,,,,122.0,116.0,1.0,21.0,33.0,56.5,,,0.0,,,,155.0,2.0,1.0,,3.0,13.0,1.0,3.0,122.0,23.0,259.0,43.0,13.0,25.0,8.0,29.0,21.0,3.0,164.0,5.0,304.0,5.0,,9.0,20.0,56.0,3.0,534.0,1.0,0.0,28.0,13.0,7.0,24.0,1.0,752.0,8.0,15.0,9.0,12.0,0.0
321713,6.0,2010-09-25 12:45:00,8,Chelsea,Away,188.0,24.0,2.0,4.0,3.0,1.0,1.0,258.0,6.0,,9.0,3.0,19.0,34.0,442.0,,3.0,14.0,7.0,12.0,11.0,2.0,,,,,,,,,,13.0,,,,,1.0,1.0,3.0,7.0,,55.0,66.0,1.0,1.0,,1.0,4.0,5.0,,4.0,10.0,7.0,,22.0,1.0,62.0,60.0,1.0,10.0,6.0,,,59.0,13.0,11.0,,,2.0,2.0,,157.0,,,,,,,9.0,,,,3.0,,,,,11.0,1.0,25.0,15.0,,9.0,151.0,70.0,53.0,3.0,,7.0,6.0,4.0,,,4.0,3.0,,95.0,32.0,15.0,,,,,,144.0,137.0,1.0,30.0,24.0,57.0,1.0,2.0,0.0,,,,136.0,3.0,,3.0,,10.0,,3.0,95.0,13.0,198.0,32.0,17.0,32.0,3.0,21.0,19.0,,132.0,4.0,326.0,3.0,,7.0,19.0,45.0,1.0,503.0,,0.0,18.0,20.0,6.0,17.0,3.0,734.0,12.0,17.0,4.0,12.0,0.0
321718,7.0,2010-10-03 16:00:00,8,Chelsea,Home,168.0,23.0,2.0,6.0,4.0,3.0,,164.0,6.0,4.0,6.0,11.0,18.0,30.0,326.0,,2.0,12.0,12.0,13.0,11.0,2.0,,1.0,1.0,,2.0,,,,,13.0,,,,,,,7.0,9.0,,69.0,72.0,2.0,3.0,,1.0,3.0,10.0,,10.0,7.0,1.0,1.0,12.0,2.0,50.0,55.0,1.0,14.0,10.0,,1.0,74.0,6.0,11.0,1.0,1.0,5.0,1.0,2.0,153.0,1.0,,1.0,1.0,,,10.0,,,1.0,2.0,,,,,19.0,,24.0,20.0,1.0,6.0,85.0,75.0,48.0,10.0,,5.0,9.0,7.0,,,4.0,2.0,,30.0,51.0,17.0,,,,,,153.0,141.0,4.0,29.0,25.0,47.0,,,0.0,,,,98.0,2.0,2.0,,,7.0,,3.0,76.0,14.0,181.0,35.0,26.0,20.0,8.0,17.0,9.0,,127.0,11.0,241.0,2.0,5.0,23.0,21.0,56.0,8.0,405.0,,0.0,17.0,21.0,7.0,14.0,1.0,625.0,12.0,10.0,10.0,18.0,0.0
321728,8.0,2010-10-16 17:30:00,8,Chelsea,Away,178.0,17.0,3.0,6.0,3.0,1.0,1.0,298.0,4.0,,7.0,2.0,18.0,20.0,470.0,,,21.0,14.0,10.0,8.0,2.0,,,,,,,,,,13.0,,,1.0,1.0,,,10.0,2.0,,68.0,70.0,1.0,1.0,,1.0,3.0,,,5.0,13.0,6.0,,13.0,1.0,49.0,54.0,1.0,13.0,9.0,,2.0,87.0,12.0,11.0,,,3.0,4.0,,187.0,,,,,,,7.0,,,,1.0,,,,1.0,12.0,2.0,11.0,11.0,,7.0,153.0,83.0,55.0,9.0,,4.0,6.0,4.0,,,3.0,2.0,,94.0,62.0,22.0,,,,,,151.0,146.0,2.0,22.0,37.0,60.0,2.0,,0.0,,,,148.0,2.0,,2.0,,8.0,,3.0,126.0,10.0,194.0,32.0,18.0,21.0,3.0,26.0,23.0,,177.0,9.0,388.0,2.0,,11.0,20.0,39.0,3.0,556.0,,0.0,15.0,23.0,5.0,24.0,3.0,750.0,5.0,10.0,5.0,18.0,0.0
321738,9.0,2010-10-23 15:00:00,8,Chelsea,Home,162.0,13.0,3.0,7.0,4.0,2.0,1.0,248.0,4.0,,5.0,2.0,23.0,24.0,403.0,1.0,5.0,17.0,5.0,10.0,12.0,2.0,3.0,,,1.0,1.0,,,,,15.0,,,,,,1.0,9.0,5.0,,65.0,60.0,2.0,,2.0,4.0,5.0,6.0,1.0,8.0,16.0,6.0,,9.0,4.0,38.0,41.0,4.0,14.0,6.0,,1.0,71.0,10.0,7.0,1.0,,4.0,1.0,1.0,163.0,2.0,,2.0,2.0,,,7.0,,,2.0,2.0,,,,,11.0,,13.0,11.0,,5.0,118.0,63.0,47.0,8.0,1.0,9.0,7.0,5.0,,,2.0,,,60.0,51.0,21.0,,,,,,132.0,126.0,2.0,25.0,19.0,48.5,,2.0,0.0,,,,127.0,5.0,5.0,2.0,3.0,9.0,1.0,3.0,117.0,16.0,181.0,20.0,20.0,17.0,7.0,30.0,23.0,3.0,158.0,3.0,322.0,2.0,,9.0,27.0,37.0,2.0,473.0,2.0,0.0,19.0,15.0,12.0,18.0,1.0,674.0,10.0,9.0,8.0,13.0,0.0
321749,10.0,2010-10-30 15:00:00,8,Chelsea,Away,220.0,20.0,1.0,6.0,5.0,3.0,,228.0,6.0,,10.0,7.0,31.0,34.0,442.0,,,19.0,11.0,16.0,9.0,,,,,,1.0,,,,,12.0,,,,,,2.0,10.0,4.0,,84.0,64.0,3.0,1.0,2.0,2.0,7.0,6.0,,5.0,13.0,4.0,1.0,11.0,2.0,49.0,47.0,2.0,11.0,4.0,,1.0,79.0,14.0,12.0,1.0,,3.0,2.0,1.0,197.0,2.0,,2.0,2.0,,,14.0,,,2.0,3.0,,,,,13.0,,16.0,11.0,,10.0,136.0,112.0,70.0,3.0,,5.0,6.0,3.0,,,2.0,1.0,,60.0,54.0,22.0,,,,,,182.0,166.0,2.0,25.0,23.0,66.1,,2.0,0.0,,,,129.0,2.0,1.0,2.0,,6.0,,2.0,102.0,11.0,239.0,31.0,27.0,11.0,3.0,22.0,19.0,,160.0,13.0,329.0,3.0,,25.0,32.0,60.0,2.0,546.0,1.0,0.0,16.0,15.0,4.0,24.0,2.0,753.0,12.0,4.0,5.0,13.0,0.0
