matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755404,11.0,2014-11-08 12:45:00,8,Chelsea,Away,136.0,9.0,3.0,3.0,,5.0,,161.0,1.0,,1.0,9.0,6.0,26.0,294.0,,,14.0,14.0,9.0,11.0,,,2.0,,,,,,,13.0,,,,,,,5.0,5.0,7.0,,,,60.0,56.0,2.0,1.0,2.0,3.0,14.0,7.0,13.0,,,7.0,5.0,3.0,1.0,9.0,2.0,54.0,53.0,3.0,45.0,20.0,,,55.0,12.0,9.0,1.0,,3.0,2.0,,161.0,1.0,,,,1.0,,2.0,,,1.0,3.0,,,,,20.0,,6.0,6.0,,1.0,72.0,67.0,37.0,5.0,,2.0,10.0,5.0,360.0,,,7.0,3.0,,54.0,59.0,18.0,,,,,130.0,130.0,7.0,25.0,19.0,41.6,,,,,14.0,0.0,,,,85.0,1.0,2.0,3.0,,,2.0,3.0,,3.0,86.0,280.0,6.0,12.0,156.0,28.0,45.0,20.0,7.0,17.0,10.0,2.0,128.0,11.0,239.0,3.0,,24.0,7.0,54.0,1.0,378.0,,0.0,15.0,22.0,,20.0,5.0,586.0,,6.0,13.0,8.0,18.0,0.0
755415,12.0,2014-11-22 15:00:00,8,Chelsea,Home,251.0,29.0,1.0,2.0,1.0,3.0,,434.0,6.0,,5.0,,14.0,45.0,683.0,,2.0,17.0,9.0,9.0,13.0,1.0,,,,,,1.0,,2.0,13.0,,,,,,1.0,4.0,,5.0,,,,103.0,53.0,6.0,7.0,1.0,1.0,14.0,5.0,6.0,,,15.0,14.0,4.0,,8.0,1.0,38.0,35.0,1.0,10.0,8.0,,,79.0,7.0,9.0,1.0,,3.0,1.0,1.0,180.0,2.0,1.0,2.0,1.0,1.0,,6.0,,,1.0,1.0,,,,,8.0,,4.0,4.0,,6.0,241.0,74.0,61.0,,1.0,7.0,9.0,8.0,727.0,,,,,,123.0,72.0,32.0,,,,,122.0,122.0,3.0,16.0,27.0,73.7,,,,,14.0,0.0,,,,220.0,,1.0,1.0,,,,8.0,,3.0,267.0,666.0,3.0,17.0,258.0,39.0,10.0,18.0,12.0,31.0,19.0,,308.0,7.0,517.0,1.0,,3.0,15.0,57.0,5.0,744.0,,0.0,21.0,9.0,4.0,17.0,1.0,905.0,,9.0,9.0,15.0,8.0,0.0
755428,13.0,2014-11-29 17:30:00,8,Chelsea,Away,167.0,13.0,3.0,3.0,,3.0,,385.0,5.0,,2.0,8.0,18.0,28.0,549.0,,,10.0,6.0,18.0,21.0,1.0,,,,,,,,,22.0,,,,1.0,,,2.0,4.0,8.0,,,,105.0,66.0,,,,4.0,6.0,9.0,15.0,,,8.0,8.0,1.0,,15.0,,52.0,65.0,4.0,17.0,11.0,,,73.0,10.0,12.0,,,1.0,1.0,,193.0,,,,,,,7.0,,,,,,,,,11.0,1.0,9.0,9.0,1.0,2.0,170.0,71.0,53.0,2.0,,9.0,13.0,6.0,596.0,,,4.0,,,60.0,51.0,24.0,,,,,113.0,113.0,4.0,16.0,40.0,66.0,1.0,,,1.0,6.0,0.0,,,,149.0,1.0,2.0,3.0,,,,9.0,,3.0,241.0,532.0,5.0,22.0,180.0,25.0,17.0,17.0,8.0,18.0,10.0,1.0,278.0,10.0,455.0,,,16.0,18.0,47.0,,617.0,,0.0,24.0,25.0,3.0,10.0,2.0,798.0,,8.0,10.0,8.0,20.0,0.0
755440,14.0,2014-12-03 19:45:00,8,Chelsea,Home,137.0,24.0,,1.0,1.0,2.0,1.0,168.0,3.0,1.0,7.0,2.0,2.0,38.0,304.0,,3.0,25.0,9.0,8.0,8.0,,,,,1.0,,1.0,,,10.0,,,,,,1.0,4.0,4.0,6.0,,,,65.0,67.0,2.0,,2.0,4.0,18.0,1.0,12.0,,,1.0,8.0,1.0,,17.0,1.0,60.0,46.0,4.0,18.0,11.0,,1.0,63.0,9.0,9.0,1.0,,4.0,2.0,1.0,150.0,3.0,,3.0,3.0,,,9.0,,,3.0,1.0,,,,1.0,11.0,,20.0,20.0,,7.0,87.0,65.0,35.0,6.0,1.0,2.0,9.0,8.0,359.0,,,1.0,4.0,,87.0,47.0,11.0,,,,,142.0,142.0,6.0,30.0,20.0,38.7,,,,,18.0,0.0,,,,78.0,,2.0,2.0,,,,3.0,,3.0,113.0,292.0,10.0,11.0,155.0,33.0,18.0,27.0,1.0,12.0,11.0,,150.0,9.0,237.0,1.0,1.0,14.0,2.0,66.0,3.0,380.0,,0.0,12.0,17.0,4.0,33.0,1.0,593.0,,9.0,13.0,1.0,15.0,0.0
755447,15.0,2014-12-06 12:45:00,8,Chelsea,Away,216.0,23.0,3.0,9.0,6.0,5.0,1.0,326.0,4.0,1.0,2.0,4.0,22.0,26.0,533.0,1.0,2.0,21.0,20.0,36.0,20.0,4.0,,,,,,,,,21.0,,,,,1.0,2.0,3.0,5.0,5.0,,,,105.0,59.0,2.0,1.0,1.0,2.0,14.0,5.0,11.0,,,10.0,13.0,7.0,,12.0,,59.0,79.0,2.0,31.0,13.0,1.0,1.0,82.0,6.0,8.0,,,5.0,2.0,,210.0,1.0,1.0,1.0,,1.0,,5.0,,,,1.0,,,,1.0,13.0,1.0,6.0,6.0,,2.0,160.0,78.0,44.0,1.0,,13.0,12.0,8.0,611.0,,,3.0,3.0,,65.0,69.0,33.0,,,,,160.0,160.0,2.0,24.0,30.0,66.5,1.0,,,,14.0,0.0,,,,152.0,1.0,,1.0,,2.0,,13.0,,3.0,179.0,520.0,6.0,25.0,232.0,48.0,31.0,21.0,9.0,31.0,22.0,,228.0,11.0,426.0,1.0,1.0,14.0,23.0,55.0,4.0,627.0,1.0,0.0,26.0,25.0,3.0,24.0,3.0,848.0,,11.0,10.0,10.0,22.0,0.0
755455,16.0,2014-12-13 15:00:00,8,Chelsea,Home,227.0,18.0,2.0,3.0,1.0,6.0,,220.0,3.0,,2.0,4.0,14.0,33.0,444.0,,1.0,23.0,22.0,13.0,6.0,2.0,,,,,,,,,8.0,,,,,,,5.0,3.0,5.0,,,,90.0,63.0,1.0,,1.0,1.0,20.0,6.0,10.0,,1.0,5.0,6.0,4.0,,16.0,,71.0,54.0,1.0,19.0,8.0,,1.0,64.0,13.0,12.0,1.0,,5.0,4.0,,182.0,2.0,,2.0,2.0,,,6.0,,,2.0,,,,,,8.0,,11.0,11.0,1.0,2.0,130.0,84.0,50.0,4.0,1.0,3.0,7.0,3.0,518.0,,,2.0,4.0,,77.0,79.0,18.0,,,,,151.0,151.0,4.0,23.0,34.0,59.6,,,,1.0,20.0,0.0,,,,136.0,,,,,,,3.0,,3.0,126.0,430.0,9.0,10.0,245.0,36.0,19.0,24.0,2.0,16.0,14.0,,175.0,8.0,309.0,,,24.0,17.0,66.0,,538.0,1.0,0.0,12.0,18.0,2.0,25.0,3.0,731.0,,10.0,12.0,5.0,12.0,0.0
755470,17.0,2014-12-22 20:00:00,8,Chelsea,Away,161.0,15.0,1.0,2.0,1.0,3.0,,208.0,5.0,,3.0,4.0,11.0,27.0,367.0,,1.0,23.0,22.0,14.0,11.0,,,1.0,,,,1.0,,,13.0,,,,,,,2.0,4.0,9.0,,,,73.0,64.0,2.0,2.0,,4.0,20.0,4.0,13.0,,,5.0,7.0,2.0,1.0,12.0,2.0,56.0,75.0,4.0,38.0,18.0,,1.0,71.0,4.0,11.0,,,2.0,,1.0,181.0,2.0,1.0,2.0,1.0,1.0,,11.0,,,1.0,3.0,,,,,18.0,,16.0,16.0,,4.0,102.0,96.0,56.0,6.0,1.0,4.0,9.0,6.0,427.0,,,7.0,1.0,,70.0,67.0,11.0,,,,,136.0,136.0,7.0,30.0,21.0,49.1,,,,,20.0,0.0,,,,95.0,1.0,1.0,2.0,,1.0,1.0,5.0,,3.0,90.0,353.0,10.0,13.0,178.0,26.0,38.0,18.0,5.0,14.0,9.0,2.0,129.0,8.0,287.0,3.0,,23.0,12.0,62.0,2.0,451.0,,0.0,15.0,37.0,3.0,27.0,0.0,695.0,,15.0,13.0,5.0,27.0,0.0
755475,18.0,2014-12-26 12:45:00,8,Chelsea,Home,214.0,13.0,3.0,6.0,3.0,2.0,,265.0,3.0,1.0,11.0,2.0,7.0,26.0,473.0,,,26.0,22.0,25.0,18.0,2.0,,,,2.0,2.0,4.0,,,18.0,,,,,,,4.0,4.0,2.0,,,,84.0,67.0,4.0,3.0,1.0,7.0,16.0,6.0,13.0,,,8.0,3.0,3.0,1.0,12.0,,57.0,72.0,7.0,19.0,12.0,,,64.0,8.0,13.0,1.0,,6.0,2.0,4.0,204.0,2.0,,,1.0,1.0,,6.0,,,1.0,5.0,,,,,12.0,1.0,8.0,8.0,1.0,11.0,153.0,88.0,53.0,6.0,,9.0,13.0,9.0,557.0,,,,1.0,,61.0,60.0,26.0,,,,,150.0,150.0,3.0,20.0,32.0,64.7,,,,1.0,16.0,0.0,,,,136.0,,,,,1.0,,13.0,1.0,3.0,145.0,458.0,5.0,23.0,236.0,29.0,19.0,15.0,6.0,14.0,8.0,1.0,199.0,4.0,355.0,5.0,1.0,14.0,8.0,56.0,1.0,577.0,1.0,0.0,28.0,21.0,4.0,30.0,0.0,792.0,,17.0,12.0,8.0,16.0,0.0
755489,19.0,2014-12-28 14:05:00,8,Chelsea,Away,192.0,19.0,1.0,5.0,4.0,5.0,1.0,306.0,7.0,,8.0,3.0,9.0,44.0,493.0,,1.0,15.0,11.0,17.0,5.0,,,,,,,,,,7.0,,,,,,,8.0,4.0,5.0,,,,86.0,63.0,,,,,32.0,4.0,6.0,,1.0,6.0,25.0,5.0,,14.0,,53.0,74.0,,13.0,6.0,,,72.0,14.0,23.0,,,6.0,3.0,,190.0,1.0,,,1.0,,,8.0,,,1.0,2.0,,,,1.0,6.0,,14.0,14.0,,8.0,147.0,76.0,59.0,4.0,1.0,2.0,4.0,1.0,536.0,,,1.0,,,105.0,81.0,35.0,,,,,153.0,153.0,3.0,21.0,30.0,60.7,,,,,32.0,0.0,,,,145.0,,,,,,,2.0,,3.0,175.0,465.0,16.0,6.0,206.0,30.0,13.0,31.0,6.0,39.0,33.0,,220.0,10.0,401.0,2.0,,13.0,10.0,61.0,3.0,568.0,,0.0,7.0,15.0,1.0,19.0,2.0,792.0,,13.0,21.0,6.0,12.0,0.0
755501,20.0,2015-01-01 17:30:00,8,Chelsea,Away,180.0,30.0,,1.0,1.0,5.0,,203.0,2.0,,3.0,6.0,5.0,42.0,382.0,,2.0,29.0,18.0,16.0,12.0,,,1.0,,,,1.0,,,16.0,,,,1.0,,2.0,6.0,8.0,3.0,,,,74.0,66.0,4.0,1.0,3.0,3.0,21.0,3.0,7.0,,,3.0,6.0,3.0,1.0,22.0,1.0,65.0,68.0,3.0,14.0,8.0,,,81.0,10.0,14.0,1.0,,4.0,1.0,1.0,215.0,3.0,,1.0,2.0,1.0,,3.0,,,2.0,2.0,,,,,8.0,2.0,9.0,9.0,1.0,3.0,105.0,101.0,59.0,5.0,1.0,6.0,9.0,7.0,476.0,,,1.0,2.0,,79.0,50.0,36.0,1.0,1.0,1.0,,176.0,176.0,4.0,19.0,37.0,53.8,1.0,,,,21.0,0.0,,,,105.0,2.0,1.0,3.0,,,1.0,9.0,,2.0,100.0,367.0,12.0,15.0,199.0,56.0,14.0,18.0,3.0,13.0,10.0,1.0,167.0,13.0,313.0,2.0,,21.0,7.0,77.0,,499.0,,0.0,19.0,29.0,5.0,32.0,1.0,715.0,,12.0,10.0,3.0,22.0,0.0
755505,21.0,2015-01-10 15:00:00,8,Chelsea,Home,240.0,31.0,1.0,3.0,2.0,2.0,,270.0,1.0,,6.0,6.0,11.0,41.0,507.0,1.0,,17.0,8.0,20.0,6.0,,,,,,1.0,1.0,,,7.0,,,,,,,8.0,6.0,5.0,,,,100.0,77.0,1.0,,1.0,2.0,18.0,1.0,19.0,1.0,1.0,7.0,6.0,3.0,,19.0,1.0,64.0,72.0,2.0,29.0,16.0,,,85.0,13.0,13.0,1.0,,1.0,,1.0,217.0,2.0,,2.0,1.0,1.0,,3.0,,,1.0,1.0,,,,1.0,16.0,,8.0,8.0,,6.0,145.0,87.0,55.0,4.0,1.0,3.0,5.0,5.0,582.0,,,5.0,,,103.0,66.0,20.0,,,,,156.0,156.0,9.0,28.0,32.0,63.0,,,,1.0,18.0,0.0,,,,140.0,3.0,2.0,4.0,,,,3.0,,3.0,156.0,492.0,8.0,8.0,258.0,48.0,29.0,23.0,5.0,14.0,9.0,1.0,213.0,4.0,358.0,1.0,,14.0,12.0,68.0,7.0,602.0,1.0,0.0,9.0,24.0,1.0,21.0,2.0,812.0,,13.0,16.0,7.0,20.0,0.0
755520,22.0,2015-01-17 15:00:00,8,Chelsea,Away,180.0,16.0,,1.0,1.0,,,333.0,4.0,,2.0,3.0,23.0,27.0,512.0,1.0,3.0,12.0,13.0,11.0,13.0,1.0,,,,,,,,1.0,20.0,,,1.0,,1.0,1.0,8.0,1.0,10.0,,,,108.0,63.0,3.0,1.0,3.0,1.0,12.0,2.0,7.0,,,2.0,3.0,2.0,,13.0,,53.0,49.0,1.0,10.0,6.0,,,71.0,13.0,8.0,2.0,,2.0,,,183.0,3.0,,3.0,3.0,,,9.0,,,5.0,1.0,,,,,6.0,2.0,16.0,16.0,,2.0,139.0,78.0,47.0,1.0,2.0,6.0,11.0,11.0,575.0,,,5.0,1.0,,95.0,67.0,13.0,,,,,122.0,122.0,6.0,18.0,35.0,54.6,2.0,,,,12.0,0.0,,,,166.0,,,,,1.0,,8.0,,3.0,166.0,499.0,3.0,17.0,189.0,28.0,10.0,26.0,2.0,7.0,5.0,1.0,218.0,4.0,414.0,1.0,,16.0,23.0,51.0,3.0,596.0,1.0,0.0,21.0,12.0,4.0,14.0,0.0,750.0,,5.0,18.0,2.0,11.0,0.0
755524,23.0,2015-01-31 17:30:00,8,Chelsea,Home,157.0,10.0,1.0,1.0,,2.0,,140.0,3.0,,3.0,9.0,6.0,22.0,296.0,,,19.0,18.0,25.0,1.0,1.0,,,,,,,,,2.0,,,,,,,9.0,8.0,1.0,,,,74.0,66.0,1.0,,1.0,6.0,22.0,,12.0,,,1.0,5.0,1.0,,11.0,2.0,69.0,81.0,6.0,21.0,12.0,,1.0,68.0,12.0,14.0,1.0,,3.0,1.0,,185.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,,12.0,,13.0,13.0,2.0,3.0,77.0,81.0,35.0,8.0,,1.0,2.0,2.0,388.0,,,,2.0,,45.0,69.0,11.0,,,,,172.0,172.0,3.0,32.0,25.0,42.8,,,,1.0,22.0,0.0,,,,80.0,3.0,1.0,4.0,,2.0,,1.0,,3.0,62.0,280.0,12.0,3.0,187.0,30.0,21.0,29.0,1.0,8.0,7.0,,118.0,10.0,237.0,1.0,,31.0,6.0,66.0,2.0,416.0,,0.0,3.0,29.0,1.0,25.0,0.0,616.0,,8.0,13.0,1.0,22.0,0.0
755533,24.0,2015-02-07 15:00:00,8,Chelsea,Away,224.0,16.0,1.0,5.0,4.0,3.0,,196.0,6.0,,3.0,3.0,7.0,29.0,415.0,,,11.0,15.0,15.0,6.0,1.0,,,,,,,,,10.0,,,,,,,5.0,6.0,2.0,,,,81.0,60.0,1.0,,1.0,4.0,8.0,3.0,13.0,,,7.0,8.0,1.0,1.0,7.0,,48.0,45.0,4.0,35.0,15.0,,,54.0,7.0,7.0,,,,,,155.0,2.0,,2.0,2.0,,,10.0,,,2.0,3.0,,,,,15.0,,8.0,8.0,,3.0,146.0,80.0,45.0,7.0,1.0,4.0,5.0,5.0,475.0,,,2.0,,,74.0,39.0,13.0,,,,,126.0,126.0,6.0,25.0,22.0,49.0,,,,1.0,8.0,0.0,,,,119.0,,,,,,,4.0,,3.0,85.0,398.0,4.0,9.0,233.0,35.0,35.0,13.0,6.0,15.0,9.0,,129.0,10.0,283.0,5.0,,13.0,7.0,56.0,4.0,501.0,,0.0,12.0,16.0,1.0,13.0,2.0,668.0,,11.0,7.0,7.0,14.0,0.0
755550,25.0,2015-02-11 19:45:00,8,Chelsea,Home,131.0,16.0,2.0,8.0,6.0,5.0,,309.0,2.0,,3.0,6.0,10.0,31.0,432.0,,,16.0,8.0,23.0,16.0,2.0,,1.0,,,1.0,1.0,,,15.0,,,,,,1.0,7.0,2.0,5.0,,,,66.0,65.0,,,,,21.0,6.0,7.0,,,10.0,24.0,10.0,,15.0,1.0,47.0,59.0,,12.0,9.0,,,89.0,8.0,13.0,,,6.0,1.0,1.0,166.0,,,,,,,3.0,,,,,,,,,9.0,,5.0,5.0,,3.0,146.0,71.0,55.0,2.0,1.0,7.0,11.0,7.0,487.0,,,1.0,5.0,,86.0,87.0,29.0,,,,,149.0,149.0,5.0,20.0,33.0,56.1,,,,,21.0,0.0,,,,127.0,2.0,2.0,4.0,,1.0,1.0,8.0,,3.0,188.0,417.0,16.0,18.0,137.0,28.0,12.0,21.0,10.0,45.0,35.0,1.0,246.0,10.0,413.0,,,14.0,10.0,51.0,2.0,505.0,,0.0,21.0,11.0,,19.0,3.0,709.0,,5.0,12.0,10.0,8.0,0.0
755554,26.0,2015-02-21 15:00:00,8,Chelsea,Home,184.0,23.0,1.0,5.0,4.0,2.0,,295.0,5.0,2.0,4.0,6.0,11.0,45.0,474.0,1.0,,15.0,18.0,25.0,11.0,1.0,,,,,,,,,12.0,,,,,,,2.0,6.0,4.0,,,,97.0,73.0,1.0,,1.0,2.0,13.0,3.0,6.0,,3.0,7.0,10.0,5.0,1.0,10.0,2.0,53.0,77.0,2.0,44.0,30.0,,,76.0,9.0,9.0,,,,,,233.0,1.0,,1.0,1.0,,,10.0,,,1.0,2.0,,,,,30.0,,11.0,11.0,,4.0,127.0,91.0,49.0,7.0,,5.0,8.0,5.0,556.0,,,1.0,2.0,,117.0,73.0,25.0,,,,,169.0,169.0,9.0,24.0,31.0,61.0,,,,2.0,13.0,0.0,,,,128.0,3.0,1.0,4.0,,1.0,,6.0,1.0,3.0,178.0,454.0,5.0,13.0,206.0,42.0,44.0,28.0,5.0,20.0,15.0,,233.0,11.0,399.0,2.0,2.0,25.0,11.0,88.0,3.0,585.0,1.0,1.0,14.0,28.0,2.0,15.0,1.0,815.0,,16.0,16.0,7.0,21.0,0.0
755565,27.0,2015-04-29 19:45:00,8,Chelsea,Away,209.0,19.0,5.0,8.0,3.0,5.0,,295.0,6.0,1.0,3.0,5.0,20.0,27.0,496.0,2.0,,32.0,20.0,29.0,7.0,1.0,,1.0,,,,,,,9.0,,,,,,,,4.0,4.0,,,,110.0,52.0,,,1.0,2.0,24.0,2.0,3.0,,,6.0,9.0,4.0,1.0,16.0,1.0,47.0,59.0,2.0,35.0,25.0,,,70.0,1.0,9.0,1.0,,2.0,1.0,,216.0,2.0,,2.0,2.0,,,10.0,,,2.0,,,,,,25.0,,18.0,18.0,1.0,3.0,142.0,79.0,46.0,2.0,1.0,5.0,5.0,4.0,583.0,,,2.0,1.0,,54.0,94.0,22.0,,,,,174.0,174.0,1.0,28.0,19.0,62.9,,,,,24.0,0.0,,,,141.0,1.0,,1.0,,1.0,1.0,5.0,,3.0,177.0,478.0,8.0,10.0,244.0,39.0,35.0,21.0,5.0,19.0,14.0,1.0,232.0,14.0,384.0,,1.0,23.0,22.0,60.0,3.0,609.0,2.0,0.0,11.0,8.0,1.0,40.0,0.0,836.0,,15.0,14.0,6.0,6.0,0.0
755578,28.0,2015-03-04 19:45:00,8,Chelsea,Away,156.0,14.0,1.0,4.0,3.0,1.0,,163.0,7.0,,6.0,6.0,11.0,27.0,315.0,,1.0,12.0,17.0,28.0,9.0,1.0,,2.0,,,,,,,11.0,,,,1.0,,,4.0,12.0,6.0,,,,76.0,54.0,4.0,3.0,1.0,1.0,16.0,5.0,8.0,,,4.0,10.0,,,12.0,3.0,50.0,65.0,1.0,68.0,39.0,,2.0,58.0,10.0,9.0,,,3.0,1.0,,203.0,1.0,,1.0,1.0,,,13.0,,,1.0,5.0,,,,,39.0,1.0,4.0,4.0,,6.0,75.0,91.0,47.0,5.0,1.0,4.0,7.0,3.0,398.0,,,5.0,,,40.0,57.0,22.0,,,,,159.0,159.0,2.0,20.0,19.0,55.1,1.0,,,,16.0,0.0,,,,75.0,4.0,1.0,5.0,,,2.0,4.0,2.0,3.0,92.0,296.0,8.0,12.0,187.0,37.0,68.0,15.0,4.0,15.0,11.0,3.0,136.0,9.0,257.0,5.0,,31.0,12.0,73.0,1.0,429.0,1.0,0.0,12.0,16.0,1.0,20.0,4.0,649.0,,10.0,12.0,4.0,15.0,0.0
755585,29.0,2015-03-15 13:30:00,8,Chelsea,Home,171.0,25.0,2.0,8.0,6.0,3.0,1.0,319.0,4.0,,8.0,5.0,16.0,35.0,482.0,,1.0,17.0,17.0,29.0,13.0,,,,,,,1.0,,,14.0,,,,1.0,,1.0,5.0,9.0,3.0,,,,96.0,72.0,3.0,5.0,1.0,2.0,27.0,7.0,14.0,,1.0,9.0,10.0,3.0,,25.0,3.0,72.0,69.0,2.0,21.0,12.0,,1.0,93.0,10.0,11.0,1.0,,3.0,1.0,1.0,240.0,1.0,,1.0,1.0,,,9.0,,,1.0,2.0,,,,,12.0,1.0,7.0,7.0,1.0,8.0,146.0,83.0,54.0,2.0,,5.0,9.0,7.0,581.0,,,4.0,3.0,,102.0,70.0,23.0,1.0,1.0,1.0,,190.0,190.0,5.0,32.0,26.0,60.9,1.0,,,,27.0,0.0,,,,123.0,2.0,2.0,4.0,,,,8.0,2.0,3.0,190.0,466.0,10.0,14.0,193.0,40.0,21.0,22.0,9.0,23.0,14.0,,262.0,9.0,435.0,2.0,,18.0,19.0,64.0,2.0,605.0,2.0,0.0,22.0,14.0,2.0,23.0,3.0,825.0,,9.0,15.0,9.0,13.0,0.0
755594,30.0,2015-03-22 16:00:00,8,Chelsea,Away,146.0,16.0,1.0,3.0,2.0,2.0,,284.0,4.0,3.0,6.0,3.0,14.0,30.0,427.0,1.0,,25.0,30.0,27.0,5.0,,,,,,,,,,8.0,,,,,,,5.0,11.0,8.0,,,,80.0,49.0,1.0,,1.0,,12.0,3.0,8.0,,,6.0,7.0,2.0,,16.0,4.0,73.0,66.0,,36.0,27.0,1.0,,88.0,11.0,14.0,1.0,,1.0,1.0,,220.0,3.0,,1.0,3.0,,,9.0,,,3.0,4.0,,,,1.0,27.0,,5.0,5.0,,6.0,123.0,98.0,50.0,6.0,1.0,2.0,6.0,3.0,505.0,,,2.0,2.0,,59.0,91.0,15.0,,,,,175.0,175.0,2.0,15.0,17.0,57.1,,,,,12.0,0.0,,,,119.0,4.0,2.0,6.0,,1.0,,2.0,1.0,3.0,147.0,406.0,6.0,8.0,170.0,32.0,36.0,15.0,5.0,15.0,10.0,1.0,203.0,10.0,387.0,4.0,3.0,26.0,15.0,70.0,1.0,542.0,2.0,0.0,8.0,21.0,,30.0,2.0,751.0,,14.0,5.0,6.0,14.0,0.0
755605,31.0,2015-04-04 17:30:00,8,Chelsea,Home,176.0,16.0,,2.0,2.0,4.0,,372.0,1.0,1.0,5.0,6.0,11.0,35.0,546.0,,,25.0,18.0,17.0,14.0,,,,,1.0,,1.0,,,14.0,1.0,,,,,1.0,1.0,3.0,4.0,,,,93.0,65.0,3.0,3.0,2.0,,13.0,3.0,5.0,,,9.0,11.0,1.0,,14.0,,45.0,60.0,,21.0,16.0,1.0,1.0,95.0,5.0,21.0,1.0,,6.0,4.0,1.0,208.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,,16.0,,8.0,8.0,,5.0,153.0,77.0,55.0,,1.0,5.0,10.0,10.0,607.0,,,2.0,2.0,,136.0,77.0,24.0,,,,1.0,141.0,141.0,7.0,23.0,28.0,60.5,,,,,13.0,0.0,,,,181.0,1.0,,1.0,,,,6.0,,3.0,224.0,525.0,5.0,15.0,186.0,30.0,21.0,17.0,6.0,22.0,16.0,1.0,286.0,11.0,471.0,,1.0,15.0,12.0,55.0,2.0,635.0,,0.0,19.0,10.0,1.0,28.0,1.0,829.0,,7.0,13.0,9.0,7.0,0.0
