matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695105,21,2014-01-11 12:45:00,8,Chelsea,Away,187.0,16.0,1.0,3.0,2.0,6.0,1.0,207.0,6.0,1.0,4.0,7.0,9.0,28.0,391.0,,,22.0,17.0,30.0,6.0,1.0,,,,1.0,2.0,3.0,,,,1.0,,9.0,,,,,,,1.0,2.0,8.0,,,93.0,60.0,,1.0,,2.0,17.0,5.0,2.0,,1.0,7.0,9.0,3.0,,10.0,1.0,43.0,62.0,2.0,42.0,33.0,,1.0,73.0,7.0,11.0,2.0,,5.0,2.0,3.0,181.0,2.0,,,2.0,,,9.0,2.0,1.0,2.0,33.0,,11.0,11.0,,4.0,96.0,76.0,42.0,1.0,,3.0,6.0,5.0,470.0,3.0,3.0,,81.0,50.0,22.0,,,,,156.0,156.0,1.0,24.0,29.0,55.6,,,17.0,0.0,113.0,,2.0,2.0,,,,4.0,1.0,,3.0,117.0,381.0,10.0,9.0,210.0,33.0,42.0,19.0,6.0,20.0,14.0,,170.0,15.0,293.0,1.0,1.0,22.0,12.0,54.0,,483.0,,0.0,14.0,14.0,,27.0,1.0,710.0,,16.0,9.0,7.0,13.0,0.0
695112,22,2014-01-19 16:00:00,8,Chelsea,Home,130.0,7.0,3.0,4.0,1.0,,,149.0,3.0,,2.0,10.0,4.0,21.0,275.0,,,14.0,15.0,14.0,7.0,1.0,,,,,,1.0,,,,,,9.0,,,,,,,5.0,8.0,2.0,,,70.0,52.0,1.0,,2.0,4.0,12.0,4.0,7.0,,,5.0,6.0,,,18.0,2.0,62.0,65.0,4.0,51.0,29.0,,1.0,52.0,15.0,19.0,3.0,,1.0,,1.0,135.0,1.0,,1.0,,1.0,,3.0,1.0,2.0,,29.0,,8.0,8.0,,2.0,84.0,78.0,38.0,4.0,,2.0,7.0,6.0,328.0,3.0,2.0,,53.0,47.0,9.0,,,,,133.0,133.0,3.0,25.0,19.0,43.9,,,12.0,0.0,67.0,3.0,,3.0,,1.0,,3.0,,,3.0,72.0,259.0,7.0,9.0,144.0,17.0,51.0,19.0,4.0,10.0,6.0,,112.0,5.0,222.0,2.0,,33.0,5.0,51.0,2.0,356.0,,0.0,13.0,22.0,,25.0,1.0,581.0,,4.0,10.0,5.0,16.0,0.0
695129,23,2014-01-29 19:45:00,8,Chelsea,Home,181.0,11.0,4.0,8.0,4.0,3.0,,318.0,2.0,,8.0,2.0,18.0,36.0,491.0,,,24.0,21.0,21.0,34.0,2.0,,,,,,,,,,,,36.0,,,,1.0,,,1.0,1.0,,,,80.0,52.0,1.0,1.0,,,14.0,14.0,5.0,,,13.0,19.0,3.0,,10.0,1.0,51.0,54.0,,22.0,14.0,,,60.0,12.0,10.0,,1.0,2.0,1.0,,186.0,,,,,,,3.0,,2.0,,14.0,2.0,7.0,7.0,,8.0,138.0,65.0,41.0,3.0,,15.0,21.0,9.0,540.0,,1.0,,94.0,48.0,30.0,,,,,126.0,126.0,5.0,20.0,18.0,72.4,1.0,,14.0,0.0,151.0,1.0,,1.0,,,,16.0,,,3.0,209.0,479.0,9.0,36.0,191.0,22.0,22.0,17.0,11.0,34.0,23.0,,250.0,5.0,398.0,2.0,,15.0,19.0,51.0,2.0,555.0,,0.0,39.0,14.0,1.0,26.0,1.0,781.0,,13.0,11.0,13.0,10.0,0.0
695136,24,2014-02-03 20:00:00,8,Chelsea,Away,72.0,8.0,3.0,3.0,,4.0,,122.0,8.0,1.0,1.0,8.0,4.0,18.0,191.0,,1.0,17.0,23.0,30.0,7.0,3.0,,3.0,,1.0,,2.0,,1.0,,1.0,,12.0,,,2.0,,1.0,,6.0,14.0,10.0,,,44.0,49.0,2.0,2.0,,9.0,12.0,4.0,11.0,,1.0,6.0,7.0,,1.0,16.0,2.0,79.0,73.0,9.0,56.0,30.0,,,61.0,13.0,11.0,,,4.0,1.0,2.0,117.0,,,,,,,15.0,1.0,,1.0,30.0,3.0,10.0,10.0,2.0,1.0,54.0,67.0,33.0,12.0,,4.0,6.0,6.0,242.0,4.0,3.0,,32.0,52.0,9.0,,,,,134.0,134.0,2.0,24.0,19.0,34.7,3.0,1.0,12.0,0.0,40.0,1.0,2.0,3.0,,,3.0,8.0,,,3.0,62.0,184.0,8.0,10.0,80.0,17.0,56.0,34.0,5.0,13.0,8.0,3.0,102.0,14.0,188.0,,1.0,27.0,4.0,46.0,4.0,255.0,1.0,0.0,18.0,15.0,3.0,24.0,3.0,511.0,,6.0,17.0,6.0,11.0,0.0
695142,25,2014-02-08 15:00:00,8,Chelsea,Home,244.0,10.0,1.0,4.0,3.0,5.0,,191.0,4.0,,11.0,2.0,6.0,38.0,431.0,,1.0,19.0,11.0,10.0,10.0,,,1.0,,1.0,1.0,2.0,,,,1.0,1.0,14.0,1.0,,,,,1.0,5.0,5.0,7.0,,,89.0,62.0,2.0,1.0,2.0,2.0,13.0,1.0,14.0,,,6.0,10.0,2.0,,9.0,1.0,52.0,62.0,2.0,28.0,16.0,,,50.0,7.0,10.0,3.0,,5.0,1.0,2.0,168.0,2.0,,2.0,2.0,,1.0,8.0,2.0,1.0,,16.0,,11.0,11.0,1.0,11.0,125.0,81.0,45.0,5.0,,5.0,7.0,8.0,503.0,1.0,2.0,,47.0,76.0,18.0,,,,1.0,139.0,139.0,9.0,26.0,13.0,59.0,,,13.0,0.0,129.0,3.0,3.0,6.0,,,1.0,9.0,,,3.0,96.0,425.0,4.0,12.0,263.0,26.0,28.0,20.0,6.0,19.0,13.0,2.0,137.0,8.0,267.0,1.0,,14.0,6.0,55.0,2.0,511.0,,0.0,18.0,33.0,2.0,22.0,0.0,735.0,,13.0,9.0,6.0,25.0,0.0
695155,26,2014-02-11 20:00:00,8,Chelsea,Away,210.0,22.0,3.0,5.0,2.0,3.0,,210.0,4.0,1.0,3.0,2.0,15.0,45.0,415.0,,1.0,20.0,11.0,10.0,8.0,,,,,1.0,,1.0,,,,,,12.0,,,,,,1.0,5.0,11.0,2.0,,,83.0,66.0,1.0,,1.0,4.0,14.0,4.0,7.0,,,8.0,8.0,6.0,1.0,7.0,,53.0,50.0,4.0,38.0,17.0,,,61.0,13.0,9.0,,,3.0,1.0,1.0,161.0,1.0,,1.0,,1.0,,7.0,,,,17.0,,13.0,13.0,3.0,3.0,128.0,73.0,49.0,5.0,,3.0,6.0,4.0,476.0,3.0,2.0,,44.0,76.0,22.0,,,,,140.0,140.0,3.0,32.0,26.0,59.9,,,14.0,0.0,117.0,,,,,2.0,,7.0,,,3.0,114.0,404.0,8.0,9.0,226.0,38.0,38.0,31.0,7.0,22.0,15.0,,156.0,9.0,285.0,,1.0,13.0,15.0,65.0,1.0,489.0,1.0,0.0,15.0,17.0,2.0,26.0,4.0,712.0,,13.0,14.0,8.0,13.0,0.0
695162,27,2014-02-22 12:45:00,8,Chelsea,Home,133.0,13.0,3.0,9.0,6.0,2.0,,195.0,1.0,1.0,2.0,6.0,4.0,23.0,319.0,,1.0,18.0,16.0,30.0,14.0,,,,1.0,1.0,,2.0,,,,,,18.0,,,,,,,7.0,5.0,3.0,,,44.0,69.0,1.0,1.0,,3.0,16.0,7.0,8.0,,,8.0,8.0,6.0,,15.0,2.0,68.0,78.0,3.0,34.0,18.0,,,71.0,15.0,12.0,,,3.0,2.0,2.0,166.0,,,,,,,4.0,,1.0,,18.0,,15.0,15.0,,2.0,97.0,70.0,41.0,8.0,1.0,5.0,9.0,8.0,390.0,3.0,3.0,,51.0,50.0,24.0,,,,,158.0,158.0,4.0,26.0,34.0,46.6,,,16.0,0.0,96.0,,2.0,2.0,,,,10.0,1.0,,3.0,118.0,307.0,8.0,14.0,149.0,24.0,34.0,27.0,8.0,24.0,16.0,2.0,162.0,10.0,278.0,1.0,1.0,17.0,5.0,36.0,2.0,403.0,,0.0,25.0,23.0,3.0,22.0,1.0,658.0,,18.0,13.0,8.0,20.0,0.0
695173,28,2014-03-01 15:00:00,8,Chelsea,Away,225.0,11.0,1.0,4.0,3.0,6.0,1.0,162.0,4.0,,6.0,7.0,10.0,29.0,383.0,,2.0,19.0,20.0,38.0,9.0,1.0,,,,,,,,,,,2.0,16.0,,,,,,1.0,6.0,4.0,3.0,,,85.0,65.0,3.0,,3.0,3.0,19.0,4.0,7.0,,,4.0,7.0,1.0,,5.0,2.0,51.0,73.0,3.0,42.0,33.0,,,68.0,13.0,12.0,3.0,,3.0,3.0,,191.0,3.0,,3.0,3.0,,,12.0,3.0,2.0,1.0,33.0,,11.0,11.0,,6.0,114.0,107.0,58.0,5.0,,2.0,11.0,8.0,469.0,1.0,,,82.0,33.0,17.0,,,,,161.0,161.0,7.0,21.0,25.0,58.1,,,19.0,0.0,99.0,,2.0,2.0,,2.0,,5.0,,,3.0,69.0,369.0,9.0,13.0,254.0,23.0,42.0,19.0,3.0,14.0,11.0,1.0,112.0,11.0,249.0,2.0,,34.0,10.0,62.0,4.0,489.0,1.0,0.0,17.0,15.0,2.0,26.0,1.0,712.0,,13.0,11.0,4.0,9.0,0.0
695182,29,2014-03-08 17:30:00,8,Chelsea,Home,215.0,15.0,1.0,2.0,1.0,1.0,,169.0,1.0,1.0,3.0,5.0,15.0,40.0,382.0,,,20.0,10.0,10.0,5.0,1.0,,,,,,,,,,1.0,3.0,9.0,1.0,,,,,,5.0,2.0,4.0,,,72.0,62.0,1.0,1.0,4.0,3.0,14.0,2.0,8.0,,1.0,5.0,4.0,2.0,,11.0,2.0,50.0,60.0,3.0,20.0,15.0,,,67.0,11.0,18.0,4.0,,3.0,1.0,,171.0,,,,,,,4.0,3.0,1.0,,15.0,,6.0,6.0,,3.0,111.0,95.0,54.0,4.0,,4.0,2.0,4.0,447.0,1.0,1.0,,68.0,64.0,20.0,,,,1.0,145.0,145.0,5.0,26.0,24.0,53.6,,,14.0,0.0,117.0,1.0,1.0,2.0,,,,6.0,,,3.0,61.0,366.0,6.0,6.0,228.0,25.0,20.0,18.0,3.0,10.0,7.0,,111.0,7.0,253.0,1.0,1.0,20.0,15.0,64.0,6.0,471.0,,0.0,12.0,25.0,1.0,23.0,2.0,658.0,,14.0,8.0,5.0,23.0,0.0
695191,30,2014-03-15 17:30:00,8,Chelsea,Away,186.0,32.0,1.0,4.0,3.0,3.0,,222.0,5.0,,6.0,1.0,11.0,43.0,404.0,,1.0,32.0,24.0,20.0,11.0,1.0,,,,1.0,1.0,2.0,,,,,,10.0,,,,,,1.0,2.0,7.0,6.0,,,76.0,64.0,,,,7.0,13.0,6.0,14.0,,2.0,5.0,14.0,2.0,,12.0,1.0,70.0,55.0,7.0,23.0,19.0,,,71.0,8.0,14.0,,,3.0,,2.0,184.0,,,,,,,7.0,,,2.0,19.0,,7.0,7.0,,6.0,112.0,77.0,44.0,4.0,,5.0,7.0,2.0,475.0,3.0,4.0,,93.0,60.0,28.0,,,,,160.0,160.0,3.0,30.0,21.0,61.4,,,13.0,0.0,125.0,2.0,1.0,3.0,1.0,1.0,,7.0,,,2.0,125.0,384.0,7.0,12.0,199.0,51.0,23.0,28.0,3.0,19.0,16.0,,179.0,11.0,317.0,,,15.0,12.0,65.0,7.0,497.0,1.0,2.0,15.0,8.0,1.0,34.0,1.0,721.0,,11.0,14.0,5.0,4.0,0.0
695203,31,2014-03-22 12:45:00,8,Chelsea,Home,274.0,16.0,2.0,3.0,1.0,3.0,1.0,183.0,2.0,,6.0,4.0,10.0,38.0,454.0,,1.0,16.0,10.0,7.0,8.0,,2.0,2.0,,,,,,,,,1.0,18.0,1.0,,,,,,8.0,5.0,6.0,12.0,9.0,86.0,60.0,3.0,2.0,3.0,3.0,14.0,5.0,11.0,,,7.0,9.0,2.0,,10.0,2.0,52.0,37.0,3.0,24.0,16.0,,,55.0,14.0,7.0,1.0,,4.0,2.0,,167.0,4.0,,3.0,4.0,,2.0,4.0,5.0,,1.0,16.0,,11.0,11.0,,6.0,141.0,69.0,44.0,1.0,4.0,5.0,7.0,11.0,508.0,3.0,,,50.0,69.0,33.0,,,,1.0,118.0,118.0,7.0,23.0,24.0,52.9,,,24.0,0.0,127.0,2.0,3.0,5.0,,2.0,2.0,5.0,,1.0,3.0,75.0,444.0,14.0,12.0,288.0,39.0,24.0,17.0,6.0,19.0,13.0,5.0,111.0,4.0,252.0,,,16.0,10.0,60.0,6.0,521.0,,0.0,21.0,15.0,1.0,18.0,0.0,711.0,31.0,8.0,8.0,7.0,11.0,0.0
695212,32,2014-03-29 15:00:00,8,Chelsea,Away,151.0,12.0,4.0,8.0,4.0,3.0,2.0,237.0,9.0,,4.0,1.0,11.0,22.0,380.0,1.0,,20.0,23.0,24.0,12.0,5.0,,,,,,,1.0,1.0,,,,16.0,,,,,,2.0,2.0,8.0,7.0,,,54.0,59.0,,2.0,,1.0,16.0,9.0,7.0,,,13.0,18.0,6.0,,10.0,1.0,54.0,62.0,1.0,33.0,26.0,,1.0,78.0,4.0,10.0,,1.0,3.0,3.0,,189.0,,,,,,,11.0,,,1.0,26.0,,11.0,11.0,2.0,4.0,115.0,79.0,54.0,2.0,,9.0,8.0,2.0,459.0,1.0,1.0,1.0,45.0,77.0,40.0,,,,,166.0,166.0,4.0,22.0,27.0,67.0,,,16.0,0.0,113.0,1.0,3.0,4.0,,,,10.0,,,3.0,127.0,370.0,6.0,17.0,161.0,33.0,33.0,22.0,12.0,39.0,27.0,,192.0,10.0,349.0,,,13.0,12.0,41.0,3.0,471.0,1.0,0.0,21.0,18.0,,25.0,1.0,712.0,,11.0,11.0,13.0,13.0,0.0
695223,33,2014-04-05 17:30:00,8,Chelsea,Home,173.0,12.0,2.0,3.0,1.0,,,253.0,,,6.0,2.0,23.0,27.0,423.0,1.0,,18.0,17.0,11.0,8.0,2.0,,,,2.0,,2.0,,,1.0,,1.0,11.0,,1.0,,,,1.0,5.0,,4.0,,,67.0,74.0,1.0,3.0,1.0,,16.0,1.0,2.0,,,7.0,7.0,1.0,,19.0,1.0,56.0,65.0,,23.0,19.0,,,58.0,8.0,17.0,,,3.0,,2.0,181.0,2.0,,1.0,1.0,1.0,,3.0,1.0,1.0,,19.0,,17.0,17.0,2.0,6.0,116.0,73.0,48.0,3.0,3.0,7.0,5.0,8.0,474.0,1.0,1.0,,71.0,59.0,26.0,,,,1.0,134.0,134.0,7.0,29.0,29.0,51.2,,,16.0,0.0,127.0,,2.0,2.0,,1.0,,9.0,,,3.0,125.0,410.0,8.0,13.0,179.0,24.0,23.0,22.0,7.0,15.0,8.0,1.0,165.0,2.0,327.0,1.0,,10.0,24.0,38.0,1.0,491.0,1.0,0.0,18.0,27.0,1.0,23.0,0.0,719.0,,13.0,10.0,7.0,19.0,0.0
695238,34,2014-04-13 16:07:00,8,Chelsea,Away,172.0,17.0,2.0,7.0,5.0,1.0,,345.0,1.0,,4.0,4.0,9.0,34.0,510.0,,,23.0,17.0,16.0,19.0,1.0,,,,,,1.0,,,,1.0,,23.0,,,,1.0,,1.0,2.0,4.0,3.0,,,92.0,64.0,1.0,2.0,,,14.0,10.0,4.0,,,12.0,18.0,2.0,,10.0,2.0,47.0,46.0,,22.0,15.0,,,75.0,13.0,8.0,1.0,,3.0,,1.0,202.0,1.0,,,1.0,,,1.0,1.0,4.0,2.0,15.0,1.0,10.0,10.0,,4.0,134.0,84.0,64.0,5.0,,12.0,9.0,3.0,568.0,1.0,1.0,,107.0,54.0,33.0,,,,,126.0,126.0,4.0,21.0,33.0,61.8,1.0,,14.0,0.0,155.0,2.0,2.0,4.0,,,,13.0,1.0,,3.0,196.0,498.0,7.0,21.0,184.0,30.0,22.0,23.0,8.0,28.0,20.0,,241.0,5.0,427.0,4.0,,9.0,11.0,52.0,3.0,583.0,,0.0,26.0,9.0,,25.0,2.0,786.0,,7.0,14.0,12.0,7.0,0.0
695243,35,2014-04-19 17:30:00,8,Chelsea,Home,133.0,16.0,6.0,10.0,4.0,5.0,,265.0,3.0,,3.0,4.0,12.0,25.0,388.0,1.0,,26.0,20.0,20.0,21.0,2.0,,1.0,,,1.0,1.0,,,,,,27.0,,,,,,,5.0,2.0,5.0,,,68.0,59.0,2.0,2.0,,1.0,15.0,8.0,3.0,,1.0,10.0,19.0,4.0,,8.0,1.0,50.0,69.0,1.0,31.0,21.0,,,68.0,11.0,13.0,1.0,,2.0,,1.0,168.0,1.0,1.0,1.0,,1.0,,6.0,,1.0,,21.0,1.0,6.0,6.0,,3.0,128.0,67.0,38.0,4.0,,6.0,18.0,15.0,453.0,,4.0,,51.0,59.0,29.0,1.0,1.0,1.0,,146.0,146.0,3.0,22.0,29.0,61.8,,1.0,15.0,0.0,108.0,,1.0,1.0,,2.0,1.0,8.0,,,3.0,171.0,373.0,6.0,24.0,147.0,30.0,31.0,27.0,10.0,33.0,23.0,1.0,222.0,10.0,358.0,2.0,,18.0,13.0,48.0,1.0,472.0,1.0,0.0,31.0,17.0,1.0,30.0,1.0,709.0,,11.0,19.0,10.0,14.0,0.0
695254,36,2014-04-27 14:05:00,8,Chelsea,Away,56.0,3.0,1.0,1.0,,1.0,,98.0,4.0,1.0,1.0,12.0,2.0,24.0,153.0,,,11.0,14.0,23.0,7.0,1.0,,2.0,,,,,,,,,1.0,10.0,,,,,,,4.0,5.0,21.0,,,28.0,66.0,2.0,1.0,2.0,6.0,11.0,4.0,15.0,,,2.0,3.0,,,12.0,2.0,58.0,64.0,6.0,54.0,30.0,,1.0,62.0,7.0,8.0,1.0,,1.0,1.0,,110.0,1.0,,1.0,1.0,,1.0,15.0,2.0,2.0,,30.0,,17.0,17.0,2.0,1.0,47.0,72.0,33.0,14.0,1.0,2.0,7.0,4.0,208.0,7.0,3.0,,29.0,38.0,10.0,,,,,139.0,139.0,2.0,31.0,19.0,27.0,,2.0,11.0,0.0,41.0,2.0,6.0,8.0,,,2.0,3.0,,,3.0,55.0,140.0,7.0,9.0,74.0,9.0,54.0,24.0,2.0,6.0,4.0,5.0,91.0,14.0,158.0,2.0,1.0,26.0,4.0,47.0,,226.0,,0.0,11.0,20.0,,20.0,4.0,471.0,,15.0,13.0,3.0,14.0,0.0
695263,37,2014-05-04 16:00:00,8,Chelsea,Home,213.0,20.0,2.0,6.0,4.0,2.0,2.0,378.0,3.0,,8.0,3.0,5.0,45.0,585.0,,1.0,25.0,10.0,20.0,15.0,3.0,,,,,,,,,,,,20.0,,,1.0,,1.0,1.0,2.0,3.0,3.0,,,95.0,63.0,,,,,12.0,9.0,4.0,,2.0,5.0,22.0,4.0,,10.0,1.0,44.0,61.0,,27.0,19.0,,,84.0,9.0,16.0,,,1.0,2.0,,181.0,,,,,,,3.0,,,,19.0,2.0,6.0,6.0,,8.0,183.0,68.0,55.0,2.0,,9.0,9.0,4.0,632.0,2.0,2.0,,118.0,84.0,33.0,,,,,134.0,134.0,4.0,27.0,22.0,71.3,2.0,1.0,12.0,0.0,191.0,2.0,1.0,3.0,,,,10.0,,,3.0,212.0,568.0,6.0,18.0,226.0,38.0,27.0,26.0,5.0,33.0,28.0,,257.0,5.0,457.0,,,11.0,5.0,62.0,4.0,650.0,,0.0,23.0,11.0,3.0,28.0,1.0,878.0,,11.0,14.0,5.0,7.0,0.0
695271,38,2014-05-11 15:00:00,8,Chelsea,Away,196.0,26.0,,6.0,6.0,5.0,,308.0,4.0,1.0,11.0,,9.0,41.0,498.0,,1.0,20.0,7.0,12.0,21.0,,,,,1.0,,1.0,1.0,,,,,26.0,,,1.0,,,,3.0,7.0,4.0,,,71.0,63.0,4.0,4.0,1.0,5.0,14.0,8.0,15.0,,1.0,8.0,15.0,2.0,,10.0,,51.0,58.0,5.0,18.0,9.0,,,78.0,9.0,7.0,2.0,,4.0,2.0,1.0,180.0,1.0,,1.0,1.0,,,6.0,2.0,1.0,,9.0,1.0,5.0,5.0,,11.0,157.0,71.0,50.0,3.0,,10.0,12.0,7.0,559.0,2.0,4.0,1.0,67.0,73.0,32.0,,,,,135.0,135.0,4.0,26.0,22.0,63.2,1.0,,14.0,0.0,160.0,2.0,1.0,3.0,,2.0,,13.0,,,3.0,204.0,489.0,10.0,22.0,212.0,38.0,18.0,28.0,6.0,25.0,19.0,,244.0,8.0,381.0,1.0,1.0,6.0,10.0,59.0,2.0,568.0,,0.0,28.0,21.0,2.0,24.0,2.0,801.0,,14.0,18.0,8.0,13.0,0.0
