matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFwdZonePass,accurateGoalKicks,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTotal,attOneOnOne,attOpenplay,attPenGoal,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalKicks,goalsOpenplay,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645200,1,2026-08-22 15:00:00,17,Nott'm Forest,Home,176.0,18.0,1.0,4.0,3.0,2.0,149.0,4.0,6.0,3.0,14.0,28.0,321.0,,1.0,21.0,25.0,30.0,7.0,2.0,2.0,,0.0,1.0,1.0,,4.0,0.0,1.0,2.0,8.0,6.0,5.0,6.0,6.0,69.0,47.0,,,,,7.0,2.0,7.0,,3.0,6.0,7.0,0.0,9.0,2.0,66.0,61.0,,32.0,20.0,1.0,0.757488,0.6562,0.0749,0.3277,0.5328,60.0,15.0,14.0,,4.0,3.0,1.0,149.0,,,,6.0,0.0,,20.0,2.0,2.0,2.0,,0.0,6.0,91.0,64.0,28.0,2.0,0.0,5.0,4.0,2.0,389.0,6.0,,0.0,45.0,41.0,36.0,,147.0,147.0,2.0,21.0,15.0,56.3,1.0,,,13.0,0.0,102.0,1.0,1.0,2.0,1.0,,8.0,1.0,0.0,4.0,72.0,306.0,7.0,9.0,204.0,39.0,32.0,20.0,3.0,19.0,16.0,,110.0,6.0,226.0,,25.0,17.0,71.0,3.0,411.0,1.0,0.0,12.0,8.0,2.0,25.0,2.0,615.0,22.0,16.0,0.0,10.0,3.0,5.0,0.0
2645211,2,2026-08-29 12:30:00,17,Nott'm Forest,Away,99.0,16.0,1.0,2.0,1.0,1.0,96.0,6.0,1.0,9.0,4.0,30.0,193.0,1.0,,16.0,12.0,17.0,6.0,2.0,2.0,,0.0,,,,7.0,1.0,,,3.0,8.0,5.0,11.0,1.0,58.0,43.0,4.0,3.0,2.0,2.0,9.0,6.0,8.0,,5.0,2.0,,0.0,10.0,1.0,51.0,62.0,2.0,34.0,12.0,,1.54009,2.3015,,1.2766,2.0209,63.0,10.0,13.0,2.0,1.0,,,139.0,1.0,1.0,1.0,11.0,1.0,,12.0,1.0,6.0,6.0,,0.0,1.0,37.0,68.0,26.0,3.0,0.0,3.0,6.0,3.0,256.0,4.0,1.0,0.0,40.0,27.0,20.0,1.0,147.0,147.0,,26.0,13.0,30.9,,2.0,1.0,18.0,0.0,54.0,1.0,1.0,2.0,1.0,,3.0,2.0,0.0,4.0,48.0,177.0,9.0,9.0,126.0,24.0,34.0,20.0,5.0,7.0,2.0,,87.0,5.0,169.0,1.0,37.0,5.0,75.0,,288.0,1.0,0.0,12.0,23.0,2.0,25.0,2.0,508.0,23.0,16.0,0.0,9.0,5.0,13.0,0.0
2645224,3,2026-09-05 15:00:00,17,Nott'm Forest,Home,140.0,15.0,1.0,1.0,,2.0,100.0,3.0,3.0,3.0,1.0,23.0,239.0,,1.0,12.0,15.0,16.0,8.0,,2.0,2.0,0.0,,,1.0,10.0,0.0,,,15.0,8.0,3.0,5.0,7.0,44.0,51.0,1.0,1.0,1.0,5.0,9.0,3.0,16.0,1.0,2.0,9.0,5.0,0.0,10.0,,66.0,61.0,5.0,26.0,12.0,,0.458997,0.9222,,0.0149,,48.0,22.0,14.0,,2.0,3.0,,130.0,,,,6.0,0.0,1.0,12.0,,6.0,6.0,1.0,0.0,3.0,68.0,58.0,26.0,10.0,0.0,4.0,4.0,2.0,292.0,4.0,2.0,0.0,35.0,31.0,32.0,,128.0,128.0,2.0,28.0,17.0,40.7,,,1.0,15.0,0.0,69.0,,,,,2.0,7.0,,0.0,4.0,58.0,227.0,9.0,8.0,161.0,33.0,26.0,7.0,2.0,19.0,17.0,2.0,89.0,7.0,169.0,,19.0,2.0,55.0,2.0,311.0,,0.0,12.0,28.0,1.0,15.0,2.0,503.0,12.0,17.0,0.0,3.0,2.0,15.0,0.0
