matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561898,1,2025-08-17 14:00:00,17,Nott'm Forest,Home,139.0,11.0,,5.0,5.0,3.0,,209.0,4.0,,4.0,2.0,10.0,18.0,343.0,,2.0,12.0,16.0,20.0,7.0,,1.0,1.0,0.0,,,,,,,,,1.0,10.0,0.0,,,,,5.0,7.0,3.0,6.0,5.0,79.0,48.0,4.0,2.0,2.0,2.0,6.0,2.0,7.0,,,5.0,12.0,6.0,0.0,14.0,1.0,48.0,53.0,2.0,24.0,10.0,,2.0,1.00235,1.8283,,2.4317,1.4701,64.0,7.0,15.0,2.0,,5.0,3.0,,133.0,2.0,,2.0,2.0,,1.0,6.0,2.0,2.0,2.0,10.0,,9.0,9.0,1.0,0.0,4.0,108.0,52.0,19.0,5.0,1.0,4.0,5.0,5.0,396.0,3.0,1.0,0.0,85.0,54.0,39.0,1.0,1.0,1.0,,,133.0,133.0,4.0,24.0,15.0,54.4,,,,,16.0,0.0,97.0,1.0,1.0,2.0,,1.0,4.0,,0.0,3.0,126.0,325.0,6.0,9.0,157.0,29.0,24.0,15.0,3.0,24.0,21.0,104833.58,2.0,169.0,4.0,284.0,2.0,,17.0,10.0,54.0,2.0,417.0,1.0,0.0,11.0,12.0,3.0,19.0,1.0,613.0,25.0,10.0,0.0,9.0,5.0,7.0,0.0
2561909,2,2025-08-24 14:00:00,17,Nott'm Forest,Away,219.0,22.0,,3.0,3.0,2.0,,226.0,8.0,,6.0,10.0,9.0,31.0,442.0,1.0,2.0,11.0,16.0,17.0,5.0,,1.0,3.0,0.0,,,,,,,,,,8.0,0.0,,,1.0,,5.0,7.0,1.0,8.0,1.0,92.0,52.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,,,3.0,17.0,6.0,0.0,8.0,1.0,49.0,45.0,1.0,15.0,7.0,1.0,,0.816631,0.9296,,0.2584,0.8252,70.0,11.0,10.0,,,1.0,,,174.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,7.0,1.0,10.0,10.0,2.0,0.0,6.0,123.0,80.0,46.0,1.0,1.0,4.0,2.0,1.0,489.0,,1.0,0.0,107.0,63.0,28.0,,,,,,136.0,136.0,1.0,28.0,14.0,57.9,1.0,,1.0,,18.0,0.0,125.0,2.0,1.0,3.0,1.0,3.0,7.0,,0.0,5.0,77.0,420.0,8.0,6.0,232.0,37.0,15.0,18.0,3.0,26.0,23.0,100770.36,3.0,112.0,5.0,308.0,1.0,,23.0,10.0,56.0,2.0,514.0,1.0,0.0,9.0,12.0,2.0,16.0,3.0,691.0,20.0,13.0,0.0,6.0,3.0,7.0,0.0
2561921,3,2025-08-31 14:00:00,17,Nott'm Forest,Home,195.0,15.0,3.0,4.0,1.0,,,279.0,5.0,,3.0,3.0,11.0,11.0,470.0,,,14.0,10.0,12.0,6.0,2.0,2.0,1.0,0.0,,,,,,,,,,9.0,0.0,,,,,7.0,10.0,2.0,9.0,2.0,87.0,48.0,1.0,1.0,,2.0,11.0,5.0,8.0,,,9.0,15.0,12.0,0.0,7.0,3.0,47.0,43.0,2.0,16.0,7.0,,,0.76413,0.7335,,0.2912,3.2854,80.0,14.0,6.0,,,,,,159.0,,,,,,,5.0,0.0,,1.0,7.0,,6.0,6.0,2.0,0.0,3.0,150.0,56.0,35.0,7.0,0.0,3.0,5.0,3.0,525.0,,1.0,0.0,109.0,72.0,47.0,1.0,1.0,1.0,,,136.0,136.0,5.0,17.0,23.0,58.4,,,,1.0,21.0,0.0,145.0,4.0,1.0,5.0,,1.0,3.0,1.0,0.0,4.0,146.0,455.0,11.0,8.0,208.0,30.0,16.0,15.0,8.0,35.0,27.0,102840.05,1.0,190.0,2.0,368.0,1.0,,10.0,11.0,29.0,,541.0,,0.0,11.0,19.0,1.0,17.0,0.0,734.0,29.0,14.0,0.0,6.0,9.0,14.0,0.0
2561926,4,2025-09-13 12:30:00,17,Nott'm Forest,Away,184.0,12.0,,2.0,2.0,,,168.0,10.0,,3.0,4.0,8.0,18.0,350.0,,,18.0,9.0,9.0,4.0,1.0,,2.0,0.0,,,,,,,,,,4.0,0.0,,,,,5.0,12.0,4.0,3.0,2.0,87.0,36.0,,,,1.0,7.0,3.0,11.0,,,3.0,6.0,3.0,0.0,6.0,,44.0,32.0,1.0,19.0,11.0,,2.0,0.1827,0.1999,,0.0627,2.3488,50.0,11.0,7.0,,,1.0,1.0,,134.0,,,,,,,11.0,0.0,,,11.0,1.0,11.0,11.0,2.0,0.0,3.0,99.0,43.0,26.0,8.0,0.0,1.0,4.0,1.0,385.0,5.0,1.0,0.0,82.0,43.0,24.0,,,,,,107.0,107.0,1.0,16.0,15.0,45.8,,,,,15.0,0.0,89.0,2.0,,2.0,2.0,2.0,1.0,,0.0,5.0,77.0,329.0,7.0,5.0,203.0,24.0,19.0,12.0,3.0,13.0,10.0,110265.03,2.0,105.0,6.0,219.0,,,15.0,8.0,43.0,,409.0,,0.0,5.0,12.0,2.0,23.0,1.0,566.0,14.0,18.0,0.0,5.0,4.0,8.0,0.0
2561938,5,2025-09-20 15:00:00,17,Nott'm Forest,Away,245.0,14.0,,5.0,5.0,,,327.0,5.0,,3.0,6.0,18.0,17.0,567.0,,,20.0,14.0,11.0,13.0,,3.0,,0.0,,,,,,,,,,12.0,0.0,,,,2.0,4.0,9.0,3.0,9.0,8.0,96.0,45.0,1.0,2.0,,2.0,8.0,7.0,11.0,,,5.0,20.0,6.0,1.0,5.0,1.0,45.0,36.0,2.0,29.0,10.0,,,0.808878,1.0977,,1.4656,0.98,70.0,11.0,12.0,,,3.0,,,173.0,,,,,,,6.0,0.0,1.0,1.0,10.0,,7.0,7.0,2.0,0.0,3.0,183.0,60.0,43.0,4.0,0.0,2.0,11.0,8.0,609.0,3.0,,0.0,121.0,84.0,32.0,,,,,,118.0,118.0,4.0,23.0,15.0,63.2,,2.0,,,16.0,0.0,179.0,2.0,2.0,4.0,,,2.0,1.0,0.0,4.0,148.0,546.0,8.0,13.0,257.0,32.0,29.0,10.0,4.0,30.0,26.0,113251.97,,182.0,1.0,404.0,1.0,,13.0,18.0,35.0,2.0,631.0,,0.0,17.0,11.0,,20.0,1.0,827.0,29.0,16.0,0.0,4.0,5.0,6.0,0.0
2561953,6,2025-09-27 17:30:00,17,Nott'm Forest,Home,207.0,13.0,1.0,8.0,7.0,1.0,,322.0,3.0,,2.0,3.0,11.0,23.0,521.0,,1.0,24.0,13.0,15.0,15.0,1.0,5.0,1.0,0.0,,,,,,,,,,17.0,0.0,,,,,5.0,8.0,3.0,15.0,7.0,104.0,46.0,1.0,1.0,,1.0,7.0,6.0,7.0,,,7.0,20.0,14.0,0.0,3.0,1.0,40.0,46.0,1.0,20.0,14.0,,2.0,1.13984,1.6786,,1.6927,1.3864,79.0,11.0,6.0,,,2.0,2.0,,172.0,,,,,,,4.0,0.0,,,14.0,,1.0,1.0,,0.0,2.0,142.0,53.0,41.0,4.0,0.0,8.0,8.0,6.0,566.0,3.0,,0.0,99.0,97.0,46.0,,,,,,119.0,119.0,4.0,18.0,21.0,64.6,,,,1.0,19.0,0.0,160.0,2.0,,2.0,,1.0,10.0,,0.0,5.0,166.0,510.0,7.0,16.0,221.0,26.0,20.0,16.0,6.0,42.0,36.0,110794.54,1.0,197.0,4.0,399.0,,,11.0,12.0,38.0,,578.0,2.0,0.0,22.0,16.0,2.0,24.0,4.0,785.0,36.0,18.0,0.0,9.0,7.0,9.0,0.0
2561963,7,2025-10-05 14:00:00,17,Nott'm Forest,Away,232.0,19.0,,3.0,3.0,2.0,,143.0,7.0,,5.0,4.0,8.0,20.0,372.0,,,13.0,12.0,13.0,4.0,,,2.0,0.0,,1.0,1.0,,,,,,,4.0,0.0,,,,,8.0,13.0,5.0,4.0,1.0,91.0,56.0,,,,4.0,4.0,,5.0,,,1.0,8.0,5.0,0.0,11.0,1.0,47.0,54.0,4.0,38.0,22.0,,1.0,0.306135,0.2988,0.0653,0.2541,3.8432,38.0,15.0,16.0,,,1.0,,1.0,170.0,,,,,,,8.0,0.0,,1.0,22.0,,9.0,9.0,1.0,0.0,5.0,104.0,55.0,25.0,8.0,0.0,1.0,3.0,4.0,425.0,5.0,,0.0,66.0,48.0,24.0,1.0,1.0,1.0,,,129.0,129.0,3.0,27.0,18.0,48.7,,,,,10.0,0.0,87.0,6.0,1.0,7.0,,2.0,1.0,,0.0,4.0,67.0,350.0,4.0,4.0,263.0,39.0,38.0,18.0,1.0,14.0,13.0,105824.76,2.0,91.0,7.0,203.0,,,20.0,8.0,51.0,2.0,452.0,,0.0,5.0,13.0,,17.0,4.0,657.0,18.0,16.0,0.0,13.0,1.0,8.0,0.0
2561971,8,2025-10-18 12:30:00,17,Nott'm Forest,Home,212.0,15.0,3.0,5.0,2.0,1.0,,160.0,7.0,2.0,4.0,2.0,5.0,15.0,367.0,,,21.0,13.0,5.0,6.0,3.0,3.0,,0.0,,,,,,,,,,7.0,0.0,1.0,,,1.0,11.0,11.0,6.0,8.0,4.0,79.0,42.0,4.0,4.0,,,5.0,2.0,12.0,,,5.0,11.0,6.0,0.0,6.0,2.0,53.0,47.0,,15.0,4.0,1.0,2.0,1.36817,2.3535,,0.5539,2.1575,50.0,13.0,15.0,,,1.0,1.0,,164.0,,,,,,,9.0,0.0,,,4.0,1.0,9.0,9.0,1.0,0.0,5.0,101.0,61.0,35.0,2.0,0.0,6.0,3.0,2.0,414.0,5.0,1.0,0.0,47.0,47.0,34.0,,,,,,128.0,128.0,5.0,14.0,17.0,49.7,1.0,,,1.0,15.0,0.0,101.0,2.0,1.0,3.0,2.0,,8.0,,0.0,4.0,83.0,341.0,5.0,9.0,231.0,32.0,15.0,17.0,5.0,23.0,18.0,105317.96,,125.0,2.0,237.0,,2.0,13.0,5.0,46.0,1.0,445.0,1.0,0.0,12.0,19.0,1.0,21.0,2.0,626.0,23.0,14.0,0.0,8.0,5.0,10.0,0.0
2561975,9,2025-10-26 14:00:00,17,Nott'm Forest,Away,145.0,13.0,2.0,3.0,1.0,4.0,,176.0,4.0,1.0,1.0,13.0,8.0,30.0,318.0,,,13.0,17.0,21.0,5.0,2.0,2.0,,0.0,,,,,,,,,,5.0,0.0,,,,1.0,3.0,5.0,8.0,3.0,5.0,73.0,45.0,,,,1.0,6.0,2.0,7.0,,,4.0,5.0,4.0,0.0,3.0,2.0,40.0,58.0,1.0,18.0,6.0,1.0,1.0,0.414945,0.3712,,0.8149,0.5633,62.0,7.0,17.0,,,1.0,,,153.0,,,,,,,7.0,0.0,1.0,,6.0,,9.0,9.0,,0.0,1.0,94.0,87.0,49.0,6.0,0.0,1.0,6.0,4.0,379.0,4.0,1.0,0.0,48.0,83.0,21.0,,,,,,139.0,139.0,2.0,22.0,19.0,47.7,,,,,17.0,0.0,89.0,1.0,2.0,3.0,1.0,,2.0,1.0,0.0,5.0,78.0,298.0,6.0,7.0,168.0,31.0,18.0,8.0,4.0,13.0,9.0,106511.93,,120.0,8.0,254.0,1.0,1.0,37.0,11.0,69.0,,409.0,,0.0,8.0,19.0,1.0,19.0,1.0,585.0,7.0,22.0,0.0,2.0,4.0,10.0,0.0
2561991,10,2025-11-01 15:00:00,17,Nott'm Forest,Home,119.0,8.0,2.0,5.0,3.0,2.0,,149.0,3.0,,3.0,7.0,2.0,23.0,263.0,,,9.0,29.0,17.0,9.0,2.0,4.0,2.0,0.0,,,,,,,,,1.0,13.0,0.0,,,,,4.0,8.0,10.0,11.0,6.0,71.0,56.0,,,1.0,,5.0,6.0,8.0,1.0,,8.0,5.0,13.0,1.0,6.0,2.0,59.0,45.0,,17.0,11.0,,,0.86463,1.9283,,1.5565,1.4196,57.0,10.0,6.0,,,,,,143.0,1.0,,1.0,1.0,,,7.0,2.0,1.0,,11.0,,11.0,11.0,,0.0,4.0,74.0,80.0,33.0,5.0,1.0,6.0,6.0,3.0,329.0,6.0,,0.0,44.0,64.0,36.0,,,,,,140.0,140.0,4.0,20.0,21.0,41.2,,2.0,1.0,1.0,8.0,0.0,62.0,3.0,2.0,4.0,1.0,2.0,8.0,,0.0,3.0,87.0,250.0,5.0,12.0,127.0,24.0,17.0,11.0,7.0,25.0,18.0,109881.22,2.0,129.0,7.0,248.0,1.0,,27.0,2.0,62.0,2.0,350.0,,0.0,17.0,17.0,,15.0,1.0,522.0,24.0,12.0,0.0,5.0,8.0,10.0,0.0
